report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-03-31,16058000000.0,4247000000.0,3679000000.0,16058000000.0,9289000000.0,868000000.0,1648000000.0,7608000000.0,382000000.0,206000000.0,112000000.0,0.35,661000000.0,417000000.0,494000000.0,244000000.0,868000000.0,,,0.7127,0.35,876000000.0,0.02217676822047583,0.012828496699464441,0.027076761303890643,0.05021030494216614,0.023788765724249594,0.03760953037314167,0.03207150368033649,0.11514195583596215,0.0934438583270535,1.154389779831476,11680000000.0,79000000.0,384000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2019-06-30,15711000000.0,4050000000.0,3340000000.0,,9144000000.0,1004000000.0,1643000000.0,-5209000000.0,,-348000000.0,-141000000.0,-0.35,-204000000.0,-242000000.0,-324000000.0,-446000000.0,1004000000.0,1.2126,51.8455,0.7977,-0.35,,-0.03805774278215223,-0.022150085927057476,0.06680744864657324,,,,0.08562104050681513,,0.10979877515310586,1.2125748502994012,10074000000.0,155000000.0,-128000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2019-09-30,16233000000.0,3799000000.0,3492000000.0,,8714000000.0,707000000.0,1441000000.0,2340000000.0,,-227000000.0,-21000000.0,,27000000.0,117000000.0,162000000.0,-90000000.0,707000000.0,,,0.8313,,,-0.026050034427358273,-0.013983860038193803,-0.09700854700854701,,,,-0.038461538461538464,,0.0811338076658251,1.0879152348224512,9890000000.0,-173000000.0,-198000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2019-12-31,16282000000.0,3718000000.0,2727000000.0,,8958000000.0,1201000000.0,1272000000.0,4819000000.0,,-142000000.0,31000000.0,-0.24,192000000.0,237000000.0,324000000.0,-45000000.0,1201000000.0,,,0.8613,-0.24,,-0.015851752623353428,-0.008721287311141137,-0.029466694334924257,,,,-0.009338036937123885,,0.1340701049341371,1.3634030069673635,9558000000.0,-511000000.0,-337000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2020-03-31,14428000000.0,3741000000.0,2689000000.0,,7832000000.0,1115000000.0,1388000000.0,7085000000.0,,-872000000.0,21000000.0,,462000000.0,335000000.0,484000000.0,127000000.0,1115000000.0,,,0.5531,,,-0.11133810010214505,-0.060438037149986135,-0.12307692307692308,,,,0.017925194071983064,,0.14236465781409602,1.3912235031610265,9035000000.0,-1589000000.0,-454000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2020-06-30,14261000000.0,3461000000.0,2682000000.0,,7582000000.0,1183000000.0,1517000000.0,-5236000000.0,,-28000000.0,-10000000.0,-1.9200000000000002,99000000.0,-251000000.0,-326000000.0,-152000000.0,1183000000.0,1.2905,,0.7768,-1.9200000000000002,,-0.0036929570034291742,-0.0019633966762499125,0.0053475935828877,,,,0.029029793735676088,,0.15602743339488262,1.290454884414616,9008000000.0,-1269000000.0,-160000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2020-09-30,14400000000.0,3435000000.0,2738000000.0,,7639000000.0,1206000000.0,1539000000.0,2117000000.0,,34000000.0,25000000.0,,155000000.0,93000000.0,164000000.0,62000000.0,1206000000.0,,,0.9416,,,0.0044508443513548894,0.002361111111111111,0.01606046291922532,,,,0.029286726499763816,,0.15787406728629402,1.2545653761869977,8785000000.0,-1008000000.0,-8000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2020-12-31,15094000000.0,3596000000.0,2861000000.0,,8131000000.0,1044000000.0,1562000000.0,4531000000.0,,265000000.0,110000000.0,0.45,483000000.0,173000000.0,331000000.0,310000000.0,1044000000.0,,,1.2125,0.45,,0.03259131718115853,0.01755664502451305,0.0584859854336791,,,,0.06841756786581328,,0.12839749108350756,1.256903180706047,8497000000.0,-601000000.0,347000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2021-03-31,15397000000.0,3943000000.0,3169000000.0,,8188000000.0,1000000000.0,1974000000.0,6866000000.0,,344000000.0,153000000.0,,1060000000.0,253000000.0,504000000.0,807000000.0,1000000000.0,,,1.6644,,,0.04201270151441133,0.02234201467818406,0.05010195164579085,,,,0.1175356830760268,,0.12212994626282364,1.2442410855159356,8278000000.0,615000000.0,1027000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2021-06-30,16771000000.0,4456000000.0,3234000000.0,,8211000000.0,2285000000.0,2236000000.0,-4156000000.0,,-313000000.0,-227000000.0,0.11000000000000004,-461000000.0,-129000000.0,-319000000.0,-590000000.0,2285000000.0,1.3779,45.2779,1.5967,0.11000000000000004,,-0.0381195956643527,-0.01866316856478445,0.07531280076997113,,,,0.14196342637151108,,0.278285227134332,1.3778602350030922,9358000000.0,330000000.0,589000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2021-09-30,16418000000.0,4372000000.0,3272000000.0,,8210000000.0,1964000000.0,2100000000.0,2502000000.0,,196000000.0,71000000.0,0.33,68000000.0,101000000.0,165000000.0,-33000000.0,1964000000.0,,28.2222,1.4252,0.33,,0.02387332521315469,0.01193811670118163,0.07833733013589128,,,,-0.013189448441247002,,0.2392204628501827,1.3361858190709046,9743000000.0,492000000.0,494000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2021-12-31,16520000000.0,4599000000.0,3233000000.0,,8383000000.0,1968000000.0,2184000000.0,5219000000.0,,431000000.0,170000000.0,0.72,430000000.0,208000000.0,333000000.0,222000000.0,1968000000.0,,26.7347,1.32,0.72,,0.051413575092449,0.02608958837772397,0.08258287028166315,,,,0.04253688446062464,,0.23476082548013838,1.4225177853386948,10431000000.0,658000000.0,406000000.0,,,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2022-03-31,17419000000.0,4162000000.0,3527000000.0,,8425000000.0,2496000000.0,1865000000.0,7711000000.0,,513000000.0,199000000.0,0.86,1030000000.0,315000000.0,505000000.0,715000000.0,2496000000.0,,26.308,1.2867,0.86,,0.06089020771513353,0.029450599919627993,0.06652833614317209,,,,0.09272467902995721,,0.2962611275964392,1.1800396937907571,11276000000.0,827000000.0,314000000.0,2.02,2.02,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2022-06-30,17221000000.0,4093000000.0,3519000000.0,,8222000000.0,2776000000.0,1822000000.0,-5047000000.0,,-517000000.0,-388000000.0,-0.8600000000000001,-174000000.0,-125000000.0,-315000000.0,-299000000.0,2776000000.0,1.1631,14.7464,0.8846,-0.8600000000000001,,-0.06288007783994162,-0.030021485395737763,0.10243709134139092,,,,0.0592431147216168,,0.33763074677693994,1.1631145211707872,10385000000.0,623000000.0,605000000.0,1.0499999999999998,1.0499999999999998,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2022-09-30,16387000000.0,3754000000.0,3013000000.0,,7872000000.0,2977000000.0,1458000000.0,2478000000.0,,40000000.0,35000000.0,0.07,-31000000.0,104000000.0,179000000.0,-135000000.0,2977000000.0,,18.8941,0.8516,0.07,,0.00508130081300813,0.0024409592970037223,0.016142050040355124,,,,-0.05447941888619855,,0.3781758130081301,1.245934284766014,10361000000.0,467000000.0,503000000.0,0.79,0.79,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2022-12-31,16891000000.0,3763000000.0,2939000000.0,,8115000000.0,2998000000.0,1328000000.0,4999000000.0,,107000000.0,96000000.0,0.18,161000000.0,217000000.0,353000000.0,-56000000.0,2998000000.0,,35.1933,1.0352,0.18,,0.013185459026494147,0.0063347344739802264,0.021404280856171236,,,,-0.011202240448089618,,0.3694393099199014,1.2803674719292277,10141000000.0,143000000.0,225000000.0,0.25,0.25,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2023-03-31,17034000000.0,4032000000.0,3204000000.0,,8077000000.0,2960000000.0,1659000000.0,7446000000.0,,157000000.0,128000000.0,0.27,670000000.0,350000000.0,536000000.0,320000000.0,2960000000.0,,37.3469,0.9853,0.27,,0.01943791011514176,0.009216860396853353,0.021085146387322052,,,,0.04297609454740801,,0.3664727002599975,1.2584269662921348,9876000000.0,-213000000.0,-170000000.0,-0.33999999999999997,-0.33999999999999997,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2023-06-30,16921000000.0,4053000000.0,3165000000.0,,8064000000.0,2940000000.0,1833000000.0,-5044000000.0,,-155000000.0,-116000000.0,-0.26,292000000.0,-172000000.0,-354000000.0,120000000.0,2940000000.0,1.2806,75.3349,1.1362,-0.26,,-0.01922123015873016,-0.009160215117309852,0.030729579698651862,,,,-0.023790642347343377,,0.3645833333333333,1.280568720379147,9879000000.0,149000000.0,249000000.0,0.2600000000000001,0.2600000000000001,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2023-09-30,16475000000.0,3969000000.0,3037000000.0,,7892000000.0,2909000000.0,1529000000.0,2499000000.0,,30000000.0,37000000.0,0.05,-55000000.0,124000000.0,171000000.0,-179000000.0,2909000000.0,,83.5785,1.1735,0.05,,0.003801317790167258,0.0018209408194233688,0.012004801920768308,,,,-0.07162865146058424,,0.36860111505321846,1.3068817912413566,9900000000.0,139000000.0,205000000.0,0.2400000000000001,0.2400000000000001,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2023-12-31,16681000000.0,4003000000.0,2784000000.0,,8182000000.0,2984000000.0,1724000000.0,5085000000.0,,186000000.0,131000000.0,0.32,305000000.0,236000000.0,350000000.0,69000000.0,2984000000.0,,62.6384,1.4332,0.32,,0.022732828159374236,0.011150410646843715,0.03657817109144543,,,,0.013569321533923304,,0.36470300659985333,1.4378591954022988,9986000000.0,218000000.0,330000000.0,0.3800000000000001,0.3800000000000001,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2024-03-31,16544000000.0,4128000000.0,3042000000.0,,8051000000.0,2844000000.0,1943000000.0,7508000000.0,,216000000.0,153000000.0,0.38,844000000.0,353000000.0,542000000.0,491000000.0,2844000000.0,,71.6675,1.4995,0.38,,0.02682896534591976,0.013056092843326886,0.02876931273308471,,,,0.06539690996270645,,0.3532480437212769,1.3570019723865878,10048000000.0,277000000.0,501000000.0,0.4900000000000001,0.4900000000000001,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2024-06-30,16684000000.0,4372000000.0,3055000000.0,,8120000000.0,2855000000.0,1960000000.0,-5007000000.0,,-166000000.0,-129000000.0,-0.29,4000000.0,-217000000.0,-329000000.0,-213000000.0,2855000000.0,1.4311,59.0837,1.5584,-0.29,,-0.020443349753694582,-0.009949652361543994,0.033153584981026565,,,,0.04254044337926902,,0.3516009852216749,1.4310965630114567,10085000000.0,266000000.0,168000000.0,0.46000000000000013,0.46000000000000013,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2024-09-30,16927000000.0,4506000000.0,3269000000.0,,8253000000.0,2706000000.0,1778000000.0,2577000000.0,,119000000.0,60000000.0,0.21,64000000.0,95000000.0,189000000.0,-31000000.0,2706000000.0,,43.4179,1.5166,0.21,,0.01441899915182358,0.0070301884563124,0.046177726038028714,,,,-0.012029491656965464,,0.32788077062886223,1.37840318140104,10163000000.0,355000000.0,316000000.0,0.6200000000000001,0.6200000000000001,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2024-12-31,16161000000.0,6452000000.0,3730000000.0,,8149000000.0,1948000000.0,1751000000.0,4334000000.0,,334000000.0,185000000.0,0.59,,157000000.0,225000000.0,,1948000000.0,,39.1541,1.6515,0.59,,0.04098662412565959,0.020667037930821114,0.07706506691278264,,,,,,0.2390477359185176,1.7297587131367291,9412000000.0,503000000.0,,0.8900000000000001,0.8900000000000001,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2025-03-31,16580000000.0,6841000000.0,4081000000.0,,8203000000.0,1943000000.0,2095000000.0,6343000000.0,,437000000.0,229000000.0,0.77,,250000000.0,339000000.0,,1943000000.0,,32.9383,1.7063,0.77,,0.053273192734365475,0.026357056694813027,0.06889484471070471,,,,,,0.23686456174570278,1.6763048272482235,8247000000.0,724000000.0,,1.28,1.28,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2025-06-30,15504000000.0,4811000000.0,2608000000.0,,8774000000.0,1937000000.0,2403000000.0,-4802000000.0,,290000000.0,-199000000.0,0.5,,-95000000.0,-294000000.0,,1937000000.0,1.8447,14.9932,1.9805,0.5,,0.03305219968087531,0.01870485036119711,-0.060391503540191585,,,,,,0.22076589924777754,1.8447085889570551,8452000000.0,1180000000.0,,2.0700000000000003,2.0700000000000003,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
2025-09-30,15343000000.0,4473000000.0,2537000000.0,,8704000000.0,1931000000.0,2198000000.0,2144000000.0,,112000000.0,62000000.0,0.2,,81000000.0,117000000.0,,1931000000.0,,15.3875,2.1235,0.2,,0.012867647058823529,0.007299745812422603,0.05223880597014925,,,,,,0.22185202205882354,1.7631060307449744,8019000000.0,1173000000.0,,2.06,2.06,0.93809277,31.61,22.2,7.13302,9033.515,7.8484,2.0164,1.0475
