report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-12-31,17475000000.0,5863000000.0,4393000000.0,13064000000.0,4353000000.0,48000000.0,837000000.0,7354000000.0,1330000000.0,901000000.0,691000000.0,138000000.0,91000000.0,0.461,145000000.0,,284000000.0,,48000000.0,,16.5895,1.1846,0.461,1185000000.0,0.158741098093269,0.039542203147353364,0.09396246940440577,0.18085395703018764,0.12251835735654065,0.05155937052932761,0.20472619859122926,,0.1611367963013326,0.011026878015161957,1.3346232642840883,15263000000.0,1099000000.0,1568000000.0,2873000000.0,2119000000.0,237000000.0,0.735,0.735,0.022652194431335537,6.616033755274262,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2023-03-31,17278000000.0,5588000000.0,4408000000.0,12970000000.0,4248000000.0,196000000.0,564000000.0,11021000000.0,2003000000.0,1183000000.0,868000000.0,224000000.0,125000000.0,0.581,329000000.0,,428000000.0,,196000000.0,,17.3062,1.1325,0.581,1611000000.0,0.20433145009416195,0.050237295983331404,0.07875873332728428,0.18174394338081845,0.10734053171218583,0.06846857275147586,0.2662016201620162,,0.14617548316849652,0.046139359698681735,1.2676950998185117,15649000000.0,1271000000.0,1764000000.0,2850000000.0,2264000000.0,346000000.0,0.8599999999999999,0.8599999999999999,0.08657243816254417,5.098265895953757,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2023-06-30,17003000000.0,5308000000.0,4476000000.0,12913000000.0,4026000000.0,80000000.0,689000000.0,-7393000000.0,-1276000000.0,-918000000.0,-743000000.0,-131000000.0,-81000000.0,,1047000000.0,,-277000000.0,,80000000.0,1.1859,14.0124,0.9994,,-1195000000.0,-0.1845504222553403,-0.0436981709110157,0.10050047342080347,0.17259569863384283,0.12417151359394021,-0.05399047226959948,-0.2235752557233317,,0.1616393886108481,0.01987083954297069,1.1858802502234138,14694000000.0,1048000000.0,1508000000.0,2725000000.0,2094000000.0,290000000.0,,,0.038204393505253106,5.2,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2023-09-30,16683000000.0,5085000000.0,4005000000.0,12719000000.0,3898000000.0,107000000.0,524000000.0,3443000000.0,645000000.0,270000000.0,152000000.0,85000000.0,39000000.0,0.105,-135000000.0,,149000000.0,,107000000.0,,13.5379,0.9085,0.105,419000000.0,0.038994356080041044,0.009111071150272732,0.04414754574498984,0.18733662503630555,0.07841998257333721,0.016184139543247617,0.06741573033707865,,0.12169619517862329,0.02744997434581837,1.2696629213483146,14425000000.0,968000000.0,1436000000.0,2702000000.0,2020000000.0,316000000.0,,,0.05297029702970297,4.544303797468355,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2023-12-31,16727000000.0,4959000000.0,3970000000.0,12700000000.0,3964000000.0,46000000.0,430000000.0,6694000000.0,1266000000.0,512000000.0,286000000.0,174000000.0,67000000.0,0.198,228000000.0,,295000000.0,,46000000.0,,21.6689,0.9928,0.198,807000000.0,0.07214934409687185,0.017098104860405333,0.04272482820436212,0.1891245891843442,0.07648640573648043,0.030609194715131224,0.12768079800498752,,0.12055572154167911,0.01160443995963673,1.24911838790932,13765000000.0,563000000.0,1047000000.0,2638000000.0,1642000000.0,352000000.0,,,0.028014616321559074,2.9744318181818183,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2024-03-31,16660000000.0,5029000000.0,3913000000.0,12652000000.0,3944000000.0,119000000.0,457000000.0,10105000000.0,1958000000.0,819000000.0,473000000.0,263000000.0,107000000.0,0.327,378000000.0,,448000000.0,,119000000.0,,20.9165,0.9913,0.327,1267000000.0,0.11992900608519269,0.028391356542617048,0.04680851063829787,0.1937654626422563,0.08104898565066798,0.04915966386554622,0.20157519074575436,,0.12538347352795645,0.03017241379310345,1.2852031689240992,12849000000.0,168000000.0,683000000.0,2593000000.0,1298000000.0,391000000.0,,,0.09167950693374423,1.7468030690537084,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2024-06-30,16524000000.0,4965000000.0,4261000000.0,12571000000.0,3881000000.0,84000000.0,588000000.0,-6602000000.0,-1157000000.0,-387000000.0,-181000000.0,-174000000.0,-50000000.0,,850000000.0,,-297000000.0,,84000000.0,1.1652,19.0073,1.0173,,-684000000.0,-0.04663746457098686,-0.010953764221738079,0.027415934565283247,0.17524992426537414,0.058618600424113904,-0.023420479302832243,-0.09760403530895334,,0.10360496819145713,0.021643906209739758,1.1652194320582023,13640000000.0,730000000.0,1214000000.0,2712000000.0,1809000000.0,348000000.0,,,0.04643449419568822,3.4885057471264367,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2024-09-30,16910000000.0,5238000000.0,4068000000.0,12917000000.0,3919000000.0,115000000.0,432000000.0,3353000000.0,659000000.0,312000000.0,191000000.0,,43000000.0,0.132,-269000000.0,,141000000.0,,115000000.0,,21.2948,1.2085,0.132,453000000.0,0.04873692268435825,0.011295091661738615,0.05696391291380853,0.1965404115717268,0.09305099910527885,0.01845062093435837,0.07734258800198314,,0.13510289293170294,0.029344220464404186,1.2876106194690264,13550000000.0,769000000.0,1256000000.0,2726000000.0,1843000000.0,,,,0.062398263700488336,,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2024-12-31,16165000000.0,4905000000.0,3897000000.0,12374000000.0,3784000000.0,91000000.0,445000000.0,6594000000.0,1285000000.0,609000000.0,354000000.0,,101000000.0,0.244,159000000.0,,267000000.0,,91000000.0,,17.0435,1.0045,0.244,876000000.0,0.09355179704016914,0.021899164862356945,0.05368516833484986,0.1948741279951471,0.09235668789808917,0.03767398700897,0.15716129032258064,,0.13284804367606914,0.02404862579281184,1.2586605080831408,13450000000.0,837000000.0,1353000000.0,2745000000.0,1912000000.0,,,,0.047594142259414225,,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2025-03-31,18042000000.0,6702000000.0,3940000000.0,14183000000.0,3851000000.0,150000000.0,2045000000.0,9927000000.0,1939000000.0,922000000.0,550000000.0,,141000000.0,0.38,276000000.0,,399000000.0,,150000000.0,,17.3728,1.0414,0.38,1321000000.0,0.1428200467411062,0.030484425230018843,0.0554044525032739,0.19532587891608744,0.09287800946912461,0.05110298193104977,0.23044238940264933,,0.13307142137604513,0.03895092183848351,1.701015228426396,13272000000.0,914000000.0,1456000000.0,2726000000.0,1966000000.0,,,,0.0762970498474059,,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2025-06-30,37066000000.0,8434000000.0,6987000000.0,25326000000.0,11728000000.0,116000000.0,827000000.0,-4865000000.0,-1049000000.0,-834000000.0,-584000000.0,396000000.0,-150000000.0,,1224000000.0,,-85000000.0,,116000000.0,1.2071,41.4601,1.4116,,-919000000.0,-0.049795361527967257,-0.01575567905897588,0.12004110996916752,0.2156217882836588,0.17142857142857143,-0.022500404683537475,-0.07041540020263425,,0.18890030832476876,0.009890859481582538,1.207098897953342,15009000000.0,511000000.0,1009000000.0,2834000000.0,1731000000.0,,,,0.06701328711727325,,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2025-09-30,37147000000.0,8529000000.0,8185000000.0,25417000000.0,11718000000.0,89000000.0,825000000.0,5745000000.0,1124000000.0,461000000.0,262000000.0,,49000000.0,0.113,-133000000.0,,364000000.0,,89000000.0,,32.444,1.0851,0.113,825000000.0,0.022358764294248164,0.007053059466444128,0.04560487380330722,0.19564838990426459,0.08024369016536119,0.012410154252025735,0.0390446345388329,,0.14360313315926893,0.007595152756443079,1.042028100183262,17401000000.0,582000000.0,1158000000.0,3299000000.0,2103000000.0,,,,0.04232049453162149,,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
2025-12-31,37046000000.0,8558000000.0,6578000000.0,25399000000.0,11636000000.0,83000000.0,1057000000.0,11194000000.0,2163000000.0,792000000.0,439000000.0,,52000000.0,0.95,370000000.0,,737000000.0,,83000000.0,,32.2456,0.9801,0.95,1529000000.0,0.037727741491921624,0.011850132267991146,0.03921743791316777,0.19322851527604074,0.07075218867250313,0.021378826324029584,0.06758255823875757,,0.13659103090941577,0.0071330354073564795,1.3010033444816054,22001000000.0,667000000.0,1341000000.0,4177000000.0,2756000000.0,,,,0.03011611030478955,,0.7283816,50.94,38.02,5.42241,18412.52,30.8935,1.8065,0.939
