report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,eps,ebitda,roe,roa,roi,roic,debt_equity,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm
2013-03-31,22796000000.0,20133942000.0,1882219000.0,457194000.0,,1519249000.0,86946000.0,40891000.0,7845000.0,26401000.0,0.9,-1044000.0,6606000.0,-7650000.0,457194000.0,17.4433,0.9,86946000.0,0.021724889611676432,0.001793779610457975,0.003814090191261625,0.037165733455358244,0.24290159646672357,181204000.0,130470000.0,30862000.0,4.03,4.03
2013-06-30,22153901000.0,19481806000.0,1847956000.0,455938000.0,,873251000.0,,89475000.0,15747000.0,56369000.0,1.0,32986000.0,14160000.0,18826000.0,455938000.0,21.2976,1.0,,0.04841836061031756,0.004038792084518208,,,0.24672557138806336,188286000.0,175414000.0,30888000.0,3.1799999999999993,3.1799999999999993
2013-09-30,23740864000.0,20817220000.0,1944927000.0,455744000.0,,1942744000.0,,157096000.0,23891000.0,103773000.0,3.0,99315000.0,22110000.0,77205000.0,455744000.0,18.984,3.0,,0.0807721832233292,0.006617113850616389,,,0.2343244759314874,220700000.0,158502000.0,31530000.0,3.3899999999999992,3.3899999999999992
2013-12-31,26417189000.0,23337861000.0,1966270000.0,455216000.0,,1538779000.0,598231000.0,-71609000.0,-15206000.0,-47485000.0,-0.20000000000000018,41829000.0,-11564000.0,30265000.0,455216000.0,22.2447,-0.20000000000000018,598231000.0,-0.03641870139909575,-0.002710697190378583,0.02264552068730704,0.2470511908803107,0.23151245759737982,215853000.0,118646000.0,32277000.0,4.699999999999998,4.699999999999998
2014-03-31,29711039000.0,26344058000.0,2094000000.0,454770000.0,,3862464000.0,,91301000.0,8696000.0,58917000.0,1.0,45564000.0,5974000.0,39590000.0,454770000.0,22.2385,1.0,,0.04360124164278892,0.0030729655735028316,,,0.21717765042979942,266263000.0,165886000.0,33128000.0,4.799999999999999,4.799999999999999
2014-06-30,33309016000.0,29370992000.0,2675739000.0,454462000.0,,2649831000.0,,142098000.0,17572000.0,92499000.0,2.0,201267000.0,18744000.0,182523000.0,454462000.0,19.9586,2.0,,0.053106076489523084,0.004266052170379335,,,0.16984541466862052,318886000.0,329583000.0,34953000.0,5.799999999999999,5.799999999999999
2014-09-30,36041007000.0,32100991000.0,2721957000.0,453764000.0,,1872537000.0,,205093000.0,26333000.0,131460000.0,4.0,207207000.0,29332000.0,177875000.0,453764000.0,21.5125,4.0,,0.07534762672591816,0.0056905457719314,,,0.16670505816219727,366883000.0,430253000.0,37395000.0,6.799999999999999,6.799999999999999
2014-12-31,39344640000.0,35288216000.0,2817762000.0,453443000.0,,1796062000.0,,-174567000.0,-17280000.0,-109114000.0,-2.0,-198521000.0,-11619000.0,-210140000.0,453443000.0,22.3896,-2.0,,-0.06195235793512724,-0.004436868656060902,,,0.16092310138329638,263925000.0,189848000.0,35321000.0,4.999999999999999,4.999999999999999
2015-03-31,39695990000.0,35418759000.0,2971637000.0,802917000.0,,1308003000.0,,88516000.0,9899000.0,63066000.0,1.0,47616000.0,12038000.0,35578000.0,802917000.0,24.8228,1.0,,0.02978694907890836,0.0022298473976842498,,,0.2701934994079021,261140000.0,185836000.0,36524000.0,4.999999999999999,4.999999999999999
2015-06-30,40236118000.0,37046646000.0,3051102000.0,802454000.0,,2625550000.0,,174659000.0,20046000.0,118040000.0,3.0,205434000.0,24539000.0,180895000.0,802454000.0,24.9812,3.0,,0.05724456278420059,0.004340851172570873,,,0.26300464553462977,293701000.0,184208000.0,38998000.0,5.999999999999999,5.999999999999999
2015-09-30,41730982000.0,38416754000.0,3174899000.0,797211000.0,,1674145000.0,,256392000.0,30177000.0,175057000.0,4.0,245429000.0,37465000.0,207964000.0,797211000.0,18.9279,4.0,,0.08075595475635602,0.0061439244348479504,,,0.25109806642668003,345000000.0,214297000.0,42842000.0,5.999999999999999,5.999999999999999
2015-12-31,44686703000.0,41353472000.0,3198134000.0,796702000.0,,1503257000.0,,-175663000.0,-19782000.0,-127409000.0,-2.0,-158666000.0,-20124000.0,-178790000.0,796702000.0,17.8489,-2.0,,-0.05492671664164166,-0.003930990388796417,,,0.2491146399744351,343904000.0,245647000.0,40340000.0,5.999999999999999,5.999999999999999
2016-03-31,43573902000.0,40062862000.0,3381044000.0,796570000.0,0.0,1868512000.0,,79174000.0,10237000.0,53584000.0,1.0,56061000.0,13680000.0,42381000.0,796570000.0,15.7732,1.0,,0.023417027403370084,0.0018170050504083843,,,0.23559882687122677,334562000.0,252450000.0,40678000.0,5.999999999999999,5.999999999999999
2016-06-30,43132654000.0,39498861000.0,3505578000.0,796329000.0,503219000.0,1854457000.0,,172138000.0,20893000.0,118631000.0,3.0,142067000.0,24057000.0,118010000.0,1299548000.0,14.5013,3.0,,0.049104027923497925,0.003990897476422388,,,0.37070862494002416,332041000.0,189565000.0,41525000.0,5.999999999999999,5.999999999999999
2016-09-30,43274037000.0,39550720000.0,3593051000.0,795971000.0,2421000.0,2521319000.0,,283219000.0,32145000.0,195508000.0,5.0,273004000.0,37184000.0,235820000.0,798392000.0,15.5201,5.0,,0.0788240968469415,0.0065447788012012835,,,0.2222044719098059,358868000.0,217421000.0,43493000.0,6.999999999999999,6.999999999999999
2016-12-31,44683660000.0,40906623000.0,3642554000.0,795704000.0,512668000.0,2545750000.0,,-151846000.0,-20402000.0,-117390000.0,-2.0,-33155000.0,-21610000.0,-54765000.0,1308372000.0,23.4208,-2.0,,-0.041686684672348026,-0.0033982444589364435,,,0.3591908314880164,382685000.0,341446000.0,42873000.0,7.0,7.0
2017-03-31,46413339000.0,42509883000.0,3764331000.0,795465000.0,5163000.0,3795679000.0,,101483000.0,10933000.0,51405000.0,1.0,96731000.0,10599000.0,86132000.0,800628000.0,24.0532,1.0,,0.02695910641226821,0.0021865050476114205,,,0.2126879915714107,404994000.0,385197000.0,43569000.0,6.999999999999999,6.999999999999999
2017-06-30,48400379000.0,44360344000.0,3899435000.0,749429000.0,470000.0,3854244000.0,,224676000.0,22164000.0,123061000.0,4.0,360078000.0,21496000.0,338582000.0,749899000.0,21.1995,4.0,,0.057617577931161824,0.00464202976592394,,,0.1923096551167028,457532000.0,605769000.0,44840000.0,7.999999999999999,7.999999999999999
2017-09-30,50754287000.0,46556989000.0,4059813000.0,749618000.0,4840000.0,3555571000.0,,373296000.0,33461000.0,220412000.0,7.0,468032000.0,35470000.0,432562000.0,754458000.0,20.948,7.0,,0.09194906267850268,0.007354964911633967,,,0.1858356530214569,547609000.0,802511000.0,46156000.0,10.0,10.0
2017-12-31,51214467000.0,46895052000.0,4179795000.0,695492000.0,1033730000.0,2923075000.0,,-208949000.0,-21787000.0,-39415000.0,-3.0,-344742000.0,-16681000.0,-361423000.0,1729222000.0,25.5698,-3.0,,-0.04999025071803761,-0.004079882350430397,,,0.41370976327786413,490506000.0,495853000.0,44771000.0,9.0,9.0
2018-03-31,53500787000.0,48941063000.0,4415446000.0,695731000.0,1102140000.0,2619384000.0,,194961000.0,12535000.0,73966000.0,3.0,348404000.0,7717000.0,340687000.0,1797871000.0,21.1526,3.0,,0.04415431646089659,0.003644077235723654,,,0.40717766676344813,583984000.0,750408000.0,46373000.0,11.0,11.0
2018-06-30,55867745000.0,51062904000.0,4657653000.0,695972000.0,417246000.0,2712101000.0,,432759000.0,27393000.0,151253000.0,8.0,347380000.0,14851000.0,332529000.0,1113218000.0,22.2592,8.0,,0.09291353391933663,0.007746133301066653,,,0.23900835893098948,792067000.0,744355000.0,51602000.0,15.0,15.0
2018-09-30,58139734000.0,53069689000.0,4924369000.0,696217000.0,2631252000.0,3819141000.0,,707576000.0,47484000.0,246561000.0,13.0,703904000.0,28718000.0,675186000.0,3327469000.0,20.1422,13.0,,0.14368866346124753,0.012170265519274649,,,0.6757147971648754,1126347000.0,986979000.0,65625000.0,21.0,21.0
2018-12-31,56927979000.0,51663136000.0,5116209000.0,696465000.0,631412000.0,3571539000.0,,-361456000.0,-11491000.0,-120219000.0,-6.0,-466126000.0,-5421000.0,-471547000.0,1327877000.0,10.2549,-6.0,,-0.07064918575453036,-0.006349355911615974,,,0.25954315001595907,973840000.0,876855000.0,75921000.0,18.0,18.0
2019-03-31,60160285000.0,54676462000.0,5342773000.0,696715000.0,14455000.0,7066883000.0,399047000.0,288732000.0,38128000.0,107435000.0,5.44,340750000.0,5504000.0,335246000.0,711170000.0,11.3084,5.44,399047000.0,0.054041599746049475,0.00479937885932555,0.006633063656530217,0.06591522252522033,0.13310878077732294,1067611000.0,871414000.0,101514000.0,20.44,20.44
2019-06-30,63773739000.0,58067564000.0,5554043000.0,696970000.0,24252000.0,9020925000.0,,606719000.0,94492000.0,226549000.0,11.51,450571000.0,18632000.0,431939000.0,721222000.0,10.0338,11.51,,0.1092391614540975,0.00951361813676943,,,0.12985531440790068,1241571000.0,970824000.0,168613000.0,23.95,23.95
2019-09-30,68231233000.0,62182764000.0,5890680000.0,697227000.0,18898000.0,6946196000.0,,874000000.0,157740000.0,331624000.0,16.67,709744000.0,33871000.0,675873000.0,716125000.0,9.4472,16.67,,0.14836996747404374,0.012809383057755969,,,0.12156915670177297,1407995000.0,971511000.0,278869000.0,27.62,27.62
2019-12-31,71004903000.0,64383823000.0,6470307000.0,347987000.0,17430000.0,6781783000.0,,-632595000.0,-77553000.0,-239923000.0,-11.890000000000004,-336936000.0,7472000.0,-344408000.0,365417000.0,11.4061,-11.890000000000004,,-0.09776893121145565,-0.008909173497497772,,,0.05647599101557314,1136856000.0,1098650000.0,212807000.0,21.73,21.73
2020-03-31,75009640000.0,67826419000.0,7034749000.0,348076000.0,3138162000.0,9561448000.0,,132253000.0,43265000.0,49357000.0,2.55,168125000.0,25088000.0,143037000.0,3486238000.0,7.9159,2.55,,0.018799960027003095,0.0017631467102095144,,,0.4955739003623299,980377000.0,906441000.0,217944000.0,18.839999999999996,18.839999999999996
2020-06-30,85730985000.0,78262672000.0,7319373000.0,843220000.0,50924000.0,14202106000.0,,228935000.0,10596000.0,87869000.0,4.42,,,,894144000.0,12.4004,4.42,,0.03127795236012702,0.002670388074976626,,,0.12216128348698721,602593000.0,,134048000.0,11.749999999999996,11.749999999999996
2020-09-30,96916771000.0,88949391000.0,7792935000.0,843430000.0,19068000.0,15687776000.0,,802901000.0,69248000.0,299491000.0,15.46,1053291000.0,66003000.0,987288000.0,862498000.0,11.5563,15.46,,0.10302934645290895,0.008284438201103502,,,0.11067691441029599,531494000.0,,45556000.0,10.539999999999996,10.539999999999996
2020-12-31,115511007000.0,107077516000.0,8219700000.0,843628000.0,20553000.0,17674763000.0,,27128000.0,-37783000.0,10870000.0,0.4400000000000013,224071000.0,-3684000.0,220387000.0,864181000.0,16.6547,0.4400000000000013,,0.0033003637602345586,0.00023485207777644947,,,0.10513534557222283,1191217000.0,,85326000.0,22.87,22.87
2021-03-31,142346620000.0,132225841000.0,9894892000.0,1338183000.0,38434000.0,21254859000.0,749079000.0,532220000.0,19167000.0,187315000.0,10.03,213922000.0,13851000.0,200071000.0,1376617000.0,16.6205,10.03,749079000.0,0.053787348057967685,0.0037389015629594857,0.005262358881440248,0.06645773871093924,0.13912400458741742,1591184000.0,,61228000.0,30.35,30.35
2021-06-30,163399000000.0,151432000000.0,11667000000.0,1834000000.0,34000000.0,23959000000.0,,1034000000.0,42000000.0,360000000.0,19.1,695000000.0,41000000.0,654000000.0,1868000000.0,15.9823,19.1,,0.08862603925602126,0.006328068103231966,,,0.16010971115110997,2396249000.0,2061746000.0,92632000.0,45.03,45.03
2021-09-30,190996000000.0,176327000000.0,14300000000.0,1925000000.0,97000000.0,18940000000.0,,1399000000.0,74000000.0,509000000.0,25.16,1129000000.0,77000000.0,1052000000.0,2022000000.0,20.7224,25.16,,0.09783216783216783,0.007324760727973361,,,0.1413986013986014,2992348000.0,2126458000.0,97384000.0,54.730000000000004,54.730000000000004
2021-12-31,211478000000.0,194869000000.0,16236000000.0,2570000000.0,121000000.0,14619000000.0,,-1195220000.0,-25167000.0,-405315000.0,-23.040000000000006,-225922000.0,-18851000.0,-244773000.0,2691000000.0,21.7176,-23.040000000000006,,-0.07361542251786155,-0.0056517462809370245,,,0.16574279379157428,1770000000.0,1661298000.0,110000000.0,31.25,31.25
2022-03-31,220355000000.0,203995000000.0,15980000000.0,2571000000.0,99000000.0,20606000000.0,,472000000.0,40000000.0,182000000.0,7.92,359000000.0,32000000.0,327000000.0,2670000000.0,18.1768,7.92,,0.0295369211514393,0.002141998139366023,,,0.16708385481852314,1709780000.0,1788227000.0,130833000.0,29.14,29.14
2022-06-30,214389000000.0,198113000000.0,15918000000.0,3367000000.0,3703000000.0,15398000000.0,,805000000.0,147000000.0,314000000.0,13.52,1411000000.0,65000000.0,1346000000.0,7070000000.0,13.9279,13.52,,0.0505716798592788,0.0037548568256766906,,,0.4441512752858399,1480780000.0,2480227000.0,235833000.0,23.559999999999995,23.559999999999995
2022-09-30,212867000000.0,197057000000.0,15509000000.0,3368000000.0,13552000000.0,13968000000.0,,1234000000.0,470000000.0,489000000.0,20.73,1844000000.0,141000000.0,1703000000.0,16920000000.0,11.4025,20.73,,0.07956670320459089,0.005797046982388064,,,1.090979431297956,1315780000.0,3131227000.0,631833000.0,19.13,19.13
2022-12-31,211793000000.0,195498000000.0,16004000000.0,5370000000.0,13565000000.0,13803000000.0,,-1002000000.0,531000000.0,-422000000.0,-16.82,-750000000.0,-23000000.0,-773000000.0,18935000000.0,8.1353,-16.82,,-0.06260934766308422,-0.004731034547884019,,,1.1831417145713572,1509000000.0,2603000000.0,1188000000.0,25.35,25.35
