report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,18980000000.0,9716082000.0,9019128000.0,8413646000.0,67908000.0,-1101959000.0,-169010000.0,-138798000.0,-21052000.0,-0.5800000000000001,-581658000.0,-422272000.0,-6671000.0,,-428943000.0,8413646000.0,0.0652,52.7241,7.7512,-0.5800000000000001,-0.018739062135496913,-0.00890463645943098,0.15337231240000762,0.3892549541316873,0.9328669024322529,2485299000.0,362800000.0,910044000.0,293401000.0,1.23,1.23,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2013-03-31,18706921000.0,9525808000.0,8915348000.0,8295908000.0,57690000.0,684868000.0,112193000.0,79600000.0,1744000.0,0.38,293924000.0,230305000.0,19795000.0,,210510000.0,8295908000.0,,55.8364,8.3044,0.38,0.0125842535815764,0.005997405986800286,0.16381696910937582,0.30737309963379805,0.930519818183205,2596473000.0,384367000.0,885612000.0,302333000.0,1.2999999999999998,1.2999999999999998,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2013-06-30,18796582000.0,9605838000.0,8925582000.0,8420073000.0,62421000.0,1370472000.0,226773000.0,162452000.0,-10320000.0,0.0,294584000.0,507688000.0,32459000.0,,475229000.0,8420073000.0,,47.3273,7.5674,0.0,0.025407082697800547,0.012064587061626417,0.16547072833301227,0.3467630130349252,0.9433640293708578,2779374000.0,446489000.0,923845000.0,320729000.0,0.7399999999999999,0.7399999999999999,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2013-09-30,19879358000.0,10743029000.0,8885092000.0,9413318000.0,54672000.0,2081647000.0,345069000.0,245622000.0,-13100000.0,1.0,294788000.0,835429000.0,50634000.0,,784795000.0,9413318000.0,,41.8025,6.6045,1.0,0.038836851661187076,0.01735815613361357,0.16576729868224535,0.3770067643553398,1.0594508194175143,3035028000.0,515025000.0,1041591000.0,348876000.0,0.7999999999999999,0.7999999999999999,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2013-12-31,19731494000.0,10671023000.0,8824281000.0,9364992000.0,94816000.0,-1326934000.0,-230526000.0,-153190000.0,9848000.0,0.16000000000000014,-588186000.0,-378667000.0,-21274000.0,,-399941000.0,9364992000.0,0.09,37.1444,6.6936,0.16000000000000014,-0.02612405475301614,-0.011683149790887604,0.17372830901913736,0.3014023304851635,1.061275360564787,2810053000.0,453509000.0,1070593000.0,334484000.0,1.54,1.54,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2014-03-31,19702768000.0,10732731000.0,8731667000.0,9481051000.0,59791000.0,741470000.0,121047000.0,87841000.0,3433000.0,0.0,296245000.0,284421000.0,16134000.0,,268287000.0,9481051000.0,,38.5624,6.9227,0.0,0.013862988590838381,0.006143654536256022,0.1632527276895896,0.36183122715686405,1.0858237035379383,2866655000.0,462363000.0,1128370000.0,342725000.0,1.1600000000000001,1.1600000000000001,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2014-06-30,19790786000.0,10890835000.0,8655110000.0,9602439000.0,86635000.0,1492724000.0,259445000.0,179342000.0,6707000.0,0.0,296369000.0,595702000.0,35526000.0,,560176000.0,9602439000.0,,38.813,7.5789,0.0,0.02997593329258669,0.01310938332615996,0.1738064102942004,0.3752709811056833,1.1094531438653004,2988907000.0,495035000.0,1213317000.0,359615000.0,1.1600000000000001,1.1600000000000001,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2014-09-30,20651165000.0,11864912000.0,8548796000.0,10469106000.0,64595000.0,2271759000.0,368577000.0,277811000.0,4820000.0,1.0,296411000.0,919972000.0,56235000.0,,863737000.0,10469106000.0,,38.2346,7.3433,1.0,0.04311449237997959,0.017847758225746586,0.16224300200857572,0.38020626307632105,1.2246292928267326,3179019000.0,518543000.0,1292259000.0,391804000.0,1.1600000000000001,1.1600000000000001,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2014-12-31,21226171000.0,12299758000.0,8680184000.0,10888092000.0,55348000.0,-1430207000.0,-273302000.0,-168152000.0,-23692000.0,0.0,-592348000.0,-545250000.0,-20441000.0,,-565691000.0,10888092000.0,0.0677,44.3612,7.5996,0.0,-0.03148573809034463,-0.01287570895381932,0.1910926180615813,0.39553085672213883,1.2543618891028117,3075746000.0,475767000.0,1126509000.0,376842000.0,1.0,1.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2015-03-31,24439871000.0,13069661000.0,11039890000.0,11603925000.0,120225000.0,884024000.0,120442000.0,106590000.0,-7250000.0,0.0,329203000.0,344169000.0,21171000.0,,322998000.0,11603925000.0,,50.8567,8.5051,0.0,0.01090971015109752,0.004928094751400283,0.1362429074323774,0.36537243332760194,1.0510906358668428,3218300000.0,475162000.0,1181220000.0,395591000.0,1.0,1.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2015-06-30,24275162000.0,12982012000.0,11027483000.0,11507861000.0,60532000.0,1775346000.0,270263000.0,214181000.0,-17039000.0,0.0,331424000.0,717724000.0,43429000.0,,674295000.0,11507861000.0,,42.2292,6.726,0.0,0.024508131184604865,0.01113331396099437,0.15223117071263856,0.379810470747674,1.0435618898709706,3500922000.0,485980000.0,1295339000.0,430430000.0,1.0,1.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2015-09-30,22413977000.0,12545471000.0,9609435000.0,11268560000.0,65231000.0,2445124000.0,293115000.0,263422000.0,-27736000.0,0.0,333210000.0,1022045000.0,75812000.0,,946233000.0,11268560000.0,,46.5653,5.8668,0.0,0.03050283393352471,0.013077331167065978,0.11987735591323793,0.38698773559132377,1.172655832522932,3674287000.0,410518000.0,1377835000.0,416041000.0,0.0,0.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2015-12-31,22261918000.0,12439962000.0,9564327000.0,11206996000.0,53023000.0,-1818096000.0,-265977000.0,-217079000.0,12741000.0,1.0,-659830000.0,-692171000.0,-32925000.0,,-725096000.0,11206996000.0,0.0616,44.9742,5.7176,1.0,-0.027809275027924078,-0.01194762284184139,0.1462942550888402,0.39882162438067076,1.1717495648151721,3286398000.0,417843000.0,1218430000.0,367114000.0,1.0,1.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2016-03-31,22261292000.0,12399024000.0,9614195000.0,11247730000.0,51701000.0,852289000.0,148980000.0,103273000.0,-8400000.0,0.0,339202000.0,272891000.0,23721000.0,,249170000.0,11247730000.0,,47.4185,6.3507,0.0,0.015495837144971577,0.0066923339400067165,0.1747998624879589,0.29235388465649564,1.1699086610995513,3254663000.0,446381000.0,1144602000.0,363797000.0,1.0,1.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2016-06-30,22093472000.0,12126010000.0,9689715000.0,10901131000.0,57322000.0,1700693000.0,292142000.0,206938000.0,-19970000.0,0.0,340851000.0,656475000.0,46925000.0,,609550000.0,10901131000.0,,55.9864,7.3073,0.0,0.03014969996537566,0.013223000893657638,0.17177821041187327,0.35841271763922117,1.125020808145544,3180010000.0,468260000.0,1079857000.0,356554000.0,1.0,1.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2016-09-30,23426264000.0,12646541000.0,10488539000.0,11252327000.0,89279000.0,2567809000.0,441594000.0,312001000.0,-28500000.0,1.0,345352000.0,1001270000.0,75296000.0,,925974000.0,11252327000.0,,43.8134,7.2793,1.0,0.042102527339603735,0.01885038092288211,0.17197307120584124,0.3606085966674313,1.072821200359745,3302695000.0,616739000.0,1059598000.0,405133000.0,2.0,2.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2016-12-31,23166600000.0,12437119000.0,10460240000.0,11127326000.0,286707000.0,-1677269000.0,-233485000.0,-202472000.0,25527000.0,0.0,-677015000.0,-563179000.0,-28486000.0,,-591665000.0,11127326000.0,0.2893,33.8839,6.3891,0.0,-0.022321189571176188,-0.010078518211563199,0.1392054583969536,0.35275498444197084,1.0637734889448043,3443522000.0,649231000.0,1193029000.0,419740000.0,1.0,1.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2017-03-31,23919331000.0,13264072000.0,10414606000.0,11943733000.0,91284000.0,883443000.0,198127000.0,108804000.0,-3100000.0,0.0,357572000.0,335731000.0,23835000.0,,311896000.0,11943733000.0,,33.0464,6.6424,0.0,0.019023955394952052,0.00828313300234024,0.22426687403714785,0.3530459803292346,1.1468252375557941,3474676000.0,698378000.0,1255755000.0,425271000.0,1.0,1.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2017-06-30,23855758000.0,13231452000.0,10374058000.0,11907997000.0,103353000.0,1778933000.0,349958000.0,222376000.0,-5304000.0,0.0,357919000.0,737256000.0,55952000.0,,681304000.0,11907997000.0,,34.875,7.0013,0.0,0.03373395444675555,0.014669749751820923,0.1967235415836347,0.38298463179894915,1.1478629674135232,3552916000.0,756194000.0,1327509000.0,440709000.0,1.0,1.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2017-09-30,23739795000.0,12769738000.0,10731340000.0,11424145000.0,85100000.0,2678861000.0,963916000.0,336245000.0,-13119000.0,2.0,358365000.0,1086239000.0,83387000.0,,1002852000.0,11424145000.0,,19.4233,6.4016,2.0,0.08982251983442888,0.040603383474878366,0.3598230740602069,0.37435760944670143,1.064559039225297,3663968000.0,1278516000.0,1404387000.0,464953000.0,2.0,2.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2017-12-31,23954541000.0,12863866000.0,10866226000.0,11276062000.0,81355000.0,-1767088000.0,-155531000.0,-219229000.0,-38276000.0,1.0,-715290000.0,-717046000.0,-30616000.0,,-747662000.0,11276062000.0,0.0634,15.6907,5.9552,1.0,-0.014313249144643228,-0.006492756425597969,0.08801542424599114,0.42310399934808,1.0377164988101664,3574149000.0,1356470000.0,1248390000.0,448196000.0,3.0,3.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2018-03-31,23493510000.0,12556911000.0,10740815000.0,11039812000.0,92543000.0,943705000.0,78703000.0,111363000.0,-3242000.0,0.0,358853000.0,308019000.0,20617000.0,,287402000.0,11039812000.0,,14.2254,4.8421,0.0,0.00732747002904342,0.0033499889969612886,0.08339788387260849,0.30454644194954994,1.0278374592617041,3634411000.0,1237046000.0,1223896000.0,450755000.0,3.0,3.0,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2018-06-30,22699134000.0,11871748000.0,10616948000.0,10402897000.0,93684000.0,1886009000.0,245222000.0,224392000.0,-3976000.0,0.68,358931000.0,710336000.0,42029000.0,,668307000.0,10402897000.0,,16.1875,5.5046,0.68,0.023097221536735414,0.010803143415074778,0.1300216488892683,0.3543498466868398,0.97983874461851,3741487000.0,1132310000.0,1210899000.0,452771000.0,3.68,3.68,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2018-09-30,22597953000.0,11941642000.0,10452839000.0,10478455000.0,86107000.0,2822547000.0,347194000.0,331973000.0,-11303000.0,0.97,359068000.0,1017622000.0,73025000.0,,944597000.0,10478455000.0,,26.0078,5.1753,0.97,0.03321528247014997,0.015363957965573254,0.12300734053321344,0.3346612120187901,1.0024506260930643,3885173000.0,515588000.0,1152644000.0,448499000.0,2.65,2.65,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2018-12-31,22584555000.0,12124820000.0,10215857000.0,10733699000.0,72277000.0,-1906451000.0,-261652000.0,-225231000.0,-21432000.0,-0.51,-717551000.0,-654510000.0,-3813000.0,,-658323000.0,10733699000.0,0.0607,51.0022,5.5757,-0.51,-0.025612339718537564,-0.011585439695402456,0.13724559403834666,0.3453133597454118,1.0506900204260885,3745810000.0,409467000.0,1241983000.0,442497000.0,1.1400000000000001,1.1400000000000001,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2019-03-31,22668097000.0,12255698000.0,10149663000.0,,82514000.0,942874000.0,125785000.0,110619000.0,-1257000.0,0.35,,336120000.0,21955000.0,,314165000.0,0.0,,49.5099,6.0364,0.35,0.01239302231019887,0.005548988077825854,0.13340594819668375,0.3331993458298776,0.0,3744979000.0,456549000.0,1268746000.0,441753000.0,1.49,1.49,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2019-06-30,22988911000.0,11889887000.0,10820011000.0,,81987000.0,1893591000.0,336314000.0,220988000.0,-59009000.0,0.93,,729219000.0,58381000.0,,670838000.0,0.0,,50.3372,6.7136,0.93,0.031082593169267574,0.01462940110560261,0.17760646306409356,0.3542676322394857,0.0,3752561000.0,547641000.0,1271277000.0,438349000.0,1.74,1.74,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2019-09-30,24803553000.0,13730852000.0,10665706000.0,,148063000.0,2876746000.0,421573000.0,334955000.0,-57004000.0,1.15,,1083548000.0,,696710000.0,,0.0,,56.2302,7.1603,1.15,0.03952602856294745,0.016996476270960053,0.146545089486524,,0.0,3806760000.0,622020000.0,,441331000.0,1.92,1.92,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2019-12-31,24692208000.0,13873078000.0,10445892000.0,,106363000.0,-1840461000.0,-450656000.0,-214900000.0,60960000.0,-1.2599999999999998,,-711104000.0,,348910000.0,,0.0,0.0703,49.7039,5.5572,-1.2599999999999998,-0.04314193560492488,-0.018250939729650747,0.24486039095639625,,0.0,3872750000.0,433016000.0,,451662000.0,1.17,1.17,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2020-03-31,26617828000.0,15703730000.0,10632942000.0,,2800000000.0,1012054000.0,473117000.0,116696000.0,-149016000.0,1.26,,314452000.0,,248837000.0,,0.0,,12.8132,2.5363,1.26,0.04449539929776726,0.01777444049905199,0.46748197230582555,,0.0,3941930000.0,780348000.0,,457739000.0,2.08,2.08,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2020-06-30,24589388000.0,13957558000.0,10311212000.0,,1000000000.0,1955252000.0,315947000.0,239828000.0,-92660000.0,0.84,,720011000.0,,,,0.0,,33.112,3.4724,0.84,0.030641111830500625,0.012848916776619246,0.16158888982085173,,0.0,4003591000.0,759981000.0,,476579000.0,1.9900000000000002,1.9900000000000002,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2020-09-30,24220483000.0,13683633000.0,10196852000.0,,600000000.0,2874192000.0,328698000.0,355333000.0,-95855000.0,0.87,,1154413000.0,,,,0.0,,46.03,4.045,0.87,0.03223524279846368,0.01357107535799348,0.11436187979091167,,0.0,4001037000.0,667106000.0,,496957000.0,1.7100000000000002,1.7100000000000002,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2020-12-31,23929404000.0,13415723000.0,10180167000.0,,413327000.0,-2046141000.0,-678613000.0,-242316000.0,240997000.0,-1.8000000000000003,,-738700000.0,,,,0.0,0.284,41.8238,4.8398,-1.8000000000000003,-0.06666030134869104,-0.028358959546171732,0.3316550521200641,,0.0,3795357000.0,439149000.0,,469541000.0,1.1699999999999995,1.1699999999999995,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2021-03-31,23552263000.0,13236024000.0,9970155000.0,,169661000.0,910291000.0,-57209000.0,110767000.0,2153000.0,-0.15,,237593000.0,,,,0.0,,,5.4162,-0.15,-0.005738025136018447,-0.0024290234870424127,-0.06284693576010308,,0.0,3693594000.0,-91177000.0,,463612000.0,-0.2400000000000003,-0.2400000000000003,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2021-06-30,23504314000.0,13267748000.0,9882699000.0,,233800000.0,1829485000.0,29182000.0,220818000.0,5794000.0,0.08,,528856000.0,,,,0.0,,140.4385,5.836,0.08,0.002952837074163647,0.001241559315451623,0.015950937012328605,,0.0,3567827000.0,-377942000.0,,444602000.0,-1.0000000000000002,-1.0000000000000002,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2021-09-30,25044424000.0,13596935000.0,11076716000.0,,143800000.0,2805563000.0,89862000.0,329634000.0,9574000.0,0.24,,760315000.0,,,,0.0,,104.8021,5.6347,0.24,0.0081126933289614,0.0035881040825694373,0.032029934811658126,,0.0,3499198000.0,-616778000.0,,418903000.0,-1.6300000000000001,-1.6300000000000001,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2021-12-31,24717786000.0,13491743000.0,10854385000.0,,149700000.0,-1717332000.0,-12827000.0,-221130000.0,-12694000.0,-0.03999999999999998,,-500648000.0,,,,0.0,0.1074,416.3025,5.3307,-0.03999999999999998,-0.0011817343866096512,-0.0005189380634657166,0.007469143997782607,,0.0,3828007000.0,49008000.0,,440089000.0,0.13000000000000012,0.13000000000000012,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2022-03-31,24950107000.0,13843732000.0,10697406000.0,,149600000.0,1017554000.0,38732000.0,110794000.0,-4490000.0,0.1,,274553000.0,,,,0.0,,170.2403,6.2705,0.1,0.003620690847856013,0.001552378112045772,0.038063827570821794,,0.0,3935270000.0,144949000.0,,440116000.0,0.3800000000000001,0.3800000000000001,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2022-06-30,24628155000.0,13742219000.0,10512596000.0,,127100000.0,2040492000.0,-3684000.0,224745000.0,-8280000.0,-0.01,,552632000.0,,,,0.0,,1273.509,5.0896,-0.01,-0.00035043675225415304,-0.00014958489582349958,-0.0018054469216247846,,0.0,4146277000.0,112083000.0,,444043000.0,0.29000000000000015,0.29000000000000015,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2022-09-30,24300411000.0,13609704000.0,10361359000.0,,145100000.0,3077768000.0,-2428000.0,344158000.0,-14307000.0,-0.01,,852910000.0,,,,0.0,,,3.916,-0.01,-0.0002343321952265142,-9.991600553587345e-05,-0.000788883372625877,,0.0,4418482000.0,19793000.0,,458567000.0,0.04000000000000013,0.04000000000000013,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2022-12-31,24157840000.0,13671513000.0,10152968000.0,,122600000.0,-2006621000.0,-80067000.0,-212140000.0,10151000.0,-0.2,,-559932000.0,,,,0.0,0.092,,4.4854,-0.2,-0.007886068389066133,-0.0033143277710258865,0.03990140639413223,,0.0,4129193000.0,-47447000.0,,467557000.0,-0.1199999999999999,-0.1199999999999999,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2023-03-31,23994168000.0,13669680000.0,9996991000.0,,145400000.0,1077245000.0,17517000.0,128075000.0,-2802000.0,0.04,,242817000.0,,,,0.0,,,4.1401,0.04,0.001752227245178074,0.0007300524027338643,0.016260924859247433,,0.0,4188884000.0,-68662000.0,,484838000.0,-0.1799999999999999,-0.1799999999999999,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2023-06-30,25070862000.0,14770747000.0,9968382000.0,,138600000.0,2183603000.0,120970000.0,271340000.0,-12575000.0,0.3,,554644000.0,,,,0.0,,245.1107,4.4295,0.3,0.012135369611638077,0.004825123284552402,0.055399264426729586,,0.0,4331995000.0,55992000.0,,531433000.0,0.1300000000000001,0.1300000000000001,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2023-09-30,24966609000.0,14827116000.0,9817559000.0,,433937000.0,3333435000.0,49846000.0,419259000.0,-14237000.0,0.12,,840789000.0,,,,0.0,,3446.1218,3.7936,0.12,0.005077229482399851,0.0019965066140940485,0.014953343923010348,,0.0,4587662000.0,108266000.0,,606534000.0,0.2600000000000001,0.2600000000000001,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2023-12-31,24725433000.0,14878392000.0,9488058000.0,,508794000.0,-2096456000.0,-229306000.0,-244562000.0,20075000.0,-0.5599999999999999,,-518377000.0,,,,0.0,0.3758,,4.5862,-0.5599999999999999,-0.02416785394861625,-0.009274094411208087,0.10937792159720977,,0.0,4497827000.0,-40973000.0,,574112000.0,-0.09999999999999981,-0.09999999999999981,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2024-03-31,24672586000.0,14928709000.0,9402840000.0,,632443000.0,1199914000.0,-14312000.0,149933000.0,-3004000.0,-0.04,,266448000.0,,,,0.0,,,3.748,-0.04,-0.0015220933249954268,-0.0005800770134107547,-0.011927521472372186,,0.0,4620496000.0,-72802000.0,,595970000.0,-0.17999999999999983,-0.17999999999999983,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2024-06-30,24530229000.0,14551045000.0,9619350000.0,,557082000.0,2400894000.0,5075000.0,299192000.0,4762000.0,0.01,,602320000.0,,,,0.0,,,4.3678,0.01,0.0005275824250079267,0.0002068875916323488,0.002113795944344065,,0.0,4837787000.0,-188697000.0,,623822000.0,-0.4699999999999998,-0.4699999999999998,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2024-09-30,25347189000.0,15188823000.0,9759094000.0,,1104733000.0,3637209000.0,24318000.0,449629000.0,7764000.0,0.06,,955984000.0,,,,0.0,,,5.5997,0.06,0.002491829671893723,0.0009593963259594585,0.00668589569639798,,0.0,5141561000.0,-214225000.0,,654192000.0,-0.5299999999999998,-0.5299999999999998,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
2024-12-31,26186906000.0,15047081000.0,10771267000.0,,897850000.0,-2313751000.0,66072000.0,-295919000.0,-47297000.0,0.16,,-495127000.0,,,,0.0,0.3049,304.4248,5.017,0.16,0.006134097316499536,0.0025230930297760264,-0.02855622752837276,,0.0,4924266000.0,81153000.0,,602835000.0,0.1900000000000002,0.1900000000000002,0.7549991,88.365,60.15,3.06445,41768.15,166.1548,2.9409,7.1595
