report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-06-30,4151300000.0,1826800000.0,947600000.0,2096300000.0,2051800000.0,,247500000.0,819100000.0,86300000.0,1178000000.0,373000000.0,129800000.0,132800000.0,,-3400000.0,1.0,87600000.0,,,54500000.0,247500000.0,,15.8513,1.943,1.0,184300000.0,0.06472365727653767,0.03198997904270951,0.11273344651952462,0.3166383701188455,0.1101867572156197,0.03126731385349168,0.05645196364110816,0.15645161290322582,0.12062579198752316,1.9278176445757704,2576800000.0,333300000.0,383300000.0,822900000.0,499200000.0,,2.200000000000001,2.200000000000001,0.4957932692307692,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2020-09-30,4176400000.0,1822800000.0,866000000.0,2151900000.0,2020900000.0,,118700000.0,782300000.0,86400000.0,1769200000.0,563600000.0,67300000.0,86000000.0,,-19600000.0,0.0,87400000.0,,,82000000.0,118700000.0,,33.0435,2.0504,0.0,149300000.0,0.04255529714483646,0.02059189732784216,0.04860954103549627,0.31856206194890346,0.03803979199638254,0.016114356862369505,0.031454477472424754,0.0843884241465069,0.05873620664060567,2.104849884526559,2218700000.0,162600000.0,121500000.0,704400000.0,238300000.0,,0.20000000000000084,0.20000000000000084,0.4981116240033571,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2020-12-31,4277600000.0,1917300000.0,871000000.0,2149700000.0,2126400000.0,,106800000.0,859800000.0,,-1132700000.0,-363800000.0,-79900000.0,-231100000.0,,13600000.0,-0.17000000000000004,-175900000.0,,,-51700000.0,106800000.0,2.2009,91.7866,2.6857,-0.17000000000000004,-131600000.0,-0.10868133935289692,-0.054025621844024686,0.20402577911185663,0.32117948265207025,0.07053941908713693,-0.01867869833551524,-0.03577825541823392,0.11618257261410789,0.050225733634311515,2.2012629161882895,2477800000.0,72500000.0,226500000.0,782200000.0,338700000.0,,0.8300000000000006,0.8300000000000006,0.3153232949512843,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2021-03-31,4179700000.0,1892000000.0,826500000.0,2071800000.0,2106100000.0,,61200000.0,780200000.0,,698400000.0,229000000.0,109900000.0,86200000.0,,24700000.0,0.99,86900000.0,,,28500000.0,61200000.0,,105.8616,3.1132,0.99,138400000.0,0.040928730829495275,0.02062348972414288,0.1234249713631157,0.32789232531500573,0.15735967926689576,0.026293753140177525,0.05070825451022009,0.1981672394043528,0.0290584492664166,2.2891712038717484,2512900000.0,73900000.0,227100000.0,801800000.0,340400000.0,,1.8200000000000007,1.8200000000000007,0.1797884841363102,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2021-07-03,3462300000.0,1627200000.0,900000000.0,1322000000.0,2138200000.0,,199700000.0,578800000.0,,1390000000.0,453600000.0,289500000.0,125200000.0,,168600000.0,1.44,86700000.0,,,57200000.0,199700000.0,,122.8749,2.9647,1.44,346700000.0,0.058553923861191653,0.03616093348352251,0.09007194244604316,0.32633093525179857,0.20827338129496403,0.083614938046963,0.12382907737713332,0.24942446043165467,0.09339631465718828,1.808,2724900000.0,66300000.0,386800000.0,882400000.0,502800000.0,,2.2600000000000007,2.2600000000000007,0.397175815433572,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2021-10-02,3454200000.0,1641800000.0,899200000.0,1309200000.0,2143000000.0,,198600000.0,585800000.0,,2079600000.0,675600000.0,391200000.0,212700000.0,,182700000.0,2.46,86600000.0,,,85300000.0,198600000.0,,37.2624,2.6622,2.46,476500000.0,0.09925338310779282,0.06157721035261421,0.10227928447778419,0.32487016733987306,0.1881130986728217,0.11325343060621852,0.16706525452681928,0.22913060203885363,0.09267382174521699,1.8258451957295374,3035300000.0,193000000.0,710700000.0,994400000.0,830000000.0,,4.720000000000001,4.720000000000001,0.23927710843373495,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2021-12-31,3565400000.0,1722100000.0,928300000.0,1334700000.0,2225800000.0,,197600000.0,647500000.0,,-1403000000.0,-458700000.0,-286300000.0,-107800000.0,,-186400000.0,-1.2299999999999995,-173700000.0,,,-57900000.0,197600000.0,1.8556,27.6556,3.1636,-1.2299999999999995,-344200000.0,-0.048432024440650555,-0.03023503674202053,0.07683535281539558,0.3269422665716322,0.20406272273699216,-0.08029954563302855,-0.11813980358174465,0.24533143264433357,0.08877706891904034,1.8551114941290532,2765000000.0,316300000.0,504300000.0,899500000.0,617400000.0,,3.660000000000001,3.660000000000001,0.3200518302559119,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2022-04-02,3725600000.0,1904500000.0,1242300000.0,1635400000.0,2084900000.0,,487000000.0,710400000.0,,726200000.0,218400000.0,94600000.0,74800000.0,,19500000.0,0.88,85200000.0,,,27300000.0,487000000.0,,20.9069,2.2825,0.88,121900000.0,0.03587702048059859,0.020077302984754134,0.10300192784356926,0.3007435968052878,0.13026714403745523,0.025391883186600815,0.036782145495548035,0.16786009363811621,0.2335843445728812,1.5330435482572649,2792800000.0,304900000.0,489000000.0,888900000.0,600900000.0,,3.550000000000001,3.550000000000001,0.8104509901813945,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2022-07-02,3699900000.0,1776400000.0,1303400000.0,1683300000.0,2008300000.0,,551400000.0,525700000.0,,1459500000.0,440600000.0,195100000.0,149400000.0,,43500000.0,1.77,84300000.0,,,55300000.0,551400000.0,,16.5529,1.9884,1.77,250400000.0,0.07439127620375442,0.040379469715397714,0.10236382322713258,0.30188420692017814,0.13367591640972937,0.05273115489607827,0.0762198695159589,0.17156560465912984,0.27456057361947916,1.362897038514654,2862300000.0,329100000.0,394600000.0,875900000.0,504600000.0,,3.8800000000000012,3.8800000000000012,1.0927467300832343,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2022-10-01,3690200000.0,1785600000.0,1269100000.0,1624700000.0,2057000000.0,,541400000.0,514500000.0,,2213100000.0,674000000.0,317100000.0,251800000.0,,59900000.0,3.0,83900000.0,,,81500000.0,541400000.0,,15.8582,1.9445,3.0,398600000.0,0.12241127856101118,0.06823478402254621,0.11377705480999503,0.30455017848267135,0.14328317744340519,0.08593030188065688,0.12203663793103449,0.18010934887714067,0.2631988332523092,1.4069813253486723,2995800000.0,368200000.0,320500000.0,874300000.0,426700000.0,,4.420000000000002,4.420000000000002,1.268807124443403,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2022-12-31,3780300000.0,1836800000.0,1185500000.0,1522900000.0,2248100000.0,,451000000.0,561200000.0,,-1411100000.0,-410700000.0,-138800000.0,-109000000.0,,-31800000.0,-1.6500000000000004,-169700000.0,,,-56700000.0,451000000.0,1.5489,18.2751,2.2449,-1.6500000000000004,-195500000.0,-0.04848538766069125,-0.028833690447848056,0.0772447027141946,0.2910495358231167,0.09836297923605698,-0.036716662698727615,-0.05142454892371531,0.13854439798738571,0.20061385169698856,1.5493884436946437,2987700000.0,367000000.0,468000000.0,922300000.0,575400000.0,,4.0,4.0,0.78380257212374,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2023-04-01,3767800000.0,1798300000.0,1121400000.0,1458600000.0,2299200000.0,,384100000.0,462000000.0,,797900000.0,261900000.0,124300000.0,100000000.0,,20100000.0,1.0,83000000.0,,,26700000.0,384100000.0,,18.0578,2.3149,1.0,151000000.0,0.04349338900487126,0.026540686872976272,0.12532898859506203,0.3282366211304675,0.15578393282366212,0.03299007378310951,0.046323556814370365,0.18924677277854368,0.1670581071677105,1.6036204744069913,3059400000.0,392200000.0,497700000.0,965800000.0,604500000.0,,4.120000000000001,4.120000000000001,0.6354011579818032,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2023-07-01,3885400000.0,1829200000.0,1174100000.0,1527800000.0,2346900000.0,,396500000.0,462100000.0,,1631800000.0,541900000.0,266300000.0,208200000.0,,50700000.0,2.0,82800000.0,,,53800000.0,396500000.0,,17.8796,2.4092,2.0,320100000.0,0.08871277003707018,0.053585216451330624,0.12758916533888956,0.33208726559627405,0.16319401887486212,0.06853863180110156,0.09706933002843188,0.19616374555705357,0.16894626954706207,1.55795928796525,3231700000.0,451000000.0,568900000.0,1067100000.0,674200000.0,,4.3500000000000005,4.3500000000000005,0.5881044200533966,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2023-09-30,3802300000.0,1781500000.0,1044000000.0,1383100000.0,2409100000.0,,245400000.0,430800000.0,,2453900000.0,821300000.0,409400000.0,319000000.0,,80600000.0,3.0,82700000.0,,,82800000.0,245400000.0,,18.2768,2.458,3.0,492200000.0,0.13241459466190694,0.08389658890671435,0.12999714739801949,0.3346917152288194,0.16683646440360242,0.1076716724088052,0.15422866829911472,0.2005786706874771,0.10186376655182433,1.7064176245210727,3472500000.0,518200000.0,661200000.0,1214400000.0,767800000.0,,4.3500000000000005,4.3500000000000005,0.31961448293826517,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2023-12-31,3932600000.0,1857700000.0,1037800000.0,1393500000.0,2528200000.0,,187700000.0,489200000.0,,-1600600000.0,-517800000.0,-271800000.0,-216700000.0,,-46600000.0,-2.0,-165800000.0,,,-54100000.0,187700000.0,1.79,23.864,2.9839,-2.0,-325900000.0,-0.0857131556047781,-0.055103493871738796,0.1353867299762589,0.32350368611770586,0.16981132075471697,-0.06911458068453441,-0.10007732243455209,0.2036111458203174,0.07424254410252354,1.7900366159182888,3283000000.0,410500000.0,528200000.0,1107300000.0,637400000.0,,4.000000000000001,4.000000000000001,0.2944775651082523,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2024-03-30,4403700000.0,1907700000.0,1197000000.0,1817500000.0,2574700000.0,230500000.0,322700000.0,423000000.0,,910600000.0,300800000.0,149200000.0,111000000.0,,32800000.0,,82700000.0,,,33600000.0,553200000.0,,26.496,3.2889,,182800000.0,0.043111818852681866,0.02520607670822263,0.12189764990116407,0.33033164946189325,0.16384801229958268,0.033880600404205555,0.047699734646248285,0.2007467603777729,0.2148599836874199,1.593734335839599,3395700000.0,421500000.0,553100000.0,1146200000.0,669200000.0,,,,0.826658696951584,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2024-06-29,4410300000.0,1925900000.0,1241400000.0,1821100000.0,2576600000.0,190000000.0,357500000.0,425500000.0,,1816500000.0,616900000.0,308200000.0,230200000.0,15100000.0,65800000.0,,82500000.0,,,66000000.0,547500000.0,,23.8205,2.971,,374200000.0,0.08934254443840721,0.052195995737251435,0.1267272226809799,0.3396091384530691,0.16966694192127718,0.06988186744665896,0.09865241189462565,0.20600055050922103,0.212489327020104,1.5513935878846463,3580400000.0,443500000.0,595000000.0,1221200000.0,723300000.0,,,,0.7569473247615097,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2024-09-28,4944500000.0,2010800000.0,1274700000.0,2188800000.0,2749200000.0,467800000.0,362600000.0,460900000.0,,2701700000.0,930900000.0,516100000.0,391300000.0,25100000.0,103600000.0,4.0,82400000.0,,,100700000.0,830400000.0,,25.2436,3.4511,4.0,616800000.0,0.14233231485523062,0.07913843664677925,0.1448347336861976,0.3445608320686975,0.19102787134026725,0.10437860248761249,0.14417812046038664,0.22830069955953658,0.3020515058926233,1.5774692084412019,3828200000.0,515800000.0,701700000.0,1330800000.0,847900000.0,,,,0.979360773676141,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2024-12-31,4710700000.0,1864700000.0,1333200000.0,1941100000.0,2762600000.0,232600000.0,427600000.0,439300000.0,,-1798100000.0,-601300000.0,-297500000.0,-214200000.0,,-76400000.0,2.0,-165300000.0,,,-63000000.0,660200000.0,1.4145,22.4715,3.2073,2.0,-360500000.0,-0.07753565481792514,-0.04547094911584266,0.11912574384072076,0.33440854235025863,0.16545242200100105,-0.06315409599422592,-0.08691714385882902,0.20048940548356597,0.23897777456019692,1.3986648664866486,3630700000.0,518300000.0,676000000.0,1247300000.0,813300000.0,,,,0.8117545801057421,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2025-03-29,4833700000.0,1964400000.0,1655900000.0,2047900000.0,2779300000.0,4500000.0,732600000.0,439800000.0,,913000000.0,316300000.0,150900000.0,108400000.0,9300000.0,35200000.0,,81700000.0,,,37200000.0,737100000.0,,20.2908,2.8796,,188100000.0,0.039002626560644765,0.022425884932867162,0.11872946330777656,0.3464403066812705,0.16527929901423877,0.031218321368723753,0.042913206688658855,0.20602409638554217,0.2652106645558234,1.1863035207440062,3633100000.0,515700000.0,677700000.0,1262800000.0,818600000.0,,,,0.9004397752259956,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2025-06-28,5015200000.0,2060500000.0,1421800000.0,2451600000.0,2556500000.0,622500000.0,448900000.0,467900000.0,,1885400000.0,663100000.0,326000000.0,229400000.0,21900000.0,77700000.0,,80400000.0,,,72700000.0,1071400000.0,,23.6427,3.3065,,398700000.0,0.08973205554469,0.045740947519540595,0.12167179378381246,0.3517025564866872,0.17290760581309006,0.06500239272611262,0.0898591471650266,0.2114670626922669,0.4190885976921572,1.449219299479533,3702000000.0,514900000.0,695500000.0,1309000000.0,843100000.0,,,,1.2707863835843909,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2025-09-27,5060300000.0,2137700000.0,1405300000.0,2388000000.0,2664900000.0,577700000.0,418000000.0,516400000.0,,2884500000.0,1018300000.0,505800000.0,356300000.0,33600000.0,122000000.0,4.0,79800000.0,,,107900000.0,995700000.0,,28.5399,3.617,4.0,613700000.0,0.13370107696348832,0.07041084520680592,0.1235222742243023,0.35302478765817297,0.1753510140405616,0.09995454814931921,0.1381740698246189,0.21275784364707923,0.3736350332095013,1.521169856970042,3884800000.0,479900000.0,685200000.0,1396400000.0,840000000.0,,,,1.1853571428571428,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2025-12-31,6310400000.0,3354300000.0,1298300000.0,2219100000.0,4084400000.0,521500000.0,261300000.0,1742900000.0,,-1744400000.0,-605300000.0,-298200000.0,-206100000.0,,-74800000.0,2.0,-162000000.0,,,-74600000.0,782800000.0,2.5836,30.5918,3.7905,2.0,-372800000.0,-0.050460287924786996,-0.032660370182555784,0.11814950699380876,0.34699610181151114,0.1709470304975923,-0.04725532454361055,-0.061267258382643,0.21371245127264388,0.19165605719322298,2.583609335284603,3938500000.0,488000000.0,684500000.0,1392400000.0,827700000.0,,,,0.9457532922556482,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
