report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-09-27,6686000000.0,3450000000.0,1658000000.0,5432000000.0,1229000000.0,3226000000.0,8000000.0,592000000.0,,3491000000.0,,317000000.0,86000000.0,157000000.0,0.0,502480000.0,386000000.0,143000000.0,144000000.0,243000000.0,3234000000.0,,45.0063,4.1442,0.0,,0.25793327908869,0.047412503739156446,0.09080492695502722,,,,0.06960756230306503,,2.631407648494711,2.080820265379976,4838000000.0,290000000.0,542000000.0,114000000.0,1.0,1.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2015-12-31,7913000000.0,3830000000.0,1781000000.0,6822000000.0,1068000000.0,4463000000.0,5000000.0,1154000000.0,,-2105000000.0,,-271000000.0,-47000000.0,-90000000.0,0.0,-1006578000.0,36000000.0,-55000000.0,-91000000.0,-19000000.0,4468000000.0,2.1505,70.3844,5.0074,0.0,,-0.25374531835205993,-0.034247440920005055,0.12874109263657957,,,,0.009026128266033254,,4.1835205992509366,2.150477259966311,4765000000.0,339000000.0,330000000.0,124000000.0,0.0,0.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2016-04-03,7453000000.0,3307000000.0,1163000000.0,6266000000.0,1165000000.0,4464000000.0,4000000.0,675000000.0,,1162000000.0,,204000000.0,43000000.0,128000000.0,0.0,499500000.0,51000000.0,45000000.0,57000000.0,6000000.0,4468000000.0,,60.118,4.7098,0.0,,0.17510729613733905,0.02737152824366027,0.17555938037865748,,,,0.0051635111876075735,,3.8351931330472104,2.843508168529665,4825000000.0,378000000.0,321000000.0,139000000.0,0.0,0.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2016-07-03,7518000000.0,3328000000.0,1039000000.0,6147000000.0,1357000000.0,4465000000.0,4000000.0,658000000.0,,2370000000.0,,428000000.0,84000000.0,236000000.0,0.0,499200000.0,188000000.0,99000000.0,117000000.0,89000000.0,4469000000.0,,36.8851,4.8517,0.0,,0.3154016212232867,0.05693003458366587,0.18059071729957807,,,,0.03755274261603375,,3.2932940309506264,3.203079884504331,4918000000.0,678000000.0,319000000.0,166000000.0,0.0,0.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2016-10-02,7715000000.0,3364000000.0,1039000000.0,6117000000.0,1585000000.0,4467000000.0,0.0,651000000.0,,3611000000.0,,667000000.0,125000000.0,332000000.0,1.0,498800000.0,427000000.0,156000000.0,177000000.0,271000000.0,4467000000.0,,37.6205,5.3061,1.0,,0.420820189274448,0.0864549578742709,0.18471337579617833,,,,0.07504846302963168,,2.818296529968454,3.237728585178056,5038000000.0,1028000000.0,347000000.0,205000000.0,1.0,1.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2016-12-31,7649000000.0,3390000000.0,1117000000.0,6150000000.0,1487000000.0,4468000000.0,0.0,727000000.0,,-2255000000.0,,-478000000.0,-86000000.0,-287000000.0,0.0,-999275000.0,47000000.0,-84000000.0,-111000000.0,-37000000.0,4468000000.0,3.0349,32.2345,5.4142,0.0,,-0.3214525891055817,-0.06249182899725454,0.21197339246119734,,,,0.016407982261640797,,3.0047074646940146,3.034914950760967,4888000000.0,821000000.0,329000000.0,166000000.0,1.0,1.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2017-04-02,7649000000.0,3383000000.0,1730000000.0,6014000000.0,1609000000.0,3718000000.0,,629000000.0,,1231000000.0,,238000000.0,41000000.0,98000000.0,0.0,495300000.0,119000000.0,42000000.0,62000000.0,77000000.0,3718000000.0,,30.573,5.2733,0.0,,0.14791796146674954,0.031115178454699962,0.1933387489845654,,,,0.06255077173030058,,2.3107520198881293,1.955491329479769,4957000000.0,855000000.0,400000000.0,164000000.0,1.0,1.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2017-07-02,7802000000.0,3584000000.0,1784000000.0,6056000000.0,1715000000.0,3719000000.0,100000000.0,,,2500000000.0,,485000000.0,82000000.0,196000000.0,0.0,494600000.0,299000000.0,93000000.0,121000000.0,206000000.0,3819000000.0,,35.0321,6.1296,0.0,,0.282798833819242,0.062163547808254296,0.194,,,,0.0824,,2.2268221574344023,2.008968609865471,5087000000.0,912000000.0,517000000.0,162000000.0,1.0,1.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2017-10-01,9288000000.0,4894000000.0,1746000000.0,7269000000.0,1989000000.0,4952000000.0,,,,3847000000.0,,783000000.0,125000000.0,313000000.0,1.0,493900000.0,738000000.0,141000000.0,179000000.0,597000000.0,4952000000.0,,33.2774,6.0853,1.0,,0.3936651583710407,0.08430232558139535,0.20353522225110476,,,,0.15518585911099558,,2.489693313222725,2.8029782359679265,5323000000.0,1028000000.0,843000000.0,162000000.0,1.0,1.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2017-12-31,8586000000.0,4217000000.0,1094000000.0,6800000000.0,1770000000.0,4953000000.0,,1564000000.0,,-2271000000.0,,-642000000.0,-73000000.0,56000000.0,0.0,-990639000.0,190000000.0,-52000000.0,-120000000.0,138000000.0,4953000000.0,3.8547,40.4777,6.5899,0.0,,-0.36271186440677966,-0.07477288609364081,0.28269484808454426,,,,-0.0607661822985469,,2.798305084745763,3.8546617915904937,5307000000.0,864000000.0,1018000000.0,175000000.0,1.0,1.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2018-03-31,8690000000.0,4267000000.0,1000000000.0,6715000000.0,1960000000.0,4954000000.0,,,,1366000000.0,,352000000.0,47000000.0,67000000.0,0.0,489800000.0,389000000.0,53000000.0,60000000.0,336000000.0,4954000000.0,,40.3047,7.2433,0.0,,0.17959183673469387,0.04050632911392405,0.25768667642752563,,,,0.24597364568081992,,2.5275510204081635,4.267,5442000000.0,978000000.0,1277000000.0,181000000.0,1.0,1.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2018-06-30,8603000000.0,4239000000.0,967000000.0,6621000000.0,1970000000.0,4955000000.0,,,,2781000000.0,,736000000.0,93000000.0,122000000.0,1.0,488600000.0,656000000.0,126000000.0,123000000.0,530000000.0,4955000000.0,,37.1687,7.4164,1.0,,0.37360406091370557,0.0855515517842613,0.2646530025170802,,,,0.1905789284430061,,2.515228426395939,4.3836608066184075,5723000000.0,1229000000.0,1601000000.0,192000000.0,2.0,2.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2018-09-30,10459000000.0,4076000000.0,1003000000.0,8341000000.0,2118000000.0,6441000000.0,,,,4261000000.0,,1083000000.0,147000000.0,193000000.0,2.0,487700000.0,1206000000.0,200000000.0,207000000.0,1006000000.0,6441000000.0,,37.9416,7.7196,2.0,,0.5113314447592068,0.10354718424323549,0.2541656888054447,,,,0.23609481342407884,,3.0410764872521248,4.063808574277169,6137000000.0,1529000000.0,2010000000.0,214000000.0,3.0,3.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2018-12-31,10777000000.0,4399000000.0,1223000000.0,8592000000.0,2185000000.0,6443000000.0,9000000.0,,,-2583000000.0,,-743000000.0,-81000000.0,-116000000.0,-1.0,-979202000.0,-461000000.0,-41000000.0,-82000000.0,-502000000.0,6452000000.0,3.5969,28.78,7.0554,-1.0,,-0.34004576659038904,-0.06894311960656954,0.2876500193573364,,,,0.1943476577622919,,2.9528604118993136,3.5968928863450533,5825000000.0,1428000000.0,1370000000.0,206000000.0,2.0,2.0,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2019-03-31,10883000000.0,4379000000.0,1082000000.0,8566000000.0,2317000000.0,6444000000.0,,,,1455000000.0,381000000.0,312000000.0,56000000.0,69000000.0,0.65,483100000.0,389000000.0,63000000.0,98000000.0,326000000.0,6444000000.0,,35.0523,8.2267,0.65,479000000.0,0.13465688390159689,0.028668565652853074,0.21443298969072164,0.2618556701030928,0.03500872921069558,0.043488186280105014,0.22405498281786942,0.32920962199312714,2.7811825636599052,4.047134935304991,5914000000.0,1388000000.0,1360000000.0,215000000.0,2.65,2.65,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2019-06-30,10986000000.0,4484000000.0,1075000000.0,8575000000.0,2411000000.0,6446000000.0,0.0,,,3002000000.0,,683000000.0,111000000.0,153000000.0,1.41,482700000.0,707000000.0,166000000.0,196000000.0,541000000.0,6446000000.0,,39.4663,8.9756,1.41,,0.28328494400663623,0.062170034589477514,0.22751499000666223,,,,0.18021319120586277,,2.673579427623393,4.171162790697674,6135000000.0,1335000000.0,1371000000.0,233000000.0,3.06,3.06,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2019-09-30,11272000000.0,4618000000.0,1052000000.0,8594000000.0,2678000000.0,6447000000.0,0.0,,,4586000000.0,,1116000000.0,167000000.0,248000000.0,2.31,482300000.0,1213000000.0,294000000.0,303000000.0,919000000.0,6447000000.0,,40.7248,9.6746,2.31,,0.4167289021657954,0.09900638750887154,0.24334932402965548,,,,0.20039249890972524,,2.40739357729649,4.389733840304182,6460000000.0,1368000000.0,1284000000.0,253000000.0,3.37,3.37,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2019-12-31,11500000000.0,4748000000.0,1806000000.0,8837000000.0,2708000000.0,5947000000.0,0.0,,,-2783000000.0,,-611000000.0,-111000000.0,-169000000.0,-1.2600000000000002,-966313000.0,-514000000.0,-63000000.0,-185000000.0,-577000000.0,5947000000.0,2.629,42.0255,10.07,-1.2600000000000002,,-0.22562776957163957,-0.0531304347826087,0.21954725116780452,,,,0.20733021918792668,,2.196085672082718,2.629014396456257,6260000000.0,1500000000.0,1209000000.0,223000000.0,3.11,3.11,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2020-03-31,11528000000.0,4772000000.0,1721000000.0,8775000000.0,2753000000.0,5963000000.0,500000000.0,,,1534000000.0,,423000000.0,53000000.0,74000000.0,0.88,479000000.0,408000000.0,94000000.0,110000000.0,314000000.0,6463000000.0,,34.6941,8.8172,0.88,,0.15365056302215765,0.03669326856349757,0.2757496740547588,,,,0.2046936114732725,,2.347620777333818,2.7728065078442765,6339000000.0,1611000000.0,1197000000.0,220000000.0,3.34,3.34,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2020-06-30,13069000000.0,6285000000.0,1811000000.0,10082000000.0,2982000000.0,7194000000.0,1000000.0,,,3082000000.0,,800000000.0,111000000.0,180000000.0,1.67,478600000.0,846000000.0,184000000.0,221000000.0,662000000.0,7195000000.0,,40.251,10.2659,1.67,,0.2682763246143528,0.06121355880327493,0.25957170668397145,,,,0.21479558728098638,,2.4128101945003353,3.4704583103257867,6419000000.0,1728000000.0,1318000000.0,220000000.0,3.5999999999999996,3.5999999999999996,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2020-09-30,13725000000.0,6757000000.0,2400000000.0,10118000000.0,3602000000.0,6595000000.0,1000000.0,,475242731.0,4868000000.0,,1279000000.0,173000000.0,298000000.0,2.67,478500000.0,1408000000.0,301000000.0,332000000.0,1107000000.0,6596000000.0,,47.2488,12.0108,2.67,,0.3550805108273182,0.09318761384335154,0.26273623664749385,,,,0.22740345110928512,,1.8312048861743475,2.8154166666666667,6701000000.0,1891000000.0,1506000000.0,226000000.0,3.9599999999999995,3.9599999999999995,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2020-12-31,13600000000.0,6611000000.0,2170000000.0,9836000000.0,3769000000.0,6595000000.0,4000000.0,,,-2809000000.0,,-864000000.0,-106000000.0,-192000000.0,-1.7999999999999998,-957531000.0,-536000000.0,-126000000.0,-222000000.0,-662000000.0,6599000000.0,3.0465,48.02,11.7838,-1.7999999999999998,,-0.2292385248076413,-0.06352941176470588,0.30758276966892134,,,,0.23567105731577073,,1.7508622976916954,3.0465437788018432,6675000000.0,1638000000.0,1421000000.0,231000000.0,3.42,3.42,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2021-03-31,13796000000.0,6794000000.0,2066000000.0,9704000000.0,4089000000.0,6587000000.0,4000000.0,3602000000.0,,1871000000.0,,559000000.0,57000000.0,129000000.0,1.17,477900000.0,400000000.0,77000000.0,109000000.0,323000000.0,6591000000.0,,42.1681,10.6683,1.17,,0.1367082416238689,0.0405189910118875,0.29877071084981294,,,,0.1726349545697488,,1.6118855465884079,3.2884801548886737,7012000000.0,1774000000.0,1430000000.0,235000000.0,3.71,3.71,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2021-06-30,14069000000.0,7048000000.0,2091000000.0,9717000000.0,4350000000.0,6592000000.0,4000000.0,3658000000.0,,3819000000.0,,1071000000.0,114000000.0,254000000.0,2.24,477500000.0,881000000.0,190000000.0,221000000.0,691000000.0,6596000000.0,,46.3476,11.9371,2.24,,0.24620689655172415,0.07612481341957496,0.28043990573448546,,,,0.18093741817229642,,1.5163218390804598,3.3706360593017695,7749000000.0,2045000000.0,1459000000.0,238000000.0,4.28,4.28,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2021-09-30,13705000000.0,6682000000.0,1471000000.0,9024000000.0,4679000000.0,6592000000.0,0.0,3274000000.0,,5809000000.0,,1623000000.0,170000000.0,361000000.0,3.4,477100000.0,1534000000.0,309000000.0,331000000.0,1225000000.0,6592000000.0,,46.3434,12.0605,3.4,,0.3468689891002351,0.11842393287121489,0.2793940437252539,,,,0.2108796694783956,,1.408848044453943,4.542488103331067,8690000000.0,2389000000.0,1577000000.0,235000000.0,5.01,5.01,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2021-12-31,13900000000.0,6930000000.0,1797000000.0,9356000000.0,4543000000.0,6592000000.0,0.0,,,-3723000000.0,,-1216000000.0,-117000000.0,-290000000.0,-2.540000000000001,-955783000.0,-602000000.0,-99000000.0,-213000000.0,-701000000.0,6592000000.0,3.8564,56.6799,14.8479,-2.540000000000001,,-0.2676645388509795,-0.08748201438848921,0.3266183185603008,,,,0.18828901423583133,,1.451023552718468,3.8564273789649417,7776000000.0,2037000000.0,1538000000.0,224000000.0,4.27,4.27,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2022-03-31,13860000000.0,6837000000.0,3034000000.0,9202000000.0,4658000000.0,5228000000.0,,3135000000.0,,1986000000.0,,595000000.0,53000000.0,133000000.0,1.26,474100000.0,309000000.0,115000000.0,114000000.0,194000000.0,5228000000.0,,42.8717,11.2626,1.26,,0.12773722627737227,0.04292929292929293,0.29959718026183285,,,,0.09768378650553877,,1.1223701159295836,2.253460777851022,7891000000.0,2073000000.0,1409000000.0,220000000.0,4.359999999999999,4.359999999999999,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2022-06-30,13770000000.0,6651000000.0,3051000000.0,9190000000.0,4580000000.0,5221000000.0,2000000.0,2652000000.0,,4038000000.0,,1124000000.0,106000000.0,274000000.0,2.38,472800000.0,645000000.0,261000000.0,231000000.0,384000000.0,5223000000.0,,38.7064,10.1184,2.38,,0.24541484716157205,0.08162672476397967,0.27835562159484895,,,,0.0950965824665676,,1.1403930131004367,2.1799410029498527,8110000000.0,2126000000.0,1102000000.0,212000000.0,4.499999999999999,4.499999999999999,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2022-09-30,13674000000.0,6551000000.0,2880000000.0,9012000000.0,4663000000.0,5210000000.0,3000000.0,2507000000.0,,6040000000.0,,1653000000.0,159000000.0,413000000.0,3.51,471600000.0,1171000000.0,415000000.0,346000000.0,756000000.0,5213000000.0,,33.585,8.6699,3.51,,0.35449281578383013,0.12088635366388767,0.27367549668874175,,,,0.1251655629139073,,1.117949817713918,2.274652777777778,8341000000.0,2156000000.0,633000000.0,201000000.0,4.609999999999999,4.609999999999999,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2022-12-31,14900000000.0,7506000000.0,3167000000.0,10522000000.0,4405000000.0,6552000000.0,2000000.0,,,-3984000000.0,,-1258000000.0,-97000000.0,-275000000.0,-2.6599999999999993,-948115000.0,-213000000.0,-205000000.0,-226000000.0,-418000000.0,6554000000.0,2.3701,32.3098,8.4533,-2.6599999999999993,,-0.2855845629965948,-0.08442953020134228,0.3157630522088353,,,,0.10491967871485944,,1.4878547105561861,2.370066308809599,8080000000.0,2114000000.0,916000000.0,221000000.0,4.49,4.49,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2023-03-31,13754000000.0,6269000000.0,1915000000.0,9263000000.0,4494000000.0,6559000000.0,3000000.0,2109000000.0,,2000000000.0,,552000000.0,63000000.0,146000000.0,1.19,464600000.0,549000000.0,223000000.0,120000000.0,326000000.0,6562000000.0,,37.1745,9.5118,1.19,,0.12283044058744993,0.04013377926421405,0.276,,,,0.163,,1.4601691143747217,3.2736292428198435,8094000000.0,2071000000.0,1048000000.0,231000000.0,4.420000000000001,4.420000000000001,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2023-06-30,13749000000.0,6183000000.0,1769000000.0,9128000000.0,4625000000.0,6555000000.0,2000000.0,1717000000.0,,4180000000.0,,1223000000.0,121000000.0,348000000.0,2.64,463800000.0,732000000.0,389000000.0,241000000.0,343000000.0,6557000000.0,,35.9604,9.679,2.64,,0.2644324324324324,0.08895192377627464,0.2925837320574163,,,,0.08205741626794258,,1.4177297297297298,3.495195025438101,8236000000.0,2170000000.0,1007000000.0,246000000.0,4.6800000000000015,4.6800000000000015,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2023-09-30,14106000000.0,6222000000.0,1608000000.0,9032000000.0,5078000000.0,6552000000.0,2000000.0,1754000000.0,,6331000000.0,,1819000000.0,180000000.0,469000000.0,3.93,463000000.0,1456000000.0,534000000.0,365000000.0,922000000.0,6554000000.0,,34.873,9.4983,3.93,,0.35821189444663254,0.12895221891393732,0.2873163797188438,,,,0.14563260148475754,,1.2906656163844032,3.8694029850746268,8527000000.0,2336000000.0,1173000000.0,267000000.0,5.100000000000001,5.100000000000001,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2023-12-31,14300000000.0,6343000000.0,1889000000.0,9295000000.0,4997000000.0,6564000000.0,3000000.0,,,-3967000000.0,,-1250000000.0,-125000000.0,-367000000.0,-2.6899999999999995,-929131000.0,-384000000.0,-414000000.0,-235000000.0,-798000000.0,6567000000.0,3.3579,38.6584,10.6057,-2.6899999999999995,,-0.25015009005403244,-0.08741258741258741,0.3150995714645828,,,,0.20115956642298966,,1.3141885131078648,3.3578613022763366,8544000000.0,2344000000.0,793000000.0,239000000.0,5.070000000000001,5.070000000000001,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2024-03-31,14348000000.0,6359000000.0,1909000000.0,9296000000.0,5058000000.0,6562000000.0,24000000.0,1975000000.0,,2190000000.0,,599000000.0,58000000.0,148000000.0,1.31,458800000.0,595000000.0,140000000.0,126000000.0,455000000.0,6586000000.0,,31.9194,8.7382,1.31,,0.1184262554369316,0.04174797881237803,0.27351598173515984,,,,0.20776255707762556,,1.3020956899960459,3.3310633839706654,8734000000.0,2391000000.0,922000000.0,234000000.0,5.190000000000001,5.190000000000001,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2024-06-30,14165000000.0,6202000000.0,1797000000.0,9205000000.0,4966000000.0,6563000000.0,0.0,1574000000.0,,4551000000.0,,1223000000.0,117000000.0,304000000.0,2.67,457400000.0,1097000000.0,272000000.0,253000000.0,825000000.0,6563000000.0,,33.5953,8.8331,2.67,,0.24627466774063633,0.0863395693611013,0.2687321467809273,,,,0.18127883981542517,,1.3215867901731777,3.451307735114079,9105000000.0,2391000000.0,1404000000.0,230000000.0,5.220000000000001,5.220000000000001,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2024-09-30,14357000000.0,6282000000.0,1702000000.0,9123000000.0,5234000000.0,6574000000.0,0.0,1714000000.0,,6939000000.0,,1905000000.0,174000000.0,486000000.0,4.18,456100000.0,2048000000.0,439000000.0,374000000.0,1609000000.0,6574000000.0,,36.4268,9.6719,4.18,,0.3639663737103554,0.1326878874416661,0.2745352356247298,,,,0.23187779218907623,,1.2560183416125335,3.690951821386604,9713000000.0,2477000000.0,2091000000.0,224000000.0,5.470000000000001,5.470000000000001,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
2024-12-31,14200000000.0,5986000000.0,3412000000.0,9467000000.0,4770000000.0,5220000000.0,0.0,,,-4424000000.0,,-1241000000.0,-124000000.0,-301000000.0,-2.6900000000000004,-917452000.0,-787000000.0,-196000000.0,-256000000.0,-983000000.0,5220000000.0,1.7544,29.5689,7.9417,-2.6900000000000004,,-0.26016771488469603,-0.0873943661971831,0.2805153707052441,,,,0.22219710669077758,,1.0943396226415094,1.7543962485345839,9256000000.0,2486000000.0,1906000000.0,225000000.0,5.47,5.47,0.95767,172.23,113.29,4.12505,49998.934,18.7052,16.6461,5.2814
