report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-09-30,156662000000.0,56434000000.0,48164000000.0,126830000000.0,28665000000.0,,1334000000.0,,48531000000.0,,7889000000.0,,741000000.0,6.91,2038000000.0,,,,1334000000.0,,11.7361,8.6057,6.91,,0.27521367521367524,0.05035681913929351,0.1625558921101976,,,,,,0.04653758939473225,1.1717050078897102,63262000000.0,28033000000.0,,25.009999999999998,25.009999999999998,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2023-12-31,163045000000.0,59799000000.0,50876000000.0,134466000000.0,27378000000.0,,1253000000.0,,-26248000000.0,,-13455000000.0,,-453000000.0,-11.940000000000001,3185000000.0,,,,1253000000.0,1.3256,14.653,3.9297,-11.940000000000001,,-0.49145299145299143,-0.08252322978318868,0.5126104846083511,,,,,,0.045766673971802174,1.1753872159760987,67954000000.0,9481000000.0,,8.359999999999996,8.359999999999996,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2024-03-31,163942000000.0,59589000000.0,51087000000.0,132838000000.0,29855000000.0,,1032000000.0,,16053000000.0,,1537000000.0,,318000000.0,1.39,992000000.0,,,,1032000000.0,,54.6711,5.2637,1.39,,0.05148216379165969,0.009375266862670945,0.09574534354949231,,,,,,0.03456707419192765,1.1664219860238416,69521000000.0,3512000000.0,,3.0399999999999974,3.0399999999999974,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2024-06-30,123190000000.0,37352000000.0,32750000000.0,104347000000.0,18598000000.0,,1700000000.0,,18048000000.0,,2805000000.0,,369000000.0,2.55,1905000000.0,,,,1700000000.0,,36.3426,4.6833,2.55,,0.15082266910420475,0.022769705333225098,0.15541888297872342,,,,,,0.09140767824497258,1.1405190839694657,56384000000.0,-1224000000.0,,-1.0900000000000025,-1.0900000000000025,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2024-09-30,126698000000.0,38649000000.0,34093000000.0,107595000000.0,18874000000.0,,1681000000.0,,27890000000.0,,4657000000.0,,567000000.0,4.24,3413000000.0,,,,1681000000.0,,32.6925,5.4651,4.24,,0.2467415492211508,0.03675669702757739,0.1669774112585156,,,,,,0.08906432128854509,1.1336344704191477,35743000000.0,-4456000000.0,,-3.7600000000000033,-3.7600000000000033,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2024-12-31,123140000000.0,37635000000.0,34392000000.0,103576000000.0,19342000000.0,,2039000000.0,,-23289000000.0,,-2443000000.0,,-292000000.0,-2.1899999999999995,-1600000000.0,,,,2039000000.0,1.0943,27.5386,4.6644,-2.1899999999999995,,-0.12630544928135665,-0.01983920740620432,0.10489930868650436,,,,,,0.1054182607796505,1.094295184926727,38702000000.0,6556000000.0,,5.989999999999998,5.989999999999998,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2025-03-31,124123000000.0,37575000000.0,34941000000.0,104654000000.0,19251000000.0,,2084000000.0,,9935000000.0,,1978000000.0,,283000000.0,1.83,1509000000.0,,,,2084000000.0,,30.5172,5.379,1.83,,0.1027479091995221,0.01593580561217502,0.19909411172622044,,,,,,0.10825411666926393,1.0753842191122178,32584000000.0,6997000000.0,,6.429999999999999,6.429999999999999,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2025-06-30,125256000000.0,37801000000.0,36466000000.0,105911000000.0,19135000000.0,,1889000000.0,,20957000000.0,,4006000000.0,,671000000.0,3.73,3755000000.0,,,,1889000000.0,,35.1871,6.5598,3.73,,0.2093545858374706,0.03198249984032701,0.1911533139285203,,,,,,0.09871962372615625,1.0366094444139746,35493000000.0,8198000000.0,,7.609999999999999,7.609999999999999,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2025-09-30,128243000000.0,40074000000.0,37203000000.0,109222000000.0,18812000000.0,,2067000000.0,,33138000000.0,,6163000000.0,,1015000000.0,5.75,6256000000.0,,,,2067000000.0,,39.3586,7.2201,5.75,,0.3276100361471401,0.04805720390196736,0.185979841873378,,,,,,0.10987667446310866,1.0771711958713006,40741000000.0,9704000000.0,,9.12,9.12,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2025-12-31,130169000000.0,40596000000.0,38980000000.0,111271000000.0,18677000000.0,,1686000000.0,,-18175000000.0,,-3443000000.0,,-564000000.0,-3.17,-2983000000.0,,,,1686000000.0,1.0415,37.3336,7.0858,-3.17,,-0.18434438078920598,-0.02645023008550423,0.1894360385144429,,,,,,0.09027145687208867,1.0414571575166751,45855000000.0,8704000000.0,,8.139999999999999,8.139999999999999,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
