report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-03-31,25166427000.0,22566700000.0,2304470000.0,,,302809000.0,,42156000.0,25017000.0,17730000.0,0.17,242799000.0,52289000.0,5656000.0,46633000.0,0.0,,0.17,,0.018293143325797255,0.0016750887998522794,0.1392164697878861,,,,0.15400136719846505,,0.0,1218435000.0,-16130000.0,553116000.0,105729000.0,-0.05999999999999997,-0.05999999999999997,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2013-06-30,25133274000.0,22586923000.0,2250977000.0,,,590460000.0,,84549000.0,48989000.0,32738000.0,0.0,241859000.0,88208000.0,15945000.0,72263000.0,0.0,17.8859,0.0,,0.03756102350223925,0.0033640265092403005,0.14319174880601565,,,,0.12238424279375403,,0.0,1125943000.0,162666000.0,945195000.0,97084000.0,0.32000000000000006,0.32000000000000006,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2013-09-30,24193341000.0,21760048000.0,2137862000.0,,,889773000.0,,-21352000.0,72761000.0,1644000.0,0.0,238990000.0,114211000.0,18949000.0,95262000.0,0.0,134.3701,0.0,,-0.009987548307608255,-0.0008825568986110682,-0.023997131852730978,,,,0.10706326220283151,,0.0,1035761000.0,209754000.0,942844000.0,85160000.0,0.5900000000000001,0.5900000000000001,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2013-12-31,23789833000.0,21289082000.0,2205320000.0,,,-616091000.0,,-75751000.0,-52088000.0,-84281000.0,-0.07,-483854000.0,176665000.0,,,0.0,93.0245,-0.07,,-0.034349210091959445,-0.0031841753575991894,0.1229542389030192,,,,,,0.0,1166951000.0,29602000.0,,94679000.0,0.10000000000000003,0.10000000000000003,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2014-03-31,23941989000.0,21397852000.0,2248706000.0,,,288089000.0,,46417000.0,21225000.0,18645000.0,0.0,237401000.0,333152000.0,,,0.0,84.3485,0.0,,0.020641649019480537,0.0019387278141344063,0.1611203482257219,,,,,,0.0,1152231000.0,33863000.0,,90887000.0,-0.06999999999999998,-0.06999999999999998,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2014-06-30,24222750000.0,21596599000.0,2330720000.0,,,278669000.0,,78321000.0,20591000.0,32157000.0,0.0,237250000.0,,,,0.0,39.8718,0.0,,0.03360377908972335,0.0032333653280490447,0.2810538667738428,,,,,,0.0,840440000.0,27635000.0,,62489000.0,-0.06999999999999998,-0.06999999999999998,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2014-09-30,23986787000.0,21364846000.0,2326510000.0,,,878114000.0,,171612000.0,61133000.0,66223000.0,0.0,237169000.0,585575000.0,,,0.0,12.9362,0.0,,0.07376370615213346,0.007154438816670194,0.19543248370940447,,,,,,0.0,828781000.0,220599000.0,,50861000.0,-0.06999999999999998,-0.06999999999999998,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2014-12-31,25672887000.0,23081919000.0,2295537000.0,,,-294110000.0,,-76827000.0,-21418000.0,-38524000.0,0.0,-475085000.0,-213993000.0,,,0.0,14.4399,0.0,,-0.033467985922248256,-0.0029925344975810474,0.2612185916833838,,,,,,0.0,1150762000.0,219523000.0,,81531000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2015-03-31,25715888000.0,23216631000.0,2203826000.0,,,281555000.0,,-75163000.0,21202000.0,-22261000.0,0.0,232816000.0,-141586000.0,,,0.0,34.0678,0.0,,-0.034105687109599395,-0.0029228234311799773,-0.26695672248761343,,,,,,0.0,1144228000.0,97943000.0,,81508000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2015-06-30,25239767000.0,22721862000.0,2222474000.0,,,576496000.0,,-23057000.0,41592000.0,-671000.0,0.0,232808000.0,111092000.0,,,0.0,51.1252,0.0,,-0.010374474572030988,-0.000913518734146793,-0.03999507368654769,,,,,,0.0,1442055000.0,-3435000.0,,102509000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2015-09-30,25387319000.0,22807074000.0,2284814000.0,,,864161000.0,,37298000.0,61717000.0,8226000.0,0.0,234838000.0,212631000.0,,,0.0,38.9804,0.0,,0.016324304735527706,0.0014691586772120364,0.04316093876025417,,,,,,0.0,1428102000.0,-137749000.0,,103093000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2015-12-31,26195136000.0,23555550000.0,2344155000.0,,,-560167000.0,,146801000.0,-41826000.0,25647000.0,0.0,-464196000.0,185026000.0,,,0.0,39.6036,0.0,,0.06262427185915607,0.005604132003742985,-0.26206649088575373,,,,,,0.0,1162045000.0,85879000.0,,82685000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2016-03-31,26963682000.0,24320734000.0,2347517000.0,,,303379000.0,,49362000.0,21590000.0,24239000.0,0.0,236666000.0,-111018000.0,,,0.0,14.4787,0.0,,0.02102732376378957,0.0018306846965484907,0.1627073726263189,,,,,,0.0,1183869000.0,210404000.0,,83073000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2016-06-30,27541070000.0,24849146000.0,2396493000.0,,,621157000.0,,107450000.0,42702000.0,54255000.0,0.0,235121000.0,-21296000.0,,,0.0,14.7755,0.0,,0.044836350450429024,0.0039014460948685,0.17298364181680315,,,,,,0.0,1228530000.0,340911000.0,,84183000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2016-09-30,28449222000.0,25704640000.0,2449151000.0,,,950897000.0,,172202000.0,64479000.0,82802000.0,0.0,234775000.0,-259577000.0,,,0.0,16.0889,0.0,,0.0703108954899065,0.0060529599016802636,0.1810942720399791,,,,,,0.0,1315266000.0,475815000.0,,86945000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2016-12-31,28555231000.0,25850147000.0,2409653000.0,,,-604908000.0,,-101968000.0,-39946000.0,-54486000.0,0.0,-471270000.0,573009000.0,,,0.0,20.5451,0.0,,-0.042316466312784455,-0.0035709043992675107,0.16856778220820356,,,,,,0.0,1270525000.0,227046000.0,,88825000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2017-03-31,29618600000.0,26878140000.0,2445029000.0,,,307647000.0,,55568000.0,29103000.0,27054000.0,0.0,236855000.0,-71198000.0,,,0.0,18.5501,0.0,,0.02272692880125348,0.0018761183850688418,0.18062259667736075,,,,,,0.0,1274793000.0,233252000.0,,96338000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2017-06-30,29369956000.0,26543068000.0,2531457000.0,,,638021000.0,,147920000.0,63743000.0,44307000.0,0.0,236225000.0,-440448000.0,,,0.0,15.2463,0.0,,0.0584327523635598,0.00503643927828833,0.2318418986208918,,,,,,0.0,1291657000.0,273722000.0,,117379000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2017-09-30,29622636000.0,26739085000.0,2588120000.0,,,960255000.0,,216806000.0,102071000.0,57903000.0,0.0,236372000.0,-305423000.0,,,0.0,16.5492,0.0,,0.08376968610419919,0.007318930023648132,0.22577961062426127,,,,,,0.0,1301015000.0,318326000.0,,154971000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2017-12-31,41423388000.0,36842900000.0,4285057000.0,,,-573390000.0,,-254779000.0,-47301000.0,2628000.0,0.0,-464999000.0,799711000.0,,,0.0,39.5996,0.0,,-0.05945755213991319,-0.006150607478074947,0.44433805961038736,,,,,,0.0,1332533000.0,165515000.0,,147616000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2018-03-31,40463195000.0,35890667000.0,4277097000.0,,,438190000.0,,92174000.0,62182000.0,29931000.0,0.0,330344000.0,-204378000.0,,,0.0,29.964,0.0,,0.021550598454980096,0.002277971376209911,0.2103516739313996,,,,,,0.0,1463076000.0,202121000.0,,180695000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2018-06-30,41076795000.0,36527046000.0,4254318000.0,,,876647000.0,,175314000.0,139061000.0,49628000.0,0.0,329353000.0,43883000.0,,,0.0,30.157,0.0,,0.04120848512029425,0.004267957127619134,0.19998243306598892,,,,,,0.0,1701702000.0,229515000.0,,256013000.0,0.0,0.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2018-09-30,40635924000.0,35893993000.0,4446500000.0,,,1529319000.0,,447147000.0,227030000.0,133553000.0,1.0,328645000.0,-130845000.0,,,0.0,14.0344,1.0,,0.10056156527605982,0.01100373649680022,0.2923830803122174,,,,,,0.0,2270766000.0,459856000.0,,380972000.0,1.0,1.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2018-12-31,40832258000.0,36046878000.0,4489949000.0,,,-908051000.0,,-169593000.0,-102569000.0,-55510000.0,0.0,-660897000.0,525645000.0,,,0.0,7.8216,0.0,,-0.037771698520406356,-0.0041534073378944655,0.18676594156055112,,,,,,0.0,1936105000.0,545042000.0,,325704000.0,1.0,1.0,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2019-03-31,41099003000.0,36252482000.0,4551090000.0,,,426553000.0,130463000.0,100585000.0,106107000.0,27058000.0,0.31,319581000.0,122489000.0,,,0.0,8.228,0.31,130463000.0,0.02210129880973569,0.002447382969363028,0.23580891471868679,0.30585413770387265,0.0031743592417558157,0.02866631949708751,,0.30585413770387265,0.0,1924468000.0,553453000.0,,369629000.0,1.31,1.31,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2019-06-30,42171770000.0,37245689000.0,4630650000.0,,,875156000.0,,211475000.0,214586000.0,61525000.0,0.66,317720000.0,347286000.0,,,0.0,8.0108,0.66,,0.04566853465496205,0.005014610484691536,0.24164263285631363,,,,,,0.0,1922977000.0,589614000.0,,445154000.0,1.97,1.97,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2019-09-30,43717684000.0,38721641000.0,4700612000.0,,,1332567000.0,,322535000.0,321404000.0,97321000.0,1.0,316401000.0,716572000.0,,,0.0,11.9904,1.0,,0.06861553346670604,0.007377678103899557,0.24204036269846094,,,,,,0.0,1726225000.0,465002000.0,,539528000.0,1.97,1.97,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2019-12-31,43310900000.0,38234892000.0,4780577000.0,,,-817009000.0,,-193687000.0,-227944000.0,-52613000.0,-0.5900000000000001,-638045000.0,-356053000.0,,,0.0,11.6876,-0.5900000000000001,,-0.04051540222027592,-0.004472015127831562,0.23706837990768767,,,,,,0.0,1817267000.0,440908000.0,,414153000.0,1.38,1.38,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2020-03-31,47197378000.0,42141798000.0,4760149000.0,,,,,13620000.0,75566000.0,4767000.0,0.04,313170000.0,-1400005000.0,,,0.0,7.1017,0.04,,0.0028612549733212133,0.0002885753526392928,,,,,,,0.0,,353943000.0,,383612000.0,1.1099999999999999,1.1099999999999999,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2020-06-30,48644659000.0,43436274000.0,4912954000.0,,,,,67434000.0,116846000.0,17547000.0,0.21,312792000.0,-502955000.0,,,0.0,10.4797,0.21,,0.0137257544035625,0.0013862570195013598,,,,,,,0.0,,209902000.0,,285872000.0,0.6599999999999999,0.6599999999999999,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2020-09-30,83029579000.0,74885437000.0,7848711000.0,,2141719000.0,,,603495000.0,182692000.0,19757000.0,1.5,392713000.0,-272897000.0,,,2141719000.0,7.2474,1.5,,0.07689096974012676,0.007268433819229651,,,,,,,0.27287525301925375,,490862000.0,,147160000.0,1.16,1.16,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2020-12-31,84209000000.0,75902000000.0,8012000000.0,,2198000000.0,,,160451000.0,-139104000.0,33929000.0,0.1399999999999999,-584721000.0,2347857000.0,,,2198000000.0,8.3776,0.1399999999999999,,0.02002633549675487,0.0019053901601966535,,,,,,,0.2743384922616076,,845000000.0,,236000000.0,1.89,1.89,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2021-03-31,87513000000.0,79206000000.0,8012000000.0,,2203000000.0,,307000000.0,233000000.0,44000000.0,71000000.0,0.4,557532000.0,1064000000.0,,,2203000000.0,8.7757,0.4,307000000.0,0.02908137793310035,0.002662461577137111,,,0.0035080502325368803,0.030053842388644152,,,0.2749625561657514,,1064380000.0,,204434000.0,2.25,2.25,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2021-06-30,87908000000.0,79343000000.0,8270000000.0,,2246000000.0,,,540000000.0,90000000.0,159000000.0,0.93,557146000.0,1015000000.0,,,2246000000.0,7.2389,0.93,,0.06529625151148731,0.006142785639532238,,,,,,,0.271584038694075,,1536946000.0,,177588000.0,2.9699999999999998,2.9699999999999998,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2021-09-30,88537000000.0,80005000000.0,8237000000.0,,2225000000.0,,,772000000.0,130000000.0,222000000.0,1.34,554199000.0,568000000.0,,,2225000000.0,8.8207,1.34,,0.09372344300109263,0.008719518393440031,,,,,,,0.2701226174578123,,1705451000.0,,124896000.0,2.81,2.81,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2021-12-31,89092000000.0,80598000000.0,8199000000.0,,2124000000.0,,,-546000000.0,-100000000.0,-178000000.0,-0.9299999999999999,-1117636000.0,-1906000000.0,,,2124000000.0,8.8305,-0.9299999999999999,,-0.06659348701061105,-0.006128496385758542,,,,,,,0.25905598243688255,,999000000.0,,164000000.0,1.74,1.74,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2022-06-30,85132000000.0,76581000000.0,8256000000.0,,1953000000.0,,,368000000.0,73000000.0,105000000.0,0.63,559834000.0,1518000000.0,,,1953000000.0,14.1509,0.63,,0.044573643410852716,0.00432269886764084,,,,,,,0.23655523255813954,,1134000000.0,,193000000.0,1.9700000000000002,1.9700000000000002,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2022-09-30,80299000000.0,72016000000.0,7988000000.0,,1416000000.0,,,634000000.0,144000000.0,183000000.0,1.08,563538000.0,2286000000.0,,,1416000000.0,14.2826,1.08,,0.07936905358037055,0.007895490603868044,,,,,,,0.1772658988482724,,1228000000.0,,247000000.0,2.12,2.12,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2022-12-31,78953000000.0,70406000000.0,8252000000.0,,2506000000.0,,,900000000.0,291000000.0,247000000.0,1.53,566004000.0,2311000000.0,,,2506000000.0,14.613,1.53,,0.10906446921958313,0.011399186858004128,,,,,,,0.30368395540475035,,1356000000.0,,408000000.0,2.31,2.31,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2023-03-31,80729000000.0,71834000000.0,8600000000.0,,6484000000.0,,,251000000.0,232000000.0,76000000.0,0.43,571991000.0,-69000000.0,,,6484000000.0,10.0059,0.43,,0.029186046511627907,0.003109167709249464,,,,,,,0.753953488372093,,2153000000.0,,740000000.0,3.6700000000000004,3.6700000000000004,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2023-06-30,85071000000.0,76111000000.0,8665000000.0,,6946000000.0,,,576000000.0,616000000.0,171000000.0,1.0,562188000.0,236000000.0,,,6946000000.0,5.691,1.0,,0.06647432198499711,0.006770814966322249,,,,,,,0.8016156953260243,,2361000000.0,,1283000000.0,4.04,4.04,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2023-09-30,82533000000.0,73740000000.0,8498000000.0,,2507000000.0,,,713000000.0,1091000000.0,223000000.0,1.23,561930000.0,934000000.0,,,2507000000.0,6.0721,1.23,,0.0839020946104966,0.008638968654962258,,,,,,,0.29501059072722996,,2440000000.0,,2230000000.0,4.1899999999999995,4.1899999999999995,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2023-12-31,81661000000.0,72370000000.0,8996000000.0,,2549000000.0,,,-643000000.0,-379000000.0,-258000000.0,-1.12,-1134377000.0,198000000.0,,,2549000000.0,8.8207,-1.12,,-0.07147621164962205,-0.007874015748031496,,,,,,,0.28334815473543795,,897000000.0,,1560000000.0,1.5399999999999994,1.5399999999999994,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2024-03-31,81799000000.0,72626000000.0,8878000000.0,,2703000000.0,,,192000000.0,448000000.0,57000000.0,0.33,557873000.0,838000000.0,,,2703000000.0,9.8008,0.33,,0.021626492453255236,0.002347216958642526,,,,,,,0.30446046406848387,,838000000.0,,1776000000.0,1.4399999999999997,1.4399999999999997,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2024-06-30,82230000000.0,73275000000.0,8660000000.0,,4515000000.0,,,391000000.0,,113000000.0,0.67,552539000.0,688000000.0,,,4515000000.0,12.0664,0.67,,0.04515011547344111,0.004754955612306944,,,,,,,0.5213625866050808,,653000000.0,,,1.1099999999999997,1.1099999999999997,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2024-09-30,82635000000.0,73319000000.0,9021000000.0,,2585000000.0,,,609000000.0,,171000000.0,1.06,547629000.0,1077000000.0,27000000.0,1050000000.0,2585000000.0,10.4186,1.06,,0.067509145327569,0.007369758576874206,,,,,,,0.28655359716217715,,549000000.0,,,0.9399999999999997,0.9399999999999997,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2024-12-31,82152000000.0,73041000000.0,8816000000.0,,3400000000.0,,,-417000000.0,,-130000000.0,-0.7,-1113756000.0,-1335000000.0,17000000.0,-1352000000.0,3400000000.0,13.7768,-0.7,,-0.04730036297640653,-0.005075956763073327,,,,,,,0.3856624319419238,,775000000.0,,,1.3599999999999997,1.3599999999999997,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2025-03-31,81491000000.0,72447000000.0,8749000000.0,,3795000000.0,,,218000000.0,,63000000.0,0.41,523423000.0,349000000.0,9000000.0,340000000.0,3795000000.0,12.2921,0.41,,0.024917133386672764,0.002675142040225301,,,,,,,0.43376385872671164,,801000000.0,,,1.4399999999999997,1.4399999999999997,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2025-06-30,82084000000.0,72827000000.0,8962000000.0,,3461000000.0,,,459000000.0,,127000000.0,0.86,518701000.0,432000000.0,18000000.0,414000000.0,3461000000.0,12.8005,0.86,,0.05121624637357733,0.005591832756688271,,,,,,,0.38618611916982815,,869000000.0,452000000.0,,1.63,1.63,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2025-09-30,83192000000.0,73948000000.0,8949000000.0,,4271000000.0,,,720000000.0,,205000000.0,1.36,515919000.0,232000000.0,26000000.0,206000000.0,4271000000.0,12.7452,1.36,,0.08045591686221924,0.008654678334455237,,,,,,,0.47726002905352555,,980000000.0,-392000000.0,,1.93,1.93,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
2025-12-31,83876000000.0,74734000000.0,8847000000.0,,3254000000.0,,,-415000000.0,,-113000000.0,-0.7599999999999998,-1046936000.0,-385000000.0,-20000000.0,-405000000.0,3254000000.0,11.9839,-0.7599999999999998,,-0.04690855657284956,-0.004947780056273546,,,,,,,0.36780829659771674,,982000000.0,555000000.0,,1.87,1.87,0.6605679,26.56,17.95,3.66561,11888.11,11.5756,1.3302,1.91295
