report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-12-31,86615000000.0,45751000000.0,29453000000.0,53416000000.0,33199000000.0,19335000000.0,0.0,5741000000.0,-56682000000.0,-4771000000.0,-398000000.0,-1945000000.0,-16.02,-6727000000.0,-363000000.0,-7090000000.0,19335000000.0,,17.4664,0.6553,-16.02,-0.14370914786589958,-0.05508283784563875,0.08417134187219928,0.1250838008538866,0.5823970601524142,1.5533561946151495,121867000000.0,4572000000.0,8941000000.0,784000000.0,17.98,17.98,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2021-03-31,95683000000.0,54495000000.0,34749000000.0,61765000000.0,33853000000.0,22534000000.0,,9326000000.0,32385000000.0,1665000000.0,192000000.0,509000000.0,6.71,2505000000.0,204000000.0,2301000000.0,22534000000.0,,18.6489,0.7057,6.71,0.04918323339142764,0.01740121024633425,0.05141269106067624,0.07105141269106068,0.6656426313768351,1.5682465682465683,124631000000.0,4714000000.0,8931000000.0,782000000.0,19.69,19.69,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2021-06-30,96097000000.0,50238000000.0,33794000000.0,61051000000.0,34968000000.0,22217000000.0,175000000.0,5258000000.0,66236000000.0,3458000000.0,397000000.0,1061000000.0,13.95,4188000000.0,489000000.0,3699000000.0,22392000000.0,,22.0941,0.7237,13.95,0.09889041409288492,0.03598447402104124,0.052207258892445194,0.05584576363306963,0.6403568977350721,1.4865952535953129,131982000000.0,4373000000.0,5042000000.0,784000000.0,19.64,19.64,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2021-09-30,98060000000.0,51904000000.0,35162000000.0,62252000000.0,35737000000.0,21761000000.0,175000000.0,5490000000.0,102058000000.0,4967000000.0,598000000.0,1555000000.0,20.09,6692000000.0,747000000.0,5945000000.0,21936000000.0,,16.4723,0.6792,20.09,0.13898760388392983,0.050652661635733225,0.04866840424072586,0.05825119049951988,0.6138176119987688,1.4761390137079802,143997000000.0,5319000000.0,4855000000.0,789000000.0,24.73,24.73,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2021-12-31,97460000000.0,51122000000.0,34885000000.0,61332000000.0,36060000000.0,21157000000.0,275000000.0,4880000000.0,-62040000000.0,-3986000000.0,-389000000.0,-1295000000.0,-16.02,-5021000000.0,-353000000.0,-5374000000.0,21432000000.0,,18.4318,0.8115,-16.02,-0.11053799223516361,-0.04089883028934948,0.06424887169568021,0.08662153449387491,0.594342762063228,1.4654436004013187,138639000000.0,6104000000.0,6571000000.0,798000000.0,24.73,24.73,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2022-06-30,100877000000.0,53655000000.0,39308000000.0,65010000000.0,35812000000.0,21165000000.0,175000000.0,6456000000.0,76727000000.0,3458000000.0,409000000.0,1024000000.0,14.18,4993000000.0,549000000.0,4444000000.0,21340000000.0,,19.0601,0.7801,14.18,0.0965598123534011,0.03427936992575116,0.045068880576589726,0.057919637155108374,0.5958896459287389,1.364989315152132,182981000000.0,7897000000.0,8714000000.0,1015000000.0,32.2,32.2,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2022-09-30,103026000000.0,55603000000.0,41287000000.0,66983000000.0,35991000000.0,21258000000.0,265000000.0,8872000000.0,116666000000.0,5076000000.0,622000000.0,1557000000.0,20.0,9917000000.0,854000000.0,9063000000.0,21523000000.0,,17.5467,0.7114,20.0,0.14103525881470366,0.049269116533690524,0.043508820050400285,0.07768330104743455,0.5980106137645522,1.3467435270181898,233411000000.0,9515000000.0,14078000000.0,1240000000.0,38.25,38.25,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2022-12-31,102772000000.0,55617000000.0,39696000000.0,66378000000.0,36307000000.0,22349000000.0,265000000.0,7387000000.0,156595000000.0,6025000000.0,851000000.0,1750000000.0,24.0,8399000000.0,1152000000.0,7247000000.0,22614000000.0,,20.3338,0.7823,24.0,0.16594596083399896,0.0586249172926478,0.038475047096012,0.046278616814074525,0.6228550968132867,1.4010731559854896,287948000000.0,10573000000.0,15380000000.0,1493000000.0,42.16,42.16,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2023-06-30,109168000000.0,59743000000.0,41571000000.0,70856000000.0,38205000000.0,24859000000.0,265000000.0,9991000000.0,85844000000.0,3842000000.0,512000000.0,1200000000.0,16.0,8419000000.0,651000000.0,7768000000.0,25124000000.0,,16.4334,0.6356,16.0,0.10056275356628713,0.0351934632859446,0.04475560318717674,0.09048972554866969,0.6576102604371156,1.4371316542782229,435832000000.0,18401000000.0,28522000000.0,2394000000.0,74.17999999999999,74.17999999999999,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2023-09-30,110478000000.0,61185000000.0,43337000000.0,71939000000.0,38423000000.0,24045000000.0,0.0,10919000000.0,128693000000.0,5131000000.0,771000000.0,1554000000.0,21.0,11032000000.0,970000000.0,10062000000.0,24045000000.0,,17.0608,0.6152,21.0,0.13353980688650027,0.046443635836999224,0.039870078403642775,0.07818607072645754,0.62579704864274,1.4118420749013545,487798000000.0,20074000000.0,34140000000.0,2756000000.0,81.0,81.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2023-12-31,108928000000.0,60029000000.0,41791000000.0,69523000000.0,39306000000.0,23246000000.0,225000000.0,6526000000.0,171340000000.0,5987000000.0,1030000000.0,1724000000.0,25.0,8061000000.0,1296000000.0,6765000000.0,23471000000.0,,18.5063,0.6467,25.0,0.1523177123085534,0.054962911280846065,0.034942220147075986,0.03948289949807401,0.5971352974100647,1.4364097532961642,542472000000.0,20985000000.0,31842000000.0,3164000000.0,86.0,86.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2024-03-31,111894000000.0,60948000000.0,44334000000.0,71184000000.0,40608000000.0,21976000000.0,1575000000.0,6226000000.0,42577000000.0,2246000000.0,265000000.0,690000000.0,9.0,1978000000.0,279000000.0,1699000000.0,23551000000.0,,19.2231,0.6989,9.0,0.05530929866036249,0.02007256868107316,0.052751485543838225,0.03990417361486248,0.5799596138691884,1.3747462444173773,428454000000.0,17206000000.0,26294000000.0,2578000000.0,71.0,71.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2024-06-30,112988000000.0,62274000000.0,41813000000.0,70691000000.0,42191000000.0,24561000000.0,225000000.0,6497000000.0,86463000000.0,4546000000.0,,1375000000.0,19.0,2425000000.0,602000000.0,1823000000.0,24786000000.0,,18.5681,0.7235,19.0,0.10774809793557867,0.04023436117109781,0.05257740305101604,0.021084163168060326,0.5874712616434785,1.4893454188888624,429073000000.0,17910000000.0,20349000000.0,,74.0,74.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2024-09-30,116533000000.0,62846000000.0,42033000000.0,72654000000.0,43775000000.0,24688000000.0,360000000.0,7866000000.0,131569000000.0,5562000000.0,,1740000000.0,23.0,5102000000.0,934000000.0,4168000000.0,25048000000.0,,18.7879,0.6929,23.0,0.12705882352941175,0.047728969476457314,0.04227439594433339,0.031679194947138,0.5721987435750999,1.4951585658887065,431949000000.0,18341000000.0,14455000000.0,,76.0,76.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2024-12-31,116889000000.0,58942000000.0,40581000000.0,75463000000.0,41315000000.0,29218000000.0,365000000.0,8288000000.0,-83598000000.0,-6374000000.0,,-1872000000.0,-26.0,-3697000000.0,-559000000.0,-4256000000.0,29583000000.0,,14.3071,0.4839,-26.0,-0.1542781072249788,-0.05453036641600151,0.07624584320199047,0.05091030885906361,0.7160353382548711,1.4524531184544491,177011000000.0,5980000000.0,3434000000.0,,25.000000000000004,25.000000000000004,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2025-03-31,119717000000.0,61121000000.0,42698000000.0,77097000000.0,42503000000.0,28110000000.0,250000000.0,7500000000.0,48891000000.0,2183000000.0,,613000000.0,9.0,1017000000.0,196000000.0,821000000.0,28360000000.0,,16.6418,0.5377,9.0,0.051361080394325104,0.018234670096978708,0.04465034464420854,0.016792456689370232,0.667247017857563,1.4314722001030493,183325000000.0,5917000000.0,2556000000.0,,25.0,25.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
