report_date,total_assets,current_assets,current_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-11-01,7149000000.0,2849000000.0,1799000000.0,-434000000.0,4759000000.0,,745000000.0,7385000000.0,2973000000.0,996000000.0,477000000.0,246000000.0,279000000.0,1600000.0,370000000.0,585000000.0,327000000.0,-215000000.0,4759000000.0,,21.9006,1.8904,1600000.0,1323000000.0,-1.099078341013825,0.06672261854804867,0.06459038591740014,0.4025727826675694,0.13486797562626945,0.13932018464120857,0.23028901734104046,-0.02911306702775897,0.1791469194312796,-10.965437788018432,1.583657587548638,21797000000.0,1392000000.0,2924000000.0,8768000000.0,-986000000.0,3879000000.0,728000000.0,4690000.0,4690000.0,1.2268625934519206,4.016483516483516,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2015-01-31,7544000000.0,3232000000.0,1679000000.0,18000000.0,4765000000.0,,1681000000.0,-3388000000.0,-1173000000.0,-91000000.0,63000000.0,-172000000.0,11000000.0,-3289997.0,1059000000.0,-369000000.0,-218000000.0,690000000.0,4765000000.0,1.9053,23.8331,2.1682,-3289997.0,-309000000.0,3.5,0.00835100742311771,-0.01859504132231405,0.3462219598583235,0.026859504132231406,-0.012062566277836691,-0.019025716077775454,-0.20365997638724911,0.09120425029515938,264.72222222222223,1.9249553305539011,11454000000.0,1042000000.0,1953000000.0,4808000000.0,333000000.0,2391000000.0,324000000.0,3.0,3.0,1.9928900041823505,6.027777777777778,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2015-05-02,6638000000.0,2318000000.0,1391000000.0,-607000000.0,4760000000.0,,649000000.0,2512000000.0,1056000000.0,372000000.0,250000000.0,80000000.0,119000000.0,840000.0,-156000000.0,132000000.0,111000000.0,-288000000.0,4760000000.0,,23.3352,2.2882,840000.0,483000000.0,-0.41186161449752884,0.03766194636938837,0.09952229299363058,0.42038216560509556,0.1480891719745223,0.056040976197649896,0.0895738020707922,-0.11464968152866242,0.19227707006369427,-7.841845140032949,1.6664270309130123,11575000000.0,1135000000.0,1989000000.0,4882000000.0,284000000.0,2428000000.0,320000000.0,310003.0,310003.0,1.9604612850082372,6.215625,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2015-08-01,6804000000.0,2498000000.0,1570000000.0,-648000000.0,4759000000.0,,780000000.0,5277000000.0,2170000000.0,775000000.0,453000000.0,158000000.0,240000000.0,1.0,375000000.0,358000000.0,224000000.0,17000000.0,4759000000.0,,20.8848,2.0571,1.0,999000000.0,-0.6990740740740741,0.06657848324514991,0.08584422967595225,0.41121849535721056,0.14686374834186092,0.11390358612580835,0.18851860861104355,0.0032215273829827554,0.1893121091529278,-7.344135802469136,1.5910828025477708,11786000000.0,1243000000.0,2052000000.0,5026000000.0,204000000.0,2496000000.0,312000000.0,-849996.0,-849996.0,1.906650641025641,6.576923076923077,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2015-10-31,7969000000.0,3564000000.0,1728000000.0,-658000000.0,5762000000.0,4000000.0,1311000000.0,7759000000.0,3201000000.0,1114000000.0,617000000.0,237000000.0,335000000.0,2.0,262000000.0,603000000.0,335000000.0,-341000000.0,5766000000.0,,23.7146,2.3679,2.0,1449000000.0,-0.9376899696048632,0.07742502196009537,0.07952055677278,0.41255316406753445,0.14357520299007603,0.13979169280963735,0.21808927173061865,-0.0439489624951669,0.18675086995746876,-8.7629179331307,2.0625,12160000000.0,1383000000.0,2170000000.0,5254000000.0,78000000.0,2622000000.0,303000000.0,-2449994.0,-2449994.0,2.19908466819222,7.161716171617162,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2016-01-30,8493000000.0,4156000000.0,1875000000.0,-259000000.0,5715000000.0,,2548000000.0,-3394000000.0,-1223000000.0,-69000000.0,-67000000.0,-141000000.0,-13000000.0,-839999.0,1388000000.0,-366000000.0,-213000000.0,1022000000.0,5715000000.0,2.2165,22.3225,2.2995,-839999.0,-282000000.0,0.25868725868725867,-0.007888849640880725,0.019740718915733646,0.3603417796110784,0.020329994107248086,-0.008124337689862239,-0.012646627565982404,-0.30111962286387745,0.08308780200353565,-22.065637065637066,2.2165333333333335,12154000000.0,1253000000.0,2192000000.0,5204000000.0,410000000.0,2649000000.0,334000000.0,4.0,4.0,2.157417893544734,6.562874251497006,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2016-04-30,7426000000.0,2991000000.0,1605000000.0,-1087000000.0,5718000000.0,8000000.0,1267000000.0,2614000000.0,1043000000.0,323000000.0,152000000.0,97000000.0,81000000.0,0.0,-114000000.0,187000000.0,121000000.0,-301000000.0,5726000000.0,,19.7819,1.8626,0.0,444000000.0,-0.13983440662373506,0.020468623754376514,0.05814843152257077,0.3990053557765876,0.12356541698546289,0.043495825478050094,0.06962707480060358,-0.11514919663351186,0.16985462892119357,-5.267709291628335,1.8635514018691588,12256000000.0,1155000000.0,2143000000.0,5191000000.0,397000000.0,2610000000.0,351000000.0,-839996.0,-839996.0,2.1938697318007665,6.105413105413105,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2016-07-30,7541000000.0,2960000000.0,1819000000.0,-1130000000.0,5706000000.0,13000000.0,1273000000.0,5504000000.0,2156000000.0,732000000.0,405000000.0,199000000.0,208000000.0,1.0,421000000.0,497000000.0,245000000.0,-76000000.0,5719000000.0,,17.7611,1.7272,1.0,977000000.0,-0.3584070796460177,0.053706404986076116,0.07358284883720931,0.39171511627906974,0.13299418604651161,0.09706935419705609,0.15951187622575724,-0.013808139534883721,0.17750726744186046,-5.0610619469026545,1.6272677295217153,12483000000.0,1107000000.0,2100000000.0,5177000000.0,304000000.0,2588000000.0,392000000.0,-839996.0,-839996.0,2.2098145285935087,5.357142857142857,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2016-10-29,7663000000.0,2886000000.0,2007000000.0,-1190000000.0,5701000000.0,23000000.0,654000000.0,8085000000.0,3181000000.0,1015000000.0,526000000.0,295000000.0,277000000.0,1.0,316000000.0,825000000.0,378000000.0,-509000000.0,5724000000.0,,17.7662,1.6542,1.0,1393000000.0,-0.44201680672268906,0.06864152420722955,0.06505875077303648,0.3934446505875077,0.12554112554112554,0.13245465222497715,0.2238641376268196,-0.0629560915275201,0.1722943722943723,-4.810084033613445,1.43796711509716,12809000000.0,1016000000.0,2001000000.0,5157000000.0,136000000.0,2532000000.0,450000000.0,-839997.0,-839997.0,2.2606635071090047,4.446666666666666,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2017-01-28,8170000000.0,3465000000.0,2014000000.0,-729000000.0,5700000000.0,36000000.0,1934000000.0,-3629000000.0,-1255000000.0,-67000000.0,75000000.0,-197000000.0,-28000000.0,1.0,1267000000.0,-519000000.0,,748000000.0,5736000000.0,1.7205,14.4978,1.3352,1.0,-67000000.0,-0.102880658436214,0.009179926560587515,-0.020666850372003307,0.3458252962248553,0.018462386332322955,-0.008200734394124847,-0.013381266227281806,-0.20611738771011298,0.018462386332322955,-7.868312757201646,1.7204568023833169,12574000000.0,1158000000.0,2003000000.0,5125000000.0,-138000000.0,2747000000.0,394000000.0,3.0,3.0,2.0880961048416453,5.083756345177665,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2017-04-29,7882000000.0,3152000000.0,1831000000.0,-836000000.0,5702000000.0,44000000.0,1555000000.0,2437000000.0,903000000.0,209000000.0,94000000.0,101000000.0,24000000.0,0.0,7000000.0,165000000.0,,-158000000.0,5746000000.0,,13.4404,1.1926,0.0,209000000.0,-0.11244019138755981,0.011925907130170008,0.03857201477226098,0.3705375461633156,0.08576118178087813,0.026516112661760974,0.042566191446028516,-0.06483381206401313,0.08576118178087813,-6.873205741626794,1.7214636810486073,12397000000.0,1100000000.0,1889000000.0,4985000000.0,5000000.0,2512000000.0,398000000.0,3.0,3.0,2.287420382165605,4.7462311557788945,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2017-07-29,7763000000.0,2957000000.0,1758000000.0,-914000000.0,5704000000.0,64000000.0,1360000000.0,5192000000.0,1931000000.0,510000000.0,233000000.0,201000000.0,103000000.0,0.0,221000000.0,372000000.0,,-151000000.0,5768000000.0,,13.482,1.0852,0.0,510000000.0,-0.2549234135667396,0.030014169779724334,0.04487673343605547,0.37191833590138673,0.09822804314329737,0.06569625144918202,0.10506798516687268,-0.02908320493066256,0.09822804314329737,-6.310722100656455,1.6820250284414107,12085000000.0,928000000.0,1667000000.0,4760000000.0,-70000000.0,2045000000.0,400000000.0,2.0,2.0,2.8205378973105133,4.1675,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2017-10-28,7816000000.0,2930000000.0,2019000000.0,-1121000000.0,5705000000.0,80000000.0,735000000.0,7809000000.0,2919000000.0,742000000.0,319000000.0,300000000.0,151000000.0,1.0,138000000.0,599000000.0,,-461000000.0,5785000000.0,,12.7835,0.9885,1.0,742000000.0,-0.28456735057983945,0.04081371545547595,0.0408503009348188,0.37379946215904725,0.09501856831860674,0.09493346980552712,0.1590909090909091,-0.05903444743244974,0.09501856831860674,-5.16057091882248,1.4512134720158494,11809000000.0,721000000.0,1394000000.0,4498000000.0,-22000000.0,1394000000.0,405000000.0,2.0,2.0,4.149928263988523,3.4419753086419753,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2018-02-03,8149000000.0,3293000000.0,2031000000.0,-753000000.0,5707000000.0,87000000.0,1515000000.0,-2806000000.0,-794000000.0,267000000.0,337000000.0,-196000000.0,51000000.0,2.0,1040000000.0,-429000000.0,,611000000.0,5794000000.0,1.6214,13.2059,1.0276,2.0,267000000.0,-0.44754316069057104,0.041354767456129586,-0.12009978617248752,0.28296507483962935,-0.09515324305060585,0.032764756411829674,0.05296568141241817,-0.21774768353528154,-0.09515324305060585,-7.694555112881806,1.6213687838503201,12632000000.0,983000000.0,1728000000.0,4959000000.0,-159000000.0,1728000000.0,406000000.0,3.0,3.0,3.353009259259259,4.25615763546798,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2018-05-05,7749000000.0,2890000000.0,1858000000.0,-971000000.0,5719000000.0,89000000.0,1032000000.0,2626000000.0,944000000.0,155000000.0,48000000.0,98000000.0,11000000.0,0.0,-79000000.0,160000000.0,,-239000000.0,5808000000.0,,10.1256,0.74,0.0,155000000.0,-0.04943357363542739,0.006194347657762292,0.01827875095201828,0.3594821020563595,0.059025133282559025,0.020002580978190736,0.03204465577837502,-0.09101294744859101,0.059025133282559025,-5.981462409886714,1.5554359526372443,12821000000.0,937000000.0,1674000000.0,5000000000.0,-240000000.0,1674000000.0,403000000.0,3.0,3.0,3.4695340501792113,4.153846153846154,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2018-08-04,7620000000.0,2715000000.0,1856000000.0,-1124000000.0,5712000000.0,65000000.0,843000000.0,5610000000.0,2003000000.0,383000000.0,147000000.0,196000000.0,41000000.0,0.0,212000000.0,345000000.0,,-133000000.0,5777000000.0,,9.9602,0.6846,0.0,383000000.0,-0.1307829181494662,0.019291338582677165,0.026203208556149733,0.3570409982174688,0.06827094474153297,0.05026246719160105,0.08231248656780572,-0.023707664884135473,0.06827094474153297,-5.139679715302491,1.462823275862069,13239000000.0,851000000.0,1547000000.0,5072000000.0,-222000000.0,1547000000.0,398000000.0,3.0,3.0,3.7343244990303814,3.886934673366834,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2018-11-03,7829000000.0,2933000000.0,2142000000.0,-1314000000.0,5814000000.0,56000000.0,348000000.0,8385000000.0,2931000000.0,437000000.0,104000000.0,292000000.0,42000000.0,0.0,13000000.0,561000000.0,,-548000000.0,5870000000.0,,12.2632,0.7131,0.0,437000000.0,-0.0791476407914764,0.013283944309618087,0.012403100775193798,0.34955277280858676,0.052116875372689324,0.05581811214714523,0.09591747146619842,-0.06535480023852117,0.052116875372689324,-4.467275494672755,1.369281045751634,13815000000.0,636000000.0,1242000000.0,5084000000.0,-309000000.0,1242000000.0,390000000.0,2.0,2.0,4.726247987117552,3.1846153846153844,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2019-02-02,8090000000.0,3260000000.0,1986000000.0,-869000000.0,5739000000.0,72000000.0,1413000000.0,-3384000000.0,-979000000.0,262000000.0,345000000.0,-201000000.0,119000000.0,2.0,1231000000.0,-437000000.0,,794000000.0,5811000000.0,1.6415,11.5518,0.562,2.0,262000000.0,-0.3970080552359033,0.04264524103831891,-0.10195035460992907,0.28930260047281325,-0.07742316784869976,0.03238566131025958,0.05301497369486038,-0.23463356973995272,-0.07742316784869976,-6.686996547756041,1.6414904330312186,13237000000.0,644000000.0,1237000000.0,4899000000.0,-126000000.0,1237000000.0,385000000.0,2.0,2.0,4.69765561843169,3.212987012987013,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2019-08-03,10618000000.0,2653000000.0,2216000000.0,-933000000.0,5475000000.0,75000000.0,853000000.0,5530000000.0,1916000000.0,328000000.0,78000000.0,194000000.0,25000000.0,0.0,162000000.0,244000000.0,,-82000000.0,5550000000.0,,11.4237,0.4992,0.0,328000000.0,-0.08360128617363344,0.007346016198907516,0.014104882459312839,0.34647377938517177,0.0593128390596745,0.03089093991335468,0.07104180203595409,-0.014828209764918625,0.0593128390596745,-5.948553054662379,1.1972021660649819,16141000000.0,674000000.0,1410000000.0,5871000000.0,31000000.0,1410000000.0,481000000.0,2.0,2.0,3.9361702127659575,2.9313929313929314,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2019-11-02,10630000000.0,2926000000.0,2543000000.0,-1242000000.0,5477000000.0,75000000.0,340000000.0,8207000000.0,2657000000.0,177000000.0,-174000000.0,286000000.0,-1000000.0,0.0,-90000000.0,392000000.0,,-482000000.0,5552000000.0,,13.2305,0.3708,0.0,177000000.0,0.14009661835748793,-0.016368767638758233,-0.02120141342756184,0.3237480199829414,0.02156695503838187,0.016650987770460958,0.04106728538283062,-0.05873035213841842,0.02156695503838187,-4.4702093397745575,1.150609516319308,18738000000.0,353000000.0,1204000000.0,6525000000.0,-318000000.0,1204000000.0,571000000.0,2.0,2.0,4.6112956810631225,2.1085814360770576,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2020-02-01,10125000000.0,3245000000.0,2372000000.0,-1499000000.0,5487000000.0,61000000.0,1499000000.0,12914000000.0,4450000000.0,258000000.0,-366000000.0,378000000.0,185000000.0,-1.0,1236000000.0,458000000.0,,778000000.0,5548000000.0,1.368,,1.1478,-1.0,258000000.0,0.24416277518345564,-0.03614814814814815,-0.028341334985287285,0.3445872696298591,0.01997831810438284,0.02548148148148148,0.06371943689799951,0.060244695679107944,0.01997831810438284,-3.7011340893929288,1.368043844856661,23267000000.0,-117000000.0,1025000000.0,8044000000.0,1008000000.0,1025000000.0,657000000.0,1.0,1.0,5.412682926829269,1.5601217656012176,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2020-05-02,9439000000.0,2849000000.0,2683000000.0,-1861000000.0,5034000000.0,468000000.0,957000000.0,1654000000.0,288000000.0,-318000000.0,-297000000.0,97000000.0,-115000000.0,-1.0,-342000000.0,55000000.0,,-397000000.0,5502000000.0,,,0.7516,-1.0,-318000000.0,0.1595916174099946,-0.03146519758448988,-0.1795646916565901,0.17412333736396615,-0.19226118500604594,-0.03369000953490836,-0.0873386432298819,-0.2400241837968561,-0.19226118500604594,-2.956475013433638,1.0618710398807305,28305000000.0,-759000000.0,445000000.0,9311000000.0,-183000000.0,445000000.0,955000000.0,-2.0,-2.0,12.364044943820225,0.46596858638743455,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2020-08-01,10880000000.0,4505000000.0,3433000000.0,-1908000000.0,6269000000.0,460000000.0,2611000000.0,3974000000.0,1000000000.0,-274000000.0,-346000000.0,201000000.0,-126000000.0,-1.0,286000000.0,124000000.0,,162000000.0,6729000000.0,,,3.5876,-1.0,-274000000.0,0.18134171907756813,-0.03180147058823529,-0.08706592853548062,0.25163563160543534,-0.06894816305988928,-0.025183823529411765,-0.05683468160132753,0.04076497232008052,-0.06894816305988928,-3.5267295597484276,1.3122633265365569,26749000000.0,-1183000000.0,-157000000.0,8395000000.0,61000000.0,-157000000.0,962000000.0,-3.0,-3.0,-42.859872611464965,-0.1632016632016632,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2020-10-31,11161000000.0,4927000000.0,3330000000.0,-1568000000.0,6451000000.0,11000000.0,2622000000.0,7029000000.0,2360000000.0,307000000.0,-16000000.0,322000000.0,-47000000.0,0.0,706000000.0,200000000.0,,506000000.0,6462000000.0,,,10.0503,0.0,307000000.0,0.01020408163265306,-0.0014335633007795,-0.0022762839664248113,0.3357518850476597,0.04367619860577607,0.027506495833706658,0.06272987331426236,0.07198748043818466,0.04367619860577607,-4.121173469387755,1.4795795795795796,25571000000.0,-1025000000.0,-27000000.0,8098000000.0,1049000000.0,-27000000.0,998000000.0,-3.0,-3.0,-239.33333333333334,-0.027054108216432865,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2021-01-30,11571000000.0,5579000000.0,2826000000.0,-662000000.0,6366000000.0,0.0,3903000000.0,-810000000.0,1019000000.0,1865000000.0,1503000000.0,-182000000.0,536000000.0,5.0,1389000000.0,-151000000.0,,1238000000.0,6366000000.0,1.9742,13.7934,1.8094,5.0,1865000000.0,-2.270392749244713,0.12989369976665802,-1.8555555555555556,-1.2580246913580246,-2.302469135802469,0.16117880909169474,0.3269635343618513,-1.528395061728395,-2.302469135802469,-9.61631419939577,1.9741684359518754,11847000000.0,844000000.0,1580000000.0,4667000000.0,1509000000.0,1580000000.0,438000000.0,3.0,3.0,4.029113924050633,3.6073059360730593,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2021-07-31,10392000000.0,4514000000.0,2625000000.0,-1189000000.0,5938000000.0,0.0,1988000000.0,6341000000.0,2912000000.0,1171000000.0,651000000.0,212000000.0,202000000.0,2.31,573000000.0,178000000.0,,395000000.0,5938000000.0,,11.4868,2.7866,2.31,1171000000.0,-0.5475189234650967,0.06264434180138569,0.10266519476423278,0.4592335593754928,0.18467118750985648,0.11268283294842187,0.24657822699515689,0.0622930137202334,0.18467118750985648,-4.994112699747687,1.7196190476190476,16534000000.0,1792000000.0,3069000000.0,7291000000.0,2301000000.0,3069000000.0,553000000.0,6.3100000000000005,6.3100000000000005,1.934832192896709,5.549728752260398,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2021-10-30,6031000000.0,2985000000.0,1435000000.0,-1676000000.0,4852000000.0,,1441000000.0,4854000000.0,2409000000.0,1130000000.0,739000000.0,301000000.0,150000000.0,2.67,447000000.0,241000000.0,,206000000.0,4852000000.0,,11.8447,2.5013,2.67,1130000000.0,-0.44093078758949883,0.12253357652130659,0.1522455706633704,0.496291718170581,0.23279769262463948,0.18736527938981926,0.35579345088161207,0.042439225381128966,0.23279769262463948,-2.8949880668257757,2.0801393728222997,17414000000.0,2877000000.0,4473000000.0,8700000000.0,2345000000.0,4473000000.0,653000000.0,9.98,9.98,1.0847306058573665,6.849923430321593,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
