report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-06-30,511505000000.0,474358000000.0,37147000000.0,,,47651000000.0,9772000000.0,,2897000000.0,3060000000.0,904000000.0,1.0,1834000000.0,4561000000.0,398000000.0,,4163000000.0,0.0,,14.9832,4.1145,1.0,,0.07798745524537648,0.005663678751918358,0.29645927138763817,,,,0.4260130986492018,,0.0,21213000000.0,7086000000.0,16275000000.0,5413000000.0,1.7900000000000003,1.7900000000000003,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2023-09-30,475204000000.0,437420000000.0,37784000000.0,,,33251000000.0,14378000000.0,,4022000000.0,4851000000.0,1162000000.0,2.0,1832000000.0,-450000000.0,637000000.0,,-1087000000.0,0.0,,16.2806,3.8186,2.0,,0.10644717340673301,0.008463733470256984,0.27973292530254557,,,,-0.07560161357629712,,0.0,20326000000.0,5893000000.0,11793000000.0,9531000000.0,1.7900000000000003,1.7900000000000003,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2023-12-31,493178000000.0,452220000000.0,40958000000.0,,,43337000000.0,-10429000000.0,,-3455000000.0,-2473000000.0,-1262000000.0,-1.0,-3677000000.0,5699000000.0,-494000000.0,,5205000000.0,0.0,0.2441,24.7575,4.9154,-1.0,,-0.08435470481957127,-0.0070055841906978816,0.33128775529772747,,,,-0.49908907853101925,,0.0,18837000000.0,5067000000.0,17899000000.0,6684000000.0,2.0,2.0,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2024-03-31,468784000000.0,426372000000.0,42412000000.0,,,31752000000.0,4740000000.0,,1362000000.0,1708000000.0,436000000.0,0.0,1831000000.0,-1349000000.0,149000000.0,,-1498000000.0,0.0,,26.6335,5.0195,0.0,,0.0321135527680845,0.002905389262432165,0.2873417721518987,,,,-0.3160337552742616,,0.0,18461000000.0,4826000000.0,6783000000.0,7146000000.0,2.0,2.0,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2024-06-30,449675000000.0,405722000000.0,43953000000.0,,,25350000000.0,9430000000.0,,2694000000.0,3367000000.0,851000000.0,1.0,1832000000.0,-5601000000.0,238000000.0,,-5839000000.0,0.0,,27.5955,5.2666,1.0,,0.06129274452255819,0.005990993495302163,0.2856839872746554,,,,-0.6191940615058324,,0.0,18119000000.0,4623000000.0,-3219000000.0,7453000000.0,2.0,2.0,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2024-09-30,466055000000.0,418840000000.0,47215000000.0,,,34850000000.0,14277000000.0,,4102000000.0,5073000000.0,1285000000.0,2.0,1833000000.0,13497000000.0,366000000.0,,13131000000.0,0.0,,23.0347,4.6236,2.0,,0.08687916975537435,0.008801536299363808,0.2873152623100091,,,,0.9197310359319185,,0.0,18018000000.0,4703000000.0,10999000000.0,7675000000.0,2.0,2.0,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2024-12-31,479843000000.0,431468000000.0,48375000000.0,,,42083000000.0,-8841000000.0,,-2216000000.0,,-822000000.0,-1.0,-3662000000.0,-3877000000.0,-133000000.0,,-4010000000.0,0.0,0.3295,22.8003,5.2109,-1.0,,-0.04580878552971576,-0.004618177195457681,0.2506503789164122,,,,0.4535686008370094,,0.0,19606000000.0,5942000000.0,1784000000.0,,2.0,2.0,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2025-03-31,462903000000.0,413392000000.0,49511000000.0,,,35009000000.0,5599000000.0,,1909000000.0,,546000000.0,0.0,1822000000.0,6359000000.0,117000000.0,,6242000000.0,0.0,,21.878,5.4183,0.0,,0.03855708832380683,0.004123974137130241,0.34095374173959636,,,,1.1148419360600108,,0.0,20465000000.0,6489000000.0,9524000000.0,,2.0,2.0,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2025-06-30,458936000000.0,409485000000.0,49451000000.0,,,32195000000.0,11450000000.0,,4035000000.0,,1223000000.0,2.0,1825000000.0,9536000000.0,245000000.0,,9291000000.0,0.0,,22.7627,6.2165,2.0,,0.08159592323714383,0.008792075583523629,0.35240174672489083,,,,0.8114410480349344,,0.0,22485000000.0,7830000000.0,24654000000.0,,3.0,3.0,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2025-09-30,465255000000.0,415871000000.0,49384000000.0,,,30572000000.0,17585000000.0,,6393000000.0,,1886000000.0,3.0,1820000000.0,10074000000.0,390000000.0,,9684000000.0,0.0,,21.0493,6.3816,3.0,,0.12945488417301151,0.013740851790953348,0.3635484788171737,,,,0.5506966164344612,,0.0,25793000000.0,10121000000.0,21207000000.0,,4.0,4.0,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
2025-12-31,490995000000.0,441570000000.0,49425000000.0,,,46030000000.0,-10713000000.0,,-3485000000.0,,-1048000000.0,-1.0,-3658000000.0,-16658000000.0,-204000000.0,,-16862000000.0,0.0,0.3871,20.0558,6.415,-1.0,,-0.07051087506322712,-0.007097831953482215,0.3253057033510688,,,,1.5739755437319145,,0.0,23921000000.0,8852000000.0,8355000000.0,,4.0,4.0,0.9027077,107.5,65.88,8.93232,164304.73,18.5613,3.592,5.9369
