report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-09-30,9772200000.0,4015200000.0,2368300000.0,,2944500000.0,3028300000.0,194100000.0,297100000.0,3489900000.0,1550600000.0,755300000.0,502000000.0,,82300000.0,3.84,,35200000.0,120700000.0,,3222400000.0,,2.9319,27.5513,3.84,876000000.0,0.17048734929529633,0.051370213462679844,0.14384366314221037,0.4443107252356801,0.21642453938508266,0.07729068172980495,0.1224764468371467,,0.2510100575947735,1.0943793513329938,1.6953933201030276,4752200000.0,489700000.0,886700000.0,2112400000.0,,1052900000.0,3.8399999999999994,3.8399999999999994,3.0604995726089848,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2020-12-31,10186400000.0,4375600000.0,2829000000.0,,2961800000.0,2929500000.0,338300000.0,568900000.0,-2503100000.0,-1144300000.0,-703800000.0,-547300000.0,151300000.0,-30000000.0,-4.19,,-6700000.0,-76300000.0,,3267800000.0,1.5467,3.2026,26.9567,-4.19,-780100000.0,-0.18478627861435615,-0.05372850074609283,0.2186488753945108,0.4571531301186529,0.281171347529064,-0.06909212283044058,-0.1129767561320149,,0.31165354959849784,1.1033155513539064,1.5466949452103216,4642100000.0,551500000.0,902200000.0,2052000000.0,,1064900000.0,4.22,4.22,3.0686449431871536,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2021-03-31,10423300000.0,4667100000.0,3380100000.0,10423300000.0,3008600000.0,2631400000.0,974400000.0,416700000.0,1195600000.0,512400000.0,260700000.0,182600000.0,,32200000.000000004,1.4,-294100000.0,25000000.0,42600000.0,-319100000.0,3605800000.0,,3.1072,27.0032,1.4,303300000.0,0.06069268098118726,0.017518444254698607,0.1527266644362663,0.42857142857142855,0.21804951488792237,0.02501127282146729,0.03941400580551524,-0.26689528270324525,0.2536801605888257,1.1984976400983847,1.3807579657406586,4587700000.0,527900000.0,871500000.0,2002900000.0,,1037700000.0,4.040000000000001,4.040000000000001,3.4748000385467863,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2021-06-30,10942100000.0,5197300000.0,3841500000.0,,3110700000.0,2630800000.0,1185800000.0,728500000.0,2437600000.0,1044200000.0,549300000.0,385500000.0,,65600000.0,2.97,,46900000.0,85100000.0,,3816600000.0,,2.9791,25.4855,2.97,634400000.0,0.12392709036551258,0.035230897176958716,0.15814735805710534,0.4283721693468986,0.22534460124712832,0.0502006013470906,0.07929496340565588,,0.26025598949786677,1.2269264152763044,1.3529350514122087,4620000000.0,522800000.0,861500000.0,1962900000.0,,1033600000.0,4.0200000000000005,4.0200000000000005,3.692530959752322,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2021-09-30,10410200000.0,4728200000.0,3427600000.0,,3031400000.0,2631700000.0,762000000.0,341000000.0,3631600000.0,1557000000.0,766300000.0,543400000.0,,74300000.0,4.19,,76400000.0,128500000.0,,3393700000.0,,2.426,19.574,4.19,894800000.0,0.17925710892656857,0.05219880501815527,0.14963101663178766,0.4287366450049565,0.2110089216874105,0.07361049739678392,0.11926662620037043,,0.24639277453464037,1.11951573530382,1.3794491772668922,4761700000.0,564200000.0,872500000.0,1969300000.0,,1052400000.0,4.370000000000001,4.370000000000001,3.2247244393766628,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2021-12-31,10581300000.0,4937600000.0,3520300000.0,,3032500000.0,2731700000.0,440800000.0,516800000.0,-2219600000.0,-941900000.0,-531400000.0,-375000000.0,131100000.0,-80500000.0,-2.8600000000000003,,-48200000.0,-85300000.0,,3172500000.0,1.4356,2.7379,18.7551,-2.8600000000000003,-616700000.0,-0.1236603462489695,-0.03543987978792776,0.1689493602450892,0.42435573977293206,0.2394125067579744,-0.05022067231814616,-0.0856406124093473,,0.2778428545683907,1.0461665292662818,1.402607732295543,5045200000.0,736500000.0,1044900000.0,2171700000.0,,1215800000.0,5.700000000000002,5.700000000000002,2.6093929922684653,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2022-03-31,10904800000.0,5298400000.0,3829300000.0,,3059100000.0,2732400000.0,1040400000.0,365100000.0,1350800000.0,572700000.0,303300000.0,207400000.0,,42300000.0,1.64,,50300000.0,42400000.0,,3772800000.0,,3.1863,21.7652,1.64,345700000.0,0.06779771828315517,0.019019147531362336,0.1535386437666568,0.42397098015990525,0.22453360971276282,0.027813439953048198,0.044394677908049004,,0.2559224163458691,1.2333039129155634,1.3836471417752592,5200400000.0,761300000.0,1087500000.0,2232000000.0,,1258200000.0,5.94,5.94,2.9985693848354793,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2022-06-30,11044200000.0,5517400000.0,3985700000.0,,3108500000.0,2731700000.0,1155100000.0,591500000.0,2803100000.0,1163700000.0,539200000.0,341600000.0,,97000000.0,2.69,,73700000.0,85200000.0,,3886800000.0,,2.4912,19.4613,2.69,624400000.0,0.10989223097957214,0.030930262037992793,0.12186507794941315,0.41514751525097215,0.19235846027612286,0.048822006120859816,0.07708032536131403,,0.2227533801862224,1.2503779958179186,1.3842988684547257,5565900000.0,717400000.0,1077400000.0,2351500000.0,,1248200000.0,5.660000000000001,5.660000000000001,3.1139240506329116,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2022-09-30,10764700000.0,5110600000.0,3632200000.0,,3188200000.0,2732500000.0,826300000.0,363800000.0,4180300000.0,1641200000.0,749800000.0,462600000.0,,133000000.0,3.65,,108400000.0,126600000.0,,3558800000.0,,2.3802,20.3059,3.65,876400000.0,0.14509754720531962,0.042973793974750804,0.11066191421668302,0.3926034016697366,0.17936511733607635,0.06965358997463933,0.11113087298058397,,0.2096500251178145,1.116241139200803,1.4070260448213203,6114600000.0,636600000.0,1060900000.0,2435700000.0,,1229800000.0,5.120000000000001,5.120000000000001,2.8938038705480564,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2022-12-31,11171300000.0,5438600000.0,3799600000.0,,3377900000.0,2733200000.0,540800000.0,572000000.0,-2531900000.0,-1050800000.0,-448000000.0,-275100000.0,151800000.0,-127100000.0,-2.170000000000001,,-90100000.0,-84800000.0,,3274000000.0,1.4314,2.7094,21.3449,-2.170000000000001,-532800000.0,-0.0814411320643003,-0.024625603107964158,0.10865358031517833,0.4150242900588491,0.17694221730716064,-0.04010276333103578,-0.06734917843022295,,0.2104348512974446,0.9692412445602298,1.4313611959153596,5802300000.0,736500000.0,1144300000.0,2326800000.0,,1313700000.0,5.8100000000000005,5.8100000000000005,2.492197609804369,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2023-06-30,11951700000.0,6266800000.0,4352700000.0,,3353000000.0,3022000000.0,1660500000.0,941500000.0,2358800000.0,1014100000.0,436700000.0,226500000.0,,50300000.0,1.8,,75800000.0,92800000.0,,4682500000.0,,2.429,20.9509,1.8,529500000.0,0.06755144646585147,0.01895127889756269,0.09602340172969306,0.42992199423435645,0.18513651008987622,0.03653873507534493,0.05434633812457221,,0.22447854841444803,1.396510587533552,1.4397500402049304,6810300000.0,755600000.0,1277700000.0,2768200000.0,,1497500000.0,5.970000000000001,5.970000000000001,3.1268781302170283,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2023-09-30,10956400000.0,5322300000.0,3446500000.0,,3290900000.0,3022900000.0,1092800000.0,323800000.0,3340700000.0,1395300000.0,537500000.0,223000000.0,,77700000.0,1.77,,108800000.0,138400000.0,,4115700000.0,,1.6403,16.3892,1.77,675900000.0,0.06776261812877936,0.02035340075207185,0.06675247702577304,0.41766695602717996,0.16089442332445295,0.04905808477237049,0.07257041017470904,,0.2023228664651121,1.2506305266036646,1.544262295081967,7347900000.0,637000000.0,1276000000.0,2999800000.0,,1549000000.0,5.05,5.05,2.657004519044545,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2023-12-31,11926200000.0,5129100000.0,3384600000.0,,4410900000.0,3023600000.0,934000000.0,302400000.0,4486800000.0,1831000000.0,555600000.0,1321500000.0,237200000.0,-1119300000.0,10.53,,133900000.0,184300000.0,,3957600000.0,1.5154,1.7532,5.9533,10.53,739900000.0,0.2995987213493845,0.11080645972732303,0.29453062316127304,0.4080859409824374,0.12382990104305965,0.046586507018161694,0.0663918264922029,,0.16490594633146116,0.8972318574440591,1.5154227973763517,7654400000.0,1495900000.0,1081800000.0,3189600000.0,,1412500000.0,11.93,11.93,2.801840707964602,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2024-03-31,11978400000.0,5198000000.0,3552900000.0,,4311500000.0,3024600000.0,1311100000.0,417800000.0,918000000.0,339700000.0,74000000.0,-2700000.0,,-1400000.0,-0.02,,20700000.0,45700000.0,,4335700000.0,,1.9292,6.9817,-0.02,119700000.0,-0.0006262321697784993,-0.00022540573031456623,-0.0029411764705882353,0.37004357298474944,0.08061002178649238,0.006177786682695518,0.008557683411971505,,0.1303921568627451,1.0056128957439405,1.4630302006811338,11104300000.0,1768300000.0,1603800000.0,4580100000.0,,2065000000.0,14.080000000000002,14.080000000000002,2.0996125907990315,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2024-06-30,12130700000.0,5210200000.0,3523100000.0,,4559400000.0,3025800000.0,1153300000.0,471500000.0,1956400000.0,737800000.0,136300000.0,292400000.0,,-304900000.0,2.33,,30600000.0,90000000.0,,4179100000.0,,1.7301,5.0961,2.33,226300000.0,0.06413124533929904,0.024104132490293223,0.14945818850950726,0.3771212430995706,0.06966877939071764,0.011235955056179775,0.015597642616009613,,0.11567164179104478,0.9165899021801114,1.4788680423490677,10701900000.0,1834200000.0,1303400000.0,4303800000.0,,1761800000.0,14.610000000000001,14.610000000000001,2.3720626631853787,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2024-09-30,12218700000.0,5315500000.0,3588400000.0,,4607800000.0,3026800000.0,1043200000.0,416700000.0,3021800000.0,1124200000.0,271900000.0,357400000.0,,-298900000.0,2.85,,46300000.0,133200000.0,,4070000000.0,,1.975,5.6571,2.85,405100000.0,0.07756413038760362,0.02925024757134556,0.11827387649745184,0.37202991594413926,0.0899794824276921,0.022252776481949798,0.031332826292378255,,0.1340591700311073,0.8832848647944789,1.4813008583212575,10383000000.0,1968600000.0,1037800000.0,4032700000.0,,1491000000.0,15.690000000000001,15.690000000000001,2.7297116029510398,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2024-12-31,11653300000.0,4958300000.0,3019200000.0,,4487500000.0,3027900000.0,337400000.0,357300000.0,-1650100000.0,-552800000.0,24300000.0,-306000000.0,,454300000.0,-2.44,,-29700000.0,-92600000.0,,3365300000.0,1.6423,1.4291,17.8321,-2.44,-68300000.0,-0.06818941504178273,-0.026258656346271014,0.18544330646627477,0.33500999939397613,-0.014726380219380643,0.002085246239262698,0.003094437652811736,,0.041391430822374405,0.7499275766016713,1.6422562268150502,4246100000.0,341100000.0,506500000.0,1648900000.0,,682800000.0,2.720000000000002,2.720000000000002,4.9286760398359695,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2025-03-31,11800900000.0,5077600000.0,3305300000.0,,4382000000.0,3027700000.0,975800000.0,315300000.0,791400000.0,316700000.0,58200000.0,-15500000.0,,13500000.0,-0.12,,31600000.0,43700000.0,,4003500000.0,,1.2793,16.0521,-0.12,101900000.0,-0.003537197626654496,-0.0013134591429467244,-0.019585544604498357,0.4001769016932019,0.07354056103108415,0.004931827233516088,0.006940552143581182,,0.12875916098054083,0.9136239160200822,1.536199437267419,4119500000.0,328300000.0,490700000.0,1625900000.0,,665000000.0,2.620000000000002,2.620000000000002,6.0203007518797,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2025-06-30,12297100000.0,5467300000.0,3573100000.0,,4397000000.0,3270000000.0,893300000.0,438200000.0,1841900000.0,723000000.0,184600000.0,51200000.0,,27900000.0,0.41,,46600000.0,87100000.0,,4163300000.0,,1.2622,52.2028,0.41,271700000.0,0.011644302933818513,0.004163583283863675,0.02779738313697812,0.3925294532819371,0.10022259623215159,0.01501166941799286,0.021564664789785404,,0.14751072262337803,0.9468501250852854,1.5301279001427333,4005000000.0,87100000.0,539000000.0,1611100000.0,,710400000.0,0.700000000000002,0.700000000000002,5.860501126126126,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2025-09-30,12078800000.0,5567300000.0,3990600000.0,,3773800000.0,3270500000.0,1271700000.0,497700000.0,2384100000.0,851900000.0,-211700000.0,-518100000.0,,110100000.0,-4.11,,70300000.0,130500000.0,,4542200000.0,,1.1642,,-4.11,-81200000.0,-0.1372886745455509,-0.0428933337748783,-0.21731470995344154,0.3573256155362611,-0.08879661088041609,-0.017526575487631223,-0.025456950456950456,,-0.03405897403632398,1.2036143939795432,1.3951034932090411,3367300000.0,-788400000.0,55400000.0,1338800000.0,,224100000.0,-6.259999999999998,-6.259999999999998,20.26863007585899,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2025-12-31,9687200000.0,4959000000.0,3755300000.0,,2071500000.0,2769800000.0,1305100000.0,584500000.0,-1550000000.0,-608600000.0,-1659400000.0,-1756500000.0,,162700000.0,-14.059999999999999,,-52200000.0,-87700000.0,,4074900000.0,1.3205,0.4997,,-14.059999999999999,-1747100000.0,-0.8479362780593772,-0.18132174415723842,1.133225806451613,0.39264516129032256,1.0705806451612903,-0.1712982079445041,-0.26997917480150985,,1.1271612903225807,1.9671252715423606,1.32053364578063,3467400000.0,-2238900000.0,-1628300000.0,1283000000.0,,-1454700000.0,-17.879999999999995,-17.879999999999995,-2.8011961229119406,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
