report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-01-31,1797211000.0,872284000.0,250195000.0,442623000.0,1354588000.0,,245327000.0,-957297000.0,-345776000.0,-69846000.0,-46658000.0,,-23214000.0,-0.31999999999999984,-290589711.0,74303000.0,-107553000.0,-53925000.0,-33250000.0,0.0,3.4864,26.3168,2.2344,-0.31999999999999984,-123771000.0,-0.03444442147723145,-0.025961336760124437,0.0487393149670374,0.3612003380351135,0.07296168273795907,-0.03886355024535238,-0.05156254152554134,0.03473321236773958,0.12929216324714274,0.0,3.4864165950558563,2794925000.0,237314000.0,374285000.0,1031531000.0,11699000.0,492949000.0,1.62,1.62,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2013-04-30,1869403000.0,954570000.0,250034000.0,443502000.0,1425901000.0,,273464000.0,648177000.0,238809000.0,72966000.0,47058000.0,,25779000.0,0.32,148799056.0,25804000.0,28293000.0,32078000.0,-2489000.0,0.0,,24.2001,2.1083,0.32,105044000.0,0.03300229118290821,0.025172742313990082,0.07260053966740566,0.3684317709514531,0.11257110326346044,0.03903171226321986,0.05117185554957883,-0.0038400004936923094,0.16206067169924265,0.0,3.8177607845333035,2874172000.0,250415000.0,394336000.0,1067861000.0,19946000.0,516965000.0,1.7100000000000002,1.7100000000000002,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2013-07-31,1993695000.0,997538000.0,281131000.0,474612000.0,1519083000.0,,298546000.0,1406701000.0,537052000.0,192283000.0,123421000.0,,68940000.0,0.0,149086292.0,155088000.0,66766000.0,64568000.0,88322000.0,0.0,,23.5539,2.1153,0.0,256851000.0,0.08124704180087593,0.06190565758553841,0.08773790592314927,0.3817812029706384,0.1366907395388217,0.0964455445792862,0.1265783370625568,0.06278661918915249,0.18259104102435414,0.0,3.5483031042467745,3035674000.0,278587000.0,437766000.0,1147920000.0,112505000.0,567871000.0,1.06,1.06,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2013-10-31,2118312000.0,976781000.0,325916000.0,522030000.0,1596282000.0,,194929000.0,2180750000.0,829337000.0,297742000.0,193678000.0,,103956000.0,1.0,149232609.0,210627000.0,128460000.0,97786000.0,82167000.0,0.0,,20.2043,1.8378,1.0,395528000.0,0.12133069219599044,0.09143034642677755,0.08881256448469563,0.38029897970881577,0.13653192708930414,0.1405562542250622,0.18652218091790798,0.03767832167832168,0.1813724636019718,0.0,2.9970329778225064,3278331000.0,317499000.0,493145000.0,1259422000.0,134750000.0,633652000.0,1.0,1.0,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2014-01-31,2221214000.0,994980000.0,331830000.0,527044000.0,1694170000.0,,242058000.0,-1149020000.0,-443856000.0,-136160000.0,-81797000.0,,-53517000.0,-0.32000000000000006,-297892051.0,31636000.0,-37418000.0,-61768000.0,-5782000.0,0.0,2.9988,18.6783,1.7095,-0.32000000000000006,-197928000.0,-0.04828145935767957,-0.036825357664772504,0.07118849106194844,0.38629092618057126,0.11850098344676332,-0.06129981172457944,-0.08036973857405101,0.00503211432351047,0.17225809820542723,0.0,2.9984630684386584,3086608000.0,282360000.0,426831000.0,1161342000.0,162218000.0,559495000.0,0.9999999999999998,0.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2014-04-30,1945265000.0,853030000.0,362100000.0,558860000.0,1386405000.0,,191825000.0,686310000.0,238511000.0,59821000.0,37478000.0,,21999000.0,0.0,145906544.0,,38555000.0,34477000.0,,0.0,,18.8872,1.6495,0.0,94298000.0,0.027032504931820068,0.01926626963421436,0.0546079759875275,0.347526627908671,0.08716323527269018,0.030752108324572744,0.043148286395389514,,0.1373985516748991,0.0,2.355785694559514,3124741000.0,272780000.0,413686000.0,1161044000.0,,548749000.0,0.6799999999999997,0.6799999999999997,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2014-07-31,1904146000.0,791964000.0,368198000.0,568089000.0,1336057000.0,,145273000.0,1497563000.0,541769000.0,164938000.0,104987000.0,,59084000.0,0.0,141978651.0,,106157000.0,68903000.0,,0.0,,18.6434,1.549,0.0,233841000.0,0.07857973125398093,0.05513600322664333,0.07010523096524153,0.3617670842562216,0.11013760355991702,0.08662045872532884,0.12345131981644496,,0.15614768794367917,0.0,2.1509187991243843,3215603000.0,254346000.0,386341000.0,1165761000.0,,525739000.0,0.6799999999999997,0.6799999999999997,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2014-10-31,1988765000.0,898065000.0,409070000.0,610782000.0,1377983000.0,,128191000.0,2312033000.0,825293000.0,241403000.0,152130000.0,,87713000.0,1.0,139946843.0,,175905000.0,103377000.0,,0.0,,16.9285,1.2667,1.0,344780000.0,0.11040049115264847,0.0764947090279646,0.06579923383446516,0.3569555451846924,0.10441157198015773,0.12138337108708168,0.17518576063710511,,0.1491241690754414,0.0,2.195382208423986,3346886000.0,212798000.0,330002000.0,1161717000.0,,474991000.0,0.6799999999999997,0.6799999999999997,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2015-01-31,1888741000.0,809117000.0,353740000.0,560772000.0,1327969000.0,,154558000.0,-1172829000.0,-430643000.0,-100777000.0,-62167000.0,,-37774000.0,0.0,-289639304.0,,-90813000.0,-68647000.0,,0.0,2.2875,19.7327,1.38,0.0,-169424000.0,-0.04681359278718102,-0.032914518189630024,0.05300602219078825,0.3671831102402823,0.08592642235142549,-0.05335670692805419,-0.07588806666420676,,0.14445754666707594,0.0,2.2873211963589077,3323077000.0,232428000.0,365385000.0,1174930000.0,,503495000.0,0.9999999999999998,0.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2015-04-30,1917356000.0,844921000.0,320637000.0,528911000.0,1388445000.0,,176931000.0,739010000.0,246421000.0,53054000.0,32776000.0,,18157000.0,0.0,132836144.0,,31815000.0,35043000.0,,0.0,,23.1313,1.5602,0.0,88097000.0,0.023606264562154065,0.017094373710463785,0.044351226641046806,0.33344744996684755,0.07179063882762074,0.02767039610797369,0.03821109226508792,,0.11920948295692886,0.0,2.6351325642393113,3375777000.0,227726000.0,358618000.0,1182840000.0,,497294000.0,0.9999999999999998,0.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2015-07-31,1907333000.0,839463000.0,353277000.0,676085000.0,1231248000.0,115000000.0,194441000.0,1606470000.0,564526000.0,156805000.0,99617000.0,,54471000.0,0.0,130931093.0,,69337000.0,70848000.0,,115000000.0,,17.9807,1.1893,0.0,227653000.0,0.08090733954491702,0.0522284257651915,0.06200987257776367,0.3514077449314335,0.09760842094779236,0.08221165365460567,0.11647556765172538,,0.14171008484441042,0.09340116694605799,2.3762175290211363,3484684000.0,222356000.0,350485000.0,1205597000.0,,491106000.0,0.9999999999999998,0.9999999999999998,0.23416533294237904,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2015-10-31,1876535000.0,847226000.0,377887000.0,704866000.0,1171669000.0,115000000.0,149597000.0,2431728000.0,852714000.0,237130000.0,151611000.0,,82865000.0,1.0,128506955.0,,109128000.0,106751000.0,,115000000.0,,15.4197,1.0386,1.0,343881000.0,0.12939746634928465,0.08079305741699462,0.062347022364343384,0.3506617516432759,0.09751501812702737,0.1263658817981013,0.18429759324270656,,0.14141425356783324,0.09815058689783548,2.2420088544988315,3604379000.0,221837000.0,346212000.0,1233018000.0,,490207000.0,0.9999999999999998,0.9999999999999998,0.23459477322845246,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2016-01-31,1833301000.0,834361000.0,329231000.0,696074000.0,1137227000.0,150000000.0,265276000.0,-1332074000.0,-461759000.0,-93410000.0,-59515000.0,,-29951000.0,0.0,-266260778.0,,-75330000.0,-69920000.0,,150000000.0,2.5346,12.0248,0.7836,0.0,-163330000.0,-0.052333439146274224,-0.03246329980728751,0.04467844879488677,0.34664665776826215,0.07012373186474626,-0.05095180769551754,-0.07256684329958896,,0.1226133082696607,0.131899787817208,2.5342722890614797,3445134000.0,224489000.0,353579000.0,1201902000.0,,496301000.0,0.9999999999999998,0.9999999999999998,0.30223594149518135,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2016-04-30,1814894000.0,809531000.0,342361000.0,640841000.0,1174053000.0,75000000.0,228144000.0,762577000.0,261891000.0,50483000.0,29562000.0,,19344000.0,0.0,117587009.0,,31111000.0,34844000.0,,75000000.0,,15.8819,1.0132,0.0,85327000.0,0.025179442495355833,0.016288554593271012,0.038765921343025034,0.343428925865847,0.06620052794668604,0.02781594958162846,0.040417019934302224,,0.11189296294013588,0.06388127282158472,2.3645537897131974,3468701000.0,221275000.0,351008000.0,1217372000.0,,493531000.0,0.9999999999999998,0.9999999999999998,0.1519661378920473,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2016-07-31,1874096000.0,859210000.0,357177000.0,629078000.0,1245018000.0,50000000.0,243116000.0,1653145000.0,604402000.0,168695000.0,106477000.0,,61712000.0,0.0,117484131.0,,74403000.0,68393000.0,,50000000.0,,14.9736,0.9923,0.0,237088000.0,0.08552245830983969,0.05681512579931871,0.06440874817393513,0.36560737261401755,0.1020448901941451,0.09001406544808804,0.1302645986387834,,0.1434163367399714,0.04016006194287954,2.405558028652461,3515376000.0,228135000.0,362898000.0,1257248000.0,,502966000.0,0.9999999999999998,0.9999999999999998,0.09941029811160197,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2016-10-31,1885191000.0,890019000.0,405233000.0,637558000.0,1247633000.0,,234886000.0,2515636000.0,904299000.0,239000000.0,153832000.0,,85516000.0,1.0,117453005.0,,112069000.0,101181000.0,,0.0,,17.1429,1.1017,1.0,340181000.0,0.1232990791362524,0.08160021981857542,0.06115034130533988,0.3594713225601796,0.0950057957510546,0.12677760502781946,0.19156274321054348,,0.13522663851209,0.0,2.1963142192269633,3599284000.0,230356000.0,364768000.0,1308833000.0,,499266000.0,0.9999999999999998,0.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2017-01-31,1902637000.0,881397000.0,352928000.0,589553000.0,1313084000.0,,248140000.0,-1385564000.0,-525979000.0,-119651000.0,-71751000.0,,-46593000.0,0.0,-235233028.0,,-73869000.0,-69088000.0,,0.0,2.4976,14.1377,0.87,0.0,-188739000.0,-0.054643114987312315,-0.03771134483351265,0.051784688401257536,0.37961364469631137,0.08635544803415793,-0.06288693008703183,-0.09112212166167587,,0.13621817541448825,0.0,2.4973847356967993,3545794000.0,218120000.0,338527000.0,1244613000.0,,473857000.0,0.9999999999999998,0.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2017-04-30,1928075000.0,924850000.0,353481000.0,595385000.0,1332690000.0,,252484000.0,761190000.0,239780000.0,21036000.0,11938000.0,,9417000.0,0.0,116539305.0,,23541000.0,32136000.0,,0.0,,13.2357,0.7487,0.0,53172000.0,0.008957822149186983,0.006191667855244221,0.015683337931396892,0.315006765722093,0.027635675718283216,0.010910363964057415,0.01578461607725728,,0.06985378157884366,0.0,2.6164065395311207,3544407000.0,200496000.0,309080000.0,1222502000.0,,441702000.0,0.9999999999999998,0.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2017-07-31,1922601000.0,937677000.0,370155000.0,613788000.0,1308813000.0,,276759000.0,1634121000.0,537123000.0,96216000.0,61853000.0,,36418000.0,0.0,115126977.0,,43004000.0,64719000.0,,0.0,,13.0739,0.6432,0.0,160935000.0,0.047258852104922554,0.0321715218082171,0.03785093025547068,0.3286923061388967,0.058879360830685123,0.05004470506360914,0.07351393973012188,,0.09848413917941205,0.0,2.5332009563561213,3525383000.0,155872000.0,236601000.0,1155223000.0,,365549000.0,0.9999999999999998,0.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2017-10-31,1953447000.0,967309000.0,423073000.0,668639000.0,1284808000.0,,234726000.0,2526895000.0,834869000.0,169104000.0,106945000.0,,63332000.0,0.0,113432367.0,,63338000.0,96966000.0,,0.0,,15.7305,0.7571,0.0,266070000.0,0.0832381180690033,0.054746814221220234,0.042322692474360823,0.33039322963558043,0.06692165681597376,0.08656697622203213,0.13161810947627972,,0.10529523387398368,0.0,2.286387928324426,3536642000.0,108985000.0,166705000.0,1085793000.0,,291438000.0,0.0,0.0,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2018-01-31,1952780000.0,978757000.0,360214000.0,651877000.0,1300903000.0,,282220000.0,-1306192000.0,-436265000.0,-26464000.0,-72473000.0,,43936000.0,0.0,-232730725.0,,-46070000.0,-65413000.0,,0.0,2.7174,34.1253,1.0211,0.0,-91877000.0,-0.05570976467884231,-0.03711273159290857,0.0554841860920906,0.3339976052525203,0.02026042113257469,-0.013551961818535626,-0.020342792660175277,,0.07033958254222962,0.0,2.717154247197499,3616014000.0,108263000.0,259892000.0,1175507000.0,,388300000.0,0.0,0.0,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2018-04-30,2051215000.0,1097138000.0,415091000.0,704800000.0,1346415000.0,,313713000.0,855688000.0,280660000.0,53896000.0,41260000.0,,12716000.0,0.0,109743677.0,54115000.0,24634000.0,30464000.0,29481000.0,0.0,,31.8036,1.1794,0.0,84360000.0,0.03064434071218755,0.020114907506039104,0.04821850955020989,0.3279933807649517,0.06298557418124363,0.02627515886925554,0.04002926289442705,0.034452978188311625,0.09858733557090903,0.0,2.643126446971869,3710512000.0,137585000.0,292752000.0,1216387000.0,,419488000.0,0.0,0.0,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2018-07-31,2158535000.0,1201768000.0,429938000.0,714863000.0,1443672000.0,,405727000.0,1848142000.0,636504000.0,170748000.0,134069000.0,,38505000.0,1.0,110091586.0,218802000.0,55642000.0,60158000.0,163160000.0,0.0,,26.7691,1.2615,1.0,230906000.0,0.09286666223352673,0.06211110776522039,0.07254258601341239,0.34440210763025786,0.09238900474097769,0.07910365131906594,0.11827340282280185,0.08828325961966126,0.1249395338669864,0.0,2.7952123329410288,3924533000.0,209801000.0,367284000.0,1315768000.0,,489459000.0,0.9999999999999998,0.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2018-10-31,2197042000.0,1248799000.0,454973000.0,736433000.0,1460609000.0,,329021000.0,2821675000.0,974202000.0,267105000.0,211589000.0,,58577000.0,1.0,110149105.0,270183000.0,89979000.0,89319000.0,180204000.0,0.0,,19.9504,1.0861,1.0,356424000.0,0.14486354664389992,0.09630630638831665,0.0749870201210274,0.3452566294842602,0.09466185864778899,0.12157482651674388,0.1828723498212047,0.06386419414000549,0.12631646096733323,0.0,2.7447760636345455,4219313000.0,314445000.0,465285000.0,1455101000.0,,579813000.0,1.9999999999999998,1.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2019-01-31,2160515000.0,1202756000.0,386644000.0,671417000.0,1489098000.0,,358260000.0,-1574882000.0,-544654000.0,-110436000.0,-88915000.0,,-22248000.0,0.7200000000000002,-220278361.0,-96476000.0,-55331000.0,-61955000.0,-151807000.0,0.0,3.1112,11.4505,0.8637,0.7200000000000002,-172391000.0,-0.05971064362452975,-0.04115453954265534,0.05645819813801923,0.3458379738926472,0.07012334892391937,-0.05111559049578457,-0.07416301680614708,0.09639261862158562,0.10946280419739383,0.0,3.1107582168609884,3950623000.0,298003000.0,381313000.0,1346712000.0,221038000.0,499299000.0,2.7199999999999998,2.7199999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2019-04-30,3251820000.0,1139297000.0,648179000.0,1803849000.0,1447971000.0,,291199000.0,864413000.0,269056000.0,40020000.0,32585000.0,,10115000.0,0.31,105340148.0,25893000.0,37716000.0,27809000.0,-11823000.0,0.0,,10.6464,0.7779,0.31,67829000.0,0.0225039037384036,0.010020542342442079,0.0376961012849182,0.3112586229036352,0.04629731389972155,0.012306954259460856,0.027638675083962318,-0.013677489811004693,0.07846827847336864,0.0,1.7576888482965354,3959348000.0,289328000.0,367437000.0,1335108000.0,179734000.0,482768000.0,3.03,3.03,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2019-07-31,3138045000.0,1000397000.0,626133000.0,1776641000.0,1361404000.0,,162018000.0,1826742000.0,584931000.0,118081000.0,92905000.0,,31354000.0,0.0,102427040.0,61253000.0,116465000.0,55395000.0,-55212000.0,0.0,,9.0831,0.5937,0.0,173476000.0,0.06824205011884789,0.02960601266074897,0.05085830401884886,0.3202044952160732,0.0646402173924944,0.03762884216128194,0.0867347238586048,-0.030224300968609688,0.094964696711413,0.0,1.597738819068792,3937948000.0,248164000.0,314770000.0,1283535000.0,-38638000.0,425338000.0,2.03,2.03,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2019-10-31,3320593000.0,1113013000.0,711052000.0,1890740000.0,1429853000.0,,167070000.0,2814211000.0,906033000.0,193350000.0,148557000.0,,51547000.0,1.0,101147025.0,121402000.0,171121000.0,83617000.0,-49719000.0,0.0,,11.9655,0.7131,1.0,276967000.0,0.10389669427556539,0.04473809346704038,0.05278815270070368,0.3219492070779341,0.06870486967750464,0.05822755152468249,0.13522369082695915,-0.017667118776808134,0.09841728285476818,0.0,1.5653046471987984,3930484000.0,185132000.0,241015000.0,1215366000.0,-268561000.0,345881000.0,2.0300000000000002,2.0300000000000002,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2020-01-31,3315633000.0,1053396000.0,638770000.0,1860278000.0,1455355000.0,,221839000.0,-1521577000.0,-520194000.0,-119526000.0,-105951000.0,,-21392000.0,-0.31000000000000005,-208325536.0,65345000.0,-107869000.0,-54565000.0,-42524000.0,0.0,1.649,14.9209,0.6296,-0.31000000000000005,-174091000.0,-0.072800794307918,-0.031954984161395424,0.0696323616879067,0.34187819610837966,0.07855402651328194,-0.036049224989617365,-0.08212841540380182,0.0279473204445125,0.11441484722758033,0.0,1.649100615244924,3983789000.0,168096000.0,231925000.0,1239826000.0,-159278000.0,344181000.0,0.9999999999999998,0.9999999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2020-04-30,3356204000.0,1176928000.0,663577000.0,2058096000.0,1298108000.0,,588740000.0,588483000.0,11843000.0,-198735000.0,-138442000.0,,-60131000.0,-1.41,97910314.0,-59652000.0,43518000.0,27924000.0,-103170000.0,0.0,,,0.4573,-1.41,-170811000.0,-0.10664906155728184,-0.04124957839273179,-0.23525233524162975,0.020124625520193447,-0.33770729145956635,-0.059214219397867356,-0.15309589032653678,-0.1753151747799002,-0.29025647299922,0.0,1.7736118039051987,3707859000.0,-2931000.0,-6830000.0,982613000.0,-250625000.0,105541000.0,-0.7200000000000002,-0.7200000000000002,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2020-07-31,3425278000.0,1270966000.0,771216000.0,2074685000.0,1350593000.0,120000000.0,662860000.0,1391749000.0,249881000.0,-129316000.0,-104042000.0,,-25645000.0,-1.0,97843796.0,115216000.0,72103000.0,53388000.0,43113000.0,120000000.0,,,0.4557,-1.0,-75928000.0,-0.07703431011414986,-0.030374760822333254,-0.07475629585507157,0.1795445874220136,-0.09291617956973564,-0.03775343198420683,-0.0879345950919119,0.03097756851271314,-0.05455581430272269,0.08884986076486402,1.6480026348001078,3272866000.0,-199878000.0,-254227000.0,647563000.0,-152300000.0,-143863000.0,-1.7200000000000002,-1.7200000000000002,-0.8341269124097231,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
