report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-12-31,53957000000.0,3275000000.0,4239000000.0,53957000000.0,14575000000.0,19645000000.0,584000000.0,129000000.0,537438394.0,,-906000000.0,-589000000.0,-394000000.0,-5000000.0,-0.20999999999999996,-1053000000.0,-1143000000.0,,,20229000000.0,0.7726,23.783,3.0631,-0.20999999999999996,-906000000.0,-0.04041166380789022,-0.010916099857293771,,,-0.01679114850714458,-0.026031490633260546,,,1.3879245283018868,0.7725878744987025,,1473000000.0,2116000000.0,2116000000.0,840000000.0,2.79,2.79,9.560018903591683,2.519047619047619,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2021-03-31,56511000000.0,4315000000.0,4877000000.0,56511000000.0,14700000000.0,21470000000.0,1477000000.0,1039000000.0,538076662.0,,507000000.0,362000000.0,205000000.0,-22000000.0,0.67,539000000.0,-136000000.0,,,22947000000.0,,23.2386,2.9409,0.67,507000000.0,0.024625850340136056,0.006405832492789015,,,0.008971704623878536,0.013467208542513348,,,1.5610204081632653,0.8847652245232726,,1540000000.0,2168000000.0,2168000000.0,846000000.0,3.46,3.46,10.584409594095941,2.562647754137116,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2021-06-30,56779000000.0,4147000000.0,4950000000.0,,14792000000.0,,1745000000.0,538000000.0,538305927.0,,945000000.0,673000000.0,417000000.0,-60000000.0,1.25,539000000.0,489000000.0,,,1745000000.0,,22.6708,2.8032,1.25,945000000.0,0.045497566252028124,0.011852973810739886,,,0.016643477341975025,0.057144584870290865,,,0.11796917252568956,0.8377777777777777,,1631000000.0,2236000000.0,2236000000.0,856000000.0,3.71,3.71,0.7804114490161002,2.6121495327102804,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2021-09-30,57517000000.0,4487000000.0,5764000000.0,,15171000000.0,,1747000000.0,631000000.0,538458952.0,,1770000000.0,1282000000.0,628000000.0,-17000000.0,2.38,539000000.0,1579000000.0,,,1747000000.0,,21.4346,2.602,2.38,1770000000.0,0.08450332871926702,0.02228906236417059,,,0.030773510440391536,0.10462229577964298,,,0.11515391206907917,0.7784524635669674,,1728000000.0,2316000000.0,2316000000.0,856000000.0,4.09,4.09,0.7543177892918825,2.705607476635514,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2021-12-31,57851000000.0,4239000000.0,5046000000.0,,15612000000.0,,1005000000.0,,544025269.0,,-1019000000.0,-720000000.0,-408000000.0,29000000.0,-1.3399999999999999,-1077000000.0,257000000.0,,,1005000000.0,0.8401,22.8355,2.7344,-1.3399999999999999,-1019000000.0,-0.04611837048424289,-0.012445765846744223,,,-0.017614215830322726,-0.061322741770476016,,,0.06437355880092237,0.8400713436385255,,1597000000.0,2203000000.0,2203000000.0,842000000.0,2.96,2.96,0.45619609623241036,2.616389548693587,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2022-03-31,57985000000.0,4022000000.0,5352000000.0,57985000000.0,15732000000.0,21534000000.0,996000000.0,90000000.0,544530987.0,,510000000.0,380000000.0,214000000.0,-50000000.0,0.7,545000000.0,1140000000.0,,,22530000000.0,,24.3336,2.9018,0.7,510000000.0,0.024154589371980676,0.006553418987669225,,,0.00879537811502975,0.013329151638701584,,,1.4321128909229597,0.7514947683109118,,1615000000.0,2206000000.0,2206000000.0,851000000.0,2.99,2.99,10.213055303717136,2.592244418331375,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2022-06-30,59317000000.0,4842000000.0,4865000000.0,,15971000000.0,,136000000.0,335000000.0,546807793.0,,979000000.0,708000000.0,461000000.0,-124000000.0,1.3,546000000.0,1988000000.0,,,136000000.0,,23.615,2.7734,1.3,979000000.0,0.04433034875712229,0.011935869986681728,,,0.016504543385538716,0.0607810268827218,,,0.008515434224531965,0.9952723535457348,,1650000000.0,2240000000.0,2240000000.0,895000000.0,3.04,3.04,0.060714285714285714,2.5027932960893855,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2022-09-30,59975000000.0,5090000000.0,4903000000.0,,16384000000.0,,158000000.0,117000000.0,547006076.0,,1903000000.0,1357000000.0,705000000.0,-80000000.0,2.0,546000000.0,3167000000.0,,,158000000.0,,20.9375,2.413,2.0,1903000000.0,0.08282470703125,0.022626094205919132,,,0.03172988745310546,0.11504050296215694,,,0.0096435546875,1.0381399143381602,,1725000000.0,2373000000.0,2373000000.0,972000000.0,2.66,2.66,0.06658238516645597,2.441358024691358,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2022-12-31,61188000000.0,5144000000.0,6078000000.0,,16675000000.0,,813000000.0,,549578018.0,,-964000000.0,-709000000.0,-427000000.0,119000000.0,-0.8300000000000001,-1090000000.0,-2363000000.0,,,813000000.0,0.8463,22.1012,2.5237,-0.8300000000000001,-964000000.0,-0.04251874062968516,-0.011587239327972804,,,-0.01575472314832974,-0.05512351326623971,,,0.04875562218890555,0.8463310299440605,,1736000000.0,2428000000.0,2428000000.0,953000000.0,3.17,3.17,0.33484349258649093,2.5477439664218258,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2023-03-31,60945000000.0,4253000000.0,5661000000.0,,16818000000.0,,1079000000.0,114000000.0,550222192.0,,573000000.0,418000000.0,253000000.0,-53000000.0,0.0,551000000.0,1537000000.0,,,1079000000.0,,20.9171,2.3892,0.0,573000000.0,0.02485432274943513,0.006858643038805481,,,0.009401919763721388,0.03201653908476281,,,0.0641574503508146,0.751280692457163,,1774000000.0,2491000000.0,2491000000.0,992000000.0,2.4699999999999998,2.4699999999999998,0.43315937374548374,2.5110887096774195,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2023-06-30,61658000000.0,4201000000.0,5231000000.0,,16914000000.0,,544000000.0,275000000.0,551375255.0,,991000000.0,706000000.0,521000000.0,-141000000.0,1.0,551000000.0,2455000000.0,,,544000000.0,,19.7322,2.262,1.0,991000000.0,0.04174056994205983,0.0114502578740796,,,0.016072529112199554,0.05676480696528812,,,0.03216270545110559,0.803096922194609,,1772000000.0,2503000000.0,2503000000.0,1052000000.0,2.17,2.17,0.21733919296843787,2.379277566539924,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2023-09-30,62870000000.0,4402000000.0,5073000000.0,,17309000000.0,,0.0,594000000.0,551662803.0,,1906000000.0,1362000000.0,790000000.0,-101000000.0,2.0,552000000.0,4353000000.0,,,0.0,,17.433,2.0644,2.0,1906000000.0,0.07868738806401294,0.021663750596468904,,,0.03031652616510259,0.11011612455947772,,,0.0,0.8677311255667258,,1777000000.0,2506000000.0,2506000000.0,1137000000.0,2.17,2.17,0.0,2.2040457343887425,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2023-12-31,64079000000.0,4069000000.0,5652000000.0,,17616000000.0,,785000000.0,,554941703.0,,-989000000.0,-715000000.0,-509000000.0,149000000.0,0.20999999999999996,-1102000000.0,-3018000000.0,,,785000000.0,0.7199,19.2902,2.4245,0.20999999999999996,-989000000.0,-0.04058810172570391,-0.011158101718191607,,,-0.015434073565442658,-0.05374707896309983,,,0.04456176203451408,0.7199221514508138,,1771000000.0,2481000000.0,2481000000.0,1055000000.0,3.21,3.21,0.3164046755340588,2.351658767772512,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2024-03-31,65585000000.0,4489000000.0,5210000000.0,,17841000000.0,,463000000.0,501000000.0,555470302.0,,679000000.0,488000000.0,291000000.0,-27000000.0,0.0,556000000.0,1050000000.0,,,463000000.0,,16.0758,2.1656,0.0,679000000.0,0.02735272686508604,0.007440725775710909,,,0.010352977052679728,0.037095716783216784,,,0.025951460119948432,0.8616122840690978,,1841000000.0,2587000000.0,2587000000.0,1093000000.0,3.21,3.21,0.17897178198685737,2.366880146386093,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2024-06-30,67927000000.0,5699000000.0,5900000000.0,,17954000000.0,,802000000.0,1598000000.0,557337051.0,,1128000000.0,790000000.0,610000000.0,-115000000.0,1.0,556000000.0,2240000000.0,,,802000000.0,,15.7527,2.1351,1.0,1128000000.0,0.04400133674947087,0.011630132347961782,,,0.016606062390507458,0.060140754958413305,,,0.04466971148490587,0.9659322033898305,,1925000000.0,2724000000.0,2724000000.0,1182000000.0,3.21,3.21,0.2944199706314244,2.3045685279187818,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2024-09-30,69286000000.0,5469000000.0,5858000000.0,,19352000000.0,,95000000.0,1545000000.0,574101713.0,,2039000000.0,1472000000.0,936000000.0,-105000000.0,2.0,559000000.0,3977000000.0,,,95000000.0,,19.354,2.66,2.0,2039000000.0,0.07606448945845391,0.021245273215368184,,,0.02942874462373351,0.10484907697845426,,,0.004909053327821414,0.9335950836462956,,2035000000.0,2857000000.0,2857000000.0,1328000000.0,3.21,3.21,0.03325166258312916,2.151355421686747,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2024-12-31,70035000000.0,4325000000.0,6459000000.0,,19522000000.0,,695000000.0,,574365598.0,,-1460000000.0,-814000000.0,-582000000.0,-155000000.0,0.43999999999999995,-1108000000.0,-2626000000.0,,,695000000.0,0.6696,20.0273,2.8985,0.43999999999999995,-1460000000.0,-0.041696547484888845,-0.011622760048547155,,,-0.02084671949739416,-0.07221645150121185,,,0.0356008605675648,0.6696082984982196,,1936000000.0,2386000000.0,2386000000.0,1255000000.0,3.44,3.44,0.29128248113998323,1.901195219123506,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2025-03-31,72749000000.0,5368000000.0,6741000000.0,,19804000000.0,,719000000.0,1123000000.0,576547051.0,,677000000.0,483000000.0,332000000.0,-61000000.0,0.0,577000000.0,1028000000.0,,,719000000.0,,21.1164,2.9892,0.0,677000000.0,0.024389012320743284,0.006639266519127411,,,0.009305969841509849,0.03298738001266871,,,0.03630579680872551,0.796321020620086,,1931000000.0,2384000000.0,2384000000.0,1296000000.0,3.44,3.44,0.3015939597315436,1.8395061728395061,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2025-06-30,75337000000.0,5667000000.0,5886000000.0,,20961000000.0,,820000000.0,1454000000.0,591201845.0,,1254000000.0,927000000.0,681000000.0,-121000000.0,1.0,582000000.0,2109000000.0,,,820000000.0,,18.9471,2.8255,1.0,1254000000.0,0.04422498926577931,0.012304710832658588,,,0.01664520753414657,0.05757311418208531,,,0.039120270979438,0.9627930682976554,,2068000000.0,2510000000.0,2510000000.0,1367000000.0,3.44,3.44,0.32669322709163345,1.8361375274323335,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2025-09-30,79154000000.0,5681000000.0,7148000000.0,,21181000000.0,,1330000000.0,1052000000.0,591432101.0,,2003000000.0,1451000000.0,1065000000.0,-113000000.0,2.0,587000000.0,3874000000.0,,,1330000000.0,,24.9078,3.3659,2.0,2003000000.0,0.06850479203059345,0.018331354069282664,,,0.025305101447810598,0.08897872151392652,,,0.06279212501770455,0.7947677672076106,,2047000000.0,2474000000.0,2474000000.0,1496000000.0,3.44,3.44,0.5375909458367018,1.6537433155080214,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2025-12-31,81371000000.0,5014000000.0,7089000000.0,,23609000000.0,31832000000.0,1550000000.0,,623600715.0,,-1351000000.0,-843000000.0,-610000000.0,50000000.0,0.41999999999999993,-1157000000.0,-2928000000.0,,,33382000000.0,0.7073,21.7562,3.0047,0.41999999999999993,-1351000000.0,-0.03570672201279173,-0.010359956249769573,,,-0.016602966658883386,-0.02370549735923216,,,1.4139523063238595,0.7072929891381012,,2018000000.0,2583000000.0,2583000000.0,1468000000.0,3.42,3.42,12.923732094463801,1.7595367847411445,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
