report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-03-31,2650977000.0,991332000.0,337991000.0,2650977000.0,643272000.0,698071000.0,,308014000.0,465933000.0,,22870000.0,3138000.0,2967000.0,0.02,155270000.0,-87557000.0,4554000.0,21800000.0,-92111000.0,698071000.0,,14.5853,0.8869,0.02,44670000.0,0.004878185277767414,0.0011837145324157848,0.006734873898178493,,0.049084310405144084,0.008627008080417144,0.01705007593136133,-0.1976915135867174,0.09587215329242617,1.0851879142882015,2.933013009222139,1956637000.0,94181000.0,111594000.0,-76050000.0,204541000.0,0.6100000000000001,0.6100000000000001,3.41286588019028,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2013-06-30,2647621000.0,1053507000.0,353101000.0,,701671000.0,,,358601000.0,951296000.0,,77095000.0,23703000.0,21516000.0,0.0,156101000.0,-26562000.0,6983000.0,43408000.0,-33545000.0,0.0,,8.5177,1.092,0.0,120503000.0,0.033780789002253196,0.008952565340734192,0.024916534916576964,,0.08104207312970936,0.029118593635569442,0.10987343071040416,-0.03526242094994618,0.12667245526103338,0.0,2.983585433063061,1893345000.0,163903000.0,312697000.0,-164251000.0,391241000.0,0.9200000000000002,0.9200000000000002,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2013-09-29,2628270000.0,1147963000.0,365015000.0,,683074000.0,,,390008000.0,1133370000.0,,87210000.0,-521000.0,21473000.0,0.0,156460000.0,10070000.0,11660000.0,64799000.0,-1590000.0,0.0,,10.5778,1.173,0.0,152009000.0,-0.0007627284891534446,-0.00019822925346330475,-0.0004596910099967354,,0.07694751052171842,0.03318152244632401,0.12767284364505163,-0.001402895788665661,0.1341212490184141,0.0,3.144974864046683,1612453000.0,207119000.0,335575000.0,-260132000.0,396380000.0,1.21,1.21,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2013-12-29,2572552000.0,1172267000.0,348511000.0,2572552000.0,842910000.0,684142000.0,,482745000.0,-973369000.0,,-31088000.0,38785000.0,-8064000.0,0.38999999999999996,-310057000.0,138904000.0,-6255000.0,-44530000.0,132649000.0,684142000.0,3.3638,37.0147,1.5277,0.38999999999999996,-75618000.0,0.046013216120344994,0.015076468813847105,-0.039846142624225755,,0.03193855567621323,-0.012084498194788677,-0.020358180337015374,-0.13627822542119175,0.0776868792821633,0.8116429986594061,3.3636441891360676,1577230000.0,65105000.0,156087000.0,5403000.0,241564000.0,0.41,0.41,2.8321355831166897,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2014-03-30,2507837000.0,1032935000.0,552215000.0,,844828000.0,,,308689000.0,390408000.0,,22059000.0,1743000.0,3764000.0,0.0,161920000.0,-4443000.0,10533000.0,20092000.0,-14976000.0,0.0,,40.4622,1.6113,0.0,42151000.0,0.0020631418466244018,0.0006950212473936703,0.004464560152455892,,0.05650242822892974,0.008796026217014901,0.026110640272339457,-0.03835986967480175,0.10796653757095141,0.0,1.8705304998958738,1501705000.0,63710000.0,155276000.0,82538000.0,239045000.0,0.38999999999999996,0.38999999999999996,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2014-06-29,2464492000.0,1044288000.0,551622000.0,,853930000.0,,,374626000.0,779127000.0,,38556000.0,10931000.0,-1979000.0,0.0,161962000.0,8098000.0,18283000.0,39261000.0,-10185000.0,0.0,,43.4633,1.4344,0.0,77817000.0,0.012800815055098193,0.0044353968282307265,0.014029805153716917,,0.04948615565883354,0.01564460343145768,0.045151241905074184,-0.01307232325410363,0.09987717021743567,0.0,1.8931224642962028,1329536000.0,50938000.0,116737000.0,105898000.0,196359000.0,0.38999999999999996,0.38999999999999996,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2014-09-28,2444110000.0,1085823000.0,588515000.0,,851242000.0,,,414591000.0,1143845000.0,,29524000.0,-1568000.0,-12226000.0,0.0,150728000.0,36243000.0,25819000.0,58636000.0,10424000.0,0.0,,26.8606,1.0827,0.0,88160000.0,-0.0018420143742907422,-0.0006415423201083421,-0.0013708151016964712,,0.025811189453116463,0.012079652716121615,0.034683439022040734,0.009113122844441336,0.07707337969742403,0.0,1.8450217921378385,1340011000.0,49891000.0,59051000.0,117912000.0,132510000.0,0.38999999999999996,0.38999999999999996,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2014-12-28,2566474000.0,1148095000.0,600508000.0,,726328000.0,,,176607000.0,-724852000.0,,1809000.0,22201000.0,6900000.0,0.0,-313287000.0,40593000.0,-19285000.0,-38534000.0,21308000.0,0.0,1.9119,60.7844,1.2742,0.0,-36725000.0,0.03056608033835953,0.00865038960067392,-0.0306283213676723,,-0.0024956818771280204,0.0007048581049330716,0.0024906103027833157,-0.029396345736784887,0.05066551516723414,0.0,1.9118729475710565,1588528000.0,33307000.0,91948000.0,6571000.0,171403000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2015-03-29,2360146000.0,943870000.0,307438000.0,,827830000.0,,,266175000.0,384239000.0,,-11064000.0,-14262000.0,-9407000.0,0.0,163988000.0,11073000.0,8791000.0,14844000.0,2282000.0,0.0,,129.9347,1.4206,0.0,3780000.0,-0.017228174866820482,-0.006042846501868952,-0.03711752320821156,,-0.028794578374397185,-0.004687845582434307,-0.013365062875228005,0.005939011917062037,0.009837627101881902,0.0,3.07011495000618,1582359000.0,17302000.0,58825000.0,23829000.0,133032000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2015-06-28,2366215000.0,922663000.0,310357000.0,,842138000.0,,,155001000.0,767125000.0,,26987000.0,2138000.0,2293000.0,0.0,167491000.0,65680000.0,14446000.0,30654000.0,51234000.0,0.0,,91.5816,1.4232,0.0,57641000.0,0.00253877630507114,0.0009035527202726718,0.0027870294932377383,,0.03517940361740264,0.011405134360149014,0.032045816718875055,0.06678702949323774,0.0751389929933192,0.0,2.9729086181397553,1570357000.0,8509000.0,47256000.0,85248000.0,112856000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2015-09-27,2339914000.0,914083000.0,323788000.0,,816838000.0,,,144606000.0,1134529000.0,,48920000.0,11553000.0,5904000.0,0.0,167574000.0,108034000.0,21150000.0,46023000.0,86884000.0,0.0,,40.981,1.2041,0.0,94943000.0,0.014143563350382818,0.00493736094574416,0.010183080379611275,,0.04311921511041146,0.020906751273764762,0.059889476248656405,0.07658155939601367,0.08368494767432123,0.0,2.823091034874671,1561041000.0,21630000.0,66652000.0,161708000.0,119639000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2015-12-27,2417690000.0,862532000.0,563585000.0,,826751000.0,,,105776000.0,-706678000.0,,71742000.0,63817000.0,35120000.0,0.0,-332630000.0,-9461000.0,-17422000.0,-29924000.0,-26883000.0,0.0,1.5303,34.8655,1.3953,0.0,41818000.0,0.07719010923482403,0.026395857202536305,-0.09030562717390382,,-0.10152006996114213,0.0296737795168115,0.08677582488560642,0.03804137103461548,-0.059175466053846305,0.0,1.5304381770274227,1579215000.0,63246000.0,136585000.0,113517000.0,198182000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2016-03-27,2311987000.0,846128000.0,513138000.0,,796691000.0,,,185693000.0,379515000.0,,27935000.0,-8271000.0,-9201000.0,0.0,161003000.0,-20684000.0,10542000.0,15472000.0,-31226000.0,0.0,,28.9682,1.2732,0.0,43407000.0,-0.010381691270517678,-0.003577442260704753,-0.021793604995849966,,0.07360710380353873,0.012082680395694266,0.035063782570657884,-0.08227869781168069,0.11437492589225723,0.0,1.6489287482119819,1574491000.0,69237000.0,175584000.0,80009000.0,237809000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2016-06-26,2329241000.0,939142000.0,526217000.0,,803043000.0,,,400062000.0,752145000.0,,37076000.0,-8482000.0,-9077000.0,0.0,161052000.0,31504000.0,14592000.0,30619000.0,16912000.0,0.0,,35.1272,1.1812,0.0,67695000.0,-0.010562323561751985,-0.0036415295798073277,-0.011277080882010782,,0.049293686722639916,0.01591763153748367,0.04616938320862021,0.022485026158519966,0.0900025925852063,0.0,1.784704789088912,1559511000.0,58617000.0,185673000.0,45687000.0,247863000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2016-09-25,2356880000.0,962750000.0,572808000.0,,797186000.0,,,156938000.0,1115692000.0,,46049000.0,-8076000.0,-8956000.0,0.0,161092000.0,76071000.0,21820000.0,46003000.0,54251000.0,0.0,,45.342,1.267,0.0,92052000.0,-0.010130634506877944,-0.003426563931977869,-0.007238556877704599,,0.041273935817411976,0.019538118190149688,0.05776443640505478,0.04862542708919666,0.08250664161793757,0.0,1.6807551570508792,1540674000.0,38988000.0,182802000.0,13054000.0,244972000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2016-12-25,2185395000.0,796178000.0,398737000.0,,847815000.0,,,100692000.0,-692010000.0,,-9456000.0,53897000.0,31655000.0,0.0,-320330000.0,7356000.0,-16859000.0,-30371000.0,-9503000.0,0.0,1.997,75.8221,1.4138,0.0,-39827000.0,0.06357165183442143,0.02466236080891555,-0.07788471264866115,,0.013664542419907227,-0.004326906577529463,-0.011153376621078891,0.013732460513576393,0.057552636522593605,0.0,1.9967497372955105,1555342000.0,29068000.0,101604000.0,30434000.0,163327000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2017-03-26,2170226000.0,767931000.0,387845000.0,,860600000.0,,,150964000.0,398804000.0,,29009000.0,13181000.0,10742000.0,0.0,162592000.0,30131000.0,8032000.0,16153000.0,22099000.0,0.0,,45.7822,1.4683,0.0,45162000.0,0.015316058563792702,0.006073561002402515,0.033051323457136836,,0.07273999257780764,0.01336681064552724,0.03370787822449454,0.05541318542441901,0.11324359835909369,0.0,1.9799945854658434,1574631000.0,50520000.0,102678000.0,83759000.0,165082000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2017-06-25,2195168000.0,775407000.0,398456000.0,,887703000.0,,,204142000.0,805878000.0,,56678000.0,28780000.0,17453000.0,0.0,163673000.0,99461000.0,21411000.0,31284000.0,78050000.0,0.0,,42.4336,1.7484,0.0,87962000.0,0.03242075333754645,0.013110613857344858,0.03571260165930823,,0.07033074485219847,0.025819436143384014,0.06384793112110694,0.09685088809968755,0.10915051657943262,0.0,1.9460291726062602,1628364000.0,87782000.0,122280000.0,144897000.0,185349000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2017-09-24,2238958000.0,767763000.0,418672000.0,,918678000.0,,,244667000.0,1191513000.0,,89691000.0,61109000.0,40873000.0,0.0,164005000.0,147895000.0,47831000.0,46961000.0,100064000.0,0.0,,32.3145,1.9454,0.0,136652000.0,0.06651841015023763,0.027293499922731914,0.05128689321895775,,0.07527488160011683,0.040059259709204015,0.09763050818676403,0.08398061959877903,0.11468779610461657,0.0,1.833805461076929,1704185000.0,156967000.0,165922000.0,190710000.0,229949000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2017-12-31,2099780000.0,749699000.0,415657000.0,,897279000.0,,,182911000.0,-720556000.0,,-63012000.0,-98774000.0,34888000.0,0.0,-326007000.0,-190775000.0,7479000.0,-32527000.0,-198254000.0,0.0,1.8035,718.2558,1.8432,0.0,-95539000.0,-0.11008170256965782,-0.04704016611264037,0.1370802546922099,,0.08744913650014711,-0.030008858070845516,-0.07022564887844249,0.27514030831746594,0.13259066609673642,0.0,1.803648200319013,1675639000.0,4296000.0,112366000.0,1959000.0,174237000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2018-04-01,2097094000.0,740015000.0,370429000.0,,957991000.0,,,213814000.0,413948000.0,,34055000.0,21912000.0,5251000.0,0.0,166237000.0,17899000.0,24882000.0,15041000.0,-6983000.0,0.0,,299.0723,2.2996,0.0,49096000.0,0.022872866237783028,0.010448744786833589,0.05293418497009286,,0.08226878738392261,0.016239138541238495,0.035548350663002055,-0.016869268603785983,0.11860426913525371,0.0,1.9977242602496026,1690783000.0,13027000.0,117412000.0,-27123000.0,178171000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2018-07-01,2099122000.0,729954000.0,361864000.0,,979606000.0,,,236511000.0,828508000.0,,74057000.0,45509000.0,15250000.0,0.0,166515000.0,77669000.0,45529000.0,29122000.0,32140000.0,0.0,,206.7857,2.5571,0.0,103179000.0,0.04645643248408034,0.02168001669269342,0.05492886007135719,,0.08938598058196179,0.035279988490426,0.0755987611345786,0.03879262481472719,0.12453591274918287,0.0,2.017205358919373,1713413000.0,29756000.0,134791000.0,-73033000.0,193388000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2018-09-30,2141388000.0,782637000.0,402962000.0,,1006588000.0,,,206179000.0,1245854000.0,,115500000.0,70485000.0,25342000.0,0.0,166671000.0,116376000.0,61983000.0,43969000.0,54393000.0,0.0,,274.7599,2.176,0.0,159469000.0,0.0700236839700056,0.03291556691267533,0.05657565011630576,,0.09270749221016267,0.05393697919293468,0.11474406609258207,0.043659208863959985,0.12799974956937168,0.0,1.94221043175287,1767754000.0,39132000.0,160600000.0,-118704000.0,216205000.0,0.0,0.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2018-12-30,2197123000.0,893946000.0,673304000.0,,1040781000.0,,253630000.0,241504000.0,-739712000.0,,-33445000.0,-12222000.0,2788000.0,0.0,-332484000.0,-54827000.0,-54907000.0,-29121000.0,-109734000.0,253630000.0,1.3276,29.3664,2.1112,0.0,-62566000.0,-0.011743104457133634,-0.005562729077980614,0.016522646651669838,,0.045213542567918326,-0.01522217918614479,-0.025838006630042546,0.14834692420834053,0.08458156688008306,0.24369199668325997,1.3277004146715303,1748598000.0,125684000.0,190167000.0,-30184000.0,249178000.0,0.0,0.0,1.017866745860389,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2019-03-31,2194563000.0,884121000.0,636311000.0,2194563000.0,1057954000.0,,254530000.0,235674000.0,439062000.0,,34598000.0,30156000.0,1300000.0,0.18,167129000.0,25184000.0,10473000.0,14918000.0,14711000.0,254530000.0,,41.5111,3.1361,0.18,49516000.0,0.02850407484635438,0.013741232309120312,0.06868278284160323,,0.07879980503892389,0.01576532548849133,0.026360702301894728,0.03350551858279696,0.11277678323334746,0.24058701985152472,1.389447927192835,1773712000.0,133928000.0,190710000.0,-8490000.0,249598000.0,0.18,0.18,1.0197597737161355,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2019-06-30,2206368000.0,922736000.0,631644000.0,,1083343000.0,,254378000.0,255790000.0,875320000.0,,72531000.0,55327000.0,10700000.0,0.0,167322000.0,64000000.0,23065000.0,30098000.0,40935000.0,254378000.0,,41.3656,3.1242,0.0,102629000.0,0.0510706212159953,0.025076052589595207,0.06320774116894393,,0.08286226751359503,0.03287348257407649,0.054219826107237606,0.04676575423844994,0.11724740666270621,0.23480836632534663,1.4608481993021385,1820524000.0,143746000.0,189184000.0,305000.0,249048000.0,0.18,0.18,1.0214014969001959,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2019-09-29,2254961000.0,909289000.0,659782000.0,,1095906000.0,,246208000.0,283795000.0,1303821000.0,,97617000.0,71754000.0,16800000.0,0.0,167384000.0,121600000.0,33101000.0,45548000.0,88499000.0,246208000.0,,37.2281,2.6171,0.0,143165000.0,0.0654745936239057,0.03182050598657804,0.05503362808238248,,0.07486993996875338,0.043289883949212425,0.07273376181158978,0.067876648711748,0.10980418324294516,0.22466160418868042,1.3781658184066858,1878491000.0,145015000.0,171301000.0,34411000.0,232744000.0,0.18,0.18,1.0578489671054894,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2019-12-29,2089138000.0,716831000.0,437695000.0,,1172003000.0,,0.0,230431000.0,-806019000.0,,-29164000.0,-17271000.0,-4306000.0,0.6499999999999999,-334290000.0,-20886000.0,-21198000.0,-29903000.0,-42084000.0,0.0,1.6377,38.1296,2.9455,0.6499999999999999,-59067000.0,-0.01473631040193583,-0.008267046025681405,0.021427534586653665,,0.036182769885077154,-0.013959824578366772,-0.024883895348390746,0.05221216869577516,0.0732823916061532,0.0,1.637740892630713,1812184000.0,139966000.0,175582000.0,102061000.0,236243000.0,0.8299999999999998,0.8299999999999998,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2020-03-29,2023470000.0,653697000.0,371044000.0,,1191714000.0,,,218316000.0,443636000.0,,27320000.0,32854000.0,6000000.0,0.0,167845000.0,38851000.0,15217000.0,15185000.0,23634000.0,0.0,,37.2903,2.929,0.0,42505000.0,0.027568695173506394,0.016236465082259684,0.07405620824279364,,0.06158201769017844,0.013501559202755663,0.022924963539909745,0.05327340432246256,0.09581052935289291,0.0,1.761777578939425,1816758000.0,142664000.0,168304000.0,110984000.0,229232000.0,0.6499999999999999,0.6499999999999999,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2020-06-28,2058357000.0,682517000.0,371112000.0,,1229171000.0,,,249312000.0,847386000.0,,56126000.0,56516000.0,11800000.0,0.0,167968000.0,118590000.0,21510000.0,30816000.0,97080000.0,0.0,,49.775,3.9389,0.0,86942000.0,0.045978956548763356,0.027456850293705124,0.06669451702057858,,0.0662342781211868,0.02726737878803337,0.04566166953174131,0.11456408295629146,0.10260023177158933,0.0,1.839113259608959,1788824000.0,143853000.0,151899000.0,167129000.0,213545000.0,0.6499999999999999,0.6499999999999999,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2020-09-27,2139541000.0,720984000.0,425928000.0,,1255394000.0,,,215763000.0,1274281000.0,,95722000.0,90094000.0,19100000.0,0.0,167943000.0,206683000.0,29236000.0,46368000.0,177447000.0,0.0,,44.468,3.9512,0.0,142090000.0,0.0717655174391466,0.04210903179700693,0.07070183107179656,,0.07511843933951774,0.044739502538161224,0.07624857216140908,0.13925264521718522,0.11150601790342947,0.0,1.6927368005860146,1759284000.0,162193000.0,150004000.0,256077000.0,212470000.0,0.6499999999999999,0.6499999999999999,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2020-12-27,2307689000.0,835835000.0,486748000.0,2307689000.0,1325517000.0,,,286079000.0,-781664000.0,,-2912000.0,-79361000.0,-22305000.0,0.6,-335718000.0,-66191000.0,-31512000.0,-30233000.0,-97703000.0,0.0,1.7173,86.1451,4.8392,0.6,-33145000.0,-0.059871733067173034,-0.034389815958736206,0.10152827813485078,,0.0037253858435337944,-0.0012618684753448147,-0.002196878651876966,0.12499360338969173,0.042403129733491626,0.0,1.7171821969479073,1783639000.0,100103000.0,176256000.0,200458000.0,238392000.0,0.6,0.6,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
