report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,40013000000.0,11786000000.0,7954000000.0,12383000000.0,27630000000.0,,,2074000000.0,,-4941000000.0,-3320000000.0,-1688000000.0,-29000000.0,-1571000000.0,-4.649999999999998,-1958000000.0,-2300000000.0,-151000000.0,0.0,1.4818,42.7341,8.792,-4.649999999999998,-3471000000.0,-0.06109301483894318,-0.042186289455926826,0.3416312487350739,0.6719287593604534,-0.08297303376402669,-0.12015924719507781,0.7024893746205222,0.0,1.4817701785265276,10421000000.0,2144000000.0,2139000000.0,2472000000.0,7.550000000000002,7.550000000000002,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2012-12-31,35859000000.0,7387000000.0,3747000000.0,8271000000.0,27588000000.0,,,1334000000.0,,2846000000.0,1800000000.0,1293000000.0,,508000000.0,3.7399999999999998,944000000.0,-2824000000.0,92000000.0,0.0,,42.0723,9.4506,3.7399999999999998,1892000000.0,0.04686820356676816,0.03605789341587886,0.4543218552354181,0.6324666198172875,0.05019660336317242,0.06524575902566333,0.6647926914968376,0.0,1.971443821724046,10720000000.0,2408000000.0,2321000000.0,2666000000.0,8.070000000000002,8.070000000000002,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2013-03-31,35059000000.0,6914000000.0,3539000000.0,8164000000.0,26895000000.0,,,1377000000.0,,5804000000.0,3660000000.0,2563000000.0,,1095000000.0,8.48,939000000.0,-1180000000.0,190000000.0,0.0,,46.3726,9.968,8.48,3850000000.0,0.09529652351738241,0.07310533671810376,0.441592005513439,0.6305995864920745,0.1043954476739211,0.13608477412158393,0.6633356305995864,0.0,1.9536592257699916,11399000000.0,2650000000.0,2757000000.0,3132000000.0,8.600000000000003,8.600000000000003,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2013-06-30,35285000000.0,6941000000.0,3671000000.0,8282000000.0,27003000000.0,,,1453000000.0,,8805000000.0,5488000000.0,3788000000.0,,1703000000.0,13.15,934000000.0,977000000.0,291000000.0,0.0,,22.082,10.4323,13.15,5779000000.0,0.14028070955079067,0.10735439988663738,0.4302101078932425,0.62328222600795,0.15553351282414624,0.20323667740621412,0.6563316297558206,0.0,1.8907654590029965,12514000000.0,5956000000.0,7628000000.0,8050000000.0,20.720000000000002,20.720000000000002,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2013-09-30,35956000000.0,7822000000.0,4335000000.0,9086000000.0,26870000000.0,,,2186000000.0,,-5677000000.0,-3709000000.0,-2664000000.0,,-1029000000.0,-7.59,-1888000000.0,6049000000.0,-176000000.0,0.0,1.8044,24.7602,10.4692,-7.59,-3885000000.0,-0.09914402679568292,-0.07409055512292802,0.4692619341201339,0.6533380306499912,-0.10315385471131383,-0.13803498325269817,0.6843403205918619,0.0,1.8043829296424452,11778000000.0,4980000000.0,7239000000.0,7636000000.0,17.78,17.78,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2013-12-31,36248000000.0,7765000000.0,4385000000.0,9234000000.0,27014000000.0,,,2121000000.0,,3155000000.0,2077000000.0,,,676000000.0,5.130000000000001,911000000.0,1541000000.0,107000000.0,0.0,,27.7939,11.7136,5.130000000000001,2184000000.0,,,,0.6583201267828843,0.05729971308761863,0.07688605908047678,0.6922345483359746,0.0,1.7708095781071835,12087000000.0,,7516000000.0,7928000000.0,19.17,19.17,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2014-03-31,37263000000.0,8507000000.0,4961000000.0,9968000000.0,27295000000.0,,,1820000000.0,,6318000000.0,4125000000.0,,,1139000000.0,10.709999999999999,907000000.0,3470000000.0,214000000.0,0.0,,25.2256,11.127,10.709999999999999,4339000000.0,,,,0.6528964862298196,0.11069962160856614,0.15112657995969958,0.6867679645457423,0.0,1.714775246926023,12601000000.0,,7981000000.0,8417000000.0,21.400000000000002,21.400000000000002,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2014-06-30,37675000000.0,9025000000.0,5314000000.0,10389000000.0,27286000000.0,,,2058000000.0,,9473000000.0,6145000000.0,,,1809000000.0,15.790000000000001,904000000.0,5412000000.0,323000000.0,0.0,,23.6626,10.5651,15.790000000000001,6468000000.0,,,,0.648685738414441,0.16310550763105508,0.22520706589459796,0.6827826454132798,0.0,1.6983439969890854,13269000000.0,,8638000000.0,9106000000.0,24.040000000000003,24.040000000000003,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2014-09-30,38569000000.0,9562000000.0,6006000000.0,11156000000.0,27413000000.0,,,1971000000.0,,-6244000000.0,-4650000000.0,5438000000.0,,-1338000000.0,-11.39,-1820000000.0,-3218000000.0,-209000000.0,0.0,1.5921,24.45,10.4676,-11.39,-4859000000.0,0.1983730346915697,0.14099406258912597,-0.8709160794362588,0.744714926329276,-0.12056314656848764,-0.16962754897311494,0.7781870595771941,0.0,1.592074592074592,12702000000.0,,7697000000.0,8132000000.0,20.240000000000002,20.240000000000002,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2014-12-31,38884000000.0,9864000000.0,5798000000.0,10942000000.0,27942000000.0,,,2085000000.0,,3382000000.0,2238000000.0,,,693000000.0,5.57,886000000.0,1761000000.0,120000000.0,0.0,,28.9604,12.5437,5.57,2358000000.0,,,,0.6617386162034299,0.05755580701573912,0.0800944814258106,0.6972205795387345,0.0,1.7012763021731632,12929000000.0,,7858000000.0,8306000000.0,20.68,20.68,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2015-03-31,38835000000.0,10105000000.0,5443000000.0,10598000000.0,28237000000.0,,,2039000000.0,,6791000000.0,4519000000.0,,,1425000000.0,8.129999999999999,2735000000.0,2739000000.0,245000000.0,0.0,,28.9303,12.1913,8.129999999999999,4764000000.0,,,,0.6654395523486968,0.11636410454486931,0.1600382476892021,0.7015167132970107,0.0,1.8565129524159472,13402000000.0,,8252000000.0,8731000000.0,18.1,18.1,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2015-06-30,39429000000.0,10068000000.0,5789000000.0,10802000000.0,28627000000.0,,,2147000000.0,,10309000000.0,6781000000.0,,,1896000000.0,12.040000000000001,2728000000.0,4850000000.0,375000000.0,0.0,,27.9012,12.1369,12.040000000000001,7156000000.0,,,,0.6577747599185177,0.17198001470998503,0.2368742795263213,0.6941507420700359,0.0,1.739160476766281,14238000000.0,,8888000000.0,9419000000.0,14.350000000000001,14.350000000000001,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2015-09-30,40236000000.0,10892000000.0,5374000000.0,10394000000.0,29842000000.0,,,3518000000.0,,-6602000000.0,-4474000000.0,,,-1347000000.0,-9.190000000000001,-3625000000.0,-2766000000.0,-246000000.0,0.0,1.8713,26.7819,12.2101,-9.190000000000001,-4720000000.0,,,,0.6776734322932445,-0.11119395566159658,-0.1499229274177334,0.714934868221751,0.0,2.026795682917752,13880000000.0,,9064000000.0,9558000000.0,16.55,16.55,0.0,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2015-12-31,54977000000.0,25473000000.0,5357000000.0,25501000000.0,29476000000.0,15877000000.0,,12837000000.0,,3565000000.0,2396000000.0,,29000000.0,698000000.0,4.5200000000000005,2695000000.0,1979000000.0,120000000.0,15877000000.0,,28.1203,13.3973,4.5200000000000005,2516000000.0,,,,0.6720897615708274,0.043581861505720576,0.05283002226975062,0.705750350631136,0.5386416067308997,4.755086802314729,14063000000.0,,9222000000.0,9716000000.0,15.5,15.5,1.6341086867023467,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2016-03-31,54326000000.0,24303000000.0,5125000000.0,25195000000.0,29131000000.0,15876000000.0,,15943000000.0,,7191000000.0,4830000000.0,,161000000.0,1432000000.0,9.530000000000001,2680000000.0,2819000000.0,241000000.0,15876000000.0,,26.7847,12.8616,9.530000000000001,5071000000.0,,,,0.6716729244889446,0.08890770533446232,0.10731663963383474,0.705187039354749,0.5449864405616011,4.742048780487805,14463000000.0,,9533000000.0,10023000000.0,16.900000000000002,16.900000000000002,1.5839568991319963,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2016-06-30,63867000000.0,14374000000.0,7783000000.0,31040000000.0,32827000000.0,15879000000.0,,5887000000.0,,10821000000.0,5258000000.0,,,1442000000.0,10.53,2670000000.0,3122000000.0,361000000.0,15879000000.0,,31.7461,12.2908,10.53,5619000000.0,,,,0.485907032621754,0.08232733649615608,0.10795384552211226,0.5192680898253396,0.4837176714290066,1.8468456893228833,14975000000.0,,8010000000.0,8486000000.0,15.39,15.39,1.8711996229083196,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2016-09-30,64035000000.0,14313000000.0,8046000000.0,31123000000.0,32912000000.0,15882000000.0,,5619000000.0,,-6495000000.0,-4601000000.0,,,-1551000000.0,-8.559999999999999,-5367000000.0,-2346000000.0,-220000000.0,15882000000.0,1.7789,32.5887,12.9452,-8.559999999999999,-4821000000.0,,,,0.7083910700538876,-0.07185133130319357,-0.09429438045661352,0.7422632794457275,0.4825595527467185,1.7788963460104399,15082000000.0,,7883000000.0,8385000000.0,16.020000000000003,16.020000000000003,1.8940966010733453,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2016-12-31,63370000000.0,14689000000.0,10341000000.0,31644000000.0,31726000000.0,14138000000.0,2313000000.0,5824000000.0,,4461000000.0,3100000000.0,,,909000000.0,4.83,2683000000.0,2508000000.0,146000000.0,16451000000.0,,30.227,11.5777,4.83,3246000000.0,,,,0.6949114548307554,0.04891904686760297,0.06434605724723416,0.7276395427034297,0.5185336947613944,1.4204622376946137,15978000000.0,,8587000000.0,9115000000.0,16.330000000000005,16.330000000000005,1.8048272078990675,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2017-03-31,63227000000.0,15505000000.0,10206000000.0,32444000000.0,30783000000.0,14140000000.0,1748000000.0,6427000000.0,,8938000000.0,5908000000.0,,,3181000000.0,6.85,2674000000.0,2904000000.0,277000000.0,15888000000.0,,42.5856,12.2552,6.85,6185000000.0,,,,0.6609979861266503,0.09344109320385278,0.12658824537721497,0.6919892593421347,0.5161290322580645,1.51920438957476,17725000000.0,,9665000000.0,10229000000.0,13.650000000000002,13.650000000000002,1.553231009873888,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2017-06-30,64000000000.0,15718000000.0,9511000000.0,32056000000.0,31944000000.0,14142000000.0,1749000000.0,7437000000.0,,13503000000.0,8932000000.0,,,4036000000.0,11.719999999999999,2664000000.0,6441000000.0,409000000.0,15891000000.0,,33.3166,12.1721,11.719999999999999,9341000000.0,,,,0.6614826334888543,0.1395625,0.1867252012125013,0.6917721987706436,0.49746431254695717,1.6526127641678057,20407000000.0,,13339000000.0,13951000000.0,14.840000000000002,14.840000000000002,1.139058132033546,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2017-09-30,67977000000.0,19023000000.0,9994000000.0,35217000000.0,32760000000.0,16618000000.0,,9874000000.0,,-8544000000.0,-5796000000.0,,,-3131000000.0,-5.599999999999998,-5367000000.0,-2645000000.0,-276000000.0,16618000000.0,1.9034,35.993,13.1342,-5.599999999999998,-6072000000.0,,,,0.6783707865168539,-0.08526413345690455,-0.11738020981003686,0.7106741573033708,0.5072649572649572,1.9034420652391435,18358000000.0,,12144000000.0,12700000000.0,17.8,17.8,1.308503937007874,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2017-12-31,67154000000.0,17287000000.0,8363000000.0,33753000000.0,33401000000.0,16621000000.0,,8138000000.0,,4862000000.0,3327000000.0,,,717000000.0,7.0600000000000005,2611000000.0,2762000000.0,145000000.0,16621000000.0,,36.2889,13.8335,7.0600000000000005,3472000000.0,,,,0.6842863019333607,0.049542841826250114,0.06651073527647836,0.7141094199917729,0.4976198317415646,2.067081190960182,18759000000.0,,12371000000.0,12926000000.0,20.03,20.03,1.2858579606993656,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2018-03-31,69042000000.0,18536000000.0,9551000000.0,34939000000.0,34103000000.0,16624000000.0,,8142000000.0,,9935000000.0,6663000000.0,,,1329000000.0,14.34,2603000000.0,5582000000.0,298000000.0,16624000000.0,,28.6505,13.805,14.34,6961000000.0,,,,0.6706592853548062,0.09650647431997915,0.13135016854929327,0.7006542526421742,0.4874644459431722,1.940739189613653,19756000000.0,,13126000000.0,13702000000.0,27.520000000000003,27.520000000000003,1.2132535396292512,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2018-06-30,68175000000.0,18491000000.0,10934000000.0,34857000000.0,33318000000.0,16627000000.0,,8505000000.0,,15175000000.0,9548000000.0,,,1812000000.0,21.02,2594000000.0,9219000000.0,450000000.0,16627000000.0,,30.9267,14.8164,21.02,9998000000.0,,,,0.6291927512355848,0.14005133846718004,0.19117028731604765,0.658846787479407,0.49903955819677054,1.6911468812877264,21428000000.0,,13742000000.0,14359000000.0,36.82000000000001,36.82000000000001,1.1579497179469322,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2018-09-30,69225000000.0,18216000000.0,11305000000.0,35219000000.0,34006000000.0,16630000000.0,,8162000000.0,,-9363000000.0,-6584000000.0,,,-1353000000.0,-13.46,-5222000000.0,-4850000000.0,-280000000.0,16630000000.0,1.6113,32.5721,16.2805,-13.46,-6864000000.0,,,,0.7031934209121008,-0.09511014806789454,-0.130026068409827,0.7330983659083627,0.4890313474092807,1.6113224237063246,20609000000.0,,12954000000.0,13567000000.0,28.959999999999997,28.959999999999997,1.2257684086386085,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2018-12-31,71655000000.0,20107000000.0,13389000000.0,37560000000.0,34095000000.0,16633000000.0,,8289000000.0,,5506000000.0,3717000000.0,,,653000000.0,8.32,2548000000.0,3294000000.0,159000000.0,16633000000.0,,27.0382,13.6839,8.32,3876000000.0,,,,0.6750817290228841,0.051873560812225245,0.07327314303737581,0.7039593171086088,0.48784279219826954,1.5017551721562477,21253000000.0,,13344000000.0,13971000000.0,30.22,30.22,1.1905375420513922,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2019-03-31,69865000000.0,18490000000.0,11380000000.0,35590000000.0,34275000000.0,16630000000.0,,7648000000.0,,11000000000.0,7358000000.0,,,1353000000.0,16.67,2542000000.0,5358000000.0,319000000.0,16630000000.0,,31.0487,15.9412,16.67,7677000000.0,,,,0.6689090909090909,0.1053173978386889,0.144543757980552,0.6979090909090909,0.4851932895696572,1.624780316344464,22318000000.0,,14039000000.0,14687000000.0,32.550000000000004,32.550000000000004,1.1322938653230747,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2019-06-30,70249000000.0,18305000000.0,10829000000.0,35254000000.0,34995000000.0,16694000000.0,,7912000000.0,,16840000000.0,11266000000.0,,,2118000000.0,26.35,2535000000.0,8742000000.0,484000000.0,16694000000.0,,31.9434,17.0659,26.35,11750000000.0,,,,0.6690023752969121,0.16037238964255718,0.21795739905976128,0.6977434679334917,0.4770395770824403,1.6903684550743374,23983000000.0,,15757000000.0,16439000000.0,37.88000000000001,37.88000000000001,1.015511892450879,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2019-09-30,72574000000.0,20970000000.0,13415000000.0,37890000000.0,34684000000.0,16729000000.0,,7838000000.0,,-10369000000.0,-7340000000.0,,,-1320000000.0,-16.1,-5096000000.0,-4610000000.0,-306000000.0,16729000000.0,1.5632,30.9394,16.2662,-16.1,-7646000000.0,,,,0.7078792554730446,-0.10113814864827624,-0.14276544842744054,0.7373902980036647,0.4823261446199977,1.563175549757734,22977000000.0,,15001000000.0,15657000000.0,35.24000000000001,35.24000000000001,1.068467777990675,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2019-12-31,74781000000.0,22319000000.0,17579000000.0,39511000000.0,35270000000.0,13688000000.0,,8768000000.0,,6054000000.0,4016000000.0,,,702000000.0,9.67,2496000000.0,3875000000.0,182000000.0,13688000000.0,,32.7568,17.2313,9.67,4198000000.0,,,,0.6633630657416584,0.05370348083069229,0.08202949466889987,0.6934258341592335,0.3880918627728948,1.2696399112577508,23525000000.0,,15300000000.0,15979000000.0,36.59,36.59,0.8566243194192378,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2020-03-31,72820000000.0,19907000000.0,15942000000.0,38235000000.0,34585000000.0,13893000000.0,,9740000000.0,,11908000000.0,7940000000.0,,,1447000000.0,18.85,2490000000.0,5342000000.0,374000000.0,13893000000.0,,27.7309,14.4918,18.85,8314000000.0,,,,0.6667786362109506,0.10903597912661357,0.16378563472090432,0.6981860933826,0.40170594188231895,1.2487140885710701,24433000000.0,,15882000000.0,16616000000.0,38.77,38.77,0.8361218103033221,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2020-06-30,77884000000.0,25011000000.0,16100000000.0,42360000000.0,35524000000.0,17880000000.0,,13898000000.0,,16745000000.0,10939000000.0,,,2006000000.0,25.96,2483000000.0,8344000000.0,571000000.0,17880000000.0,,34.9892,17.9732,25.96,11510000000.0,,,,0.6532696327261869,0.14045246777258488,0.2048348438319227,0.6873693639892505,0.5033216980069812,1.5534782608695652,24338000000.0,,15555000000.0,16376000000.0,38.38,38.38,1.0918417195896435,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2020-09-30,80919000000.0,27645000000.0,14510000000.0,44709000000.0,36210000000.0,21071000000.0,,16289000000.0,,-12861000000.0,-8814000000.0,,,-1231000000.0,-22.10000000000001,-4990000000.0,-7121000000.0,-360000000.0,21071000000.0,1.9052,39.1597,19.4777,-22.10000000000001,-9174000000.0,,,,0.6853277350128295,-0.10892373855336818,-0.1538730119935057,0.7133193375320737,0.5819110742888705,1.9052377670572018,21846000000.0,,14081000000.0,14848000000.0,32.379999999999995,32.379999999999995,1.4191136853448276,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2020-12-31,80426000000.0,26280000000.0,12390000000.0,42747000000.0,37679000000.0,21055000000.0,,15032000000.0,,5687000000.0,3844000000.0,,,622000000.0,9.41,2456000000.0,3513000000.0,197000000.0,21055000000.0,,47.6896,23.8015,9.41,4041000000.0,,,,0.6759275540706875,0.04779548902096337,0.06544761126434433,0.710567962018639,0.5587993311924414,2.1210653753026634,21479000000.0,,13909000000.0,14691000000.0,32.11999999999999,32.11999999999999,1.4331903886733375,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2021-03-31,80195000000.0,26901000000.0,12711000000.0,42499000000.0,37696000000.0,20974000000.0,,16494000000.0,1950000000.0,11416000000.0,7425000000.0,,,1224000000.0,18.54,2452000000.0,6842000000.0,398000000.0,20974000000.0,,42.4428,21.1916,18.54,7823000000.0,,,,0.6504029432375613,0.0925868196271588,0.12655530935742287,0.6852662929222144,0.5563985568760611,2.11635591220203,20987000000.0,,13394000000.0,14200000000.0,31.80999999999999,31.80999999999999,1.4770422535211267,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2021-06-30,82671000000.0,28042000000.0,14023000000.0,44881000000.0,37790000000.0,20996000000.0,,18034000000.0,,17546000000.0,11489000000.0,,,3038000000.0,26.36,2448000000.0,11256000000.0,602000000.0,20996000000.0,,45.903,22.0201,26.36,12091000000.0,,,,0.6547931152399408,0.1389725538580639,0.1954376892457388,0.689102929442608,0.5555967187086531,1.9997147543321685,21788000000.0,,13944000000.0,14781000000.0,32.209999999999994,32.209999999999994,1.4204722278600908,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2021-09-30,82896000000.0,27607000000.0,15739000000.0,45307000000.0,37589000000.0,19978000000.0,,16487000000.0,,-10544000000.0,-6954000000.0,,,-1132000000.0,-17.04,-4913000000.0,-6384000000.0,-393000000.0,19978000000.0,1.7541,38.4817,19.6535,-17.04,-7347000000.0,,,,0.6595220030349014,-0.08388824551244933,-0.12079837406847674,0.6967943854324734,0.531485274947458,1.754050447931889,24105000000.0,,15804000000.0,16608000000.0,37.269999999999996,37.269999999999996,1.2029142581888246,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
