report_date,total_assets,total_liabilities,total_equity,long_term_debt,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,97463800000.0,89936800000.0,7527000000.0,,,-516600000.0,-334300000.0,-168700000.0,-182300000.0,-1.3599999999999999,-483342077.0,-1273700000.0,18600000.0,-1292300000.0,0.0,0.0451,17.5008,2.8683,-1.3599999999999999,-516600000.0,-0.04441344493157965,-0.003429991442976777,,,-0.0053004294927963,-0.06863292148266241,,,0.0,,687300000.0,992300000.0,741100000.0,992300000.0,297400000.0,2.81,2.81,0.0,3.3365837256220576,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2013-03-31,93156800000.0,85544700000.0,7612100000.0,,,242500000.0,164000000.0,60600000.0,78500000.0,0.67,240189215.0,312500000.0,11900000.0,300600000.0,0.0,,18.8522,3.1144,0.67,242500000.0,0.02154464602409322,0.0017604726654414922,,,0.002603137935180255,0.0318571747612354,,,0.0,,690100000.0,998000000.0,294000000.0,998000000.0,273400000.0,2.8200000000000003,2.8200000000000003,0.0,3.6503291880029263,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2013-06-30,97236000000.0,89511400000.0,7724600000.0,,,,355100000.0,115800000.0,173200000.0,1.0,240617300.0,-1281700000.0,31700000.0,-1313400000.0,0.0,,20.1119,3.3594,1.0,,0.04597001786500272,0.0036519396108437205,,,,,,,0.0,,704400000.0,,-1541800000.0,,237200000.0,2.4300000000000006,2.4300000000000006,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2013-09-30,95969500000.0,88152400000.0,7817100000.0,,,829800000.0,561600000.0,169900000.0,268200000.0,2.29,240857697.0,960900000.0,43800000.0,917100000.0,0.0,,17.8197,3.0567,2.29,829800000.0,0.07184249913650842,0.005851859184428386,,,0.00864649706417143,0.10615189776259738,,,0.0,,746400000.0,,-1388000000.0,,177600000.0,2.6000000000000005,2.6000000000000005,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2013-12-31,102947300000.0,95035300000.0,7912000000.0,,,3200000.0,-349400000.0,-123900000.0,-175700000.0,-0.9699999999999998,-481109372.0,847600000.0,4500000.0,843100000.0,0.0,0.0361,20.0846,3.4287,-0.9699999999999998,3200000.0,-0.044160768452982814,-0.0033939695358693235,,,3.1083865239787736e-05,0.0004044489383215369,,,0.0,,731300000.0,,747400000.0,,222400000.0,2.9900000000000007,2.9900000000000007,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2014-03-31,103832600000.0,95884300000.0,7948300000.0,,,,181400000.0,49700000.0,88100000.0,0.0,239050714.0,538500000.0,13500000.0,525000000.0,0.0,,20.7075,3.5985,0.0,,0.02282249034384711,0.0017470428362575915,,,,,,,0.0,,748700000.0,,971800000.0,,211500000.0,2.3200000000000007,2.3200000000000007,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2014-06-30,105761200000.0,97718600000.0,8042600000.0,,,,363300000.0,96900000.0,176900000.0,1.0,238398614.0,1540000000.0,32400000.0,1507600000.0,0.0,,20.4556,3.4873,1.0,,0.0451719593166389,0.003435097181196885,,,,,,,0.0,,756900000.0,,3792800000.0,,192600000.0,2.3200000000000007,2.3200000000000007,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2014-09-30,111153700000.0,102611100000.0,8542600000.0,,,,567800000.0,141400000.0,276600000.0,2.0,238175696.0,1273500000.0,51000000.0,1222500000.0,0.0,,21.7239,3.6932,2.0,,0.06646688361857046,0.005108242010837246,,,,,,,0.0,,763100000.0,,4098200000.0,,164100000.0,2.0300000000000007,2.0300000000000007,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2014-12-31,109946500000.0,101497600000.0,8448900000.0,,,,-300700000.0,-106600000.0,-163200000.0,0.0,-477904769.0,-2416000000.0,-15000000.0,-2431000000.0,0.0,0.0324,19.3774,3.5615,0.0,,-0.035590431890541965,-0.0027349665519138854,,,,,,,0.0,,811800000.0,,824100000.0,,181400000.0,3.0000000000000004,3.0000000000000004,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2015-03-31,106952000000.0,98344400000.0,8607600000.0,,,,230700000.0,38200000.0,119300000.0,0.0,235288695.0,490800000.0,25500000.0,465300000.0,0.0,,18.876,3.6062,0.0,,0.026801895998884707,0.002157042411549106,,,,,,,0.0,,861100000.0,,764400000.0,,169900000.0,3.0000000000000004,3.0000000000000004,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2015-06-30,119942900000.0,111193600000.0,8749300000.0,,,,499900000.0,75800000.0,261500000.0,2.0,235260611.0,1527200000.0,42600000.0,1484600000.0,0.0,,18.7726,3.8064,2.0,,0.05713599945138468,0.004167816519360462,,,,,,,0.0,,997700000.0,,741400000.0,,148800000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2015-09-30,119995200000.0,111210700000.0,8784500000.0,,,,734500000.0,112600000.0,380100000.0,3.0,234890782.0,483800000.0,55300000.0,428500000.0,0.0,,16.1063,3.3181,3.0,,0.08361318230975012,0.006121078176460392,,,,,,,0.0,,1164400000.0,,-52600000.0,,120000000.0,5.0,5.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2015-12-31,116749600000.0,108043700000.0,8705900000.0,,,,-491300000.0,-72700000.0,-269700000.0,-2.0,-471218359.0,-667400000.0,-24900000.0,-692300000.0,0.0,0.0633,17.1172,3.487,-2.0,,-0.05643299371690463,-0.004208151462617431,,,,,,,0.0,,973800000.0,,1686100000.0,,153900000.0,3.0000000000000004,3.0000000000000004,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2016-03-31,117798800000.0,108966000000.0,8832800000.0,,,,241800000.0,44200000.0,117400000.0,1.0,229979690.0,-299100000.0,12000000.0,-311100000.0,0.0,,15.0424,3.071,1.0,,0.027375237750203785,0.00205265248881992,,,,,,,0.0,,984900000.0,,909700000.0,,159900000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2016-06-30,121509600000.0,112558100000.0,8951500000.0,,,,502500000.0,89200000.0,251400000.0,2.0,229588352.0,-513100000.0,32000000.0,-545100000.0,0.0,,15.2844,3.06,2.0,,0.05613584315477853,0.0041354757154990224,,,,,,,0.0,,987500000.0,,-1120000000.0,,173300000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2016-09-30,120085000000.0,110505200000.0,9579800000.0,,,,766000000.0,135300000.0,361600000.0,3.0,229040618.0,671500000.0,58000000.0,613500000.0,0.0,,15.3139,3.0989,3.0,,0.0799599156558592,0.0063788150060373906,,,,,,,0.0,,1019000000.0,,-935000000.0,,196000000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2016-12-31,123926900000.0,114156500000.0,9770400000.0,,,,-477800000.0,-86700000.0,-245800000.0,-2.0,-459457254.0,1650700000.0,9300000.0,1641400000.0,0.0,0.0496,19.6584,4.0172,-2.0,,-0.048902808482764265,-0.003855498685111949,,,,,,,0.0,,1032500000.0,,1398700000.0,,182000000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2017-03-31,121488700000.0,111511000000.0,9977700000.0,,,,276100000.0,56800000.0,114800000.0,1.0,230630876.0,784700000.0,14300000.0,770400000.0,0.0,,18.696,3.8572,1.0,,0.02767170790863626,0.0022726393483509166,,,,,,,0.0,,1066800000.0,,2480200000.0,,194600000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2017-06-30,125605700000.0,115537800000.0,10067900000.0,,,,544000000.0,132500000.0,237700000.0,2.0,230634368.0,312600000.0,40100000.0,272500000.0,0.0,,20.795,4.2884,2.0,,0.0540331151481441,0.00433101364030454,,,,,,,0.0,,1108300000.0,,3297800000.0,,237900000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2017-09-30,131400200000.0,121235000000.0,10165200000.0,,,,842400000.0,232100000.0,355900000.0,3.0,230189289.0,869700000.0,63700000.0,806000000.0,0.0,,18.9706,3.9309,3.0,,0.0828709715499941,0.006410949146196125,,,,,,,0.0,,1184700000.0,,3490300000.0,,334700000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2017-12-31,138590500000.0,128374300000.0,10216200000.0,,,,-463500000.0,-81200000.0,-273500000.0,-2.0,-461800132.0,-246600000.0,-26500000.0,-273100000.0,0.0,0.0372,18.8651,4.0546,-2.0,,-0.045369119633523226,-0.00334438507689921,,,,,,,0.0,,1199000000.0,,1575800000.0,,340200000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2018-03-31,129672200000.0,119446200000.0,10226000000.0,,937700000.0,,381600000.0,121900000.0,102100000.0,1.0,227047519.0,-477800000.0,6000000.0,-483800000.0,0.0,,17.4905,3.9252,1.0,,0.03731664384901232,0.002942805011405683,0.40695318332089153,,,,-0.5159432654367069,,0.0,,1304500000.0,,321600000.0,,405300000.0,4.0,4.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2018-06-30,135106200000.0,124748600000.0,10357600000.0,,1880600000.0,,772000000.0,276300000.0,218900000.0,3.0,226325492.0,-145500000.0,23300000.0,-168800000.0,0.0,,16.6553,3.9296,3.0,,0.07453464122962848,0.005714023486708974,0.41050728490907157,,,,-0.08975858768478145,,0.0,,1532500000.0,,-119700000.0,,549100000.0,5.0,5.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2018-09-30,132378500000.0,122014000000.0,10364500000.0,,2819800000.0,,1146500000.0,467300000.0,325400000.0,4.0,225494635.0,1308400000.0,39000000.0,1269400000.0,0.0,,15.2683,3.678,4.0,,0.11061797481788799,0.008660771953149491,0.4065891197957302,,,,0.45017377118944607,,0.0,,1836600000.0,,343700000.0,,784300000.0,6.0,6.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2018-12-31,132212500000.0,121704200000.0,10508300000.0,,-1884400000.0,,-743700000.0,-166800000.0,-245000000.0,-2.0,-454379320.0,1082400000.0,29300000.0,1053100000.0,0.0,0.0398,11.8905,2.8869,-2.0,,-0.07077262735171246,-0.005625035454287605,0.39466143069412013,,,,-0.5588516238590533,,0.0,3753700000.0,1556400000.0,,1669900000.0,,698700000.0,6.0,6.0,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2019-03-31,121869400000.0,111253200000.0,10616200000.0,,,452200000.0,347100000.0,240800000.0,105100000.0,1.48,219270215.0,293700000.0,9100000.0,284600000.0,0.0,,13.2588,3.1007,1.48,452200000.0,0.03269531470771086,0.002848130867961933,,,0.0037105294684309596,0.042595278913358826,,,0.0,,1521900000.0,,2438300000.0,,817600000.0,6.48,6.48,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2019-06-30,126550900000.0,115745400000.0,10805500000.0,,1884400000.0,,736500000.0,463600000.0,222600000.0,3.23,218214075.0,378500000.0,27700000.0,350800000.0,0.0,,12.9494,3.0028,3.23,,0.06815973346906667,0.005819792668404571,0.3908405858628741,,,,0.18616005094459775,,0.0,,1486400000.0,,2957900000.0,,1004900000.0,6.71,6.71,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2019-09-30,124355800000.0,113544500000.0,10811300000.0,,2859900000.0,,1121100000.0,666700000.0,346600000.0,4.92,216863563.0,955600000.0,49800000.0,905800000.0,0.0,,12.915,2.9844,4.92,,0.10369705770813871,0.009015261049343899,0.3920067135214518,,,,0.3167243609916431,,0.0,,1461000000.0,,2594300000.0,,1204300000.0,7.63,7.63,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2019-12-31,136828400000.0,125737400000.0,11091000000.0,,-892200000.0,,-712500000.0,-549100000.0,-222400000.0,-2.999999999999999,-438746704.0,964200000.0,71400000.0,892800000.0,0.0,0.0379,15.0853,3.4093,-2.999999999999999,,-0.06424127671084663,-0.005207252295576064,0.7985877605917956,,,,-1.0006724949562877,,0.0,,1492200000.0,,2434000000.0,,822000000.0,6.63,6.63,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2020-03-31,161709200000.0,150829500000.0,10879700000.0,,1003600000.0,,360600000.0,121100000.0,100500000.0,1.55,209816822.0,-2685300000.0,37600000.0,-2722900000.0,0.0,,10.4268,2.3751,1.55,,0.033144296258168886,0.0022299287857462653,0.3593064966121961,,,,-2.7131327222000796,,0.0,4855700000.0,1505700000.0,,-573500000.0,,702300000.0,6.7,6.7,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2020-06-30,151432900000.0,140050700000.0,11382200000.0,,1965100000.0,,673900000.0,155300000.0,190400000.0,3.02,209192590.0,498400000.0,76600000.0,421800000.0,0.0,,11.5488,2.5537,3.02,,0.05920648029379206,0.004450155811583876,0.34293420182179024,,,,0.21464556511119026,,0.0,4936400000.0,1443100000.0,,-502500000.0,,394000000.0,6.490000000000001,6.490000000000001,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2020-09-30,152082000000.0,140502900000.0,11579100000.0,,2968900000.0,,968400000.0,182100000.0,285800000.0,4.34,209023331.0,420500000.0,102600000.0,317900000.0,0.0,,12.1144,2.5834,4.34,,0.08363344301370573,0.00636761746952302,0.3261814139917141,,,,0.10707669507224898,,0.0,5045400000.0,1290400000.0,,-1090400000.0,,-90600000.0,5.910000000000001,5.910000000000001,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2020-12-31,170003900000.0,158315600000.0,11688300000.0,,-1942600000.0,,-793600000.0,-258200000.0,-158400000.0,-3.45,-419024757.0,3663200000.0,-81000000.0,3582200000.0,0.0,0.0295,16.0294,3.1443,-3.45,,-0.06789695678584567,-0.004668128201764783,0.40852465767528057,,,,-1.8440234736950478,,0.0,3995000000.0,1209300000.0,,1599000000.0,,200300000.0,5.46,5.46,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2021-03-31,163924100000.0,152466200000.0,11457900000.0,,1063700000.0,495900000.0,375100000.0,9800000.0,120800000.0,1.7,208946448.0,68300000.0,10700000.0,57600000.0,0.0,,17.8768,3.5969,1.7,495900000.0,0.032737238062821285,0.0022882541371280975,0.35263702171664946,0.4662028767509636,0.00302518055612323,0.04328018223234624,0.054150606373977624,0.4662028767509636,0.0,4055100000.0,1223800000.0,,4379500000.0,,89000000.0,5.61,5.61,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2021-06-30,172291100000.0,160468100000.0,11823000000.0,,2139100000.0,,743200000.0,17300000.0,239200000.0,3.42,209042798.0,-1167700000.0,39100000.0,-1206800000.0,0.0,,18.8445,3.9236,3.42,,0.06286052609320815,0.004313629665142309,0.34743583750175305,,,,-0.5641624982469263,,0.0,4229100000.0,1293100000.0,,2750900000.0,,-49000000.0,6.01,6.01,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2021-09-30,169085700000.0,157186900000.0,11898800000.0,,3250100000.0,,1138900000.0,22200000.0,361600000.0,5.22,209002530.0,-685900000.0,65000000.0,-750900000.0,0.0,,16.2255,3.5667,5.22,,0.09571553433959727,0.006735637608620954,0.3504199870773207,,,,-0.231039044952463,,0.0,4510300000.0,1463600000.0,,1682100000.0,,-208900000.0,6.89,6.89,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2021-12-31,183889800000.0,171873000000.0,12016800000.0,,-2091800000.0,,-711900000.0,-25500000.0,-256800000.0,-3.2,-418092546.0,3141300000.0,-19300000.0,3122000000.0,0.0,0.0186,16.0735,3.8782,-3.2,,-0.05924206111443978,-0.0038713403353530214,0.3403289033368391,,,,-1.4924945023424803,,0.0,4361100000.0,1545300000.0,,1221900000.0,,23800000.0,7.14,7.14,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2022-03-31,172565000000.0,161155200000.0,11409800000.0,,1168400000.0,,389300000.0,2500000.0,121500000.0,1.77,208809133.0,746900000.0,25800000.0,721100000.0,0.0,,15.56,3.712,1.77,,0.03411979175796245,0.0022559615217454293,0.3331906881205067,,,,0.6171687778158165,,0.0,4465800000.0,1559500000.0,,1885400000.0,,16500000.0,7.209999999999999,7.209999999999999,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2022-06-30,157786300000.0,146716600000.0,11069700000.0,,2311800000.0,,785500000.0,68600000.0,265900000.0,3.63,208843934.0,-863900000.0,47200000.0,-911100000.0,0.0,,12.6639,2.9687,3.63,,0.07095946592951932,0.00497825223102386,0.3397785275542867,,,,-0.3941084868933299,,0.0,4638500000.0,1601800000.0,,2181100000.0,,67800000.0,7.42,7.42,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2022-09-30,159839600000.0,148809200000.0,11030400000.0,,3390500000.0,,1180300000.0,354900000.0,395600000.0,5.43,208858976.0,-1759600000.0,70700000.0,-1830300000.0,0.0,,11.2384,2.5039,5.43,,0.10700427908326081,0.007384277738432779,0.34811974635009585,,,,-0.5398318832030674,,0.0,4778900000.0,1643200000.0,,1101700000.0,,400500000.0,7.63,7.63,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2022-12-31,155036700000.0,143777200000.0,11259500000.0,,-2438100000.0,,-1019100000.0,564500000.0,-352700000.0,-4.69,-417644779.0,4269000000.0,-15100000.0,4253900000.0,0.0,0.0346,13.8044,2.4627,-4.69,,-0.09051023580087926,-0.006573282326055701,0.41798941798941797,,,,-1.7447602641401092,,0.0,4432600000.0,1336000000.0,,2233600000.0,,990500000.0,6.14,6.14,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2023-03-31,151108000000.0,139520200000.0,11587800000.0,,1063600000.0,,334600000.0,924200000.0,109400000.0,1.51,208730389.0,-164900000.0,11500000.0,-176400000.0,0.0,,14.3301,2.2253,1.51,,0.02887519632717168,0.0022143102946237127,0.3145919518616021,,,,-0.1658518239939827,,0.0,4327800000.0,1281300000.0,,1336100000.0,,1912200000.0,5.879999999999999,5.879999999999999,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2023-06-30,156752500000.0,145116800000.0,11635700000.0,,2159900000.0,,666400000.0,2147700000.0,218300000.0,3.07,208270677.0,-264300000.0,31600000.0,-295900000.0,0.0,,12.6118,1.6678,3.07,,0.057272016294679304,0.004251287858247875,0.3085328024445576,,,,-0.1369970831982962,,0.0,4175900000.0,1162200000.0,,1951300000.0,,3991300000.0,5.32,5.32,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2023-09-30,146330600000.0,134483400000.0,11847200000.0,,3271800000.0,,994200000.0,3626500000.0,324800000.0,4.56,207927720.0,-177600000.0,52700000.0,-230300000.0,0.0,,12.2144,1.3758,4.56,,0.08391856303599163,0.006794204356436726,0.3038694296717403,,,,-0.07038938810440735,,0.0,4057200000.0,976100000.0,,3551300000.0,,7262900000.0,4.449999999999999,4.449999999999999,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2023-12-31,150783100000.0,138885200000.0,11897900000.0,,-2133500000.0,,-887900000.0,-1355400000.0,-295000000.0,-4.0600000000000005,-417365040.0,3232400000.0,20700000.0,3211700000.0,0.0,0.0358,15.7769,1.7942,-4.0600000000000005,,-0.07462661478075963,-0.005888590962780311,0.4161706116709632,,,,-1.5053667682212326,,0.0,4361800000.0,1107300000.0,,2509100000.0,,5343000000.0,5.08,5.08,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2024-03-31,156111000000.0,144009200000.0,12101800000.0,,1142900000.0,,214700000.0,1917500000.0,75900000.0,0.96,205134845.0,-1452600000.0,14300000.0,-1466900000.0,0.0,,18.325,2.0289,0.96,,0.017741162471698425,0.0013753034699668825,0.18785545542042173,,,,-1.2834893691486569,,0.0,4441100000.0,987400000.0,,1218600000.0,,6336300000.0,4.529999999999999,4.529999999999999,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2024-06-30,156797100000.0,144141300000.0,12655800000.0,,2309000000.0,,1110800000.0,,353400000.0,5.28,204436757.0,1537700000.0,35100000.0,1502600000.0,0.0,,10.8934,1.9031,5.28,,0.08777003429257732,0.0070843146971468225,0.48107405803378084,,,,0.6507579038544825,,0.0,4590200000.0,1431800000.0,,3017100000.0,,,6.739999999999999,6.739999999999999,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2024-09-30,155753800000.0,143004800000.0,12749000000.0,,3505600000.0,,1575700000.0,,489600000.0,7.51,203131400.0,2148800000.0,60800000.0,2088000000.0,0.0,,10.567,2.2658,7.51,,0.1235940073731273,0.010116607106857104,0.44948083067092653,,,,0.5956184390689183,,0.0,4824000000.0,2013300000.0,,5335400000.0,,,9.69,9.69,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
2024-12-31,155508400000.0,142720000000.0,12788400000.0,,-2229700000.0,,-870100000.0,,-290500000.0,-3.9800000000000004,-410832897.0,-2719900000.0,-8700000.0,-2728600000.0,0.0,0.0354,10.0031,2.4507,-3.9800000000000004,,-0.0680382221388133,-0.005595196143745289,0.39023186975826346,,,,1.2237520742700811,,0.0,4727800000.0,2031100000.0,,-604900000.0,,,9.77,9.77,,,1.2738937,157.5999,81.62,1.08758,25231.697,14.5269,1.9935,3.1203
