report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,3732200000.0,1653100000.0,364900000.0,438700000.0,3293500000.0,396200000.0,1569500000.0,1132400000.0,630000000.0,481700000.0,160400000.0,11.72,41100000.0,597000000.0,0.0,,31.5359,9.6593,11.72,630000000.0,0.14625778047669652,0.12906596645410215,0.30691302962726985,0.7215036635871297,0.40140172029308696,0.16880124323455334,0.19128586609989373,0.40140172029308696,0.0,4.530282269114826,2391300000.0,749200000.0,976700000.0,1729300000.0,976700000.0,18.150000000000002,18.150000000000002,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2012-12-31,4059200000.0,1892800000.0,401600000.0,479100000.0,3580100000.0,553700000.0,-917600000.0,-660300000.0,-363800000.0,-267000000.0,-104700000.0,-6.5,-82100000.0,-332300000.0,0.0,4.7131,29.6965,8.9493,-6.5,-363800000.0,-0.07457892237646993,-0.0657765076862436,0.29097646033129904,0.7195945945945946,0.39646904969485613,-0.08962357114702404,-0.10161727326052344,0.39646904969485613,0.0,4.713147410358566,2178800000.0,656600000.0,878100000.0,1570300000.0,878100000.0,15.98,15.98,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2013-03-31,4235800000.0,1894700000.0,377600000.0,463600000.0,3772200000.0,427500000.0,611400000.0,434300000.0,251200000.0,188900000.0,66600000.0,4.0,41400000.0,258000000.0,0.0,,27.8769,8.5271,4.0,251200000.0,0.05007687821430465,0.044596062137022524,0.30896303565587174,0.7103369316323193,0.41086032057572786,0.05930402757448416,0.06659243942526907,0.41086032057572786,0.0,5.017743644067797,2295000000.0,702000000.0,936000000.0,1648700000.0,936000000.0,16.48,16.48,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2013-06-30,4201300000.0,1861000000.0,390900000.0,482500000.0,3718800000.0,432700000.0,1189900000.0,839500000.0,469700000.0,348000000.0,130300000.0,8.47,41100000.0,447100000.0,0.0,,28.5228,8.6191,8.47,469700000.0,0.09357857373346241,0.0828315045343108,0.2924615513908732,0.7055214723926381,0.39473905370199175,0.11179872896484422,0.12630418414542324,0.39473905370199175,0.0,4.760808390892811,2453200000.0,751600000.0,987100000.0,1745900000.0,987100000.0,17.69,17.69,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2013-09-30,3697400000.0,1733500000.0,367300000.0,433100000.0,3264300000.0,586800000.0,1688900000.0,1196200000.0,643900000.0,504800000.0,151600000.0,12.0,40500000.0,650900000.0,0.0,,21.9826,6.5014,12.0,643900000.0,0.1546426492663052,0.13652837128793205,0.2988927704422997,0.7082716561075256,0.3812540706969033,0.17414940228268513,0.19725515424440154,0.3812540706969033,0.0,4.719575279063436,2572600000.0,774700000.0,1001000000.0,1809700000.0,1001000000.0,17.97,17.97,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2013-12-31,3950300000.0,1932400000.0,380900000.0,448900000.0,3501400000.0,782100000.0,-1225100000.0,-875800000.0,-512300000.0,-370700000.0,-148600000.0,-8.469999999999999,-82900000.0,-476000000.0,0.0,5.0732,21.7879,6.4543,-8.469999999999999,-512300000.0,-0.10587193693950991,-0.09384097410323267,0.30258754387396947,0.7148804179250673,0.4181699453105869,-0.1296863529352201,-0.14631290341006453,0.4181699453105869,0.0,5.073247571541087,2265100000.0,671000000.0,852500000.0,1594200000.0,852500000.0,16.0,16.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2014-03-31,4194200000.0,2077600000.0,459500000.0,537600000.0,3656600000.0,814000000.0,464700000.0,315400000.0,56600000.0,44300000.0,16200000.0,1.0,39100000.0,166300000.0,0.0,,31.8967,7.926,1.0,56600000.0,0.012115079582125472,0.010562204949692433,0.09533032063697008,0.6787174521196471,0.12179901011405207,0.013494826188546088,0.015478860143302521,0.12179901011405207,0.0,4.521436343852013,2118400000.0,526400000.0,657900000.0,1475300000.0,657900000.0,13.000000000000002,13.000000000000002,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2014-06-30,3404600000.0,1533400000.0,495900000.0,582200000.0,2822400000.0,507600000.0,976900000.0,659800000.0,199600000.0,148300000.0,54800000.0,3.0,38300000.0,320300000.0,0.0,,33.5553,7.7065,3.0,199600000.0,0.05254393424036281,0.04355871468013864,0.15180673559217933,0.6754017811444365,0.2043197870815846,0.05862656406038889,0.07071995464852608,0.2043197870815846,0.0,3.092155676547691,1905400000.0,326700000.0,387800000.0,1295600000.0,387800000.0,7.530000000000001,7.530000000000001,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2014-09-30,3651500000.0,1591900000.0,480500000.0,567300000.0,3084200000.0,493000000.0,1527000000.0,1020400000.0,358700000.0,272000000.0,92200000.0,7.0,37900000.0,470900000.0,0.0,,37.8895,7.8943,7.0,358700000.0,0.08819142727449582,0.07448993564288649,0.17812704649639816,0.6682383759004584,0.23490504256712508,0.09823360262905655,0.11630244471824136,0.23490504256712508,0.0,3.313007284079084,1743500000.0,93900000.0,102600000.0,1119800000.0,102600000.0,2.530000000000001,2.530000000000001,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2014-12-31,3959400000.0,1847000000.0,501200000.0,580000000.0,3379400000.0,600300000.0,-836900000.0,-581800000.0,-70100000.0,-45800000.0,-33000000.0,0.0,-77600000.0,-292400000.0,0.0,3.6151,45.7858,8.9952,0.0,-70100000.0,-0.013552701663017103,-0.011567409203414659,0.054725773688612735,0.6951846098697574,0.08376150077667582,-0.017704702732737283,-0.02074332721784932,0.08376150077667582,0.0,3.6851556264964085,2131700000.0,418800000.0,544800000.0,1413800000.0,544800000.0,11.0,11.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2015-03-31,4126200000.0,1959300000.0,456900000.0,540800000.0,3585400000.0,701100000.0,532100000.0,336800000.0,130400000.0,97000000.0,37700000.0,2.0,37700000.0,123700000.0,0.0,,39.4556,8.4595,2.0,130400000.0,0.027054164110001673,0.023508312733265473,0.1822965607968427,0.6329637286224394,0.24506671678255967,0.03160292763317338,0.03636972164890947,0.24506671678255967,0.0,4.288246881155614,2199100000.0,471500000.0,618600000.0,1435200000.0,618600000.0,12.0,12.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2015-06-30,4354500000.0,2163200000.0,474400000.0,561800000.0,3792700000.0,915400000.0,1118200000.0,723300000.0,304200000.0,231500000.0,81600000.0,6.0,37700000.0,308800000.0,0.0,,35.5731,7.8564,6.0,304200000.0,0.06103831043847391,0.05316339418991847,0.20702915399749597,0.6468431407619388,0.27204435700232515,0.06985876679297279,0.08020671289582619,0.27204435700232515,0.0,4.559865092748735,2340400000.0,554700000.0,723200000.0,1498700000.0,723200000.0,15.0,15.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2015-09-30,4682300000.0,2398800000.0,478600000.0,567100000.0,4115200000.0,868200000.0,1707900000.0,1119100000.0,494100000.0,398800000.0,107900000.0,10.0,37800000.0,488500000.0,0.0,,31.1826,7.3567,10.0,494100000.0,0.09690902021772939,0.08517181726929074,0.2335031325019029,0.6552491363662978,0.28930265238011593,0.10552506246929928,0.12006706842923795,0.28930265238011593,0.0,5.012118679481822,2521300000.0,681500000.0,858600000.0,1597400000.0,858600000.0,18.0,18.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2015-12-31,4907300000.0,2195500000.0,491900000.0,587800000.0,4319500000.0,714600000.0,-973800000.0,-601300000.0,-188700000.0,-138500000.0,-57500000.0,-3.0,-75300000.0,-149100000.0,0.0,4.4633,34.6593,8.5587,-3.0,-188700000.0,-0.03206389628429216,-0.028223259226050984,0.14222632984185665,0.617477921544465,0.19377695625385088,-0.038452917082713506,-0.04368561176062044,0.19377695625385088,0.0,4.463305549908518,2384400000.0,588800000.0,740000000.0,1577900000.0,740000000.0,15.0,15.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2016-03-31,5306300000.0,2406400000.0,452900000.0,555900000.0,4750400000.0,980500000.0,594500000.0,405000000.0,179000000.0,136400000.0,48100000.0,3.0,38500000.0,208500000.0,0.0,,36.0493,9.2554,3.0,179000000.0,0.028713371505557427,0.025705293707479787,0.22943650126156434,0.6812447434819175,0.3010933557611438,0.033733486610255735,0.03768103738632536,0.3010933557611438,0.0,5.313314197394568,2446800000.0,628200000.0,788600000.0,1646100000.0,788600000.0,16.0,16.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2016-06-30,5780800000.0,2827400000.0,489500000.0,599300000.0,5181500000.0,1193500000.0,1264600000.0,875900000.0,424400000.0,320900000.0,117000000.0,8.0,38900000.0,458200000.0,0.0,,37.1181,9.9469,8.0,424400000.0,0.06193187300974621,0.05551134791032383,0.2537561284200538,0.6926300806579155,0.33560018978333067,0.07341544422917243,0.08190678374987938,0.33560018978333067,0.0,5.776098059244126,2593200000.0,717600000.0,908800000.0,1798700000.0,908800000.0,18.0,18.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2016-09-30,6174700000.0,2911400000.0,528100000.0,632900000.0,5541800000.0,1021600000.0,1947500000.0,1362900000.0,680800000.0,531900000.0,172800000.0,13.0,39200000.0,717800000.0,0.0,,38.6495,10.633,13.0,680800000.0,0.09597964560251182,0.0861418368503733,0.27311938382541723,0.6998202824133505,0.34957637997432606,0.11025636873046464,0.12284817207405536,0.34957637997432606,0.0,5.512971028214353,2832800000.0,850700000.0,1095500000.0,2042500000.0,1095500000.0,21.0,21.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2016-12-31,6486900000.0,3250400000.0,596500000.0,709100000.0,5777800000.0,1036600000.0,-1102200000.0,-753700000.0,-339000000.0,-253300000.0,-93000000.0,-6.0,-77300000.0,-341600000.0,0.0,5.4491,33.682,9.188,-6.0,-339000000.0,-0.043840215999169235,-0.039047927361297384,0.2298131010705861,0.6838141898022138,0.3075666848121938,-0.05225916847800953,-0.058672851258264394,0.3075666848121938,0.0,5.449119865884326,2704400000.0,735900000.0,945200000.0,1890100000.0,945200000.0,18.0,18.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2017-03-31,4808000000.0,2167700000.0,558200000.0,680500000.0,4127500000.0,708600000.0,674200000.0,466100000.0,191500000.0,179800000.0,20400000.0,4.0,38500000.0,241500000.0,0.0,,35.964,10.0835,4.0,191500000.0,0.043561477892186555,0.03739600665557404,0.2666864431919312,0.6913378819341441,0.2840403441115396,0.03982945091514143,0.04639612356147789,0.2840403441115396,0.0,3.883375134360444,2784100000.0,779300000.0,957700000.0,1951200000.0,957700000.0,19.0,19.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2017-06-30,5250800000.0,2642200000.0,599800000.0,728500000.0,4522300000.0,696500000.0,1430400000.0,994000000.0,449000000.0,401300000.0,66500000.0,10.0,38500000.0,458000000.0,0.0,,41.9626,11.9639,10.0,449000000.0,0.0887380315326272,0.07642644930296336,0.2805508948545861,0.694910514541387,0.31389821029082776,0.08551077930981946,0.09928576166994671,0.31389821029082776,0.0,4.405135045015005,2949900000.0,859700000.0,982300000.0,2069300000.0,982300000.0,21.0,21.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2017-09-30,5644600000.0,2928900000.0,615700000.0,684700000.0,4957900000.0,875000000.0,2236500000.0,1560800000.0,727600000.0,698800000.0,58400000.0,6.0,115900000.0,811900000.0,0.0,,43.3516,13.1099,6.0,727600000.0,0.14094677181871357,0.1237997378025015,0.31245249273418285,0.6978761457634697,0.3253297563156718,0.12890195939481983,0.1467556828495936,0.3253297563156718,0.0,4.757024524930973,3238900000.0,1026600000.0,1029100000.0,2267200000.0,1029100000.0,14.0,14.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2017-12-31,5758000000.0,2810900000.0,704100000.0,1031200000.0,4725200000.0,648200000.0,-1212200000.0,-826800000.0,-313500000.0,-619900000.0,291200000.0,-15.0,-76600000.0,-367500000.0,0.0,4.2379,62.6709,13.3981,-15.0,-313500000.0,-0.13119021417082874,-0.10765890934352206,0.5113842600230984,0.6820656657317274,0.25862068965517243,-0.054445988190343866,-0.06634639803606196,0.25862068965517243,0.0,3.992188609572504,3128900000.0,660000000.0,1054600000.0,2194100000.0,1054600000.0,5.0,5.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2018-03-31,6426200000.0,3381700000.0,581200000.0,919800000.0,5497100000.0,974700000.0,847500000.0,593800000.0,276700000.0,287600000.0,2600000.0,2.0,118000000.0,280200000.0,0.0,,58.2815,13.7097,2.0,276700000.0,0.05231849520656346,0.04475428713703277,0.33935103244837755,0.7006489675516224,0.3264896755162242,0.04305810587905761,0.05033563151479871,0.3264896755162242,0.0,5.818479008947006,3302200000.0,767800000.0,1139800000.0,2321800000.0,1139800000.0,3.0,3.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2018-06-30,6849600000.0,3986100000.0,666400000.0,980400000.0,5860600000.0,1203500000.0,1756800000.0,1226100000.0,554100000.0,542900000.0,43600000.0,4.0,118300000.0,511700000.0,0.0,,68.2707,15.9982,4.0,554100000.0,0.09263556632426714,0.07926010277972437,0.3090277777777778,0.6979166666666666,0.31540300546448086,0.08089523475823406,0.09454663345049995,0.31540300546448086,0.0,5.981542617046819,3628600000.0,909400000.0,1244900000.0,2553900000.0,1244900000.0,-3.0,-3.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2018-09-30,7318600000.0,4252600000.0,703300000.0,1030100000.0,6280600000.0,1008300000.0,2677700000.0,1868400000.0,867400000.0,835400000.0,87000000.0,7.0,118600000.0,831500000.0,0.0,,81.3227,18.3139,7.0,867400000.0,0.13301276948062288,0.1141475145519635,0.31198416551518093,0.697763005564477,0.3239347200956044,0.11851993550679092,0.1381078240932395,0.3239347200956044,0.0,6.046637281387744,4069800000.0,1046000000.0,1384700000.0,2861500000.0,1384700000.0,-2.0,-2.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2018-12-31,7846700000.0,4333200000.0,820600000.0,1159200000.0,6678800000.0,857900000.0,-1557800000.0,-1084200000.0,-498800000.0,-538000000.0,21300000.0,-4.0,-236100000.0,-453800000.0,0.0,5.2805,48.4908,14.6858,-4.0,-498800000.0,-0.0805533928250584,-0.06856385486892579,0.34535883938888173,0.6959815123892669,0.32019514700218255,-0.06356812417959141,-0.07468407498352997,0.32019514700218255,0.0,5.280526444065318,3724200000.0,1127900000.0,1199400000.0,2604100000.0,1199400000.0,9.0,9.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2019-03-31,8234900000.0,4025000000.0,740200000.0,1194500000.0,7024200000.0,875700000.0,973700000.0,669600000.0,252200000.0,306500000.0,-24300000.0,2.0,119600000.0,333200000.0,0.0,,57.896,17.2437,2.0,252200000.0,0.043634862333077076,0.03721963836840763,0.3147786792646606,0.6876861456300709,0.2590120160213618,0.030625751375244387,0.0359044446342644,0.2590120160213618,0.0,5.43771953526074,3850400000.0,1146800000.0,1174900000.0,2679900000.0,1174900000.0,9.0,9.0,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2019-06-30,8531600000.0,4071600000.0,807500000.0,1252000000.0,7265300000.0,790300000.0,2072600000.0,1428600000.0,611200000.0,624800000.0,51100000.0,5.23,119400000.0,649200000.0,0.0,,50.5109,15.1258,5.23,611200000.0,0.08599782527906624,0.07323362558019597,0.30145710701534306,0.6892791662645952,0.2948953005886326,0.07163955178395612,0.08412591358925302,0.2948953005886326,0.0,5.042229102167183,4166200000.0,1228700000.0,1232000000.0,2882400000.0,1232000000.0,10.23,10.23,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2019-09-30,9131300000.0,4317000000.0,930900000.0,1354200000.0,7761400000.0,969600000.0,3200800000.0,2214200000.0,976900000.0,1021600000.0,51400000.0,8.56,119400000.0,1045500000.0,0.0,,47.3547,14.6514,8.56,976900000.0,0.13162573762465535,0.11187892194977714,0.31917020744813795,0.691764558860285,0.3052049487628093,0.10698367154731528,0.1258664673899039,0.3052049487628093,0.0,4.637447631324525,4689300000.0,1414900000.0,1341500000.0,3228200000.0,1341500000.0,11.790000000000001,11.790000000000001,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2019-12-31,9733200000.0,4662600000.0,1030200000.0,1448500000.0,8263800000.0,1167600000.0,-1768600000.0,-1202200000.0,-465800000.0,-573600000.0,42200000.0,-4.250000000000002,-238900000.0,-429700000.0,0.0,4.5259,49.5333,15.2554,-4.250000000000002,-465800000.0,-0.0694111667755754,-0.058932314141289605,0.32432432432432434,0.6797466922989935,0.2633721587696483,-0.04785681995643776,-0.05636632057891043,0.2633721587696483,0.0,4.525917297612114,4478500000.0,1379300000.0,1374500000.0,3110200000.0,1374500000.0,11.54,11.54,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2020-03-31,9891100000.0,4691500000.0,945900000.0,1360600000.0,8506700000.0,1223800000.0,1099500000.0,738200000.0,283000000.0,313500000.0,-8100000.0,2.62,119800000.0,352800000.0,0.0,,41.705,12.5569,2.62,283000000.0,0.03685330386636416,0.03169516029561929,0.28512960436562074,0.6713960891314233,0.25738972260118237,0.02861158010736925,0.033267894718280885,0.25738972260118237,0.0,4.959826620150122,4604300000.0,1386300000.0,1405300000.0,3178800000.0,1405300000.0,12.16,12.16,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2020-06-30,10103600000.0,5899000000.0,924800000.0,1337200000.0,8740500000.0,2035600000.0,1951600000.0,1241100000.0,363600000.0,381500000.0,28900000.0,3.19,119700000.0,582700000.0,0.0,,58.4967,15.2501,3.19,363600000.0,0.0436473885933299,0.03775881863890099,0.19548063127690102,0.6359397417503587,0.18630866980938718,0.035987172888871294,0.04159945083233225,0.18630866980938718,0.0,6.3786764705882355,4483300000.0,1143000000.0,1157700000.0,2991300000.0,1157700000.0,10.12,10.12,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2020-09-30,10617500000.0,6300300000.0,894700000.0,1330800000.0,9257800000.0,1370600000.0,3029300000.0,1965400000.0,634000000.0,695400000.0,67300000.0,5.8,120000000.0,857300000.0,0.0,,78.8477,19.279,5.8,634000000.0,0.07511503813000929,0.0654956439839887,0.22955798369260225,0.6487967517248209,0.20928927474994224,0.059712738403579,0.06848279288815917,0.20928927474994224,0.0,7.041801721247346,4311800000.0,816800000.0,814800000.0,2742500000.0,814800000.0,7.359999999999998,7.359999999999998,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2020-12-31,11168900000.0,6625900000.0,965200000.0,1409800000.0,9731500000.0,1622600000.0,-1722000000.0,-1083500000.0,-230800000.0,-329800000.0,52100000.0,-2.789999999999999,-239200000.0,-308000000.0,0.0,6.8648,90.6771,22.0659,-2.789999999999999,-230800000.0,-0.033889945023891484,-0.02952842267367422,0.19152148664343785,0.6292102206736353,0.13403019744483158,-0.02066452381165558,-0.02371679597184401,0.13403019744483158,0.0,6.8647948611686695,4358400000.0,1060600000.0,1049800000.0,2861200000.0,1049800000.0,8.82,8.82,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2021-03-31,11540400000.0,6066400000.0,904600000.0,1350200000.0,10153500000.0,1401800000.0,1292100000.0,902600000.0,416800000.0,426300000.0,13600000.0,3.51,121300000.0,477600000.0,0.0,,74.5477,19.2209,3.51,416800000.0,0.04198552223371251,0.036939794114588746,0.3299280241467379,0.698552743595697,0.3225756520393158,0.03611659907802156,0.041049884276357904,0.3225756520393158,0.0,6.706168472252929,4551000000.0,1173400000.0,1183600000.0,3025600000.0,1183600000.0,9.71,9.71,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
