report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,roi,roic,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-06-30,37020000000.0,3661000000.0,4725000000.0,,10704000000.0,,510000000.0,954000000.0,,,,,,,,,,510000000.0,,19.8184,,,,,,,,0.0476457399103139,0.7748148148148148,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2013-09-30,36901000000.0,3712000000.0,4530000000.0,,10909000000.0,,522000000.0,1061000000.0,,,,,,,,,,522000000.0,,20.4776,,,,,,,,0.04785039875332294,0.8194260485651215,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2013-12-31,37244000000.0,3997000000.0,4369000000.0,37244000000.0,11008000000.0,11253000000.0,545000000.0,904000000.0,,,823000000.0,421000000.0,188000000.0,3.29,1798000.0,949000000.0,818000000.0,11798000000.0,0.9149,21.7416,,3.29,,0.07476380813953488,0.02209751906347331,,,1.071765988372093,0.9148546578164339,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2014-03-31,37484000000.0,4224000000.0,3875000000.0,,11040000000.0,,1084000000.0,844000000.0,,,,,,,,,,1084000000.0,,22.0454,,,,,,,,0.09818840579710145,1.0900645161290323,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2014-06-30,38307000000.0,4195000000.0,3882000000.0,38307000000.0,11194000000.0,12323000000.0,1238000000.0,789000000.0,,,516000000.0,274000000.0,220000000.0,2.07,249816000.0,1034000000.0,574000000.0,13561000000.0,,23.3624,,2.07,,0.04609612292299446,0.013470122954029289,,,1.2114525638735036,1.0806285419886656,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2014-09-30,38982000000.0,4414000000.0,4292000000.0,,11333000000.0,,1309000000.0,667000000.0,,,,,,,,,,1309000000.0,,22.5914,,,,,,,,0.11550339715873996,1.0284249767008389,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2014-12-31,39732000000.0,4184000000.0,5069000000.0,,11326000000.0,,1733000000.0,570000000.0,,,,,,,,1127000000.0,582000000.0,1733000000.0,0.8254,23.5963,,,,,,,,0.15301077167579022,0.8254093509567962,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2015-03-31,39551000000.0,3656000000.0,3770000000.0,39551000000.0,11504000000.0,13012000000.0,795000000.0,377000000.0,,,437000000.0,134000000.0,163000000.0,1.74,251206000.0,811000000.0,303000000.0,13807000000.0,,19.9445,,1.74,,0.037986787204450624,0.011049025309094587,,,1.20019123783032,0.9697612732095491,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2015-06-30,40006000000.0,3506000000.0,4399000000.0,,11683000000.0,,738000000.0,636000000.0,,,,,,,,1219000000.0,610000000.0,738000000.0,,17.7762,,,,,,,,0.06316870666780793,0.7969993180268243,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2015-09-30,40566000000.0,3606000000.0,5118000000.0,,11625000000.0,,1097000000.0,697000000.0,,,,,,,,2089000000.0,925000000.0,1097000000.0,,18.7624,,,,,,,,0.09436559139784946,0.7045720984759671,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2015-12-31,41150000000.0,2891000000.0,4612000000.0,,11809000000.0,,622000000.0,403000000.0,,,,,,,,-1214000000.0,-588000000.0,622000000.0,0.6268,17.2847,,,,,,,,0.052671691083072236,0.6268430182133564,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2016-03-31,41835000000.0,2883000000.0,5132000000.0,,11946000000.0,,1177000000.0,376000000.0,,,,,,,,592000000.0,328000000.0,1177000000.0,,20.4895,,,,,,,,0.09852670349907919,0.5617692907248636,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2016-06-30,42875000000.0,3341000000.0,5680000000.0,42875000000.0,11781000000.0,13178000000.0,1777000000.0,616000000.0,,,335000000.0,285000000.0,36000000.0,1.33,251686000.0,882000000.0,642000000.0,14955000000.0,,28.8223,,1.33,,0.02843561667091079,0.0078134110787172,,,1.2694168576521518,0.5882042253521127,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2016-09-30,45526000000.0,2924000000.0,6794000000.0,45526000000.0,12346000000.0,13522000000.0,2869000000.0,518000000.0,,,991000000.0,421000000.0,284000000.0,3.93,251976000.0,1691000000.0,970000000.0,16391000000.0,,19.6739,,3.93,,0.08026891300826179,0.021767781048192242,,,1.3276364814514823,0.43037974683544306,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2016-12-31,47786000000.0,3110000000.0,5927000000.0,,12951000000.0,,1779000000.0,349000000.0,,572000000.0,44000000.0,-153000000.0,69000000.0,-0.2599999999999998,-252507000.0,-846000000.0,-628000000.0,1779000000.0,0.5247,18.4454,,-0.2599999999999998,-56000000.0,0.0033974210485676784,0.0009207717741597958,0.011970033064077346,0.03883231500339443,0.13736391012277044,0.5247173949721613,,,,,,,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2017-03-31,48284000000.0,2953000000.0,5812000000.0,,13264000000.0,,2054000000.0,290000000.0,,593000000.0,441000000.0,169000000.0,295000000.0,1.75,252246000.0,1004000000.0,360000000.0,2054000000.0,,18.9801,,1.75,953000000.0,0.03324788902291918,0.009133460359539393,0.012281501118382901,0.03871262566914741,0.15485524728588662,0.508086717136958,1811000000.0,,,722000000.0,6.750000000000001,6.750000000000001,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2017-06-30,49376000000.0,2767000000.0,6063000000.0,49376000000.0,13332000000.0,15000000000.0,1826000000.0,223000000.0,,,700000000.0,328000000.0,462000000.0,2.77,252609000.0,1889000000.0,728000000.0,16826000000.0,,16.6165,,2.77,,0.052505250525052505,0.014176928062216461,,,1.2620762076207621,0.45637473198086753,2176000000.0,,,765000000.0,8.190000000000001,8.190000000000001,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2017-09-30,50129000000.0,2878000000.0,7194000000.0,50129000000.0,13265000000.0,14803000000.0,2498000000.0,189000000.0,,,757000000.0,493000000.0,378000000.0,2.99,252987000.0,2710000000.0,1106000000.0,17301000000.0,,25.1696,,2.99,,0.057067470787787414,0.01510103931855812,,,1.30425932906144,0.4000556018904643,1942000000.0,,,837000000.0,7.250000000000002,7.250000000000002,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2017-12-31,50454000000.0,3341000000.0,6635000000.0,50454000000.0,12670000000.0,16445000000.0,1540000000.0,288000000.0,,,-1642000000.0,-331000000.0,141000000.0,-6.5,-505542000.0,-1978000000.0,-704000000.0,17985000000.0,0.5035,103.0374,,-6.5,,-0.12959747434885557,-0.032544495976533076,,,1.419494869771113,0.5035418236623964,256000000.0,,,659000000.0,1.0100000000000016,1.0100000000000016,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2018-03-31,60485000000.0,3394000000.0,9109000000.0,,15844000000.0,,3665000000.0,239000000.0,,526000000.0,347000000.0,216000000.0,289000000.0,1.33,259490000.0,966000000.0,386000000.0,3665000000.0,,152.166,,1.33,912000000.0,0.021901035092148448,0.0057369595767545675,0.008696371001074647,0.026961915013583474,0.23131784902802321,0.3725985289274344,162000000.0,,,706000000.0,0.5900000000000012,0.5900000000000012,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2018-06-30,59907000000.0,4947000000.0,8602000000.0,,15826000000.0,,3708000000.0,252000000.0,,810000000.0,-214000000.0,453000000.0,-294000000.0,-0.82,261906000.0,1629000000.0,778000000.0,3708000000.0,,152.166,,-0.82,1588000000.0,-0.013522052318968785,-0.003572203582219106,0.013520957484100355,0.04146616156445172,0.23429799064830026,0.575098814229249,-752000000.0,,,831000000.0,-2.9999999999999987,-2.9999999999999987,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2018-09-30,60605000000.0,5045000000.0,8491000000.0,,16617000000.0,,2897000000.0,212000000.0,,1115000000.0,60000000.0,685000000.0,-127000000.0,0.22,267644000.0,2591000000.0,1158000000.0,2897000000.0,,,,0.22,2273000000.0,0.003610760064993681,0.0009900173253031927,0.018397821961884334,0.057138464692015986,0.17433953180477824,0.5941585207867154,-1449000000.0,,,1023000000.0,-5.769999999999999,-5.769999999999999,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2018-12-31,60638000000.0,3645000000.0,7523000000.0,60638000000.0,17138000000.0,21611000000.0,2079000000.0,190000000.0,,,731000000.0,-429000000.0,228000000.0,2.69,-519188000.0,-1739000000.0,-773000000.0,23690000000.0,0.4845,28.1974,,2.69,,0.04265375189637064,0.012055146937563904,,,1.3823083206908624,0.4845141565864682,924000000.0,,,925000000.0,3.4200000000000013,3.4200000000000013,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2019-03-31,61618000000.0,3262000000.0,8612000000.0,,17346000000.0,,2523000000.0,78000000.0,,563000000.0,441000000.0,260000000.0,42000000.0,1.59,277228000.0,951000000.0,383000000.0,2523000000.0,,30.1386,,1.59,946000000.0,0.025423728813559324,0.007156999578045376,0.009136940504398066,0.028335598168000402,0.14545140089934278,0.3787738039944264,1018000000.0,,,969000000.0,3.6800000000000015,3.6800000000000015,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2019-06-30,62727000000.0,2783000000.0,8177000000.0,62727000000.0,17440000000.0,21199000000.0,2395000000.0,168000000.0,,,795000000.0,518000000.0,89000000.0,2.85,278424000.0,1704000000.0,772000000.0,23594000000.0,,18.0555,,2.85,,0.0455848623853211,0.012673968147687599,,,1.3528669724770641,0.34034486975663447,2027000000.0,,,1034000000.0,7.350000000000001,7.350000000000001,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2019-09-30,64585000000.0,3666000000.0,9498000000.0,,18620000000.0,,3588000000.0,106000000.0,,1521000000.0,1608000000.0,797000000.0,150000000.0,5.74,279809000.0,2118000000.0,1174000000.0,3588000000.0,,15.4917,,5.74,2695000000.0,0.08635875402792696,0.02489742200201285,0.023550359990709917,0.06848883285302594,0.19269602577873254,0.38597599494630447,3575000000.0,,,1146000000.0,12.870000000000001,12.870000000000001,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2019-12-31,65665000000.0,3339000000.0,9150000000.0,,19929000000.0,,3505000000.0,108000000.0,,185000000.0,-789000000.0,-498000000.0,34000000.0,-2.8899999999999997,-553428000.0,-1685000000.0,-760000000.0,3505000000.0,0.3649,19.4275,,-2.8899999999999997,-575000000.0,-0.039590546439861506,-0.012015533389172314,0.00281733038909617,0.007894512247162243,0.17587435395654574,0.3649180327868852,2055000000.0,,,1077000000.0,7.290000000000002,7.290000000000002,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2020-03-31,68293000000.0,5424000000.0,12177000000.0,,20117000000.0,,5742000000.0,2247000000.0,,753000000.0,760000000.0,280000000.0,-207000000.0,2.53,313925000.0,1318000000.0,412000000.0,5742000000.0,,13.1253,,2.53,1165000000.0,0.037778992891584234,0.01112851976044397,0.011026020236334618,0.029119455508720367,0.2854302331361535,0.445429908844543,2374000000.0,,,1097000000.0,8.230000000000002,8.230000000000002,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2020-06-30,68385000000.0,7640000000.0,9595000000.0,68385000000.0,23606000000.0,20535000000.0,3143000000.0,4894000000.0,,,2999000000.0,554000000.0,-39000000.0,9.91,307962000.0,1027000000.0,824000000.0,23678000000.0,,7.7873,,9.91,,0.12704397187155808,0.043854646486802665,,,1.0030500720155893,0.7962480458572173,4578000000.0,,,1133000000.0,15.290000000000003,15.290000000000003,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2020-09-30,67222000000.0,6394000000.0,7635000000.0,,23228000000.0,,772000000.0,3515000000.0,,1669000000.0,3350000000.0,818000000.0,60000000.0,11.43,292935000.0,1629000000.0,1242000000.0,772000000.0,,8.6588,,11.43,2911000000.0,0.1442224900981574,0.04983487548719169,0.02482818125018595,0.06954166666666667,0.03323574995694851,0.8374590700720367,6320000000.0,,,1154000000.0,20.980000000000004,20.980000000000004,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2020-12-31,66623000000.0,4511000000.0,6839000000.0,,23373000000.0,,885000000.0,960000000.0,288470244.0,,-3345000000.0,-571000000.0,435000000.0,-10.989999999999997,-622570000.0,-1383000000.0,-812000000.0,885000000.0,0.6596,9.345,,-10.989999999999997,,-0.14311384931331023,-0.050207886165438365,,,0.03786420228468746,0.6595993566310864,3764000000.0,,,1081000000.0,12.880000000000006,12.880000000000006,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2021-03-31,67821000000.0,4200000000.0,6875000000.0,,23999000000.0,,1817000000.0,725000000.0,,824000000.0,874000000.0,259000000.0,158000000.0,2.87,308458000.0,1502000000.0,442000000.0,1817000000.0,,9.9536,,2.87,1266000000.0,0.036418184091003794,0.012886863950693737,0.012149629170905767,0.03191819026960025,0.07571148797866578,0.610909090909091,3878000000.0,,,1060000000.0,13.220000000000006,13.220000000000006,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2021-06-30,68608000000.0,3760000000.0,7312000000.0,,25451000000.0,,2266000000.0,335000000.0,,1267000000.0,1298000000.0,517000000.0,297000000.0,4.24,306284000.0,2255000000.0,905000000.0,2266000000.0,,18.973,,4.24,2172000000.0,0.05099996070881301,0.018919076492537313,0.018467234141791043,0.0457120178951546,0.0890338297119956,0.5142231947483589,2177000000.0,,,1023000000.0,7.550000000000005,7.550000000000005,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2021-09-30,70472000000.0,4593000000.0,12944000000.0,,24554000000.0,,3068000000.0,873000000.0,,177000000.0,650000000.0,776000000.0,-45000000.0,2.09,310854000.0,2981000000.0,1376000000.0,3068000000.0,,34.7036,,2.09,1553000000.0,0.026472265211370857,0.009223521398569644,0.0025116358269951186,0.006407935703424806,0.12494909179767044,0.354836217552534,-523000000.0,,,981000000.0,-1.7899999999999947,-1.7899999999999947,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2021-12-31,72045000000.0,4375000000.0,10035000000.0,,25981000000.0,,3471000000.0,559000000.0,,-1467000000.0,-1568000000.0,-354000000.0,-311000000.0,-5.1899999999999995,-612560000.0,-2896000000.0,-868000000.0,3471000000.0,0.436,32.0501,3.8433,-5.1899999999999995,-2335000000.0,-0.060351795542896734,-0.02176417516829759,-0.020362273579013115,-0.04980986011136765,0.13359762903660366,0.43597409068261084,1254000000.0,801000000.0,2656000000.0,1198000000.0,4.010000000000003,4.010000000000003,1.3068524096385543,0.6686143572621035,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2022-03-31,74922000000.0,6501000000.0,9000000000.0,,26114000000.0,,2181000000.0,2519000000.0,,,612000000.0,243000000.0,334000000.0,1.93,317434000.0,1607000000.0,493000000.0,2181000000.0,,50.753,3.6795,1.93,,0.023435704985831356,0.008168495235044447,,,0.08351841923872252,0.7223333333333334,992000000.0,,,1182000000.0,3.070000000000001,3.070000000000001,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2022-06-30,75582000000.0,5902000000.0,7550000000.0,,26841000000.0,,955000000.0,1931000000.0,,1250000000.0,1171000000.0,514000000.0,414000000.0,3.7,316647000.0,2364000000.0,994000000.0,955000000.0,,40.2991,2.7268,3.7,2244000000.0,0.04362728661376253,0.015493106824376175,0.016538329231827683,0.04497049935242481,0.03557989642710778,0.7817218543046358,865000000.0,,,1179000000.0,2.530000000000001,2.530000000000001,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2022-12-31,78574000000.0,5912000000.0,9899000000.0,,27115000000.0,,3352000000.0,370000000.0,,2387000000.0,2094000000.0,1054000000.0,556000000.0,6.62,316378000.0,1142000000.0,2019000000.0,3352000000.0,0.5972,22.7102,3.8398,6.62,4406000000.0,0.0772266273280472,0.026650036907883014,0.03037900577799272,0.0783470640364985,0.12362161165406602,0.5972320436407718,2309000000.0,,,1457000000.0,7.060000000000001,7.060000000000001,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2023-03-31,80549000000.0,5204000000.0,9630000000.0,,27667000000.0,,3037000000.0,534000000.0,,881000000.0,969000000.0,366000000.0,376000000.0,3.07,316124000.0,1980000000.0,539000000.0,3037000000.0,,19.0555,3.2459,3.07,1420000000.0,0.03502367441356128,0.01202994450582875,0.010937441805609007,0.02869332985930172,0.10976976181009868,0.5403946002076844,4846000000.0,,,2177000000.0,15.32,15.32,,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2023-06-30,82727000000.0,4847000000.0,8451000000.0,,27836000000.0,,2512000000.0,1077000000.0,,1370000000.0,1572000000.0,683000000.0,551000000.0,4.97,316092000.0,3737000000.0,1088000000.0,2512000000.0,,18.0356,3.165,4.97,2458000000.0,0.05647363126886047,0.019002260447012462,0.01656049415547524,0.045143007776459736,0.09024285098433683,0.5735415927109218,5806000000.0,5888000000.0,10528000000.0,2617000000.0,18.36,18.36,0.23860182370820668,2.249904470768055,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2023-09-30,85735000000.0,5310000000.0,8765000000.0,,28238000000.0,,1977000000.0,1149000000.0,,1804000000.0,2293000000.0,995000000.0,499000000.0,3.63,632231000.0,5129000000.0,1651000000.0,1977000000.0,,14.7969,2.8789,3.63,3455000000.0,0.08120263474750336,0.02674520324254972,0.021041581617775706,0.05970544431573722,0.07001204051278419,0.6058185966913862,6928000000.0,6442000000.0,11739000000.0,3098000000.0,18.29,18.29,0.16841298236647073,2.079406068431246,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2023-12-31,87181000000.0,5470000000.0,10090000000.0,,28675000000.0,,2342000000.0,236000000.0,,-1673000000.0,-1759000000.0,-735000000.0,-936000000.0,-6.879999999999998,-631714000.0,-4628000000.0,-1051000000.0,2342000000.0,0.5421,15.2942,3.4008,-6.879999999999998,-2724000000.0,-0.06134263295553618,-0.020176414585746896,-0.019189961115380644,-0.05393816294290228,0.08167393199651264,0.5421209117938554,3075000000.0,2382000000.0,4609000000.0,1309000000.0,4.790000000000001,4.790000000000001,0.5081362551529616,1.8197097020626432,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2024-03-31,89604000000.0,5640000000.0,9064000000.0,,29135000000.0,,1659000000.0,606000000.0,,787000000.0,812000000.0,305000000.0,172000000.0,1.26,635354000.0,1851000000.0,594000000.0,1659000000.0,,15.529,3.9068,1.26,1381000000.0,0.027870259138493222,0.00906209544216776,0.008783090040623186,0.025556926674027407,0.056941822550197356,0.6222418358340689,2918000000.0,2288000000.0,4570000000.0,1248000000.0,2.980000000000002,2.980000000000002,0.36301969365426695,1.8333333333333333,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2024-09-30,93748000000.0,5099000000.0,9843000000.0,,29703000000.0,,2187000000.0,560000000.0,,1692000000.0,2186000000.0,,-63000000.0,3.38,636566000.0,3542000000.0,1811000000.0,2187000000.0,,18.047,4.8114,3.38,3503000000.0,0.0735952597380736,0.023317830780389983,0.01804838503221402,0.05305738476011289,0.07362892637107363,0.5180331199837448,3532000000.0,2610000000.0,5615000000.0,,1.3900000000000023,1.3900000000000023,0.38949243098842384,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2024-12-31,96155000000.0,5285000000.0,9676000000.0,,31222000000.0,,2016000000.0,1565000000.0,,2750000000.0,2862000000.0,,219000000.0,4.42,637943000.0,4907000000.0,2437000000.0,2016000000.0,0.5462,19.4136,4.8581,4.42,5187000000.0,0.09166613285503812,0.02976444282668608,0.02859965680411835,0.08273662675251219,0.06456985458971239,0.5461967755270773,4101000000.0,3556000000.0,7347000000.0,,2.1800000000000024,2.1800000000000024,0.2743977133523887,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2025-03-31,99010000000.0,5665000000.0,9934000000.0,,31643000000.0,,2113000000.0,1739000000.0,,917000000.0,917000000.0,,57000000.0,1.39,653018000.0,1482000000.0,640000000.0,2113000000.0,,15.6793,3.9785,1.39,1557000000.0,0.028979553139714946,0.009261690738309262,0.009261690738309262,0.027165540940869773,0.06677622222924501,0.5702637406885444,6777000000.0,6146000000.0,11628000000.0,,10.450000000000001,10.450000000000001,0.18171654626762987,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2025-06-30,99907000000.0,4169000000.0,8607000000.0,,31697000000.0,,2282000000.0,155000000.0,,1386000000.0,1390000000.0,,229000000.0,2.09,653123000.0,2266000000.0,1293000000.0,2282000000.0,,18.2007,4.2761,2.09,2679000000.0,0.04385273054232262,0.01391293903330097,0.013872901798672765,0.040789899643897704,0.07199419503423037,0.48437318461717205,7355000000.0,6745000000.0,12926000000.0,,11.280000000000001,11.280000000000001,0.17654340089741605,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
2025-09-30,106919000000.0,31726000000.0,19988000000.0,,31152000000.0,,1833000000.0,5000000.0,,1831000000.0,1485000000.0,,711000000.0,2.21,653420000.0,3376000000.0,1955000000.0,1833000000.0,,27.1677,4.9274,2.21,3786000000.0,0.04766949152542373,0.013889018789925083,0.0171251134036046,0.05551008033954828,0.05884052388289676,1.5872523514108465,6654000000.0,6884000000.0,13209000000.0,,10.11,10.11,0.1387690211219623,,0.70528376,97.445,61.9,3.48109,62179.586,33.8484,1.8228,5.2379
