report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_ps_ttm
2016-06-19,652278000.0,450449000.0,356727000.0,,-1914754000.0,,22305000.0,1086517000.0,339055000.0,202414000.0,94712000.0,51353000.0,56822000.0,1.0,,25045000.0,16756000.0,,0.0,,32.7395,2.7652,1.0,219170000.0,-0.04946431760946837,0.1452018924446325,0.08717028817772754,0.3120567832808875,0.18629621073577313,0.31031860648373855,-0.10571279652634229,,0.2017179666770055,-0.0,1.2627275199241998,3918891000.0,194465000.0,757006000.0,722598000.0,,792042000.0,117720000.0,3.0,3.0,0.0,6.430564050288821,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2016-09-11,676607000.0,472590000.0,410517000.0,,-1936146000.0,,29981000.0,1653193000.0,512957000.0,303325000.0,141945000.0,76533000.0,85403000.0,2.0,,38254000.0,25460000.0,,0.0,,35.4112,3.0274,2.0,328785000.0,-0.07331316956469192,0.20978943463487668,0.08586111845380424,0.3102825864856674,0.18347827507133166,0.4483030769708265,-0.15666432180217815,,0.19887877579931684,-0.0,1.1512068927717976,4096739000.0,206380000.0,793304000.0,783863000.0,,831105000.0,135111000.0,3.0,3.0,0.0,5.871498249587376,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2017-01-01,716295000.0,495873000.0,403698000.0,2599438000.0,-1883143000.0,,42815000.0,-806257000.0,-251537000.0,-150409000.0,-67430000.0,-43963000.0,-39636000.0,1.0,,-15230000.0,-12297000.0,,0.0,1.2283,35.5506,3.0866,1.0,-162706000.0,0.0358071585641664,-0.09413719207868267,0.08363338240784265,0.3119811672952917,0.1865521787717812,-0.2099819208566303,0.07987125778552133,,0.20180413937491395,-0.0,1.2283266203944532,2472628000.0,214678000.0,454042000.0,767691000.0,,492182000.0,110069000.0,4.0,4.0,0.0,4.125067003425125,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2017-03-26,742462000.0,528636000.0,369440000.0,,-1853691000.0,,52094000.0,624217000.0,193816000.0,116034000.0,62469000.0,25631000.0,28045000.0,1.0,,12444000.0,9498000.0,,0.0,,38.137,3.4548,1.0,125532000.0,-0.03369979138917975,0.08413763936740197,0.10007577493083335,0.31049458761936954,0.18588727958386267,0.15628274578362258,-0.0625961932166688,,0.20110314201631804,-0.0,1.4309116500649632,2557670000.0,231696000.0,471364000.0,794291000.0,,510781000.0,109554000.0,5.0,5.0,0.0,4.302572247476131,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2017-06-18,781797000.0,560903000.0,351512000.0,,-1803071000.0,,52243000.0,1252828000.0,386661000.0,228901000.0,128210000.0,50242000.0,50836000.0,2.0,,25230000.0,19773000.0,,0.0,,41.8036,3.9314,2.0,248674000.0,-0.07110646225245706,0.16399397797638005,0.10233647396130993,0.3086305542341008,0.18270744268167696,0.29278828135692514,-0.1269506303412345,,0.1984901359165025,-0.0,1.5956866337422335,2723981000.0,265194000.0,497851000.0,841897000.0,,540285000.0,108443000.0,6.0,6.0,0.0,4.590900288630894,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2017-09-10,816235000.0,592586000.0,398530000.0,,-2765344000.0,,61360000.0,1896470000.0,585139000.0,345981000.0,184578000.0,83383000.0,79019000.0,3.0,,38897000.0,30054000.0,,0.0,,35.4483,3.3584,3.0,376035000.0,-0.06674684957820799,0.22613340520805894,0.09732713936946011,0.30854113168149244,0.1824342067103619,0.4238742519004943,-0.1251131866415173,,0.1982815441319926,-0.0,1.4869294657867664,2967258000.0,307827000.0,540507000.0,914079000.0,,587535000.0,115293000.0,7.0,7.0,0.0,4.688116364393328,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2017-12-31,836753000.0,579780000.0,398285000.0,3572137000.0,-2735384000.0,,35768000.0,,,,,,,,,13440000.0,-14956000.0,,0.0,1.4557,29.4189,2.9325,,,,,,,,,,,,-0.0,1.4556912763473393,,,,,,,,,,,,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2018-03-25,798300000.0,536423000.0,384766000.0,,-2770864000.0,,44609000.0,785371000.0,299865000.0,133476000.0,88827000.0,30286000.0,14843000.0,2.0,,13647000.0,11069000.0,,0.0,,32.7392,3.3777,2.0,144545000.0,-0.0320575098597405,0.11127019917324314,0.11310196072938777,0.38181318128629654,0.16995279937761898,0.16720030063885757,-0.0481712563301555,,0.18404677534566466,-0.0,1.3941538493525936,,,,,,,,,,,,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2018-06-17,954565000.0,682914000.0,377415000.0,,-2929205000.0,,157788000.0,1564767000.0,593445000.0,259621000.0,166235000.0,66413000.0,28632000.0,3.0,154712000.0,37290000.0,23310000.0,117422000.0,0.0,,37.7042,3.8427,3.0,282931000.0,-0.0567508931604309,0.17414738650589537,0.10623626392939013,0.3792545471626127,0.1659167147568935,0.27197833568169794,-0.08863189841612315,0.07504120421762474,0.18081350130722337,-0.0,1.8094511346925797,,,,,,,,,,,,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2018-09-09,912114000.0,605649000.0,376431000.0,,-2973758000.0,,84600000.0,2350732000.0,888724000.0,392053000.0,250330000.0,100389000.0,43785000.0,5.0,262519000.0,65074000.0,35770000.0,197445000.0,0.0,,35.7956,3.7941,5.0,427823000.0,-0.08417968106348936,0.2744503428299533,0.10649023368040253,0.3780626630343229,0.16677911391005015,0.429828946820244,-0.13183756042018213,0.08399298601456907,0.18199565071645768,-0.0,1.6089243447006225,,,,,,,,,,,,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2018-12-30,907385000.0,566951000.0,379743000.0,3947306000.0,-3039921000.0,,25438000.0,-1268003000.0,-479355000.0,-213461000.0,-143420000.0,-50743000.0,-20554000.0,-2.0,-23060000.0,3877000.0,-16484000.0,-26937000.0,0.0,1.493,28.497,3.0048,-2.0,-229945000.0,0.047178857608470744,-0.15805859695719016,0.11310698791722101,0.3780393264053792,0.16834423893318864,-0.2352485438926145,0.07021925898732237,0.0212436405907557,0.18134420817616362,-0.0,1.4929860458257296,3432867000.0,361972000.0,571689000.0,1302679000.0,,625354000.0,146345000.0,8.0,8.0,0.0,3.9064470941952236,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2019-03-24,1148275000.0,590543000.0,412013000.0,1148275000.0,-2975165000.0,3447819000.0,83114000.0,835963000.0,322289000.0,143504000.0,92650000.0,35054000.0,16493000.0,2.2,96998000.0,12222000.0,13790000.0,84776000.0,3447819000.0,,27.2292,2.8593,2.2,157294000.0,-0.031141129987748577,0.08068624676144652,0.11083026401886208,0.38553022083513266,0.1716630999218865,0.1249735472774379,0.30361321389430745,0.10141118685874853,0.18815904531659894,-1.1588664830353947,1.4333115702659867,3483459000.0,365795000.0,581717000.0,1325103000.0,372706000.0,638103000.0,151113000.0,8.2,8.2,5.40323270694543,3.849549674746713,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2019-06-16,1177167000.0,643447000.0,412906000.0,,-2904286000.0,,108259000.0,1647610000.0,638960000.0,282427000.0,185009000.0,68920000.0,30113000.0,4.38,201553000.0,25708000.0,27850000.0,175845000.0,0.0,,30.4437,3.297,4.38,310277000.0,-0.06370205964564096,0.15716461640531887,0.11228931603959674,0.3878102220792542,0.17141617251655428,0.23992092880619317,-0.09724489943483527,0.10672732017892583,0.18831944452874164,-0.0,1.558337733043356,3566302000.0,384569000.0,604523000.0,1370618000.0,431129000.0,665449000.0,153620000.0,9.58,9.58,0.0,3.9351842208045826,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2019-09-08,1160272000.0,605339000.0,421245000.0,,-2935649000.0,,66706000.0,2468422000.0,955211000.0,425456000.0,271382000.0,102672000.0,53985000.0,6.44,324596000.0,42676000.0,40982000.0,281920000.0,0.0,,25.7502,2.7779,6.44,466438000.0,-0.09244361297961712,0.23389515561868252,0.10994149298620738,0.38697232482938493,0.17235950740999714,0.36668643214694485,-0.14492740787471528,0.11421061714731112,0.18896201702950305,-0.0,1.4370235848496717,3683992000.0,405621000.0,637926000.0,1437105000.0,515604000.0,704064000.0,155903000.0,11.02,11.02,0.0,4.091813499419511,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2019-12-29,1382092000.0,787617000.0,453831000.0,4797851000.0,-3415759000.0,,190615000.0,-1333221000.0,-513961000.0,-221980000.0,-148332000.0,-55828000.0,-18663000.0,-3.459999999999999,-126197000.0,4959000.0,-22692000.0,-131156000.0,0.0,1.7355,29.9322,3.3144,-3.459999999999999,-244672000.0,0.04342578033169202,-0.10732425916653884,0.11125837351796888,0.38550322864701353,0.1664990275430705,-0.1606115945971759,0.06498702045431191,0.09837528811802394,0.1835194615146326,-0.0,1.735485235693463,3618774000.0,400709000.0,629407000.0,1402499000.0,411385000.0,689337000.0,150818000.0,9.560000000000002,9.560000000000002,0.0,4.173288334283706,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2020-03-22,1389876000.0,794374000.0,452169000.0,,-3392190000.0,,200801000.0,873102000.0,340157000.0,155834000.0,121602000.0,39470000.0,-4306000.0,3.07,95358000.0,17467000.0,14032000.0,77891000.0,0.0,,29.4169,3.4572,3.07,169866000.0,-0.035847638251395114,0.08749125821296289,0.13927582344330902,0.3895959464071781,0.17848315546179025,0.11212079350963683,-0.04593905412137882,0.08921179885053522,0.19455458812372436,-0.0,1.7568077422379687,3655913000.0,429661000.0,641737000.0,1420367000.0,404500000.0,701909000.0,155234000.0,10.430000000000001,10.430000000000001,0.0,4.133997706687968,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2020-06-14,1581688000.0,927109000.0,459868000.0,,-3282906000.0,,247952000.0,1793125000.0,697248000.0,319417000.0,240270000.0,79197000.0,1522000.0,6.05,211828000.0,33732000.0,28789000.0,178096000.0,0.0,,32.4219,3.9273,6.05,348206000.0,-0.07318820581521372,0.15190732938480914,0.13399512025095853,0.388845172533984,0.17813426280934122,0.20194690735467424,-0.0972970289127986,0.09932157546183339,0.19418947368421052,-0.0,2.0160328616037644,3801428000.0,484922000.0,678727000.0,1478655000.0,406751000.0,739838000.0,165511000.0,12.100000000000001,12.100000000000001,0.0,4.10079692588408,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2020-09-06,1620948000.0,956521000.0,488525000.0,,-3211531000.0,,330719000.0,2760844000.0,1059229000.0,481598000.0,339399000.0,117802000.0,26166000.0,8.54,370399000.0,51163000.0,44116000.0,319236000.0,0.0,,31.5901,3.7858,8.54,525714000.0,-0.10568137128366502,0.20938302770971062,0.12293305960061489,0.3836613006747212,0.17443868614090474,0.29710885235059975,-0.14995900709038773,0.11562985811585152,0.19041785772756448,-0.0,1.9579775855892738,4093850000.0,552939000.0,734869000.0,1582673000.0,444067000.0,799114000.0,180641000.0,14.2,14.2,0.0,4.068118533444788,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2021-01-03,1567168000.0,869384000.0,470819000.0,4867573000.0,-3300405000.0,,168821000.0,-1309660000.0,-502141000.0,-231207000.0,-209975000.0,-64303000.0,40452000.0,-5.269999999999996,-84791000.0,-13594000.0,-21899000.0,-98385000.0,0.0,1.8465,30.4344,3.6315,-5.269999999999996,-253106000.0,0.06362097984944272,-0.13398372095397557,0.16032787135592444,0.38341325229448864,0.1765397125971626,-0.14753172601788705,0.0700541297204434,0.07512255089107096,0.19326084632652749,-0.0,1.8465355051516612,4117411000.0,491296000.0,725642000.0,1594493000.0,476838000.0,790680000.0,172166000.0,12.39,12.39,0.0,4.2147810833730235,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2021-03-28,1662832000.0,925802000.0,501835000.0,,-3236080000.0,,267719000.0,983698000.0,389151000.0,186538000.0,117761000.0,39422000.0,31877000.0,3.0,152851000.0,16561000.0,16465000.0,136290000.0,0.0,,29.6169,3.4146,3.0,203003000.0,-0.036390015079973304,0.0708195416013163,0.11971255405622458,0.3956000723799378,0.18962933745926086,0.11218090582812935,-0.057643197943190526,0.13854861959666484,0.20636719806282008,-0.0,1.8448334611974055,4228007000.0,487455000.0,756346000.0,1643487000.0,535237000.0,823817000.0,172118000.0,12.320000000000002,12.320000000000002,0.0,4.394345739550773,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2021-06-20,1721793000.0,980850000.0,554354000.0,,-4140570000.0,,292095000.0,2016170000.0,796841000.0,377440000.0,234380000.0,85299000.0,60351000.0,6.06,295415000.0,33163000.0,33641000.0,262252000.0,0.0,,36.7529,4.1102,6.06,411081000.0,-0.056605733027095304,0.13612553890043694,0.11625011779760636,0.3952251050258659,0.18720643596522119,0.21921334329968817,-0.091156531588646,0.13007434888923058,0.20389203291389119,-0.0,1.7693567648109332,4451052000.0,481565000.0,814369000.0,1743080000.0,619393000.0,886692000.0,178220000.0,12.330000000000002,12.330000000000002,0.0,4.569459095499944,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
