report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,3128058000.0,759512000.0,567781000.0,3128058000.0,1807333000.0,450000000.0,,219821000.0,302830000.0,,42637000.0,4004000.0,26590000.0,0.29000000000000004,-283415000.0,194527000.0,18123000.0,176404000.0,450000000.0,1.3377,19.8951,3.0513,0.29000000000000004,,0.02359111464240403,0.013630501736221004,0.14079516560446456,,,,0.582518244559654,,0.24898566008588346,1.3376847763486275,1200032000.0,184045000.0,,16097000.0,1.26,1.26,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2013-03-31,3230360000.0,881613000.0,617314000.0,3230360000.0,1859256000.0,450000000.0,,340206000.0,335012000.0,,60131000.0,3984000.0,39360000.0,0.41,142947000.0,137021000.0,2947000.0,134074000.0,450000000.0,,23.5124,3.7149,0.41,,0.03234143119613437,0.018614334006116964,0.17948909292801452,,,,0.40020655976502334,,0.2420322967896836,1.4281435379725715,1232558000.0,194743000.0,,15994000.0,1.3299999999999998,1.3299999999999998,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2013-06-30,3326320000.0,972572000.0,661815000.0,,1902058000.0,450000000.0,,385525000.0,660804000.0,,112138000.0,7981000.0,73574000.0,0.0,142938000.0,221885000.0,7123000.0,214762000.0,450000000.0,,23.0157,3.7096,0.0,,0.05895614119022659,0.03371233074388513,0.16969933596043607,,,,0.32500105931562157,,0.23658584543688993,1.4695526695526695,1602446000.0,264410000.0,,19975000.0,1.04,1.04,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2013-09-30,3554788000.0,843748000.0,861789000.0,,1964784000.0,380000000.0,,170965000.0,1020114000.0,,169887000.0,12116000.0,111280000.0,1.0,142476000.0,309904000.0,11453000.0,298451000.0,380000000.0,,21.9677,3.529,1.0,,0.08646599320841375,0.04779103563981875,0.16653726936401225,,,,0.29256632101902336,,0.19340548375801106,0.9790656413576874,2318760000.0,384793000.0,823691000.0,28085000.0,1.7,1.7,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2013-12-31,3649508000.0,928036000.0,906877000.0,3649508000.0,2007141000.0,380000000.0,,202952000.0,-652651000.0,,-125044000.0,-7641000.0,-83717000.0,0.07000000000000006,-285737000.0,-279436000.0,-5157000.0,-284593000.0,380000000.0,1.0233,21.0246,3.3483,0.07000000000000006,,-0.062299559423079895,-0.03426324863515849,0.1915939759534575,,,,0.4360569431441919,,0.18932401859161863,1.0233317197370757,1363279000.0,217112000.0,362694000.0,16440000.0,1.48,1.48,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2014-03-31,3674289000.0,964355000.0,792492000.0,,2052860000.0,480000000.0,,250017000.0,363594000.0,,52415000.0,4072000.0,34422000.0,0.0,,,4727000.0,,480000000.0,,21.3604,3.2135,0.0,,0.025532671492454428,0.014265344941565566,0.14415804441217403,,,,,,0.23382013386202663,1.2168640188165938,1391861000.0,209396000.0,,16528000.0,1.0699999999999998,1.0699999999999998,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2014-06-30,4930472000.0,1459235000.0,1270618000.0,,2081514000.0,1168125000.0,,309107000.0,761358000.0,,114170000.0,11076000.0,74448000.0,0.0,,,12577000.0,,1168125000.0,,20.2559,3.0324,0.0,,0.05484949897046092,0.0231559980464345,0.1499557369857544,,,,,,0.5611900760696301,1.1484450873511944,1492415000.0,211428000.0,,19623000.0,1.0699999999999998,1.0699999999999998,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2014-09-30,4945748000.0,1485895000.0,1263026000.0,,2105295000.0,1159682000.0,,382092000.0,1182776000.0,,182501000.0,18374000.0,118802000.0,1.0,,,20189000.0,,1159682000.0,,20.1198,3.029,1.0,,0.08668666386420905,0.03690058611963246,0.1542988697775403,,,,,,0.5508406185356447,1.1764563833206918,1655077000.0,224042000.0,,25881000.0,1.0699999999999998,1.0699999999999998,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2014-12-31,4956458000.0,1570108000.0,1269153000.0,,2113745000.0,1152846000.0,,470048000.0,-731932000.0,,-142190000.0,-5114000.0,-94819000.0,0.0,142891000.0,,-12570000.0,,1152846000.0,1.2371,22.8236,2.9967,0.0,,-0.06726923067825116,-0.02868782505571519,0.19426668051130433,,,,,,0.5454044835114926,1.2371305902440446,1575796000.0,206896000.0,,28408000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2015-03-31,4838942000.0,1433358000.0,1209447000.0,,2061462000.0,1146010000.0,,340731000.0,404298000.0,,56951000.0,9851000.0,36827000.0,0.0,,,3727000.0,,1146010000.0,,22.0513,2.8842,0.0,,0.027626509729502653,0.011769308249613242,0.14086391720958302,,,,,,0.5559209919950016,1.1851350245194705,1616500000.0,211432000.0,,34187000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2015-06-30,5020837000.0,1547444000.0,1328339000.0,,2113054000.0,1132300000.0,,412607000.0,823745000.0,,117956000.0,19522000.0,76736000.0,0.0,,,8597000.0,,1132300000.0,,21.9676,2.8252,0.0,,0.05582252038991905,0.02349329404639107,0.14319479936145288,,,,,,0.5358594716462523,1.1649465987221634,1678887000.0,215218000.0,,42633000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2015-09-30,5002192000.0,1543849000.0,1264547000.0,,2185735000.0,1118589000.0,,448818000.0,1255912000.0,,185383000.0,29404000.0,122139000.0,1.0,,,12773000.0,,1118589000.0,,20.8117,2.6477,1.0,,0.08481494783219375,0.03706035274135819,0.14760827191714068,,,,,,0.5117678950101453,1.2208711894457067,1752023000.0,218100000.0,,53663000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2015-12-31,5012739000.0,1537389000.0,1328547000.0,,2149776000.0,1079878000.0,,443420000.0,-823446000.0,,-116972000.0,-19529000.0,-76461000.0,0.0,,,-6722000.0,,1079878000.0,1.1572,18.597,2.7251,0.0,,-0.054411250288402144,-0.02333494722146914,0.14205181639111733,,,,,,0.502321172066299,1.1571957936000759,1660509000.0,243318000.0,,39248000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2016-03-31,4992960000.0,1496621000.0,1283356000.0,,2198533000.0,1058327000.0,,401846000.0,424173000.0,,62070000.0,9897000.0,40479000.0,0.0,,,4252000.0,,1058327000.0,,19.9739,2.9531,0.0,,0.028232462282804033,0.012431503557008268,0.14633180329723958,,,,,,0.48137871935513366,1.166177584395912,1680384000.0,248437000.0,,39294000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2016-06-30,5206877000.0,1647267000.0,1457655000.0,,2252247000.0,1045004000.0,,453939000.0,870691000.0,,128320000.0,19734000.0,83306000.0,0.0,,,8944000.0,,1045004000.0,,20.6819,3.0728,0.0,,0.0569742128638644,0.024644330949242704,0.1473771981104663,,,,,,0.46398285800802486,1.1300801630015334,1727330000.0,258801000.0,,39506000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2016-09-30,5522027000.0,1974674000.0,1701735000.0,,2324772000.0,1031693000.0,,488683000.0,1332965000.0,,199865000.0,29617000.0,128733000.0,1.0,,,13135000.0,,1031693000.0,,20.451,3.0343,1.0,,0.08597187165020914,0.03619413668205534,0.14994017097223108,,,,,,0.4437824440418243,1.1603886621595019,1804383000.0,273283000.0,,39719000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2016-12-31,5287343000.0,1760737000.0,1445157000.0,,2360211000.0,1018372000.0,,515646000.0,-861200000.0,,-132764000.0,-19767000.0,-86510000.0,0.0,,,-8566000.0,,1018372000.0,1.2013,24.4054,3.5572,0.0,,-0.05625090299130035,-0.025109776309197265,0.15416163492800744,,,,,,0.4314749825333413,1.2183707375738415,1766629000.0,257491000.0,,39481000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2017-03-31,5197444000.0,1696965000.0,1337908000.0,,2415796000.0,1005044000.0,,546721000.0,465080000.0,,70110000.0,9682000.0,40857000.0,0.0,,,3032000.0,,1005044000.0,,22.0389,3.2376,0.0,,0.02902149022516802,0.013489322828682714,0.1507482583641524,,,,,,0.41603016148714544,1.2683719657853902,1807536000.0,265531000.0,,39266000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2017-06-30,5279009000.0,1778932000.0,1419537000.0,,2458233000.0,965391000.0,,600296000.0,931385000.0,,136212000.0,19556000.0,82757000.0,0.0,,,8848000.0,,965391000.0,,22.7648,3.3061,0.0,,0.05541053268750359,0.025802570141479207,0.14624671859649876,,,,,,0.3927174519258345,1.2531776205903755,1868230000.0,273423000.0,,39088000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2017-09-30,7414277000.0,3916383000.0,3631514000.0,,2483647000.0,860741000.0,,546520000.0,1407031000.0,,212125000.0,28949000.0,131263000.0,1.0,,,12897000.0,,860741000.0,,25.2656,3.7026,1.0,,0.08540867522639087,0.028610341911962555,0.1507607152934086,,,,,,0.3465633401203955,1.0784435912955312,1942296000.0,285683000.0,,38420000.0,0.9999999999999999,0.9999999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2017-12-31,5747550000.0,2242156000.0,1987474000.0,,2582699000.0,856141000.0,,573383000.0,-922149000.0,,-18817000.0,-19871000.0,-204785000.0,1.81,,,-585000.0,,856141000.0,1.1281,17.8183,3.7849,1.81,,-0.007285789013741052,-0.0032739167123383007,0.020405596058771413,,,,,,0.3314908163901407,1.1281435631359202,1881347000.0,399630000.0,,38316000.0,2.81,2.81,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2018-03-31,5615083000.0,2074602000.0,1634632000.0,,2770593000.0,851548000.0,,558248000.0,501461000.0,,90828000.0,9671000.0,27613000.0,0.32,,,9751000.0,,851548000.0,,16.3185,3.5769,0.32,,0.03278287355811554,0.01617571815055984,0.18112674764338602,,,,,,0.30735225274877975,1.2691553817617665,1917728000.0,420348000.0,,38305000.0,3.13,3.13,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2018-06-30,5701557000.0,2041208000.0,1656707000.0,,2831482000.0,841959000.0,,477928000.0,974648000.0,,164750000.0,19723000.0,54601000.0,0.58,,,19390000.0,,841959000.0,,17.8777,3.9773,0.58,,0.05818507763778827,0.028895615706376346,0.16903538508261445,,,,,,0.2973562961021825,1.2320875085334944,1960991000.0,448886000.0,,38472000.0,3.71,3.71,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2018-09-30,5802806000.0,2013178000.0,1632727000.0,,2939408000.0,832361000.0,,422971000.0,1505498000.0,,270803000.0,28686000.0,91048000.0,0.96,,,28859000.0,,832361000.0,,17.9761,4.1613,0.96,,0.09212841497335518,0.04666759495320023,0.17987602773301592,,,,,,0.28317300626520714,1.2330156848021745,2059458000.0,507564000.0,,38209000.0,3.67,3.67,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2018-12-31,6688668000.0,2167311000.0,1782986000.0,,3000568000.0,1456990000.0,,438961000.0,-967361000.0,,-182126000.0,-17500000.0,-55055000.0,-0.6399999999999999,,,-16480000.0,,1456990000.0,1.2156,22.3527,3.8203,-0.6399999999999999,,-0.060697174668262806,-0.02722903872639515,0.1882709763986764,,,,,,0.4855713984818874,1.2155513279408812,2014246000.0,344255000.0,,40580000.0,1.22,1.22,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2019-03-31,6806289000.0,1994748000.0,1647073000.0,6806289000.0,3098431000.0,1439998000.0,,322477000.0,619280000.0,,113896000.0,15198000.0,34624000.0,0.4,,5356000.0,23186000.0,-17830000.0,1439998000.0,,22.8641,3.9391,0.4,,0.03675925008496236,0.016733935335393486,0.18391680661413254,,,,-0.028791499806226587,,0.46475070769689564,1.211086576004828,2132065000.0,367323000.0,,46107000.0,1.2999999999999998,1.2999999999999998,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2019-06-30,7164767000.0,2291548000.0,1907110000.0,,3180631000.0,1426777000.0,,432548000.0,1194499000.0,,206489000.0,31491000.0,65553000.0,0.73,,,35174000.0,,1426777000.0,,24.8581,4.2948,0.73,,0.06492076572227334,0.028820057930704517,0.17286661604572293,,,,,,0.44858300129754125,1.2015814504669369,2351916000.0,409062000.0,,57875000.0,1.4500000000000002,1.4500000000000002,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2019-09-30,7680664000.0,2606937000.0,2148924000.0,,3314523000.0,1513560000.0,,497510000.0,1813182000.0,,321995000.0,47805000.0,101885000.0,1.14,,447120000.0,47358000.0,399762000.0,1513560000.0,,25.6489,4.3683,1.14,,0.0971467085912513,0.041922807715582926,0.1775855926211489,,,,0.22047538526193178,,0.4566448927945288,1.2131359694433121,2659600000.0,460254000.0,,76994000.0,1.63,1.63,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2019-12-31,7622821000.0,2494802000.0,2045361000.0,,3350279000.0,1500343000.0,,542174000.0,-1234790000.0,,-243866000.0,-30834000.0,-74647000.0,-0.8699999999999997,,225704000.0,-32610000.0,193094000.0,1500343000.0,1.2197,27.9119,4.6499,-0.8699999999999997,,-0.07278975870367811,-0.03199156847576507,0.19749593048210626,,,,-0.1563780075964334,,0.44782628551234094,1.2197367604056204,2392171000.0,398514000.0,,63660000.0,1.4,1.4,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2020-03-31,7582345000.0,2283837000.0,1890619000.0,,3479841000.0,1483355000.0,,385788000.0,698495000.0,,152400000.0,15291000.0,52853000.0,0.54,,33817000.0,16458000.0,17359000.0,1483355000.0,,23.4986,4.1553,0.54,,0.04379510443149558,0.020099322834822207,0.2181833799812454,,,,0.024852003235527814,,0.42627091295263203,1.2079837344277191,2471386000.0,437018000.0,,63753000.0,1.54,1.54,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2020-06-30,8201058000.0,2704977000.0,2258276000.0,,3583518000.0,1566409000.0,,623240000.0,1297302000.0,,249184000.0,29100000.0,85471000.0,0.88,,416699000.0,35938000.0,380761000.0,1566409000.0,,26.1815,4.6299,0.88,,0.06953613739347758,0.03038437235781042,0.19207863704827402,,,,0.29350220688783335,,0.43711486868490684,1.197806202607653,2574189000.0,479713000.0,990976000.0,61362000.0,1.6900000000000002,1.6900000000000002,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2020-09-30,8795379000.0,3163688000.0,2240391000.0,,3702010000.0,2042674000.0,,1070190000.0,1971264000.0,,383163000.0,42334000.0,110020000.0,1.35,,539588000.0,55820000.0,483768000.0,2042674000.0,,27.8519,5.0203,1.35,,0.10350134116331398,0.04356412611668013,0.19437426950423686,,,,0.2454100516217006,,0.5517743063903123,1.412114224704527,2732271000.0,540881000.0,1074982000.0,55891000.0,1.9000000000000004,1.9000000000000004,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2020-12-31,8966492000.0,2958249000.0,2354352000.0,8966492000.0,3754223000.0,2025906000.0,,817398000.0,-1353686000.0,624099000.0,-304264000.0,-27752000.0,-104728000.0,-1.08,,-268457000.0,-37516000.0,-305973000.0,2025906000.0,1.2565,28.0285,5.1532,-1.08,624099000.0,-0.08104579829168379,-0.033933449112540336,0.22476704346502807,-0.4610367544615221,0.06960347480374711,0.1079731957539356,0.22602952235599688,-0.4610367544615221,0.5396339002771012,1.2565024261452833,2613375000.0,480483000.0,575915000.0,58973000.0,1.69,1.69,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2021-03-31,8910793000.0,2793031000.0,2240982000.0,8910793000.0,3830997000.0,2009100000.0,,678744000.0,815276000.0,239207000.0,199744000.0,16342000.0,39463000.0,0.7,,125108000.0,11425000.0,113683000.0,2009100000.0,,24.5501,4.7463,0.7,239207000.0,0.0521389079657332,0.02241596230548729,0.2450016926783077,0.2934061593865145,0.02684463661090545,0.04095942242055226,0.13944112177961818,0.2934061593865145,0.5244326737922269,1.2463424516573538,2730156000.0,527827000.0,672239000.0,60024000.0,1.8499999999999999,1.8499999999999999,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2021-06-30,9357895000.0,3191842000.0,2800922000.0,,3946002000.0,1762294000.0,,850230000.0,1542628000.0,,339033000.0,32626000.0,86482000.0,1.2,,466267000.0,25142000.0,441125000.0,1762294000.0,,26.2608,5.2392,1.2,,0.08591810140998409,0.03622962215327272,0.21977625195445694,,,,0.28595682173537623,,0.44660240922331007,1.1395683278577553,2975482000.0,617676000.0,732603000.0,63550000.0,2.17,2.17,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2021-09-30,9629166000.0,3398277000.0,2889141000.0,,4107619000.0,1755487000.0,,943969000.0,2312933000.0,,485387000.0,48802000.0,136617000.0,1.71,,627843000.0,34617000.0,593226000.0,1755487000.0,,26.7975,5.2842,1.71,,0.1181674834009678,0.05040800002824752,0.20985778662849291,,,,0.2564821376148812,,0.42737337615781795,1.1762240056819657,3317151000.0,719900000.0,842061000.0,70018000.0,2.5299999999999994,2.5299999999999994,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2021-12-31,9795443000.0,3330284000.0,2667366000.0,,4196893000.0,1980437000.0,,887009000.0,-1619439000.0,,-437060000.0,-32789000.0,-86843000.0,-1.54,,-276749000.0,-26139000.0,-302888000.0,1980437000.0,1.2485,33.8083,6.5049,-1.54,,-0.10413894278457897,-0.04461870688237377,0.2698835831420634,,,,0.1870326699554599,,0.4718816991522062,1.24852907325054,3051398000.0,587104000.0,845146000.0,64981000.0,2.0699999999999994,2.0699999999999994,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2022-03-31,11272900000.0,4308900000.0,2438900000.0,,4335400000.0,3497100000.0,,1694500000.0,904700000.0,,220300000.0,18300000.0,44700000.0,0.77,,103600000.0,10000000.0,93600000.0,3497100000.0,,33.6721,6.5146,0.77,,0.050814227060940166,0.01954244249483274,0.2435061346302642,,,,0.10345971040123798,,0.806638372468515,1.7667391036942883,3140822000.0,607660000.0,825063000.0,66939000.0,2.1399999999999997,2.1399999999999997,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2022-06-30,12279900000.0,5330400000.0,2899900000.0,,4283400000.0,4156300000.0,,2383500000.0,1744500000.0,,365500000.0,54300000.0,98400000.0,1.29,,346200000.0,18300000.0,327900000.0,4156300000.0,,26.8323,5.0608,1.29,,0.08532941121538964,0.029764086026759177,0.20951562052163944,,,,0.1879621668099742,,0.970327310080777,1.8381323493913584,3342694000.0,634127000.0,711838000.0,88613000.0,2.2299999999999995,2.2299999999999995,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2022-09-30,13658300000.0,4850800000.0,4238600000.0,,4310600000.0,4040400000.0,,579500000.0,2672000000.0,,526600000.0,95800000.0,155200000.0,1.85,,599800000.0,32400000.0,567400000.0,4040400000.0,,27.26,5.0222,1.85,,0.12216396789310073,0.03855531069020303,0.1970808383233533,,,,0.2123502994011976,,0.9373173108151998,1.1444344830840372,3701761000.0,675340000.0,686012000.0,135611000.0,2.37,2.37,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2022-12-31,13973500000.0,4996000000.0,4596600000.0,,4606600000.0,3691500000.0,,650000000.0,-1747800000.0,,-440600000.0,-27200000.0,-94000000.0,-1.54,,-168200000.0,-8100000.0,-176300000.0,3691500000.0,1.0869,24.0179,4.5154,-1.54,,-0.09564537837016454,-0.03153111246287616,0.2520883396269596,,,,0.100869664721364,,0.8013502366170278,1.0868903102293,3573400000.0,671800000.0,812600000.0,141200000.0,2.37,2.37,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2023-03-31,13399900000.0,4356100000.0,3812900000.0,,4845000000.0,3680000000.0,,563500000.0,1116000000.0,,235500000.0,46700000.0,58700000.0,0.83,,59800000.0,11800000.0,48000000.0,3680000000.0,,23.7035,4.3027,0.83,,0.04860681114551084,0.017574758020582244,0.2110215053763441,,,,0.043010752688172046,,0.759545923632611,1.1424637415090875,3784700000.0,687000000.0,767000000.0,169600000.0,2.4299999999999997,2.4299999999999997,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
2023-06-30,14071500000.0,4894900000.0,4157600000.0,,5072500000.0,3762400000.0,,627900000.0,2163300000.0,,425900000.0,94600000.0,122700000.0,1.5,,388500000.0,25100000.0,363400000.0,3762400000.0,,26.6635,4.8902,1.5,,0.08396254312469197,0.030266851437302348,0.19687514445523044,,,,0.16798409836823372,,0.7417249876786595,1.1773378872426399,4203500000.0,747400000.0,802500000.0,209900000.0,2.6399999999999997,2.6399999999999997,0.77947134,125.675,65.68,2.68492,22661.764,21.5211,2.1687,3.8397
