report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-09-28,2416900000.0,1402500000.0,858100000.0,,289300000.0,459900000.0,4600000.0,326100000.0,,2986000000.0,290200000.0,188000000.0,35600000.0,31600000.0,2.0,93700000.0,124200000.0,96100000.0,64700000.0,28100000.0,464500000.0,,1.003,32.0625,2.0,354900000.0,0.649844452125821,0.0777855931151475,0.06296048225050234,0.09718687206965841,0.12007116554263726,0.3849827540461661,0.009410582719357,0.11885465505693235,1.605599723470446,1.634424892203706,3851100000.0,129700000.0,400900000.0,-12100000.0,477700000.0,38200000.0,0.41000000000000014,0.41000000000000014,0.9723675947247227,10.49476439790576,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2013-12-31,2915800000.0,1508600000.0,883100000.0,2915800000.0,1038400000.0,453400000.0,6400000.0,356500000.0,,-2187400000.0,-302500000.0,401200000.0,-33100000.0,-632900000.0,5.199999999999999,-187000000.0,73000000.0,-30500000.0,-41900000.0,42500000.0,459800000.0,1.7083,1.1637,5.446,5.199999999999999,-344400000.0,0.38636363636363635,0.1375951711365663,-0.1834140989302368,0.1382920362073695,-0.10374511283352768,-0.20190895741556533,-0.01942945963244034,0.15744719758617537,0.4427966101694915,1.7083003057411392,3887500000.0,769200000.0,304200000.0,-39000000.0,391700000.0,43900000.0,8.2,8.2,1.1738575440388053,6.929384965831435,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2014-03-29,2945700000.0,1559800000.0,867500000.0,,1093300000.0,453500000.0,5700000.0,226000000.0,,969200000.0,94700000.0,57000000.0,8500000.0,30400000.0,0.0,95000000.0,-108200000.0,21900000.0,21900000.0,-130100000.0,459200000.0,,1.1996,5.4069,0.0,116600000.0,0.05213573584560505,0.019350239331907527,0.05881139083780437,0.09770945109368552,0.032148555521607766,0.060998389694041866,-0.13423442014032191,0.12030540652084193,0.4200128052684533,1.7980403458213257,3861400000.0,776400000.0,309000000.0,-39700000.0,396800000.0,38000000.0,8.2,8.2,1.157258064516129,8.131578947368421,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2014-06-28,3034900000.0,1659300000.0,883800000.0,,1186700000.0,453000000.0,5000000.0,334200000.0,,2109000000.0,236000000.0,145600000.0,17000000.0,76100000.0,1.0,95000000.0,77000000.0,52900000.0,45300000.0,24100000.0,458000000.0,,1.0794,4.9789,1.0,281300000.0,0.12269318277576473,0.04797522158884972,0.06903745851114272,0.1119013750592698,0.07776203499291574,0.14349121420319816,0.011427216690374584,0.13338074917022286,0.38594421505013904,1.8774609640190087,3876800000.0,791800000.0,318400000.0,-35400000.0,408400000.0,28000000.0,8.2,8.2,1.1214495592556317,11.371428571428572,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2014-09-27,3069100000.0,1895200000.0,863500000.0,,1279200000.0,452300000.0,4300000.0,596000000.0,,2900100000.0,313900000.0,250000000.0,22700000.0,98700000.0,2.0,95100000.0,123900000.0,79600000.0,58400000.0,44300000.0,456600000.0,,1.066,4.7798,2.0,372300000.0,0.19543464665415886,0.08145710468867094,0.0862039240026206,0.10823764697769042,0.10227754064709524,0.1808388063140915,0.01527533533326437,0.1283748836247026,0.35694183864915574,2.194788650839606,3790900000.0,853800000.0,342100000.0,-19200000.0,425800000.0,15100000.0,8.2,8.2,1.072334429309535,22.655629139072847,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2014-12-31,3134400000.0,1967800000.0,900100000.0,,1171500000.0,450200000.0,5500000.0,552700000.0,,-2139600000.0,-316100000.0,-206900000.0,-18400000.0,-112200000.0,-1.0,-190000000.0,143900000.0,-29600000.0,-44400000.0,114300000.0,455700000.0,2.1862,1.2413,19.3928,-1.0,-360500000.0,-0.17661118224498507,-0.06600944359367024,0.09670031781641428,0.14773789493363246,-0.10084864726901481,-0.19426007866273354,-0.053421200224341,0.1684894372779959,0.38898847631241995,2.186201533162982,3838700000.0,245700000.0,328500000.0,52600000.0,409700000.0,29800000.0,2.0,2.0,1.1122772760556505,11.023489932885907,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2015-04-04,3033800000.0,1874000000.0,845300000.0,,1197200000.0,452600000.0,5000000.0,368200000.0,,985700000.0,88700000.0,57000000.0,7000000.0,28300000.0,0.0,95200000.0,-132300000.0,33800000.0,21900000.0,-166100000.0,457600000.0,,1.2219,19.5414,0.0,110600000.0,0.047611092549281656,0.018788318280704066,0.057826925027898955,0.08998681140306382,0.029237260201727205,0.05360164370316654,-0.16850968854621082,0.11220452470325656,0.38222519211493483,2.2169643913403525,3855200000.0,245700000.0,322500000.0,16600000.0,403700000.0,28300000.0,2.0,2.0,1.1335149863760219,11.395759717314487,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2015-07-04,3100300000.0,1979000000.0,863200000.0,,1263500000.0,445600000.0,4500000.0,582900000.0,,2127700000.0,242900000.0,174800000.0,14000000.0,70900000.0,1.0,94800000.0,100000000.0,64700000.0,43800000.0,35300000.0,450100000.0,,1.1745,17.083,1.0,286700000.0,0.13834586466165413,0.05638164048640454,0.08215443906565775,0.11416083094421206,0.07834725671709189,0.1417483660130719,0.016590684776989238,0.13474643981764348,0.3562326869806094,2.2926320667284523,3873900000.0,274900000.0,329400000.0,27800000.0,409100000.0,25300000.0,2.0,2.0,1.1002199951112197,13.019762845849803,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2015-10-03,3127000000.0,2023600000.0,863400000.0,,1289100000.0,449100000.0,4000000.0,621900000.0,,3119600000.0,358700000.0,250700000.0,21000000.0,110600000.0,2.0,94500000.0,227300000.0,98500000.0,66300000.0,128800000.0,453100000.0,,1.1138,18.3447,2.0,425000000.0,0.19447676673648281,0.08017268947873361,0.08036286703423516,0.11498269008847288,0.11471058522545571,0.2058891057283894,0.041287344531350176,0.13623541479676882,0.35148553254208365,2.343757238823257,4093400000.0,275600000.0,374200000.0,112300000.0,461800000.0,23600000.0,2.0,2.0,0.9811606756171503,15.85593220338983,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2015-12-31,3152500000.0,1984900000.0,908100000.0,,1281300000.0,442500000.0,6000000.0,657300000.0,,-2127300000.0,-358600000.0,-241100000.0,-14200000.0,-122000000.0,-1.0,-190200000.0,128500000.0,-64500000.0,-43100000.0,64000000.0,448500000.0,1.987,1.2165,19.0501,-1.0,-401700000.0,-0.18816826660423008,-0.07647898493259318,0.11333615380999389,0.1685704884125417,-0.11375099127676447,-0.20730720314487225,-0.030085084379260094,0.1888309124241997,0.3500351205806603,2.185772492016298,4105700000.0,241400000.0,331700000.0,62000000.0,420600000.0,27800000.0,2.0,2.0,1.0663338088445078,11.931654676258994,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2016-04-02,3122700000.0,1609400000.0,896200000.0,,1305300000.0,446100000.0,4800000.0,282200000.0,,1070300000.0,96000000.0,64800000.0,6800000.0,28200000.0,0.0,92800000.0,-93200000.0,46200000.0,25400000.0,-139400000.0,450900000.0,,1.1121,17.2468,0.0,121400000.0,0.04964376005515973,0.020751272936881546,0.0605437727739886,0.08969447818368681,0.030742626573157843,0.05466347796378545,-0.1302438568625619,0.11342614220312063,0.3454378303838198,1.7958045079223388,4190300000.0,249200000.0,339000000.0,88700000.0,431400000.0,27600000.0,2.0,2.0,1.045201668984701,12.282608695652174,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2016-07-02,3243600000.0,1732900000.0,930600000.0,,1388200000.0,447900000.0,4700000.0,492800000.0,,2312500000.0,257900000.0,172900000.0,13800000.0,76300000.0,1.0,92600000.0,209900000.0,90000000.0,50600000.0,119900000.0,452600000.0,,1.0275,17.0099,1.0,308500000.0,0.12454977668923786,0.0533049697866568,0.07476756756756757,0.11152432432432433,0.07951042052040942,0.14010212950890916,0.051848648648648646,0.1334054054054054,0.3260337127215099,1.8621319578766387,4375100000.0,247300000.0,354000000.0,173300000.0,453200000.0,27400000.0,2.0,2.0,0.998676081200353,12.91970802919708,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2016-10-01,3241200000.0,1698800000.0,917700000.0,,1434700000.0,448000000.0,4200000.0,437200000.0,,3405500000.0,380400000.0,258300000.0,20800000.0,109100000.0,2.0,92400000.0,278800000.0,131900000.0,77000000.0,146900000.0,452200000.0,,1.085,17.7179,2.0,457400000.0,0.1800376385307033,0.07969270640503517,0.07584789311408016,0.11170165908089855,0.1173639392817475,0.20160050877100005,0.043136103362208196,0.13431214212303627,0.3151878441486025,1.8511496131633431,4661000000.0,254900000.0,375700000.0,191400000.0,485600000.0,27200000.0,2.0,2.0,0.9312191103789127,13.8125,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2016-12-31,3284700000.0,1688500000.0,964900000.0,,1440100000.0,436500000.0,5900000.0,422400000.0,,-2299800000.0,-325300000.0,-220000000.0,-13900000.0,-98300000.0,0.0,-185800000.0,26400000.0,-74200000.0,-49100000.0,-47800000.0,442400000.0,1.7499,1.1066,17.9964,0.0,-374400000.0,-0.15276716894660092,-0.06697719730873443,0.0956604922167145,0.1414470823549874,-0.09903491947514233,-0.17280212483399734,0.020784416036177058,0.1627967649360814,0.3072008888271648,1.7499222717380039,4488500000.0,276000000.0,409000000.0,79600000.0,512900000.0,27500000.0,3.0,3.0,0.862546305322675,14.872727272727273,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2017-04-01,3273900000.0,1671000000.0,956500000.0,,1473600000.0,435400000.0,6400000.0,273300000.0,,1160300000.0,89000000.0,64900000.0,6600000.0,22000000.0,0.0,91100000.0,-86600000.0,60800000.0,27200000.0,-147400000.0,441800000.0,,1.1676,19.3619,0.0,116200000.0,0.044041802388707925,0.0198234521518678,0.05593381022149444,0.07670430061191072,0.02718470325910993,0.04646549023702621,-0.1270361113505128,0.10014651383262949,0.2998099891422367,1.7469942498693152,4578500000.0,276100000.0,402000000.0,71600000.0,507700000.0,27300000.0,3.0,3.0,0.8701989363797519,14.725274725274724,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2017-07-01,3383700000.0,1777800000.0,985800000.0,,1547800000.0,438200000.0,5800000.0,437200000.0,,2512300000.0,257600000.0,184300000.0,13300000.0,69100000.0,2.0,90800000.0,171500000.0,107900000.0,55200000.0,63600000.0,444000000.0,,1.2071,19.6916,2.0,312800000.0,0.1190722315544644,0.054467003575967135,0.07335907335907337,0.10253552521593759,0.0761296805272335,0.12933025404157045,0.025315447995860368,0.12450742347649564,0.28685876728259463,1.8034083992696288,4778300000.0,287500000.0,401700000.0,15300000.0,512000000.0,26800000.0,4.0,4.0,0.8671875,14.988805970149254,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2017-09-30,3399200000.0,1776700000.0,980100000.0,,1570100000.0,437600000.0,4200000.0,391100000.0,,3653800000.0,369300000.0,263300000.0,19900000.0,99100000.0,2.0,90500000.0,254800000.0,153400000.0,83200000.0,101400000.0,441800000.0,,1.0758,18.1354,2.0,452500000.0,0.167696325074836,0.07745940221228524,0.07206196288795227,0.1010728556571241,0.10864321016709814,0.18355783090610867,0.027751929498056816,0.12384366960424763,0.2813833513788931,1.8127742067136006,5026600000.0,292500000.0,390600000.0,-30200000.0,507100000.0,25900000.0,4.0,4.0,0.8712285545257346,15.08108108108108,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2017-12-31,3358200000.0,1846700000.0,1035100000.0,,1482900000.0,431800000.0,5600000.0,448800000.0,,-2816400000.0,-361000000.0,-366100000.0,-13400000.0,-34200000.0,-3.0,-182300000.0,60600000.0,-132800000.0,-67400000.0,-72200000.0,437400000.0,1.7841,1.2913,33.5366,-3.0,-428400000.0,-0.24688111133589588,-0.10901673515573819,0.12998863797756,0.1281778156511859,-0.10749806443928295,-0.18799145966776024,0.025635563130237182,0.15210907541542396,0.29496257333603076,1.7840788329629989,4510000000.0,146400000.0,354900000.0,-54600000.0,453100000.0,26400000.0,1.0,1.0,0.965349812403443,13.443181818181818,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2018-03-31,3404600000.0,1862700000.0,1076400000.0,,1480800000.0,428900000.0,5100000.0,284000000.0,,1155400000.0,115400000.0,72900000.0,6900000.0,29800000.0,0.0,88800000.0,-67100000.0,34500000.0,27800000.0,-101600000.0,434000000.0,,1.3858,32.3921,0.0,143200000.0,0.04923014586709887,0.021412207014039827,0.06309503202354164,0.0998788298424788,0.03389531809904247,0.06026739085021934,-0.08793491431538861,0.12393976112168946,0.2930848190167477,1.7304905239687849,4505100000.0,154400000.0,381300000.0,-8800000.0,480100000.0,26700000.0,1.0,1.0,0.903978337846282,14.280898876404494,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2018-06-30,3421000000.0,1886600000.0,1110800000.0,,1501000000.0,429000000.0,4700000.0,435900000.0,,2612300000.0,211800000.0,151900000.0,14900000.0,46200000.0,1.0,88500000.0,200900000.0,90300000.0,62600000.0,110600000.0,433700000.0,,1.7079,51.022,1.0,274400000.0,0.10119920053297801,0.04440222157263958,0.05814799219078973,0.08107797726141715,0.06191172171879567,0.10947433710652814,0.042338169429238605,0.10504153428013628,0.2889407061958694,1.6984155563557797,4605100000.0,122000000.0,335500000.0,38200000.0,441700000.0,28300000.0,0.0,0.0,0.9818881593841974,11.855123674911662,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2018-09-29,4210900000.0,1866200000.0,1484600000.0,,1558100000.0,891000000.0,338800000.0,302400000.0,,3910300000.0,303100000.0,221900000.0,28000000.0,51100000.0,2.0,88300000.0,234000000.0,124800000.0,104800000.0,109200000.0,1229800000.0,,1.7459,55.007,2.0,407900000.0,0.14241704640266992,0.05269657317913035,0.05674756412551467,0.07751323427869984,0.07197986178726638,0.10871982495785358,0.02792624606807662,0.10431424698872209,0.7892946537449458,1.2570389330459384,4861600000.0,80600000.0,269300000.0,46000000.0,397100000.0,36400000.0,0.0,0.0,3.096952908587258,7.398351648351649,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2018-12-31,4285700000.0,1880200000.0,1256500000.0,,1582600000.0,1179500000.0,41300000.0,294400000.0,,-2518800000.0,-263300000.0,-181400000.0,-3800000.0,-68000000.0,0.0,-177400000.0,-30800000.0,-56200000.0,-45600000.0,-87000000.0,1220800000.0,1.4962,0.9777,15.1868,0.0,-308900000.0,-0.11462150890938962,-0.042326807756025854,0.07201842147054152,0.10453390503414324,-0.06143687145623819,-0.09392166654776343,0.03454025726536446,0.12263776401461013,0.771388853784911,1.4963788300835654,5159200000.0,265300000.0,367000000.0,31200000.0,516600000.0,46000000.0,3.0,3.0,2.3631436314363143,7.978260869565218,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2019-03-30,4329800000.0,1937800000.0,1205700000.0,4329800000.0,1526900000.0,1245600000.0,40900000.0,161500000.0,,1275900000.0,-28600000.0,-36300000.0,19800000.0,-11400000.0,-0.42,87500000.0,-79400000.0,88100000.0,39800000.0,-167500000.0,1286500000.0,,1.0543,28.3976,-0.42,11200000.0,-0.023773659047743794,-0.008383759065083837,-0.028450505525511403,-0.02241554980797868,-0.006605385930066054,-0.010165635885405559,-0.1312798808684066,0.008778117407320324,0.842556814460672,1.6071991374305383,5279700000.0,156100000.0,223000000.0,-34700000.0,384600000.0,58900000.0,2.58,2.58,3.345033801352054,3.7860780984719864,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2019-06-29,4040800000.0,2011400000.0,1015700000.0,,1537300000.0,1240100000.0,40300000.0,656100000.0,,2214200000.0,276800000.0,41200000.0,40600000.0,50500000.0,0.0,87700000.0,139300000.0,135200000.0,66400000.0,4100000.0,1280400000.0,,0.9386,25.6161,0.0,343200000.0,0.026800234176803488,0.010196000791922392,0.018607171890524795,0.12501129075964232,0.06850128687388636,0.09823615005146041,0.0018516845813386325,0.1549995483696143,0.8328888310674559,1.9803091464014966,4881600000.0,45400000.0,288000000.0,-141200000.0,453400000.0,84600000.0,1.58,1.58,2.8239964711071903,3.404255319148936,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2019-09-28,3654400000.0,1693600000.0,904000000.0,,1418200000.0,1083000000.0,48500000.0,366200000.0,,3190800000.0,396500000.0,-198100000.0,59400000.0,93800000.0,-2.0,86500000.0,216300000.0,178400000.0,101500000.0,37900000.0,1131500000.0,,1.0761,,-2.0,498000000.0,-0.13968410661401776,-0.05420862521891419,-0.062084743637959135,0.12426350758430488,0.10849934325744308,0.15550849119504256,0.011877898959508587,0.1560737119217751,0.797842335354675,1.8734513274336284,4162100000.0,-374600000.0,381400000.0,-212500000.0,543500000.0,116000000.0,-2.42,-2.42,2.0818767249310026,3.287931034482759,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2019-12-31,3564400000.0,1525800000.0,944400000.0,,1300900000.0,1068000000.0,41300000.0,320300000.0,,-2572500000.0,-173700000.0,62200000.0,-43800000.0,-52600000.0,0.8899999999999999,-176100000.0,158000000.0,-169100000.0,-69000000.0,-11100000.0,1109300000.0,1.6156,1.1909,,0.8899999999999999,-242700000.0,0.04781305250211392,0.017450342273594432,-0.024178814382896017,0.06752186588921283,-0.048731904387835256,-0.0720687079910381,0.004314868804664723,0.09434402332361516,0.8527173495272503,1.6156289707750953,4108400000.0,-131000000.0,471000000.0,-136600000.0,609700000.0,76000000.0,-1.53,-1.53,1.8194193865835657,6.197368421052632,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2020-03-28,3904600000.0,1869800000.0,1286200000.0,,1303700000.0,1069000000.0,425700000.0,502900000.0,,965500000.0,103200000.0,69000000.0,16900000.0,18400000.0,0.0,80300000.0,-79100000.0,55900000.0,35200000.0,-135000000.0,1494700000.0,,0.7089,,0.0,138400000.0,0.052926286722405465,0.017671464426573785,0.07146556188503367,0.10688762299326773,0.026430364185832094,0.03687821612349914,-0.13982392542723976,0.14334541688244434,1.1465060980286876,1.453739698336184,3798000000.0,-25700000.0,602800000.0,-104100000.0,736900000.0,73100000.0,-1.11,-1.11,2.028362057266929,8.246238030095759,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2020-06-27,3739100000.0,1714100000.0,1054600000.0,,1364400000.0,1060400000.0,225300000.0,541500000.0,,1953300000.0,210200000.0,139700000.0,35600000.0,36000000.0,1.0,80000000.0,216600000.0,90700000.0,72200000.0,125900000.0,1285700000.0,,1.3039,,1.0,282400000.0,0.1023893286426268,0.037361932015725706,0.07151999180873393,0.10761275789689244,0.05621673664785644,0.07931776159390212,0.06445502482977525,0.144575846004198,0.9423189680445617,1.6253555850559454,3537100000.0,72800000.0,536200000.0,17700000.0,676100000.0,68100000.0,-0.1100000000000001,-0.1100000000000001,1.9016417689690874,7.873715124816447,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2020-09-26,3690800000.0,1681200000.0,949600000.0,,1458200000.0,1013200000.0,48400000.0,650400000.0,,3186400000.0,402800000.0,277600000.0,52000000.0,74900000.0,3.0,79900000.0,640900000.0,120600000.0,110500000.0,520300000.0,1061600000.0,,1.1448,13.63,3.0,513300000.0,0.19037169112604582,0.07521404573534193,0.0871202611097163,0.12641225207130305,0.10913623062750623,0.15985395666322724,0.16328772282199347,0.1610908862666332,0.7280208476203539,1.7704296545914069,3532700000.0,548500000.0,542500000.0,500100000.0,691400000.0,60700000.0,4.89,4.89,1.5354353485681227,8.937397034596376,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
