report_date,total_assets,total_liabilities,total_equity,cash,revenue,net_income,interest_expense,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-12-31,14387754000.0,7218194000.0,6419802000.0,189984000.0,-676772000.0,-149220000.0,,-1.5199999999999998,-181551000.0,-166979000.0,,-141102000.0,,0.0,1.7312,4.9933,34.9131,-1.5199999999999998,-0.023243707516213116,-0.010371319943335145,0.22048784524182444,,0.0,1400255000.0,196405000.0,1.7400000000000013,1.7400000000000013,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2013-03-31,14543965000.0,7368562000.0,6417246000.0,220104000.0,369971000.0,26316000.0,,0.0,94302000.0,102525000.0,,85146000.0,,0.0,,5.622,41.1535,0.0,0.0041008245593203065,0.0018094102949230144,0.0711298993704912,,0.0,1431034000.0,189523000.0,1.4500000000000013,1.4500000000000013,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2013-06-30,14401925000.0,7385236000.0,6234796000.0,198969000.0,730613000.0,53751000.0,,0.0,94452000.0,213488000.0,,173028000.0,,0.0,,5.8097,73.8413,0.0,0.00862113211081806,0.003732209409506021,0.07356972843352089,,0.0,1473450000.0,99889000.0,1.3322676295501878e-15,1.3322676295501878e-15,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2013-09-30,14574919000.0,7508229000.0,6281015000.0,209098000.0,1094378000.0,94514000.0,,0.0,94631000.0,310454000.0,,264833000.0,,0.0,,5.992,66.0136,0.0,0.015047567948810821,0.006484701561634751,0.08636321271078183,,0.0,1518190000.0,25361000.0,-1.5199999999999987,-1.5199999999999987,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2013-12-31,14959001000.0,7627099000.0,6525405000.0,206692000.0,-725885000.0,-39210000.0,,1.1,-188119000.0,-240264000.0,,-165408000.0,,0.0,1.6675,6.4003,63.7751,1.1,-0.006008822440905967,-0.0026211643411214423,0.054016820846277305,,0.0,1469077000.0,135371000.0,1.1000000000000012,1.1000000000000012,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2014-03-31,15363289000.0,7897297000.0,6625692000.0,447162000.0,381128000.0,149828000.0,,1.0,98716000.0,88148000.0,,93680000.0,,0.0,,7.213,38.1204,1.0,0.022613185158621922,0.009752338838382849,0.39311727293717597,,0.0,1480234000.0,258883000.0,2.1000000000000014,2.1000000000000014,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2014-06-30,16717736000.0,9016134000.0,6780122000.0,308103000.0,762796000.0,389106000.0,,3.0,99128000.0,276562000.0,,194029000.0,,0.0,,7.3017,22.115,3.0,0.05738923281911446,0.02327504154868817,0.5101049297584151,,0.0,1512417000.0,594238000.0,5.100000000000001,5.100000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2014-09-30,17237109000.0,9419267000.0,6844624000.0,253520000.0,1133351000.0,457533000.0,,4.0,99322000.0,377206000.0,,295877000.0,,0.0,,6.5279,19.3413,4.0,0.06684560028425228,0.02654348823807983,0.4036992952756913,,0.0,1551390000.0,957257000.0,9.100000000000001,9.100000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2014-12-31,17096587000.0,9096732000.0,6937374000.0,281409000.0,-757297000.0,-478411000.0,,-2.7699999999999996,-197470000.0,-251535000.0,,-183585000.0,,0.0,2.6795,7.558,22.0615,-2.7699999999999996,-0.06896139663221271,-0.027982836574340832,0.6317349732007389,,0.0,1519978000.0,518056000.0,5.230000000000002,5.230000000000002,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2015-03-31,17080732000.0,8927560000.0,7148935000.0,330770000.0,396299000.0,47015000.0,,0.44,103019000.0,90959000.0,,114955000.0,,0.0,,8.2237,30.5475,0.44,0.006576504052701556,0.0027525166954203133,0.11863517192826628,,0.0,1535149000.0,415243000.0,4.670000000000003,4.670000000000003,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2015-06-30,17266958000.0,9186434000.0,7115509000.0,215896000.0,805373000.0,11647000.0,,0.0,103423000.0,233459000.0,,320472000.0,,0.0,,6.9159,75.8358,0.0,0.0016368470618194706,0.000674525298549982,0.014461622130366922,,0.0,1577726000.0,37784000.0,1.6700000000000017,1.6700000000000017,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2015-09-30,19490569000.0,11112874000.0,7238320000.0,244360000.0,1237439000.0,179043000.0,,1.0,103609000.0,322999000.0,,473817000.0,,0.0,,6.885,45.6964,1.0,0.02473543584699212,0.009186135099493504,0.14468834423353394,,0.0,1681814000.0,-240706000.0,-1.3299999999999983,-1.3299999999999983,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2015-12-31,19857941000.0,11431902000.0,7287465000.0,255399000.0,-776282000.0,46379000.0,,1.2600000000000002,-206317000.0,-120933000.0,,-321006000.0,,0.0,2.2242,6.7772,38.7145,1.2600000000000002,0.006364215814415575,0.002335539218290557,-0.05974504110619595,,0.0,1662829000.0,284084000.0,2.7000000000000015,2.7000000000000015,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2016-03-31,19585968000.0,11179030000.0,7268168000.0,316205000.0,455444000.0,26959000.0,,0.0,104259000.0,114090000.0,,187240000.0,,0.0,,5.6305,35.5545,0.0,0.0037091877898254417,0.0013764446056482886,0.059192787697280015,,0.0,1721974000.0,264028000.0,2.2600000000000016,2.2600000000000016,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2016-06-30,17544223000.0,9008192000.0,7318290000.0,276226000.0,1073058000.0,164153000.0,,1.56,104533000.0,373378000.0,,619715000.0,,0.0,,5.5282,23.8752,1.56,0.02243051313899832,0.009356527216964809,0.15297681951954134,,0.0,1989659000.0,416534000.0,3.8200000000000016,3.8200000000000016,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2016-09-30,15790942000.0,7275544000.0,7293555000.0,405896000.0,1489739000.0,202143000.0,,1.9,104761000.0,508792000.0,,737195000.0,,0.0,,5.6627,34.0811,1.9,0.02771529110289838,0.012801199573780968,0.13569021150684785,,0.0,2241959000.0,439634000.0,4.7200000000000015,4.7200000000000015,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2016-12-31,15857787000.0,7330984000.0,7324475000.0,279443000.0,-1154260000.0,-143359000.0,,-1.12,-208672000.0,-361546000.0,,-698545000.0,,0.0,2.0653,5.8997,42.116,-1.12,-0.01957259735339393,-0.009040290426400607,0.1241999202952541,,0.0,1863981000.0,249896000.0,2.340000000000001,2.340000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2017-03-31,15877271000.0,7380279000.0,7263261000.0,468035000.0,377381000.0,15089000.0,,0.11,105554000.0,116159000.0,,98895000.0,,0.0,,6.0795,43.5337,0.11,0.002077441523855469,0.0009503522362249785,0.03998346498631357,,0.0,1785918000.0,238026000.0,2.450000000000001,2.450000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2017-06-30,15309707000.0,7172522000.0,6935712000.0,270965000.0,775531000.0,27048000.0,,0.0,105140000.0,313722000.0,,235381000.0,,0.0,,6.8737,86.7663,0.0,0.0038998159093111134,0.0017667222501384252,0.0348767489629686,,0.0,1488391000.0,100921000.0,0.8900000000000011,0.8900000000000011,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2017-09-30,15109870000.0,7153035000.0,6817885000.0,241489000.0,1150131000.0,69655000.0,,0.59,104280000.0,416621000.0,,331117000.0,,0.0,,6.6312,78.4829,0.59,0.010216511425464056,0.00460990068081327,0.060562666339747384,,0.0,1148783000.0,-31567000.0,-0.41999999999999893,-0.41999999999999893,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2017-12-31,13982904000.0,6629761000.0,6225093000.0,127888000.0,-791570000.0,-10418000.0,257045000.0,0.17000000000000004,-211571000.0,-298129000.0,,-245575000.0,,0.0,2.7553,6.5428,87.6725,0.17000000000000004,-0.001673549294765556,-0.0007450526728925551,0.013161185997448109,,0.0,1511473000.0,101374000.0,0.8700000000000012,0.8700000000000012,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2018-03-31,13380870000.0,6065849000.0,6487785000.0,288808000.0,301695000.0,105504000.0,,1.0,95256000.0,94546000.0,,72925000.0,,0.0,,5.9907,42.3092,1.0,0.016261944561973,0.007884689112142932,0.3497041714314125,,0.0,1435787000.0,191789000.0,1.7600000000000011,1.7600000000000011,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2018-06-30,13713928000.0,6683877000.0,6190816000.0,287240000.0,602811000.0,212797000.0,,2.0,93667000.0,246212000.0,,144385000.0,,0.0,,6.6296,29.722,2.0,0.03437301318598388,0.015516852647906566,0.3530078250065112,,0.0,1263067000.0,377538000.0,3.760000000000001,3.760000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2018-09-30,13455004000.0,6418801000.0,6214658000.0,160248000.0,910356000.0,304744000.0,,3.0,92580000.0,317545000.0,,217762000.0,,0.0,,6.5953,24.1063,3.0,0.04903632669730176,0.022649119985397256,0.3347525583398143,,0.0,1023292000.0,612627000.0,6.170000000000002,6.170000000000002,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2018-12-31,12751358000.0,6115271000.0,5901521000.0,129475000.0,-587470000.0,-375783000.0,208669000.0,,-189973000.0,-216766000.0,,-143157000.0,,0.0,1.6771,5.4943,26.0658,,-0.06367561853969511,-0.029470037622659484,0.6396633019558445,,0.0,1227392000.0,247262000.0,,,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2019-03-31,13385774000.0,6843805000.0,5797799000.0,144323000.0,304255000.0,47530000.0,,0.0,87810000.0,62313000.0,,71085000.0,,0.0,,6.1989,38.0063,0.0,0.008197938562547614,0.0035507845866813528,0.15621764638214655,,0.0,1229952000.0,189288000.0,,,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2019-06-30,13629941000.0,7062331000.0,5809922000.0,148978000.0,617279000.0,212370000.0,,2.0,87606000.0,217915000.0,,143258000.0,,0.0,,5.4387,26.1673,2.0,0.03655298642563532,0.015581138612412188,0.3440421592181169,,0.0,1244420000.0,188861000.0,,,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2019-09-30,13294984000.0,6843536000.0,5692148000.0,121751000.0,930913000.0,249265000.0,,2.87,87309000.0,299433000.0,,216834000.0,,0.0,,5.3991,33.2064,2.87,0.04379102581310254,0.018748800299421196,0.2677640123190889,,0.0,1264977000.0,133382000.0,,,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2019-12-31,12766320000.0,6555975000.0,5441315000.0,166070000.0,-613452000.0,-238731000.0,,,-176163000.0,-203188000.0,252986000.0,-147166000.0,-456174000.0,0.0,1.2707,5.9407,26.1568,,-0.043873769484030975,-0.018700063918184722,0.3891600320807496,0.7436180825883688,0.0,1238995000.0,270434000.0,,,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2020-03-31,13220607000.0,7251728000.0,5263466000.0,554195000.0,314303000.0,118539000.0,,1.0,82567000.0,42026000.0,,70779000.0,,0.0,,2.6775,9.4924,1.0,0.02252109161529684,0.008966229765395795,0.3771488022704206,,0.0,1249043000.0,341443000.0,,,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2020-06-30,13071564000.0,7281652000.0,5119972000.0,1015348000.0,568002000.0,178720000.0,,2.0,81392000.0,224305000.0,,169381000.0,,0.0,,3.171,15.2613,2.0,0.03490644089459864,0.013672426650705302,0.31464677941274855,,0.0,1199766000.0,307793000.0,,,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2020-09-30,12324039000.0,6634385000.0,5056112000.0,221404000.0,817846000.0,196317000.0,,2.0,80085000.0,327943000.0,,265048000.0,,0.0,,3.0168,14.9565,2.0,0.03882766046321759,0.015929599054336,0.2400415237098427,,0.0,1086699000.0,254845000.0,,,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2020-12-31,11707567000.0,6211341000.0,4909763000.0,266059000.0,-647407000.0,-122521000.0,,-0.1299999999999999,-166801000.0,-40038000.0,,-179746000.0,,0.0,0.9153,4.1072,11.3841,-0.1299999999999999,-0.024954565016682067,-0.010465112008327606,0.18924880330302268,,0.0,1052744000.0,371055000.0,4.870000000000001,4.870000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2021-03-31,12044045000.0,6535798000.0,4911026000.0,304999000.0,226102000.0,-3726000.0,,-0.11,74070000.0,18602000.0,,66770000.0,,0.0,,5.1097,19.1987,-0.11,-0.0007587009313328824,-0.0003093645033707529,-0.0164792881089066,,0.0,964543000.0,248790000.0,3.7600000000000016,3.7600000000000016,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2021-06-30,11166164000.0,5798703000.0,4789132000.0,218337000.0,444209000.0,105343000.0,,1.4,73899000.0,103264000.0,,127417000.0,,0.0,,5.973,18.1853,1.4,0.021996261535493278,0.009434126169022772,0.23714737882393197,,0.0,840750000.0,175413000.0,3.160000000000001,3.160000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2021-09-30,10855859000.0,5212404000.0,5068206000.0,257941000.0,649410000.0,497286000.0,,7.04,73087000.0,191012000.0,,179039000.0,,0.0,,5.38,7.0025,7.04,0.09811874260833123,0.045808074699570066,0.7657504504088326,,0.0,672314000.0,476382000.0,8.200000000000001,8.200000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2021-12-31,11066629000.0,5748049000.0,4764876000.0,251417000.0,-475730000.0,-149149000.0,,-1.83,-150287000.0,-56899000.0,,-144933000.0,,0.0,0.5689,5.536,10.2218,-1.83,-0.03130175895448276,-0.013477365148863309,0.3135160700397284,,0.0,843991000.0,449754000.0,6.500000000000002,6.500000000000002,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2022-03-31,11014965000.0,5723829000.0,4726004000.0,223674000.0,187964000.0,11489000.0,,0.11,70228000.0,81402000.0,,48931000.0,,0.0,,6.5661,11.2087,0.11,0.002431017832401327,0.0010430355430089881,0.06112340660977634,,0.0,805853000.0,464969000.0,6.7200000000000015,6.7200000000000015,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2022-06-30,10704883000.0,5443202000.0,4683798000.0,189360000.0,389409000.0,-28650000.0,,-0.58,69422000.0,182435000.0,,97762000.0,,0.0,,3.8222,9.3476,-0.58,-0.00611683082831497,-0.002676348727959007,-0.07357302989915487,,0.0,751053000.0,330976000.0,4.740000000000001,4.740000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2022-09-30,12716050000.0,7492143000.0,4687654000.0,201267000.0,601865000.0,-17535000.0,,0.0,69249000.0,249628000.0,,148267000.0,,0.0,,3.2963,,0.0,-0.003740677106288135,-0.001378965952477381,-0.029134440447608684,,0.0,703508000.0,-183845000.0,-2.299999999999999,-2.299999999999999,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2022-12-31,12355794000.0,7260936000.0,4585033000.0,203273000.0,-352499000.0,-43378000.0,,-0.53,-140970000.0,-237377000.0,,-71837000.0,,0.0,0.4603,2.7331,,-0.53,-0.009460782506908893,-0.0035107416002565276,0.123058505130511,,0.0,826739000.0,-78074000.0,-0.9999999999999991,-0.9999999999999991,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2023-03-31,12342119000.0,7361827000.0,4460486000.0,158937000.0,223575000.0,-35993000.0,,0.0,68182000.0,42349000.0,,80569000.0,,0.0,,1.7845,,0.0,-0.0080693000717859,-0.002916273939669517,-0.16098848261209886,,0.0,862350000.0,-125556000.0,-1.1099999999999992,-1.1099999999999992,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2023-06-30,10041288000.0,5460520000.0,4092924000.0,191979000.0,444645000.0,-392450000.0,,-6.0,68263000.0,103992000.0,,151807000.0,,0.0,,2.1934,,-6.0,-0.09588499566569035,-0.039083631502253496,-0.8826142203330747,,0.0,917586000.0,-489356000.0,-6.529999999999999,-6.529999999999999,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2023-09-30,9690582000.0,5168616000.0,4039713000.0,189750000.0,617865000.0,-412679000.0,,-6.0,68274000.0,181338000.0,,204171000.0,,0.0,,2.7538,,-6.0,-0.10215552441472946,-0.04258557432360616,-0.6679112751167327,,0.0,933586000.0,-884500000.0,-12.53,-12.53,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2023-12-31,9531181000.0,5270704000.0,3786315000.0,221823000.0,-372375000.0,276563000.0,,3.0,-136747000.0,-98176000.0,,-180900000.0,,0.0,0.4976,3.3365,,3.0,0.07304278698417854,0.0290166559632012,-0.7427002349781806,,0.0,913710000.0,-564559000.0,-9.0,-9.0,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2024-03-31,9764292000.0,5521908000.0,3735611000.0,196035000.0,187882000.0,16879000.0,,0.0,70095000.0,-24677000.0,,50123000.0,,0.0,,3.9067,,0.0,0.004518404084365315,0.001728645558735851,0.08983830276450112,,0.0,878017000.0,-511687000.0,-9.0,-9.0,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2024-06-30,9548652000.0,5358337000.0,3691296000.0,199501000.0,410702000.0,18456000.0,,0.0,70137000.0,54697000.0,,104047000.0,,0.0,,4.0513,,0.0,0.004999869964370238,0.0019328382686896537,0.04493769204922304,,0.0,844074000.0,-100781000.0,-2.999999999999999,-2.999999999999999,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2024-09-30,10216072000.0,6135743000.0,3556285000.0,188216000.0,640393000.0,8915000.0,,0.0,64355000.0,71420000.0,,158892000.0,,0.0,,4.8503,,0.0,0.002506829458268952,0.000872644593734265,0.01392113905055177,,0.0,866602000.0,320813000.0,3.000000000000001,3.000000000000001,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2024-12-31,10470099000.0,5915143000.0,3951300000.0,184294000.0,-352705000.0,-22240000.0,,0.0,-138899000.0,28155000.0,,-99000000.0,,0.0,0.5053,5.498,158.9627,0.0,-0.005628527320122491,-0.0021241441938610133,0.06305552799081385,,0.0,886272000.0,22010000.0,0.0,0.0,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2025-03-31,11410623000.0,6972478000.0,3836457000.0,180133000.0,239846000.0,-17337000.0,,0.0,70424000.0,6710000.0,,66185000.0,,0.0,,4.3671,,0.0,-0.004519013245815084,-0.0015193736573366765,-0.07228388215771787,,0.0,938236000.0,-12206000.0,0.0,0.0,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2025-06-30,11252329000.0,6889934000.0,3791504000.0,182912000.0,481762000.0,-24692000.0,,0.0,70430000.0,61198000.0,,128087000.0,,0.0,,4.5924,,0.0,-0.00651245521566112,-0.0021943901569177367,-0.051253523524063746,,0.0,1009296000.0,-55354000.0,0.0,0.0,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2025-09-30,11144137000.0,6742640000.0,3773648000.0,187039000.0,726579000.0,3920000.0,,0.0,70434000.0,54420000.0,,193027000.0,,0.0,,4.3685,165.7246,0.0,0.0010387826315544004,0.00035175446963726307,0.005395146295172308,,0.0,1095482000.0,-60349000.0,0.0,0.0,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
2025-12-31,11082607000.0,6729517000.0,3671155000.0,155747000.0,-445141000.0,-58801000.0,,-1.0,-140845000.0,-39422000.0,,-124532000.0,,0.0,0.472,3.4963,,-1.0,-0.01601703006274592,-0.005305701086396008,0.13209522376056126,,0.0,1003046000.0,-96910000.0,-0.9999999999999991,-0.9999999999999991,1.6110522,66.91,34.77,1.38828,2737.2812,0.9061,2.729
