report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-06-30,123360000000.0,109083000000.0,14239000000.0,6940000000.0,,,,1013000000.0,211000000.0,429000000.0,1.0,906859723.0,2591000000.0,138000000.0,2453000000.0,6940000000.0,9.3788,1.0,,0.07114263642109699,0.008211738002594034,,,,,,,0.4873937776529251,1766000000.0,1738000000.0,414000000.0,1.8199999999999994,1.8199999999999994,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2013-09-30,125673000000.0,110993000000.0,14641000000.0,8098000000.0,,,,1433000000.0,310000000.0,613000000.0,1.0,900541471.0,,198000000.0,,8098000000.0,8.7396,1.0,,0.09787582815381463,0.011402608356608022,,,,,,,0.5531042961546343,2021000000.0,,329000000.0,1.5899999999999994,1.5899999999999994,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2013-12-31,130443000000.0,115817000000.0,14589000000.0,9633000000.0,,,,-1032000000.0,-216000000.0,-449000000.0,-0.43999999999999995,-1825828011.0,779000000.0,-123000000.0,656000000.0,9633000000.0,9.7916,-0.43999999999999995,,-0.07073822743162657,-0.00791150157540075,,,,,,,0.6602920008225376,1836000000.0,,412000000.0,2.02,2.02,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2014-03-31,129654000000.0,114790000000.0,14826000000.0,11233000000.0,,,,318000000.0,100000000.0,119000000.0,0.0,857923596.0,,61000000.0,,11233000000.0,11.2267,0.0,,0.021448806151355727,0.0024526817529732983,,,,,,,0.7576554701200594,1732000000.0,,405000000.0,1.5599999999999998,1.5599999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2014-06-30,132562000000.0,117054000000.0,15469000000.0,13961000000.0,,,,756000000.0,208000000.0,287000000.0,0.0,853057618.0,,107000000.0,,13961000000.0,11.4113,0.0,,0.048871937423233563,0.005702991807607007,,,,,,,0.9025147068330209,1475000000.0,,402000000.0,0.5599999999999998,0.5599999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2014-09-30,134188000000.0,118745000000.0,15404000000.0,14336000000.0,,,,1096000000.0,323000000.0,411000000.0,1.0,848068145.0,,156000000.0,,14336000000.0,11.142,1.0,,0.07115035055829655,0.008167645393030673,,,,,,,0.9306673591274993,1138000000.0,,415000000.0,0.5599999999999998,0.5599999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2014-12-31,138706000000.0,123041000000.0,15626000000.0,14967000000.0,,,,-689000000.0,-180000000.0,-272000000.0,0.0,-1716082003.0,,-108000000.0,,14967000000.0,11.3369,0.0,,-0.04409317803660566,-0.004967340994621718,,,,,,,0.9578266990912582,1481000000.0,,451000000.0,0.9999999999999998,0.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2015-03-31,140470000000.0,124566000000.0,15864000000.0,14055000000.0,,,,361000000.0,123000000.0,124000000.0,0.0,818672259.0,,45000000.0,,14055000000.0,10.0829,0.0,,0.022755925365607665,0.002569943760233502,,,,,,,0.8859682299546142,1524000000.0,,474000000.0,0.9999999999999998,0.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2015-06-30,141658000000.0,126020000000.0,15605000000.0,13521000000.0,,,,676000000.0,239000000.0,232000000.0,0.0,815741295.0,,78000000.0,,13521000000.0,12.0363,0.0,,0.04331944889458507,0.0047720566434652474,,,,,,,0.8664530599166934,1444000000.0,,505000000.0,0.9999999999999998,0.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2015-09-30,141918000000.0,126060000000.0,15826000000.0,15527000000.0,,,,1056000000.0,363000000.0,367000000.0,1.0,812099365.0,,118000000.0,,15527000000.0,10.4312,1.0,,0.06672564134967775,0.007440916585633958,,,,,,,0.9811070390496651,1404000000.0,,545000000.0,0.9999999999999998,0.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2015-12-31,141082000000.0,125212000000.0,15839000000.0,15844000000.0,,,,-381000000.0,-230000000.0,-64000000.0,1.0,-1638854250.0,,-77000000.0,,15844000000.0,9.212,1.0,,-0.024054548898289032,-0.002700557122808012,,,,,,,1.0003156764947283,1712000000.0,,495000000.0,1.9999999999999998,1.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2016-03-31,142430000000.0,126075000000.0,16323000000.0,15305000000.0,,,,327000000.0,135000000.0,108000000.0,0.0,778392453.0,,41000000.0,,15305000000.0,7.6588,0.0,,0.020033082154015804,0.0022958646352594257,,,,,,,0.9376340133553881,1678000000.0,,507000000.0,1.9999999999999998,1.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2016-06-30,143625000000.0,126871000000.0,16726000000.0,16231000000.0,,,,660000000.0,280000000.0,206000000.0,0.0,771736275.0,,87000000.0,,16231000000.0,7.9669,0.0,,0.03945952409422456,0.004595300261096605,,,,,,,0.9704053569293316,1662000000.0,,548000000.0,1.9999999999999998,1.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2016-09-30,143279000000.0,126475000000.0,16776000000.0,16890000000.0,,,,1175000000.0,430000000.0,385000000.0,1.0,766941312.0,,148000000.0,,16890000000.0,8.4662,1.0,,0.07004053409632809,0.008200783087542487,,,,,,,1.0067954220314734,1781000000.0,,615000000.0,1.9999999999999998,1.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2016-12-31,142177000000.0,125945000000.0,16205000000.0,14388000000.0,,,,-598000000.0,-267000000.0,-194000000.0,0.0,-1552574687.0,,-90000000.0,,14388000000.0,13.1225,0.0,,-0.036902190681888304,-0.0042060248844749855,,,,,,,0.8878741129281086,1564000000.0,,578000000.0,0.9999999999999998,0.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2017-03-31,140200000000.0,123743000000.0,16430000000.0,13658000000.0,,,,305000000.0,153000000.0,91000000.0,0.0,760809239.0,,52000000.0,,13658000000.0,12.4942,0.0,,0.01856360316494218,0.0021754636233951496,,,,,,,0.831284236153378,1542000000.0,,596000000.0,0.9999999999999998,0.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2017-06-30,141067000000.0,124621000000.0,16419000000.0,13456000000.0,,,,672000000.0,320000000.0,218000000.0,0.0,756545341.0,,111000000.0,,13456000000.0,12.4533,0.0,,0.040928192947195324,0.00476369384760433,,,,,,,0.8195383397283634,1554000000.0,,636000000.0,0.9999999999999998,0.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2017-09-30,142264000000.0,125884000000.0,16360000000.0,14039000000.0,,,,1685000000.0,502000000.0,694000000.0,2.0,748706522.0,,155000000.0,,14039000000.0,9.5306,2.0,,0.10299511002444987,0.011844177022999494,,,,,,,0.8581295843520782,2064000000.0,,708000000.0,1.9999999999999998,1.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2017-12-31,142193000000.0,125808000000.0,16365000000.0,14904000000.0,,,,-468000000.0,-284000000.0,-426000000.0,0.0,-1525369669.0,,-118000000.0,,14904000000.0,9.8445,0.0,,-0.028597616865261227,-0.003291301259555674,,,,,,,0.910724106324473,2194000000.0,,691000000.0,1.9999999999999998,1.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2018-03-31,141500000000.0,125296000000.0,16184000000.0,14800000000.0,,,,704000000.0,210000000.0,132000000.0,0.0,704100936.0,,48000000.0,,14800000000.0,8.2507,0.0,,0.043499752842313395,0.004975265017667844,,,,,,,0.9144834404349975,2593000000.0,,748000000.0,1.9999999999999998,1.9999999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2018-06-30,140695000000.0,124443000000.0,16232000000.0,14321000000.0,,,,1290000000.0,458000000.0,239000000.0,1.0,700133642.0,,98000000.0,,14321000000.0,7.089,1.0,,0.07947264662395269,0.009168769323714418,,,,,,,0.8822695909314934,3211000000.0,,886000000.0,3.0,3.0,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2018-09-30,141685000000.0,125835000000.0,15830000000.0,14460000000.0,,,,1721000000.0,731000000.0,321000000.0,2.0,693078647.0,,145000000.0,,14460000000.0,8.292,2.0,,0.10871762476310802,0.012146663372975262,,,,,,,0.9134554643082754,3247000000.0,,1115000000.0,3.0,3.0,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2018-12-31,146069000000.0,129819000000.0,16250000000.0,14426000000.0,,,,-1522000000.0,-356000000.0,-120000000.0,0.0,-1411824727.0,,-99000000.0,,14426000000.0,7.0281,0.0,,-0.09366153846153846,-0.010419733139817483,,,,,,,0.8877538461538461,2193000000.0,,1043000000.0,3.0,3.0,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2019-03-31,167853000000.0,148009000000.0,19647000000.0,15483000000.0,,131000000.0,,775000000.0,351000000.0,221000000.0,1.12,670685025.0,534000000.0,57000000.0,477000000.0,15483000000.0,7.5038,1.12,,0.03944622588690385,0.004617135231422733,5.916030534351145,,,,3.6412213740458017,,0.7880592456863643,2264000000.0,,1184000000.0,4.12,4.12,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2019-06-30,168802000000.0,148131000000.0,20474000000.0,15784000000.0,,,,1228000000.0,742000000.0,344000000.0,1.66,709000000.0,808000000.0,119000000.0,689000000.0,15784000000.0,9.8103,1.66,,0.05997850932890495,0.0072747953223303045,,,,,,,0.7709289831005177,2202000000.0,,1468000000.0,4.779999999999999,4.779999999999999,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2019-09-30,171079000000.0,149675000000.0,21404000000.0,14474000000.0,,,,1778000000.0,1125000000.0,483000000.0,2.37,718000000.0,445000000.0,180000000.0,265000000.0,14474000000.0,8.9569,2.37,,0.0830685853111568,0.010392859439206448,,,,,,,0.6762287422911605,2259000000.0,,1862000000.0,5.15,5.15,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2019-12-31,169369000000.0,148166000000.0,21203000000.0,14970000000.0,,,,-1269000000.0,-761000000.0,-358000000.0,-1.8200000000000003,-1377685025.0,37000000.0,-113000000.0,-76000000.0,14970000000.0,8.6879,-1.8200000000000003,,-0.05985002122341178,-0.007492516340062231,,,,,,,0.7060321652596331,2512000000.0,1355000000.0,1457000000.0,3.3299999999999996,3.3299999999999996,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2020-03-31,185391000000.0,163518000000.0,21873000000.0,16282000000.0,,,,46000000.0,296000000.0,14000000.0,0.04,720000000.0,433000000.0,74000000.0,359000000.0,16282000000.0,5.9261,0.04,,0.002103049421661409,0.00024812423472552603,,,,,,,0.7443880583367622,1783000000.0,1237000000.0,1402000000.0,2.2499999999999996,2.2499999999999996,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2020-06-30,202906000000.0,180571000000.0,22335000000.0,16327000000.0,,,,243000000.0,499000000.0,61000000.0,0.27,719000000.0,1952000000.0,133000000.0,1819000000.0,16327000000.0,9.0064,0.27,,0.010879785090664876,0.0011975988881551063,,,,,,,0.7310051488694873,798000000.0,2367000000.0,1159000000.0,0.8599999999999997,0.8599999999999997,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2020-09-30,201996000000.0,179045000000.0,22951000000.0,15123000000.0,,,,823000000.0,657000000.0,228000000.0,1.04,719000000.0,2015000000.0,235000000.0,1780000000.0,15123000000.0,9.759,1.04,,0.03585900396496885,0.004074338105705064,,,,,,,0.6589255370136378,-157000000.0,3882000000.0,691000000.0,-0.4700000000000004,-0.4700000000000004,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2020-12-31,204680000000.0,181569000000.0,23111000000.0,14973000000.0,,559000000.0,,315000000.0,-662000000.0,67000000.0,0.48,-1438264585.0,-4029000000.0,-137000000.0,-4166000000.0,14973000000.0,13.7738,0.48,,0.01362987322054433,0.0015389876880984952,0.5635062611806798,,,,-7.452593917710197,,0.6478733070832071,1427000000.0,-208000000.0,790000000.0,1.8299999999999998,1.8299999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2021-03-31,206899000000.0,184304000000.0,22595000000.0,14743000000.0,,144000000.0,,694000000.0,126000000.0,189000000.0,0.93,723425111.0,-366000000.0,60000000.0,-426000000.0,14743000000.0,12.8392,0.93,,0.030714759902633327,0.003354293640858583,4.819444444444445,,,,-2.9583333333333335,,0.6524894888249613,2075000000.0,-993000000.0,620000000.0,2.7199999999999998,2.7199999999999998,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2021-06-30,205390000000.0,182464000000.0,22926000000.0,12364000000.0,,,,1403000000.0,239000000.0,391000000.0,1.87,721000000.0,123000000.0,126000000.0,-3000000.0,12364000000.0,10.399,1.87,,0.0611968943557533,0.00683090705487122,,,,,,,0.5393003576725116,3235000000.0,-2815000000.0,360000000.0,4.32,4.32,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2021-09-30,207731000000.0,185207000000.0,22524000000.0,11419000000.0,,,,2107000000.0,342000000.0,582000000.0,2.83,716000000.0,1362000000.0,224000000.0,1138000000.0,11419000000.0,10.7985,2.83,,0.09354466347007637,0.01014292522541171,,,,,,,0.5069703427455159,4519000000.0,-3457000000.0,45000000.0,6.109999999999999,6.109999999999999,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2021-12-31,211116000000.0,188906000000.0,22210000000.0,11821000000.0,,,,-1434000000.0,-266000000.0,-415000000.0,-1.9000000000000008,-1449425111.0,1585000000.0,-101000000.0,1484000000.0,11821000000.0,10.75,-1.9000000000000008,,-0.06456551103106709,-0.0067924742795430005,,,,,,,0.5322377307519136,2770000000.0,2193000000.0,441000000.0,3.7299999999999986,3.7299999999999986,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2022-03-31,211459000000.0,191282000000.0,20177000000.0,10815000000.0,,152000000.0,612000000.0,494000000.0,94000000.0,118000000.0,0.68,696000000.0,1687000000.0,63000000.0,1624000000.0,10815000000.0,11.483,0.68,612000000.0,0.02448332259503395,0.002336150270265158,3.25,4.026315789473684,0.0028941780676159444,0.019747031491997934,10.68421052631579,4.026315789473684,0.5360063438568667,2570000000.0,4243000000.0,409000000.0,3.479999999999999,3.479999999999999,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2022-06-30,206782000000.0,187812000000.0,18970000000.0,10990000000.0,,,,1056000000.0,218000000.0,279000000.0,1.44,696000000.0,2645000000.0,143000000.0,2502000000.0,10990000000.0,9.5149,1.44,,0.05566684238270954,0.005106827480148175,,,,,,,0.5793357933579336,2223000000.0,6748000000.0,388000000.0,3.049999999999999,3.049999999999999,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2022-09-30,205463000000.0,188727000000.0,16736000000.0,11712000000.0,,,,1709000000.0,480000000.0,470000000.0,2.34,695000000.0,4355000000.0,240000000.0,4115000000.0,11712000000.0,9.2477,2.34,,0.10211520076481835,0.008317799311798232,,,,,,,0.6998087954110899,1825000000.0,9725000000.0,526000000.0,2.5599999999999987,2.5599999999999987,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2022-12-31,207452000000.0,190125000000.0,17327000000.0,13714000000.0,,,,-813000000.0,186000000.0,-220000000.0,-1.1099999999999999,-1392000000.0,-2259000000.0,-98000000.0,-2357000000.0,13714000000.0,9.2072,-1.1099999999999999,,-0.04692099036186299,-0.003918978848119083,,,,,,,0.7914815028568131,2446000000.0,5884000000.0,978000000.0,3.349999999999999,3.349999999999999,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2023-06-30,207276000000.0,189467000000.0,17809000000.0,12278000000.0,,,,1159000000.0,1609000000.0,334000000.0,1.59,688000000.0,1801000000.0,248000000.0,1553000000.0,12278000000.0,7.0008,1.59,,0.06507945420854624,0.0055915783785870045,,,,,,,0.6894266943680162,3111000000.0,5813000000.0,2493000000.0,4.26,4.26,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2023-09-30,212967000000.0,196423000000.0,16544000000.0,16310000000.0,,,,1819000000.0,2702000000.0,519000000.0,2.5,688000000.0,2437000000.0,365000000.0,2072000000.0,16310000000.0,6.5275,2.5,,0.10994922630560929,0.008541229392347171,,,,,,,0.9858558994197292,3874000000.0,5383000000.0,4977000000.0,5.32,5.32,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2023-12-31,214574000000.0,195402000000.0,19172000000.0,16380000000.0,,,,2349000000.0,3933000000.0,639000000.0,3.22,688000000.0,4509000000.0,491000000.0,4018000000.0,16380000000.0,9.9993,3.22,,0.12252242854162321,0.010947272269706489,,,,,,,0.8543709576465679,4514000000.0,5286000000.0,8430000000.0,6.2,6.2,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2024-03-31,214506000000.0,195488000000.0,19018000000.0,15444000000.0,,,,520000000.0,1224000000.0,138000000.0,0.7,691000000.0,386000000.0,65000000.0,321000000.0,15444000000.0,10.8552,0.7,,0.027342517614891156,0.00242417461516228,,,,,,,0.8120727731622673,5847000000.0,7964000000.0,9468000000.0,8.01,8.01,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2024-06-30,213262000000.0,194036000000.0,19226000000.0,16293000000.0,,,,1122000000.0,,302000000.0,1.51,691000000.0,1065000000.0,156000000.0,909000000.0,16293000000.0,10.6846,1.51,,0.05835847290127952,0.005261134191745365,,,,,,,0.847446166649329,5810000000.0,7320000000.0,,7.93,7.93,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2024-09-30,214318000000.0,193534000000.0,20784000000.0,17096000000.0,,,,1694000000.0,,457000000.0,2.28,689000000.0,2925000000.0,269000000.0,2656000000.0,17096000000.0,13.0267,2.28,,0.0815050038491147,0.007904142442538658,,,,,,,0.8225558121632025,5685000000.0,7904000000.0,,7.709999999999999,7.709999999999999,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2024-12-31,212927000000.0,193282000000.0,19645000000.0,14337000000.0,,,,-1022000000.0,,-295000000.0,-1.35,-1384000000.0,-1552000000.0,-76000000.0,-1628000000.0,14337000000.0,12.2518,-1.35,,-0.052023415627386105,-0.004799767056315075,,,,,,,0.7298040213794859,2314000000.0,2258000000.0,,3.139999999999999,3.139999999999999,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
2025-12-31,214376000000.0,192652000000.0,21724000000.0,13589000000.0,926000000.0,,,2522000000.0,,689000000.0,3.53,673000000.0,4514000000.0,584000000.0,3930000000.0,14515000000.0,12.2646,3.53,,0.1160928005892101,0.011764376609321938,,,,,,,0.6681550359049899,4316000000.0,5867000000.0,,5.969999999999999,5.969999999999999,1.0065137,55.4388,32.25,10.63338,39589.855,15.6916,1.4244,2.09431
