report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2021-06-30,9860400000.0,624200000.0,972900000.0,6211800000.0,3587900000.0,3545800000.0,28100000.0,177600000.0,1025400000.0,35200000.0,-76700000.0,96900000.0,33200000.0,-0.18,428700000.0,292500000.0,,302000000.0,,3573900000.0,,4.7302,-0.18,337200000.0,-0.021377407397084644,-0.0077785891038903085,-0.07480007801833431,0.03432806709576751,0.0035698348951361,0.004914965511463598,,0.328847279110591,0.9960979960422531,0.6415870079144824,4526000000.0,-459900000.0,142000000.0,,1531600000.0,638700000.0,-1.2400000000000009,-1.2400000000000009,2.3334421519979105,0.22232660090809456,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2021-09-30,9747300000.0,649000000.0,919600000.0,6102000000.0,3583200000.0,3543500000.0,28100000.0,234400000.0,1567300000.0,84700000.0,-60100000.0,145200000.0,30400000.0,-0.14,428700000.0,401200000.0,,458700000.0,,3571600000.0,,3.5402,-0.14,543400000.0,-0.016772717124358117,-0.0061658100191848,-0.03834620047214956,0.054041983028137563,0.008689585834025832,0.011838206518700732,,0.3467109041025968,0.9967626702388926,0.7057416267942583,4835300000.0,-337400000.0,191200000.0,,1638500000.0,562100000.0,-0.8600000000000009,-0.8600000000000009,2.1797985962770827,0.3401529976872443,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2021-12-31,9997200000.0,718000000.0,1004900000.0,6251900000.0,3681200000.0,3716700000.0,28100000.0,177100000.0,-931600000.0,17400000.0,90100000.0,-84600000.0,-30400000.0,0.21,-857200000.0,-358200000.0,,-294500000.0,,3744800000.0,0.7145,4.0798,0.21,-277100000.0,0.02447571444094317,0.009012523506581842,-0.09671532846715329,-0.01867754401030485,0.0017404873364542071,0.0023431187718825747,,0.29744525547445255,1.0172769748994892,0.7144989551199125,2165600000.0,-71700000.0,145600000.0,,761500000.0,206400000.0,-0.1700000000000009,-0.1700000000000009,4.917662508207485,0.7054263565891473,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2022-03-31,9857200000.0,732300000.0,973400000.0,6148300000.0,3643500000.0,3688700000.0,32700000.0,215800000.0,536000000.0,16400000.0,-31300000.0,47200000.0,-9300000.0,-0.07,428779816.0,138800000.0,,149400000.0,,3721400000.0,,3.4687,-0.07,165800000.0,-0.008590640867297928,-0.003175343911049791,-0.0583955223880597,0.030597014925373135,0.0016637584709653856,0.0022267783676628333,,0.3093283582089552,1.021380540688898,0.7523114855146907,2197100000.0,-78000000.0,153700000.0,,769300000.0,204700000.0,-0.1800000000000009,-0.1800000000000009,4.837384635382816,0.7508549096238397,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2022-06-30,9696600000.0,748100000.0,948000000.0,6050900000.0,3582100000.0,3679800000.0,32700000.0,209600000.0,1073300000.0,46100000.0,-33100000.0,89100000.0,-9400000.0,-0.08,428959588.0,216500000.0,,296400000.0,,3712500000.0,,2.9465,-0.08,342500000.0,-0.009240389715529996,-0.0034135676422663614,-0.03083946706419454,0.042951644461008104,0.00475424375554318,0.006319743371809284,,0.3191092891083574,1.036403227157254,0.7891350210970464,2245000000.0,-34400000.0,164600000.0,,774600000.0,196900000.0,-0.08000000000000092,-0.08000000000000092,4.792796281951976,0.8359573387506348,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2022-09-30,9429700000.0,666600000.0,936400000.0,5842100000.0,3525300000.0,3552100000.0,32700000.0,203900000.0,1629600000.0,91600000.0,-25100000.0,138200000.0,-13600000.0,-0.06,429043929.0,439800000.0,,441500000.0,,3584800000.0,,2.4232,-0.06,533100000.0,-0.0071199614217229736,-0.0026618026024157714,-0.015402552773686795,0.05621011291114384,0.009713988780130862,0.012883081813195314,,0.3271354933726068,1.016877996198905,0.7118752669799231,2307300000.0,600000.0,171500000.0,,764300000.0,189900000.0,-9.020562075079397e-16,-9.020562075079397e-16,4.690304854114876,0.9031068983675619,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2022-12-31,9471900000.0,703900000.0,1102600000.0,5963500000.0,3499300000.0,3552200000.0,32700000.0,208400000.0,-1014300000.0,-4200000.0,87200000.0,-81300000.0,3500000.0,0.2,-857677169.0,-258000000.0,,-300100000.0,,3584900000.0,0.6384,2.4014,0.2,-304300000.0,0.024919269568199353,0.009206178274686177,-0.08597062013211082,0.004140786749482402,-0.0004434168435055269,-0.0005928686372490895,,0.3000098590160702,1.0244620352641958,0.6384001451115545,2224600000.0,-2300000.0,149900000.0,,737100000.0,193200000.0,-0.010000000000000897,-0.010000000000000897,4.86351919685253,0.775879917184265,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2023-03-31,9303300000.0,623300000.0,999400000.0,5842400000.0,3450800000.0,3553000000.0,32700000.0,204100000.0,540400000.0,7900000.0,-33700000.0,55300000.0,-11800000.0,-0.08,429584681.0,155700000.0,,145400000.0,,3585700000.0,,2.3141,-0.08,153300000.0,-0.00976585139677756,-0.0036223705566841872,-0.06236121391561806,0.01461880088823094,0.0008491610503799727,0.001122717260001421,,0.28367875647668395,1.0390923843746378,0.6236742045227136,2229000000.0,-4700000.0,141400000.0,,724600000.0,201300000.0,-0.020000000000000864,-0.020000000000000864,4.948523323212807,0.702434177844014,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2023-06-30,9267200000.0,690100000.0,974600000.0,5817600000.0,3438900000.0,3613000000.0,32700000.0,260600000.0,1095100000.0,24400000.0,-53100000.0,111400000.0,-29300000.0,-0.12,430030614.0,214600000.0,,290400000.0,,3645700000.0,,2.2622,-0.12,314800000.0,-0.015440984035592777,-0.005729886049723757,-0.0484887224910967,0.022281070221897542,0.0026329419889502765,0.0034440899980238827,,0.2874623322071044,1.0601355084474686,0.7080853683562487,2250800000.0,-24700000.0,119700000.0,,696900000.0,223600000.0,-0.06000000000000086,-0.06000000000000086,5.231310087530492,0.5353309481216458,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2023-09-30,9135200000.0,685600000.0,937100000.0,5711500000.0,3412300000.0,3605900000.0,32700000.0,230100000.0,1683600000.0,76500000.0,-48700000.0,168400000.0,-40500000.0,-0.11,430295432.0,283700000.0,,437100000.0,,3638600000.0,,1.9238,-0.11,513600000.0,-0.014271898719338863,-0.005331027235309572,-0.028926110715134234,0.045438346400570206,0.008374200893248095,0.010849678764413053,,0.3050605844618674,1.0663189051372974,0.7316188240315868,2304800000.0,-48300000.0,104600000.0,,677400000.0,253800000.0,-0.11000000000000086,-0.11000000000000086,5.371420135813405,0.41213553979511425,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2023-12-31,9135900000.0,656300000.0,1042400000.0,5704300000.0,3419100000.0,3512500000.0,32700000.0,188100000.0,-1005100000.0,31500000.0,88500000.0,-113200000.0,47400000.0,0.2,-859414948.0,-201800000.0,,-286100000.0,,3545200000.0,0.6296,2.2195,0.2,-254600000.0,0.025884004562604195,0.009687058746264736,-0.08805094020495473,-0.03134016515769575,0.0034479361639247366,0.004523067644989446,,0.2533081285444234,1.0368810505688633,0.6296047582501919,2314000000.0,-47000000.0,140300000.0,,727100000.0,221900000.0,-0.11000000000000087,-0.11000000000000087,4.875808004401045,0.6322667868409193,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2024-03-31,8978700000.0,609300000.0,987400000.0,5609600000.0,3355400000.0,3506800000.0,31000000.0,216000000.0,564500000.0,16600000.0,-23200000.0,85300000.0,-44200000.0,-0.05,431555922.0,158900000.0,,144000000.0,,3537800000.0,,1.868,-0.05,160600000.0,-0.00691422781188532,-0.0025838929911902613,-0.041098317094774135,0.02940655447298494,0.0018488199850757905,0.002408170370800209,,0.2844995571302037,1.0543601359003398,0.617075146850314,2338100000.0,-36500000.0,149000000.0,,734400000.0,251900000.0,-0.08000000000000088,-0.08000000000000088,4.817265795206971,0.5915045653036919,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2024-06-30,8956800000.0,663900000.0,935100000.0,5615200000.0,3327300000.0,3620400000.0,31000000.0,263200000.0,1140700000.0,53700000.0,-39600000.0,,-47100000.0,-0.09,432152568.0,195600000.0,,285300000.0,,3651400000.0,,1.7149,-0.09,339000000.0,-0.011901541790641061,-0.0044212218649517685,-0.03471552555448409,0.04707635662312615,0.005995444801714898,0.007694842879046241,,0.29718593845884106,1.0974063054127972,0.7099775425088226,2383700000.0,-23000000.0,178300000.0,,758600000.0,,-0.05000000000000088,-0.05000000000000088,4.813340363828105,,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2024-09-30,9004900000.0,710200000.0,1011000000.0,5657700000.0,3331800000.0,3626900000.0,31000000.0,288700000.0,1749800000.0,115900000.0,-36400000.0,,-48900000.0,-0.08,432239481.0,286900000.0,,430100000.0,,3657900000.0,,2.1353,-0.08,546000000.0,-0.010925025511735399,-0.004042243667336672,-0.020802377414561663,0.06623614127328838,0.012870770358360447,0.01658154141093323,,0.31203566121842496,1.0978750225103548,0.7024727992087042,2449900000.0,-10700000.0,217700000.0,,791000000.0,,-0.020000000000000878,-0.020000000000000878,4.624399494310999,,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2024-12-31,8755700000.0,650400000.0,1007200000.0,5441300000.0,3298500000.0,3497700000.0,31000000.0,205900000.0,-1073300000.0,8600000.0,70600000.0,,106500000.0,0.15000000000000002,-863593300.0,-204500000.0,,-281800000.0,,3528700000.0,0.6458,2.3099,0.15000000000000002,-273200000.0,0.021403668334091252,0.008063318752355608,-0.06577844032423368,-0.008012671200968975,0.000982217298445584,0.0012596672134989454,,0.25454206652380507,1.069789298165833,0.6457505957108817,2381700000.0,-28600000.0,194800000.0,,772400000.0,,-0.07000000000000087,-0.07000000000000087,4.568487830139824,,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2025-03-31,8745000000.0,650400000.0,1047800000.0,5434500000.0,3293400000.0,3496200000.0,31000000.0,241300000.0,579800000.0,35300000.0,-15800000.0,,400000.0,-0.04,433314677.0,136900000.0,,144700000.0,,3527200000.0,,1.665,-0.04,180000000.0,-0.004797473735349487,-0.0018067467124070898,-0.027250776129699898,0.06088306312521559,0.004036592338479131,0.00517549775679559,,0.3104518799586064,1.0709904657800449,0.6207291467837374,2397000000.0,-21200000.0,213500000.0,,791800000.0,,-0.060000000000000865,-0.060000000000000865,4.45466026774438,,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
2025-06-30,8739900000.0,668800000.0,1090500000.0,5413700000.0,3307600000.0,3474700000.0,31000000.0,278700000.0,1165000000.0,48100000.0,-49500000.0,,-800000.0,-0.11,434342255.0,213200000.0,,291200000.0,,3505700000.0,,1.6866,-0.11,339300000.0,-0.01496553392187689,-0.0056636803624755434,-0.04248927038626609,0.04128755364806867,0.005503495463334821,0.007059721427208548,,0.29124463519313304,1.05989236908937,0.6132966529115085,2421300000.0,-31100000.0,207900000.0,,792100000.0,,-0.08000000000000088,-0.08000000000000088,4.425830071960611,,-0.008998585,9.19,8.14,5.25136,4082.6313,1.6679,1.6969
