report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,226864000000.0,58465000000.0,35669000000.0,92642000000.0,132941000000.0,10065000000.0,2172000000.0,21313000000.0,181357000000.0,18934000000.0,15317000000.0,9.62,1968939000.0,26032000000.0,9859000000.0,12237000000.0,,9.539,0.9872,9.62,0.14242408286382682,0.0834596939135341,0.10440181520426561,0.09204835227657382,1.6390983767417084,235730000000.0,24055000000.0,12.369999999999997,12.369999999999997,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2012-12-31,232982000000.0,55720000000.0,34212000000.0,95150000000.0,136524000000.0,11966000000.0,127000000.0,20939000000.0,-123466000000.0,-12907000000.0,-11584000000.0,-6.5,,-13909000000.0,-6140000000.0,12093000000.0,1.6287,8.0847,0.9177,-6.5,-0.09454015411209751,-0.05539912954648857,0.10453890139795571,0.08857783246901643,1.628668303519233,241909000000.0,26179000000.0,13.32,13.32,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2013-03-31,237410000000.0,54696000000.0,34685000000.0,95924000000.0,140134000000.0,11960000000.0,2090000000.0,17374000000.0,56818000000.0,6178000000.0,4044000000.0,3.18,1943931000.0,5714000000.0,3481000000.0,14050000000.0,,8.9593,1.0262,3.18,0.04408637447015,0.026022492734088708,0.10873314794607343,0.10026117858621034,1.5769352746143865,238022000000.0,25886000000.0,13.229999999999999,13.229999999999999,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2013-06-30,244048000000.0,56104000000.0,33413000000.0,99884000000.0,142841000000.0,17960000000.0,1913000000.0,20630000000.0,114187000000.0,11543000000.0,7229000000.0,5.0,1940337000.0,14234000000.0,6893000000.0,19873000000.0,,9.5697,1.038,5.0,0.08081013154486456,0.04729807251032584,0.10108856524823316,0.1391267213195091,1.6791069344267202,228896000000.0,23748000000.0,11.299999999999999,11.299999999999999,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2013-09-30,247838000000.0,53503000000.0,33470000000.0,101765000000.0,144779000000.0,17960000000.0,527000000.0,17014000000.0,172690000000.0,16493000000.0,11068000000.0,8.0,1936797000.0,24550000000.0,10551000000.0,18487000000.0,,9.8435,1.0503,8.0,0.11391845502455467,0.06654750280425116,0.09550639874920377,0.12769117068083077,1.5985360023902002,220229000000.0,21307000000.0,9.68,9.68,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2013-12-31,253753000000.0,50250000000.0,33018000000.0,103326000000.0,149113000000.0,19960000000.0,374000000.0,16245000000.0,-114847000000.0,-12791000000.0,-8033000000.0,-5.09,,-9496000000.0,-6739000000.0,20334000000.0,1.5219,11.2134,1.0906,-5.09,-0.08578058251124986,-0.050407285825192216,0.11137426315010406,0.1363663798595696,1.5218971470107214,228848000000.0,21423000000.0,11.09,11.09,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2014-03-31,258238000000.0,49749000000.0,35652000000.0,106428000000.0,150661000000.0,19960000000.0,3008000000.0,15612000000.0,53265000000.0,4512000000.0,3407000000.0,2.0,1909424000.0,8417000000.0,4130000000.0,22968000000.0,,11.4574,1.0442,2.0,0.02994802901879053,0.017472254277062244,0.08470853280765982,0.15244821154777946,1.3954055873443285,225295000000.0,19757000000.0,9.91,9.91,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2014-06-30,262045000000.0,48920000000.0,36328000000.0,107298000000.0,153581000000.0,19960000000.0,3498000000.0,13959000000.0,111203000000.0,10177000000.0,6744000000.0,5.0,1905853000.0,16298000000.0,7972000000.0,23458000000.0,,12.3601,1.1412,5.0,0.06626470722289866,0.0388368410005915,0.09151731518034585,0.1527402478171128,1.3466196872935476,222311000000.0,18391000000.0,9.91,9.91,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2014-09-30,265431000000.0,47083000000.0,37088000000.0,108124000000.0,156140000000.0,19960000000.0,5665000000.0,14215000000.0,165882000000.0,15770000000.0,9980000000.0,8.0,1902698000.0,24978000000.0,11920000000.0,25625000000.0,,10.8969,1.0626,8.0,0.10099910336877162,0.05941280408090992,0.09506757815796771,0.16411553733828615,1.269494176013805,215503000000.0,17668000000.0,9.91,9.91,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2014-12-31,266026000000.0,42232000000.0,31926000000.0,109835000000.0,155028000000.0,23960000000.0,3790000000.0,12785000000.0,-118380000000.0,-11218000000.0,-8239000000.0,-5.0,,-18218000000.0,-7229000000.0,27750000000.0,1.3228,11.0217,1.0607,-5.0,-0.07236112186185721,-0.04216881056738815,0.09476262882243622,0.17899992259462807,1.322808995802794,211970000000.0,19241000000.0,10.0,10.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2015-03-31,269604000000.0,41270000000.0,29445000000.0,112603000000.0,155803000000.0,29960000000.0,3908000000.0,12675000000.0,34558000000.0,2567000000.0,305000000.0,1.0,1876498000.0,2319000000.0,4411000000.0,33868000000.0,,11.4138,1.0877,1.0,0.016475934352997053,0.009521372086467559,0.07428091903466635,0.2173770723285174,1.401596196298183,193263000000.0,17296000000.0,9.0,9.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2015-06-30,266455000000.0,40738000000.0,28268000000.0,110564000000.0,154669000000.0,29210000000.0,2621000000.0,12156000000.0,74915000000.0,3138000000.0,1060000000.0,1.0,1876603000.0,9539000000.0,11369000000.0,31831000000.0,,14.8772,1.1157,1.0,0.020288487027135368,0.011776847872999194,0.04188747246879797,0.20580077455728038,1.4411348521296166,156975000000.0,10257000000.0,5.0,5.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2015-09-30,268449000000.0,39819000000.0,30144000000.0,112511000000.0,154912000000.0,29210000000.0,6580000000.0,12933000000.0,109230000000.0,5175000000.0,1787000000.0,2.0,1875193000.0,14899000000.0,15637000000.0,35790000000.0,,17.1704,1.0344,2.0,0.03340606279694278,0.019277404646692666,0.04737709420488877,0.2310343937203057,1.3209593949044587,100323000000.0,-338000000.0,-1.0,-1.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2015-12-31,266103000000.0,35347000000.0,26464000000.0,112217000000.0,152716000000.0,33584000000.0,4928000000.0,11022000000.0,-80226000000.0,-6293000000.0,-3020000000.0,-2.0,,-7301000000.0,-10380000000.0,38512000000.0,1.3519,36.9104,1.3059,-2.0,-0.04120720815107782,-0.02364873751893064,0.07844090444494303,0.25218051808585873,1.3356635429262393,138477000000.0,4587000000.0,2.0,2.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2016-03-31,263842000000.0,31713000000.0,29162000000.0,112366000000.0,150307000000.0,32635000000.0,9630000000.0,8562000000.0,23553000000.0,-725000000.0,-1004000000.0,0.0,1869775000.0,1141000000.0,4403000000.0,42265000000.0,,138.8425,1.4945,0.0,-0.0048234613158402466,-0.002747856671795999,-0.030781641404491997,0.28119116208825934,1.0874768534394075,127472000000.0,1295000000.0,1.0,1.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2016-06-30,261478000000.0,32471000000.0,24927000000.0,113153000000.0,147163000000.0,39487000000.0,5530000000.0,8764000000.0,52835000000.0,-2195000000.0,-1611000000.0,-1.0,1870885000.0,3672000000.0,11124000000.0,45017000000.0,,,1.7747,-1.0,-0.01491543390662055,-0.008394587689977742,-0.04154443077505442,0.30589890121837693,1.3026437196614113,105392000000.0,-4038000000.0,-1.0,-1.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2016-09-30,259863000000.0,28873000000.0,24744000000.0,111911000000.0,146800000000.0,39462000000.0,6057000000.0,7351000000.0,82975000000.0,-912000000.0,-1803000000.0,0.0,1871813000.0,8983000000.0,15254000000.0,45519000000.0,,,1.7979,0.0,-0.006212534059945504,-0.003509541566132924,-0.010991262428442302,0.310074931880109,1.1668687358551568,79137000000.0,-10125000000.0,-3.0,-3.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2016-12-31,260078000000.0,29619000000.0,31785000000.0,113356000000.0,145556000000.0,35193000000.0,10840000000.0,6988000000.0,-44891000000.0,3335000000.0,2689000000.0,1.0,,-950000000.0,-11324000000.0,46033000000.0,0.9319,,2.0136,1.0,0.02291214377971365,0.012823076154076855,-0.07429106056893364,0.31625628624034735,0.9318546484190656,114472000000.0,-497000000.0,0.0,0.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2017-03-31,259111000000.0,29568000000.0,28426000000.0,111321000000.0,146592000000.0,36864000000.0,8297000000.0,6983000000.0,33421000000.0,2682000000.0,430000000.0,1.0,1895393000.0,3879000000.0,4194000000.0,45161000000.0,,69.9034,1.713,1.0,0.01829567779960707,0.010350776308223116,0.08024894527392956,0.30807274612530017,1.0401744881446564,124340000000.0,2910000000.0,1.0,1.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2017-06-30,254599000000.0,26626000000.0,27956000000.0,107211000000.0,146203000000.0,33989000000.0,8782000000.0,4762000000.0,67901000000.0,4132000000.0,917000000.0,2.0,1894197000.0,8915000000.0,9505000000.0,42771000000.0,,33.9118,1.6006,2.0,0.0282620739656505,0.016229443163563093,0.06085330112958572,0.2925452966081407,0.9524252396623265,139406000000.0,9237000000.0,4.0,4.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2017-09-30,255160000000.0,29398000000.0,28223000000.0,107249000000.0,146713000000.0,33983000000.0,7897000000.0,6641000000.0,104106000000.0,6084000000.0,1589000000.0,3.0,1894764000.0,14285000000.0,14614000000.0,41880000000.0,,34.3196,1.7367,3.0,0.04146871783686517,0.023843862674400376,0.05844043570975736,0.2854552766285196,1.0416327109095418,160537000000.0,16233000000.0,7.0,7.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2017-12-31,253806000000.0,28560000000.0,27737000000.0,104487000000.0,148124000000.0,33477000000.0,5192000000.0,4813000000.0,-63706000000.0,-3703000000.0,-2984000000.0,-2.0,,-6564000000.0,-8964000000.0,38669000000.0,1.0297,26.3537,1.7979,-2.0,-0.024999324889957063,-0.014589883611892548,0.05812639311838759,0.261058302503308,1.0296715578469193,141722000000.0,9195000000.0,4.0,4.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2018-03-31,256442000000.0,31726000000.0,30630000000.0,104876000000.0,150356000000.0,31054000000.0,8601000000.0,6466000000.0,37764000000.0,3638000000.0,1414000000.0,1.0,1913218000.0,5043000000.0,4289000000.0,39655000000.0,,21.1295,1.5387,1.0,0.02419590837745085,0.014186443718267678,0.09633513399004343,0.2637407220197398,1.0357819131570356,146065000000.0,10151000000.0,4.0,4.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2018-06-30,257929000000.0,34256000000.0,31862000000.0,104549000000.0,152198000000.0,29779000000.0,8598000000.0,7628000000.0,80000000000.0,7047000000.0,2900000000.0,3.0,1916099000.0,11898000000.0,8787000000.0,38377000000.0,,19.6599,1.6164,3.0,0.04630152827238203,0.027321472188082768,0.0880875,0.2521518022575855,1.0751365262695374,158164000000.0,13066000000.0,5.0,5.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2018-09-30,256606000000.0,35583000000.0,29183000000.0,101933000000.0,153575000000.0,29854000000.0,6121000000.0,9686000000.0,123987000000.0,11094000000.0,4540000000.0,5.0,1916562000.0,21467000000.0,14167000000.0,35975000000.0,,16.7322,1.5296,5.0,0.07223832003906885,0.043233595473215744,0.08947712260156307,0.23425036627055185,1.2193057602028579,178045000000.0,18076000000.0,7.0,7.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2018-12-31,253863000000.0,34021000000.0,27171000000.0,98221000000.0,154554000000.0,,5726000000.0,9342000000.0,-75412000000.0,-6955000000.0,-3139000000.0,-2.0,,-7790000000.0,-7824000000.0,5726000000.0,1.2521,14.0227,1.3093,-2.0,-0.045000452916132874,-0.027396666706057993,0.0922267013207447,0.037048539668983006,1.2521070258731737,166339000000.0,14824000000.0,7.0,7.0,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2019-03-31,256809000000.0,33671000000.0,29951000000.0,100691000000.0,155045000000.0,,7023000000.0,8699000000.0,35200000000.0,2649000000.0,1315000000.0,1.39,1900748000.0,5057000000.0,4094000000.0,7023000000.0,,17.2012,1.5137,1.39,0.017085362314166855,0.01031505905166875,0.07525568181818182,0.04529652681479571,1.1242028646789757,163775000000.0,13835000000.0,7.39,7.39,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2019-06-30,255878000000.0,33087000000.0,28829000000.0,98427000000.0,156395000000.0,,5588000000.0,8513000000.0,74050000000.0,6954000000.0,2960000000.0,3.0,1901869000.0,13840000000.0,8428000000.0,5588000000.0,,16.0885,1.5502,3.0,0.04446433709517568,0.02717701404575618,0.09390952059419311,0.03573004252054094,1.1476984980401679,157825000000.0,13742000000.0,7.39,7.39,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2019-09-30,256537000000.0,33988000000.0,30233000000.0,99645000000.0,155841000000.0,,7795000000.0,11697000000.0,110166000000.0,9534000000.0,4430000000.0,5.0,1899193000.0,21657000000.0,12789000000.0,7795000000.0,,16.9072,1.5421,5.0,0.061177738849211696,0.03716422972124879,0.08654212733511246,0.05001892954999006,1.1242020308933947,144004000000.0,12182000000.0,7.39,7.39,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2019-12-31,237428000000.0,28329000000.0,26530000000.0,92220000000.0,144213000000.0,,3282000000.0,,-72900000000.0,-16213000000.0,-6014000000.0,-7.8500000000000005,,-13240000000.0,3907000000.0,3282000000.0,1.0678,77.5718,1.6183,-7.8500000000000005,-0.11242398396815821,-0.06828596458715905,0.222400548696845,0.022758003786066443,1.0678100263852244,146516000000.0,2924000000.0,1.54,1.54,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2020-03-31,236677000000.0,28562000000.0,28235000000.0,91763000000.0,143930000000.0,,8688000000.0,,31501000000.0,3599000000.0,564000000.0,1.93,1865649000.0,4722000000.0,4288000000.0,8688000000.0,,34.9202,1.0023,1.93,0.025005210866393384,0.015206378313059571,0.11425034125900765,0.06036267630097964,1.0115813706392776,142817000000.0,3874000000.0,2.079999999999999,2.079999999999999,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2020-06-30,223403000000.0,23732000000.0,20825000000.0,89017000000.0,134118000000.0,,3751000000.0,,44995000000.0,-4671000000.0,-1760000000.0,-2.0,1857793000.0,4802000000.0,11005000000.0,3751000000.0,,,1.4515,-2.0,-0.034827539927526505,-0.02090840319959893,-0.10381153461495722,0.027967908856380203,1.1395918367346938,113762000000.0,-7751000000.0,-2.920000000000001,-2.920000000000001,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2020-09-30,223063000000.0,24803000000.0,19664000000.0,91025000000.0,131774000000.0,,530000000.0,,69446000000.0,-4878000000.0,-1590000000.0,-2.0,1856363000.0,8339000000.0,15022000000.0,530000000.0,,,1.292,-2.0,-0.037017924628530666,-0.02186826143286874,-0.07024162658756444,0.004022037731267169,1.2613405207485762,73042000000.0,-22163000000.0,-9.920000000000002,-9.920000000000002,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2020-12-31,239790000000.0,26078000000.0,22183000000.0,107064000000.0,131688000000.0,,1548000000.0,,-51250000000.0,407000000.0,894000000.0,-0.8899999999999997,,-7286000000.0,-10807000000.0,1548000000.0,1.1756,,1.7253,-0.8899999999999997,0.0030906384788287468,0.0016973184870094666,-0.007941463414634146,0.011755057408419901,1.175584907361493,94692000000.0,-5543000000.0,-2.96,-2.96,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2021-03-31,241645000000.0,30433000000.0,27480000000.0,108712000000.0,131888000000.0,,4841000000.0,,32029000000.0,1377000000.0,779000000.0,0.72,1915889000.0,4196000000.0,4286000000.0,4841000000.0,,,2.0973,0.72,0.010440676938008008,0.005698441929276418,0.0429922882387836,0.036705386388450806,1.1074599708879185,95220000000.0,-7765000000.0,-4.17,-4.17,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2021-06-30,242806000000.0,32973000000.0,28147000000.0,108895000000.0,133182000000.0,,3497000000.0,,69626000000.0,4459000000.0,2110000000.0,2.32,1918940000.0,11150000000.0,8808000000.0,3497000000.0,,56.47,1.7416,2.32,0.03348050036791759,0.018364455573585497,0.06404216815557406,0.02625730203781292,1.1714569936405301,119851000000.0,1365000000.0,0.15000000000000036,0.15000000000000036,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2021-09-30,239948000000.0,32137000000.0,25188000000.0,103226000000.0,135862000000.0,,291000000.0,,114336000000.0,10570000000.0,4050000000.0,5.51,1919666000.0,19729000000.0,13112000000.0,291000000.0,,19.8077,1.4548,5.51,0.07779953187793497,0.04405121109573741,0.092446823397705,0.0021418792598371875,1.275885342226457,164741000000.0,16813000000.0,7.66,7.66,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2021-12-31,239535000000.0,33738000000.0,26791000000.0,99595000000.0,139067000000.0,,256000000.0,,-53526000000.0,-781000000.0,-989000000.0,-0.41000000000000014,,-5888000000.0,-8281000000.0,256000000.0,1.2593,14.4777,1.4512,-0.41000000000000014,-0.005615998044108236,-0.0032604838541340515,0.014591039868475134,0.0018408393076718417,1.2593034974431712,162465000000.0,15625000000.0,8.139999999999999,8.139999999999999,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2022-03-31,249048000000.0,44709000000.0,31203000000.0,101948000000.0,146219000000.0,,314000000.0,,54373000000.0,6259000000.0,2780000000.0,3.22,1944542000.0,8055000000.0,3654000000.0,314000000.0,,15.601,1.8091,3.22,0.04280565453190078,0.025131701519385822,0.11511227999190775,0.002147463735902995,1.4328429958657822,184809000000.0,20507000000.0,10.64,10.64,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2022-06-30,257936000000.0,51188000000.0,39121000000.0,103374000000.0,153554000000.0,,3230000000.0,12029000000.0,123135000000.0,17881000000.0,7100000000.0,9.17,1950860000.0,21837000000.0,7354000000.0,3230000000.0,,9.7565,1.3751,9.17,0.11644763405707438,0.06932339805223,0.14521460185974744,0.021034945361240998,1.3084532603972292,238318000000.0,33929000000.0,17.490000000000002,17.490000000000002,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2022-09-30,259735000000.0,51503000000.0,36883000000.0,100108000000.0,158680000000.0,,2221000000.0,15164000000.0,189779000000.0,29112000000.0,10600000000.0,14.0,1947201000.0,37104000000.0,11555000000.0,2221000000.0,,8.1308,1.2235,14.0,0.1834635744895387,0.11208346969026123,0.15339948044831092,0.013996722964456768,1.3963885801046552,313761000000.0,52471000000.0,25.98,25.98,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2022-12-31,257709000000.0,50343000000.0,34208000000.0,97467000000.0,159282000000.0,,1964000000.0,17678000000.0,-121035000000.0,-17787000000.0,-6414000000.0,-8.11,,-17394000000.0,-6244000000.0,1964000000.0,1.4717,9.7862,1.4724,-8.11,-0.11166986853505104,-0.0690197082756132,0.14695749163465113,0.012330332366494645,1.4716732927970066,246252000000.0,35465000000.0,18.28,18.28,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2023-03-31,255886000000.0,48351000000.0,33735000000.0,95452000000.0,159449000000.0,,2931000000.0,15668000000.0,50793000000.0,6574000000.0,2900000000.0,3.0,1900785000.0,7205000000.0,3526000000.0,2931000000.0,,8.573,1.3208,3.0,0.04122948403564776,0.025691128080473337,0.12942728328706712,0.018382053195692666,1.43325922632281,242672000000.0,35780000000.0,18.060000000000002,18.060000000000002,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2023-06-30,251779000000.0,42790000000.0,29847000000.0,92481000000.0,158325000000.0,,1269000000.0,9292000000.0,99689000000.0,12584000000.0,4700000000.0,6.0,1888077000.0,13502000000.0,7047000000.0,1269000000.0,,9.7392,1.3724,6.0,0.07948207800410548,0.04998033990126261,0.12623258333416926,0.008015158692562767,1.4336449224377659,219226000000.0,30483000000.0,14.89,14.89,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2023-09-30,263927000000.0,41732000000.0,33263000000.0,97679000000.0,165265000000.0,,440000000.0,5797000000.0,153769000000.0,19110000000.0,6900000000.0,10.0,1884407000.0,23175000000.0,11072000000.0,440000000.0,,12.3468,1.5525,10.0,0.11563246906483526,0.07240638509890993,0.12427732507852689,0.0026623907058360816,1.2546072212368096,183216000000.0,20481000000.0,10.89,10.89,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2023-12-31,261632000000.0,41128000000.0,32258000000.0,99703000000.0,160957000000.0,,529000000.0,8178000000.0,-103302000000.0,-16899000000.0,-6327000000.0,-7.640000000000001,,-8273000000.0,-4319000000.0,529000000.0,1.275,13.1371,1.4256,-7.640000000000001,-0.10499077393341079,-0.06459072284735812,0.1635883138758204,0.0032865920711742888,1.2749705499411,200949000000.0,21369000000.0,11.36,11.36,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
2024-03-31,261651000000.0,40508000000.0,32940000000.0,99995000000.0,160625000000.0,,282000000.0,6278000000.0,48716000000.0,5501000000.0,2400000000.0,2.0,1849116000.0,6828000000.0,4091000000.0,282000000.0,,14.4793,1.5097,2.0,0.03424747081712062,0.021024188709387697,0.1129197799490927,0.0017556420233463036,1.2297510625379477,198872000000.0,20296000000.0,10.36,10.36,0.6215593,214.71,132.04,16.4532,397022.75,32.2809,1.6459,2.1527
