report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,23073000000.0,2659000000.0,3187000000.0,16461000000.0,6288000000.0,9166000000.0,826000000.0,398000000.0,10215000000.0,1367000000.0,593000000.0,366000000.0,329000000.0,1.28,1718000000.0,971000000.0,9992000000.0,,17.069,1.0764,1.28,2338000000.0,0.09430661577608143,0.025701035842759935,0.058051884483602545,0.13382280959373472,0.059246738612230745,0.08396805896805896,0.22887909936368087,1.589058524173028,0.8343269532475682,14117000000.0,800000000.0,1827000000.0,3438000000.0,493000000.0,1.7699999999999998,1.7699999999999998,2.9063408958696915,3.7058823529411766,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2012-12-31,23097000000.0,2423000000.0,3036000000.0,16422000000.0,6354000000.0,9173000000.0,743000000.0,194000000.0,-6615000000.0,-784000000.0,-326000000.0,-243000000.0,-179000000.0,-0.7099999999999997,-1042000000.0,-314000000.0,9916000000.0,0.7981,19.1703,1.1475,-0.7099999999999997,-1098000000.0,-0.051306263770853004,-0.014114387149846301,0.04928193499622071,0.11851851851851852,-0.03394380222539724,-0.04818684695759066,0.16598639455782313,1.560591753226314,0.7980895915678524,13649000000.0,817000000.0,1851000000.0,3148000000.0,488000000.0,1.76,1.76,3.1499364675984753,3.793032786885246,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2013-03-31,23155000000.0,2497000000.0,3188000000.0,16439000000.0,6395000000.0,9045000000.0,964000000.0,307000000.0,3336000000.0,402000000.0,168000000.0,122000000.0,86000000.0,0.36,577000000.0,323000000.0,10009000000.0,,22.1445,1.3167,0.36,725000000.0,0.026270523846755277,0.007255452386093716,0.050359712230215826,0.12050359712230216,0.01736126106672425,0.024506217995610827,0.21732613908872903,1.5651290070367474,0.783249686323714,13690000000.0,814000000.0,1852000000.0,3472000000.0,488000000.0,1.75,1.75,2.8827764976958523,3.7950819672131146,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2013-06-30,23012000000.0,2404000000.0,3022000000.0,16194000000.0,6509000000.0,,776000000.0,154000000.0,6862000000.0,912000000.0,412000000.0,244000000.0,213000000.0,0.0,1122000000.0,662000000.0,776000000.0,,22.3513,1.381,0.0,1574000000.0,0.0632969734214165,0.017903702416130714,0.06004080443019528,0.13290585835033517,0.039631496610464105,0.12518874399450927,0.2293791897406004,0.11921954217237671,0.7954996690933157,13798000000.0,847000000.0,1897000000.0,3539000000.0,489000000.0,0.9300000000000003,0.9300000000000003,0.21927098050296695,3.8793456032719837,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2013-09-30,23613000000.0,2417000000.0,2862000000.0,16598000000.0,6708000000.0,,568000000.0,157000000.0,10483000000.0,1489000000.0,703000000.0,363000000.0,368000000.0,1.0,1858000000.0,1006000000.0,568000000.0,,20.8547,1.3891,1.0,2495000000.0,0.10480023852116875,0.02977173590818617,0.06706095583325385,0.1420394925116856,0.06305848473298607,0.20464540956569544,0.23800438805685395,0.08467501490757305,0.8445143256464012,14066000000.0,957000000.0,2019000000.0,3696000000.0,486000000.0,0.6500000000000002,0.6500000000000002,0.15367965367965367,4.154320987654321,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2013-12-31,22603000000.0,2499000000.0,3014000000.0,16601000000.0,5707000000.0,9500000000.0,726000000.0,58000000.0,-6698000000.0,-1724000000.0,-1185000000.0,-248000000.0,-303000000.0,-1.15,-1102000000.0,-658000000.0,10226000000.0,0.8291,214.8204,1.5056,-1.15,-2382000000.0,-0.20763974066935342,-0.05242666902623545,0.17691848312929231,0.25739026575097046,-0.07627306109808432,-0.10820310048327371,0.3556285458345775,1.7918345891011038,0.8291307232913072,13983000000.0,98000000.0,1079000000.0,2412000000.0,481000000.0,0.20999999999999996,0.20999999999999996,4.239635157545606,2.2432432432432434,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2014-03-31,22442000000.0,2535000000.0,3357000000.0,16403000000.0,5737000000.0,,1216000000.0,339000000.0,3396000000.0,469000000.0,228000000.0,121000000.0,99000000.0,0.0,,317000000.0,1216000000.0,,123.8646,1.3936,0.0,786000000.0,0.03974202544884086,0.010159522324213528,0.06713780918727916,0.13810365135453476,0.020898315658140987,0.06745289802962749,0.2314487632508834,0.21195746906048457,0.7551385165326184,14043000000.0,158000000.0,1146000000.0,2473000000.0,480000000.0,-0.1499999999999999,-0.1499999999999999,0.4917104731095835,2.3875,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2014-06-30,22179000000.0,2355000000.0,2980000000.0,16032000000.0,5853000000.0,,786000000.0,137000000.0,6957000000.0,1001000000.0,438000000.0,,279000000.0,0.0,,656000000.0,786000000.0,,167.8065,1.4781,0.0,1657000000.0,0.07483341875961046,0.019748410658731234,0.06295817162570073,0.14388385798476355,0.045132783263447405,0.15077571923482452,0.23817737530544775,0.13429010763710916,0.790268456375839,14138000000.0,184000000.0,1235000000.0,2556000000.0,,-0.1499999999999999,-0.1499999999999999,0.3075117370892019,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2014-09-30,22211000000.0,4116000000.0,3789000000.0,16548000000.0,5364000000.0,,1141000000.0,183000000.0,10559000000.0,1547000000.0,708000000.0,,412000000.0,1.0,,985000000.0,1141000000.0,,215.2243,1.5768,1.0,2532000000.0,0.1319910514541387,0.03187609742920175,0.06705180414812009,0.14651008618240363,0.06965017333753545,0.23781706379707918,0.2397954351737854,0.2127143922445936,1.0863024544734758,14214000000.0,189000000.0,1293000000.0,2593000000.0,,-0.1499999999999999,-0.1499999999999999,0.4400308522946394,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2014-12-31,21412000000.0,3641000000.0,3485000000.0,15523000000.0,5866000000.0,,1090000000.0,1307000000.0,-6916000000.0,-718000000.0,-76000000.0,,-377000000.0,1.0,,-666000000.0,1090000000.0,1.0118,18.1052,1.6791,1.0,-1384000000.0,-0.012956017729287419,-0.0035494115449280776,0.01098901098901099,0.10381723539618276,-0.03353259854287315,-0.10322024151811386,0.20011567379988432,0.18581657006478008,1.0447632711621233,13996000000.0,1298000000.0,2299000000.0,3591000000.0,,2.0,2.0,0.303536619326093,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2015-03-31,20691000000.0,2617000000.0,2273000000.0,15116000000.0,5554000000.0,,168000000.0,277000000.0,3040000000.0,440000000.0,-129000000.0,,-91000000.0,0.0,,292000000.0,168000000.0,,26.371,1.8193,0.0,732000000.0,-0.02322650342095787,-0.0062345947513411624,-0.04243421052631579,0.14473684210526316,0.02126528442317916,0.07689619014330654,0.24078947368421053,0.030248469571480016,1.1513418389793224,13640000000.0,941000000.0,2270000000.0,3537000000.0,,2.0,2.0,0.04749787955894826,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2015-06-30,20578000000.0,2553000000.0,2477000000.0,15171000000.0,5386000000.0,,196000000.0,273000000.0,6355000000.0,942000000.0,145000000.0,,25000000.0,0.0,,614000000.0,196000000.0,,21.1038,1.5835,0.0,1556000000.0,0.026921648718900855,0.007046360190494703,0.022816679779701022,0.14822974036191974,0.04577704344445525,0.16875671802221426,0.24484657749803304,0.0363906424062384,1.030682276947921,13038000000.0,648000000.0,2211000000.0,3436000000.0,,2.0,2.0,0.0570430733410943,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2015-09-30,20402000000.0,2399000000.0,2442000000.0,15145000000.0,5235000000.0,,215000000.0,113000000.0,9715000000.0,1543000000.0,480000000.0,,184000000.0,1.0,,944000000.0,215000000.0,,21.0529,1.7128,1.0,2487000000.0,0.09169054441260745,0.0235271051857661,0.049408131755018014,0.15882655687081831,0.07562984021174395,0.2831192660550459,0.25599588265568707,0.041069723018147083,0.9823914823914824,12194000000.0,420000000.0,2207000000.0,3391000000.0,,2.0,2.0,0.06340312592155706,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2015-12-31,20419000000.0,2345000000.0,2510000000.0,15052000000.0,5345000000.0,,253000000.0,39000000.0,-6149000000.0,-880000000.0,257000000.0,,190000000.0,0.0,,-605000000.0,253000000.0,0.9343,31.6461,1.8386,0.0,-1485000000.0,0.0480823199251637,0.012586316665850434,-0.04179541388843715,0.14311270125223613,-0.04309711543170577,-0.15719899964272954,0.24150268336314848,0.04733395696913003,0.9342629482071713,12961000000.0,753000000.0,2045000000.0,3290000000.0,,1.0,1.0,0.07689969604863221,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2016-03-31,20781000000.0,2302000000.0,2560000000.0,15471000000.0,5290000000.0,,524000000.0,104000000.0,3176000000.0,508000000.0,258000000.0,,140000000.0,0.0,,312000000.0,524000000.0,,23.0121,2.003,0.0,820000000.0,0.04877126654064272,0.012415186949617438,0.08123425692695214,0.15994962216624686,0.024445406862037437,0.08737530099759203,0.25818639798488663,0.09905482041587901,0.89921875,13097000000.0,1140000000.0,2113000000.0,3378000000.0,,1.0,1.0,0.1551213735938425,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2016-06-30,20752000000.0,2276000000.0,2806000000.0,15524000000.0,5208000000.0,,614000000.0,39000000.0,6601000000.0,1119000000.0,545000000.0,,313000000.0,1.0,,652000000.0,614000000.0,,25.5562,2.2311,1.0,1771000000.0,0.10464669738863287,0.02626252891287587,0.08256324799272838,0.1695197697318588,0.053922513492675406,0.19220199244245964,0.2682926829268293,0.11789554531490015,0.8111190306486101,13343000000.0,1540000000.0,2290000000.0,3593000000.0,,2.0,2.0,0.17088783746173114,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2016-09-30,20756000000.0,2293000000.0,2664000000.0,15373000000.0,5359000000.0,,432000000.0,30000000.0,10149000000.0,1679000000.0,847000000.0,,466000000.0,1.0,,988000000.0,432000000.0,,25.1788,2.1053,1.0,2667000000.0,0.15805187534987872,0.04080747735594527,0.08345649817716032,0.16543501822839687,0.08089227211408749,0.2899326541184597,0.2627845107892403,0.08061205448777757,0.8607357357357357,13777000000.0,1907000000.0,2426000000.0,3773000000.0,,2.0,2.0,0.11449774715080838,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2016-12-31,20859000000.0,2376000000.0,2794000000.0,15539000000.0,5297000000.0,,417000000.0,32000000.0,-6317000000.0,-1010000000.0,-468000000.0,,-277000000.0,0.0,,-651000000.0,417000000.0,0.8504,26.3706,2.2904,0.0,-1661000000.0,-0.0883518973003587,-0.02243635840644326,0.07408580022162418,0.15988602184581288,-0.04842034613356345,-0.1767588379418971,0.26294126958999525,0.07872380592788371,0.8503937007874016,13609000000.0,1182000000.0,2296000000.0,3597000000.0,,2.0,2.0,0.11592994161801501,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2017-03-31,20650000000.0,2223000000.0,2558000000.0,15112000000.0,5517000000.0,,396000000.0,30000000.0,3440000000.0,558000000.0,298000000.0,,137000000.0,0.0,,328000000.0,396000000.0,,26.3633,2.3222,0.0,886000000.0,0.054014863150262826,0.014430992736077482,0.08662790697674419,0.1622093023255814,0.027021791767554478,0.0943683409436834,0.2575581395348837,0.07177814029363784,0.8690383111806098,13873000000.0,1222000000.0,2346000000.0,3663000000.0,,2.0,2.0,0.10810810810810811,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2017-06-30,20839000000.0,2326000000.0,2770000000.0,15332000000.0,5486000000.0,,390000000.0,32000000.0,7117000000.0,1231000000.0,660000000.0,,346000000.0,1.0,,684000000.0,390000000.0,,24.9934,2.295,1.0,1915000000.0,0.12030623405030988,0.03167138538317578,0.09273570324574962,0.17296613741745118,0.05907193243437785,0.20949625595643295,0.2690740480539553,0.07109004739336493,0.8397111913357401,14389000000.0,1337000000.0,2458000000.0,3807000000.0,,2.0,2.0,0.1024428684003152,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2017-09-30,20949000000.0,2300000000.0,3259000000.0,15649000000.0,5278000000.0,,850000000.0,35000000.0,10833000000.0,1932000000.0,1046000000.0,,561000000.0,2.0,2390000000.0,1034000000.0,850000000.0,,25.0989,2.4251,2.0,2966000000.0,0.19818112921561198,0.049930784285646096,0.09655681713283486,0.17834394904458598,0.09222397250465417,0.3152741514360313,0.2737930397858396,0.16104585070102312,0.7057379564283522,15073000000.0,1536000000.0,2711000000.0,4106000000.0,,3.0,3.0,0.20701412566975158,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2017-12-31,21829000000.0,2624000000.0,3262000000.0,15787000000.0,6019000000.0,,739000000.0,22000000.0,-6905000000.0,-1085000000.0,-55000000.0,,-802000000.0,1.0,790000000.0,-670000000.0,739000000.0,0.8259,19.1821,2.581,1.0,-1755000000.0,-0.009137730520019937,-0.0025195840395803746,0.007965242577842143,0.15713251267197684,-0.049704521508085575,-0.16055045871559634,0.2541636495293266,0.12277787007808606,0.8044144696505211,14485000000.0,1949000000.0,2636000000.0,4012000000.0,,4.0,4.0,0.18419740777666999,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2018-03-31,22106000000.0,2491000000.0,3373000000.0,16041000000.0,6044000000.0,,1056000000.0,52000000.0,3511000000.0,608000000.0,396000000.0,,116000000.0,0.0,809000000.0,347000000.0,1056000000.0,,17.7071,2.4901,0.0,955000000.0,0.06551952349437459,0.01791368859133267,0.11278837937909428,0.17317003702648817,0.02750384510992491,0.0856338028169014,0.27200227855311876,0.17471872931833224,0.7385117106433442,14556000000.0,2047000000.0,2686000000.0,4081000000.0,,4.0,4.0,0.2587601078167116,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2018-06-30,22014000000.0,2471000000.0,3305000000.0,15958000000.0,6054000000.0,,828000000.0,47000000.0,7250000000.0,1323000000.0,895000000.0,,226000000.0,2.0,1784000000.0,731000000.0,828000000.0,,16.2063,2.4213,2.0,2054000000.0,0.1478361413941196,0.040655946216044334,0.12344827586206897,0.18248275862068966,0.06009811937857727,0.19224062772449868,0.2833103448275862,0.13676907829534193,0.7476550680786687,14689000000.0,2282000000.0,2778000000.0,4220000000.0,,5.0,5.0,0.1962085308056872,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2018-09-30,22591000000.0,2675000000.0,3070000000.0,16350000000.0,6239000000.0,,447000000.0,83000000.0,11072000000.0,2022000000.0,1394000000.0,,325000000.0,3.0,2658000000.0,1107000000.0,447000000.0,,16.8295,2.6255,3.0,3129000000.0,0.22343324250681199,0.06170598911070781,0.12590317919075145,0.1826228323699422,0.08950467000132796,0.3024229733772061,0.28260476878612717,0.07164609713095048,0.8713355048859935,14928000000.0,2630000000.0,2868000000.0,4383000000.0,,6.0,6.0,0.10198494182067078,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2018-12-31,22650000000.0,2645000000.0,3108000000.0,16374000000.0,6275000000.0,,432000000.0,61000000.0,-6919000000.0,-1164000000.0,-760000000.0,,-214000000.0,-1.0,-1681000000.0,-708000000.0,432000000.0,0.851,19.7094,2.544,-1.0,-1872000000.0,-0.12111553784860558,-0.033554083885209716,0.10984246278363925,0.16823240352652116,-0.05139072847682119,-0.1735500223646936,0.2705593293828588,0.06884462151394423,0.851029601029601,14914000000.0,1925000000.0,2789000000.0,4266000000.0,,4.0,4.0,0.10126582278481013,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2019-03-31,23373000000.0,2488000000.0,3612000000.0,16956000000.0,6415000000.0,9323000000.0,1043000000.0,57000000.0,3696000000.0,621000000.0,347000000.0,,115000000.0,0.81,890000000.0,366000000.0,10366000000.0,,23.5477,2.9257,0.81,987000000.0,0.05409197194076384,0.014846190048346383,0.09388528138528139,0.1680194805194805,0.026569118213323067,0.03700613789404684,0.26704545454545453,1.6159002338269681,0.6888150609080842,15099000000.0,1876000000.0,2802000000.0,4298000000.0,,4.8100000000000005,4.8100000000000005,2.411819450907399,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2019-06-30,25986000000.0,4836000000.0,2846000000.0,19519000000.0,6466000000.0,,116000000.0,2250000000.0,7642000000.0,1317000000.0,728000000.0,,230000000.0,1.0,1900000000.0,775000000.0,116000000.0,,27.8507,3.1989,1.0,2092000000.0,0.11258892669347355,0.028015085045793888,0.09526302015179272,0.1723370845328448,0.0506811359963057,0.2000911577028259,0.27375032713949227,0.017939993813795237,1.6992269852424455,15491000000.0,1709000000.0,2796000000.0,4336000000.0,,3.81,3.81,0.026752767527675275,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2019-09-30,27109000000.0,5560000000.0,2989000000.0,20322000000.0,6785000000.0,,211000000.0,2915000000.0,11609000000.0,2051000000.0,1223000000.0,,350000000.0,2.0,2852000000.0,1179000000.0,211000000.0,,27.8145,3.1575,2.0,3230000000.0,0.18025055268975682,0.045114168726253276,0.10534929795848048,0.17667327073822034,0.07565753070935852,0.29316752429959975,0.27823240589198034,0.031098010316875462,1.8601538976246237,16028000000.0,1538000000.0,2825000000.0,4437000000.0,,2.81,2.81,0.04755465404552626,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2019-12-31,27743000000.0,6209000000.0,3144000000.0,20673000000.0,7068000000.0,,218000000.0,3561000000.0,-7492000000.0,-1283000000.0,-628000000.0,,-261000000.0,-0.81,-1768000000.0,-746000000.0,218000000.0,1.9749,28.95,3.1282,-0.81,-2029000000.0,-0.08885116015846067,-0.02263634069855459,0.08382274426054458,0.17124933262146289,-0.04624589986663302,-0.1760911336810321,0.2708222103577149,0.03084323712507074,1.9748727735368956,15455000000.0,1670000000.0,2706000000.0,4280000000.0,,3.0,3.0,0.05093457943925234,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2020-03-31,27178000000.0,5635000000.0,3070000000.0,20433000000.0,6743000000.0,13065000000.0,387000000.0,3125000000.0,3729000000.0,573000000.0,361000000.0,,74000000.0,0.85,765000000.0,402000000.0,13452000000.0,,23.2844,2.5317,0.85,975000000.0,0.053537001334717484,0.013282802266539112,0.09680879592384017,0.15366049879324215,0.021083229082346014,0.028373359742510523,0.2614641995172969,1.9949577339463147,1.8355048859934853,15488000000.0,1684000000.0,2658000000.0,4268000000.0,,3.04,3.04,3.1518275538894094,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2020-06-30,26619000000.0,5106000000.0,5772000000.0,19726000000.0,6891000000.0,,3190000000.0,2663000000.0,7290000000.0,1100000000.0,668000000.0,,162000000.0,1.0,1621000000.0,816000000.0,3190000000.0,,27.7619,2.9595,1.0,1916000000.0,0.0969380351182702,0.02509485705698937,0.0916323731138546,0.15089163237311384,0.04132386641121004,0.10911615911119929,0.2628257887517147,0.462922652735452,0.8846153846153846,15136000000.0,1624000000.0,2441000000.0,4092000000.0,,3.04,3.04,0.7795698924731183,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2020-09-30,24772000000.0,3357000000.0,2806000000.0,17615000000.0,7155000000.0,,167000000.0,703000000.0,11151000000.0,1780000000.0,1058000000.0,,288000000.0,2.0,2650000000.0,1235000000.0,167000000.0,,31.7674,3.188,2.0,3015000000.0,0.14786862334032144,0.04270951073792992,0.09487938301497624,0.15962693928795624,0.07185532052317133,0.24310297732859876,0.27037933817594834,0.023340321453529,1.1963649322879544,14678000000.0,1459000000.0,2170000000.0,3877000000.0,,3.04,3.04,0.043074542171782304,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2020-12-31,29345000000.0,3540000000.0,3553000000.0,21891000000.0,7452000000.0,,551000000.0,553000000.0,-6952000000.0,-1019000000.0,-591000000.0,,-127000000.0,-0.33000000000000007,-1633000000.0,-782000000.0,551000000.0,0.9963,33.3141,3.2749,-0.33000000000000007,-1801000000.0,-0.07930756843800323,-0.020139717157948545,0.08501150747986191,0.1465765247410817,-0.03472482535355256,-0.12732725228039485,0.2590621403912543,0.0739398819108964,0.9963411201801294,15218000000.0,1496000000.0,2434000000.0,4105000000.0,,3.52,3.52,0.13422655298416566,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
