report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2022-06-30,31831000000.0,7882000000.0,3916000000.0,22928000000.0,8859000000.0,,200000000.0,1900000000.0,7453000000.0,2801000000.0,503000000.0,323000000.0,61000000.0,0.64,508000000.0,482000000.0,735000000.0,200000000.0,,2.4401,31.9898,0.64,1238000000.0,0.03646009707641946,0.010147340642769627,0.0433382530524621,0.3758218167181001,0.06748960150275057,0.01580220539725425,0.05552489237222651,0.16610760767476185,0.02257591150242691,2.0127681307456586,17291000000.0,1309000000.0,1823000000.0,6761000000.0,3231000000.0,2.5899999999999994,2.5899999999999994,0.06190034045187248,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2022-09-30,27965000000.0,7810000000.0,3708000000.0,22386000000.0,5535000000.0,,275000000.0,1600000000.0,11226000000.0,3934000000.0,-2296000000.0,-2614000000.0,29000000.0,-5.0,503000000.0,772000000.0,1069000000.0,275000000.0,,1.989,,-5.0,-1227000000.0,-0.47226738934056006,-0.09347398533881637,-0.2328523071441297,0.3504364867272403,-0.20452520933547122,-0.0821026282853567,-0.39518072289156625,-0.10929983965793694,0.04968383017163505,2.106256742179072,22473000000.0,-1901000000.0,-1287000000.0,8317000000.0,751000000.0,-3.5800000000000005,-3.5800000000000005,0.36617842876165113,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2022-12-31,28287000000.0,8011000000.0,4745000000.0,22392000000.0,5833000000.0,,299000000.0,1718000000.0,15113000000.0,5397000000.0,-1943000000.0,-2433000000.0,68000000.0,-4.0,504000000.0,1211000000.0,1403000000.0,299000000.0,1.6883,1.7713,,-4.0,-540000000.0,-0.4171095491170924,-0.08601124191324637,-0.1609872295374843,0.3571097730430755,-0.12856481175147225,-0.06868879697387492,-0.31686236138290935,-0.035730827764176534,0.05126007200411452,1.6883034773445733,28316000000.0,-5380000000.0,-4557000000.0,10015000000.0,-1761000000.0,-9.64,-9.64,-0.16978989210675752,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2023-03-31,28291000000.0,8099000000.0,4760000000.0,22350000000.0,5879000000.0,,50000000.0,1700000000.0,3649000000.0,1347000000.0,186000000.0,44000000.0,25000000.0,0.0,507000000.0,479000000.0,319000000.0,50000000.0,,1.4179,,0.0,505000000.0,0.007484266031638034,0.0015552649252412428,0.012058098109070978,0.36914223074815017,0.05097286927925459,0.006574529002156162,0.031371226176420984,0.13839408057001917,0.008504847763225038,1.701470588235294,37441000000.0,-4680000000.0,-3550000000.0,13479000000.0,-24000000.0,-8.36,-8.36,-2.0833333333333335,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2023-06-30,27885000000.0,8205000000.0,5765000000.0,22254000000.0,5569000000.0,,249000000.0,1720000000.0,7220000000.0,2386000000.0,112000000.0,-97000000.0,24000000.0,0.0,506000000.0,830000000.0,628000000.0,249000000.0,,1.5813,,0.0,740000000.0,-0.017417848805889747,-0.0034785727093419403,-0.013434903047091412,0.3304709141274238,0.01551246537396122,0.004016496324188632,0.019250601581299414,0.10249307479224377,0.044711797450170586,1.4232437120555075,37208000000.0,-5100000000.0,-3941000000.0,13064000000.0,-522000000.0,-9.0,-9.0,-0.47701149425287354,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2023-09-30,30656000000.0,12034000000.0,6209000000.0,22490000000.0,8101000000.0,,514000000.0,5790000000.0,10928000000.0,3503000000.0,61000000.0,2411000000.0,-199000000.0,4.0,506000000.0,1195000000.0,939000000.0,514000000.0,,1.289,7.2972,4.0,1000000000.0,0.29761757807678063,0.07864692066805845,0.2206259150805271,0.32055270863836016,0.00558199121522694,0.0019898225469728603,0.007080673244341265,0.09150805270863836,0.0634489569188989,1.9381542921565469,36910000000.0,-75000000.0,-1584000000.0,12633000000.0,1705000000.0,0.0,0.0,0.30146627565982403,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2023-12-31,28276000000.0,9600000000.0,6503000000.0,19808000000.0,8402000000.0,,0.0,3194000000.0,-6984000000.0,-2261000000.0,31000000.0,298000000.0,116000000.0,1.25,-1013000000.0,-778000000.0,-623000000.0,0.0,1.4762,1.324,7.3845,1.25,-592000000.0,0.03546774577481552,0.010538972980619607,-0.04266895761741123,0.32373997709049257,-0.004438717067583047,0.0010963361154335833,0.0036895977148298023,0.08476517754868271,0.0,1.4762417345840382,14813000000.0,2656000000.0,390000000.0,4975000000.0,1653000000.0,5.25,5.25,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2024-03-31,27788000000.0,9400000000.0,6365000000.0,19553000000.0,8173000000.0,,,3030000000.0,3592000000.0,1387000000.0,187000000.0,37000000.0,77000000.0,0.0,510000000.0,163000000.0,335000000.0,0.0,,1.4895,8.3737,0.0,522000000.0,0.004527101431542885,0.0013315100043184108,0.01030066815144766,0.3861358574610245,0.05206013363028953,0.006729523535338996,0.02288021534320323,0.1453229398663697,0.0,1.4768263943440691,14756000000.0,2649000000.0,391000000.0,5015000000.0,1670000000.0,5.25,5.25,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2024-06-30,26312000000.0,8593000000.0,6131000000.0,18604000000.0,7643000000.0,,,2100000000.0,7404000000.0,2818000000.0,-5000000.0,-277000000.0,131000000.0,0.0,509000000.0,278000000.0,623000000.0,0.0,,1.1233,6.804,0.0,618000000.0,-0.03624231322779013,-0.01052751596229857,-0.03741220961642355,0.3806050783360346,-0.000675310642895732,-0.0001900273639404074,-0.0006541933795629988,0.08346839546191248,0.0,1.4015658130810635,14940000000.0,2469000000.0,274000000.0,5447000000.0,1548000000.0,5.25,5.25,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2024-09-30,26676000000.0,8864000000.0,6200000000.0,18734000000.0,7872000000.0,,,1420000000.0,7883000000.0,3025000000.0,449000000.0,-137000000.0,70000000.0,0.0,511000000.0,531000000.0,752000000.0,0.0,,1.3849,179.3652,0.0,1201000000.0,-0.017403455284552845,-0.005135702504123557,-0.017379170366611695,0.38373715590511226,0.0569580109095522,0.016831608936872095,0.05703760162601626,0.15235316503869084,0.0,1.4296774193548387,11895000000.0,-79000000.0,662000000.0,4969000000.0,1749000000.0,1.25,1.25,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2024-12-31,25782000000.0,8853000000.0,6511000000.0,18758000000.0,6964000000.0,,2126000000.0,1764000000.0,-8243000000.0,-3246000000.0,-617000000.0,-272000000.0,-241000000.0,-1.27,-1020000000.0,47000000.0,-713000000.0,2126000000.0,1.3597,1.1572,,-1.27,-1330000000.0,-0.039058012636415854,-0.010549996121324956,0.03299769501395123,0.3937886691738445,0.07485138905738202,-0.023931425025211388,-0.06787678767876788,0.16134902341380566,0.30528431935669154,1.359698970972201,10636000000.0,-649000000.0,14000000.0,3984000000.0,1011000000.0,-1.27,-1.27,2.102868447082097,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2025-03-31,21304000000.0,7035000000.0,3481000000.0,14250000000.0,7081000000.0,,11000000.0,2290000000.0,2625000000.0,861000000.0,58000000.0,126000000.0,-67000000.0,0.0,514000000.0,-193000000.0,247000000.0,11000000.0,,1.4768,,0.0,305000000.0,0.017794096878971898,0.00591438227562899,0.048,0.328,0.022095238095238095,0.002722493428464138,0.008178228990411731,0.11619047619047619,0.0015534529021324671,2.0209709853490376,9669000000.0,-560000000.0,-115000000.0,3458000000.0,794000000.0,-1.27,-1.27,0.013853904282115869,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2025-06-30,21046000000.0,6749000000.0,2939000000.0,13753000000.0,7320000000.0,,6000000.0,1690000000.0,5435000000.0,1852000000.0,249000000.0,217000000.0,-56000000.0,0.0,514000000.0,24000000.0,504000000.0,6000000.0,,1.4273,,0.0,753000000.0,0.0296448087431694,0.010310747885583959,0.03992640294388224,0.340754369825207,0.04581416743330267,0.011831226836453483,0.033988533988533985,0.13854645814167432,0.000819672131147541,2.296359305886356,7700000000.0,-66000000.0,139000000.0,2492000000.0,929000000.0,-1.27,-1.27,0.006458557588805167,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2025-09-30,21067000000.0,6933000000.0,3775000000.0,13853000000.0,7241000000.0,,4000000.0,1730000000.0,8270000000.0,2802000000.0,421000000.0,171000000.0,116000000.0,0.0,514000000.0,261000000.0,741000000.0,4000000.0,,1.061,,0.0,1162000000.0,0.02361552271785665,0.00811696017468078,0.02067714631197098,0.3388149939540508,0.05090689238210399,0.01998386101485736,0.05810904071773637,0.14050785973397822,0.0005524098881369977,1.8365562913907285,8087000000.0,242000000.0,111000000.0,2269000000.0,890000000.0,-1.27,-1.27,0.0044943820224719105,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2025-12-31,20055000000.0,6872000000.0,2970000000.0,13953000000.0,6129000000.0,,1000000.0,1966000000.0,-5086000000.0,-2136000000.0,-1036000000.0,-1471000000.0,402000000.0,-1.0,-1029000000.0,753000000.0,-511000000.0,1000000.0,2.3138,0.8737,,-1.0,-1547000000.0,-0.2400065263501387,-0.07334829219645973,0.2892253244199764,0.41997640581989776,0.20369642154935116,-0.05165794066317626,-0.16900489396411092,0.304168305151396,0.00016315875346712352,2.3138047138047138,11244000000.0,-957000000.0,-308000000.0,3379000000.0,673000000.0,-1.0,-1.0,0.0014858841010401188,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
