report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,6346500000.0,2493600000.0,1568400000.0,6346500000.0,3044800000.0,866300000.0,621500000.0,,,1122700000.0,582200000.0,379700000.0,32700000.0,190200000.0,3.15,122571000.0,542600000.0,189800000.0,866300000.0,,16.2275,1.1248,3.15,772000000.0,0.1247044140830268,0.05982825179232648,,,,0.09173560230048058,0.14885837743857228,,0.28451786652653704,1.5899005355776588,,527300000.0,831300000.0,1614500000.0,1091000000.0,35400000.0,4.41,4.41,0.7940421631530705,23.483050847457626,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2012-12-31,6400800000.0,2472800000.0,1603100000.0,6400800000.0,3082600000.0,823800000.0,715700000.0,115572699.0,,-830600000.0,-474200000.0,-315400000.0,-36100000.0,-135100000.0,-2.539999999999999,-253544000.0,-4800000.0,-120200000.0,823800000.0,1.5427,16.7343,1.1669,-2.539999999999999,-594400000.0,-0.10231622656199313,-0.04927509061367329,,,,-0.07408448943882015,-0.12139053860331764,,0.26724193862324014,1.5425113841931257,,500900000.0,752900000.0,1466900000.0,1013100000.0,39400000.0,4.17,4.17,0.8131477642878294,19.109137055837564,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2013-03-31,6528900000.0,2601500000.0,1583200000.0,6528900000.0,3106100000.0,971400000.0,695400000.0,,,374700000.0,198500000.0,142000000.0,9700000.0,50900000.0,1.22,116565000.0,16300000.0,68200000.0,971400000.0,,18.359,1.25,1.22,266700000.0,0.045716493351791634,0.021749452434560185,,,,0.030403283860987302,0.0486817903126916,,0.3127394481826084,1.6431910055583627,,484900000.0,725700000.0,1445800000.0,990300000.0,34000000.0,4.11,4.11,0.980914874280521,21.344117647058823,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2013-06-30,6705400000.0,2736900000.0,1716600000.0,,3195100000.0,913300000.0,817000000.0,,,771300000.0,441900000.0,316100000.0,18500000.0,117500000.0,2.0,116333000.0,300000000.0,137500000.0,913300000.0,,18.5098,1.392,2.0,579400000.0,0.09893274075928767,0.04714111015002834,,,,0.06590210874817311,0.10756012072826404,,0.28584394854621137,1.594372596994058,,522400000.0,748400000.0,1438100000.0,1023700000.0,24800000.0,3.830000000000001,3.830000000000001,0.8921559050503077,30.177419354838708,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2013-09-30,6964300000.0,2906200000.0,1674700000.0,,3367300000.0,1018600000.0,920400000.0,,,1150900000.0,667500000.0,482900000.0,26600000.0,173800000.0,4.0,115968000.0,514800000.0,202400000.0,1018600000.0,,19.2134,1.5965,4.0,869900000.0,0.14340866569655214,0.06933934494493345,,,,0.09584595723906207,0.15219225244533618,,0.302497549965848,1.735355586075118,,625600000.0,833700000.0,1466300000.0,1121600000.0,18700000.0,4.6800000000000015,4.6800000000000015,0.9081669044222539,44.58288770053476,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2013-12-31,6917000000.0,2798500000.0,1623900000.0,6917000000.0,3560600000.0,1021000000.0,939500000.0,227932856.0,,-739400000.0,-452700000.0,-316700000.0,-20600000.0,-123900000.0,-4.52,-117529000.0,-112300000.0,-135400000.0,1021000000.0,1.7235,20.4189,1.7142,-4.52,-588100000.0,-0.08894568331180139,-0.04578574526528842,,,,-0.06544744831574383,-0.09880827658459927,,0.28674942425433914,1.7233204015025556,,624300000.0,855200000.0,1557500000.0,1127900000.0,34200000.0,2.700000000000001,2.700000000000001,0.9052220941572835,25.005847953216374,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2014-03-31,7357800000.0,3021300000.0,1910900000.0,,3683500000.0,1027600000.0,808100000.0,,,445800000.0,233200000.0,159100000.0,8200000.0,68100000.0,0.0,229327000.0,46400000.0,74100000.0,1027600000.0,,21.8815,1.8299,0.0,307300000.0,0.04319261571874576,0.021623311315882465,,,,0.03169425643534752,0.04950011674555836,,0.2789738020904031,1.5810874457062116,,641400000.0,889900000.0,1628600000.0,1168500000.0,32700000.0,1.480000000000001,1.480000000000001,0.8794180573384681,27.214067278287462,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2014-06-30,7457000000.0,3037300000.0,2170700000.0,,3828800000.0,704200000.0,771400000.0,,,918600000.0,513800000.0,349300000.0,17200000.0,153400000.0,1.0,229499000.0,326200000.0,151400000.0,704200000.0,,22.6675,1.8694,1.0,665200000.0,0.09122962808190556,0.04684189352286442,,,,0.06890170309776049,0.11334656960070594,,0.1839218554116172,1.399226056110932,,674600000.0,961800000.0,1775900000.0,1254300000.0,31400000.0,0.4800000000000011,0.4800000000000011,0.5614286853224907,30.630573248407643,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2014-09-30,7282300000.0,2951800000.0,2122800000.0,,3730600000.0,705800000.0,782800000.0,,,1343100000.0,751500000.0,515900000.0,26200000.0,225300000.0,2.0,229222000.0,546200000.0,226300000.0,705800000.0,,18.2821,1.4657,2.0,977800000.0,0.13828874711842598,0.07084300289743625,,,,0.10319541902970215,0.1693941033270219,,0.1891920870637431,1.3905219521386847,,707600000.0,1045800000.0,1968100000.0,1362200000.0,31000000.0,-1.5199999999999987,-1.5199999999999987,0.5181324328292468,33.73548387096774,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2014-12-31,7228000000.0,2970800000.0,2168200000.0,,3616200000.0,716300000.0,797800000.0,226430083.0,,-951100000.0,-534800000.0,-368500000.0,-15200000.0,-154200000.0,-1.0,-459124000.0,-117000000.0,-148600000.0,716300000.0,1.3704,19.0518,1.5044,-1.0,-683400000.0,-0.10190254963774127,-0.05098229109020476,,,,-0.07399003873824017,-0.12343912290825158,,0.198080858359604,1.3701688036159025,,655800000.0,963700000.0,1756400000.0,1266900000.0,36400000.0,2.000000000000001,2.000000000000001,0.5653958481332386,26.475274725274726,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2015-03-31,7522600000.0,3325400000.0,1601500000.0,,3504000000.0,1730600000.0,1035500000.0,,,429000000.0,259600000.0,178900000.0,10000000.0,72100000.0,0.0,227088000.0,32700000.0,72700000.0,1730600000.0,,20.3187,1.673,0.0,332300000.0,0.05105593607305936,0.023781671230691515,,,,0.034509345173211387,0.049593092117831354,,0.49389269406392694,2.076428348423353,,675600000.0,990100000.0,1739600000.0,1291900000.0,38200000.0,2.000000000000001,2.000000000000001,1.3395773666692468,25.918848167539267,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2015-06-30,7766300000.0,3401400000.0,1635600000.0,,3686700000.0,1731700000.0,1107900000.0,,,858000000.0,502100000.0,327000000.0,27600000.0,152300000.0,1.0,226852000.0,319300000.0,149300000.0,1731700000.0,,20.3013,1.5996,1.0,651400000.0,0.08869720888599561,0.042104992081171216,,,,0.06465112086836718,0.09266573158127861,,0.46971546369381834,2.0796038151137197,,653300000.0,978400000.0,1679000000.0,1278100000.0,48600000.0,2.000000000000001,2.000000000000001,1.3549018073703154,20.131687242798353,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2015-09-30,7687100000.0,3301000000.0,1539800000.0,,3717000000.0,1734500000.0,1033300000.0,,,1256200000.0,739200000.0,484400000.0,42600000.0,219200000.0,2.0,226565000.0,470200000.0,223300000.0,1734500000.0,,15.0768,1.1927,2.0,962500000.0,0.13032015065913372,0.06301466092544653,,,,0.09616110106542129,0.1355957076034119,,0.4666397632499327,2.1437849071307964,,621800000.0,966100000.0,1592100000.0,1262800000.0,65000000.0,2.000000000000001,2.000000000000001,1.3735350015837822,14.863076923076923,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2015-12-31,8841500000.0,3135300000.0,2357300000.0,,3553700000.0,2124600000.0,577700000.0,219324821.0,,-840100000.0,-561200000.0,-380600000.0,-19800000.0,-163200000.0,-1.0,-454857000.0,45700000.0,,2124600000.0,1.3301,15.8927,1.2077,-1.0,-561200000.0,-0.10709964262599544,-0.043046994288299494,,,,-0.063473392523893,-0.09883239702023493,,0.5978557559726482,1.3300386034870402,,609700000.0,939700000.0,1703100000.0,1385000000.0,60400000.0,2.000000000000001,2.000000000000001,1.5340072202166064,15.55794701986755,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2016-03-31,8940700000.0,3182400000.0,2310400000.0,,3693200000.0,2131900000.0,392300000.0,,,464300000.0,264200000.0,164100000.0,21300000.0,80400000.0,0.0,218137000.0,34400000.0,94400000.0,2131900000.0,,14.0852,1.0086,0.0,358600000.0,0.04443301202209466,0.0183542675629425,,,,0.029550258928271837,0.045355444541724604,,0.5772500812303694,1.3774238227146813,,594900000.0,944300000.0,1738400000.0,1411300000.0,71700000.0,2.000000000000001,2.000000000000001,1.5105930702189472,13.170153417015342,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2016-06-30,8988600000.0,3206900000.0,2399800000.0,,3681700000.0,2119500000.0,495000000.0,,,961000000.0,533600000.0,328500000.0,42700000.0,164600000.0,1.0,217401000.0,362200000.0,193400000.0,2119500000.0,,10.5107,0.7466,1.0,727000000.0,0.08922508623733601,0.03654629196982845,,,,0.05936408339452195,0.0919809694545956,,0.5756851454491132,1.3363196933077757,,596400000.0,975800000.0,1841400000.0,1486900000.0,86800000.0,2.000000000000001,2.000000000000001,1.4254489205730043,11.241935483870968,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2016-09-30,9007300000.0,3289200000.0,2445100000.0,,3709900000.0,2089900000.0,518700000.0,,,1432100000.0,683900000.0,411800000.0,65100000.0,213400000.0,1.0,216189000.0,593100000.0,291200000.0,2089900000.0,,14.0344,0.8436,1.0,975100000.0,0.1110002965039489,0.045718472794289075,,,,0.07592730340945678,0.1179178592365254,,0.5633305479932074,1.3452210543536052,,523800000.0,920500000.0,2017300000.0,1499500000.0,109300000.0,1.0000000000000009,1.0000000000000009,1.393731243747916,8.421774931381519,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2016-12-31,8834700000.0,2911600000.0,2091800000.0,,3218300000.0,2043600000.0,443700000.0,212262965.0,,-924300000.0,-1255800000.0,-785900000.0,-44500000.0,-428100000.0,-2.0,-436399000.0,46000000.0,,2043600000.0,1.392,14.3434,0.9408,-2.0,-1255800000.0,-0.24419724699375447,-0.08895604830950683,,,,-0.142144045638222,-0.23865903951044298,,0.6349936301774228,1.3919112725882015,,118500000.0,225900000.0,1933100000.0,804900000.0,84600000.0,8.881784197001252e-16,8.881784197001252e-16,2.538948937756243,2.6702127659574466,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2017-03-31,9083700000.0,3107300000.0,2151200000.0,,3403400000.0,2040300000.0,358400000.0,,,517300000.0,292700000.0,189200000.0,18000000.0,86300000.0,0.0,212236000.0,60300000.0,97300000.0,2040300000.0,,14.3449,0.9659,0.0,390000000.0,0.055591467356173235,0.020828517013992097,,,,0.032222552484119905,0.05376857651964657,,0.5994887465475701,1.4444496095202677,,143600000.0,254400000.0,1986100000.0,836300000.0,81300000.0,8.881784197001252e-16,8.881784197001252e-16,2.439674757862011,3.129151291512915,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2017-06-30,9288500000.0,3193200000.0,2106100000.0,,3612000000.0,2077900000.0,387100000.0,,,1031500000.0,592200000.0,401200000.0,36000000.0,162500000.0,1.0,211857000.0,399200000.0,197100000.0,2077900000.0,,13.4636,0.9698,1.0,789300000.0,0.11107419712070875,0.04319319588738763,,,,0.06375625773806319,0.10407915780593684,,0.5752768549280177,1.5161673234889133,,216300000.0,313000000.0,2056600000.0,898600000.0,74600000.0,8.881784197001252e-16,8.881784197001252e-16,2.312374805252615,4.195710455764075,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2017-09-30,9816200000.0,3401100000.0,2381200000.0,,3825700000.0,2091900000.0,414300000.0,,,1554200000.0,868100000.0,586100000.0,53600000.0,241900000.0,2.0,211575000.0,623900000.0,302000000.0,2091900000.0,,14.2254,1.1554,2.0,1170100000.0,0.15320072143659985,0.059707422424155984,,,,0.08843544345062244,0.14669798566986617,,0.5468018924641243,1.4283134554006383,,390600000.0,497200000.0,2178700000.0,1093600000.0,63100000.0,1.0000000000000009,1.0000000000000009,1.9128566203365034,7.879556259904913,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2017-12-31,9787600000.0,3543200000.0,2425200000.0,,3716800000.0,2103700000.0,545300000.0,210812793.0,,-982900000.0,-675900000.0,-736600000.0,-37100000.0,89600000.0,-1.0,-424120000.0,96900000.0,,2103700000.0,1.461,24.8175,1.1141,-1.0,-675900000.0,-0.19818123116659492,-0.07525849033470923,,,,-0.06905676570354326,-0.11612404432608882,,0.5659976323719328,1.4609929078014185,,439900000.0,1077100000.0,2120100000.0,1673500000.0,70500000.0,2.000000000000001,2.000000000000001,1.2570660292799523,15.278014184397163,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2018-03-31,10034800000.0,3697800000.0,2436600000.0,,3910700000.0,2131500000.0,409700000.0,,,591800000.0,333500000.0,225100000.0,16100000.0,94900000.0,1.0,210766000.0,34700000.0,109200000.0,2131500000.0,,21.6332,1.0114,1.0,442700000.0,0.057560027616539236,0.022431936859728146,,,,0.03323434448120541,0.05519512760252888,,0.5450430869153859,1.5176065008618567,,475800000.0,1117900000.0,2194600000.0,1726200000.0,68600000.0,3.000000000000001,3.000000000000001,1.2347931873479319,16.29591836734694,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2018-06-30,9777200000.0,3543700000.0,2236300000.0,,3960300000.0,2102500000.0,361900000.0,,,1171000000.0,646300000.0,496900000.0,31000000.0,125300000.0,2.0,210312000.0,305200000.0,218300000.0,2102500000.0,,17.162,0.877,2.0,864600000.0,0.1254702926545969,0.05082232131898703,,,,0.06610276970911917,0.10660091047040972,,0.5308941241825115,1.5846263918078969,,571500000.0,1172000000.0,2334100000.0,1801500000.0,63600000.0,4.000000000000001,4.000000000000001,1.1670829864002221,18.427672955974842,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2018-09-30,9716400000.0,3490600000.0,2099600000.0,,4066400000.0,2085600000.0,361800000.0,,7956800000.0,1686600000.0,924300000.0,700700000.0,45400000.0,192100000.0,3.0,209787000.0,556300000.0,325800000.0,2085600000.0,,16.0464,0.8439,3.0,1250100000.0,0.1723145780051151,0.07211518669466058,0.08806304041825859,0.21196963603458677,0.11616478986527247,0.09512782512041497,0.1502438231469441,0.15711089885381058,0.512886090891206,1.6625071442179462,,686100000.0,1228200000.0,2466500000.0,1881500000.0,55400000.0,5.000000000000001,5.000000000000001,1.1084772787669412,22.169675090252706,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2018-12-31,10095300000.0,3804600000.0,2398900000.0,,4225500000.0,1940700000.0,739400000.0,208214934.0,2572800000.0,-1220000000.0,-714200000.0,-492000000.0,-33800000.0,-201000000.0,-2.0,-421369000.0,230300000.0,,1940700000.0,1.5861,7.7741,0.6871,-2.0,-714200000.0,-0.116435924742634,-0.04873555020653175,-0.1912313432835821,-0.4741915422885572,-0.27759639303482586,-0.07074579259655484,-0.11582498134994,-0.27759639303482586,0.4592829250976216,1.5859769060819542,,930700000.0,1189900000.0,2229400000.0,1843200000.0,58700000.0,4.000000000000001,4.000000000000001,1.0528971354166667,20.270868824531515,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2019-03-31,10104000000.0,3719000000.0,2299000000.0,10104000000.0,4274000000.0,1923000000.0,494000000.0,,2566000000.0,519000000.0,264000000.0,160000000.0,14000000.0,91000000.0,0.77,207100000.0,40000000.0,107000000.0,1923000000.0,,9.7185,0.8158,0.77,371000000.0,0.03743565746373421,0.01583531274742676,0.06235385814497272,0.20226032735775526,0.10288386593920498,0.026128266033254157,0.04260125867355172,0.1445830085736555,0.44992980814225547,1.6176598521096128,,865600000.0,1120400000.0,2156600000.0,1771500000.0,56600000.0,3.770000000000001,3.770000000000001,1.0855207451312447,19.795053003533567,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2019-06-30,10231000000.0,3849000000.0,2313000000.0,,4394000000.0,1929000000.0,710000000.0,,5117000000.0,1032000000.0,549000000.0,332000000.0,28000000.0,164000000.0,1.6,207000000.0,467000000.0,214000000.0,1929000000.0,,11.3539,0.8551,1.6,763000000.0,0.0755575785161584,0.032450395855732575,0.06488176666015243,0.20168067226890757,0.10728942739886653,0.05366044374938911,0.08682587379408509,0.1491108071135431,0.43900773782430585,1.6640726329442284,18212600000.0,700700000.0,1023100000.0,2017600000.0,1669900000.0,53600000.0,3.370000000000001,3.370000000000001,1.1551589915563807,19.08768656716418,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2019-09-30,10199000000.0,3987000000.0,2525000000.0,,4457000000.0,1656000000.0,916000000.0,,7609000000.0,1556000000.0,825000000.0,526000000.0,43000000.0,230000000.0,2.54,206800000.0,824000000.0,324000000.0,1656000000.0,,10.0198,0.744,2.54,1149000000.0,0.11801660309625309,0.05157368369447985,0.06912866342489157,0.2044946773557629,0.10842423445919307,0.08089028336111384,0.1349582856208081,0.15100538835589433,0.3715503702041732,1.579009900990099,17864800000.0,526000000.0,923800000.0,1887000000.0,1568800000.0,51200000.0,2.910000000000001,2.910000000000001,1.055583885772565,18.04296875,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2019-12-31,9702000000.0,3836000000.0,2329000000.0,,4706000000.0,1674000000.0,832000000.0,206407543.0,-5124000000.0,-1006000000.0,-335000000.0,-272000000.0,-30000000.0,-17000000.0,-1.3000000000000003,-414100000.0,-323000000.0,,1674000000.0,1.6471,12.0076,0.881,-1.3000000000000003,-335000000.0,-0.0577985550361241,-0.028035456606885178,0.05308352849336456,0.19633099141295862,0.06537861046057768,-0.03452896310039167,-0.052507836990595615,0.06537861046057768,0.35571610709732254,1.6470588235294117,10168000000.0,746000000.0,1303000000.0,2101000000.0,1948000000.0,55000000.0,3.6100000000000008,3.6100000000000008,0.8593429158110883,23.69090909090909,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2020-03-31,9502000000.0,3741000000.0,2124000000.0,9502000000.0,4724000000.0,1664000000.0,901000000.0,,2279000000.0,447000000.0,189000000.0,129000000.0,12000000.0,49000000.0,0.63,206200000.0,263000000.0,112000000.0,1664000000.0,,7.0453,0.5098,0.63,301000000.0,0.027307366638441997,0.013576089244369606,0.05660377358490566,0.1961386573058359,0.08293111013602457,0.019890549358029887,0.029586725109580464,0.1320754716981132,0.3522438611346317,1.7612994350282485,9881000000.0,715000000.0,1228000000.0,2029000000.0,1878000000.0,53000000.0,3.4700000000000006,3.4700000000000006,0.88604898828541,23.169811320754718,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2020-06-30,10337000000.0,4641000000.0,1970000000.0,,4611000000.0,2762000000.0,2003000000.0,,3705000000.0,621000000.0,111000000.0,31000000.0,30000000.0,43000000.0,0.15,206400000.0,327000000.0,224000000.0,2762000000.0,,16.445,0.8358,0.15,335000000.0,0.006723053567555845,0.002998935861468511,0.008367071524966262,0.16761133603238867,0.029959514170040485,0.01073812518138725,0.015054930150549302,0.09041835357624832,0.599002385599653,2.3558375634517765,8469000000.0,414000000.0,790000000.0,1618000000.0,1450000000.0,55000000.0,2.0200000000000005,2.0200000000000005,1.9048275862068966,14.363636363636363,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2020-09-30,10892000000.0,5165000000.0,2199000000.0,,4757000000.0,2787000000.0,2121000000.0,,6239000000.0,1138000000.0,395000000.0,142000000.0,50000000.0,186000000.0,0.69,206700000.0,808000000.0,339000000.0,2787000000.0,,22.1796,0.9126,0.69,734000000.0,0.029850746268656716,0.013037091443261109,0.022760057701554735,0.18240102580541753,0.06331142811347973,0.036265148733015055,0.05235949098621421,0.11764705882352941,0.5858734496531427,2.348794906775807,7099000000.0,30000000.0,360000000.0,1200000000.0,1035000000.0,62000000.0,0.1700000000000006,0.1700000000000006,2.692753623188406,5.806451612903226,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
