report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,roi,roic,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,6187100000.0,912300000.0,375800000.0,2668200000.0,2084200000.0,,430400000.0,,18100000.0,37700000.0,5500000.0,13200000.0,0.6999999999999997,-105700000.0,186100000.0,10100000.0,176000000.0,0.0,2.0407,38.7468,3.7341,0.6999999999999997,18100000.0,0.018088475194319165,0.0060933232047324275,,0.0029254416447123855,0.008684387294885328,,0.0,2.427621075039915,,174000000.0,400400000.0,,400400000.0,83000000.0,3.2799999999999994,3.2799999999999994,0.0,4.824096385542169,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2013-03-31,6225100000.0,1064300000.0,539200000.0,2675100000.0,2130900000.0,,335000000.0,,150500000.0,62400000.0,24200000.0,37500000.0,1.0,54200000.0,,4600000.0,,0.0,,40.1724,4.2293,1.0,150500000.0,0.029283401379698717,0.010023935358468137,,0.02417631845271562,0.07062743441738233,,0.0,1.9738501483679525,,199000000.0,442100000.0,,442100000.0,88600000.0,3.5699999999999994,3.5699999999999994,0.0,4.989841986455982,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2013-06-30,6072700000.0,972900000.0,423700000.0,2460500000.0,2154800000.0,,413800000.0,,311900000.0,127100000.0,48500000.0,75700000.0,2.0,54400000.0,,8900000.0,,0.0,,33.259,4.272,2.0,311900000.0,0.058984592537590495,0.02092973471437746,,0.05136100910632832,0.14474661221459068,,0.0,2.2962001416096296,,282100000.0,620200000.0,,620200000.0,100000000.0,4.739999999999999,4.739999999999999,0.0,6.202,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2013-09-30,6261100000.0,1147400000.0,582800000.0,2644400000.0,2032300000.0,,522400000.0,,481000000.0,202300000.0,68500000.0,106600000.0,3.0,54700000.0,,15900000.0,,0.0,,34.7979,4.6277,3.0,481000000.0,0.09954239039511883,0.03231061634537062,,0.07682356135503346,0.236677655857895,,0.0,1.9687714481811942,,429500000.0,961500000.0,,961500000.0,146700000.0,6.699999999999999,6.699999999999999,0.0,6.554192229038855,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2013-12-31,6318800000.0,,,2532300000.0,2134200000.0,525000000.0,469600000.0,,-309300000.0,-31300000.0,-53900000.0,-25700000.0,0.0,-106600000.0,,-5400000.0,,525000000.0,1.7253,31.8727,5.2493,0.0,-309300000.0,-0.014665916971230437,-0.004953472178261695,,-0.04894916756346142,-0.11631317689530686,,0.2459938150126511,,,360500000.0,634100000.0,,634100000.0,87300000.0,6.0,6.0,0.8279451190663933,7.263459335624284,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2014-03-31,6620900000.0,,,2584600000.0,2430400000.0,400000000.0,747100000.0,,194000000.0,77200000.0,17600000.0,48900000.0,1.0,55200000.0,,4100000.0,,400000000.0,,29.4127,4.8421,1.0,194000000.0,0.03176431863067808,0.01166004621728164,,0.0293011524113036,0.06854154889768231,,0.16458196181698487,,,375300000.0,677600000.0,,677600000.0,80700000.0,6.0,6.0,0.5903187721369539,8.396530359355639,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2014-06-30,6730200000.0,,,2545400000.0,2545900000.0,300000000.0,374200000.0,,392400000.0,177200000.0,37700000.0,110600000.0,3.0,55900000.0,,10500000.0,,300000000.0,,27.7147,4.7809,3.0,392400000.0,0.0696021053458502,0.026329083831089714,,0.058304359454399574,0.13788256790470502,,0.11783652146588633,,,425400000.0,758100000.0,,758100000.0,69900000.0,7.0,7.0,0.3957261574990107,10.84549356223176,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2014-09-30,6884200000.0,,,2666600000.0,2595600000.0,250000000.0,560200000.0,,616600000.0,281500000.0,56700000.0,174700000.0,5.0,56100000.0,,13700000.0,,250000000.0,,25.4295,4.5178,5.0,616600000.0,0.10845276621975651,0.04089073530693472,,0.08956741524069609,0.2166854090525724,,0.09631684388965943,,,504600000.0,893700000.0,,893700000.0,58100000.0,9.0,9.0,0.2797359292827571,15.38209982788296,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2014-12-31,7698100000.0,,,3409400000.0,2627000000.0,855000000.0,550600000.0,,-387800000.0,-83800000.0,-35400000.0,-106300000.0,-1.0,-108800000.0,,-9100000.0,,855000000.0,1.2081,26.2046,4.6974,-1.0,-387800000.0,-0.031899505138941756,-0.010885802990348267,,-0.050376066821683274,-0.11137277426766226,,0.3254663113818043,,,452100000.0,815200000.0,,815200000.0,76600000.0,8.0,8.0,1.0488223748773307,10.642297650130548,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2015-03-31,7493900000.0,,,3205900000.0,2557800000.0,535000000.0,438200000.0,,231400000.0,128000000.0,22200000.0,69600000.0,2.0,57800000.0,,4700000.0,,535000000.0,,23.4572,4.6027,2.0,231400000.0,0.05004300570803034,0.017080558854535022,,0.030878447804214094,0.07481893429901708,,0.20916412542028306,,,502900000.0,852600000.0,,852600000.0,81200000.0,9.0,9.0,0.6274923762608492,10.5,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2015-06-30,7678800000.0,,,3297700000.0,2651100000.0,475000000.0,488500000.0,,426700000.0,256700000.0,44700000.0,141700000.0,4.0,57700000.0,,11700000.0,,475000000.0,,22.6521,4.6672,4.0,426700000.0,0.09682773188487798,0.03342970255769131,,0.05556857842371204,0.1364959534243946,,0.17917091018822376,,,582400000.0,886900000.0,,886900000.0,88200000.0,10.0,10.0,0.5355733453602436,10.055555555555555,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2015-09-30,7535200000.0,,,3234000000.0,2660500000.0,410000000.0,541700000.0,,641800000.0,365700000.0,68200000.0,198500000.0,6.0,57400000.0,,25500000.0,,410000000.0,,17.4278,3.6603,6.0,641800000.0,0.13745536553279458,0.04853222210425735,,0.08517358530629579,0.2090213320306139,,0.15410637098289795,,,666600000.0,912100000.0,,912100000.0,99700000.0,11.0,11.0,0.44951211489968207,9.148445336008024,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2015-12-31,7784800000.0,,,3403200000.0,2837100000.0,645000000.0,563800000.0,,-464900000.0,-234400000.0,-46200000.0,-152900000.0,-3.0,-115700000.0,,-3700000.0,,645000000.0,1.3093,16.944,3.4747,-3.0,-464900000.0,-0.08261957632794051,-0.03010995786661186,,-0.05971893947179118,-0.133511386806812,,0.22734482393993866,,,516000000.0,835000000.0,,835000000.0,88900000.0,9.0,9.0,0.7724550898203593,9.392575928008998,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2016-03-31,8091300000.0,,,3660600000.0,2868300000.0,1063400000.0,297600000.0,,178800000.0,104500000.0,22300000.0,56500000.0,1.0,56500000.0,,4100000.0,,1063400000.0,,18.0466,3.6622,1.0,178800000.0,0.03643273018861346,0.012915106348794385,,0.02209780875755441,0.045476511432713584,,0.3707422515078618,,,492500000.0,782400000.0,,782400000.0,89000000.0,8.0,8.0,1.3591513292433537,8.791011235955056,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2016-06-30,8034700000.0,,,3505200000.0,2918700000.0,898400000.0,360400000.0,,360500000.0,212000000.0,44000000.0,109700000.0,3.0,56500000.0,,8600000.0,,898400000.0,,16.2172,3.2901,3.0,360500000.0,0.07263507726042416,0.0263855526653142,,0.044867885546442304,0.09444342563726389,,0.3078082708054956,,,447800000.0,716200000.0,,716200000.0,88300000.0,7.0,7.0,1.2543982127897235,8.110985277463193,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2016-09-30,8323400000.0,,,3515100000.0,3182700000.0,873500000.0,422000000.0,,531500000.0,321100000.0,66400000.0,161100000.0,5.0,56600000.0,683100000.0,15100000.0,668000000.0,873500000.0,,16.6353,3.4894,5.0,531500000.0,0.10088918214094951,0.03857798495807002,,0.0638561164908571,0.13103397268379272,,0.2744525088761115,,,403200000.0,605900000.0,,605900000.0,86500000.0,6.0,6.0,1.4416570391153656,7.004624277456648,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2016-12-31,8749100000.0,,,3649100000.0,3619600000.0,868600000.0,430800000.0,,-365500000.0,-164800000.0,-43300000.0,-91700000.0,-1.0,-112600000.0,344500000.0,-7600000.0,336900000.0,868600000.0,1.1163,16.9032,3.6416,-1.0,-365500000.0,-0.0455298928058349,-0.018836223154381593,,-0.04177572550319462,-0.08143576489461254,,0.23997126754337497,,,472800000.0,705300000.0,,705300000.0,89400000.0,8.0,8.0,1.2315326811285978,7.889261744966443,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2017-03-31,8590100000.0,,,3487600000.0,3584900000.0,783700000.0,293600000.0,,176600000.0,122500000.0,21900000.0,59700000.0,2.0,59200000.0,122100000.0,4100000.0,118000000.0,783700000.0,,18.906,4.2303,2.0,176600000.0,0.03417110658595777,0.014260602321276818,,0.020558549958673355,0.04042485006638282,,0.21861139780747021,,,490800000.0,703100000.0,,703100000.0,89000000.0,9.0,9.0,1.1146351870288722,7.9,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2017-06-30,8632300000.0,,,3531300000.0,3600000000.0,788800000.0,364600000.0,,538400000.0,248800000.0,44300000.0,122200000.0,4.0,59000000.0,444000000.0,7200000.0,436800000.0,788800000.0,,18.4189,4.2474,4.0,538400000.0,0.06911111111111111,0.02882198255389641,,0.062370399545891596,0.12267590229675537,,0.21911111111111112,,,527600000.0,881000000.0,1559700000.0,881000000.0,89300000.0,10.0,10.0,0.8953461975028377,9.86562150055991,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2017-09-30,8701400000.0,,,3492500000.0,3627500000.0,868900000.0,374700000.0,,827900000.0,374200000.0,65800000.0,188200000.0,6.0,58800000.0,800500000.0,13900000.0,786600000.0,868900000.0,,20.4944,4.7875,6.0,827900000.0,0.10315644383184011,0.043004573976601464,,0.09514560875261452,0.1841250778400498,,0.23953135768435563,,,580700000.0,1177400000.0,1678300000.0,1177400000.0,88700000.0,11.0,11.0,0.7379819942245626,13.273957158962796,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2017-12-31,8702100000.0,,,3311700000.0,3822200000.0,809000000.0,439500000.0,,-435000000.0,-56000000.0,-46700000.0,-311700000.0,0.0,-118400000.0,-196200000.0,-6700000.0,-202900000.0,809000000.0,1.0819,16.3675,4.8961,0.0,-435000000.0,-0.014651247972371932,-0.0064352282782316915,,-0.049987933946978313,-0.09392813957505614,,0.2116582073151588,,,689500000.0,1107900000.0,1138500000.0,1107900000.0,85300000.0,12.0,12.0,0.7302103077895117,12.988276670574443,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2018-03-31,8584200000.0,,,3220000000.0,3677000000.0,1556400000.0,334200000.0,,,153000000.0,21600000.0,63500000.0,2.0,57000000.0,205000000.0,5500000.0,199500000.0,1556400000.0,,13.6566,4.1432,2.0,,0.04161000815882513,0.01782344306982596,,,,,0.42327984770193094,,,720000000.0,,1220000000.0,,85000000.0,12.0,12.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2018-06-30,8490500000.0,,,3179600000.0,3639300000.0,1576700000.0,392800000.0,,,270000000.0,43000000.0,97500000.0,4.0,56800000.0,577300000.0,10300000.0,567000000.0,1576700000.0,,11.3797,3.3664,4.0,,0.07419009150111285,0.031800247335257055,,,,,0.43324265655483196,,,741200000.0,,1350200000.0,,83700000.0,12.0,12.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2018-09-30,8538800000.0,,,3248700000.0,3618200000.0,1534800000.0,448100000.0,1813900000.0,,394900000.0,62600000.0,146100000.0,7.0,56300000.0,876200000.0,13500000.0,862700000.0,1534800000.0,,10.32,3.0311,7.0,,0.1091426676247858,0.046247716306740995,0.21770770163735598,,,0.47560504989249686,0.42418882317174283,,,761900000.0,,1426300000.0,,80500000.0,13.0,13.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2018-12-31,8219100000.0,,,3250500000.0,3457400000.0,779700000.0,565500000.0,564500000.0,,-574300000.0,-46600000.0,-125800000.0,-9.0,-116300000.0,-517900000.0,-10600000.0,-528500000.0,779700000.0,1.294,21.0692,2.1579,-9.0,,-0.1661074796089547,-0.06987383046805612,-1.0173604960141718,,,-0.9362267493356953,0.22551628391276682,,,243600000.0,,1100700000.0,,80600000.0,4.0,4.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2019-03-31,7677000000.0,,,3161900000.0,3140400000.0,1780700000.0,305200000.0,543100000.0,,-200800000.0,18200000.0,-61800000.0,-3.0,51900000.0,-17900000.0,3000000.0,-20900000.0,1780700000.0,,,2.4845,-3.0,,-0.06394089924850338,-0.026156050540575744,-0.3697293316148039,,,-0.038482784017676304,0.5670296777480576,,,-110200000.0,,880300000.0,,77200000.0,-1.0,-1.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2019-06-30,7727800000.0,,,3174800000.0,3225300000.0,1791400000.0,360000000.0,1135100000.0,,-93100000.0,37900000.0,-26100000.0,-1.0,51500000.0,309200000.0,6300000.0,302900000.0,1791400000.0,,,2.0477,-1.0,,-0.028865531888506494,-0.012047413235332177,-0.08201920535635626,,,0.26684873579420315,0.5554212011285772,,4056600000.0,-473300000.0,,616200000.0,,72100000.0,-6.0,-6.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2019-09-30,7679000000.0,,,3198700000.0,3070000000.0,1792600000.0,402500000.0,1684000000.0,,-6800000.0,57400000.0,4400000.0,0.0,51100000.0,616600000.0,6400000.0,610200000.0,1792600000.0,,,1.8772,0.0,,-0.002214983713355049,-0.000885531970308634,-0.0040380047505938245,,,0.36235154394299285,0.5839087947882736,,3926700000.0,-875000000.0,,363700000.0,,66900000.0,-13.0,-13.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2019-12-31,7653500000.0,,,3237700000.0,2937500000.0,1793800000.0,539600000.0,-1122600000.0,,316400000.0,-37300000.0,86400000.0,4.0,-103900000.0,21200000.0,-6100000.0,15100000.0,1793800000.0,1.5076,265.9439,1.8643,4.0,,0.10771063829787234,0.04134056314104658,-0.2818457153037591,,,-0.013450917512916443,0.6106553191489361,,2239600000.0,15700000.0,,907300000.0,,76200000.0,0.0,0.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2020-03-31,7482300000.0,,,3391600000.0,2980000000.0,2044900000.0,592200000.0,507300000.0,,-15600000.0,19500000.0,2200000.0,0.0,47800000.0,85600000.0,2600000.0,83000000.0,2044900000.0,,14.0911,1.2846,0.0,,-0.00523489932885906,-0.0020849204121727275,-0.03075103489059728,,,0.16361127537945988,0.6862080536912751,,2203800000.0,200900000.0,,1011200000.0,,77500000.0,3.0,3.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2020-06-30,7496100000.0,,,3472100000.0,2854700000.0,2042800000.0,681600000.0,978300000.0,,15100000.0,41800000.0,5500000.0,0.0,47600000.0,375400000.0,4500000.0,370900000.0,2042800000.0,,28.427,1.6909,0.0,,0.005289522541773216,0.002014380811355238,0.015434938158029234,,,0.3791270571399366,0.7155918310155183,,2047000000.0,309100000.0,,1079200000.0,,81400000.0,4.0,4.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2020-09-30,7669500000.0,,,3689100000.0,2848900000.0,2310800000.0,929400000.0,1473200000.0,,86300000.0,65600000.0,43000000.0,1.0,47200000.0,626800000.0,6800000.0,620000000.0,2310800000.0,,29.2314,1.5691,1.0,,0.03029239355540735,0.011252363257057174,0.058579961987510185,,,0.42085256584306274,0.8111200814349399,,1836200000.0,402200000.0,,1089000000.0,,89600000.0,5.0,5.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2020-12-31,7888900000.0,,,3900100000.0,2779700000.0,2312100000.0,1039700000.0,-931300000.0,,116400000.0,-34600000.0,30700000.0,3.33,-95900000.0,-78500000.0,-5400000.0,-83900000.0,2312100000.0,2.0512,22.8039,2.2753,3.33,,0.04187502248444077,0.014754908795903104,-0.12498657790185762,,,0.09008912273166542,0.8317804079576933,,2027500000.0,202200000.0,,990000000.0,,92300000.0,4.33,4.33,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2021-03-31,7680600000.0,,,3762700000.0,2651200000.0,2303100000.0,766200000.0,559100000.0,,149900000.0,27500000.0,50500000.0,3.41,45400000.0,188900000.0,700000.0,188200000.0,2303100000.0,,17.2703,3.0549,3.41,,0.05654043452021726,0.01951670442413353,0.2681094616347702,,,0.33661241280629584,0.8687009656004828,,2079300000.0,367700000.0,,1095200000.0,,100300000.0,7.74,7.74,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2021-06-30,8021700000.0,,,4108100000.0,2609600000.0,2299300000.0,777900000.0,1145400000.0,,258900000.0,54300000.0,121500000.0,5.96,45000000.0,550900000.0,2100000.0,548800000.0,2299300000.0,,14.3932,2.9259,5.96,,0.09921060698957694,0.032274954186768394,0.22603457307490832,,,0.47913392701239743,0.8810928877988964,,2246400000.0,611500000.0,,1273100000.0,,112800000.0,13.7,13.7,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2021-09-30,8107600000.0,,,4159200000.0,2636900000.0,2491800000.0,1128000000.0,1720600000.0,,387300000.0,82800000.0,166400000.0,8.95,44800000.0,897300000.0,4900000.0,892400000.0,2491800000.0,,12.3724,2.7367,8.95,,0.14687701467632447,0.04776999358626474,0.22509589678019296,,,0.5186562826920842,0.9449732640600705,,2493800000.0,912500000.0,,1545500000.0,,130000000.0,21.65,21.65,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2021-12-31,8876400000.0,,,4491900000.0,2786400000.0,2490400000.0,908500000.0,-1012700000.0,,-230400000.0,-53200000.0,-87400000.0,-5.27,-90400000.0,-377900000.0,700000.0,-378600000.0,2490400000.0,1.6825,11.8217,2.7722,-5.27,,-0.082687338501292,-0.0259564688387184,0.22751061518712354,,,0.3738520786017577,0.8937697387309791,,2412400000.0,565700000.0,,1250800000.0,,111400000.0,13.05,13.05,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2022-03-31,8570800000.0,,,4338800000.0,2668800000.0,2577900000.0,501000000.0,607300000.0,,146000000.0,29100000.0,55700000.0,3.44,46900000.0,145000000.0,3700000.0,141300000.0,2577900000.0,,9.98,2.2786,3.44,,0.05470623501199041,0.017034582536052643,0.2404083648937922,,,0.2326691915033756,0.9659397482014388,,2460600000.0,561800000.0,,1203900000.0,,113000000.0,13.079999999999998,13.079999999999998,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2022-06-30,8468700000.0,,,4277100000.0,2741000000.0,2534300000.0,606800000.0,1211400000.0,,255400000.0,56400000.0,93800000.0,6.1,48100000.0,506500000.0,6100000.0,500400000.0,2534300000.0,,8.0212,1.8195,6.1,,0.09317767238234222,0.030158111634607437,0.21083044411424798,,,0.413075780089153,0.9245895658518789,,2526600000.0,558300000.0,,1155500000.0,,115100000.0,13.219999999999999,13.219999999999999,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2022-09-30,8430200000.0,,,4288200000.0,2766200000.0,2534800000.0,622900000.0,1789900000.0,,368000000.0,84700000.0,130500000.0,8.0,47800000.0,797400000.0,9100000.0,788300000.0,2534800000.0,,7.8251,1.7228,8.0,,0.13303448774492083,0.04365258238238713,0.20559807810492206,,,0.4404156656796469,0.9163473356951775,,2595900000.0,539000000.0,,1051400000.0,,117000000.0,12.27,12.27,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2022-12-31,8881000000.0,,,4240000000.0,3230300000.0,2535300000.0,429200000.0,-1279000000.0,,376500000.0,-55800000.0,78300000.0,7.460000000000001,-93800000.0,-394200000.0,-7500000.0,-401700000.0,2535300000.0,0.9575,5.208,2.5616,7.460000000000001,,0.11655264216945795,0.042393874563675264,-0.29437060203283816,,,0.3140734949179046,0.784849704361824,,2329600000.0,1145900000.0,,1028300000.0,,114400000.0,25.0,25.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2023-03-31,8895800000.0,,,4143200000.0,3271900000.0,2535900000.0,832800000.0,517400000.0,,134500000.0,30500000.0,45000000.0,3.0,39900000.0,234800000.0,1900000.0,232900000.0,2535900000.0,,4.5021,2.2802,3.0,,0.04110761331336532,0.015119494592953978,0.259953614224971,,,0.45013529184383455,0.7750542498242612,,2239700000.0,1134400000.0,,1119900000.0,,115800000.0,24.56,24.56,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
