report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-12-31,7299086000.0,248301000.0,495561000.0,4884634000.0,2414452000.0,348000.0,-883748000.0,35408000.0,-84536000.0,-31457000.0,0.7,-321262000.0,-240466000.0,-1505000.0,,-241971000.0,0.0,0.5,118.9819,7.5196,0.7,0.014665025438484592,0.004851018332980321,-0.040065720092152965,0.27380090251972283,0.0,0.5010503247834273,1862719000.0,115722000.0,734603000.0,176557000.0,,,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2014-03-31,7482775000.0,279345000.0,548535000.0,5033094000.0,2449681000.0,246000.0,457342000.0,32521000.0,45401000.0,18957000.0,,161825000.0,,3084000.0,,,0.0,,60.6838,6.7346,,0.013275606089119358,0.004346114910577961,0.07110871076787174,,0.0,0.5092564740627308,2000822000.0,223853000.0,,179748000.0,,,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2014-06-30,7800558000.0,247579000.0,558870000.0,4780384000.0,3020174000.0,292000.0,1222866000.0,203910000.0,90889000.0,136933000.0,1.0,162323000.0,,5119000.0,287034000.0,,0.0,,58.3558,7.0749,1.0,0.06751597755626,0.02614043764561458,0.16674762402421853,,0.0,0.44299926637679604,2231093000.0,359390000.0,,183356000.0,,,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2014-09-30,8034450000.0,236642000.0,466412000.0,4865533000.0,3168917000.0,468000.0,6458000.0,350328000.0,130077000.0,230455000.0,2.0,163685000.0,,9492000.0,429484000.0,,0.0,,30.223,5.5241,2.0,0.11055133346818487,0.043603233575415866,54.247135336017344,,0.0,0.5073668773530698,802918000.0,622167000.0,,181831000.0,,,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2014-12-31,8746780000.0,570292000.0,755264000.0,5289351000.0,1058355000.0,448000.0,-1680430000.0,47623000.0,-97390000.0,10158000.0,0.0,-323430000.0,,-5832000.0,-137462000.0,,0.0,0.8906,14.2135,4.4147,0.0,0.04499718903392529,0.005444632196076727,-0.02833977017787114,,0.0,0.755089611049911,6236000.0,634382000.0,,168977000.0,,,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2015-03-31,8844887000.0,510639000.0,611305000.0,5355431000.0,3489456000.0,519000.0,462632000.0,27684000.0,39207000.0,-2000000.0,0.0,166066000.0,,672000.0,147290000.0,,0.0,,13.9685,4.9463,0.0,0.007933614867188467,0.0031299438873554856,0.05984021857545522,,0.0,0.835326064730372,11526000.0,629545000.0,,162783000.0,3.0,3.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2015-06-30,8805931000.0,373608000.0,506752000.0,5424517000.0,3381414000.0,521000.0,710142000.0,-90910000.0,82686000.0,-874000.0,0.0,166230000.0,,1574000.0,299185000.0,,0.0,,24.5842,5.387,0.0,-0.02688520246263841,-0.010323723862928293,-0.12801665019108854,,0.0,0.737260040414246,-501198000.0,334725000.0,,154580000.0,2.0,2.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2015-09-30,8397904000.0,423428000.0,465812000.0,5313222000.0,3084682000.0,490000.0,1189394000.0,-391858000.0,125590000.0,-3500000.0,-2.0,166327000.0,,2878000.0,955411000.0,,0.0,,,4.0197,-2.0,-0.12703351593454365,-0.046661405036304296,-0.32946021251158153,,0.0,0.9090105020909723,681738000.0,-407461000.0,,150093000.0,-1.9999999999999998,-1.9999999999999998,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2015-12-31,6900031000.0,439074000.0,351720000.0,4140373000.0,0.0,471000.0,-764100000.0,455084000.0,-81044000.0,-332303000.0,-2.0,-332234000.0,,-683000.0,-230557000.0,,0.0,1.2472,,3.5273,-2.0,,0.06595390658389795,-0.595581730140034,,,1.2483623336745138,1598068000.0,0.0,,166439000.0,-4.0,-4.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2016-03-31,6705150000.0,391726000.0,338234000.0,4033806000.0,2671344000.0,529000.0,331413000.0,-91710000.0,37739000.0,3600000.0,0.0,166803000.0,,631000.0,163601000.0,,0.0,,,5.0601,0.0,-0.03433103336747345,-0.013677546363616027,-0.27672420816322835,,0.0,1.1581508659685307,1466849000.0,-119394000.0,,164971000.0,-4.0,-4.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2016-06-30,6380179000.0,145712000.0,339613000.0,3915252000.0,2464927000.0,382000.0,433210000.0,-316646000.0,75497000.0,3700000.0,-1.0,166964000.0,,1304000.0,285991000.0,,0.0,,,6.8348,-1.0,-0.1284605994416873,-0.049629642052362484,-0.7309295722628748,,0.0,0.42905306922879866,1189917000.0,-345130000.0,,157782000.0,-5.0,-5.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2016-09-30,11327259000.0,379210000.0,462134000.0,5866446000.0,5460813000.0,542000.0,846417000.0,-358617000.0,121464000.0,-187231000.0,-2.0,171571000.0,,1542000.0,417480000.0,,0.0,,,5.7704,-2.0,-0.06567099074808092,-0.03165964510920073,-0.4236883238403766,,0.0,0.82056286704722,846940000.0,-311889000.0,,153656000.0,-5.0,-5.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2016-12-31,11282245000.0,281883000.0,702653000.0,5873877000.0,5408368000.0,314000.0,-511101000.0,245585000.0,-66487000.0,-100819000.0,1.0,-315470000.0,,-425000.0,-299930000.0,,0.0,0.4011,,5.9181,1.0,0.04540833759832911,0.02176738760769687,-0.48050189688535144,,0.0,0.4011695673397822,1099939000.0,-521388000.0,,168213000.0,-2.0,-2.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2017-03-31,11421745000.0,297537000.0,631080000.0,5839269000.0,5582476000.0,545000.0,776655000.0,170111000.0,47101000.0,112395000.0,0.0,244803000.0,,1565000.0,149821000.0,,0.0,,,4.1689,0.0,0.03047232088413815,0.01489360863860995,0.21903032878176282,,0.0,0.47147271344362046,1545181000.0,-259567000.0,,177575000.0,-2.0,-2.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2017-06-30,11621336000.0,360614000.0,596992000.0,5959445000.0,5661891000.0,520000.0,1449766000.0,239661000.0,95027000.0,170046000.0,0.0,245242000.0,,2966000.0,302325000.0,,0.0,,164.3527,2.8321,0.0,0.042328790858036654,0.02062249985715928,0.16531012590997443,,0.0,0.6040516455831904,2561737000.0,296740000.0,,197105000.0,-1.0,-1.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2017-09-30,11637739000.0,337250000.0,671366000.0,6100259000.0,5537480000.0,529000.0,1931998000.0,111961000.0,144206000.0,98054000.0,0.0,245280000.0,,4687000.0,525753000.0,,0.0,,,2.2546,0.0,0.020218763769801425,0.009620511338155977,0.05795088814791734,,0.0,0.5023340473005782,3647318000.0,767318000.0,,219847000.0,1.0,1.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2017-12-31,11728841000.0,429234000.0,755473000.0,5954569000.0,5774272000.0,448000.0,-1547389000.0,-188587000.0,-90655000.0,-631521000.0,1.0,-489867000.0,,-3508000.0,-289228000.0,,0.0,0.5682,13.3453,1.8546,1.0,-0.03265987469935604,-0.016078911803817614,0.12187433153525067,,0.0,0.5681659040098058,2611030000.0,333146000.0,,195679000.0,1.0,1.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2018-03-31,11730168000.0,337947000.0,678846000.0,5895576000.0,5834592000.0,527000.0,742599000.0,49238000.0,52385000.0,42676000.0,0.0,246594000.0,370572000.0,239000.0,169578000.0,370333000.0,0.0,,16.1305,1.3465,0.0,0.008438979109421875,0.004197552839822925,0.06630496405193112,0.4986984900329788,0.0,0.49782572188684915,2576974000.0,212273000.0,,200963000.0,1.0,1.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2018-06-30,11826077000.0,384872000.0,740009000.0,6062042000.0,5764035000.0,415000.0,1398783000.0,-30598000.0,106247000.0,14158000.0,0.0,245795000.0,545515000.0,1863000.0,345906000.0,543652000.0,0.0,,66.2916,1.5214,0.0,-0.005308434109091982,-0.0025873330606590843,-0.021874729675725256,0.3886607143495453,0.0,0.5200909718665584,2525991000.0,-57986000.0,,212183000.0,1.0,1.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2018-09-30,11866136000.0,422484000.0,753867000.0,6048848000.0,5817288000.0,357000.0,2210008000.0,17941000.0,161048000.0,38295000.0,0.0,246879000.0,774947000.0,1230000.0,510172000.0,773717000.0,0.0,,17.778,1.4094,0.0,0.003084083167276573,0.001511949635500554,0.008118070160831997,0.35009692272607157,0.0,0.560422461787026,2804001000.0,-152006000.0,,229025000.0,1.0,1.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2018-12-31,9708154000.0,602185000.0,754811000.0,5648723000.0,4059431000.0,545000.0,-1068745000.0,-1783062000.0,-109471000.0,-125618000.0,-7.0,-493097000.0,-700344000.0,-1855000.0,-367575000.0,-702199000.0,0.0,0.7974,,0.7162,-7.0,-0.43923939093927206,-0.18366643133184743,1.6683699105025054,0.6570313779245751,0.0,0.7977957395957399,3282645000.0,-1746481000.0,985503000.0,210209000.0,-7.0,-7.0,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2019-03-31,9635064000.0,388478000.0,670800000.0,5572401000.0,4062663000.0,488000.0,748137000.0,1419000.0,51537000.0,5688000.0,0.01,249154000.0,260694000.0,576000.0,138718000.0,260118000.0,0.0,,,0.826,0.01,0.00034927829357246713,0.00014727457959801823,0.0018967114311950887,0.3476876561378464,0.0,0.5791264162194395,3288183000.0,-1794300000.0,875288000.0,209361000.0,-6.99,-6.99,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2019-06-30,9728308000.0,459099000.0,613631000.0,5546055000.0,4182253000.0,507000.0,1599566000.0,116604000.0,103264000.0,45787000.0,0.46,249042000.0,445516000.0,697000.0,280223000.0,444819000.0,0.0,,,0.5162,0.46,0.027880666234204387,0.011986051428470397,0.07289727338540579,0.27808730618180183,0.0,0.7481678728747407,3488966000.0,-1647098000.0,776455000.0,206378000.0,-6.53,-6.53,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2019-09-30,8854199000.0,412458000.0,557430000.0,4696007000.0,4158192000.0,354000.0,2222011000.0,89023000.0,150261000.0,-1432000.0,0.35,248823000.0,549431000.0,,417974000.0,,0.0,,,0.3216,0.35,0.021409064324110095,0.010054325636909674,0.040064158098227234,,0.0,0.7399278833216727,3500969000.0,-1576016000.0,,195591000.0,-6.18,-6.18,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2019-12-31,6612403000.0,427802000.0,566544000.0,4264915000.0,2347488000.0,546000.0,-1742099000.0,-1923343000.0,-110777000.0,-550334000.0,-7.74,-499049000.0,-573798000.0,,807562000.0,,0.0,0.7549,,0.4688,-7.74,-0.8193196301748933,-0.2908689927096095,1.1040377154226022,,0.0,0.7551081645909232,2827615000.0,-1716297000.0,,194285000.0,-6.92,-6.92,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2020-03-31,6589638000.0,467117000.0,490125000.0,4115050000.0,2474588000.0,528000.0,693920000.0,144975000.0,47518000.0,50218000.0,0.58,247684000.0,124506000.0,,179986000.0,,0.0,,,0.2589,0.58,0.058585509991966336,0.022000449797090524,0.20892177772653908,,0.0,0.9530568732466208,2773398000.0,-1572741000.0,,190266000.0,-6.35,-6.35,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2020-06-30,6452211000.0,331839000.0,530253000.0,4116395000.0,2335816000.0,568000.0,1070466000.0,-1594000.0,96142000.0,6938000.0,-0.01,242717000.0,203268000.0,,284612000.0,,0.0,,,0.7278,-0.01,-0.0006824167657041479,-0.00024704709749882636,-0.0014890711148228901,,0.0,0.6258125838043349,2244298000.0,-1690939000.0,,183144000.0,-6.819999999999999,-6.819999999999999,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2020-09-30,6012898000.0,209147000.0,630120000.0,4350394000.0,1662504000.0,517000.0,1369811000.0,-681642000.0,144141000.0,-98313000.0,-2.82,241770000.0,178974000.0,,382734000.0,,0.0,,,0.9141,-2.82,-0.410009239075515,-0.11336330667841031,-0.49761755453854584,,0.0,0.3319161429568971,1392098000.0,-2461604000.0,,177024000.0,-9.99,-9.99,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2020-12-31,6136936000.0,289840000.0,706841000.0,4499401000.0,1637535000.0,458000.0,-1165500000.0,-173516000.0,-95134000.0,15605000.0,-0.7000000000000002,-490798000.0,-238068000.0,,-374047000.0,,0.0,0.4102,,0.9644,-0.7000000000000002,-0.10596170463532077,-0.02827404424618409,0.14887687687687687,,0.0,0.4100497848879734,1968697000.0,-711777000.0,,192667000.0,-2.95,-2.95,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2021-06-30,6229433000.0,339712000.0,925919000.0,4706172000.0,1523261000.0,464000.0,1060754000.0,-129321000.0,114165000.0,1427000.0,-0.53,242377000.0,283435000.0,,179012000.0,,0.0,,,1.887,-0.53,-0.08489746668496075,-0.02075967427533132,-0.12191422327891292,,0.0,0.36689170434994856,2335531000.0,-986073000.0,,259314000.0,-4.0600000000000005,-4.0600000000000005,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2021-09-30,6304189000.0,412355000.0,1646327000.0,5122905000.0,1181284000.0,478000.0,1363393000.0,-479588000.0,170974000.0,-28256000.0,-1.98,242692000.0,475289000.0,,272128000.0,,0.0,,,2.0725,-1.98,-0.4059887376786615,-0.07607449586298888,-0.3517606442163045,,0.0,0.2504696819040203,2628458000.0,-1464067000.0,,334146000.0,-6.03,-6.03,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2021-12-31,6660507000.0,736665000.0,1152465000.0,4574844000.0,2085663000.0,214422000.0,2930223000.0,411778000.0,227336000.0,-9743000.0,1.61,249314000.0,792948000.0,,364555000.0,,0.0,0.6392,11.2478,1.2937,1.61,0.19743266289903977,0.06182382212044819,0.1405278710869446,,0.0,0.6392081321341646,4188870000.0,-370647000.0,,417341000.0,-1.6,-1.6,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2022-03-31,6560285000.0,575795000.0,2337284000.0,4960181000.0,1600104000.0,112931000.0,180736000.0,-456808000.0,47175000.0,-116081000.0,-1.86,245350000.0,406414000.0,,85604000.0,,0.0,,,1.9877,-1.86,-0.28548644338118023,-0.06963234066812646,-2.5274876062322944,,0.0,0.24635217628666434,5535106000.0,-653939000.0,,559650000.0,-2.76,-2.76,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2022-06-30,6615103000.0,669395000.0,2027982000.0,4637918000.0,1977185000.0,356000.0,1405879000.0,-3953000.0,89176000.0,-12750000.0,-0.02,244416000.0,731120000.0,,172102000.0,,0.0,,83.1174,1.1286,-0.02,-0.0019993070956941307,-0.0005975719501268537,-0.0028117640280564686,,0.0,0.3300793596787348,5880231000.0,-528571000.0,,534661000.0,-2.2499999999999996,-2.2499999999999996,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2022-09-30,6919776000.0,862366000.0,2089667000.0,4756292000.0,2163484000.0,157144000.0,2516424000.0,369134000.0,127912000.0,46873000.0,1.45,248360000.0,1252089000.0,,262573000.0,,0.0,,8.2625,1.0169,1.45,0.170620166361295,0.053344790351595194,0.14668990599358456,,0.0,0.4126810635378747,7033262000.0,320151000.0,,491599000.0,1.18,1.18,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2022-12-31,6625562000.0,539587000.0,1020665000.0,3749556000.0,2876006000.0,207000.0,43764000.0,1274997000.0,-99118000.0,312418000.0,5.120000000000001,-491747000.0,-524879000.0,,-166859000.0,,0.0,0.5287,8.321,0.9366,5.120000000000001,0.44332209320842864,0.19243605297180827,29.13346586235262,,0.0,0.5286621957253359,4146803000.0,1183370000.0,,165145000.0,4.690000000000001,4.690000000000001,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2023-03-31,6882267000.0,693764000.0,756900000.0,3576812000.0,3305455000.0,227633000.0,1186360000.0,481447000.0,32202000.0,121879000.0,1.95,240882000.0,474956000.0,,86562000.0,,0.0,,3.8426,1.0396,1.95,0.1456522626990838,0.06995471114387164,0.4058186385245625,,0.0,0.9165860747787026,5152427000.0,2121625000.0,,150172000.0,8.500000000000002,8.500000000000002,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2023-06-30,6790172000.0,561571000.0,652035000.0,3402565000.0,3387607000.0,162075000.0,1823337000.0,511678000.0,63319000.0,136591000.0,2.07,241069000.0,601546000.0,,171578000.0,,0.0,,3.2534,1.4476,2.07,0.15104408510196135,0.07535567582087759,0.28062722360156134,,0.0,0.861258981496392,5569885000.0,2637256000.0,,124315000.0,10.59,10.59,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2023-09-30,6845935000.0,595977000.0,643513000.0,3398355000.0,3447580000.0,162801000.0,2433061000.0,561108000.0,93918000.0,152289000.0,2.27,242144000.0,751797000.0,,259197000.0,,0.0,,3.9567,1.8821,2.27,0.16275416379025287,0.08196221553374375,0.23061813904378065,,0.0,0.9261304744426297,5486522000.0,2829230000.0,,90321000.0,11.410000000000002,11.410000000000002,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2024-06-30,7266223000.0,716828000.0,1240871000.0,3405195000.0,3861028000.0,251052000.0,1175412000.0,120842000.0,60189000.0,-490000.0,0.49,242766000.0,480705000.0,,174735000.0,,0.0,,14.1649,3.4747,0.49,0.0312978823256397,0.016630648412524637,0.10280820682450069,,0.0,0.5776813222325285,6618170000.0,1675075000.0,,249628000.0,6.78,6.78,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2024-09-30,7241303000.0,655541000.0,1223904000.0,3373216000.0,3868087000.0,277450000.0,1790445000.0,171498000.0,89490000.0,15083000.0,0.7,242802000.0,726624000.0,,265872000.0,,0.0,,12.9807,3.1957,0.7,0.044336644961708464,0.02368330671979891,0.09578512604408401,,0.0,0.5356147214160588,7222255000.0,1365126000.0,,306916000.0,5.53,5.53,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2024-12-31,7347675000.0,721461000.0,1274070000.0,3411018000.0,3936657000.0,304490000.0,2417084000.0,266340000.0,118758000.0,-15735000.0,1.09,242745000.0,944514000.0,,358356000.0,,0.0,0.5663,24.22,3.6784,1.09,0.06765638967276041,0.03624820096152865,0.11019062639113908,,0.0,0.5662648049165273,7816002000.0,1119788000.0,,362355000.0,4.550000000000001,4.550000000000001,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2025-03-31,7382724000.0,720486000.0,1283960000.0,3443363000.0,3939361000.0,344574000.0,690554000.0,97052000.0,29161000.0,12683000.0,0.4,241755000.0,330083000.0,,90559000.0,,0.0,,26.387,3.6723,0.4,0.024636482921976434,0.013145825307840303,0.14054223130993376,,0.0,0.5611436493348703,6073495000.0,655732000.0,,297598000.0,2.680000000000001,2.680000000000001,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2025-06-30,7105111000.0,318901000.0,583134000.0,2978417000.0,4126694000.0,134000.0,1546829000.0,334630000.0,55957000.0,77147000.0,1.39,240772000.0,666273000.0,,182073000.0,,0.0,,20.2426,3.4719,1.39,0.08108912364231513,0.04709708264937733,0.21633289781869877,,0.0,0.5468743033333676,6444912000.0,869520000.0,,293366000.0,3.580000000000001,3.580000000000001,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2025-09-30,7197763000.0,334826000.0,595106000.0,2994255000.0,4203508000.0,175000.0,2295357000.0,478937000.0,80225000.0,116184000.0,1.99,240255000.0,913818000.0,,275866000.0,,0.0,,15.6254,3.1055,1.99,0.11393745414544233,0.0665397012933046,0.2086546885734986,,0.0,0.5626325394131466,6949824000.0,1176959000.0,,284101000.0,4.870000000000001,4.870000000000001,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
2025-12-31,7421948000.0,444480000.0,661152000.0,3103267000.0,4318681000.0,204000.0,-1417225000.0,-252595000.0,-60446000.0,-32348000.0,-1.04,-482993000.0,-738850000.0,,-178036000.0,,0.0,0.6723,12.6961,2.7901,-1.04,-0.05848892289104011,-0.03403351788506198,0.17823210852193547,,0.0,0.6722811093364309,3115515000.0,658024000.0,,104897000.0,2.740000000000001,2.740000000000001,0.5737787,48.31,30.32,3.73411,10227.305,15.5424,1.9345,3.4156
