report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-09-29,126933000000.0,52176000000.0,25835000000.0,57129000000.0,69804000000.0,9748000000.0,5359000000.0,17204000000.0,,36570000000.0,10312000000.0,348000000.0,2409000000.0,3.0,2879000000.0,13275000000.0,2166000000.0,3002000000.0,11109000000.0,15107000000.0,,18.9688,3.4645,3.0,0.1477279239012091,0.08123970913789165,,,,0.2164202624491433,2.0195858331720533,,23706000000.0,50635000000.0,11379000000.0,386000000.0,3.580000000000001,3.580000000000001,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2013-12-29,132683000000.0,56407000000.0,25675000000.0,58630000000.0,74053000000.0,13328000000.0,4852000000.0,20927000000.0,,-23890000000.0,-7308000000.0,-234000000.0,-3257000000.0,-1.1900000000000004,-5739600000.0,-5466000000.0,-514000000.0,-1960000000.0,-5980000000.0,18180000000.0,2.197,18.8286,3.6518,-1.1900000000000004,-0.09868607618867568,-0.05507864609633487,,,,0.24549984470581881,2.1969620253164557,,13831000000.0,48970000000.0,12791000000.0,482000000.0,4.81,4.81,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2014-03-30,133330000000.0,57369000000.0,23840000000.0,56748000000.0,76582000000.0,13343000000.0,3949000000.0,19722000000.0,,12660000000.0,4727000000.0,136000000.0,697000000.0,1.0,2874700000.0,3923000000.0,630000000.0,1013000000.0,3293000000.0,17292000000.0,,18.4467,3.8629,1.0,0.061724687263325584,0.03545338633465837,,,,0.22579718471703533,2.406417785234899,,15061000000.0,49679000000.0,14393000000.0,493000000.0,4.8100000000000005,4.8100000000000005,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2014-06-29,135200000000.0,60119000000.0,24359000000.0,57152000000.0,78048000000.0,13303000000.0,3819000000.0,14236000000.0,,26116000000.0,9053000000.0,264000000.0,1997000000.0,3.0,2875500000.0,9452000000.0,1467000000.0,1965000000.0,7985000000.0,17122000000.0,,18.9855,4.0155,3.0,0.11599272242722428,0.06696005917159763,,,,0.2193778187781878,2.468040559957305,,16784000000.0,51456000000.0,16407000000.0,514000000.0,5.8100000000000005,5.8100000000000005,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2014-09-28,132097000000.0,59973000000.0,22982000000.0,55506000000.0,76591000000.0,13152000000.0,2115000000.0,13818000000.0,,39184000000.0,13802000000.0,394000000.0,4058000000.0,4.0,2871200000.0,14106000000.0,2218000000.0,2904000000.0,11888000000.0,15267000000.0,,17.3473,4.0369,4.0,0.18020394041075322,0.10448382627917364,,,,0.19933151414657074,2.609564006613872,,20274000000.0,54070000000.0,17186000000.0,560000000.0,6.8100000000000005,6.8100000000000005,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2014-12-28,131119000000.0,59311000000.0,25085000000.0,61367000000.0,69752000000.0,15122000000.0,3638000000.0,14523000000.0,,-26375000000.0,-11259000000.0,-261000000.0,-2512000000.0,-3.0,-5757500000.0,-9010000000.0,-601000000.0,-1987000000.0,-9611000000.0,18760000000.0,2.3644,18.0622,3.9664,-3.0,-0.16141472645945637,-0.08586856214583699,,,,0.2689528615666934,2.3644010364759818,,16323000000.0,51585000000.0,13555000000.0,533000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2015-03-29,128590000000.0,58192000000.0,23836000000.0,60712000000.0,67878000000.0,14938000000.0,4045000000.0,11988000000.0,,12092000000.0,4320000000.0,138000000.0,1255000000.0,1.0,2826000000.0,2872000000.0,543000000.0,895000000.0,2329000000.0,18983000000.0,,17.741,3.837,1.0,0.06364359586316627,0.033595147367602454,,,,0.27966351395150124,2.4413492196677296,,15916000000.0,51017000000.0,12591000000.0,535000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2015-06-28,132036000000.0,61001000000.0,24512000000.0,60905000000.0,71131000000.0,14085000000.0,5222000000.0,10639000000.0,,24522000000.0,8836000000.0,269000000.0,2480000000.0,3.0,2821000000.0,8072000000.0,1308000000.0,1784000000.0,6764000000.0,19307000000.0,,16.818,3.7683,3.0,0.12422150679731762,0.06692114271865249,,,,0.2714287722652571,2.488617819843342,,15699000000.0,49423000000.0,11370000000.0,540000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2015-09-27,133266000000.0,63494000000.0,25260000000.0,61712000000.0,71554000000.0,14073000000.0,5677000000.0,13639000000.0,,36400000000.0,12194000000.0,392000000.0,3244000000.0,4.0,2817100000.0,14197000000.0,2097000000.0,2713000000.0,12100000000.0,19750000000.0,,17.1942,3.588,4.0,0.17041674819017805,0.0915012081100956,,,,0.27601531710316685,2.513618368962787,,14091000000.0,46639000000.0,11582000000.0,538000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2016-01-03,133411000000.0,60210000000.0,27747000000.0,62261000000.0,71150000000.0,12857000000.0,7004000000.0,13732000000.0,,-24476000000.0,-9941000000.0,-247000000.0,-3192000000.0,-3.0,-5651200000.0,-5862000000.0,-485000000.0,-1646000000.0,-6347000000.0,19861000000.0,2.17,18.0428,3.9675,-3.0,-0.13971890372452564,-0.07451409553934833,,,,0.27914265635980323,2.1699643204670775,,15409000000.0,48538000000.0,14846000000.0,552000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2016-04-03,136231000000.0,62738000000.0,22134000000.0,63584000000.0,72647000000.0,20233000000.0,3116000000.0,13861000000.0,,12153000000.0,4292000000.0,160000000.0,1002000000.0,1.0,2795400000.0,1763000000.0,639000000.0,891000000.0,1124000000.0,23349000000.0,,19.2673,4.2679,1.0,0.059080209781546385,0.03150531083233625,,,,0.32140349911214505,2.8344628173850186,,15381000000.0,48599000000.0,13641000000.0,574000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2016-07-03,139814000000.0,66291000000.0,21536000000.0,67341000000.0,72473000000.0,24535000000.0,1708000000.0,18640000000.0,,25299000000.0,8454000000.0,350000000.0,1744000000.0,3.0,2800900000.0,6753000000.0,1396000000.0,1791000000.0,5357000000.0,26243000000.0,,22.3811,4.7451,3.0,0.11665033874684365,0.06046604774915244,,,,0.36210726753411615,3.078148216939079,,14999000000.0,49376000000.0,12234000000.0,655000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2016-10-02,140369000000.0,63319000000.0,23230000000.0,67600000000.0,72769000000.0,23546000000.0,3443000000.0,18205000000.0,,37633000000.0,12726000000.0,542000000.0,2753000000.0,4.0,2796600000.0,12114000000.0,2133000000.0,2699000000.0,9981000000.0,26989000000.0,,20.3908,4.5401,4.0,0.17488216135991974,0.09066104339277191,,,,0.37088595418378706,2.725742574257426,,15531000000.0,50609000000.0,10115000000.0,805000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2017-01-01,141208000000.0,65032000000.0,26287000000.0,70790000000.0,70418000000.0,22442000000.0,4684000000.0,18972000000.0,,-24880000000.0,-8932000000.0,-326000000.0,-2236000000.0,-3.0,-5604000000.0,-1863000000.0,-942000000.0,-1627000000.0,-2805000000.0,27126000000.0,2.4739,19.0536,4.3837,-3.0,-0.1268425686614218,-0.06325420656053482,,,,0.3852140077821012,2.473922471183475,,16540000000.0,50205000000.0,13657000000.0,726000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2017-04-02,144918000000.0,63347000000.0,25119000000.0,74577000000.0,70341000000.0,27015000000.0,5355000000.0,20909000000.0,,12380000000.0,4422000000.0,204000000.0,1153000000.0,1.0,2754500000.0,2913000000.0,560000000.0,912000000.0,2353000000.0,32370000000.0,,20.4799,4.6834,1.0,0.06286518531155372,0.030513807808553804,,,,0.4601868042819977,2.5218758708547315,,16670000000.0,50432000000.0,14886000000.0,770000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2017-07-02,152807000000.0,38789000000.0,28872000000.0,80885000000.0,71922000000.0,27363000000.0,7209000000.0,12598000000.0,,25396000000.0,8249000000.0,431000000.0,2074000000.0,3.0,2749400000.0,8685000000.0,1249000000.0,2062000000.0,7436000000.0,34572000000.0,,21.9167,4.936,3.0,0.11469369594838853,0.053983129045135365,,,,0.4806874113623092,1.3434815738431698,,16465000000.0,50529000000.0,16965000000.0,851000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2017-10-01,155658000000.0,41829000000.0,31806000000.0,81679000000.0,73979000000.0,26675000000.0,8491000000.0,15721000000.0,,38144000000.0,12013000000.0,660000000.0,3100000000.0,4.0,2746400000.0,14951000000.0,2039000000.0,3773000000.0,12912000000.0,35166000000.0,,22.2527,4.7363,4.0,0.16238391976101327,0.07717560292435982,,,,0.4753511131537328,1.3151292209017167,,15752000000.0,51040000000.0,19896000000.0,969000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2017-12-31,157303000000.0,43088000000.0,30537000000.0,97143000000.0,60160000000.0,30675000000.0,3906000000.0,17824000000.0,,-24824000000.0,-23384000000.0,-361000000.0,10046000000.0,-8.0,-5505000000.0,-5493000000.0,-569000000.0,-1105000000.0,-6062000000.0,34581000000.0,1.411,287.7262,4.8927,-8.0,-0.3886968085106383,-0.14865577897433616,,,,0.5748171542553191,1.4110095949176409,,1300000000.0,51096000000.0,16639000000.0,934000000.0,0.0,0.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2018-04-01,156625000000.0,42768000000.0,27081000000.0,93370000000.0,63255000000.0,29837000000.0,2696000000.0,14639000000.0,,13395000000.0,4367000000.0,259000000.0,1114000000.0,1.0,2731900000.0,3606000000.0,658000000.0,1746000000.0,2948000000.0,32533000000.0,,268.3936,4.2462,1.0,0.06903802070982532,0.02788188347964884,,,,0.514315073907201,1.5792622133599203,,1245000000.0,52111000000.0,17234000000.0,989000000.0,0.0,0.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2018-07-01,155365000000.0,45438000000.0,27488000000.0,92476000000.0,62889000000.0,29405000000.0,2678000000.0,17569000000.0,,27298000000.0,8321000000.0,512000000.0,2133000000.0,3.0,2728500000.0,9685000000.0,1533000000.0,3463000000.0,8152000000.0,32083000000.0,,237.6793,4.0416,3.0,0.13231248708041152,0.053557751102243104,,,,0.5101528089172988,1.6530122235157159,,1317000000.0,54013000000.0,17950000000.0,1070000000.0,0.0,0.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2018-09-30,155703000000.0,47194000000.0,27437000000.0,91077000000.0,64626000000.0,29480000000.0,1773000000.0,16056000000.0,61187000000.0,41057000000.0,12255000000.0,755000000.0,2622000000.0,4.0,2729600000.0,15957000000.0,2352000000.0,5194000000.0,13605000000.0,31253000000.0,,243.0311,4.6049,4.0,0.18962956085785906,0.07870753935376967,0.20028764279994116,0.6710085475672937,0.2223511530227009,0.4835979327205769,1.7200860152349018,,1559000000.0,56926000000.0,18643000000.0,1165000000.0,0.0,0.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2018-12-30,152954000000.0,46033000000.0,31230000000.0,93202000000.0,59752000000.0,27684000000.0,2796000000.0,18107000000.0,20394000000.0,-27260000000.0,-9646000000.0,-521000000.0,-3167000000.0,-3.0,-5461300000.0,-7047000000.0,-873000000.0,-3474000000.0,-7920000000.0,30480000000.0,1.474,22.6259,4.2425,-3.0,-0.16143392689784442,-0.06306471226643305,-0.47298224968127883,-1.336667647347259,-0.3883495145631068,0.5101084482527781,1.4739993595901377,,15297000000.0,54490000000.0,16785000000.0,1005000000.0,5.0,5.0,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2019-03-31,150027000000.0,41987000000.0,29111000000.0,91072000000.0,58955000000.0,27660000000.0,1708000000.0,14734000000.0,20021000000.0,13406000000.0,3749000000.0,102000000.0,673000000.0,1.39,2698800000.0,3543000000.0,656000000.0,1761000000.0,2887000000.0,29368000000.0,,25.211,4.5356,1.39,0.06359087439572556,0.0249888353429716,0.1872533839468558,0.6695969232306078,0.14419859147894712,0.4981426511746247,1.4423070317062279,,14679000000.0,54501000000.0,16724000000.0,848000000.0,5.39,5.39,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2019-06-30,155117000000.0,41799000000.0,31353000000.0,94332000000.0,60785000000.0,27699000000.0,1719000000.0,14376000000.0,40583000000.0,27028000000.0,9356000000.0,185000000.0,2107000000.0,3.47,2697000000.0,9491000000.0,1493000000.0,3466000000.0,7998000000.0,29418000000.0,,22.6555,4.5498,3.47,0.15391955252118122,0.060315761650882885,0.23053988123105734,0.6659931498410665,0.19707759406648104,0.48396808423130705,1.333173858960865,142185000000.0,15714000000.0,54231000000.0,16570000000.0,521000000.0,5.86,5.86,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2019-09-29,155521000000.0,44333000000.0,35162000000.0,97311000000.0,58210000000.0,26919000000.0,2299000000.0,16249000000.0,61312000000.0,40890000000.0,11109000000.0,233000000.0,2001000000.0,4.13,2688100000.0,17018000000.0,2238000000.0,5193000000.0,14780000000.0,29218000000.0,,24.1294,4.1791,4.13,0.19084349768081085,0.07143086785707396,0.18118802192066805,0.6669167536534447,0.24106210855949894,0.5019412472083834,1.260821341220636,142310000000.0,14568000000.0,54064000000.0,17745000000.0,-1000000.0,5.99,5.99,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2019-12-29,157728000000.0,45274000000.0,35964000000.0,98257000000.0,59471000000.0,26494000000.0,1202000000.0,17305000000.0,-39857000000.0,-26821000000.0,-9095000000.0,-202000000.0,-2572000000.0,-3.3600000000000003,-5399600000.0,-6636000000.0,-889000000.0,-3411000000.0,-7525000000.0,27696000000.0,1.2589,25.2934,4.6602,-3.3600000000000003,-0.152931680987372,-0.05766255832826131,0.22819078204581378,0.6729307273502773,0.18879995985648695,0.4657059743404348,1.2588699810922033,82059000000.0,15119000000.0,54503000000.0,18140000000.0,318000000.0,5.63,5.63,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2020-03-29,155017000000.0,44226000000.0,33689000000.0,93723000000.0,61294000000.0,25393000000.0,2190000000.0,15530000000.0,20691000000.0,13629000000.0,5796000000.0,25000000.0,713000000.0,2.17,2671000000.0,3358000000.0,625000000.0,1747000000.0,2733000000.0,27583000000.0,,20.4276,4.2387,2.17,0.09456064215094463,0.03738944760897192,0.28012179208351456,0.6586921850079744,0.1320864143830651,0.45001142036740954,1.3127727151295676,82729000000.0,17166000000.0,54726000000.0,17986000000.0,241000000.0,6.41,6.41,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2020-06-28,158380000000.0,45892000000.0,36772000000.0,95402000000.0,62978000000.0,25062000000.0,5332000000.0,11174000000.0,39027000000.0,25386000000.0,9422000000.0,70000000.0,1027000000.0,3.53,2671000000.0,6810000000.0,1287000000.0,3473000000.0,5523000000.0,30394000000.0,,24.1234,4.5503,3.53,0.14960779954904888,0.05948983457507261,0.24142260486329978,0.6504727496348681,0.14151741102313783,0.482612975959859,1.248014793864897,81173000000.0,17232000000.0,53084000000.0,15511000000.0,126000000.0,6.469999999999999,6.469999999999999,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2020-09-27,170693000000.0,57578000000.0,38847000000.0,106220000000.0,64473000000.0,32680000000.0,5078000000.0,18965000000.0,60109000000.0,39496000000.0,12976000000.0,114000000.0,1874000000.0,4.86,2670800000.0,15193000000.0,2024000000.0,5291000000.0,13169000000.0,37758000000.0,,22.802,4.7902,4.86,0.20126254401067115,0.07601952042555933,0.21587449466801975,0.6570729840789233,0.21908532832021826,0.5856405006747011,1.482173655623343,79970000000.0,19099000000.0,51690000000.0,13900000000.0,7000000.0,7.2,7.2,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2021-01-03,174894000000.0,51237000000.0,42493000000.0,111616000000.0,63278000000.0,32635000000.0,2631000000.0,13985000000.0,-37243000000.0,-24354000000.0,-13480000000.0,-8000000.0,-1831000000.0,-5.049999999999999,-5342100000.0,-1825000000.0,-589000000.0,-3280000000.0,-2414000000.0,35266000000.0,1.2058,28.0001,4.9888,-5.049999999999999,-0.2130282246594393,-0.0770752570128192,0.3619472115565341,0.6539215423032516,0.06481754960663749,0.557318499320459,1.205775068834867,82584000000.0,14714000000.0,54157000000.0,19011000000.0,201000000.0,5.510000000000002,5.510000000000002,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2021-04-04,172557000000.0,52533000000.0,40932000000.0,106723000000.0,65834000000.0,30263000000.0,3350000000.0,12671000000.0,22321000000.0,15258000000.0,6197000000.0,63000000.0,1232000000.0,2.32,2672700000.0,4074000000.0,677000000.0,1894000000.0,3397000000.0,33613000000.0,,28.466,5.1092,2.32,0.09413069234741926,0.03591277085252989,0.2776309305138659,0.6835715245732719,0.15218852201962277,0.5105720448400523,1.2834212840809147,84214000000.0,15115000000.0,55786000000.0,19675000000.0,239000000.0,5.660000000000002,5.660000000000002,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2021-07-04,176440000000.0,53769000000.0,38721000000.0,106860000000.0,69580000000.0,30310000000.0,3173000000.0,14332000000.0,45633000000.0,30983000000.0,12475000000.0,103000000.0,1616000000.0,4.67,2674000000.0,9388000000.0,1490000000.0,3733000000.0,7898000000.0,33483000000.0,,24.8963,4.9594,4.67,0.17929002586950274,0.07070392201314894,0.2733767229855587,0.678960401463853,0.17307650165450442,0.4812158666283415,1.3886263267994112,90820000000.0,18168000000.0,61383000000.0,22050000000.0,272000000.0,6.8000000000000025,6.8000000000000025,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2021-10-03,179228000000.0,59889000000.0,44561000000.0,108956000000.0,70272000000.0,30130000000.0,3798000000.0,17604000000.0,68971000000.0,47071000000.0,16142000000.0,123000000.0,1798000000.0,6.04,2674600000.0,17678000000.0,2237000000.0,5547000000.0,15441000000.0,33928000000.0,,23.4421,4.5835,6.04,0.22970742258652094,0.09006405249179816,0.2340403937886938,0.6824752432181641,0.22387670180220673,0.4828096539162113,1.3439779179102802,99682000000.0,21334000000.0,68958000000.0,24322000000.0,281000000.0,7.980000000000002,7.980000000000002,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2022-01-02,182018000000.0,60979000000.0,45226000000.0,107995000000.0,74023000000.0,29985000000.0,3766000000.0,14487000000.0,-43150000000.0,-29392000000.0,-13936000000.0,-106000000.0,-2748000000.0,-5.2200000000000015,-5347300000.0,-7730000000.0,-752000000.0,-3784000000.0,-8482000000.0,33751000000.0,1.3483,21.6302,5.7353,-5.2200000000000015,-0.18826580927549547,-0.07656385632190223,0.32296639629200463,0.6811587485515643,0.19657010428736965,0.45595287951042246,1.3483173395834254,93775000000.0,20878000000.0,63920000000.0,18254000000.0,183000000.0,7.81,7.81,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
