report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,eps,ebitda,roe,roa,roi,roic,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2012-12-31,14616000000.0,1527000000.0,1811000000.0,14616000000.0,4154000000.0,,623000000.0,72000000.0,-435000000.0,-209000000.0,-141000000.0,-91000000.0,-1.5900000000000003,-264700000.0,-553000000.0,-703000000.0,-1256000000.0,623000000.0,-1.5900000000000003,-435000000.0,-0.0503129513721714,-0.014299397920087576,-0.02976190476190476,-0.09106133556625497,0.14997592681752528,0.8431805632247377,420000000.0,859000000.0,-1644000000.0,859000000.0,295000000.0,3.15,3.15,0.7252619324796274,2.911864406779661
2013-03-31,14757000000.0,1404000000.0,1496000000.0,14757000000.0,4463000000.0,,530000000.0,43000000.0,293000000.0,151000000.0,75000000.0,72000000.0,1.11,136100000.0,193000000.0,291000000.0,-98000000.0,530000000.0,1.11,293000000.0,0.03383374411830607,0.010232432066138103,0.01985498407535407,0.05868215501702383,0.11875420120994847,0.9385026737967914,450000000.0,914000000.0,-1606000000.0,914000000.0,298000000.0,3.3499999999999996,3.3499999999999996,0.5798687089715536,3.0671140939597317
2013-06-30,14938000000.0,1419000000.0,1163000000.0,14938000000.0,4506000000.0,,304000000.0,92000000.0,482000000.0,237000000.0,148000000.0,110000000.0,1.72,137900000.0,493000000.0,526000000.0,-33000000.0,304000000.0,1.72,482000000.0,0.0525965379494008,0.015865577721247824,0.032266702369795154,0.10020790020790021,0.06746560142032845,1.2201203783319003,494000000.0,987000000.0,-1487000000.0,987000000.0,301000000.0,3.61,3.61,0.3080040526849038,3.2790697674418605
2013-09-30,14997000000.0,1351000000.0,1203000000.0,14997000000.0,4598000000.0,,378000000.0,30000000.0,738000000.0,368000000.0,223000000.0,170000000.0,2.66,138600000.0,779000000.0,868000000.0,-89000000.0,378000000.0,2.66,738000000.0,0.08003479773814702,0.024538240981529638,0.04920984196839368,0.1483118971061093,0.0822096563723358,1.1230257689110557,547000000.0,1078000000.0,-1476000000.0,1078000000.0,305000000.0,3.9,3.9,0.35064935064935066,3.5344262295081967
2013-12-31,15164000000.0,1421000000.0,1442000000.0,15164000000.0,4664000000.0,,376000000.0,136000000.0,-603000000.0,-285000000.0,-149000000.0,-129000000.0,-2.1,-273500000.0,-415000000.0,-579000000.0,-994000000.0,376000000.0,-2.1,-603000000.0,-0.06110634648370498,-0.018794513321023477,-0.039765233447639145,-0.11964285714285715,0.08061749571183534,0.9854368932038835,471000000.0,910000000.0,-1214000000.0,910000000.0,297000000.0,3.39,3.39,0.41318681318681316,3.063973063973064
2014-03-31,15342000000.0,1344000000.0,1508000000.0,15342000000.0,4809000000.0,5388000000.0,560000000.0,110000000.0,350000000.0,193000000.0,76000000.0,89000000.0,1.37,141100000.0,138000000.0,289000000.0,-151000000.0,5948000000.0,1.37,350000000.0,0.040133083801206074,0.012579846173901708,0.022813192543345066,0.032536952681974526,1.2368475774589311,0.8912466843501327,513000000.0,967000000.0,-1267000000.0,967000000.0,298000000.0,3.6500000000000004,3.6500000000000004,6.1509824198552225,3.2449664429530203
2014-06-30,15626000000.0,1328000000.0,1444000000.0,15626000000.0,4854000000.0,5681000000.0,397000000.0,72000000.0,504000000.0,289000000.0,152000000.0,135000000.0,2.05,141400000.0,301000000.0,517000000.0,-216000000.0,6078000000.0,2.05,504000000.0,0.05953852492789452,0.018494816331754767,0.03225393574811212,0.04610318331503842,1.2521631644004945,0.9196675900277008,565000000.0,989000000.0,-1450000000.0,989000000.0,302000000.0,3.98,3.98,6.145601617795753,3.274834437086093
2014-09-30,15871000000.0,1359000000.0,1536000000.0,15871000000.0,4948000000.0,5681000000.0,487000000.0,82000000.0,772000000.0,433000000.0,231000000.0,198000000.0,3.06,141600000.0,558000000.0,778000000.0,-220000000.0,6168000000.0,3.06,772000000.0,0.08751010509296686,0.027282464873038877,0.04864217755654968,0.06944944224541202,1.2465642683912692,0.884765625,630000000.0,1023000000.0,-1581000000.0,1023000000.0,310000000.0,4.38,4.38,6.029325513196481,3.3
2014-12-31,16852000000.0,2145000000.0,2533000000.0,16852000000.0,4987000000.0,5531000000.0,918000000.0,137000000.0,-619000000.0,-377000000.0,-147000000.0,-174000000.0,-2.6900000000000004,-282200000.0,-267000000.0,-492000000.0,-759000000.0,6449000000.0,-2.6900000000000004,-619000000.0,-0.07559655103268498,-0.02237123190125801,-0.036731545217184906,-0.05412731724379154,1.2931622217766192,0.8468219502566127,538000000.0,1007000000.0,-1346000000.0,1007000000.0,312000000.0,3.79,3.79,6.404170804369414,3.2275641025641026
2015-03-31,16406000000.0,1435000000.0,1732000000.0,16406000000.0,5325000000.0,5525000000.0,625000000.0,31000000.0,586000000.0,400000000.0,77000000.0,228000000.0,,,195000000.0,352000000.0,-157000000.0,6150000000.0,,586000000.0,0.07511737089201878,0.02438132390588809,0.035718639522126054,0.05106753812636165,1.1549295774647887,0.8285219399538106,745000000.0,1243000000.0,-1352000000.0,1243000000.0,313000000.0,,,4.947707160096541,3.9712460063897765
2015-06-30,16368000000.0,1289000000.0,1164000000.0,16368000000.0,5351000000.0,6018000000.0,273000000.0,55000000.0,802000000.0,499000000.0,155000000.0,277000000.0,,,377000000.0,594000000.0,-217000000.0,6291000000.0,,802000000.0,0.09325359745841899,0.03048631476050831,0.0489980449657869,0.06888850712935922,1.175668099420669,1.1073883161512028,955000000.0,1541000000.0,-1353000000.0,1541000000.0,316000000.0,,,4.0824140168721605,4.8765822784810124
2015-09-30,16506000000.0,1221000000.0,1294000000.0,16506000000.0,5419000000.0,6018000000.0,264000000.0,54000000.0,1095000000.0,648000000.0,236000000.0,350000000.0,,,807000000.0,851000000.0,-44000000.0,6282000000.0,,1095000000.0,0.11957925816571323,0.03925845147219193,0.0663395129043984,0.09358174514998718,1.1592544749953866,0.9435857805255023,1170000000.0,1864000000.0,-1177000000.0,1864000000.0,321000000.0,,,3.3701716738197427,5.806853582554517
2015-12-31,17146000000.0,1378000000.0,1952000000.0,17146000000.0,5443000000.0,5882000000.0,531000000.0,176000000.0,-1175000000.0,-801000000.0,-150000000.0,-462000000.0,5.22,142900000.0,-320000000.0,-644000000.0,-964000000.0,6413000000.0,5.22,-1175000000.0,-0.14716149182436156,-0.0467164353201913,-0.06852910299778374,-0.0991059379217274,1.1782105456549696,0.7059426229508197,746000000.0,1308000000.0,-1382000000.0,1308000000.0,318000000.0,,,4.902905198776758,4.113207547169812
2016-03-31,17368000000.0,1217000000.0,2031000000.0,17368000000.0,5539000000.0,5879000000.0,917000000.0,86000000.0,331000000.0,176000000.0,83000000.0,79000000.0,1.23,,61000000.0,385000000.0,-324000000.0,6796000000.0,1.23,331000000.0,0.0317746885719444,0.010133578995854445,0.019058037770612622,0.02683421159302797,1.226936270084853,0.5992122107336287,522000000.0,1053000000.0,-1549000000.0,1053000000.0,324000000.0,,,6.453941120607787,3.25
2016-06-30,17672000000.0,1142000000.0,1639000000.0,17672000000.0,5567000000.0,6468000000.0,669000000.0,67000000.0,551000000.0,281000000.0,166000000.0,125000000.0,1.97,,282000000.0,766000000.0,-484000000.0,7137000000.0,1.97,551000000.0,0.050476019400035925,0.015900860117700318,0.0311792666364871,0.04337216624685138,1.2820190407760015,0.6967663209273948,304000000.0,802000000.0,-1816000000.0,802000000.0,335000000.0,,,8.899002493765586,2.3940298507462687
2016-09-30,18446000000.0,1453000000.0,1864000000.0,18446000000.0,5675000000.0,6472000000.0,778000000.0,56000000.0,900000000.0,471000000.0,255000000.0,211000000.0,3.29,,679000000.0,1178000000.0,-499000000.0,7250000000.0,3.29,900000000.0,0.08299559471365639,0.025533991109183564,0.04879106581372655,0.06963249516441006,1.277533039647577,0.7795064377682404,127000000.0,607000000.0,-2271000000.0,607000000.0,354000000.0,11.71,11.71,11.943986820428336,1.7146892655367232
2016-12-31,18707000000.0,1506000000.0,2065000000.0,18707000000.0,5725000000.0,6473000000.0,941000000.0,208000000.0,-629000000.0,-333000000.0,-162000000.0,-144000000.0,-2.33,,70000000.0,-750000000.0,-680000000.0,7414000000.0,-2.33,-629000000.0,-0.05816593886462882,-0.017800823221254074,-0.03362377719570214,-0.047872745262196516,1.2950218340611355,0.7292978208232446,595000000.0,1153000000.0,-1987000000.0,1153000000.0,342000000.0,4.16,4.16,6.430182133564614,3.371345029239766
2017-03-31,18458000000.0,1047000000.0,1661000000.0,18458000000.0,5806000000.0,6466000000.0,869000000.0,12000000.0,316000000.0,171000000.0,87000000.0,74000000.0,1.19,,309000000.0,342000000.0,-33000000.0,7335000000.0,1.19,316000000.0,0.029452290733723734,0.00926427565283346,0.01711994799003142,0.02404687618902671,1.2633482604202548,0.6303431667670079,590000000.0,1138000000.0,-1696000000.0,1138000000.0,346000000.0,4.12,4.12,6.445518453427065,3.2890173410404624
2017-06-30,19056000000.0,1186000000.0,2183000000.0,19056000000.0,5838000000.0,6455000000.0,1129000000.0,91000000.0,565000000.0,292000000.0,175000000.0,131000000.0,2.04,,513000000.0,780000000.0,-267000000.0,7584000000.0,2.04,565000000.0,0.050017129153819805,0.015323257766582703,0.02964945424013434,0.04209506779913575,1.2990750256937307,0.5432890517636281,601000000.0,1152000000.0,-1479000000.0,1152000000.0,355000000.0,4.19,4.19,6.583333333333333,3.2450704225352114
2017-09-30,20019000000.0,2164000000.0,2451000000.0,20019000000.0,5787000000.0,6455000000.0,1022000000.0,1011000000.0,685000000.0,326000000.0,270000000.0,142000000.0,2.28,,927000000.0,1095000000.0,-168000000.0,7477000000.0,2.28,685000000.0,0.05633316053222741,0.01628452969678805,0.034217493381287774,0.051643546441495776,1.2920338690167616,0.882904936760506,456000000.0,937000000.0,-1148000000.0,937000000.0,370000000.0,3.18,3.18,7.979722518676628,2.5324324324324325
2017-12-31,18739000000.0,1851000000.0,2113000000.0,18739000000.0,5255000000.0,5906000000.0,350000000.0,409000000.0,-1490000000.0,-908000000.0,-169000000.0,-459000000.0,-6.34,,-580000000.0,-992000000.0,-1572000000.0,6256000000.0,-6.34,-1490000000.0,-0.17278782112274024,-0.048455093654944235,-0.07951331447782699,-0.12944140387455477,1.1904852521408182,0.8760056791292002,-119000000.0,76000000.0,-2040000000.0,76000000.0,363000000.0,-0.8300000000000001,-0.8300000000000001,82.3157894736842,0.209366391184573
2018-03-31,18584000000.0,1447000000.0,1775000000.0,18584000000.0,5344000000.0,6001000000.0,248000000.0,199000000.0,189000000.0,169000000.0,97000000.0,51000000.0,1.18,,92000000.0,227000000.0,-135000000.0,6249000000.0,1.18,189000000.0,0.03162425149700599,0.009093844167025399,0.010170038743004735,0.01630294143017338,1.1693488023952097,0.8152112676056338,-121000000.0,-51000000.0,-2142000000.0,-51000000.0,373000000.0,-0.8399999999999996,-0.8399999999999996,-122.52941176470588,-0.13672922252010725
2018-06-30,18901000000.0,1494000000.0,1965000000.0,18901000000.0,5337000000.0,6098000000.0,517000000.0,238000000.0,290000000.0,177000000.0,192000000.0,54000000.0,1.24,,348000000.0,597000000.0,-249000000.0,6615000000.0,1.24,290000000.0,0.03316469926925239,0.009364583884450559,0.015343103539495265,0.02426372155287818,1.239460370994941,0.7603053435114504,-236000000.0,-326000000.0,-2124000000.0,-326000000.0,390000000.0,-1.64,-1.64,-20.291411042944784,-0.8358974358974359
2018-09-30,18816000000.0,1420000000.0,1164000000.0,18816000000.0,5391000000.0,6735000000.0,314000000.0,462000000.0,475000000.0,244000000.0,292000000.0,75000000.0,1.71,,858000000.0,743000000.0,115000000.0,7049000000.0,1.71,475000000.0,0.04526061955110369,0.012967687074829932,0.025244472789115645,0.03818327974276527,1.3075496197365981,1.2199312714776633,-318000000.0,-536000000.0,-1841000000.0,-536000000.0,412000000.0,-2.21,-2.21,-13.151119402985074,-1.3009708737864079
2018-12-31,17654000000.0,1549000000.0,1276000000.0,17654000000.0,4602000000.0,6695000000.0,173000000.0,389000000.0,-1683000000.0,-1118000000.0,-197000000.0,-592000000.0,-7.83,,-334000000.0,-677000000.0,-1011000000.0,6868000000.0,-7.83,-1683000000.0,-0.24293785310734464,-0.06332842415316642,-0.09533250254899739,-0.14673060156931125,1.4923946110386788,1.213949843260188,-528000000.0,-729000000.0,-1280000000.0,-729000000.0,384000000.0,-3.7,-3.7,-9.421124828532236,-1.8984375
2019-03-31,,,,,3867000000.0,,,,-1143000000.0,-1109000000.0,73000000.0,-118000000.0,,,-123000000.0,120000000.0,-243000000.0,0.0,,-1143000000.0,-0.28678562192914403,,,-0.295577967416602,0.0,,-1806000000.0,-2061000000.0,-1388000000.0,-2061000000.0,360000000.0,,,-0.0,-5.725
