report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-11-30,2254364000.0,948568000.0,272560000.0,1155469000.0,1098895000.0,574580000.0,673900000.0,,424725000.0,122661000.0,107647000.0,,12300000.0,2.79,38641000.0,72918000.0,8583000.0,,64335000.0,574580000.0,,43.44,10.8344,2.79,122661000.0,0.09795931367419089,0.04775049637059499,0.2534510565660133,0.2888009888751545,0.05441046787475314,0.07329718101555147,0.1514744834893166,0.2888009888751545,0.5228707019323957,3.4802171998825946,1627964000.0,406031000.0,475671000.0,420933000.0,475671000.0,10.53,10.53,1.2079357370955977,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2022-02-28,2374157000.0,1090659000.0,293238000.0,1158176000.0,1215981000.0,574625000.0,773012000.0,,855844000.0,246009000.0,217585000.0,,24300000.0,5.63,38628000.0,194952000.0,20546000.0,,174406000.0,574625000.0,,36.604,9.2059,5.63,246009000.0,0.17893782879831183,0.0916472667982783,0.2542344165525493,0.28744607662144034,0.10361951631673895,0.1373886829375083,0.20378246502867345,0.28744607662144034,0.47256083771045765,3.7193644752726454,1703815000.0,425767000.0,484517000.0,394161000.0,484517000.0,11.04,11.04,1.1859748987135643,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2022-05-31,4068564000.0,873470000.0,412715000.0,2800842000.0,1267722000.0,2105142000.0,526966000.0,,1344595000.0,343263000.0,292495000.0,,34700000.0,7.58,38607000.0,386924000.0,,60176000.0,,2105142000.0,,36.7625,8.237,7.58,403439000.0,0.23072487501202946,0.07189145850968548,0.2175339042611344,0.2552909984047241,0.08436957118039681,0.10177196590197529,,0.30004499496130804,1.6605706929437212,2.116399937002532,1868859000.0,419734000.0,472915000.0,,533091000.0,10.889999999999999,10.889999999999999,3.948935547589436,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2022-08-31,4014305000.0,870347000.0,438287000.0,2682897000.0,1331408000.0,1982424000.0,503273000.0,,-781272000.0,-236451000.0,-220810000.0,,-24600000.0,-5.75,-77140000.0,-116517000.0,,26507000.0,,1982424000.0,1.9858,41.4648,8.9257,-5.75,-209944000.0,-0.16584698304351483,-0.05500578555939322,0.2826288411718326,0.3026487574109913,-0.05890210136001126,-0.07135274208227815,,0.2687207528236005,1.4889680698929253,1.9857924145594097,1843892000.0,396917000.0,475482000.0,,562165000.0,10.25,10.25,3.5264095061058587,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2022-11-30,3977540000.0,829207000.0,384021000.0,2503412000.0,1474128000.0,1859096000.0,437142000.0,,504815000.0,171895000.0,136798000.0,,21100000.0,3.52,38914000.0,106636000.0,,25997000.0,,1859096000.0,,41.2477,9.1344,3.52,197892000.0,0.09279926844887283,0.03439261453058926,0.2709864009587671,0.3405108802234482,0.04321641014295268,0.05157019150228127,,0.39200895377514533,1.261149642364842,2.1592751438072395,1923982000.0,426068000.0,524716000.0,,637396000.0,10.98,10.98,2.9167048428292617,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2023-02-28,4001075000.0,858654000.0,410805000.0,2393921000.0,1607154000.0,1735609000.0,445326000.0,,1019900000.0,341145000.0,268391000.0,,46256000.0,6.89,38947000.0,271314000.0,,52208000.0,,1735609000.0,,35.4176,7.8973,6.89,393353000.0,0.1669976865938174,0.06707972232462525,0.26315423080694184,0.33448867536032945,0.08526333547859014,0.10205479718424548,,0.38567800764780863,1.0799270013950126,2.09017417022675,2088038000.0,476874000.0,619852000.0,,784740000.0,12.239999999999998,12.239999999999998,2.2116994163672046,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2023-05-31,3997910000.0,844309000.0,400940000.0,2329077000.0,1668833000.0,1674194000.0,486627000.0,,1549711000.0,513104000.0,403054000.0,49628000.0,73591000.0,10.35,38936000.0,489903000.0,,78681000.0,,1674194000.0,,29.063,7.198,10.35,591785000.0,0.2415184742871216,0.10081617645219627,0.26008333166635583,0.33109657219959077,0.12834305924845732,0.15348485070566287,,0.38186797409323414,1.003212424490647,2.105823814037013,2293154000.0,587433000.0,789693000.0,,973086000.0,15.01,15.01,1.7204995241941616,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2023-08-31,3962922000.0,770135000.0,484251000.0,2342992000.0,1619930000.0,1612700000.0,425444000.0,,-988918000.0,-396937000.0,-340070000.0,,-25166000.0,-8.719999999999999,-77899000.0,-222280000.0,,-51502000.0,,1612700000.0,1.5904,35.5582,7.9824,-8.719999999999999,-448439000.0,-0.20992882408499133,-0.08581294307584152,0.34388088800082517,0.4013851502349032,-0.10016270822388126,-0.12279073076720813,,0.45346429127591975,0.9955368441846253,1.5903632620273371,2085508000.0,468173000.0,629207000.0,,734591000.0,12.04,12.04,2.1953713018536845,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2023-11-30,3951226000.0,765771000.0,455886000.0,2250486000.0,1700740000.0,1551134000.0,411855000.0,,542216000.0,189040000.0,148555000.0,16738000.0,26641000.0,3.84,38643000.0,155144000.0,,27068000.0,,1551134000.0,,35.8932,8.1145,3.84,216108000.0,0.08734727236379458,0.03759719135275988,0.27397752925033564,0.34864334508756656,0.04784337823247772,0.0581326336752285,,0.39856440975552176,0.9120347613391818,1.6797423039970518,2122909000.0,479930000.0,646352000.0,,752807000.0,12.360000000000001,12.360000000000001,2.060467025412888,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2024-02-29,3990866000.0,823021000.0,459752000.0,2189112000.0,1801754000.0,1489488000.0,381708000.0,,1088161000.0,370982000.0,289495000.0,33337000.0,54346000.0,7.49,38646000.0,298942000.0,,58650000.0,,1489488000.0,,36.0082,8.1801,7.49,429632000.0,0.16067398768089317,0.07253939370552658,0.2660405950957625,0.3409256534648825,0.09295776906566144,0.11271793444541604,,0.39482392770922686,0.8266877720265918,1.7901412065635387,2191170000.0,501034000.0,676189000.0,,789086000.0,12.96,12.96,1.8876117432066974,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2024-05-31,4039701000.0,858275000.0,671505000.0,2149297000.0,1890404000.0,1240626000.0,453144000.0,,1640869000.0,573441000.0,447630000.0,,86743000.0,11.58,38644000.0,537177000.0,,91154000.0,,1240626000.0,,30.0512,7.079,11.58,664595000.0,0.23679065427284327,0.11080770581783157,0.27280057091699583,0.3494739677573286,0.1419513473893241,0.1831477181630326,,0.4050262391452334,0.6562755897681131,1.278136424896315,2282328000.0,545610000.0,736526000.0,,861896000.0,14.190000000000001,14.190000000000001,1.4394149642184209,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2024-08-31,4055040000.0,835848000.0,667066000.0,2142580000.0,1912460000.0,1241131000.0,422979000.0,,-1068190000.0,-432164000.0,-348554000.0,,-53353000.0,-9.0,-77315000.0,-290925000.0,,-51685000.0,,1241131000.0,1.253,29.9461,7.3011,-9.0,-483849000.0,-0.18225426937033978,-0.08595574889520202,0.3263033729954409,0.4045759649500557,-0.10657453440656565,-0.13703869652088682,,0.45296155178385866,0.648970958869728,1.2530214401573458,2203056000.0,537126000.0,701299000.0,,826486000.0,13.91,13.91,1.501696338473973,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2024-11-30,4048585000.0,750696000.0,538136000.0,2057024000.0,1991561000.0,1296643000.0,289168000.0,,568667000.0,191335000.0,150022000.0,,29717000.0,3.89,38517000.0,86372000.0,,35717000.0,,1296643000.0,,34.6087,8.3606,3.89,227052000.0,0.0753288500829249,0.03705541565756925,0.2638134444235379,0.33646228812292606,0.04725972160643781,0.05818829975269174,,0.3992705748707064,0.6510686843134607,1.39499308724932,2229507000.0,538593000.0,703594000.0,,837430000.0,13.96,13.96,1.5483598629139153,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2025-02-28,4241442000.0,707641000.0,481828000.0,2184525000.0,2056917000.0,1472162000.0,278548000.0,,1139327000.0,376827000.0,294882000.0,,57177000.0,7.66,38513000.0,260327000.0,,74127000.0,,1472162000.0,,32.3679,7.7898,7.66,450954000.0,0.14336115652697703,0.06952399679165717,0.25882121638476047,0.33074525575186053,0.08884407708510454,0.10677771735911834,,0.3958073494264597,0.7157128848660398,1.4686589405347967,2280673000.0,543980000.0,709439000.0,,858752000.0,14.13,14.13,1.7143040132657623,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2025-05-31,4338762000.0,760478000.0,518923000.0,2183580000.0,2155182000.0,1430197000.0,356361000.0,,1724847000.0,570982000.0,443424000.0,,88583000.0,11.53,38457000.0,514160000.0,,114972000.0,,1430197000.0,,32.5098,7.5754,11.53,685954000.0,0.20574782083369292,0.10220058164056936,0.2570801931997447,0.3310334191960214,0.13160021222643695,0.1592528990659007,,0.3976897661067909,0.6636084562695865,1.4654929536752082,2364651000.0,539774000.0,706980000.0,,880111000.0,14.08,14.08,1.625018889662781,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2025-08-31,4304272000.0,729759000.0,521306000.0,2117859000.0,2186413000.0,1368260000.0,337651000.0,,-1111093000.0,-390841000.0,-291288000.0,,-51559000.0,-7.529999999999998,-77102000.0,-134599000.0,,-67125000.0,,1368260000.0,1.3999,23.64,6.0791,-7.529999999999998,-457966000.0,-0.1332264306880722,-0.06767416185594219,0.2621634732646142,0.3517626337309298,-0.0908030440455436,-0.109951323230013,,0.41217611847073105,0.6258012552980613,1.3998668728155823,2321748000.0,597040000.0,748303000.0,,905994000.0,15.55,15.55,1.5102307520800358,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2025-11-30,4220784000.0,708572000.0,458772000.0,2052900000.0,2167884000.0,1368738000.0,275448000.0,,607621000.0,192071000.0,152580000.0,,37533000.0,4.06,37615000.0,121284000.0,,44148000.0,,1368738000.0,,17.2952,4.3928,4.06,236219000.0,0.07038199460856762,0.03614968214435991,0.25111047840677003,0.31610329465242315,0.04550600078089758,0.05430916846640665,,0.3887604279641421,0.6313704976834554,1.5444970486428988,2360702000.0,599598000.0,749039000.0,,915161000.0,15.720000000000002,15.720000000000002,1.4956253599093492,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2026-02-28,4219830000.0,724178000.0,505931000.0,2090718000.0,2129112000.0,1369216000.0,268338000.0,,1218640000.0,377032000.0,285636000.0,,65588000.0,7.65,37339000.0,332972000.0,,87838000.0,,1369216000.0,,13.8818,3.3983,7.65,464870000.0,0.1341573388342182,0.06768898273153184,0.2343891551237445,0.30938751394997704,0.08934767514331146,0.1077749141875776,,0.3814662246438653,0.6430925193226096,1.4313770059553574,2440015000.0,590352000.0,749244000.0,,929077000.0,15.71,15.71,1.4737379140803184,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
