report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,22871000000.0,2874000000.0,3575000000.0,22871000000.0,4301000000.0,8357000000.0,38000000.0,646000000.0,,-3555000000.0,-668000000.0,-286000000.0,-220000000.0,-142000000.0,-0.6700000000000002,-857553000.0,-870000000.0,,-473000000.0,,8395000000.0,0.8039,19.732,1.1042,-0.6700000000000002,-1141000000.0,-0.06649616368286446,-0.012504918892921166,0.08045007032348804,0.1879043600562588,-0.029207293078571117,-0.05261499684940139,,0.3209563994374121,1.9518716577540107,0.8039160839160839,7452000000.0,417000000.0,1038000000.0,2088000000.0,422000000.0,0.9699999999999995,0.9699999999999995,4.020593869731801,2.4597156398104265,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2013-03-31,22370000000.0,2363000000.0,3126000000.0,,4371000000.0,8130000000.0,0.0,245000000.0,,2388000000.0,332000000.0,147000000.0,98000000.0,86000000.0,0.0,429672000.0,533000000.0,,240000000.0,,8130000000.0,,24.4233,1.3131,0.0,572000000.0,0.033630748112560054,0.006571300849351811,0.06155778894472362,0.1390284757118928,0.014841305319624498,0.026557875369970403,,0.23953098827470687,1.8599862731640358,0.7559181062060141,7756000000.0,417000000.0,1032000000.0,2098000000.0,410000000.0,0.6299999999999994,0.6299999999999994,3.875119161105815,2.5170731707317073,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2013-06-30,21658000000.0,2480000000.0,2675000000.0,,4191000000.0,7919000000.0,37000000.0,497000000.0,,4282000000.0,555000000.0,47000000.0,183000000.0,330000000.0,0.0,430246000.0,790000000.0,,493000000.0,,7956000000.0,,52.2089,1.2273,0.0,1048000000.0,0.011214507277499404,0.002170098808754271,0.010976179355441382,0.12961233068659506,0.025625634869332347,0.045690293899728326,,0.24474544605324614,1.8983536148890479,0.9271028037383178,8429000000.0,191000000.0,947000000.0,2007000000.0,379000000.0,-0.010000000000000675,-0.010000000000000675,3.9641255605381165,2.4986807387862795,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2013-09-30,21575000000.0,2319000000.0,2595000000.0,,4261000000.0,7758000000.0,70000000.0,219000000.0,,5922000000.0,799000000.0,198000000.0,269000000.0,408000000.0,0.0,430624000.0,,,741000000.0,,7828000000.0,,30.9461,1.2764,0.0,1540000000.0,0.0464679652663694,0.00917728852838934,0.03343465045592705,0.1349206349206349,0.03703360370799536,0.06609314252626354,,0.26004728132387706,1.8371274348744426,0.8936416184971099,9037000000.0,106000000.0,1018000000.0,2019000000.0,330000000.0,-0.6700000000000007,-0.6700000000000007,3.877166914314017,3.084848484848485,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2013-12-31,21870000000.0,2658000000.0,3019000000.0,,4329000000.0,7817000000.0,43000000.0,208000000.0,,-4486000000.0,-676000000.0,-81000000.0,-199000000.0,-354000000.0,0.0,-859612000.0,,,-520000000.0,,7860000000.0,0.8804,31.9482,1.2257,0.0,-1196000000.0,-0.018711018711018712,-0.003703703703703704,0.018056174765938474,0.1506910387873384,-0.03090992226794696,-0.055459840840101735,,0.26660722246990637,1.8156618156618156,0.8804239814508116,8106000000.0,311000000.0,1010000000.0,1964000000.0,351000000.0,0.0,0.0,4.002036659877801,2.8774928774928776,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2014-03-31,22264000000.0,2955000000.0,3059000000.0,,4414000000.0,8056000000.0,0.0,379000000.0,,3163000000.0,295000000.0,185000000.0,84000000.0,109000000.0,0.0,430559000.0,,,235000000.0,,8056000000.0,,29.1123,1.1312,0.0,530000000.0,0.04191209787041233,0.008309378368666907,0.05848877647802719,0.09326588681631362,0.013250089831117499,0.023656776263031275,,0.16756244072083465,1.8251019483461712,0.9660019614253024,8881000000.0,349000000.0,973000000.0,1922000000.0,337000000.0,0.0,0.0,4.191467221644121,2.887240356083086,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2014-06-30,21920000000.0,2529000000.0,3026000000.0,,4425000000.0,7755000000.0,42000000.0,206000000.0,,5047000000.0,481000000.0,292000000.0,173000000.0,171000000.0,0.0,431106000.0,,,491000000.0,,7797000000.0,,19.7406,1.224,0.0,972000000.0,0.06598870056497175,0.01332116788321168,0.057856152169605705,0.0953041410739053,0.021943430656934305,0.03935526100474554,,0.19258965722211216,1.7620338983050847,0.8357567746199603,9646000000.0,594000000.0,899000000.0,1846000000.0,327000000.0,0.0,0.0,4.223726977248104,2.7492354740061162,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2014-09-30,22048000000.0,2576000000.0,3008000000.0,,4473000000.0,7797000000.0,80000000.0,230000000.0,,6854000000.0,714000000.0,435000000.0,261000000.0,241000000.0,1.0,431357000.0,,,784000000.0,,7877000000.0,,19.1918,1.1528,1.0,1498000000.0,0.09725016767270288,0.01972968069666183,0.0634665888532244,0.10417274584184417,0.03238388969521045,0.057813765182186234,,0.21855850598190837,1.7610105074893807,0.8563829787234043,10578000000.0,831000000.0,814000000.0,1804000000.0,319000000.0,0.9999999999999994,0.9999999999999994,4.366407982261641,2.5517241379310347,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2014-12-31,23200000000.0,3268000000.0,3475000000.0,,4548000000.0,8009000000.0,53000000.0,298000000.0,,-5838000000.0,-555000000.0,-301000000.0,-165000000.0,-247000000.0,0.0,-861354000.0,,,-497000000.0,,8062000000.0,0.9404,16.4813,1.0874,0.0,-1052000000.0,-0.06618293755496922,-0.012974137931034482,0.05155875299760192,0.09506680369989723,-0.023922413793103448,-0.04401268834258525,,0.1801986981843097,1.7726473175021988,0.940431654676259,9226000000.0,611000000.0,935000000.0,1948000000.0,353000000.0,0.9999999999999994,0.9999999999999994,4.138603696098563,2.6487252124645893,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2015-03-31,22670000000.0,2691000000.0,3187000000.0,,4574000000.0,7767000000.0,0.0,234000000.0,,2433000000.0,256000000.0,131000000.0,89000000.0,78000000.0,0.0,431183000.0,,,217000000.0,,7767000000.0,,15.7544,1.0248,0.0,473000000.0,0.028640139921294272,0.005778561976179973,0.05384299219071106,0.10521989313604603,0.01129245699161888,0.02074386192366907,,0.19441019317714756,1.6980760822037604,0.8443677439598368,8496000000.0,557000000.0,896000000.0,1891000000.0,358000000.0,0.9999999999999994,0.9999999999999994,4.10735060814384,2.5027932960893855,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2015-06-30,22602000000.0,2509000000.0,3125000000.0,,4550000000.0,7614000000.0,24000000.0,245000000.0,,3965000000.0,442000000.0,208000000.0,178000000.0,115000000.0,0.0,431594000.0,,,456000000.0,,7638000000.0,,15.5348,0.9973,0.0,898000000.0,0.045714285714285714,0.009202725422528979,0.05245901639344262,0.11147540983606558,0.01955579152287408,0.03626517886445684,,0.22648171500630518,1.6786813186813188,0.80288,7414000000.0,473000000.0,857000000.0,1817000000.0,363000000.0,0.9999999999999994,0.9999999999999994,4.203632361034672,2.3608815426997247,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2015-09-30,21778000000.0,2400000000.0,3191000000.0,,4058000000.0,7662000000.0,49000000.0,227000000.0,,5595000000.0,707000000.0,-183000000.0,266000000.0,-129000000.0,0.0,430152000.0,,,724000000.0,,7711000000.0,,,0.9684,0.0,1431000000.0,-0.045096106456382457,-0.008402975479842043,-0.032707774798927614,0.12636282394995532,0.032463954449444395,0.060073073328235194,,0.25576407506702414,1.9001971414489895,0.7521153243497336,6155000000.0,-145000000.0,850000000.0,1750000000.0,368000000.0,0.0,0.0,4.406285714285715,2.3097826086956523,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2015-12-31,21334000000.0,2689000000.0,2467000000.0,,3461000000.0,7901000000.0,40000000.0,264000000.0,,-4607000000.0,-472000000.0,-848000000.0,-181000000.0,-502000000.0,-1.0,-862749000.0,,,-427000000.0,,7941000000.0,1.094,,1.0636,-1.0,-899000000.0,-0.24501589136087837,-0.039748757851317144,0.18406772303017147,0.1024527892337747,-0.02212430861535577,-0.04139624627258376,,0.1951378337312785,2.2944235770008667,1.0899878394811513,7386000000.0,-692000000.0,933000000.0,1903000000.0,352000000.0,-1.0000000000000004,-1.0000000000000004,4.172884918549658,2.6505681818181817,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2016-03-31,21004000000.0,2335000000.0,2534000000.0,,3506000000.0,7354000000.0,0.0,218000000.0,,1984000000.0,250000000.0,154000000.0,87000000.0,86000000.0,0.0,432594000.0,,,260000000.0,,7354000000.0,,,1.3199,0.0,510000000.0,0.04392470051340559,0.00733193677394782,0.07762096774193548,0.12600806451612903,0.011902494762902305,0.02302025782688766,,0.25705645161290325,2.0975470621791215,0.9214680347277032,6937000000.0,-669000000.0,927000000.0,1940000000.0,350000000.0,-1.0000000000000004,-1.0000000000000004,3.790721649484536,2.6485714285714286,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2016-06-30,21012000000.0,2272000000.0,2241000000.0,,3397000000.0,7780000000.0,17000000.0,271000000.0,,3558000000.0,432000000.0,152000000.0,173000000.0,96000000.0,0.0,432973000.0,,,549000000.0,,7797000000.0,,,1.4926,0.0,981000000.0,0.044745363556078895,0.007233961545783362,0.04272062956717257,0.12141652613827993,0.020559680182752713,0.03859210291227443,,0.275716694772344,2.2952605239917574,1.0138331102186524,6530000000.0,-725000000.0,917000000.0,2023000000.0,345000000.0,-1.0000000000000004,-1.0000000000000004,3.8541769649036084,2.6579710144927535,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2016-09-30,21286000000.0,2529000000.0,2398000000.0,,3472000000.0,7736000000.0,43000000.0,270000000.0,,5447000000.0,716000000.0,331000000.0,256000000.0,193000000.0,0.0,433295000.0,,,873000000.0,,7779000000.0,,,1.3913,0.0,1589000000.0,0.09533410138248848,0.01555012684393498,0.060767394896273176,0.13144850376353956,0.03363713238748473,0.06363878766331882,,0.2917202129612631,2.240495391705069,1.0546288573811509,6382000000.0,-211000000.0,926000000.0,2181000000.0,335000000.0,-1.0000000000000004,-1.0000000000000004,3.5667125171939476,2.764179104477612,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2016-12-31,21829000000.0,2923000000.0,3080000000.0,,3460000000.0,7532000000.0,35000000.0,341000000.0,,-3461000000.0,-439000000.0,-205000000.0,-178000000.0,-121000000.0,1.0,-865259000.0,,,-556000000.0,,7567000000.0,0.949,24.515,1.407,1.0,-995000000.0,-0.059248554913294796,-0.00939117687479958,0.059231436001155734,0.12684195319271888,-0.020110861697741535,-0.039811372086696294,,0.2874891649812193,2.186994219653179,0.949025974025974,7528000000.0,432000000.0,959000000.0,2085000000.0,338000000.0,0.9999999999999994,0.9999999999999994,3.629256594724221,2.837278106508876,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2017-03-31,21931000000.0,2896000000.0,2642000000.0,,3537000000.0,7892000000.0,0.0,254000000.0,,2735000000.0,274000000.0,192000000.0,78000000.0,107000000.0,0.0,433348000.0,,,226000000.0,,7892000000.0,,25.2798,,0.0,500000000.0,0.0542832909245123,0.008754730746431991,0.07020109689213894,0.10018281535648994,0.012493730336053988,0.02397410097121358,,0.18281535648994515,2.231269437376308,1.0961392884178653,8279000000.0,470000000.0,983000000.0,2075000000.0,329000000.0,0.9999999999999994,0.9999999999999994,3.8033734939759034,2.987841945288754,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2017-06-30,22045000000.0,2865000000.0,3038000000.0,,3563000000.0,7587000000.0,24000000.0,248000000.0,,4878000000.0,497000000.0,327000000.0,155000000.0,183000000.0,0.0,433697000.0,,,480000000.0,,7611000000.0,,19.4395,,0.0,977000000.0,0.09177659275891104,0.014833295531866636,0.06703567035670356,0.1018860188601886,0.022544794738035837,0.04447825308752461,,0.2002870028700287,2.1361212461408927,0.9430546412113232,9599000000.0,645000000.0,1048000000.0,2071000000.0,311000000.0,0.9999999999999994,0.9999999999999994,3.675036214389184,3.369774919614148,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2017-09-30,22135000000.0,2935000000.0,3221000000.0,,3618000000.0,7531000000.0,48000000.0,201000000.0,,6976000000.0,776000000.0,496000000.0,235000000.0,281000000.0,1.0,433999000.0,,,749000000.0,,7579000000.0,,20.9087,,1.0,1525000000.0,0.1370923161967938,0.022407951208493336,0.07110091743119266,0.11123853211009174,0.0350576010842557,0.06930427793158882,,0.2186066513761468,2.0948037589828634,0.9112076994722136,11128000000.0,810000000.0,1108000000.0,2007000000.0,290000000.0,1.9999999999999996,1.9999999999999996,3.776283009466866,3.820689655172414,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2017-12-31,22736000000.0,3395000000.0,3069000000.0,,4688000000.0,8195000000.0,39000000.0,260000000.0,,-4975000000.0,-475000000.0,777000000.0,-155000000.0,-1300000000.0,3.0,-866736000.0,1421000000.0,,-419000000.0,,8234000000.0,1.1062,6.7397,,3.0,-894000000.0,0.16574232081911264,0.03417487684729064,-0.15618090452261307,0.09547738693467336,-0.02089197748064743,-0.03675901563225507,,0.17969849246231157,1.7563993174061434,1.1062235255783643,9614000000.0,1792000000.0,1072000000.0,2108000000.0,313000000.0,3.9999999999999996,3.9999999999999996,3.9060721062618597,3.4249201277955272,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2018-03-31,22410000000.0,3049000000.0,2616000000.0,,4857000000.0,8176000000.0,0.0,219000000.0,,3155000000.0,251000000.0,165000000.0,78000000.0,47000000.0,0.0,434008000.0,484000000.0,,314000000.0,,8176000000.0,,6.5955,,0.0,565000000.0,0.033971587399629403,0.007362784471218206,0.05229793977812995,0.07955625990491284,0.011200356983489514,0.019258804573006983,,0.179080824088748,1.6833436277537575,1.165519877675841,10034000000.0,1765000000.0,1049000000.0,2173000000.0,313000000.0,3.9999999999999996,3.9999999999999996,3.762540266912103,3.351437699680511,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2018-06-30,22108000000.0,2701000000.0,2842000000.0,22108000000.0,4670000000.0,7760000000.0,0.0,328000000.0,,5341000000.0,438000000.0,90000000.0,169000000.0,34000000.0,0.21,434407000.0,1093000000.0,,656000000.0,,7760000000.0,,7.65,,0.21,1094000000.0,0.019271948608137045,0.004070924552198299,0.016850777008050925,0.08200711477251452,0.01981183282069839,0.03523732904263878,,0.20483055607564127,1.6616702355460387,0.9503870513722731,10497000000.0,1528000000.0,990000000.0,2290000000.0,327000000.0,4.21,4.21,3.388646288209607,3.0275229357798166,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2018-09-30,22228000000.0,2726000000.0,2581000000.0,22228000000.0,5508000000.0,7252000000.0,0.0,293000000.0,,7553000000.0,664000000.0,248000000.0,259000000.0,85000000.0,0.56,434774000.0,1679000000.0,,982000000.0,,7252000000.0,,8.9396,,0.56,1646000000.0,0.04502541757443718,0.011157099154219903,0.0328346352442738,0.08791208791208792,0.029872233219362967,0.05203761755485893,,0.21792665166159142,1.3166303558460422,1.0561797752808988,11074000000.0,1280000000.0,878000000.0,2411000000.0,351000000.0,3.7699999999999996,3.7699999999999996,3.0078805474906676,2.5014245014245016,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2018-12-31,27009000000.0,7025000000.0,3302000000.0,27009000000.0,8058000000.0,8682000000.0,0.0,4231000000.0,,-5460000000.0,-522000000.0,-135000000.0,-145000000.0,-20000000.0,-0.030000000000000027,-850724000.0,-1120000000.0,,-709000000.0,,8682000000.0,2.1275,38.4473,,-0.030000000000000027,-1231000000.0,-0.01675353685778109,-0.004998333888703766,0.024725274725274724,0.0956043956043956,-0.019326891036321226,-0.03118279569892473,,0.22545787545787546,1.0774385703648548,2.1274984857662025,10589000000.0,368000000.0,831000000.0,2074000000.0,361000000.0,0.7399999999999995,0.7399999999999995,4.186113789778206,2.301939058171745,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2019-03-31,33902000000.0,3419000000.0,3139000000.0,33902000000.0,8216000000.0,13759000000.0,,255000000.0,,3531000000.0,245000000.0,169000000.0,121000000.0,22000000.0,0.28,503944000.0,271000000.0,,313000000.0,,13759000000.0,,41.3823,,0.28,558000000.0,0.020569620253164556,0.00498495663972627,0.047861795525346924,0.06938544321721891,0.007226712288360569,0.011149032992036406,,0.1580288870008496,1.6746592015579358,1.0892003822873526,10965000000.0,372000000.0,825000000.0,2067000000.0,404000000.0,1.0199999999999996,1.0199999999999996,6.656507014997581,2.042079207920792,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2019-06-30,34189000000.0,3326000000.0,2996000000.0,34189000000.0,8257000000.0,14121000000.0,,271000000.0,,6329000000.0,532000000.0,364000000.0,255000000.0,51000000.0,0.61,504000000.0,574000000.0,,653000000.0,,14121000000.0,,22.2849,,0.61,1185000000.0,0.04408380767833354,0.010646699230746732,0.057513035234634226,0.08405751303523464,0.0155605604141683,0.023773348824738583,,0.1872333702006636,1.710185297323483,1.110146862483311,11953000000.0,646000000.0,919000000.0,2158000000.0,490000000.0,1.4199999999999995,1.4199999999999995,6.5435588507877664,1.8755102040816327,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2019-09-30,34642000000.0,3416000000.0,3434000000.0,34642000000.0,8346000000.0,14014000000.0,,259000000.0,,9071000000.0,924000000.0,634000000.0,389000000.0,113000000.0,1.08,505000000.0,1086000000.0,,987000000.0,,14014000000.0,,20.1021,,1.08,1911000000.0,0.07596453390845914,0.0183014837480515,0.06989306581413295,0.10186308014551869,0.026672824894636567,0.04132379248658318,,0.2106713703009591,1.679127725856698,0.9947582993593477,13471000000.0,1032000000.0,1179000000.0,2423000000.0,620000000.0,1.9399999999999995,1.9399999999999995,5.78373916632274,1.9016129032258065,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2019-12-31,35439000000.0,3847000000.0,3888000000.0,35439000000.0,8359000000.0,14244000000.0,,241000000.0,,-6630000000.0,-475000000.0,-376000000.0,-237000000.0,-48000000.0,-0.6400000000000001,-1007944000.0,-293000000.0,,-666000000.0,,14244000000.0,0.9897,17.3149,,-0.6400000000000001,-1141000000.0,-0.044981457112094746,-0.010609780185671153,0.05671191553544495,0.07164404223227752,-0.013403312734557972,-0.021014909525284255,,0.17209653092006033,1.7040315827252064,0.989454732510288,12301000000.0,791000000.0,1226000000.0,2513000000.0,528000000.0,1.3299999999999994,1.3299999999999994,5.668125746120175,2.321969696969697,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2020-03-31,33395000000.0,4164000000.0,4042000000.0,33395000000.0,6970000000.0,13830000000.0,,220000000.0,,2167000000.0,217000000.0,-1199000000.0,139000000.0,-347000000.0,-2.44,502000000.0,662000000.0,,282000000.0,,13830000000.0,0.9897,17.3149,,-2.44,499000000.0,-0.1720229555236729,-0.035903578379997005,-0.5532994923857868,0.10013844023996309,0.006497978739332236,0.010432692307692308,,0.23027226580526072,1.9842180774748923,1.0301830776843146,10937000000.0,-577000000.0,1198000000.0,2454000000.0,546000000.0,-1.3900000000000006,-1.3900000000000006,5.635696821515892,2.1941391941391943,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2020-06-30,32148000000.0,2501000000.0,4309000000.0,32148000000.0,8392000000.0,10937000000.0,19000000.0,168000000.0,,3742000000.0,452000000.0,-1094000000.0,267000000.0,-318000000.0,-2.27,515000000.0,1181000000.0,,579000000.0,,10956000000.0,,,,-2.27,1031000000.0,-0.1303622497616778,-0.0340301107378375,-0.2923570283270978,0.1207910208444682,0.014059972626601965,0.02336158776100889,,0.2755211117049706,1.3055290753098188,0.5804130888837318,8350000000.0,-2035000000.0,1118000000.0,2300000000.0,558000000.0,-4.2700000000000005,-4.2700000000000005,4.763478260869565,2.003584229390681,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
