report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-09-30,15466000000.0,4367000000.0,4481000000.0,14393000000.0,653000000.0,6971000000.0,989000000.0,12147000000.0,7374000000.0,2916000000.0,2048000000.0,585000000.0,2.38,2756000000.0,400000000.0,6971000000.0,,24.5747,4.0917,2.38,3316000000.0,3.1362940275650844,0.13241950084055348,0.1686013007326912,0.6070634724623364,0.24005927389478884,0.18854260959524116,0.3824763903462749,0.27298921544414256,10.675344563552834,0.9745592501673733,16619000000.0,3050000000.0,4051000000.0,10205000000.0,4599000000.0,3.55,3.55,1.5157642965862144,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2020-12-31,15920000000.0,4338000000.0,4404000000.0,14819000000.0,743000000.0,7334000000.0,888000000.0,-7767000000.0,-4656000000.0,-1881000000.0,-1418000000.0,-308000000.0,-1.6399999999999992,-1599000000.0,-260000000.0,7334000000.0,0.985,27.1972,4.45,-1.6399999999999992,-2141000000.0,-1.908479138627187,-0.08907035175879396,0.18256727179091026,0.5994592506759366,0.2421784472769409,-0.11815326633165829,-0.23288349634765385,0.2756534054332432,9.87079407806191,0.9850136239782016,16471000000.0,2695000000.0,3885000000.0,10017000000.0,4424000000.0,3.14,3.14,1.657775768535262,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2021-03-31,15801000000.0,4563000000.0,4539000000.0,15138000000.0,262000000.0,7570000000.0,995000000.0,4344000000.0,2637000000.0,1004000000.0,681000000.0,229000000.0,0.8,598000000.0,137000000.0,7570000000.0,,25.0611,3.989,0.8,1141000000.0,2.599236641221374,0.04309853806721094,0.15676795580110497,0.6070441988950276,0.2311233885819521,0.06354028226061642,0.12819203268641471,0.2626611418047882,28.893129770992367,1.0052875082617316,16718000000.0,2661000000.0,3937000000.0,10189000000.0,4480000000.0,3.1100000000000003,3.1100000000000003,1.6897321428571428,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2021-06-30,15999000000.0,4652000000.0,4203000000.0,15137000000.0,464000000.0,7951000000.0,937000000.0,8604000000.0,5193000000.0,2000000000.0,1384000000.0,441000000.0,1.63,1225000000.0,274000000.0,7951000000.0,,25.1447,4.0173,1.63,2274000000.0,2.9827586206896552,0.08650540658791174,0.1608554160855416,0.6035564853556485,0.23245002324500233,0.12500781298831176,0.23767082590612001,0.26429567642956764,17.135775862068964,1.1068284558648585,17328000000.0,2695000000.0,4039000000.0,10548000000.0,4590000000.0,3.170000000000001,3.170000000000001,1.732244008714597,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2021-09-30,15880000000.0,4670000000.0,4281000000.0,14853000000.0,591000000.0,7682000000.0,958000000.0,13018000000.0,7816000000.0,2967000000.0,2018000000.0,613000000.0,2.38,2219000000.0,414000000.0,7682000000.0,,23.9034,3.6733,2.38,3381000000.0,3.4145516074450084,0.12707808564231737,0.15501613151021662,0.6003994469196497,0.22791519434628976,0.18683879093198993,0.3586365284660945,0.2597173144876325,12.998307952622673,1.0908666199486101,18199000000.0,2665000000.0,4090000000.0,10990000000.0,4655000000.0,3.170000000000001,3.170000000000001,1.6502685284640173,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2021-12-31,15040000000.0,4397000000.0,4051000000.0,14069000000.0,609000000.0,7194000000.0,832000000.0,-8545000000.0,-5271000000.0,-2639000000.0,-1917000000.0,-534000000.0,-2.26,-717000000.0,-269000000.0,7194000000.0,1.0854,33.2081,4.1289,-2.26,-2908000000.0,-3.147783251231527,-0.12746010638297872,0.2243417203042715,0.6168519602106495,0.30883557636044473,-0.17546542553191488,-0.3382032551582725,0.34031597425394966,11.812807881773399,1.0854110096272525,17421000000.0,2166000000.0,3332000000.0,10375000000.0,3888000000.0,2.5500000000000007,2.5500000000000007,1.8503086419753085,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2022-03-31,15723000000.0,4989000000.0,4566000000.0,14995000000.0,321000000.0,7588000000.0,877000000.0,4399000000.0,2572000000.0,860000000.0,559000000.0,192000000.0,0.66,386000000.0,138000000.0,7588000000.0,,31.0867,3.6359,0.66,998000000.0,1.7414330218068537,0.035553011511798,0.12707433507615368,0.5846783359854513,0.19549897704023642,0.05469694078738154,0.10873688203312681,0.22686974312343713,23.638629283489095,1.092641261498029,17476000000.0,2044000000.0,3188000000.0,10310000000.0,3745000000.0,2.41,2.41,2.0261682242990653,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2022-06-30,15711000000.0,5160000000.0,4395000000.0,15153000000.0,168000000.0,7957000000.0,858000000.0,8883000000.0,5126000000.0,1744000000.0,1162000000.0,394000000.0,1.38,914000000.0,276000000.0,7957000000.0,,34.386,3.7766,1.38,2020000000.0,6.916666666666667,0.07396091910126663,0.13081166272655634,0.5770573004615558,0.1963300686704942,0.11100502832410412,0.21464615384615385,0.22740065293256784,47.36309523809524,1.174061433447099,17755000000.0,1822000000.0,2932000000.0,10243000000.0,3491000000.0,2.16,2.16,2.2792896018332858,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2022-09-30,16288000000.0,5278000000.0,4492000000.0,15235000000.0,622000000.0,8219000000.0,938000000.0,13338000000.0,7674000000.0,2691000000.0,1780000000.0,604000000.0,2.12,1883000000.0,410000000.0,8219000000.0,,30.4325,3.3072,2.12,3101000000.0,2.8617363344051445,0.10928290766208251,0.1334532913480282,0.5753486279802069,0.20175438596491227,0.16521365422396855,0.3043773328808958,0.23249362723046935,13.213826366559486,1.1749777382012467,18075000000.0,1584000000.0,2656000000.0,10101000000.0,3211000000.0,1.9000000000000004,1.9000000000000004,2.5596387418249766,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2022-12-31,15731000000.0,5113000000.0,4004000000.0,14925000000.0,401000000.0,8741000000.0,775000000.0,-8653000000.0,-5124000000.0,-2402000000.0,-1716000000.0,-497000000.0,-2.0300000000000002,-627000000.0,-279000000.0,8741000000.0,1.277,36.8664,3.6626,-2.0300000000000002,-2681000000.0,-4.279301745635911,-0.10908397431822515,0.1983127239107824,0.5921645672021264,0.277591586732925,-0.15269213654567415,-0.2627433821920805,0.309834739396741,21.798004987531172,1.276973026973027,17967000000.0,1785000000.0,2893000000.0,10248000000.0,3438000000.0,2.13,2.13,2.5424665503199533,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2023-03-31,16173000000.0,5466000000.0,4441000000.0,15748000000.0,-6000000.0,8870000000.0,867000000.0,4770000000.0,2712000000.0,909000000.0,372000000.0,147000000.0,0.45,735000000.0,128000000.0,8870000000.0,,39.0125,3.3996,0.45,1037000000.0,-62.0,0.023001298460396957,0.0779874213836478,0.5685534591194968,0.19056603773584907,0.0562047857540345,0.10254963898916968,0.21740041928721174,-1478.3333333333333,1.2308038730015762,18338000000.0,1598000000.0,2942000000.0,10388000000.0,3477000000.0,1.9199999999999997,1.9199999999999997,2.551049755536382,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2023-06-30,16227000000.0,5437000000.0,4632000000.0,15912000000.0,-64000000.0,8954000000.0,819000000.0,9592000000.0,5499000000.0,1883000000.0,874000000.0,500000000.0,1.05,1457000000.0,273000000.0,8954000000.0,,42.544,3.4102,1.05,2156000000.0,-13.65625,0.05386084920194737,0.09111759799833194,0.5732902418682235,0.1963094245204337,0.11604116595797129,0.21181102362204723,0.22477064220183487,-139.90625,1.173791018998273,19047000000.0,1310000000.0,3081000000.0,10761000000.0,3613000000.0,1.5899999999999999,1.5899999999999999,2.478272903404373,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2023-09-30,16043000000.0,5357000000.0,4602000000.0,15637000000.0,-9000000.0,8690000000.0,951000000.0,14507000000.0,8376000000.0,2912000000.0,1582000000.0,709000000.0,1.9,2609000000.0,417000000.0,8690000000.0,,36.7119,3.0446,1.9,3329000000.0,-175.77777777777777,0.09860998566352927,0.10905080306059144,0.5773764389605018,0.20073068173984973,0.18151218600012467,0.3354452252044695,0.22947542565657958,-965.5555555555555,1.1640591047370707,20216000000.0,1112000000.0,3302000000.0,11463000000.0,3841000000.0,1.3699999999999997,1.3699999999999997,2.262431658422286,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2023-12-31,16393000000.0,5279000000.0,4741000000.0,15436000000.0,609000000.0,8219000000.0,966000000.0,-9412000000.0,-5261000000.0,-1720000000.0,-528000000.0,-419000000.0,-0.6299999999999999,-1056000000.0,-251000000.0,8219000000.0,1.1135,28.5352,3.3731,-0.6299999999999999,-1971000000.0,-0.8669950738916257,-0.03220886963948027,0.05609859753506162,0.5589672758181046,0.1827454313642159,-0.10492283291648874,-0.19483461712732217,0.20941351466213345,13.495894909688014,1.1134781691626239,19457000000.0,2300000000.0,3984000000.0,11326000000.0,4551000000.0,2.77,2.77,1.8059767084157328,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2024-03-31,16571000000.0,5640000000.0,5314000000.0,15954000000.0,230000000.0,8151000000.0,1079000000.0,5065000000.0,3039000000.0,1047000000.0,683000000.0,238000000.0,0.83,681000000.0,150000000.0,8151000000.0,,27.9849,3.6993,0.83,1197000000.0,2.9695652173913043,0.04121658318749623,0.13484698914116486,0.6,0.2067127344521224,0.06318266851728924,0.12492542656007637,0.23632773938795656,35.43913043478261,1.0613473842679715,19752000000.0,2611000000.0,4122000000.0,11653000000.0,4711000000.0,3.15,3.15,1.7302059010825728,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2024-06-30,16480000000.0,5646000000.0,5350000000.0,15998000000.0,123000000.0,8146000000.0,1110000000.0,10124000000.0,6105000000.0,2139000000.0,1414000000.0,482000000.0,1.71,1671000000.0,307000000.0,8146000000.0,,27.4875,3.9056,1.71,2446000000.0,11.495934959349594,0.08580097087378641,0.1396681153694192,0.6030225207427894,0.21128012643224023,0.12979368932038834,0.25867698633450237,0.2416041090478072,66.22764227642277,1.0553271028037383,20284000000.0,3151000000.0,4378000000.0,12259000000.0,5001000000.0,3.81,3.81,1.628874225154969,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2024-09-30,16774000000.0,5806000000.0,5565000000.0,15938000000.0,435000000.0,7909000000.0,1234000000.0,15156000000.0,9179000000.0,3205000000.0,2150000000.0,693000000.0,2.61,2838000000.0,457000000.0,7909000000.0,,29.5622,4.2183,2.61,3662000000.0,4.942528735632184,0.12817455586025991,0.1418580100290314,0.6056347321192926,0.2114674056479282,0.191069512340527,0.38410834132310645,0.24162048033782,18.1816091954023,1.0433063791554358,20933000000.0,3719000000.0,4671000000.0,13062000000.0,5334000000.0,4.52,4.52,1.4827521559805024,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2024-12-31,16046000000.0,5317000000.0,5759000000.0,15502000000.0,212000000.0,7289000000.0,1096000000.0,-10244000000.0,-6162000000.0,-2123000000.0,-1358000000.0,-506000000.0,-1.6400000000000006,-1083000000.0,-309000000.0,7289000000.0,0.9233,25.7005,3.6952,-1.6400000000000006,-2432000000.0,-6.40566037735849,-0.08463168390876231,0.1325654041390082,0.6015228426395939,0.20724326434986334,-0.13230711703851428,-0.28302892947606983,0.23740726278797344,34.382075471698116,0.9232505643340858,20101000000.0,2889000000.0,4268000000.0,12161000000.0,4873000000.0,3.5099999999999993,3.5099999999999993,1.4957931459060128,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2025-03-31,16647000000.0,5814000000.0,6861000000.0,15914000000.0,363000000.0,6571000000.0,1112000000.0,4911000000.0,2987000000.0,1076000000.0,690000000.0,227000000.0,0.85,600000000.0,148000000.0,6571000000.0,,26.2121,3.8071,0.85,1224000000.0,1.9008264462809918,0.041448909713461886,0.14050091631032377,0.6082264304622277,0.21909997963754835,0.06463627079954345,0.15517738678973175,0.24923640806353084,18.101928374655646,0.8473983384346305,19947000000.0,2896000000.0,4297000000.0,12109000000.0,4900000000.0,3.5299999999999994,3.5299999999999994,1.3410204081632653,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2025-06-30,17470000000.0,5996000000.0,6775000000.0,16418000000.0,702000000.0,7144000000.0,1215000000.0,10021000000.0,6056000000.0,2156000000.0,1433000000.0,460000000.0,1.76,1484000000.0,299000000.0,7144000000.0,,25.2552,3.6737,1.76,2455000000.0,2.0413105413105415,0.08202633085289067,0.14299970062867978,0.6043309050992914,0.21514818880351264,0.12341156267887808,0.27478970175885803,0.244985530386189,10.176638176638177,0.8850184501845019,19844000000.0,2915000000.0,4314000000.0,12060000000.0,4909000000.0,3.579999999999999,3.579999999999999,1.4552862090038705,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2025-09-30,17513000000.0,6039000000.0,6496000000.0,16275000000.0,856000000.0,7306000000.0,1279000000.0,15152000000.0,9105000000.0,3214000000.0,2169000000.0,685000000.0,2.67,2745000000.0,457000000.0,7306000000.0,,22.1661,3.2065,2.67,3671000000.0,2.5338785046728973,0.12385085365157311,0.143149419218585,0.6009107708553326,0.21211721224920801,0.18352081311026094,0.39377603528546923,0.2422782470960929,8.535046728971963,0.9296490147783252,19840000000.0,2934000000.0,4323000000.0,11986000000.0,4918000000.0,3.6399999999999992,3.6399999999999992,1.4855632370882472,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2025-12-31,16330000000.0,5709000000.0,6853000000.0,15965000000.0,54000000.0,6871000000.0,1288000000.0,-9702000000.0,-5897000000.0,-3140000000.0,-2160000000.0,-574000000.0,-2.6499999999999995,-631000000.0,-274000000.0,6871000000.0,0.8331,29.8898,3.1251,-2.6499999999999995,-3414000000.0,-40.0,-0.13227189222290264,0.22263450834879406,0.6078128220985364,0.32364460935889505,-0.19228413962033067,-0.45342960288808665,0.3518862090290662,127.24074074074075,0.8330658105939005,20382000000.0,2132000000.0,3306000000.0,12251000000.0,3936000000.0,2.63,2.63,1.745680894308943,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
