report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,17816762000.0,12647884000.0,5168878000.0,371041000.0,-1552378000.0,-546254000.0,-529563000.0,-16294000.0,-16691000.0,-3.8,-275809544.0,-352437000.0,0.0,,10.1297,1.7409,-3.8,-546254000.0,-0.10245221496812268,-0.029722740866157386,0.34113018865250605,0.351882080266533,-0.03065955531089207,-0.1056813490277774,0.351882080266533,0.0,3482381000.0,593397000.0,589387000.0,589387000.0,28525000.0,4.029999999999999,4.029999999999999,0.0,20.662120946538124,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2013-03-31,18757061000.0,13421531000.0,5335530000.0,356767000.0,890141000.0,261329000.0,256476000.0,5898000.0,4853000.0,1.85,135409288.0,205659000.0,0.0,,10.1994,1.9753,1.85,261329000.0,0.04806945139470681,0.013673570715582787,0.28812963339515874,0.2935815786487759,0.013932299948270147,0.04897901426849816,0.2935815786487759,0.0,3557514000.0,685617000.0,684558000.0,684558000.0,26902000.0,4.74,4.74,0.0,25.44636086536317,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2013-06-30,18917683000.0,13683365000.0,5234318000.0,375119000.0,1741931000.0,,433416000.0,11750000.0,9924000.0,3.0,135624226.0,388354000.0,0.0,,10.772,1.9697,3.0,,0.08280276437159531,0.022910628114447208,0.24881352935334408,,,,,0.0,3641969000.0,734509000.0,,,23692000.0,5.059999999999999,5.059999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2013-09-30,18930823000.0,13487538000.0,5443285000.0,436141000.0,2603079000.0,,548241000.0,17687000.0,17320000.0,3.0,135680829.0,627048000.0,0.0,,12.727,2.0718,3.0,,0.10071877551882732,0.028960230624944305,0.21061250926306885,,,,,0.0,3682773000.0,708570000.0,,,19041000.0,4.049999999999999,4.049999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2013-12-31,19566094000.0,13918598000.0,5647496000.0,434057000.0,-1708994000.0,481176000.0,-528402000.0,-8275000.0,677000.0,-2.7799999999999994,-270937160.0,-370193000.0,0.0,,11.2424,2.2835,-2.7799999999999994,481176000.0,-0.09356394409132826,-0.027006003344356825,0.3091889146480327,-0.281555113710171,0.024592338153951423,0.085201653971955,-0.281555113710171,0.0,3526157000.0,709731000.0,,,27060000.0,5.07,5.07,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2014-03-31,21800358000.0,14895495000.0,5892133000.0,1569605000.0,946231000.0,,182500000.0,14404000.0,3738000.0,1.0,136562717.0,,0.0,,12.1321,2.1656,1.0,,0.030973503143937858,0.00837142215737925,0.19287045129571953,,,,,0.0,3582247000.0,635755000.0,,,35566000.0,4.22,4.22,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2014-06-30,22573515000.0,15332450000.0,6229399000.0,926443000.0,1981891000.0,,390516000.0,28738000.0,11027000.0,2.0,136716889.0,,0.0,,11.6314,2.0621,2.0,,0.06268919361241751,0.017299742640878038,0.19704211785612832,,,,,0.0,3822207000.0,592855000.0,,,52554000.0,3.2199999999999998,3.2199999999999998,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2014-09-30,22610685000.0,15528200000.0,6081046000.0,663726000.0,2974422000.0,,619191000.0,32890000.0,17473000.0,4.0,136354172.0,,0.0,,9.4704,1.8952,4.0,,0.10182310740619295,0.027384884624238496,0.20817187339254484,,,,,0.0,4193550000.0,663805000.0,,,67757000.0,4.22,4.22,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2014-12-31,22009543000.0,14890897000.0,6130053000.0,485702000.0,-1913671000.0,,-357852000.0,-30398000.0,-9251000.0,-1.0,-274711456.0,,0.0,,9.1453,1.908,-1.0,,-0.058376656776050716,-0.016258947312081856,0.18699766051740346,,,,,0.0,3988873000.0,834355000.0,,,45634000.0,5.999999999999999,5.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2015-03-31,22849680000.0,15551780000.0,6288702000.0,471012000.0,1082344000.0,,283336000.0,12736000.0,12678000.0,2.0,128451054.0,,0.0,,8.2442,1.8643,2.0,,0.04505476646850177,0.012399998599542751,0.2617799886172973,,,,,0.0,4124986000.0,935191000.0,,,43966000.0,6.999999999999999,6.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2015-06-30,23084925000.0,15947534000.0,6137515000.0,525074000.0,2101996000.0,,399126000.0,16747000.0,19458000.0,3.0,127156713.0,,0.0,,9.8522,2.0262,3.0,,0.06503055389681328,0.017289464878053534,0.18987952403334735,,,,,0.0,4245091000.0,943801000.0,,,31975000.0,7.999999999999999,7.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2015-09-30,23770592000.0,16628526000.0,6162815000.0,649779000.0,3034586000.0,,479159000.0,30047000.0,29162000.0,3.0,126354759.0,,0.0,,12.9559,2.2248,3.0,,0.0777500217027446,0.020157638480354213,0.1578992982897832,,,,,0.0,4305255000.0,803769000.0,,,29132000.0,6.999999999999999,6.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2015-12-31,23177270000.0,16028376000.0,6204881000.0,553326000.0,-2282336000.0,,-623883000.0,-13656000.0,-20686000.0,-4.0,-255923783.0,,0.0,,15.9061,2.1757,-4.0,,-0.10054713378064785,-0.026917881182727733,0.2733528279797541,,,,,0.0,3936590000.0,537738000.0,,,45874000.0,3.999999999999999,3.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2016-03-31,24541369000.0,17167593000.0,6413587000.0,557961000.0,1086676000.0,,154798000.0,16107000.0,16310000.0,1.0,124496496.0,,0.0,,21.2142,2.2051,1.0,,0.024135947637414133,0.0063076350793633395,0.14245092373439738,,,,,0.0,3940922000.0,409200000.0,,,49245000.0,2.999999999999999,2.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2016-06-30,24411917000.0,16714040000.0,6703922000.0,516591000.0,2277828000.0,,365853000.0,31770000.0,30441000.0,2.0,124425126.0,,0.0,,17.4942,2.1421,2.0,,0.05457297981688928,0.014986655902524983,0.16061484888235636,,,,,0.0,4116754000.0,375927000.0,,,64268000.0,1.9999999999999991,1.9999999999999991,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2016-09-30,25643231000.0,17250642000.0,7352322000.0,578816000.0,3475329000.0,,618725000.0,47713000.0,43672000.0,4.0,124528174.0,,0.0,,14.3558,2.2281,4.0,,0.08415368641362551,0.024128199757667043,0.17803350416608038,,,,,0.0,4557497000.0,515493000.0,,,81934000.0,2.999999999999999,2.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2016-12-31,29372109000.0,20060984000.0,8253718000.0,842942000.0,-2376277000.0,,-446638000.0,-29338000.0,-59049000.0,-2.0,-248732303.0,,0.0,,15.2124,2.3705,-2.0,,-0.054113552219739035,-0.015206194420700264,0.18795704372848787,,,,,0.0,4463556000.0,692738000.0,,,66252000.0,4.999999999999999,4.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2017-03-31,30092226000.0,20412552000.0,8605844000.0,703754000.0,1319176000.0,,253127000.0,28676000.0,28397000.0,1.0,139047672.0,,0.0,,14.7362,2.5174,1.0,,0.02941338467209027,0.008411707395790528,0.1918826600847802,,,,,0.0,4696056000.0,791067000.0,,,78821000.0,4.999999999999999,4.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2017-06-30,30862639000.0,20880560000.0,8898887000.0,740320000.0,2726713000.0,,438294000.0,57425000.0,62566000.0,2.0,139140632.0,,0.0,,16.6242,2.6393,2.0,,0.049252676205462545,0.014201442721732254,0.16074078936800462,,,,,0.0,5144941000.0,863508000.0,,,104476000.0,4.999999999999999,4.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2017-09-30,32624797000.0,22646926000.0,8911144000.0,862361000.0,4206267000.0,,404638000.0,86935000.0,70755000.0,2.0,139222324.0,,0.0,,27.309,2.5705,2.0,,0.045408086773146075,0.012402774490826716,0.0961988385425842,,,,,0.0,5875879000.0,649421000.0,,,143698000.0,2.999999999999999,2.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2017-12-31,32051658000.0,21805723000.0,9196602000.0,606199000.0,-2624781000.0,,-476781000.0,-55605000.0,-34150000.0,-1.0,-278148953.0,,0.0,,18.6608,2.1041,-1.0,,-0.05184316990123091,-0.01487539271759358,0.18164601161011149,,,,,0.0,5627375000.0,619278000.0,,,117431000.0,3.999999999999999,3.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2018-03-31,32131955000.0,21921458000.0,9150372000.0,680891000.0,1283955000.0,,150423000.0,30636000.0,21915000.0,0.0,139297934.0,,0.0,,22.5468,2.1272,0.0,,0.01643900379132127,0.004681414498433102,0.11715597509258502,,,,,0.0,5592154000.0,516574000.0,,,119391000.0,2.999999999999999,2.999999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2018-06-30,31853120000.0,21622107000.0,9163755000.0,526628000.0,2694764000.0,,394069000.0,60980000.0,45583000.0,0.0,415460756.0,,0.0,,18.8628,1.9716,0.0,,0.043003004772606865,0.012371441164947107,0.14623506919344328,,,,,0.0,5560205000.0,472349000.0,,,122946000.0,0.9999999999999991,0.9999999999999991,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2018-09-30,32252534000.0,21814433000.0,9355148000.0,651037000.0,4098548000.0,,621477000.0,90710000.0,78939000.0,1.0,413993192.0,,0.0,,14.2156,2.1851,1.0,,0.0664315519113113,0.019269090608508465,0.15163345653143503,,,,,0.0,5452486000.0,689188000.0,,,126721000.0,-8.881784197001252e-16,-8.881784197001252e-16,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2018-12-31,32218329000.0,21780650000.0,9439827000.0,646556000.0,-2626699000.0,,-407998000.0,-61842000.0,-32486000.0,0.0,-555845404.0,,0.0,,14.1874,1.9886,0.0,,-0.0432209191969302,-0.012663536957487771,0.1553272757936863,,,,,0.0,5450568000.0,757971000.0,,,120484000.0,0.9999999999999991,0.9999999999999991,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2019-03-31,33977037000.0,22817977000.0,10114596000.0,633100000.0,1722846000.0,541384000.0,448528000.0,29065000.0,45886000.0,1.07,408971029.0,235398000.0,0.0,,12.4791,2.2609,1.07,541384000.0,0.044344628297561264,0.013200915665483133,0.2603413189571209,0.3142381849567518,0.01593382024453751,0.053525024627775544,0.3142381849567518,0.0,5889459000.0,1056076000.0,,,118913000.0,2.0699999999999994,2.0699999999999994,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2019-06-30,34851670000.0,23032496000.0,10757352000.0,605316000.0,3501986000.0,,917482000.0,58345000.0,90358000.0,2.19,409755250.0,,0.0,,11.9565,2.482,2.19,,0.08528883316265937,0.026325338211913518,0.2619890542109534,,,,,0.0,6696681000.0,1579489000.0,,,116278000.0,4.259999999999999,4.259999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2019-09-30,35572603000.0,23510794000.0,11158096000.0,880099000.0,5184646000.0,,1309935000.0,89673000.0,128474000.0,3.11,410807402.0,1543139000.0,0.0,,11.7611,2.637,3.11,,0.11739771731664614,0.0368242661353739,0.2526565941049784,,,,,0.0,7782779000.0,2267947000.0,,,115241000.0,6.369999999999999,6.369999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2019-12-31,37885361000.0,25569809000.0,11497371000.0,726230000.0,-3481278000.0,,-1039626000.0,-56211000.0,-108908000.0,-2.499999999999999,-817924203.0,269922000.0,0.0,,10.6318,2.5555,-2.499999999999999,,-0.09042293233818409,-0.02744136448904367,0.29863343289447153,,,,,0.0,6928200000.0,1636319000.0,,,120872000.0,3.8699999999999997,3.8699999999999997,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2020-03-31,38416126000.0,26500721000.0,11367244000.0,882284000.0,1533828000.0,-60729000.0,144117000.0,32555000.0,27945000.0,0.32,414033570.0,610454000.0,0.0,,8.722,1.7421,0.32,-60729000.0,0.012678271003947835,0.003751471452379139,0.09395903582409501,-0.03959309648800256,-0.0015808205127190596,-0.005342455919834219,-0.03959309648800256,0.0,6739182000.0,1331908000.0,,,124362000.0,3.1199999999999997,3.1199999999999997,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2020-06-30,41199648000.0,28472748000.0,11991825000.0,854259000.0,3825663000.0,,442938000.0,63694000.0,54072000.0,1.03,411005591.0,1321580000.0,0.0,,10.0114,1.5972,1.03,,0.03693666310173806,0.01075101418342215,0.11578071565634505,,,,,0.0,7062859000.0,857364000.0,,,129711000.0,1.9599999999999995,1.9599999999999995,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2020-09-30,42716035000.0,29448283000.0,12451997000.0,976398000.0,6138833000.0,,861977000.0,105037000.0,77779000.0,2.02,410314897.0,2331450000.0,0.0,,9.9937,1.5224,2.02,,0.0692239967613227,0.020179237141274932,0.1404138213240204,,,,,0.0,8017046000.0,409406000.0,,,145075000.0,0.8699999999999997,0.8699999999999997,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2020-12-31,43282297000.0,29294856000.0,13105886000.0,906448000.0,-2973049000.0,,-43511000.0,-57830000.0,-47958000.0,-0.050000000000000266,-825094603.0,-1376979000.0,0.0,,10.4984,1.7497,-0.050000000000000266,,-0.003319958681160511,-0.0010052839848125436,0.014635143921274086,,,,,0.0,8525275000.0,1405521000.0,,,143456000.0,3.3199999999999985,3.3199999999999985,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2021-03-31,44204267000.0,30173261000.0,13096472000.0,941951000.0,2265794000.0,439111000.0,438156000.0,38346000.0,38860000.0,1.05,409223253.0,762845000.0,0.0,,9.1612,1.7143,1.05,439111000.0,0.033456033044624536,0.009912074777758446,0.19337856839589124,0.19380005419733656,0.009933679026959094,0.033528953446393804,0.19380005419733656,0.0,9257241000.0,1699560000.0,,,149247000.0,4.049999999999999,4.049999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2021-06-30,46481886000.0,31519407000.0,13986072000.0,1234059000.0,4835790000.0,,1113642000.0,74046000.0,90039000.0,2.68,407687680.0,1612572000.0,0.0,,7.6084,1.7245,2.68,,0.07962507271519838,0.023958623365669802,0.23029163797435373,,,,,0.0,10267368000.0,2370264000.0,,,159599000.0,5.699999999999998,5.699999999999998,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2021-09-30,44783736000.0,31385973000.0,13387526000.0,1137721000.0,6936994000.0,,1533584000.0,107222000.0,94176000.0,3.66,404260485.0,2627551000.0,0.0,,7.3167,1.6943,3.66,,0.11455320422907116,0.03424421758827803,0.22107327756085704,,,,,0.0,11065529000.0,3041871000.0,,,161784000.0,7.339999999999998,7.339999999999998,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2021-12-31,45100945000.0,31545816000.0,13545896000.0,858668000.0,-4788598000.0,,-928533000.0,-80144000.0,-94493000.0,-2.16,-820825482.0,-1575413000.0,0.0,,7.9577,1.9321,-2.16,,-0.06854718211331313,-0.020587883468960573,0.19390498012153035,,,,,0.0,9249980000.0,2156849000.0,,,139470000.0,5.229999999999999,5.229999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2022-03-31,45677941000.0,32748589000.0,12919589000.0,812917000.0,1941832000.0,,195800000.0,32708000.0,11619000.0,0.48,384194363.0,551563000.0,0.0,,9.5467,2.0767,0.48,,0.01515528086845487,0.004286532967849843,0.10083261579786511,,,,,0.0,8926018000.0,1914493000.0,,,133832000.0,4.659999999999998,4.659999999999998,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2022-06-30,45719194000.0,33293169000.0,12417566000.0,813548000.0,4156674000.0,,600144000.0,65503000.0,33942000.0,1.52,380905512.0,1453968000.0,0.0,,10.224,1.9354,1.52,,0.04833024442954441,0.01312674059827039,0.14438081985741485,,,,,0.0,8246902000.0,1400995000.0,,,125289000.0,3.4999999999999987,3.4999999999999987,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2022-09-30,46337104000.0,34533086000.0,11795110000.0,813583000.0,6542923000.0,,617245000.0,98566000.0,19042000.0,1.55,378373180.0,2833717000.0,0.0,,13.5581,1.835,1.55,,0.05233058445406613,0.01332075047245076,0.094337805901124,,,,,0.0,7852831000.0,484656000.0,,,116633000.0,1.3899999999999986,1.3899999999999986,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2022-12-31,47990507000.0,35069605000.0,12910073000.0,855118000.0,-3026621000.0,,63744000.0,-66511000.0,15358000.0,0.25,-765863288.0,-1024021000.0,0.0,,15.7222,2.3539,0.25,,0.004937539857443099,0.0013282626916194071,-0.021061110723807175,,,,,0.0,9614808000.0,1476933000.0,,,130266000.0,3.799999999999999,3.799999999999999,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2023-06-30,53856000000.0,39213000000.0,14641000000.0,904000000.0,6330000000.0,,1386000000.0,65000000.0,131000000.0,3.62,377800000.0,2114000000.0,0.0,,12.335,2.4153,3.62,,0.0946656649135988,0.025735294117647058,0.218957345971564,,,,,0.0,14002976000.0,2667133000.0,,,162558000.0,6.9399999999999995,6.9399999999999995,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2023-09-30,55227000000.0,39986000000.0,15239000000.0,859000000.0,9659000000.0,,2109000000.0,99000000.0,203000000.0,5.5,378300000.0,4084000000.0,0.0,,9.9751,2.3871,5.5,,0.13839490780234923,0.03818784290292791,0.21834558442902993,,,,,0.0,19505302000.0,4175989000.0,,,196055000.0,10.92,10.92,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2023-12-31,58906000000.0,40551000000.0,18353000000.0,917000000.0,13634000000.0,,4443000000.0,133000000.0,-873000000.0,11.62,378800000.0,5749000000.0,0.0,,6.238,2.0962,11.62,,0.24208576254563285,0.07542525379418055,0.3258764852574446,,,,,0.0,26596379000.0,8001744000.0,,,230489000.0,20.99,20.99,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2024-03-31,62768000000.0,43411000000.0,19355000000.0,993000000.0,3941000000.0,,1120000000.0,34000000.0,101000000.0,2.92,380500000.0,1564000000.0,0.0,,7.146,2.4895,2.92,,0.05786618444846293,0.017843487127198573,0.2841918294849023,,,,,0.0,33564000000.0,9058000000.0,,,331000000.0,23.659999999999997,23.659999999999997,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2024-06-30,65465000000.0,44800000000.0,20665000000.0,1020000000.0,8170000000.0,,2389000000.0,69000000.0,198000000.0,6.22,380900000.0,3082000000.0,0.0,,6.949,2.5334,6.22,,0.11560609726590854,0.03649278240281066,0.2924112607099143,,,,,0.0,35404000000.0,10061000000.0,,,335000000.0,26.259999999999998,26.259999999999998,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2024-09-30,73656000000.0,51382000000.0,22274000000.0,1025000000.0,12892000000.0,,3377000000.0,104000000.0,296000000.0,8.78,381300000.0,5100000000.0,0.0,,7.3699,2.6045,8.78,,0.15161174463500046,0.04584826762246117,0.2619453924914676,,,,,0.0,38637000000.0,11329000000.0,,,340000000.0,29.539999999999996,29.539999999999996,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2024-12-31,70906000000.0,50086000000.0,20820000000.0,979000000.0,-7563000000.0,,-2574000000.0,-66000000.0,-233000000.0,-6.730000000000002,-760900000.0,-3073000000.0,0.0,,8.058,2.0678,-6.730000000000002,,-0.12363112391930836,-0.0363015823766677,0.3403411344704482,,,,,0.0,17440000000.0,4312000000.0,,,141000000.0,11.189999999999996,11.189999999999996,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2025-03-31,75176000000.0,53631000000.0,21545000000.0,1187000000.0,4673000000.0,,574000000.0,35000000.0,121000000.0,1.48,381900000.0,1458000000.0,0.0,,9.5925,2.0452,1.48,,0.02664191227663031,0.007635415558156859,0.12283329766745131,,,,,0.0,18172000000.0,3766000000.0,,,142000000.0,9.749999999999996,9.749999999999996,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2025-06-30,78788000000.0,55747000000.0,23041000000.0,983000000.0,9886000000.0,,1811000000.0,73000000.0,335000000.0,4.7,380800000.0,2582000000.0,0.0,,9.1538,1.835,4.7,,0.07859901913979428,0.02298573386810174,0.1831883471575966,,,,,0.0,19888000000.0,3188000000.0,,,146000000.0,8.229999999999997,8.229999999999997,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2025-09-30,79185000000.0,55466000000.0,23719000000.0,1063000000.0,14995000000.0,,3161000000.0,110000000.0,550000000.0,8.26,379100000.0,4768000000.0,0.0,,8.136,1.7603,8.26,,0.13326868755006535,0.03991917661173202,0.21080360120040012,,,,,0.0,21991000000.0,2972000000.0,,,152000000.0,7.7099999999999955,7.7099999999999955,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
2025-12-31,79241000000.0,55035000000.0,24206000000.0,993000000.0,-9625000000.0,,-1147000000.0,-70000000.0,-246000000.0,-2.84,-765900000.0,-2636000000.0,0.0,,7.907,1.8017,-2.84,,-0.04738494588118648,-0.01447482994914249,0.11916883116883117,,,,,0.0,19929000000.0,4399000000.0,,,148000000.0,11.599999999999998,11.599999999999998,,,0.39669654,103.39,82.445,2.13797,34420.383,7.8246,1.437,1.7829
