report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2014-08-30,7034260000.0,4479768000.0,2006898000.0,4095081000.0,2939179000.0,1500000000.0,,1226627000.0,,2164930000.0,669442000.0,411005000.0,246815000.0,2.0,196796000.0,,156136000.0,,,1500000000.0,,8.4418,146.8707,2.0,669442000.0,0.13983666867516406,0.05842903162521715,,,,0.09516878818809654,0.15080311021474918,,,0.5103465967877424,2.232185193268417,,966063000.0,1548762000.0,4581971000.0,,1548762000.0,4.0,4.0,0.9685154981850019,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2014-11-29,7335835000.0,4755833000.0,2078615000.0,4146528000.0,3189307000.0,1500000000.0,,1043838000.0,,3293904000.0,1022125000.0,636413000.0,354521000.0,3.0,192463000.0,,230993000.0,,,1500000000.0,,8.5616,158.3675,3.0,1022125000.0,0.19954585745429965,0.08675399596637602,,,,0.13933315021398382,0.21796930761837516,,,0.47032160905174697,2.2879816608655283,,913485000.0,1483373000.0,4607730000.0,,1483373000.0,4.0,4.0,1.0112089137391607,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2015-02-28,6758993000.0,4083603000.0,1942681000.0,4015803000.0,2743190000.0,,,875574000.0,,-1869940000.0,-437975000.0,-276996000.0,-54975000.0,0.0,-402475000.0,,-124410000.0,,,0.0,1.063,9.4431,1588.4607,0.0,-437975000.0,-0.10097587115730226,-0.04098184448482192,,,,-0.06479885391211383,-0.15965901013054146,,,0.0,2.1020450604087855,,957474000.0,1554293000.0,4619779000.0,,1554293000.0,5.0,5.0,0.0,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2015-05-30,6599077000.0,3930701000.0,1973153000.0,4046881000.0,2552196000.0,,,615230000.0,,1044133000.0,273269000.0,158451000.0,94917000.0,0.0,171133000.0,,72364000.0,,,0.0,,8.5549,1749.4868,0.0,273269000.0,0.06208418162241458,0.024011085186610187,,,,0.041410185091036215,0.10707210574736423,,,0.0,1.9920913380766723,,928873000.0,1526861000.0,4633027000.0,,1526861000.0,5.0,5.0,0.0,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2015-08-29,6651306000.0,3997892000.0,2003199000.0,4083038000.0,2568268000.0,1500000000.0,,667563000.0,,2185083000.0,623463000.0,360129000.0,218380000.0,2.0,168883000.0,,160805000.0,,,1500000000.0,,7.2677,1580.9189,2.0,623463000.0,0.14022251571876454,0.054144103428710094,,,,0.09373542579457328,0.15325022835270438,,,0.5840511971492072,1.99575379181,,877997000.0,1480882000.0,4653180000.0,,1480882000.0,5.0,5.0,1.0129098739805062,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2015-11-28,6843992000.0,4190536000.0,2192379000.0,4278238000.0,2565754000.0,1500000000.0,,490737000.0,,3300394000.0,916321000.0,537945000.0,315370000.0,3.0,167116000.0,,244255000.0,,,1500000000.0,,5.7747,2571.9378,3.0,916321000.0,0.20966351411709774,0.07860105622566478,,,,0.13388691862877689,0.22537541622045998,,,0.5846234674095802,1.9114103902655517,,779529000.0,1375078000.0,4659670000.0,,1375078000.0,5.0,5.0,1.0908472101218984,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2016-02-27,6498940000.0,3825962000.0,1867225000.0,3939400000.0,2559540000.0,1500000000.0,,515573000.0,,-1909300000.0,-398150000.0,-215036000.0,-142711000.0,0.0,-342116000.0,,-149029000.0,,,1500000000.0,0.9602,4.7612,3288.7875,0.0,-398150000.0,-0.08401353368183345,-0.03308785740443826,,,,-0.0612638368718591,-0.09807761470511438,,,0.5860428045664455,2.0490096265849056,,841489000.0,1414903000.0,4620310000.0,,1414903000.0,5.0,5.0,1.0601433455155582,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2016-05-28,6578977000.0,3898031000.0,1977147000.0,4049890000.0,2529087000.0,1491254000.0,,544269000.0,,1023592000.0,213026000.0,122619000.0,74092000.0,0.0,153752000.0,,89455000.0,,,1491254000.0,,4.6232,590.4962,0.0,213026000.0,0.048483504126192574,0.018638004054429738,,,,0.032379806161353046,0.05298704761611018,,,0.5896412420766862,1.9715433399742153,,805657000.0,1354660000.0,4599769000.0,,1354660000.0,5.0,5.0,1.1008326812631952,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2016-08-27,6669375000.0,3928504000.0,1997677000.0,4095380000.0,2573995000.0,1491370000.0,,577844000.0,,2140485000.0,493999000.0,289954000.0,169531000.0,1.0,152133000.0,,184789000.0,,,1491370000.0,,3.9184,635.7962,1.0,493999000.0,0.11264746046515242,0.04347543810327054,,,,0.07406975916034111,0.1215140583932808,,,0.57939894988141,1.9665361317169894,,735482000.0,1225196000.0,4555171000.0,,1225196000.0,4.0,4.0,1.2172501379371137,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2016-11-26,7232801000.0,4270122000.0,2507391000.0,4617818000.0,2614983000.0,1491487000.0,,473006000.0,,3233259000.0,705282000.0,416378000.0,236136000.0,2.0,150950000.0,,276436000.0,215164000.0,,1491487000.0,,3.7377,690.1421,2.0,920446000.0,0.1592278037753974,0.05756801548943487,,,,0.09751160027767942,0.17174897174458842,,,0.5703620252980612,1.7030140093826611,,613915000.0,1014157000.0,4488036000.0,,1229321000.0,3.0,3.0,1.2132608163368233,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2017-02-25,6846029000.0,3810744000.0,2032501000.0,4126752000.0,2719277000.0,1491603000.0,,488329000.0,,-1820986000.0,-277097000.0,-143843000.0,-99212000.0,1.0,-307127000.0,,-177106000.0,75750000.0,,1491603000.0,0.9807,3.4163,491.952,1.0,-201347000.0,-0.05289751650898382,-0.021011158439439858,,,,-0.040475580807501695,-0.06580500987917015,,,0.5485292597995717,1.8749038745860396,,685108000.0,1135210000.0,4576350000.0,,1426124000.0,4.0,4.0,1.0459139597959224,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2017-05-27,6875801000.0,3650173000.0,2125019000.0,4203209000.0,2672592000.0,1491719000.0,,469320000.0,,1000115000.0,147011000.0,75283000.0,55148000.0,0.0,142141000.0,,80760000.0,74912000.0,,1491719000.0,,3.1494,,0.0,221923000.0,0.028168534516304772,0.010948978889877703,,,,0.021380927109437866,0.035302598677188136,,,0.5581544059100678,1.7177131122121732,,637772000.0,1069195000.0,4552873000.0,,1435021000.0,4.0,4.0,1.03951022319534,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2017-08-26,6782659000.0,3530364000.0,1989020000.0,4060961000.0,2721698000.0,1491836000.0,,464062000.0,,2068674000.0,315858000.0,169513000.0,110599000.0,1.0,141176000.0,,176955000.0,148497000.0,,1491836000.0,,2.4014,,1.0,464355000.0,0.06228207538088355,0.02499211592385818,,,,0.04656846230954556,0.07496272724985724,,,0.548126941343235,1.7749263456375501,,517331000.0,891054000.0,4481062000.0,,1405377000.0,4.0,4.0,1.0615201472629765,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2017-11-25,7188878000.0,3940491000.0,2361067000.0,4440032000.0,2748846000.0,1491952000.0,,453103000.0,,3109735000.0,424218000.0,230814000.0,144037000.0,1.0,140381000.0,,263963000.0,227407000.0,,1491952000.0,,1.8629,,1.0,651625000.0,0.08396759949447877,0.032107096545524905,,,,0.05901032122119752,0.10003258820627627,,,0.5427557600534916,1.6689450151139293,,331767000.0,609990000.0,4357538000.0,,1136556000.0,3.0,3.0,1.3126955468978212,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2018-03-03,7040806000.0,3971078000.0,2165685000.0,4152178000.0,2888628000.0,1492078000.0,,346140000.0,12349301000.0,-1735509000.0,-125766000.0,-50752000.0,-38982000.0,1.0,-283959000.0,859689000.0,-145885000.0,-137709000.0,713804000.0,1492078000.0,1.2352,1.8194,,1.0,-263475000.0,-0.01756958666882686,-0.007208265644586713,-0.004109706290258857,-0.14053499870154595,-0.010184058190823918,-0.017862443589554945,-0.0287090710949331,0.0578011662360485,-0.021335215653096477,0.5165351855621423,1.8336360089302,,424858000.0,761321000.0,4443015000.0,,1074428000.0,3.0,3.0,1.3887184622887714,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2018-06-02,7013746000.0,3956381000.0,2128067000.0,4109567000.0,2904179000.0,1492194000.0,,678646000.0,,964848000.0,81229000.0,43576000.0,20921000.0,0.0,136601000.0,,97813000.0,79578000.0,,1492194000.0,,1.6158,,0.0,160807000.0,0.015004584772495083,0.006212942413369404,,,,0.011581400295933157,0.018476366768697742,,,0.5138092383424024,1.8591430626949246,,393151000.0,695539000.0,4407748000.0,,1013312000.0,3.0,3.0,1.4725908703341124,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2018-09-01,7319863000.0,4276144000.0,2444017000.0,4417455000.0,2902408000.0,1492310000.0,,869297000.0,,1953409000.0,160087000.0,92215000.0,36529000.0,0.0,136138000.0,639016000.0,181541000.0,161668000.0,457475000.0,1492310000.0,,1.4976,,0.0,321755000.0,0.031771894234029124,0.012597913376247615,,,,0.0218702180628244,0.036427138214556655,,,0.5141627228149868,1.7496375843539549,,315853000.0,539768000.0,4292483000.0,,870712000.0,2.0,2.0,1.7138962136734075,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2018-12-01,7536744000.0,4480613000.0,2679028000.0,4633469000.0,2903275000.0,1492427000.0,,762513000.0,,2957119000.0,209600000.0,116569000.0,38997000.0,0.0,135425000.0,665435000.0,256490000.0,246482000.0,408945000.0,1492427000.0,,1.1156,,0.0,456082000.0,0.04015086411035813,0.015466758589650915,,,,0.027810417867450452,0.047682941200290645,,,0.514049478606057,1.672477107368792,,201608000.0,325150000.0,4139867000.0,,675169000.0,1.0,1.0,2.2104495318949775,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2019-03-02,6570541000.0,3909972000.0,2077632000.0,4010210000.0,2560331000.0,1487934000.0,,508971000.0,12028797000.0,-1771396000.0,-538051000.0,-389584000.0,-115832000.0,-1.0,-273872000.0,-386173000.0,-210478000.0,-148903000.0,-596651000.0,1487934000.0,0.8915,0.8543,,-1.0,-686954000.0,-0.15216157598373023,-0.059292530097597745,-0.03238761116344386,-0.14726293909523952,-0.04473024193524922,-0.08188838635966202,-0.13290903634025936,-0.049601884544231645,-0.05710911905820674,0.5811490779903067,1.8819367433693743,,-137224000.0,-87135000.0,4103980000.0,,251690000.0,-1.0,-1.0,5.911772418451269,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2019-06-01,7988195000.0,3697092000.0,2431082000.0,5926201000.0,2061994000.0,1488051000.0,,700389000.0,2572989000.0,887179000.0,-406842000.0,-371085000.0,-51655000.0,-2.0,127614000.0,90087000.0,68375000.0,83542000.0,21712000.0,1488051000.0,,1.2808,,-2.0,-323300000.0,-0.17996415120509565,-0.04645417394042083,-0.14422331381906414,0.3448048164994098,-0.1581203806156964,-0.050930404177664666,-0.11460192758119968,0.008438434832018326,-0.12565152824205622,0.7216563190775531,1.5207598920974281,,-551885000.0,-575206000.0,4026311000.0,291481000.0,-232417000.0,-3.0,-3.0,-6.402504980272528,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2019-08-31,7916378000.0,3620151000.0,2487110000.0,6012675000.0,1903703000.0,1488167000.0,,983847000.0,5292436000.0,1614167000.0,-589100000.0,-509850000.0,-111490000.0,-4.0,125481000.0,255903000.0,125210000.0,167972000.0,130693000.0,1488167000.0,,0.8951,,-4.0,-421128000.0,-0.26782013791016773,-0.06440445365292057,-0.09633560046829097,0.3049950911073842,-0.11130980138446643,-0.0744153449974218,-0.17368000542473622,0.02469429956262107,-0.07957167550065793,0.7817222539440238,1.4555652946592632,,-1153950000.0,-1324393000.0,3687069000.0,-35301000.0,-975300000.0,-7.0,-7.0,-1.525855634163847,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2019-11-30,8011988000.0,3804440000.0,2698043000.0,6163783000.0,1848205000.0,1488284000.0,,900077000.0,8051758000.0,2528004000.0,-618858000.0,-548402000.0,-119875000.0,-4.0,124688000.0,257127000.0,188352000.0,255121000.0,68775000.0,1488284000.0,,0.8739,,-4.0,-363737000.0,-0.2967214134795653,-0.06844768114979703,-0.06810959792880014,0.3139691977826457,-0.076859985111326,-0.07724150360684515,-0.18548180437579742,0.008541612899940609,-0.04517485498198033,0.8052591568575996,1.4100738943004245,27945980000.0,-1818921000.0,-2152851000.0,3257954000.0,-375471000.0,-1795119000.0,-11.0,-11.0,-0.8290726130133991,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2020-02-29,7790515000.0,3826285000.0,2466526000.0,6025580000.0,1764935000.0,1488400000.0,,1000340000.0,-4758603000.0,-1487690000.0,914736000.0,815521000.0,131983000.0,6.0,-253431000.0,-12176000.0,-104536000.0,-164124000.0,-116712000.0,1488400000.0,0.8213,1.5307,,6.0,750612000.0,0.46206857476337654,0.10468126946678108,-0.17137823852924902,0.3126316694206262,-0.19222784502090215,0.11741662778391415,0.2811687084176699,0.024526525957303015,-0.1577378907212894,0.843317175986651,1.551285086798193,11158580000.0,-613816000.0,-700064000.0,3541660000.0,104468000.0,-357553000.0,-4.0,-4.0,-4.162739509946777,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2020-05-30,7694347000.0,3816234000.0,2464037000.0,6233257000.0,1461090000.0,1724916000.0,,1120974000.0,1307447000.0,348489000.0,-460929000.0,-302291000.0,-175809000.0,-2.0,123697000.0,-394624000.0,42351000.0,83601000.0,-436975000.0,1724916000.0,,0.3787,,-2.0,-377328000.0,-0.20689416805261826,-0.039287414513538316,-0.23120707761002932,0.26654158830147606,-0.3525412502380594,-0.059904888614979286,-0.14467298554993305,-0.3342200486903102,-0.28859907896840176,1.1805679321602365,1.5487730094962049,9893038000.0,-545022000.0,-754151000.0,3002970000.0,-354219000.0,-411581000.0,-4.0,-4.0,-4.190951477351967,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2020-08-29,7439100000.0,3743558000.0,2502539000.0,5742092000.0,1697008000.0,1190168000.0,,1441845000.0,3995415000.0,1336026000.0,-190386000.0,-84391000.0,-69499000.0,0.0,123922000.0,148858000.0,79321000.0,168878000.0,69537000.0,1190168000.0,,0.7422,,0.0,-21508000.0,-0.049729288253208,-0.011344248632227017,-0.0211219610478511,0.33438979430171833,-0.04765112009641051,-0.02559261200951728,-0.06594194465456903,0.017404199563749948,-0.005383170459138788,0.7013331699084506,1.4959039599382866,8596017000.0,-119563000.0,-355437000.0,2724829000.0,-415375000.0,-11961000.0,0.0,0.0,-99.50405484491263,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2020-11-28,6991610000.0,3964541000.0,2708455000.0,5591651000.0,1399959000.0,1190265000.0,,1462612000.0,6613887000.0,2292593000.0,-313235000.0,-159832000.0,-134712000.0,-1.0,123576000.0,192402000.0,117316000.0,262584000.0,75086000.0,1190265000.0,,0.8696,100.4043,-1.0,-50651000.0,-0.11416905780812152,-0.022860542850645274,-0.024166121979404848,0.34663322793389123,-0.0473601983221062,-0.04480155500664368,-0.1209296956556653,0.011352779386766057,-0.0076582802216003994,0.8502141848439847,1.463764766259731,7158146000.0,269007000.0,-49814000.0,2489418000.0,-409064000.0,301125000.0,3.0,3.0,3.9527272727272726,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2021-02-27,6456930000.0,3620045000.0,2294921000.0,5179994000.0,1276936000.0,1190363000.0,,1352984000.0,-2683721000.0,-859027000.0,627663000.0,395741000.0,194031000.0,2.0,-249749000.0,321472000.0,-55911000.0,-174151000.0,265561000.0,1190363000.0,1.7787,0.8632,36.7367,2.0,453512000.0,0.3099145141181704,0.06128934338764707,-0.14745981419081938,0.32008804193878576,-0.23387788820074815,0.09720765131416943,0.2543927590454177,-0.09895253642237774,-0.1689862694370987,0.9322025536127104,1.5774159546232747,9233028000.0,-150773000.0,-336887000.0,3118081000.0,-26791000.0,4025000.0,-1.0,-1.0,295.7423602484472,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2021-05-29,6053289000.0,3206859000.0,2053498000.0,4946495000.0,1106794000.0,1182566000.0,,1097267000.0,1953812000.0,633694000.0,-71872000.0,-50874000.0,-37263000.0,0.0,106772000.0,-28741000.0,73521000.0,68278000.0,-102262000.0,1182566000.0,,1.1303,34.5377,0.0,-3594000.0,-0.04596519316150973,-0.008404356705916403,-0.02603832917394304,0.3243372443203338,-0.036785524912325236,-0.011873214710217867,-0.03139392668693434,-0.0523397338126698,-0.0018394809736044205,1.0684607975829288,1.5616567437611335,9879393000.0,100644000.0,52170000.0,3403286000.0,307922000.0,377759000.0,1.0,1.0,3.130477367845637,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
2021-08-28,6067523000.0,3101369000.0,2166766000.0,5133289000.0,934234000.0,1179588000.0,,970592000.0,3938508000.0,1234763000.0,-155986000.0,-124089000.0,-64394000.0,-1.0,104361000.0,46038000.0,149475000.0,138390000.0,-103437000.0,1179588000.0,,1.2243,10.1289,-1.0,-17596000.0,-0.1328243245268316,-0.0204513439833685,-0.0315066009768166,0.3135103445264044,-0.03960535309310023,-0.02570834918961164,-0.07379334683809706,-0.02626299096002852,-0.0044676816703177955,1.2626258517673303,1.4313354556975695,9822486000.0,60946000.0,86570000.0,3302023000.0,134948000.0,381671000.0,0.0,0.0,3.090588491135035,-50.52968,12.65,3.54,1.37734,318.8225,1.7277,0.3052
