report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-06-30,7224798000.0,2192999000.0,657422000.0,3320503000.0,3904295000.0,572288000.0,,,342759000.0,285061000.0,34454000.0,32963000.0,1.74,164226000.0,521934000.0,214952000.0,231788000.0,306982000.0,0.0,,32.0627,5.7146,1.74,574547000.0,0.07301215712439763,0.03945591281583236,,,0.04744201844812824,0.08779024125994578,,,0.0,3.3357554204148934,,558067000.0,639175000.0,402030000.0,1105370000.0,68345000.0,3.3999999999999995,3.3999999999999995,0.0,9.352183773502086,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2020-09-30,7514393000.0,2243221000.0,717124000.0,3406776000.0,4107617000.0,742521000.0,162799784.0,,523917000.0,443684000.0,51778000.0,41764000.0,2.69,164990000.0,923907000.0,395793000.0,350681000.0,528114000.0,0.0,,31.9627,5.7574,2.69,874598000.0,0.10801493907538118,0.05904455622696338,,,0.06972179921917845,0.12754767545270165,,,0.0,3.128079662652484,,642816000.0,749496000.0,422746000.0,1241498000.0,87434000.0,3.9099999999999997,3.9099999999999997,0.0,8.572134409954938,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2020-12-31,7764130000.0,1929531000.0,758170000.0,3512834000.0,4251296000.0,352917000.0,,3198149000.0,-360472000.0,-294837000.0,-34317000.0,-43097000.0,-1.8099999999999996,-327687000.0,-454084000.0,-237527000.0,-220288000.0,-691611000.0,0.0,2.5448,30.6853,5.3443,-1.8099999999999996,-580760000.0,-0.0693522634039126,-0.03797424824159307,-0.09218988858868052,-0.11271269725081602,-0.046427867642607736,-0.08479108488329205,-0.2162535266493212,-0.18159253993481855,0.0,2.5449846340530486,,557054000.0,658534000.0,225633000.0,1136923000.0,69120000.0,3.37,3.37,0.0,9.52740162037037,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2021-03-31,7817920000.0,2161402000.0,715131000.0,3496557000.0,4321363000.0,456799000.0,,,182364000.0,155695000.0,17834000.0,11898000.0,0.94,165688000.0,249793000.0,87222000.0,131471000.0,162571000.0,0.0,,28.2904,5.0908,0.94,313835000.0,0.036029141731439826,0.01991514366992755,,,0.02332640907044329,0.04220057421697738,,,0.0,3.0223861082794623,,589603000.0,688568000.0,306056000.0,1182220000.0,69749000.0,3.56,3.56,0.0,9.87208418758692,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2021-06-30,7920938000.0,2253252000.0,647449000.0,3444281000.0,4476657000.0,581068000.0,,,381798000.0,312192000.0,35871000.0,29907000.0,1.88,165976000.0,627926000.0,194453000.0,269186000.0,433473000.0,0.0,,32.5313,5.6993,1.88,650984000.0,0.06973775297057604,0.03941351390454009,,,0.04820110951505996,0.08528640903245435,,,0.0,3.4801999848636727,,616734000.0,727607000.0,432547000.0,1258657000.0,71166000.0,3.7,3.7,0.0,10.224081724418964,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2021-09-30,8115475000.0,2761880000.0,731440000.0,3533030000.0,4582445000.0,1264590000.0,,,587063000.0,491108000.0,54015000.0,43555000.0,2.96,166090000.0,1017663000.0,265131000.0,408933000.0,752532000.0,0.0,,28.1727,5.0058,2.96,995996000.0,0.10717160816987438,0.06051500374284931,,,0.07233871091957032,0.1281113030270958,,,0.0,3.775948813299792,,664158000.0,790753000.0,656965000.0,1380055000.0,73403000.0,3.97,3.97,0.0,10.772761331280737,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2021-12-31,8138673000.0,1920434000.0,790341000.0,3608659000.0,4530014000.0,536725000.0,,,-368077000.0,-307353000.0,-35388000.0,-22789000.0,-1.8499999999999992,-331950000.0,-490819000.0,-217837000.0,-258958000.0,-708656000.0,0.0,2.43,29.1845,5.4942,-1.8499999999999992,-627035000.0,-0.06784813468567646,-0.03776451025861341,,,-0.04522567745380605,-0.08125294977013316,,,0.0,2.4298802668721478,,651642000.0,783148000.0,639920000.0,1333780000.0,72332000.0,3.93,3.93,0.0,10.827130454017585,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2022-03-31,8303779000.0,1464483000.0,869265000.0,4003257000.0,4300522000.0,377811000.0,,903647000.0,173319000.0,119163000.0,2695000.0,34050000.0,0.73,163637000.0,222451000.0,51005000.0,142595000.0,171446000.0,0.0,,30.526,5.4541,0.73,315914000.0,0.027708961842306586,0.01435045417273268,0.13186897095879255,0.1917994526623781,0.020872304043737196,0.04030185172869712,0.18972674064098038,0.3495989031115026,0.0,1.684737105485669,,615110000.0,774103000.0,648795000.0,1335859000.0,57193000.0,3.7200000000000006,3.7200000000000006,0.0,13.534925602783558,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2022-06-30,8211054000.0,1566157000.0,817084000.0,3930576000.0,4280478000.0,426710000.0,,,348361000.0,238700000.0,5627000.0,85108000.0,1.47,162674000.0,563882000.0,125220000.0,293199000.0,438662000.0,0.0,,23.7823,4.0647,1.47,641560000.0,0.05576480009942815,0.02907056755442115,,,0.04242585665616132,0.08138366789877205,,,0.0,1.916763759907182,,541618000.0,740666000.0,653984000.0,1326435000.0,26949000.0,3.3100000000000005,3.3100000000000005,0.0,27.483988274147464,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2022-09-30,8107369000.0,1695573000.0,753011000.0,3874185000.0,4233184000.0,457816000.0,,,508799000.0,346854000.0,8412000.0,135114000.0,2.15,161472000.0,933178000.0,176017000.0,444184000.0,757161000.0,0.0,,22.9878,3.5522,2.15,952983000.0,0.08193690612078285,0.04278255991555337,,,0.06275759744005731,0.12019298003583119,,,0.0,2.251724078399917,,397364000.0,662402000.0,658613000.0,1283422000.0,-18654000.0,2.500000000000001,2.500000000000001,0.0,35.509917443979845,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2022-12-31,8303400000.0,1969562000.0,818868000.0,3943213000.0,4360187000.0,542337000.0,,,-354205000.0,-181045000.0,-5638000.0,-127576000.0,-1.0899999999999999,-327316000.0,-444835000.0,-110976000.0,-287224000.0,-555811000.0,0.0,2.4052,23.1861,3.6652,-1.0899999999999999,-641429000.0,-0.04152230168109762,-0.02180371895849893,,,-0.04265782691427608,-0.08123619468614535,,,0.0,2.40522526219122,,523672000.0,676274000.0,811458000.0,1269028000.0,11096000.0,3.26,3.26,0.0,60.947548666186016,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2023-03-31,8183333000.0,1697711000.0,836253000.0,4011992000.0,4171341000.0,298800000.0,,,126638000.0,97106000.0,2681000.0,29780000.0,0.62,156135000.0,233499000.0,141700000.0,135457000.0,91799000.0,0.0,,22.3756,3.3014,0.62,262095000.0,0.02327932432280171,0.011866314128974098,,,0.0154751126466441,0.030359061989897254,,,0.0,2.03014040009423,,501615000.0,629593000.0,731811000.0,1215209000.0,11082000.0,3.1500000000000004,3.1500000000000004,0.0,56.812218011189316,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2023-06-30,8345965000.0,1718472000.0,860774000.0,4056798000.0,4289167000.0,298612000.0,,,276423000.0,225922000.0,5838000.0,50971000.0,1.46,154795000.0,599810000.0,254005000.0,274582000.0,345805000.0,0.0,,25.9503,3.7312,1.46,551005000.0,0.052672698451704025,0.02706960788836282,,,0.033120555861425253,0.06444677952618771,,,0.0,1.9964264719891633,,488837000.0,557655000.0,638954000.0,1124654000.0,11293000.0,3.1400000000000006,3.1400000000000006,0.0,49.38058974586027,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2023-09-30,9582088000.0,1867381000.0,810491000.0,5257884000.0,4324204000.0,459907000.0,,,452552000.0,386464000.0,10825000.0,71297000.0,2.5,154855000.0,959246000.0,387505000.0,423142000.0,571741000.0,0.0,,28.7776,4.3281,2.5,875694000.0,0.08937228678387976,0.04033191930610531,,,0.047228954691294844,0.1046555620410138,,,0.0,2.3040120124714525,,528447000.0,501408000.0,453534000.0,1047365000.0,13706000.0,3.4900000000000007,3.4900000000000007,0.0,36.58310229096746,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2023-12-31,9900037000.0,1804855000.0,836038000.0,5302882000.0,4597155000.0,489468000.0,,,-218275000.0,-161863000.0,-1635000.0,-45675000.0,-1.06,-310388000.0,-444116000.0,-325301000.0,-262405000.0,-769417000.0,0.0,2.1588,32.6005,4.6829,-1.06,-480680000.0,-0.035209384934812946,-0.01634973687472077,,,-0.022047897396747104,-0.047480452584261354,,,0.0,2.158819335963198,,547629000.0,637338000.0,239928000.0,1208114000.0,17709000.0,3.52,3.52,0.0,35.98949686600034,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2024-03-31,9935606000.0,2625179000.0,808938000.0,5301839000.0,4633767000.0,467717000.0,,,166728000.0,175418000.0,6818000.0,12844000.0,1.11,157466000.0,351878000.0,93751000.0,156183000.0,258127000.0,0.0,,26.4329,4.2604,1.11,322911000.0,0.03785645674458815,0.01765549076724661,,,0.01678085866126334,0.03598109270492021,,,0.0,3.245216567895191,,625941000.0,677428000.0,406256000.0,1268930000.0,21846000.0,4.010000000000001,4.010000000000001,0.0,31.009246543989747,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2024-06-30,10087532000.0,2570460000.0,1945876000.0,5332856000.0,4754676000.0,448042000.0,,,314714000.0,307106000.0,,47992000.0,1.97,155527000.0,782841000.0,184745000.0,314732000.0,598096000.0,0.0,,21.6882,3.4725,1.97,629446000.0,0.06459031067521741,0.030444116558936318,,,0.031198314909930396,0.06619041970472857,,,0.0,1.3209783151649952,,707125000.0,715719000.0,658547000.0,1347371000.0,,4.5200000000000005,4.5200000000000005,0.0,,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2024-09-30,10190457000.0,2634430000.0,1983023000.0,5396319000.0,4794138000.0,569749000.0,,,385351000.0,365013000.0,,63891000.0,2.36,154765000.0,1175383000.0,297548000.0,480461000.0,877835000.0,0.0,,29.071,3.8567,2.36,865812000.0,0.07613735774814993,0.035819100164006384,,,0.03781488896916007,0.08037962194663566,,,0.0,1.3284919035230554,,685674000.0,648518000.0,964641000.0,1337489000.0,,4.380000000000001,4.380000000000001,0.0,,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2024-12-31,10368785000.0,2578097000.0,2091323000.0,5490428000.0,4878357000.0,517707000.0,,,-333382000.0,-342619000.0,,-42632000.0,-2.1699999999999995,-313412000.0,-790931000.0,-185611000.0,-302966000.0,-976542000.0,0.0,1.2328,28.4585,3.6003,-2.1699999999999995,-636348000.0,-0.07023245736218157,-0.033043312210639914,,,-0.03215246530813398,-0.06833899200079042,,,0.0,1.2327588803833744,,504918000.0,533411000.0,757516000.0,1181821000.0,,3.2700000000000014,3.2700000000000014,0.0,,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2025-03-31,9982190000.0,2374971000.0,2016529000.0,5397629000.0,4584561000.0,1097026000.0,,,154583000.0,123171000.0,,50212000.0,0.82,151064000.0,251200000.0,117776000.0,174022000.0,133424000.0,0.0,,25.9841,2.9264,0.82,328605000.0,0.02686647641944343,0.012339075894167512,,,0.01548588035290853,0.033718168435320196,,,0.0,1.177751968853411,,452671000.0,521266000.0,632813000.0,1187515000.0,,2.980000000000001,2.980000000000001,0.0,,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2025-06-30,10536135000.0,2033827000.0,880519000.0,6068627000.0,4467508000.0,850302000.0,,,306044000.0,226789000.0,,98532000.0,1.53,148156000.0,710349000.0,263312000.0,349483000.0,447037000.0,0.0,,26.8621,2.7933,1.53,655527000.0,0.05076409488242662,0.02152487605749167,,,0.0290470841537243,0.06850441006485047,,,0.0,2.3098047855866826,,372354000.0,512596000.0,481754000.0,1213596000.0,,2.540000000000001,2.540000000000001,0.0,,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2025-09-30,10833273000.0,2167238000.0,950316000.0,6101329000.0,4731944000.0,927933000.0,,,472068000.0,366959000.0,,131527000.0,2.5,147041000.0,1152181000.0,376092000.0,526106000.0,776089000.0,0.0,,21.5234,2.6395,2.5,998174000.0,0.07754931165711175,0.03387332710991406,,,0.043575750375717474,0.09976195829874572,,,0.0,2.2805445767513124,,374300000.0,599313000.0,380008000.0,1345958000.0,,2.680000000000001,2.680000000000001,0.0,,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
2025-12-31,11479643000.0,2286680000.0,967518000.0,6502272000.0,4977371000.0,930231000.0,,,-365751000.0,-264888000.0,,-129897000.0,-1.7799999999999998,-299238000.0,-594965000.0,-249394000.0,-341000000.0,-844359000.0,0.0,2.3634,27.7685,2.9828,-1.7799999999999998,-706751000.0,-0.05321845608856563,-0.023074585159137788,,,-0.031860833999802954,-0.07348276831283021,,,0.0,2.3634495688969093,,452031000.0,566944000.0,512191000.0,1275555000.0,,3.0700000000000007,3.0700000000000007,0.0,,0.58600473,121.12,67.51,5.53682,17096.783,37.8221,2.5219,4.0628
