report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,14354200000.0,,,4753200000.0,8947800000.0,1263300000.0,5086800000.0,,1901800000.0,685100000.0,516100000.0,14500000.0,211400000.0,2.42,286400000.0,12300000.0,53900000.0,274100000.0,1263300000.0,,13.5686,3.6551,2.42,739000000.0,0.05767898254319498,0.03595463348706302,0.27137448732779473,0.36023766957619097,0.04772819105209625,0.06709365298547659,0.14412661688926282,0.38857924071931854,0.14118554281499363,,7300924000.0,1966715000.0,2567920000.0,853116000.0,2781196000.0,42635000.0,9.169999999999998,9.169999999999998,0.4542290439077289,60.23032719596576,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2013-03-31,14810200000.0,,,4651800000.0,9420000000.0,1263400000.0,5411300000.0,,3915400000.0,1414500000.0,1088900000.0,25400000.0,433000000.0,5.11,771800000.0,28200000.0,114600000.0,743600000.0,1263400000.0,,15.6231,4.2332,5.11,1529100000.0,0.11559447983014862,0.07352365261779044,0.2781069622516218,0.36126577105787405,0.09550850089802973,0.13240166988037516,0.18991673903049497,0.390534811258109,0.13411889596602972,,7715099000.0,2071611000.0,2732883000.0,1163652000.0,2952409000.0,49837000.0,9.75,9.75,0.42792174119507154,54.83642675120894,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2013-06-30,15317200000.0,,,4794100000.0,9779800000.0,1252100000.0,6069000000.0,,6000200000.0,2186200000.0,1641200000.0,35400000.0,642900000.0,2.0,1527600000.0,41600000.0,70500000.0,1486000000.0,1252100000.0,,13.8092,3.7689,2.0,2256700000.0,0.16781529274627294,0.10714752043454417,0.27352421585947134,0.3643545215159495,0.14272843600658083,0.19817075934335882,0.24765841138628714,0.37610412986233793,0.12802920305118715,,8430490000.0,2273540000.0,3026624000.0,1825673000.0,3154170000.0,56950000.0,5.099999999999999,5.099999999999999,0.3969665553854104,53.1452853380158,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2013-09-30,15390300000.0,,,4583000000.0,10073100000.0,1197700000.0,6186000000.0,,-3832400000.0,-1364500000.0,-1096000000.0,-28400000.0,-431400000.0,-6.530000000000001,-550100000.0,-19900000.0,-145500000.0,-570000000.0,1197700000.0,10.0988,14.8321,3.994,-6.530000000000001,-1510000000.0,-0.10880463809552174,-0.07121368654282242,0.28598267404237554,0.35604321052082244,-0.0886597402259865,-0.12106505305745821,0.1487318651497756,0.39400897609852836,0.11890083489690363,,7985000000.0,2150200000.0,2921300000.0,1933700000.0,3014800000.0,46900000.0,3.0,3.0,0.39727345097518907,62.28784648187633,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2013-12-31,15909300000.0,,,4671100000.0,10507100000.0,1197800000.0,6552200000.0,,2109500000.0,813100000.0,603800000.0,12600000.0,252700000.0,0.96,324700000.0,15000000.0,25100000.0,309700000.0,1197800000.0,,16.2734,4.4452,0.96,838200000.0,0.057465904007766175,0.0379526440509639,0.2862289642095283,0.38544678833846885,0.0511084711458078,0.06946663363206862,0.14681204076795448,0.39734534249822234,0.11399910536684718,,8192700000.0,2237900000.0,3049300000.0,1969300000.0,3114000000.0,45000000.0,1.5399999999999991,1.5399999999999991,0.3846499678869621,67.76222222222222,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2014-03-31,16137400000.0,,,4491000000.0,10865200000.0,1197900000.0,6814700000.0,,4205400000.0,1599100000.0,1164800000.0,24000000.0,491500000.0,1.0,639400000.0,28400000.0,50800000.0,611000000.0,1197900000.0,,15.2797,4.1105,1.0,1649900000.0,0.10720465338880095,0.07218015293665646,0.27697721976506395,0.3802492034051458,0.09909279066020549,0.1325612819258731,0.1452893898321206,0.392328910448471,0.11025107683245591,,8482700000.0,2313800000.0,3233900000.0,1836700000.0,3234800000.0,43600000.0,-2.570000000000001,-2.570000000000001,0.37031655743786324,74.17201834862385,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2014-06-30,16691900000.0,,,4587300000.0,11295300000.0,1198100000.0,7604200000.0,,6335900000.0,2385900000.0,1743700000.0,34900000.0,742900000.0,2.0,1410900000.0,38200000.0,72900000.0,1372700000.0,1198100000.0,,16.1165,4.3633,2.0,2458800000.0,0.15437394314449374,0.10446384174360018,0.2752095203522783,0.37656844331507755,0.14293759248497775,0.19097283365617046,0.21665430325604887,0.3880743067283259,0.1060706665604278,,8818400000.0,2416300000.0,3433600000.0,1723400000.0,3436900000.0,43100000.0,-2.570000000000001,-2.570000000000001,0.34859902819401206,79.66589327146171,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2014-09-30,16357100000.0,,,3909900000.0,11584100000.0,1198200000.0,7596000000.0,,-4159400000.0,-1576900000.0,-1128000000.0,-24100000.0,-489200000.0,-0.96,-237000000.0,-28500000.0,-54200000.0,-265500000.0,1198200000.0,10.6426,14.2669,4.006,-0.96,-1631100000.0,-0.0973748500099274,-0.06896087937348308,0.2711929605231524,0.37911718036255226,-0.09640461940074953,-0.12336590441469845,0.06383132182526326,0.3921479059479733,0.10343488056905586,,8491400000.0,2384300000.0,3221200000.0,2027900000.0,3315800000.0,47400000.0,3.0,3.0,0.36136075758489655,67.957805907173,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2014-12-31,16296800000.0,,,4068300000.0,11555800000.0,1198300000.0,7885200000.0,,2064300000.0,782000000.0,566400000.0,11300000.0,256100000.0,0.0,572400000.0,16100000.0,24900000.0,556300000.0,1198300000.0,,14.6869,4.081,0.0,806900000.0,0.04901434777341249,0.03475528938196456,0.2743787240226711,0.37882090781378674,0.04798488046733101,0.06131361679773563,0.2694860243181708,0.39088310807537663,0.10369684487443535,,8446200000.0,2346900000.0,3190100000.0,2274500000.0,3284500000.0,46100000.0,2.04,2.04,0.3648348302633582,69.1995661605206,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2015-03-31,16491100000.0,,,4007200000.0,11821500000.0,1597700000.0,8122300000.0,,4074100000.0,1539700000.0,1172900000.0,13000000.0,492100000.0,1.0,1121400000.0,29700000.0,49400000.0,1091700000.0,1597700000.0,,13.339,3.8172,1.0,1589100000.0,0.09921752738654147,0.07112321191430529,0.2878918043248816,0.3779239586657176,0.09336551230663813,0.11473858352211756,0.26796102206622324,0.3900493360496797,0.1351520534619126,,8314900000.0,2355000000.0,3130700000.0,2755200000.0,3223700000.0,35100000.0,2.04,2.04,0.49561063374383474,89.19373219373219,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2015-06-30,16670300000.0,,,3884700000.0,12085500000.0,1347900000.0,8426400000.0,,6074900000.0,2309500000.0,1677100000.0,26700000.0,709500000.0,2.0,1814900000.0,43500000.0,72600000.0,1771400000.0,1347900000.0,,13.0854,3.6849,2.0,2382100000.0,0.13876959993380497,0.10060406831310774,0.2760703879899258,0.38017086701015657,0.13853979832396537,0.1719222237110486,0.2915932772555927,0.39212168101532535,0.1115303462827355,,8053900000.0,2288400000.0,3054300000.0,3153900000.0,3147000000.0,26900000.0,2.04,2.04,0.42831267874165874,113.54275092936803,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2015-09-30,16335700000.0,,,3780300000.0,11841000000.0,1348000000.0,8368100000.0,,-4264600000.0,-1603600000.0,-1381100000.0,-11400000.0,-534000000.0,0.0,-1256700000.0,-20500000.0,-49500000.0,-1277200000.0,1348000000.0,12.1451,11.2371,2.8773,0.0,-1653100000.0,-0.11663710835233511,-0.08454489247476386,0.32385217839891195,0.37602588753927685,-0.09816536787526706,-0.12158617029342635,0.29948881489471463,0.3876330722693805,0.11384173633983616,,7948700000.0,2035300000.0,3027600000.0,2142200000.0,3125000000.0,39600000.0,3.0,3.0,0.43136,76.45454545454545,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2015-12-31,16155500000.0,,,3681400000.0,11781200000.0,1348100000.0,8269000000.0,,1758000000.0,653600000.0,447800000.0,12000000.0,209700000.0,0.0,295200000.0,19100000.0,22600000.0,276100000.0,1348100000.0,,11.5547,2.8979,0.0,676200000.0,0.03800971038603877,0.02771811457398409,0.2547212741751991,0.37178612059158134,0.04045681037417598,0.04978178577685025,0.15705346985210467,0.384641638225256,0.11442807184327573,,7642400000.0,1916700000.0,2899200000.0,1862000000.0,2994300000.0,40300000.0,3.0,3.0,0.4502220886350733,71.94044665012407,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2016-03-31,15890900000.0,,,3450400000.0,11770400000.0,1442600000.0,8041000000.0,,3371900000.0,1190900000.0,808200000.0,24200000.0,391400000.0,1.0,429700000.0,35100000.0,46400000.0,394600000.0,1442600000.0,,13.853,3.1937,1.0,1237300000.0,0.06866376673689933,0.050859296830261344,0.2396868234526528,0.35318366499599635,0.07494226255278177,0.0901309316582154,0.11702600907500223,0.3669444526824639,0.12256168014680895,,6940200000.0,1552000000.0,2550400000.0,1164900000.0,2642500000.0,51500000.0,3.0,3.0,0.545922421948912,49.52233009708738,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2016-06-30,15997500000.0,,,3586600000.0,11782100000.0,1441000000.0,8242100000.0,,5006200000.0,1786300000.0,1254600000.0,36500000.0,578800000.0,2.0,1165400000.0,61400000.0,65800000.0,1104000000.0,1441000000.0,,12.1027,2.8371,2.0,1852100000.0,0.10648356405055126,0.07842475386779184,0.2506092445367744,0.3568175462426591,0.11166119706204095,0.13508935121113808,0.22052654708161878,0.369961248052415,0.1223041732798058,,5871500000.0,1129500000.0,2027200000.0,497500000.0,2112500000.0,61300000.0,3.0,3.0,0.6821301775147929,33.07014681892333,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2016-09-30,16098800000.0,,,3509500000.0,11935800000.0,1401200000.0,8483300000.0,,-3518100000.0,-1265100000.0,-783900000.0,-22800000.0,-437800000.0,-1.0,-162600000.0,-18000000.0,-47700000.0,-180600000.0,1401200000.0,13.3482,11.8681,3.0965,-1.0,-1312800000.0,-0.06567636857185945,-0.048693070290953364,0.22281913532872857,0.3595975100196129,-0.07858349690660174,-0.09485641448601635,0.051334527159546346,0.3731559648674,0.11739472846394879,,6618000000.0,1726700000.0,2365700000.0,1594100000.0,2452800000.0,49900000.0,2.0,2.0,0.5712654924983692,47.408817635270545,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2016-12-31,16210300000.0,,,3122100000.0,11964800000.0,1394400000.0,8454800000.0,,1560800000.0,586900000.0,440200000.0,13300000.0,200900000.0,0.0,446200000.0,12800000.0,19900000.0,433400000.0,1394400000.0,,13.3277,3.5684,0.0,606800000.0,0.03679125434608184,0.027155573925220385,0.28203485392106614,0.3760251153254741,0.0362053755945294,0.04393227139349662,0.2776781137878011,0.3887749871860584,0.1165418561112597,,6420800000.0,1719100000.0,2299000000.0,1751400000.0,2383400000.0,51200000.0,2.0,2.0,0.5850465721238567,44.90234375,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2017-03-31,17210100000.0,,,3077100000.0,12193600000.0,1374100000.0,8776100000.0,,3161400000.0,1142400000.0,860900000.0,25900000.0,393400000.0,1.0,614300000.0,28800000.0,40500000.0,585500000.0,1374100000.0,,13.388,3.7179,1.0,1182900000.0,0.07060261120587849,0.05002295163886322,0.27231606250395396,0.3613588916302904,0.06637962591733923,0.08419997494048365,0.1852027582716518,0.3741696716644525,0.11269026374491536,,6210300000.0,1771800000.0,2250500000.0,1942300000.0,2329000000.0,52900000.0,2.0,2.0,0.5899957063117218,42.54253308128544,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2017-06-30,17476200000.0,,,2940500000.0,12400000000.0,1374700000.0,8786200000.0,,4775300000.0,1706600000.0,1271500000.0,38800000.0,577500000.0,2.0,958300000.0,49000000.0,62300000.0,909300000.0,1374700000.0,,14.4192,3.9363,2.0,1768900000.0,0.10254032258064516,0.07275609114109474,0.2662659937595544,0.35738068812430634,0.09765280781863334,0.12389380530973451,0.1904173559776349,0.37042698888027975,0.11086290322580646,,5979400000.0,1788700000.0,2170800000.0,1747600000.0,2245800000.0,55200000.0,2.0,2.0,0.6121204025291656,39.32608695652174,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2017-09-30,17534000000.0,,,2656300000.0,12620000000.0,1044200000.0,8749700000.0,,-3105300000.0,-1171600000.0,-875900000.0,-26500000.0,-412400000.0,0.0,-883400000.0,-15700000.0,-42400000.0,-899100000.0,1044200000.0,12.1596,14.7027,3.9026,0.0,-1214000000.0,-0.06940570522979397,-0.04995437435838942,0.2820661449779409,0.37729043892699576,-0.06681875213870195,-0.08574230470865474,0.28953724277847553,0.39094451421762794,0.08274167987321712,,6392200000.0,1696700000.0,2264300000.0,1029100000.0,2344600000.0,51500000.0,3.0,3.0,0.4453638147231937,43.966990291262135,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2017-12-31,18074400000.0,,,3785800000.0,11758100000.0,1044500000.0,8970400000.0,,1615500000.0,581100000.0,-583300000.0,10800000.0,1223500000.0,-1.0,320400000.0,19200000.0,20900000.0,301200000.0,1044500000.0,,35.522,3.7093,-1.0,602000000.0,-0.04960835509138381,-0.032272163944584605,-0.3610646858557722,0.35970287836583104,0.032150444828044085,0.0453892178151313,0.18644382544103993,0.37264004952027235,0.08883237938102244,,6446900000.0,673200000.0,2258500000.0,896900000.0,2339800000.0,49000000.0,2.0,2.0,0.44640567569877765,46.09183673469388,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2018-03-31,17690000000.0,,,5203400000.0,10058400000.0,1044800000.0,8726500000.0,,3233300000.0,1136800000.0,-140100000.0,20800000.0,1373700000.0,0.0,897000000.0,43700000.0,38300000.0,853300000.0,1044800000.0,,26.5265,2.8549,0.0,1175100000.0,-0.013928656645192078,-0.007919728660260033,-0.043330343611789814,0.3515912535180775,0.06426229508196721,0.10238489804740976,0.2639099372158476,0.3634367364612006,0.10387337946393065,,6518800000.0,-327800000.0,2252900000.0,1164700000.0,2332000000.0,43900000.0,1.0,1.0,0.4480274442538594,51.31890660592255,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2018-06-30,15528000000.0,,,3306000000.0,9863500000.0,695700000.0,6654200000.0,,4791900000.0,1639900000.0,261900000.0,42900000.0,1465500000.0,0.0,1508500000.0,71500000.0,58700000.0,1437000000.0,695700000.0,,24.8523,2.6645,0.0,1698600000.0,0.026552440817154153,0.016866306027820712,0.05465472985663307,0.3422233352115027,0.10560922205048943,0.15530532616107282,0.2998810492706442,0.3544731734802479,0.07053277234247478,,6535400000.0,-1337400000.0,2186200000.0,1692400000.0,2261700000.0,48000000.0,-1.0,-1.0,0.30760047751691205,45.545833333333334,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2018-09-30,14383500000.0,,,3132000000.0,9899200000.0,695900000.0,6910600000.0,,-3321600000.0,-1239200000.0,1225900000.0,-25800000.0,-2590200000.0,2.0,-496200000.0,-27900000.0,-41500000.0,-524100000.0,695900000.0,4.2422,21.023,2.5431,2.0,-1280700000.0,0.12383828996282528,0.08522960336496681,-0.3690691233140655,0.3730732177263969,-0.08615427399450759,-0.11695972666610037,0.15778540462427745,0.3855671965317919,0.07029860998868595,,6319100000.0,764400000.0,2118600000.0,2067400000.0,2195000000.0,48700000.0,1.0,1.0,0.31703872437357633,43.503080082135526,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2018-12-31,13950600000.0,,,2941600000.0,9745400000.0,697700000.0,6658900000.0,,1411500000.0,411500000.0,275900000.0,6400000.0,86000000.0,0.0,266000000.0,25700000.0,20300000.0,240300000.0,697700000.0,,9.358,2.4846,0.0,431800000.0,0.028310792784287973,0.019776927157254886,0.19546581650726177,0.2915338292596529,0.02949693919974768,0.039404008388313816,0.17024442082890542,0.3059156925256819,0.07159275145196708,,6115100000.0,1623600000.0,1949000000.0,2006500000.0,2024800000.0,44300000.0,2.0,2.0,0.34457724219676017,43.99548532731377,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2019-03-31,14239000000.0,,,2920600000.0,9883800000.0,697900000.0,5946000000.0,,2845300000.0,791000000.0,643400000.0,12100000.0,196900000.0,1.25,444200000.0,72200000.0,41800000.0,372000000.0,697900000.0,,11.1191,2.9019,1.25,832800000.0,0.06509642040510735,0.045185757426785586,0.22612729764875408,0.2780023196148034,0.055551653908280076,0.07475169396221779,0.1307419252802868,0.2926932133694162,0.0706104939395779,,5727100000.0,2407100000.0,1603200000.0,1525200000.0,1682500000.0,35600000.0,3.25,3.25,0.4147994056463596,45.03370786516854,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2019-06-30,14463300000.0,,,3091000000.0,9911000000.0,697000000.0,5757600000.0,,4322000000.0,1165900000.0,889300000.0,17700000.0,355800000.0,1.74,169300000.0,202600000.0,67400000.0,-33300000.0,697000000.0,,12.7638,3.0371,1.74,1233300000.0,0.08972858440117042,0.06148665933777216,0.20576122165664043,0.26975937066173067,0.08061092558406449,0.10990761689291101,-0.007704766311892642,0.28535400277649237,0.07032590051457976,,5257200000.0,3034500000.0,1129200000.0,54900000.0,1217200000.0,10400000.0,4.99,4.99,0.5726256983240223,108.57692307692308,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2019-09-30,14532200000.0,,,3161300000.0,9906500000.0,696900000.0,5957600000.0,,-2804300000.0,-811000000.0,-612900000.0,-11500000.0,-196400000.0,-0.6400000000000001,-677900000.0,-66800000.0,-36100000.0,-744700000.0,696900000.0,3.7367,12.1567,2.5639,-0.6400000000000001,-847100000.0,-0.06186847019633574,-0.042175307248730406,0.21855721570445388,0.2891987305209856,-0.05580710422372387,-0.07648490106946829,0.2655564668544735,0.3020718182790714,0.07034775147630344,,5774500000.0,1195700000.0,1557400000.0,-165700000.0,1650800000.0,24700000.0,2.3499999999999996,2.3499999999999996,0.42215895323479524,63.05263157894737,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2019-12-31,15001800000.0,,,3377000000.0,10081600000.0,697000000.0,5976300000.0,,1412700000.0,392700000.0,350500000.0,6700000.0,97500000.0,0.7,31700000.0,25700000.0,26800000.0,6000000.0,697000000.0,,10.2088,2.2965,0.7,419500000.0,0.034766306935407075,0.023363863003106295,0.24810646280172718,0.2779783393501805,0.026176858776946768,0.03643330302636706,0.004247186239116585,0.2969491045515679,0.06913585145215045,,5775700000.0,1270300000.0,1538600000.0,-400000000.0,1638500000.0,25000000.0,3.05,3.05,0.42538907537381754,61.544,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2020-03-31,14666200000.0,,,3703600000.0,9903400000.0,697200000.0,6035800000.0,,2751000000.0,748800000.0,429600000.0,10900000.0,141600000.0,0.86,141000000.0,73500000.0,50200000.0,67500000.0,697200000.0,,8.4461,1.5012,0.86,799000000.0,0.04337904154128885,0.029291841104035127,0.15616139585605235,0.2721919302071974,0.05105616996904447,0.07063751108427825,0.024536532170119956,0.29043984005816065,0.07040006462427045,,5681400000.0,1056500000.0,1496400000.0,-704500000.0,1604700000.0,23800000.0,2.6599999999999997,2.6599999999999997,0.4344737334081137,62.87394957983193,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
