report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-09-30,6152900000.0,2384200000.0,1442800000.0,,2189600000.0,1671100000.0,29200000.0,197400000.0,1487200000.0,564900000.0,178600000.0,193300000.0,15700000.0,39900000.0,0.0,292900000.0,,,1700300000.0,,1.4132,17.1995,0.0,178600000.0,0.08828096455973694,0.031416080222334185,0.1299757934373319,0.37984131253362025,0.12009144701452394,0.02902696289554519,0.04591377670377131,0.12009144701452394,0.77653452685422,1.6524812863875797,1540500000.0,188800000.0,181700000.0,573800000.0,142900000.0,1800000.0,-0.3799999999999997,-0.3799999999999997,11.89853044086774,100.94444444444444,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2013-12-31,6069700000.0,2285600000.0,1604500000.0,6069700000.0,2071500000.0,1661600000.0,174000000.0,226300000.0,1489800000.0,557000000.0,159200000.0,117300000.0,15000000.0,26200000.0,1.44,-588500000.0,728300000.0,119100000.0,1835600000.0,1.4243,1.6601,19.6126,1.44,278300000.0,0.05662563359884142,0.019325502084122773,0.07873540072492952,0.37387568801181364,0.10685998120553095,0.02622864391979834,0.04074633359780912,0.1868035977983622,0.8861211682355781,1.424493611717046,5692500000.0,474600000.0,621000000.0,2178200000.0,779900000.0,60300000.0,1.6300000000000001,1.6300000000000001,2.3536350814206948,10.298507462686567,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2014-03-31,5993900000.0,2231300000.0,1552800000.0,,2070000000.0,1666700000.0,318700000.0,136800000.0,1232200000.0,469300000.0,105200000.0,52900000.0,14400000.0,-1300000.0,0.0,283800000.0,-92100000.0,38100000.0,1985400000.0,,1.4825,17.4801,0.0,143300000.0,0.025555555555555557,0.008825639400056724,0.04293134231455933,0.38086349618568416,0.08537575068982307,0.01755117702998048,0.0259407210139567,0.1162960558350917,0.9591304347826087,1.4369526017516745,5683900000.0,473300000.0,628400000.0,2173900000.0,785600000.0,60100000.0,1.4400000000000002,1.4400000000000002,2.5272403258655802,10.455906821963394,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2014-06-30,6218100000.0,2458600000.0,1986400000.0,,2100100000.0,1424200000.0,389400000.0,142700000.0,2753200000.0,1077700000.0,318600000.0,203500000.0,29400000.0,50600000.0,0.0,281700000.0,4100000.0,75700000.0,1813600000.0,,1.5023,16.5047,0.0,394300000.0,0.09690014761201847,0.03272703880606616,0.07391399099229987,0.3914354206014819,0.11571988958303066,0.05123751628310899,0.08140634182487161,0.1432151678047363,0.8635779248607209,1.2377164720096658,6962400000.0,567000000.0,761600000.0,2668900000.0,994500000.0,74500000.0,1.4400000000000002,1.4400000000000002,1.8236299648064354,10.22281879194631,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2014-09-30,6349200000.0,2377400000.0,2188700000.0,,2025500000.0,1418700000.0,517000000.0,132600000.0,4201000000.0,1629300000.0,491200000.0,325800000.0,43700000.0,78700000.0,1.0,279900000.0,343300000.0,114400000.0,1935700000.0,,1.6463,21.0529,1.0,605600000.0,0.16084917304369292,0.051313551313551316,0.07755296358009997,0.387836229469174,0.11692454177576768,0.07736407736407737,0.12400282742603251,0.1441561532968341,0.9556652678351024,1.0862155617489835,9676200000.0,699500000.0,1074200000.0,3733300000.0,1421500000.0,102500000.0,2.4400000000000004,2.4400000000000004,1.3617305663032009,10.48,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2014-12-31,6681100000.0,2426600000.0,1890700000.0,,1851400000.0,2084500000.0,390700000.0,199400000.0,-2459400000.0,-972900000.0,-310300000.0,-204400000.0,-27100000.0,-38900000.0,0.0,-566500000.0,378800000.0,-72100000.0,2475200000.0,1.2834,1.8031,27.3325,0.0,-382400000.0,-0.11040293831694933,-0.030593764499857807,0.08310970155322436,0.39558428885093927,0.12616898430511506,-0.0464444477705767,-0.07171913280636065,0.1554850776612182,1.3369342119477152,1.283439995768763,5727000000.0,377800000.0,604700000.0,2203400000.0,760800000.0,60400000.0,1.0000000000000002,1.0000000000000002,3.2534174553102,10.01158940397351,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2015-03-31,6604600000.0,2423000000.0,2044200000.0,,1695500000.0,2094100000.0,733900000.0,215400000.0,1264000000.0,487500000.0,98200000.0,54100000.0,19200000.0,22000000.0,0.0,272700000.0,-154300000.0,42200000.0,2828000000.0,,1.8173,27.6995,0.0,140400000.0,0.03190799174284872,0.008191260636526058,0.042800632911392404,0.38568037974683544,0.07768987341772152,0.014868425037095357,0.02170885376367857,0.1110759493670886,1.6679445591271012,1.1853047647001271,5758800000.0,379000000.0,597700000.0,2221600000.0,757900000.0,65200000.0,1.0000000000000002,1.0000000000000002,3.7313629766459955,9.167177914110429,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2015-06-30,6958800000.0,2753000000.0,2306500000.0,,1779600000.0,2080900000.0,776600000.0,238700000.0,2824900000.0,1108500000.0,312900000.0,202600000.0,37300000.0,65500000.0,0.0,272200000.0,-51800000.0,85500000.0,2857500000.0,,1.893,29.3083,0.0,398400000.0,0.11384580804675208,0.02911421509455653,0.0717193528974477,0.3924032709122447,0.11076498283125066,0.04496464907742714,0.06747751827650902,0.1410315409395023,1.6056979096426163,1.1935833513982224,5830500000.0,378100000.0,592000000.0,2252400000.0,762000000.0,73100000.0,1.0000000000000002,1.0000000000000002,3.75,8.098495212038303,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2015-09-30,6793900000.0,2586400000.0,2141200000.0,,1784800000.0,2097000000.0,631400000.0,266200000.0,4354900000.0,1707400000.0,499500000.0,336800000.0,54800000.0,91300000.0,1.0,271800000.0,288100000.0,128600000.0,2728400000.0,,1.8036,27.2801,1.0,628100000.0,0.18870461676378306,0.049573882453377294,0.07733817079611473,0.39206411169027994,0.11469838572642312,0.07352183576443574,0.11067535229992023,0.14422834049002273,1.528686687584043,1.2079207920792079,5984400000.0,389100000.0,600300000.0,2330500000.0,784500000.0,84200000.0,1.0000000000000002,1.0000000000000002,3.4778840025493944,7.129453681710213,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2015-12-31,7278000000.0,2493500000.0,1988600000.0,,1822900000.0,2687600000.0,382900000.0,274800000.0,-2528100000.0,-998800000.0,-309200000.0,-243500000.0,-31400000.0,-100600000.0,0.0,-545200000.0,483800000.0,-84700000.0,3070500000.0,1.2539,1.9903,33.6394,0.0,-393900000.0,-0.13357836414504362,-0.033456993679582304,0.09631739250820774,0.3950793085716546,0.12230528855662355,-0.04248419895575708,-0.06318715003882781,0.15580871009849295,1.6844039716934556,1.2538972141204867,5915700000.0,350000000.0,601400000.0,2304600000.0,773000000.0,79900000.0,1.0000000000000002,1.0000000000000002,3.9721862871927556,7.526908635794744,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2016-03-31,15332800000.0,10488900000.0,2194900000.0,,1775200000.0,10606600000.0,762800000.0,8180900000.0,1314900000.0,505600000.0,125400000.0,40500000.0,29400000.0,11300000.0,0.0,270100000.0,-270900000.0,42800000.0,11369400000.0,,1.9908,35.3109,0.0,168200000.0,0.022814330779630465,0.0026413962224773034,0.030800821355236138,0.3845159327705529,0.09536846908510153,0.008178545340707503,0.009540039255663922,0.12791847288767208,6.4045741324921135,4.7787598523850745,5966600000.0,336400000.0,628600000.0,2322700000.0,800800000.0,90100000.0,1.0000000000000002,1.0000000000000002,14.197552447552448,6.97669256381798,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2016-06-30,33955300000.0,6819200000.0,4185000000.0,,11310700000.0,12044800000.0,943000000.0,627300000.0,5173500000.0,1601300000.0,263100000.0,175700000.0,156100000.0,45800000.0,0.0,360100000.0,325600000.0,169200000.0,12987800000.0,,2.8339,72.4868,0.0,432300000.0,0.015533963415173243,0.005174449938595742,0.03396153474437035,0.309519667536484,0.05085532038271963,0.007748422190350254,0.010827828878325823,0.08356045230501595,1.1482755267136429,1.6294384707287932,8315200000.0,309500000.0,578800000.0,2815500000.0,834700000.0,208900000.0,1.0000000000000002,1.0000000000000002,15.559841859350666,2.7707036859741505,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2016-09-30,34415500000.0,7880500000.0,4066500000.0,,11427200000.0,12043300000.0,704500000.0,670000000.0,9128100000.0,2876100000.0,587000000.0,362200000.0,280600000.0,59400000.0,0.0,400100000.0,837000000.0,307200000.0,12747800000.0,,2.3766,67.6697,0.0,894200000.0,0.03169630355642677,0.010524327701181153,0.03967967046811494,0.31508199953988236,0.06430692038868988,0.017056268251224013,0.024281282316442606,0.0979612405648492,1.1155663679641556,1.9379072912824296,13088400000.0,334900000.0,666300000.0,3984200000.0,1100800000.0,434700000.0,0.0,0.0,11.58048691860465,1.5327812284334024,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2016-12-31,33837500000.0,7484500000.0,4292000000.0,,11348800000.0,11290900000.0,601900000.0,587500000.0,-2352500000.0,-584200000.0,124600000.0,-50600000.0,-61600000.0,169500000.0,1.0,-607200000.0,936800000.0,-82000000.0,11892800000.0,1.7439,1.6337,41.0561,1.0,42600000.0,-0.004458621175807134,-0.001495382342076099,0.02150903294367694,0.24833156216790647,-0.052964930924548355,0.0036823051348356113,0.005361076690072973,-0.018108395324123273,1.0479345833920768,1.7438257222739981,13264000000.0,527800000.0,1100100000.0,4398800000.0,1537300000.0,404500000.0,1.0000000000000002,1.0000000000000002,7.7361608014050605,2.719653893695921,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2017-03-31,33335300000.0,6488700000.0,4318200000.0,21305500000.0,11995600000.0,10332100000.0,852500000.0,687500000.0,3266300000.0,1117200000.0,156000000.0,638500000.0,122200000.0,151600000.0,1.0,485800000.0,-289200000.0,170600000.0,11184600000.0,,1.6231,20.2411,1.0,326600000.0,0.0532278502117443,0.019153869921674622,0.1954811254324465,0.3420383920644154,0.04776046290910204,0.004679723896290119,0.006729881536828845,0.0999908152955944,0.9323918770215746,1.5026399888842574,15215400000.0,1125800000.0,1130700000.0,5010400000.0,1695700000.0,497300000.0,2.0,2.0,6.595860116765937,2.2736778604464107,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2017-06-30,33950000000.0,7130900000.0,4791300000.0,21671800000.0,12244400000.0,10172800000.0,1221000000.0,780200000.0,7320900000.0,2592500000.0,579100000.0,861500000.0,236800000.0,199200000.0,1.0,485800000.0,-241000000.0,320000000.0,11393800000.0,,2.0418,21.3446,1.0,899100000.0,0.0703586945869132,0.025375552282768776,0.11767678837301425,0.3541231269379448,0.07910229616577197,0.01705743740795287,0.02449848127183965,0.12281276892185387,0.9305315082813368,1.4883017135224261,17362800000.0,1811600000.0,1446700000.0,6001600000.0,2162500000.0,578000000.0,3.0,3.0,5.268809248554914,2.5029411764705882,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2017-09-30,33888000000.0,6949300000.0,4774200000.0,21118000000.0,12734400000.0,10184400000.0,1291000000.0,792300000.0,10999100000.0,3860200000.0,902500000.0,1095900000.0,353000000.0,130400000.0,2.0,487900000.0,-58000000.0,475800000.0,11475400000.0,,1.8788,16.6786,2.0,1378300000.0,0.08605823595929137,0.032338881019830026,0.09963542471656772,0.3509559873080525,0.08205216790464674,0.026631846081208686,0.037278292261811334,0.12531025265703558,0.9011339364241739,1.4555946546018181,19233800000.0,2545300000.0,1762200000.0,6985700000.0,2646600000.0,650400000.0,5.0,5.0,4.335902667573491,2.709409594095941,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2017-12-31,33135500000.0,6078000000.0,4316800000.0,18954200000.0,14144700000.0,9889600000.0,662800000.0,485700000.0,-6844100000.0,-2480600000.0,-411900000.0,152900000.0,-243100000.0,-1801000000.0,1.0,-971500000.0,1520200000.0,-330800000.0,10552400000.0,2.1854,1.6234,5.6413,1.0,-742700000.0,0.01080970257410903,0.004614386383184199,-0.02234040998816499,0.3624435645300332,0.06018322350637775,-0.012430776659473978,-0.01667807151446931,0.10851682471033444,0.7460320826882154,1.4079873980726465,14742200000.0,2748800000.0,1225700000.0,5089300000.0,1861300000.0,468900000.0,5.0,5.0,5.669370869822167,2.6139901898059286,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2018-03-31,33469400000.0,8471300000.0,4917900000.0,19302100000.0,14130900000.0,9623500000.0,1532600000.0,459000000.0,3017400000.0,1005400000.0,117100000.0,53300000.0,116100000.0,-51300000.0,0.0,487000000.0,-401700000.0,149800000.0,11156100000.0,,1.2938,5.5458,0.0,266900000.0,0.0037718758182422917,0.001592499417378262,0.017664214224166502,0.3332007688738649,0.03880824550937893,0.0034987182321762566,0.004630837979989718,0.08845363558030092,0.7894826231874827,1.7225441753594013,14493300000.0,2163600000.0,1186800000.0,4977500000.0,1801600000.0,462800000.0,4.0,4.0,6.1923290408525755,2.564390665514261,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2018-06-30,32191200000.0,13747400000.0,4342900000.0,18200000000.0,13958300000.0,9300700000.0,1202200000.0,2279400000.0,4015900000.0,1380700000.0,58100000.0,185000000.0,236600000.0,-33400000.0,0.0,486100000.0,-390500000.0,254800000.0,10502900000.0,,1.3476,6.1571,0.0,312900000.0,0.013253762994060881,0.005746912199607346,0.04606688413556114,0.3438083617619961,0.014467491720411365,0.0018048410745793882,0.0023751900969698953,0.07791528673522748,0.7524483640557947,3.1654884984687652,11188300000.0,1487100000.0,665800000.0,3765700000.0,1215400000.0,462600000.0,3.0,3.0,8.64151719598486,1.4392563769995677,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2018-09-30,22398100000.0,12208500000.0,4096700000.0,16371900000.0,5993300000.0,9296800000.0,316300000.0,1443600000.0,6290300000.0,2197100000.0,-7846300000.0,-7126000000.0,342200000.0,-1251400000.0,-14.0,481100000.0,181600000.0,337600000.0,9613100000.0,,1.0108,,-14.0,-7508700000.0,-1.1889943770543774,-0.31815198610596435,-1.1328553487115083,0.34928381794191055,-1.2473649905409916,-0.3503109638764002,-0.5027616875128152,-1.1936950542899385,1.6039744381225702,2.9800815290355653,6479500000.0,-6734800000.0,-8083000000.0,2102600000.0,-7671600000.0,451800000.0,-13.0,-13.0,-1.2530762813493925,-17.890659583886677,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2018-12-31,17716400000.0,7748800000.0,3330000000.0,12438600000.0,5243000000.0,6696300000.0,318700000.0,495700000.0,-4692700000.0,-1574400000.0,-157400000.0,-30200000.0,-248600000.0,-142000000.0,0.0,-980500000.0,1290600000.0,-308300000.0,7015000000.0,1.8036,0.8546,,0.0,-465700000.0,-0.005760061033759298,-0.0017046352532117135,0.006435527521469517,0.3354998188676029,0.033541458009248404,-0.008884423472037209,-0.01284059389786262,0.0992392439320647,1.337974442113294,2.326966966966967,8630900000.0,-6917900000.0,-7828500000.0,3008800000.0,-7394600000.0,446300000.0,-14.0,-14.0,-0.9486652422037704,-17.540891776831728,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2019-03-31,18106100000.0,7516100000.0,3551600000.0,13123000000.0,4948400000.0,6694600000.0,573600000.0,364100000.0,1712100000.0,543800000.0,15000000.0,-151200000.0,80200000.0,-16700000.0,-0.36,423000000.0,-200400000.0,86900000.0,7268200000.0,,0.6291,,-0.36,101900000.0,-0.03055533101608601,-0.008350776810025351,-0.08831259856316805,0.31762163425033585,0.008761170492377781,0.0008284500803596578,0.0012278375325376946,0.059517551544886395,1.468797995311616,2.1162574614258363,7325600000.0,-7122400000.0,-7930600000.0,2547200000.0,-7559600000.0,410400000.0,-14.36,-14.36,-0.9614529869305254,-19.324074074074073,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2019-06-30,17666300000.0,7061700000.0,3135800000.0,12661700000.0,4969200000.0,6707800000.0,43400000.0,624500000.0,3828600000.0,1290400000.0,193100000.0,-61400000.0,158400000.0,0.0,0.0,423600000.0,-9100000.0,174300000.0,6751200000.0,,0.6336,,0.0,367400000.0,-0.012356113660146502,-0.003475543832041797,-0.01603719375228543,0.33704226087865014,0.05043619077469571,0.010930415536926238,0.016475546909661788,0.09596197043305647,1.358609031634871,2.2519612220167105,7138300000.0,-7368800000.0,-7795600000.0,2456900000.0,-7505100000.0,332200000.0,-14.36,-14.36,-0.8995483071511372,-23.466586393738712,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2019-09-30,16010200000.0,5468400000.0,3684200000.0,11841700000.0,4137600000.0,5691700000.0,633900000.0,465400000.0,6738500000.0,2255400000.0,-345700000.0,-687200000.0,232600000.0,-268300000.0,-1.0,423300000.0,424100000.0,324800000.0,6325600000.0,,0.7783,,-1.0,-20900000.0,-0.16608662026295437,-0.042922636819027866,-0.1019811530756103,0.3347035690435557,-0.05130221859464273,-0.021592484790945773,-0.03303960547442465,-0.0031015804704311047,1.5288089713843773,1.4842842408121166,7586500000.0,-930000000.0,-295000000.0,2515200000.0,-17300000.0,222600000.0,-1.3599999999999999,-1.3599999999999999,-365.64161849710985,-1.325247079964061,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
2019-12-31,15642000000.0,4109900000.0,2978000000.0,10646000000.0,4963300000.0,5391300000.0,332400000.0,348600000.0,-2564300000.0,-870200000.0,-344100000.0,1006400000.0,-167900000.0,-752700000.0,1.3599999999999999,-846000000.0,829400000.0,-140000000.0,5723700000.0,1.3801,0.8377,76.3391,1.3599999999999999,-484100000.0,0.20276831946487217,0.0643395985168137,-0.3924657801349296,0.33935186990601723,0.1341886674726046,-0.021998465669351746,-0.03219799756713764,0.18878446359630308,1.1532045211855015,1.3800873069173942,9714900000.0,106600000.0,-481700000.0,3219400000.0,-35700000.0,303300000.0,0.0,0.0,-160.32773109243698,-1.5881965051104516,0.9800926,6.635,3.07,6.74402,1421.088,0.6522,0.1973
