report_date,total_assets,total_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-03-31,59093000000.0,52387000000.0,1132000000.0,19000000.0,1901000000.0,621000000.0,,46000000.0,,21000000.0,0.0,72512462.0,1201000000.0,19000000.0,,272.1878,13.0437,0.0,,0.04063604240282685,0.0007784339938740629,0.07407407407407407,,,,,0.01678445229681979,4729000000.0,247000000.0,,1.9999999999999998,1.9999999999999998,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2018-06-30,60303000000.0,53603000000.0,1183000000.0,193000000.0,2500000000.0,1174000000.0,,87000000.0,,34000000.0,1.0,72923744.0,2132000000.0,193000000.0,,230.4155,12.4259,1.0,,0.073541842772612,0.0014427142928212526,0.07410562180579217,,,,,0.16314454775993237,5056000000.0,287000000.0,,3.0,3.0,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2018-09-30,62062000000.0,55159000000.0,1243000000.0,28000000.0,3062000000.0,1732000000.0,,126000000.0,,52000000.0,1.0,73745640.0,2764000000.0,28000000.0,,185.2169,10.3315,1.0,,0.10136765888978279,0.0020302278366794496,0.07274826789838337,,,,,0.02252614641995173,5454000000.0,335000000.0,,3.0,3.0,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2018-12-31,60547000000.0,53391000000.0,1282000000.0,17000000.0,2597000000.0,-1161000000.0,,-90000000.0,,-36000000.0,0.0,-144915476.0,-3741000000.0,17000000.0,0.7202,133.8083,9.6557,0.0,,-0.07020280811232449,-0.0014864485441062314,0.07751937984496124,,,,,0.01326053042121685,2366000000.0,169000000.0,,1.9999999999999998,1.9999999999999998,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2019-03-31,63526000000.0,56100000000.0,1325000000.0,15000000.0,2546000000.0,720000000.0,339000000.0,49000000.0,,15000000.0,0.64,75977511.0,603000000.0,15000000.0,,129.4302,9.5668,0.64,339000000.0,0.0369811320754717,0.0007713377199886661,0.06805555555555555,0.4708333333333333,0.005336397695431792,0.25298507462686565,0.4708333333333333,0.011320754716981131,2465000000.0,172000000.0,,2.6399999999999997,2.6399999999999997,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2019-06-30,66034000000.0,58414000000.0,1380000000.0,15000000.0,3162000000.0,1306000000.0,,81000000.0,,30000000.0,1.07,76288342.0,2045000000.0,15000000.0,,136.3742,9.1515,1.07,,0.058695652173913045,0.001226640821395039,0.062021439509954056,,,,,0.010869565217391304,2597000000.0,166000000.0,,2.71,2.71,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2019-09-30,67804000000.0,60151000000.0,1405000000.0,15000000.0,3035000000.0,1949000000.0,,117000000.0,,50000000.0,1.52,76646487.0,2178000000.0,15000000.0,,139.64,8.8485,1.52,,0.08327402135231317,0.0017255619137514012,0.06003078501795793,,,,,0.010676156583629894,2814000000.0,157000000.0,,3.23,3.23,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2019-12-31,71676000000.0,63736000000.0,1452000000.0,16000000.0,2882000000.0,-1395000000.0,,-86000000.0,,-27000000.0,-1.13,-152086477.0,-2160000000.0,16000000.0,0.7021,120.2913,7.6248,-1.13,,-0.05922865013774105,-0.0011998437412802053,0.06164874551971326,,,,,0.011019283746556474,2580000000.0,161000000.0,,2.1,2.1,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2020-03-31,75849000000.0,67702000000.0,1486000000.0,14000000.0,3101000000.0,,,46000000.0,113000000.0,18000000.0,0.6,77568464.0,5203000000.0,14000000.0,,113.5051,6.9484,0.6,,0.03095558546433378,0.0006064681142796873,,,,,,0.009421265141318977,,158000000.0,,2.06,2.06,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2020-06-30,83965000000.0,75711000000.0,1538000000.0,139000000.0,3115000000.0,,,78000000.0,161000000.0,33000000.0,1.0,77799963.0,3646000000.0,139000000.0,,109.8241,6.8803,1.0,,0.05071521456436931,0.0009289584946108498,,,,,,0.09037711313394019,,155000000.0,,1.9900000000000002,1.9900000000000002,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2020-09-30,84698000000.0,76152000000.0,1609000000.0,628000000.0,3292000000.0,,,124000000.0,206000000.0,65000000.0,1.58,78243699.0,3472000000.0,628000000.0,,120.1702,8.1901,1.58,,0.07706650093225606,0.001464025124560202,,,,,,0.39030453697949036,,162000000.0,,2.0500000000000003,2.0500000000000003,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2020-12-31,95679000000.0,86676000000.0,1951000000.0,,4292000000.0,,,-53000000.0,-219000000.0,-39000000.0,-0.7600000000000002,-152973218.0,-4253000000.0,0.0,0.7037,133.8482,10.5286,-0.7600000000000002,,-0.02716555612506407,-0.0005539355553465233,,,,,,0.0,,195000000.0,261000000.0,2.42,2.42,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2021-03-31,103764000000.0,94327000000.0,2036000000.0,,2627000000.0,,,107000000.0,85000000.0,53000000.0,1.16,91766142.0,3734000000.0,0.0,,118.9156,10.8259,1.16,,0.05255402750491159,0.001031186153193786,,,,,,0.0,,256000000.0,233000000.0,2.9799999999999995,2.9799999999999995,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2021-06-30,104331000000.0,94403000000.0,2150000000.0,,3218000000.0,,,199000000.0,118000000.0,88000000.0,2.17,91984246.0,5058000000.0,0.0,,86.6921,9.0952,2.17,,0.09255813953488372,0.001907390900115977,,,,,,0.0,,377000000.0,190000000.0,4.1499999999999995,4.1499999999999995,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2021-09-30,106282000000.0,96271000000.0,2331000000.0,,2838000000.0,,,241000000.0,169000000.0,116000000.0,2.58,93671689.0,6271000000.0,0.0,,84.7391,9.0111,2.58,,0.10338910338910338,0.0022675523607007773,,,,,,0.0,,494000000.0,153000000.0,5.1499999999999995,5.1499999999999995,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2021-12-31,109113000000.0,98891000000.0,2395000000.0,,2395000000.0,,,-239000000.0,-148000000.0,-106000000.0,-2.67,-182412197.0,-9167000000.0,0.0,0.8522,107.7981,11.3008,-2.67,,-0.09979123173277661,-0.0021903897794030044,,,,,,0.0,,308000000.0,224000000.0,3.24,3.24,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2022-03-31,114423000000.0,103941000000.0,2456000000.0,,2667000000.0,,,73000000.0,50000000.0,28000000.0,0.74,99224776.0,2125000000.0,0.0,,100.5875,10.3808,0.74,,0.029723127035830618,0.0006379836221738636,,,,,,0.0,,274000000.0,189000000.0,2.8200000000000003,2.8200000000000003,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2022-06-30,113386000000.0,102784000000.0,2524000000.0,,2881000000.0,,,145000000.0,162000000.0,60000000.0,1.46,99461867.0,1584000000.0,0.0,,90.8404,8.7532,1.46,,0.05744849445324881,0.0012788174906955003,,,,,,0.0,,220000000.0,233000000.0,2.1100000000000003,2.1100000000000003,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2022-09-30,114683000000.0,103783000000.0,2677000000.0,,3184000000.0,,,244000000.0,472000000.0,100000000.0,2.43,100505075.0,3998000000.0,0.0,,86.8692,8.3876,2.43,,0.09114680612626073,0.002127603916883932,,,,,,0.0,,223000000.0,536000000.0,1.96,1.96,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2022-12-31,115143000000.0,103528000000.0,2848000000.0,,3436000000.0,,,-82000000.0,334000000.0,-32000000.0,-0.8800000000000008,-197892109.0,-3739000000.0,0.0,0.6884,79.8616,7.429,-0.8800000000000008,,-0.028792134831460675,-0.0007121579253623755,,,,,,0.0,,380000000.0,1018000000.0,3.749999999999999,3.749999999999999,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2023-03-31,119469000000.0,107236000000.0,3001000000.0,,3214000000.0,,,148000000.0,710000000.0,61000000.0,1.42,104042571.0,-923000000.0,0.0,,76.7318,6.7713,1.42,,0.04931689436854382,0.0012388150901070571,,,,,,0.0,,455000000.0,1678000000.0,4.429999999999999,4.429999999999999,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2023-06-30,120593000000.0,107936000000.0,3158000000.0,,3681000000.0,,,273000000.0,1561000000.0,112000000.0,2.62,104254888.0,1196000000.0,0.0,,69.3682,5.6482,2.62,,0.08644711842938568,0.002263812990803778,,,,,,0.0,,583000000.0,3077000000.0,5.589999999999999,5.589999999999999,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2023-09-30,120636000000.0,107372000000.0,3390000000.0,,3824000000.0,,,440000000.0,2471000000.0,180000000.0,4.19,105184572.0,2175000000.0,0.0,,63.4868,5.0832,4.19,,0.12979351032448377,0.00364733578699559,,,,,,0.0,,779000000.0,5076000000.0,7.35,7.35,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2023-12-31,128423000000.0,114356000000.0,3584000000.0,,3753000000.0,,,-261000000.0,-1306000000.0,-96000000.0,-2.5600000000000005,-207635154.0,2096000000.0,0.0,0.6927,58.167,4.4882,-2.5600000000000005,,-0.07282366071428571,-0.0020323462308153525,,,,,,0.0,,600000000.0,3436000000.0,5.67,5.67,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2024-03-31,132238000000.0,117579000000.0,3732000000.0,,4063000000.0,,,175000000.0,1013000000.0,71000000.0,1.61,108149440.0,1683000000.0,0.0,,75.243,5.7352,1.61,,0.04689174705251876,0.0013233714968465947,,,,,,0.0,,627000000.0,3739000000.0,5.86,5.86,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2024-06-30,136648000000.0,121464000000.0,3927000000.0,,3918000000.0,,,354000000.0,,142000000.0,3.27,108388138.0,3304000000.0,0.0,,78.6301,6.1969,3.27,,0.09014514896867838,0.0025905977401791463,,,,,,0.0,,708000000.0,,6.51,6.51,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2024-09-30,148526000000.0,132521000000.0,4145000000.0,,3595000000.0,,,538000000.0,,217000000.0,4.94,108774195.0,6886000000.0,0.0,,84.417,6.5202,4.94,,0.12979493365500602,0.0036222614222425702,,,,,,0.0,,806000000.0,,7.26,7.26,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2024-12-31,150142000000.0,133545000000.0,4280000000.0,,3633000000.0,,,-312000000.0,,-142000000.0,-2.8900000000000006,-216308835.0,-3149000000.0,0.0,0.8053,98.8702,7.9615,-2.8900000000000006,,-0.07289719626168224,-0.002078032795620146,,,,,,0.0,,755000000.0,,6.93,6.93,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2025-03-31,157670000000.0,140187000000.0,4502000000.0,,3500000000.0,,,213000000.0,,91000000.0,1.94,109865741.0,2584000000.0,0.0,,88.2503,7.3395,1.94,,0.04731230564193692,0.001350922813471174,,,,,,0.0,,793000000.0,,7.26,7.26,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2025-06-30,181475000000.0,162957000000.0,4825000000.0,,4688000000.0,,,437000000.0,,189000000.0,0.99,440459081.0,9723000000.0,0.0,,112.1382,9.6086,0.99,,0.0905699481865285,0.0024080451852872297,,,,,,0.0,,876000000.0,,4.9799999999999995,4.9799999999999995,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2025-09-30,200222000000.0,180742000000.0,5106000000.0,,5128000000.0,,,700000000.0,,315000000.0,1.58,442507940.0,14202000000.0,0.0,,127.5514,11.5601,1.58,,0.13709361535448492,0.003496119307568599,,,,,,0.0,,1038000000.0,,1.6199999999999994,1.6199999999999994,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
2025-12-31,203240000000.0,182768000000.0,5363000000.0,,4963000000.0,,,-366000000.0,,-181000000.0,-2.2899999999999996,-548973216.0,-10698000000.0,0.0,0.9749,110.8498,10.4639,-2.2899999999999996,,-0.06824538504568338,-0.001800826608935249,,,,,,0.0,,984000000.0,,2.22,2.22,1.311657,79.18,32.82,4.19032,116115.16,118.0032,20.3387,11.1392
