report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2021-09-30,180045513.0,84422097.0,7927818.0,9000289.0,171045224.0,1072471.0,,81953152.0,,,,-10381675.0,-10861359.0,,0.0,-0.68,15863027.0,-9265002.0,23994.0,,-9288996.0,1072471.0,23.2097,,-0.68,-10381675.0,-0.06349992561031695,-0.06032562999778839,,,,-0.05766139253911871,-0.0603173020647296,,,0.006270101993610766,10.648843982038942,,613630793.0,471616369.0,,285868715.0,471616369.0,,3.500000000000001,3.500000000000001,0.002274032604665594,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2022-03-31,281543530.0,167528049.0,6039543.0,6746344.0,274797186.0,706801.0,,165910492.0,,,,-5745843.0,-9154632.0,,0.0,-0.57,16088013.0,-8849009.0,5619034.0,,-14468043.0,706801.0,8.7895,,-0.57,-5745843.0,-0.03331414026925297,-0.032515867084567704,,,,-0.02040836456089046,-0.02085575262473425,,,0.0025720823793297506,27.738530713333773,,115169161.0,165140526.0,,130897672.0,165140526.0,,-1.35,-1.35,0.004279997267297065,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2022-06-30,273045832.0,143494030.0,6138744.0,6488159.0,266557673.0,349415.0,,139033696.0,,,,-14090082.0,-18735935.0,,0.0,-1.1,17019262.0,-17853851.0,11533913.0,,-29387764.0,349415.0,,,-1.1,-14090082.0,-0.07028848499889177,-0.06861827870714393,,,,-0.05160335866251201,-0.05279021289985375,,,0.0013108420255454436,23.375144817897603,,-58745774.0,-49953556.0,,-69422092.0,-49953556.0,,-3.83,-3.83,-0.006994797327341421,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2022-09-30,297855404.0,120951018.0,7202101.0,12471046.0,285384358.0,244700.0,,117588915.0,,,,-28232240.0,-2071054.0,97250.0,3400000.0,-0.12,17343309.0,-22041466.0,21891950.0,,-43933416.0,244700.0,,,-0.12,-28232240.0,-0.007257069078747476,-0.006953219489010849,,,,-0.09478505214563776,-0.09884232436883225,,,0.0008574401264136558,16.793851960698692,,-40822980.0,-58449840.0,,-97078219.0,-58449840.0,,-2.47,-2.47,-0.004186495634547502,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2022-12-31,287921083.0,101858804.0,13411165.0,17632422.0,270288661.0,163425.0,,99246963.0,18073367.0,,,8327810.0,16986947.0,17779.0,-260736.0,1.05,-32932906.0,22295799.0,-13312990.0,,8982809.0,163425.0,7.6045,,1.05,8327810.0,0.06284742740280917,0.05899862150768584,,,,0.028923932604129583,0.030792182538388703,,,0.0006046313574360413,7.595074999077261,,-12974674.0,-39740355.0,,-78806414.0,-39740355.0,,-0.7399999999999998,-0.7399999999999998,-0.004112318573903026,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2023-03-31,347657287.0,130843389.0,12016916.0,15971203.0,331686084.0,99833.0,,129223392.0,,,,-12120588.0,-8639732.0,14517.0,500000.0,-0.47,18523689.0,-9512132.0,18518044.0,,-28030176.0,99833.0,7.6045,,-0.47,-12120588.0,-0.02604791824790575,-0.024851289827847043,,,,-0.03486360980548065,-0.036531351630575686,,,0.00030098639893496405,10.888266923060792,,-12459774.0,-46115100.0,,-92368547.0,-46115100.0,,-0.6399999999999999,-0.6399999999999999,-0.0021648657381204855,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2023-06-30,342935496.0,93653214.0,12717889.0,17500520.0,325434976.0,72099.0,,88748419.0,,,,-27222557.0,-19278872.0,25677.0,1100000.0,-1.02,18856995.0,-19688001.0,28695695.0,,-48383696.0,72099.0,,,-1.02,-27222557.0,-0.05924031963915274,-0.05621719601752745,,,,-0.07938098364714045,-0.08363122982810742,,,0.0002215465617315823,7.36389616232694,,-13002711.0,-59247575.0,,-111364479.0,-59247575.0,155223.0,-0.5599999999999998,-0.5599999999999998,-0.0012169105655379143,-381.6932735483788,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2023-09-30,397350000.0,122150000.0,42860000.0,49299000.0,348051000.0,44000.0,,94495000.0,,47127000.0,23764000.0,-11262000.0,3613000.0,34000.0,3200000.0,0.19,19011000.0,5403000.0,44978000.0,,-39575000.0,44000.0,,,0.19,-11262000.0,0.01038066260404366,0.009092739398515163,0.07666518131856473,0.5042544613491204,-0.2389712903431154,-0.028342770856927144,-0.032353236903718816,-0.8397521590595625,-0.2389712903431154,0.00012641825479599254,2.8499766682221184,,-7318657.0,-42277335.0,,-107006063.0,-42277335.0,91973.0,-0.24999999999999983,-0.24999999999999983,-0.001040746773655435,-459.6711534906984,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2023-12-31,381255000.0,76154000.0,41366000.0,48925000.0,332330000.0,14000.0,,71730000.0,,-7327000.0,-18085000.0,11230145.0,2528604.0,-35194.0,-1694000.0,0.16000000000000014,-37358684.0,25367133.0,-35468739.0,272000.0,-10101606.0,14000.0,1.8537,,0.16000000000000014,11502145.0,0.007608714229831793,0.006632316953220286,-0.34510768390883034,2.4682680496792684,-1.532707110686502,0.029455731728108482,0.0337907258743952,1.3786824075337791,-1.569830080524089,4.212680167303584e-05,1.84098051539912,,-21777000.0,-39375000.0,,-126090478.0,-39103000.0,39000.0,-1.1399999999999997,-1.1399999999999997,-0.00035802879574457205,-1009.6153846153846,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2024-03-31,335203000.0,86050000.0,18810000.0,24136000.0,311067000.0,204000.0,,71400000.0,,13400000.0,691000.0,-14676000.0,-23611000.0,222000.0,-3100000.0,-1.22,19326000.0,-28322000.0,5428000.0,81000.0,-33750000.0,204000.0,1.8537,,-1.22,-14595000.0,-0.07590326199821903,-0.07043791374182212,-1.7620149253731343,0.05156716417910448,-1.095223880597015,-0.04378242438164336,-0.04714862611679212,-2.5186567164179103,-1.089179104477612,0.0006558072698164704,4.574694311536417,,-36748268.0,-41930412.0,,-131810302.0,-41577412.0,246483.0,-1.8899999999999997,-1.8899999999999997,-0.0049065102945801435,-170.11482333467217,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2024-06-30,339640000.0,83693000.0,36017000.0,40015000.0,299625000.0,2067000.0,,59000000.0,,26600000.0,1317000.0,-28299000.0,-36900000.0,,-3100000.0,-1.91,19348000.0,-28781000.0,8622000.0,156000.0,-37403000.0,2067000.0,,2.8625,-1.91,-28143000.0,-0.12315394242803504,-0.10864444706159462,-1.387218045112782,0.04951127819548872,-1.0638721804511277,-0.08332057472618067,-0.093800962571099,-1.4061278195488722,-1.0580075187969924,0.006898623279098874,2.3237082488824723,79800000.0,-54369396.0,-43006855.0,7687000.0,-120829606.0,-42497855.0,,-2.7799999999999994,-2.7799999999999994,-0.048637748893444153,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2024-09-30,329227000.0,73654000.0,37026000.0,43021000.0,286206000.0,4089000.0,,64400000.0,,54300000.0,3970000.0,-43224000.0,-53600000.0,,-3100000.0,-2.77,19366000.0,-36477000.0,10578000.0,221000.0,-47055000.0,4089000.0,,3.693,-2.77,-43003000.0,-0.18727769508675568,-0.16280560221367021,-0.9871086556169429,0.07311233885819521,-0.7960220994475138,-0.13128935354633733,-0.14889681186379372,-0.8665745856353592,-0.7919521178637201,0.014286912224062389,1.9892507967374278,86973000.0,-111582396.0,-74968855.0,-12107000.0,-128309606.0,-74238855.0,,-5.74,-5.74,-0.05507897448041191,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2024-12-31,349885000.0,102639000.0,46106000.0,51638000.0,298247000.0,3652000.0,,87800000.0,,5600000.0,4817000.0,30523000.0,49311000.0,,6200000.0,2.9000000000000004,-38422000.0,50673000.0,-13951000.0,-174000.0,36722000.0,3652000.0,2.2391,1.7009,2.9000000000000004,30349000.0,0.16533611402629364,0.14093487860296955,8.805535714285714,0.8601785714285715,5.4505357142857145,0.08723723509153007,0.10110334913331942,6.5575,5.419464285714286,0.01224488427377308,2.2261527783802544,99900000.0,-64800000.0,-55676000.0,10795000.0,-81486000.0,-55392000.0,,-2.9999999999999996,-2.9999999999999996,-0.06593009820912767,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2025-03-31,326989000.0,82480000.0,38427000.0,43698000.0,283291000.0,3418000.0,,65400000.0,,19996000.0,134000.0,-11855000.0,-15600000.0,,0.0,-0.71,21939000.0,-19155000.0,1366000.0,63000.0,-20521000.0,3418000.0,,1.2984,-0.71,-11792000.0,-0.055067051194707915,-0.04770802687552181,-0.7801560312062412,0.006701340268053611,-0.592868573714743,-0.03625504221854558,-0.0413485450404417,-1.02625525105021,-0.5897179435887178,0.01206533211432767,2.1464074739115726,106496000.0,-56789000.0,-52855000.0,10238000.0,-68257000.0,-52589000.0,,-2.4899999999999993,-2.4899999999999993,-0.06499458061571811,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
2025-06-30,318546000.0,65329000.0,36115000.0,40897000.0,277649000.0,2959000.0,,56100000.0,,31853000.0,-1498000.0,-21452000.0,-25400000.0,,0.0,-1.16,21942000.0,-21328000.0,1646000.0,119000.0,-22974000.0,2959000.0,,1.2153,-1.16,-21333000.0,-0.09148241124585357,-0.0797373063858909,-0.79741311650394,-0.04702853734342134,-0.6734687470567922,-0.06734349199173746,-0.07644828372676474,-0.7212507456126581,-0.669732835211754,0.010657340743168533,1.8089159628963034,111749000.0,-45289000.0,-46008000.0,7423000.0,-53828000.0,-45779000.0,,-1.7399999999999995,-1.7399999999999995,-0.0646366237794622,,-0.12297441,10.61,5.15,0.69433,159.109,0.5701,1.5139
