report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,2117400000.0,864920000.0,562677000.0,1290181000.0,827219000.0,347131000.0,101702000.0,-983791000.0,-496424000.0,-61725000.0,-11685000.0,-22655000.0,-1.8399999999999999,-64784085.0,-21120000.0,-30466000.0,-51586000.0,347131000.0,1.5377,20.3695,2.5297,-1.8399999999999999,-0.07461748339919659,-0.029151317653726267,0.06274198483214423,0.5046031118398115,0.0524359340550991,0.419636154392005,1.5371518651020035,2341528000.0,290847000.0,1241055000.0,171184000.0,22764000.0,9.14,9.14,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2013-03-31,2070606000.0,828938000.0,478295000.0,1270384000.0,800222000.0,421913000.0,93209000.0,524353000.0,279253000.0,52544000.0,5400000.0,16592000.0,1.0,31101979.0,23672000.0,19018000.0,4654000.0,421913000.0,,21.9507,2.7408,1.0,0.06566177885636736,0.02537614592056625,0.1002073030954338,0.5325668013723579,0.00887570014856404,0.5272449395292806,1.7331103189454207,2330481000.0,291064000.0,1243206000.0,173570000.0,22341000.0,8.52,8.52,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2013-06-30,2133437000.0,875376000.0,509026000.0,1322335000.0,811102000.0,443727000.0,120217000.0,1103033000.0,588096000.0,121606000.0,10943000.0,38403000.0,3.0,30975957.0,114632000.0,36781000.0,77851000.0,443727000.0,,20.6817,2.6385,3.0,0.14992688958971867,0.057000042654177276,0.11024692824240073,0.5331626524319762,0.0705790307270952,0.5470668300657624,1.719707834177429,2327831000.0,298639000.0,1255192000.0,182605000.0,21755000.0,7.98,7.98,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2013-09-30,2144016000.0,848875000.0,538975000.0,1296374000.0,847642000.0,384871000.0,92222000.0,1694719000.0,906669000.0,195932000.0,16500000.0,61873000.0,6.0,30836160.0,237415000.0,57000000.0,180415000.0,384871000.0,,23.7184,3.0302,6.0,0.2311494711210629,0.09138551204841755,0.11561326686016973,0.5349966572629444,0.10645717667648737,0.45404899710019087,1.5749802866552252,2338314000.0,308357000.0,1277594000.0,211334000.0,21158000.0,8.16,8.16,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2013-12-31,2152819000.0,913987000.0,564188000.0,1217767000.0,935052000.0,395960000.0,111874000.0,-943133000.0,-491992000.0,-63988000.0,-10132000.0,-20253000.0,-1.0,-62185614.0,-29791000.0,-30450000.0,-60241000.0,395960000.0,1.62,23.527,3.027,-1.0,-0.06843255776149348,-0.02972288891913347,0.06784621044963966,0.5216570727564405,0.0638732819231222,0.42346308012816397,1.6200043247995348,2378972000.0,306094000.0,1282026000.0,202679000.0,22711000.0,9.0,9.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2014-03-31,2135137000.0,890105000.0,509195000.0,1211533000.0,923604000.0,449582000.0,115804000.0,550621000.0,292641000.0,58051000.0,5666000.0,18333000.0,1.0,30088245.0,42845000.0,16716000.0,26129000.0,449582000.0,,22.0938,2.8631,1.0,0.06285269444480535,0.027188419291127454,0.1054282346659499,0.531474462470556,0.04745369319368495,0.48676922144122375,1.7480631192372273,2405240000.0,311601000.0,1295414000.0,224154000.0,22977000.0,9.0,9.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2014-06-30,2143420000.0,886388000.0,640381000.0,1235706000.0,907714000.0,345364000.0,111012000.0,1159455000.0,620817000.0,132073000.0,11622000.0,41709000.0,4.0,29918456.0,150977000.0,37120000.0,113857000.0,345364000.0,,23.1009,3.0031,4.0,0.14550067532284397,0.06161788170307266,0.11390955233277704,0.5354386328059304,0.0981987226757399,0.380476669964328,1.3841572438907463,2461662000.0,322068000.0,1328135000.0,260160000.0,23656000.0,10.0,10.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2014-09-30,2107455000.0,872912000.0,650884000.0,1258515000.0,848940000.0,365007000.0,126311000.0,1788555000.0,964368000.0,217069000.0,17613000.0,68549000.0,7.0,29747321.0,278238000.0,61408000.0,216830000.0,365007000.0,,22.3399,2.9569,7.0,0.2556941597757203,0.10300053856428726,0.12136557164862137,0.5391883391900165,0.12123194422312984,0.4299561806488091,1.341117618500378,2555498000.0,343205000.0,1385834000.0,296575000.0,24769000.0,11.0,11.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2014-12-31,2009110000.0,849430000.0,678890000.0,1289515000.0,719595000.0,335790000.0,85263000.0,-1012648000.0,-519076000.0,-68952000.0,-10364000.0,-21828000.0,-1.0,-60182714.0,-53148000.0,-25856000.0,-79004000.0,335790000.0,1.2511,25.5231,3.4734,-1.0,-0.09582056573489255,-0.03431967388545177,0.06809078771695594,0.5125927271865446,0.07801723797410354,0.4666374835845163,1.2512041715152675,2485983000.0,338241000.0,1358750000.0,277812000.0,24537000.0,11.0,11.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2015-03-31,1975665000.0,814850000.0,637703000.0,1309537000.0,666128000.0,409179000.0,75359000.0,535701000.0,298805000.0,63051000.0,6725000.0,19912000.0,2.0,28762935.0,58596000.0,18539000.0,40057000.0,409179000.0,,26.7741,3.7198,2.0,0.09465297960752288,0.03191381129898034,0.11769811891334905,0.557783166355859,0.07477492108470957,0.6142648259793914,1.277789190265688,2471063000.0,343241000.0,1364914000.0,291740000.0,25596000.0,12.0,12.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2015-06-30,2096949000.0,912664000.0,579540000.0,1442698000.0,654251000.0,605141000.0,149309000.0,1117758000.0,621717000.0,140608000.0,13667000.0,44402000.0,4.0,28611637.0,163785000.0,35923000.0,127862000.0,605141000.0,,27.265,3.8695,4.0,0.2149144594352932,0.06705360979213133,0.1257946711184353,0.5562178933185895,0.11439148724500295,0.9249370654381881,1.5748076060323706,2429366000.0,351776000.0,1365814000.0,305745000.0,27641000.0,12.0,12.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2015-09-30,2053546000.0,868315000.0,593415000.0,1467194000.0,586352000.0,601731000.0,123299000.0,1721912000.0,961246000.0,229469000.0,20696000.0,72464000.0,8.0,28443478.0,289826000.0,56756000.0,233070000.0,601731000.0,,22.2052,3.2196,8.0,0.39135024695063714,0.11174280975444427,0.13326406924395673,0.5582433945521026,0.13535534916999242,1.0262282724370344,1.4632508446871078,2362723000.0,364176000.0,1362692000.0,321985000.0,30724000.0,13.0,13.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2015-12-31,2018485000.0,862815000.0,595127000.0,1438028000.0,580457000.0,576984000.0,98887000.0,-979924000.0,-529775000.0,-80308000.0,-13637000.0,-26174000.0,-2.0,-57548435.0,-85339000.0,-28712000.0,-114051000.0,576984000.0,1.4248,26.2819,3.8729,-2.0,-0.13835305629874392,-0.039786275350076915,0.08195329433711186,0.5406286609981998,0.11638759740551308,0.9940167833276194,1.4497997906329236,2395447000.0,352820000.0,1351993000.0,286938000.0,27451000.0,12.0,12.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2016-03-31,2035273000.0,866699000.0,544792000.0,1491940000.0,543333000.0,681872000.0,110595000.0,539674000.0,299907000.0,65674000.0,6580000.0,20739000.0,2.0,27421019.0,35700000.0,14348000.0,21352000.0,681872000.0,,25.9434,3.8447,2.0,0.12087246679292442,0.03226790705718594,0.12169198442022407,0.5557188228449027,0.039564626052024,1.2549799110306203,1.5908805562489905,2399420000.0,355443000.0,1353095000.0,268233000.0,27306000.0,12.0,12.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2016-06-30,2061747000.0,900260000.0,591108000.0,1569785000.0,491962000.0,693263000.0,114646000.0,1147960000.0,647483000.0,145262000.0,13452000.0,44323000.0,5.0,27283012.0,151225000.0,28858000.0,122367000.0,693263000.0,,27.0319,3.9851,5.0,0.29527077294587795,0.07045578337206262,0.12653925223875395,0.5640292344680999,0.1065951775323182,1.409179977315321,1.5230042564133797,2429622000.0,360097000.0,1378861000.0,262738000.0,27091000.0,13.0,13.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2016-09-30,2220980000.0,946102000.0,620849000.0,1720463000.0,500517000.0,826022000.0,146133000.0,1798558000.0,1016977000.0,246594000.0,20619000.0,76315000.0,9.0,27153450.0,290147000.0,51234000.0,238913000.0,826022000.0,,29.7689,4.4555,9.0,0.4926785703582496,0.11102936541526713,0.13710650421059536,0.5654402026512351,0.13283586072842798,1.6503375509722946,1.523884229498638,2506268000.0,377222000.0,1434592000.0,268581000.0,27014000.0,14.0,14.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2016-12-31,2166777000.0,896784000.0,587515000.0,1731834000.0,434943000.0,875056000.0,158674000.0,-977935000.0,-528780000.0,-73160000.0,-12625000.0,-21554000.0,-2.0,-54833576.0,-33994000.0,29517000.0,-63511000.0,875056000.0,1.5265,28.8257,4.4176,-2.0,-0.1682059488254783,-0.03376443445726072,0.07481069805252906,0.540710783436527,0.06494398911993128,2.0118866150277164,1.526401879100959,2508257000.0,384370000.0,1435587000.0,319121000.0,28026000.0,14.0,14.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2017-03-31,2203764000.0,912865000.0,561162000.0,1763912000.0,439852000.0,944211000.0,164893000.0,594567000.0,342900000.0,92466000.0,7741000.0,21382000.0,3.0,26586061.0,67599000.0,21015000.0,46584000.0,944211000.0,,30.0739,4.8246,3.0,0.21022071060265726,0.041958213311407214,0.15551821745909208,0.5767222196993779,0.07834945430876587,2.1466561479770467,1.6267405847152872,2563150000.0,411162000.0,1478580000.0,344353000.0,29187000.0,15.0,15.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2017-06-30,2247950000.0,913753000.0,588809000.0,1786031000.0,461919000.0,947781000.0,146334000.0,1248223000.0,717817000.0,194046000.0,15912000.0,46649000.0,7.0,26514311.0,205377000.0,48529000.0,156848000.0,947781000.0,,34.8723,5.7911,7.0,0.4200866385665019,0.0863213149758669,0.15545779880678373,0.575071121105764,0.1256570340395907,2.051833763062355,1.5518665645396046,2663413000.0,459946000.0,1548914000.0,378834000.0,31647000.0,17.0,17.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2017-09-30,2497199000.0,986564000.0,652358000.0,1984220000.0,512979000.0,1050681000.0,169086000.0,1947022000.0,1118094000.0,298996000.0,24160000.0,81326000.0,11.0,26446677.0,351235000.0,85826000.0,265409000.0,1050681000.0,,37.2241,6.1213,11.0,0.5828620664783548,0.11973254834716816,0.15356580459799632,0.5742585343154828,0.13631535750494858,2.0481949553490493,1.5123045934900776,2811877000.0,512348000.0,1650031000.0,405330000.0,35188000.0,19.0,19.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2017-12-31,2549805000.0,1006723000.0,689673000.0,2002525000.0,547280000.0,960170000.0,148687000.0,-1064759000.0,-605498000.0,-209536000.0,-15028000.0,48893000.0,-7.0,-53153266.0,-107886000.0,-27944000.0,-135830000.0,960170000.0,1.4596,42.582,5.8769,-7.0,-0.3828680017541295,-0.08217726453591549,0.1967919501032628,0.568671408271731,0.12756877377885512,1.754440140330361,1.459710616480564,2725053000.0,375972000.0,1573313000.0,333011000.0,32785000.0,14.0,14.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2018-03-31,2511907000.0,927372000.0,636882000.0,1951160000.0,560747000.0,978715000.0,98949000.0,660821000.0,374933000.0,93304000.0,8359000.0,24135000.0,3.0,26095647.0,76564000.0,29774000.0,46790000.0,978715000.0,,37.9095,5.1188,3.0,0.16639233023092412,0.03714468728340659,0.14119406011612828,0.5673745235093921,0.07080586119387852,1.7453771486962926,1.4561127493004984,2791307000.0,376810000.0,1605346000.0,333217000.0,33403000.0,14.0,14.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2018-06-30,2558216000.0,1003307000.0,688817000.0,2025782000.0,532434000.0,1020420000.0,183190000.0,1382817000.0,787558000.0,204772000.0,16668000.0,56269000.0,7.0,25979508.0,216759000.0,61586000.0,155173000.0,1020420000.0,,37.2081,5.0329,7.0,0.3845960250472359,0.08004484375048862,0.14808322431673895,0.5695316155355337,0.11221513765017352,1.9165192305525192,1.456565386742778,2925901000.0,387536000.0,1675087000.0,331542000.0,34159000.0,14.0,14.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2018-09-30,2557664000.0,971499000.0,697469000.0,2026049000.0,531615000.0,988894000.0,137448000.0,2117663000.0,1206812000.0,331425000.0,25671000.0,89979000.0,12.0,25877979.0,366433000.0,96665000.0,269768000.0,988894000.0,,37.7674,5.3281,12.0,0.6234304901103243,0.12958113340923594,0.15650507186459792,0.5698791545208091,0.1273894854847065,1.8601694835548281,1.3928920138386078,3096542000.0,419965000.0,1763805000.0,335901000.0,35670000.0,15.0,15.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2018-12-31,2618847000.0,1045860000.0,734434000.0,2028784000.0,590063000.0,985021000.0,178110000.0,-1225715000.0,-684925000.0,-116890000.0,-16187000.0,-31136000.0,-3.0,-52171810.0,-94751000.0,-45299000.0,-140050000.0,985021000.0,1.4242,27.6282,4.8254,-3.0,-0.1980974912848289,-0.0446341462483299,0.09536474629094038,0.5587962944077538,0.11425984017491832,1.6693488661380225,1.4240353796256708,2935586000.0,512611000.0,1684378000.0,331681000.0,34511000.0,19.0,19.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2019-03-31,2636697000.0,969384000.0,707964000.0,2074947000.0,561750000.0,1008485000.0,126480000.0,679452000.0,388319000.0,111805000.0,9094000.0,13871000.0,4.0,25310525.0,98795000.0,22404000.0,76391000.0,1008485000.0,,34.1017,6.1319,4.0,0.19902981753449042,0.04240343126267448,0.16455172697997797,0.5715179291546717,0.11243031148631544,1.7952558967512238,1.3692560638676543,2954217000.0,531112000.0,1697764000.0,361282000.0,35246000.0,20.0,20.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2019-06-30,2660858000.0,981446000.0,707251000.0,2156772000.0,504086000.0,1087874000.0,124439000.0,1410818000.0,807857000.0,238965000.0,17976000.0,41927000.0,9.0,25217359.0,225865000.0,44699000.0,181166000.0,1087874000.0,,37.9929,7.0112,9.0,0.47405601425153643,0.08980749818291694,0.16938045871260501,0.5726160284317325,0.12841202763219636,2.158111909475764,1.387691215707012,2982218000.0,565305000.0,1718063000.0,387275000.0,36554000.0,22.0,22.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2019-09-30,2635869000.0,963808000.0,719255000.0,2197568000.0,438301000.0,1124279000.0,120534000.0,2164684000.0,1242913000.0,368360000.0,27776000.0,81891000.0,14.0,25103173.0,401741000.0,71627000.0,330114000.0,1124279000.0,,31.2138,5.7515,14.0,0.8404270124868526,0.1397489784203995,0.17016802452459573,0.5741775704906582,0.15249985679203062,2.565084268573423,1.3400087590631973,3029239000.0,602240000.0,1754164000.0,447621000.0,38659000.0,24.0,24.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2019-12-31,2789321000.0,1109647000.0,754512000.0,2368541000.0,420780000.0,1235350000.0,207785000.0,-1246302000.0,-697878000.0,-158021000.0,-17435000.0,-17404000.0,-5.0,-50656600.0,-122951000.0,-41389000.0,-164340000.0,1235350000.0,1.4706,34.4318,6.4211,-5.0,-0.37554303911782877,-0.05665213863875832,0.1267919011603929,0.5599589826542845,0.13186210083912245,2.9358572175483624,1.4706817121530207,3008652000.0,561109000.0,1741211000.0,423331000.0,37411000.0,22.0,22.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2020-03-31,2885780000.0,1200865000.0,679838000.0,2579383000.0,306397000.0,1513020000.0,323600000.0,649162000.0,374409000.0,98115000.0,10219000.0,20384000.0,4.0,24353477.0,65515000.0,18835000.0,46680000.0,1513020000.0,,30.1578,5.5425,4.0,0.32022180373828724,0.03399947327932136,0.1511410094860759,0.5767574195655322,0.07190809073852135,4.938103179861422,1.7663987597045179,2978362000.0,547419000.0,1727301000.0,393620000.0,38536000.0,22.0,22.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2020-06-30,2679647000.0,989808000.0,702829000.0,2229554000.0,450093000.0,1146590000.0,127300000.0,1339835000.0,772379000.0,224677000.0,19801000.0,49077000.0,9.0,24291321.0,248752000.0,37089000.0,211663000.0,1146590000.0,,35.3147,6.573,9.0,0.49917905855012185,0.08384574535377234,0.1676900513869245,0.5764732224490329,0.15797691506790015,2.5474513045081792,1.408319804675106,2907379000.0,533131000.0,1691823000.0,424117000.0,40361000.0,22.0,22.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2020-09-30,2766536000.0,1046320000.0,764081000.0,2323469000.0,443067000.0,1169136000.0,153700000.0,2147192000.0,1241987000.0,386444000.0,29111000.0,93119000.0,15.0,24272354.0,473830000.0,57428000.0,416402000.0,1169136000.0,,39.6747,7.6821,15.0,0.8722021725833791,0.13968515139510204,0.17997645296741047,0.5784238205060377,0.1939286286461574,2.6387340966490394,1.3693836124704055,2889887000.0,551215000.0,1690897000.0,510405000.0,41696000.0,23.0,23.0,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2020-12-31,2814549000.0,1056904000.0,840327000.0,2531874000.0,282675000.0,1284174000.0,94254000.0,-1051012000.0,-587744000.0,-106497000.0,-20515000.0,-16576000.0,-3.09,-48717922.0,-63398000.0,-20858000.0,-84256000.0,1284174000.0,1.2578,44.9871,8.7895,-3.09,-0.37674714778455826,-0.03783803373115906,0.10132805334287334,0.5592172116017705,0.08016654424497532,4.542934465375431,1.2577294315189207,3085177000.0,602739000.0,1801031000.0,590489000.0,38616000.0,24.91,24.91,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2021-03-31,3028368000.0,1080208000.0,841809000.0,2825725000.0,202643000.0,1561054000.0,106700000.0,804390000.0,471696000.0,149663000.0,9471000.0,35751000.0,6.32,23685665.0,158877000.0,24605000.0,134272000.0,1561054000.0,,41.0944,8.2988,6.32,0.7385549957314094,0.049420347857327775,0.18605775805268587,0.5864021183754149,0.16692400452516815,7.703468661636474,1.2831984452530205,3240405000.0,654287000.0,1898318000.0,678081000.0,37868000.0,27.23,27.23,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2021-06-30,3142904000.0,1172611000.0,938369000.0,2951480000.0,191424000.0,1602005000.0,142300000.0,1728741000.0,1008600000.0,334426000.0,19910000.0,81372000.0,14.17,23603805.0,404412000.0,47363000.0,357049000.0,1602005000.0,,44.9408,9.2179,14.17,1.7470432129722502,0.10640668630031334,0.19345060943195078,0.5834303692687337,0.20653701161712484,8.368882689735875,1.2496267459815915,3629311000.0,764036000.0,2134539000.0,823467000.0,37977000.0,32.4,32.4,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2021-09-30,3207161000.0,1246224000.0,1001561000.0,3047990000.0,159171000.0,1639583000.0,183700000.0,2680691000.0,1564420000.0,538114000.0,31701000.0,125271000.0,22.86,23536615.0,667719000.0,69796000.0,597923000.0,1639583000.0,,41.9609,8.7486,22.86,3.3807289016215267,0.1677851532866607,0.2007370487683959,0.5835883359924736,0.2230480872282557,10.300764586513875,1.2442816763032907,4162810000.0,915706000.0,2456972000.0,1004988000.0,40567000.0,40.26,40.26,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2021-12-31,3326798000.0,1269358000.0,1146538000.0,3155377000.0,171421000.0,1580808000.0,98564000.0,-1495892000.0,-873163000.0,-253218000.0,-17840000.0,-62018000.0,-10.57,-47368455.0,-322183000.0,-34184000.0,-356367000.0,1580808000.0,1.1072,50.7236,10.4926,-10.57,-1.4771702416856745,-0.07611463034425295,0.16927558941420906,0.5837072462450498,0.23823043374789088,9.221787295605555,1.107122485255613,3717930000.0,768985000.0,2171553000.0,732877000.0,43242000.0,32.779999999999994,32.779999999999994,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
2022-03-31,3356183000.0,1309886000.0,1087413000.0,3271613000.0,84570000.0,1766832000.0,,897791000.0,519585000.0,174001000.0,11338000.0,39000000.0,7.55,23040231.0,90837000.0,19151000.0,71686000.0,1766832000.0,,39.2543,8.1714,7.55,2.0574790114697885,0.05184490833783498,0.19381014066748276,0.5787371448366045,0.07984709136090694,20.89194749911316,1.2045892407024745,3811331000.0,793323000.0,2219442000.0,670291000.0,45109000.0,34.01,34.01,1.4183888,1525.17,946.69,0.15787,25608.658,29.4626,1299.3992,6.3602
