report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-06-30,633843000.0,398230000.0,21810000.0,86666000.0,547177000.0,329134000.0,180087000.0,133292000.0,107098000.0,26605000.0,13.81,7756020.0,96489000.0,,7696000.0,,0.0,,62.6138,37.7385,13.81,140988000.0,0.19572825612187647,0.16896613199167618,0.5947014498547925,0.7401533703154587,0.21029182305397393,0.24359942029727127,,0.7828882706691765,0.0,18.25905547913801,663390000.0,390600000.0,483107000.0,512371000.0,,,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2021-09-30,695617000.0,458108000.0,29102000.0,94575000.0,601042000.0,372761000.0,303780000.0,236532000.0,190935000.0,46521000.0,24.62,7754439.0,174512000.0,,11562000.0,,0.0,,39.7546,24.7853,24.62,248094000.0,0.3176733073562247,0.2744829410437065,0.6285305155046416,0.778629271183093,0.3400319428651111,0.39353655817729877,,0.8166897096583053,0.0,15.741461067967837,870576000.0,524134000.0,649097000.0,686588000.0,,,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2021-12-31,764064000.0,526513000.0,50900000.0,112353000.0,651711000.0,428242000.0,-117064000.0,-69453000.0,-78105000.0,7936000.0,-3.6000000000000014,-15514561.0,-58225000.0,,-6839000.0,,0.0,9.9425,35.833,21.4525,-3.6000000000000014,-76292000.0,-0.11984606673817075,-0.10222311220002513,0.6671991389325497,0.5932908494498735,-0.09089945344892575,-0.10657024355887809,,0.6517118840975876,0.0,10.344066797642435,450958000.0,269980000.0,362393000.0,378650000.0,,,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2022-03-31,856569000.0,618840000.0,67279000.0,128693000.0,727876000.0,507356000.0,147335000.0,124313000.0,97900000.0,26489000.0,12.64,7742710.0,107735000.0,,4126000.0,,0.0,,32.9505,20.3692,12.64,128439000.0,0.13450093147733955,0.11429318595466331,0.6644721213560932,0.8437438490514814,0.14512899719695668,0.17078870576856497,,0.8717480571486748,0.0,9.198115310869662,514138000.0,317828000.0,424684000.0,441229000.0,47.47,47.47,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2022-06-30,764708000.0,523936000.0,57073000.0,119427000.0,645281000.0,389794000.0,323605000.0,276021000.0,216794000.0,59933000.0,28.01,7739859.0,195405000.0,,8306000.0,,0.0,,30.3412,19.3781,28.01,284327000.0,0.33596836107060335,0.28349906107952316,0.6699340245051838,0.8529565365182862,0.3609495389089692,0.42775318039737725,,0.8786236306608365,0.0,9.180102675520825,657656000.0,427524000.0,567413000.0,584568000.0,61.67,61.67,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2022-09-30,828974000.0,589187000.0,43599000.0,107804000.0,721170000.0,446588000.0,514716000.0,438076000.0,346631000.0,94071000.0,44.82,7733505.0,314645000.0,,12223000.0,,0.0,,32.1937,20.7044,44.82,450299000.0,0.48065088675347006,0.4181445980211683,0.6734412763543391,0.8511023554736982,0.5284556572341231,0.6074517797468003,,0.8748494315311744,0.0,13.513773251680085,868592000.0,583220000.0,768957000.0,786773000.0,81.87,81.87,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2022-12-31,877427000.0,633401000.0,39595000.0,104540000.0,772887000.0,510834000.0,-318234000.0,-276103000.0,-214963000.0,-58000000.0,-27.699999999999996,-15489265.0,-170636000.0,,-9279000.0,,0.0,15.0441,40.4629,27.061,-27.699999999999996,-285382000.0,-0.2781299206740442,-0.24499246091127808,0.6754872200959042,0.8676099976746671,-0.31467347141129687,-0.3572359219394297,,0.8967677872257521,0.0,15.996994570021467,667422000.0,446362000.0,562307000.0,577683000.0,57.77,57.77,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2023-03-31,955251000.0,711006000.0,61037000.0,126200000.0,829051000.0,590619000.0,146362000.0,104952000.0,86568000.0,23773000.0,11.24,7698398.0,114775000.0,,3404000.0,,0.0,,30.0903,19.6417,11.24,108356000.0,0.104418184164786,0.09062330214781246,0.5914649977453164,0.7170713709842719,0.10986850576445353,0.12659293577837794,,0.740328773862068,0.0,11.648770417943215,666449000.0,435030000.0,542946000.0,557600000.0,56.37000000000001,56.37000000000001,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2023-06-30,1001324000.0,737530000.0,44884000.0,113774000.0,887550000.0,609252000.0,306971000.0,225232000.0,186961000.0,50531000.0,24.3,7694548.0,199264000.0,,7297000.0,,0.0,,24.3122,15.5608,24.3,232529000.0,0.21064841417384936,0.18671379094079438,0.6090510178485916,0.7337240325633366,0.22493418713623162,0.25376823840910373,,0.7574950076717345,0.0,16.431913376704394,649815000.0,405197000.0,492157000.0,505802000.0,52.66000000000001,52.66000000000001,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2023-09-30,1079318000.0,790858000.0,47370000.0,114760000.0,964558000.0,654158000.0,464938000.0,352190000.0,292535000.0,79894000.0,38.04,7690985.0,306858000.0,,10881000.0,,0.0,,34.2263,21.7371,38.04,363071000.0,0.30328399121670235,0.27103689552106053,0.6291914190709299,0.7574988493089401,0.3263079092538066,0.3651309719063032,,0.7809019697249956,0.0,16.69533459995778,600037000.0,351101000.0,406271000.0,418574000.0,45.88,45.88,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2023-12-31,1156398000.0,862464000.0,44387000.0,113202000.0,1043196000.0,725169000.0,-286676000.0,-196321000.0,-160419000.0,-42282000.0,-20.809999999999995,-15397316.0,-202609000.0,,-6825000.0,,0.0,18.701,29.751,19.1077,-20.809999999999995,-203146000.0,-0.15377647153555038,-0.1387230002127295,0.5595829438111317,0.6848184012613543,-0.16976940465133977,-0.18819186423260825,,0.7086257656727455,0.0,19.43055399103341,631595000.0,405645000.0,486053000.0,500810000.0,52.77,52.77,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2024-03-31,1259170000.0,963828000.0,70871000.0,136721000.0,1122449000.0,837100000.0,174142000.0,136041000.0,114417000.0,31567000.0,4.97,23020249.0,147244000.0,,3840000.0,,0.0,,30.3074,19.925,4.97,139881000.0,0.10193514360117921,0.09086699969027216,0.657032766363083,0.7812072906019226,0.1080402169683204,0.12120016143272434,,0.8032582605000517,0.0,13.59975166146943,659375000.0,433494000.0,517142000.0,532335000.0,46.5,46.5,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2024-06-30,1315791000.0,1017684000.0,44268000.0,109370000.0,1206421000.0,894704000.0,346476000.0,269263000.0,229006000.0,63420000.0,9.95,23018313.0,245533000.0,,7933000.0,,0.0,,37.223,24.8314,9.95,277196000.0,0.189822624108831,0.1740443581085446,0.6609577575358755,0.7771476235006176,0.20463964261801457,0.22319157242786722,,0.8000438702825016,0.0,22.989156953103823,698880000.0,475539000.0,561173000.0,577002000.0,32.150000000000006,32.150000000000006,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2024-09-30,1175569000.0,708969000.0,57331000.0,123437000.0,1052132000.0,533914000.0,520039000.0,396594000.0,335600000.0,92243000.0,14.58,23016733.0,364096000.0,,13695000.0,,0.0,,45.3073,29.6053,14.58,410289000.0,0.3189713838187604,0.28547877666049376,0.6453362151684777,0.7626235724628345,0.3373634384710723,0.3769431972414108,,0.7889581358321203,0.0,12.366241649369451,753981000.0,518604000.0,605577000.0,624220000.0,8.690000000000003,8.690000000000003,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2024-12-31,1248020000.0,503369000.0,46561000.0,115555000.0,1132465000.0,369835000.0,-334834000.0,-262760000.0,-225063000.0,-62369000.0,-9.780000000000001,-46035544.0,-266201000.0,,-306000.0,,0.0,10.5607,55.9726,35.9996,-9.780000000000001,-263066000.0,-0.19873726781843148,-0.18033605230685407,0.6721629225228023,0.7847470686967273,-0.21054149773240813,-0.23202483078947253,,0.7856609543833661,0.0,10.810957668434956,705823000.0,453960000.0,539138000.0,564300000.0,19.72,19.72,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2025-03-31,1353292000.0,606920000.0,77858000.0,147035000.0,1206257000.0,460379000.0,195983000.0,150073000.0,120652000.0,33742000.0,5.24,23005847.0,156726000.0,,11941000.0,,0.0,,66.1777,41.8526,5.24,162014000.0,0.1000218029822832,0.089154447081635,0.6156248246021339,0.7657449880857014,0.11089476624409218,0.12441212776381816,,0.8266737421102851,0.0,7.795216933391559,727664000.0,460195000.0,553170000.0,586433000.0,19.990000000000002,19.990000000000002,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2025-06-30,1404664000.0,667500000.0,45126000.0,115720000.0,1288944000.0,543930000.0,383526000.0,293824000.0,236792000.0,66593000.0,10.29,23008954.0,277626000.0,,25640000.0,,0.0,,52.5908,32.6887,10.29,319464000.0,0.18371007584503282,0.16857554546852485,0.6174079462670067,0.7661123365821353,0.20917742606060952,0.22795714941843867,,0.8329656920260947,0.0,14.791915968621193,764714000.0,467981000.0,577731000.0,628701000.0,20.33,20.33,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2025-09-30,1524914000.0,737172000.0,67900000.0,156950000.0,1367964000.0,531808000.0,586611000.0,442915000.0,358030000.0,100534000.0,15.56,23008282.0,432238000.0,,40603000.0,,0.0,,45.0356,27.7766,15.56,483518000.0,0.2617247237500402,0.2347870109396333,0.610336321685069,0.7550403930372939,0.29045244518707286,0.3237767952957826,,0.8242566198042656,0.0,10.856730486008837,831286000.0,490411000.0,624052000.0,701930000.0,21.310000000000002,21.310000000000002,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
2025-12-31,1623278000.0,319320000.0,72604000.0,164371000.0,1458907000.0,144809000.0,-367930000.0,-294651000.0,-234098000.0,-71916000.0,-24.12,4409.0,-320680000.0,,-15651000.0,,0.0,3.1058,41.133,24.8067,-24.12,-310302000.0,-0.16046122199701557,-0.14421312923602736,0.6362568966923056,0.8008343978474166,-0.18151604346267244,-0.2019669519715787,,0.843372380615878,0.0,4.398104787615007,798190000.0,481376000.0,592161000.0,654694000.0,6.969999999999999,6.969999999999999,0.0,0.83237785,547.2,269.23,0.54656,30626.617,63.6231,13.5721,38.3701
