report_date,total_assets,total_liabilities,total_equity,cash,shares_outstanding,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-03-31,6741141000.0,4465626000.0,2275515000.0,1592924000.0,,1162756000.0,81762000.0,207000.0,588000.0,0.21,390321000.0,270620000.0,5378000.0,7339000.0,265242000.0,0.0,,26.0317,1.5282,0.21,0.03593120678176149,0.012128807274614194,0.07031741827176123,0.22811492694942018,0.0,11186227000.0,466080000.0,1626618000.0,2057000.0,1.21,1.21,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2013-06-30,6452271000.0,4124056000.0,2328215000.0,1212668000.0,,2442178000.0,118179000.0,373000.0,2501000.0,0.0,390756000.0,335065000.0,11017000.0,15084000.0,324048000.0,0.0,,25.231,1.3941,0.0,0.05075948741847295,0.01831587668899834,0.048390821635441804,0.13268811691858662,0.0,11677964000.0,553489000.0,1746123000.0,2015000.0,1.1300000000000001,1.1300000000000001,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2013-09-30,8693722000.0,4202037000.0,4491685000.0,1349994000.0,,4024256000.0,2400063000.0,544000.0,-2104661000.0,6.0,,554950000.0,18354000.0,23134000.0,536596000.0,0.0,,2.606,1.146,6.0,0.5343346650533152,0.2760685239302568,0.5963991853400976,0.1333404236708599,0.0,12449188000.0,2806149000.0,1872084000.0,1943000.0,6.75,6.75,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2013-12-31,8734143000.0,4085191000.0,4648952000.0,1580329000.0,,-1949595000.0,20112000.0,-412000.0,9278000.0,0.5099999999999998,-394211000.0,-279499000.0,-5850000.0,-13970000.0,-285349000.0,0.0,6.7062,2.978,1.3738,0.5099999999999998,0.004326136299105691,0.002302687281396698,-0.010315988705346495,0.14636321902754162,0.0,5679595000.0,2620116000.0,840537000.0,712000.0,6.72,6.72,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2014-03-31,8351411000.0,3687348000.0,4664063000.0,1268162000.0,,1118894000.0,74819000.0,213000.0,55210000.0,0.0,387806000.0,91396000.0,17865000.0,5670000.0,73531000.0,0.0,,2.7991,1.2979,0.0,0.016041592920164244,0.00895884539750229,0.06686871142395973,0.06571757467642154,0.0,5635733000.0,2613173000.0,648826000.0,718000.0,6.51,6.51,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2014-06-30,8467336000.0,3829292000.0,4638044000.0,1170934000.0,,2405081000.0,116699000.0,416000.0,81010000.0,0.0,381113000.0,74282000.0,33021000.0,18904000.0,41261000.0,0.0,,2.915,1.3529,0.0,0.025161253321443262,0.013782256898745958,0.04852185851536809,0.017155763153091308,0.0,5598636000.0,2611693000.0,366039000.0,761000.0,6.51,6.51,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2014-09-30,8614645000.0,3904236000.0,4710409000.0,1221817000.0,,3999805000.0,257244000.0,625000.0,165393000.0,0.0,379820000.0,201835000.0,41888000.0,28864000.0,159947000.0,0.0,,13.9099,1.174,0.0,0.054611818209416636,0.0298612421057397,0.06431413531409656,0.03998869944909814,0.0,5574185000.0,468874000.0,-10610000.0,842000.0,0.5099999999999998,0.5099999999999998,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2014-12-31,8569410000.0,3764456000.0,4804954000.0,1292862000.0,,-1701417000.0,25576000.0,-405000.0,-86193000.0,1.0,-774637000.0,-58264000.0,-43984000.0,-13574000.0,-102248000.0,0.0,7.3431,16.7756,1.3666,1.0,0.00532283971917317,0.002984569532791639,-0.0150321761214329,0.060095790743832936,0.0,5822363000.0,474338000.0,172491000.0,849000.0,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2015-03-31,8433285000.0,3691291000.0,4741994000.0,1053927000.0,,1133298000.0,54971000.0,187000.0,40834000.0,0.0,370110000.0,-25397000.0,14517000.0,11062000.0,-39914000.0,0.0,,17.9183,1.3953,0.0,0.011592380757968061,0.00651833775331914,0.04850533575458529,-0.03521933330862668,0.0,5836767000.0,454490000.0,59046000.0,823000.0,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2015-06-30,8157956000.0,3551697000.0,4606259000.0,460361000.0,,2413589000.0,158295000.0,395000.0,105136000.0,0.0,367160000.0,-191103000.0,23115000.0,21853000.0,-214218000.0,0.0,,14.2408,1.26,0.0,0.0343651974411339,0.01940375750984683,0.06558490281485373,-0.088754962008859,0.0,5845275000.0,496086000.0,-196433000.0,802000.0,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2015-09-30,8801578000.0,4229973000.0,4571605000.0,734153000.0,,3920336000.0,266062000.0,598000.0,176643000.0,0.0,362509000.0,-246812000.0,34049000.0,33719000.0,-280861000.0,0.0,,13.7772,1.1592,0.0,0.05819881638942997,0.03022889759086382,0.06786714200007346,-0.07164207353655401,0.0,5765806000.0,504904000.0,-637241000.0,775000.0,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2015-12-31,8967160000.0,4207835000.0,4759325000.0,754161000.0,,-1485259000.0,14762000.0,,-680000.0,1.0,-739986000.0,115183000.0,-26241000.0,-20412000.0,88942000.0,0.0,6.2198,12.5918,1.0401,1.0,0.0031017003461625337,0.001646229129401059,-0.009939007270785769,-0.059883158425567524,0.0,5981964000.0,494090000.0,-446051000.0,,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2016-03-31,9843480000.0,5069953000.0,4773527000.0,995696000.0,,1432578000.0,83300000.0,,34913000.0,0.0,350477000.0,-64062000.0,9460000.0,13113000.0,-73522000.0,0.0,,12.4059,1.0318,0.0,0.017450409309510556,0.008462454335255418,0.058146921144956856,-0.05132146382256324,0.0,6281244000.0,522419000.0,-479659000.0,,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2016-06-30,9507056000.0,4688939000.0,4818117000.0,229187000.0,,3232492000.0,201060000.0,,106733000.0,0.0,349238000.0,-325316000.0,21044000.0,26705000.0,-346360000.0,0.0,,12.5613,0.9917,0.0,0.04172999534880535,0.021148502754164907,0.062199689898691166,-0.10714953045514111,0.0,7100147000.0,565184000.0,-611801000.0,,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2016-09-30,9871532000.0,5199500000.0,4672032000.0,434205000.0,,5175397000.0,329530000.0,,190598000.0,0.0,346940000.0,-312216000.0,30551000.0,40218000.0,-342767000.0,0.0,,12.3496,0.9515,0.0,0.07053247922959431,0.03338184994993685,0.06367241005859067,-0.06623008824250584,0.0,8355208000.0,628652000.0,-673707000.0,,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2016-12-31,10178200000.0,5518837000.0,4659363000.0,698882000.0,,-2171991000.0,-11187000.0,,-1097000.0,1.0,-704532000.0,769864000.0,-21760000.0,-26029000.0,748104000.0,0.0,6.568,10.1779,0.8001,1.0,-0.002400971978358415,-0.0010991137922225934,0.005150573828344593,-0.3444323664324576,0.0,7668476000.0,602703000.0,-14545000.0,,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2017-03-31,9920814000.0,5260669000.0,4660145000.0,397758000.0,,1628828000.0,91518000.0,,47747000.0,0.0,320085000.0,39803000.0,9996000.0,13209000.0,29807000.0,0.0,,12.2195,0.9492,0.0,0.01963844472650529,0.00922484788042594,0.05618641133379338,0.018299660860446897,0.0,7864726000.0,610921000.0,88784000.0,,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2017-06-30,9812878000.0,5368876000.0,4444002000.0,208203000.0,,3649675000.0,192268000.0,,69545000.0,0.0,316967000.0,176326000.0,16892000.0,26023000.0,159434000.0,0.0,,13.0313,0.9569,0.0,0.043264606991626015,0.019593436298708695,0.05268085514463616,0.04368443765540767,0.0,8281909000.0,602129000.0,594578000.0,,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2017-09-30,9971269000.0,5626184000.0,4345085000.0,158237000.0,,5779694000.0,369807000.0,,160255000.0,1.0,311314000.0,252479000.0,23548000.0,38689000.0,228931000.0,0.0,,12.8446,0.9978,1.0,0.08510926713746682,0.037087255393470984,0.06398383720660644,0.03960953642182441,0.0,8886206000.0,642406000.0,1166276000.0,,2.0,2.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2017-12-31,9686649000.0,5532623000.0,4154026000.0,272683000.0,,-2484947000.0,-206372000.0,,214060000.0,0.0,-641552000.0,194469000.0,-18385000.0,-26923000.0,176084000.0,0.0,5.4312,21.9407,1.1438,0.0,-0.04967999718826988,-0.021304787651539765,0.08304885375824916,-0.07086026382051609,0.0,8573250000.0,447221000.0,594256000.0,,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2018-03-31,9706395000.0,5431738000.0,4274657000.0,150821000.0,,1970093000.0,170751000.0,,53440000.0,0.0,288026000.0,169013000.0,15428000.0,11890000.0,153585000.0,0.0,,15.5317,0.9169,0.0,0.03994495932656117,0.017591598116499484,0.0866715429170095,0.07795824867150941,0.0,8914515000.0,526454000.0,718034000.0,,1.0,1.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2018-06-30,9815576000.0,5288864000.0,4526712000.0,367091000.0,,4539815000.0,494841000.0,,138521000.0,1.71,287064000.0,547582000.0,33059000.0,24161000.0,514523000.0,0.0,,10.9937,0.8709,1.71,0.10931576826623828,0.05041385243209364,0.10900025661838643,0.11333567557268302,0.0,9804655000.0,829027000.0,1073123000.0,,2.71,2.71,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2018-09-30,10055080000.0,5326202000.0,4728878000.0,728631000.0,,7189181000.0,784375000.0,,233674000.0,2.71,286428000.0,1014980000.0,46529000.0,36717000.0,968451000.0,0.0,,8.0776,0.6973,2.71,0.16586915543179587,0.0780078328566257,0.10910491751424814,0.13470950307135124,0.0,11214142000.0,1243595000.0,1812643000.0,,4.42,4.42,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2018-12-31,10172976000.0,5355194000.0,4817782000.0,1110088000.0,,-3510758000.0,-427944000.0,,-100118000.0,-0.8700000000000001,-576653000.0,-281831000.0,-35977000.0,-23339000.0,-317808000.0,0.0,6.9424,7.1425,0.7165,-0.8700000000000001,-0.08882593691453868,-0.04206674625006488,0.1218950437483871,0.09052404067725545,0.0,10188331000.0,1022023000.0,1318751000.0,,3.55,3.55,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2019-03-31,10207336000.0,5273897000.0,4933439000.0,1055457000.0,,1996693000.0,166757000.0,,49946000.0,0.59,278640000.0,158909000.0,16070000.0,13210000.0,142839000.0,0.0,,7.6021,0.7576,0.59,0.033801370605778244,0.016336975681020004,0.08351659468931878,0.07153778773201488,0.0,10214931000.0,1018029000.0,1308005000.0,,4.14,4.14,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2019-06-30,10095537000.0,5025730000.0,5069807000.0,631309000.0,,4485679000.0,407798000.0,,129681000.0,1.45,278109000.0,305710000.0,29575000.0,26497000.0,276135000.0,0.0,,9.5215,0.8784,1.45,0.08043659255667918,0.04039388890358185,0.09091109729430037,0.06155924220168229,0.0,10160795000.0,930986000.0,1069617000.0,,3.88,3.88,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2019-09-30,10264513000.0,5082921000.0,5181592000.0,736986000.0,,7196044000.0,680902000.0,,222723000.0,2.44,276592000.0,582780000.0,43162000.0,40302000.0,539618000.0,0.0,,10.912,0.9831,2.44,0.1314078761894028,0.0663355387635049,0.09462171159598246,0.07498814626480883,0.0,10167658000.0,827513000.0,640784000.0,,3.61,3.61,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2019-12-31,10715597000.0,5257417000.0,5458180000.0,1217913000.0,,-3465459000.0,-238757000.0,,-79474000.0,-0.8200000000000003,-558044000.0,30146000.0,-30688000.0,-26010000.0,-542000.0,0.0,6.3149,10.3421,1.0296,-0.8200000000000003,-0.043742969268144326,-0.022281259737558252,0.06889621259406041,0.0001564006384147093,0.0,10212957000.0,1016700000.0,958050000.0,,3.66,3.66,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2020-03-31,11423374000.0,5892983000.0,5530391000.0,1816778000.0,,2294980000.0,203711000.0,,60058000.0,0.74,271218000.0,204615000.0,20139000.0,15149000.0,184476000.0,0.0,,5.7088,0.5722,0.74,0.03683482777257521,0.01783282242181688,0.08876373650315035,0.08038239984662175,0.0,10511244000.0,1053654000.0,999687000.0,,3.8099999999999996,3.8099999999999996,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2020-06-30,10958485000.0,5106817000.0,5851668000.0,1658530000.0,,4888761000.0,552331000.0,,168447000.0,2.03,270127000.0,807872000.0,36746000.0,31538000.0,771126000.0,0.0,,7.8583,0.8596,2.03,0.0943886426912805,0.05040213131650954,0.11297975090212019,0.15773444437148798,0.0,10914326000.0,1198187000.0,1494678000.0,,4.39,4.39,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2020-09-30,11365022000.0,5125007000.0,6240015000.0,2067276000.0,,7843718000.0,968728000.0,,236216000.0,3.56,269731000.0,1268625000.0,46925000.0,48536000.0,1221700000.0,0.0,,9.5162,1.143,3.56,0.1552444986109809,0.08523767045941485,0.12350367517037202,0.15575521710494947,0.0,11562000000.0,1486013000.0,2176760000.0,,5.51,5.51,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2020-12-31,12205498000.0,5635509000.0,6569989000.0,2582205000.0,266464063.0,-3991377000.0,-317931000.0,,-142866000.0,-1.1500000000000004,-541662000.0,-496770000.0,-45456000.0,-29142000.0,-542226000.0,0.0,5.6744,8.2174,1.0475,-1.1500000000000004,-0.04839140522153081,-0.02604817927134149,0.0796544651131677,0.13584935725189579,0.0,11036082000.0,1406839000.0,1635076000.0,,5.18,5.18,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2021-03-31,11445741000.0,4760467000.0,6685274000.0,1579586000.0,,,304107000.0,,89945000.0,1.13,266012000.0,176748000.0,14752000.0,17142000.0,161996000.0,0.0,,9.2019,1.2091,1.13,0.045489085413701814,0.026569446224582575,,,0.0,,1507235000.0,1612596000.0,,5.569999999999999,5.569999999999999,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2021-06-30,12082020000.0,5123552000.0,6958468000.0,1663270000.0,,3359484000.0,503399000.0,,136074000.0,1.9,262747000.0,,,,,0.0,,7.2987,0.9588,1.9,0.07234336638466973,0.04166513546575821,0.14984414273144328,,0.0,,1458303000.0,,,5.4399999999999995,5.4399999999999995,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2021-09-30,12571851000.0,5430099000.0,7141752000.0,1568324000.0,,3479050000.0,475549000.0,,144853000.0,1.82,258899000.0,,,,,0.0,,5.8844,0.7693,1.82,0.06658716236576123,0.03782649030759273,0.13668932610913898,,0.0,,965124000.0,,,3.7,3.7,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2021-12-31,13352631000.0,5863116000.0,7489515000.0,1779088000.0,,7088348000.0,663265000.0,,192653000.0,2.58,-527730000.0,827273000.0,58029000.0,52811000.0,769244000.0,0.0,4.4217,6.4308,0.8688,2.58,0.08855913900966884,0.04967298205125267,0.09357116778126581,0.10852232424254565,0.0,,1946320000.0,,,7.430000000000001,7.430000000000001,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2022-03-31,13164240000.0,5750976000.0,7413264000.0,1145007000.0,,3187615000.0,454723000.0,,145170000.0,1.83,246865000.0,207666000.0,30686000.0,16181000.0,176980000.0,0.0,,4.213,0.5911,1.83,0.06133910784777124,0.03454229032591323,0.14265304938017923,0.05552113413947418,0.0,17114497000.0,2096936000.0,,,8.13,8.13,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2022-06-30,13700336000.0,5955120000.0,7745216000.0,662780000.0,,7113801000.0,1107158000.0,,357308000.0,4.54,242229000.0,102343000.0,62557000.0,33393000.0,39786000.0,0.0,,3.4869,0.5192,4.54,0.14294733678182764,0.08081247058466304,0.15563522229536642,0.005592790689534329,0.0,20868814000.0,2700695000.0,,,10.77,10.77,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2022-09-30,14211844000.0,6047841000.0,8164003000.0,231301000.0,,11057617000.0,1735086000.0,,540657000.0,7.22,238879000.0,-303925000.0,88585000.0,51934000.0,-392510000.0,0.0,,3.0427,0.4666,7.22,0.21252882930101813,0.12208732378430273,0.15691319386446465,-0.035496798270368744,0.0,28447381000.0,3960232000.0,593500000.0,,16.17,16.17,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2022-12-31,14796515000.0,5882417000.0,8914098000.0,1053104000.0,,-5130038000.0,-679650000.0,,-220894000.0,-2.59,-491807000.0,662382000.0,-69167000.0,-30590000.0,593215000.0,0.0,5.3595,3.3765,0.5342,-2.59,-0.07624439399252735,-0.045933113304044905,0.1324843987510424,-0.11563559568174739,0.0,16228995000.0,2617317000.0,417471000.0,,11.000000000000002,11.000000000000002,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2023-03-31,14831042000.0,5567233000.0,9263809000.0,1278025000.0,,3575641000.0,532259000.0,,169863000.0,2.35,225957000.0,711368000.0,23743000.0,19139000.0,687625000.0,0.0,,4.1507,0.6601,2.35,0.057455739858194396,0.035888172928105797,0.1488569462090853,0.19230817635215616,0.0,16617021000.0,2694853000.0,928116000.0,,11.520000000000001,11.520000000000001,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2023-06-30,15225916000.0,5520891000.0,9705025000.0,1728713000.0,,7764394000.0,1252604000.0,,402531000.0,5.55,224666000.0,1450583000.0,45076000.0,39204000.0,1405507000.0,0.0,,6.2763,1.0273,5.55,0.12906757066571184,0.08226789114034255,0.16132669207667721,0.18101953610288196,0.0,17267614000.0,2840299000.0,2293837000.0,,12.530000000000001,12.530000000000001,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2023-09-30,15717263000.0,5704762000.0,10012501000.0,1848451000.0,,11767926000.0,1891379000.0,,611070000.0,8.45,222984000.0,1908344000.0,67561000.0,59765000.0,1840783000.0,0.0,,5.7931,0.9486,8.45,0.18890175391742783,0.12033768220332,0.16072322344651047,0.15642374025805397,0.0,17977923000.0,2996592000.0,4527130000.0,,13.760000000000002,13.760000000000002,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2023-12-31,16087050000.0,5703793000.0,10383257000.0,1806583000.0,,-7046383000.0,-1073870000.0,,-336569000.0,-5.350000000000001,-452444000.0,-1873533000.0,-44179000.0,-37284000.0,-1917712000.0,0.0,6.2326,8.5513,1.3855,-5.350000000000001,-0.10342323222857722,-0.06675369318799904,0.15240017467117528,0.2721555158157029,0.0,16061578000.0,2602372000.0,2016203000.0,,11.0,11.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2024-03-31,16496230000.0,5734277000.0,10761953000.0,1719562000.0,,3949160000.0,662976000.0,,205667000.0,3.0,213546000.0,239787000.0,24076000.0,21061000.0,215711000.0,0.0,,9.1425,1.5204,3.0,0.061603688475502544,0.040189546338769526,0.16787772589613995,0.05462199556361353,0.0,16435097000.0,2733089000.0,1544289000.0,,11.65,11.65,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2024-06-30,16544069000.0,5321246000.0,11222823000.0,1392902000.0,,8548815000.0,1472109000.0,,444846000.0,6.0,212374000.0,657264000.0,55317000.0,42891000.0,601947000.0,0.0,,7.9187,1.3264,6.0,0.13117100750853863,0.0889810723105664,0.17220035759342084,0.07041291687795326,0.0,17219518000.0,2952594000.0,740729000.0,,12.1,12.1,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2024-09-30,16955093000.0,5390880000.0,11564213000.0,1397664000.0,,13025156000.0,2170023000.0,,653128000.0,10.0,211057000.0,1113184000.0,94065000.0,64975000.0,1019119000.0,0.0,,10.3391,1.7199,10.0,0.1876498642838903,0.12798649939578627,0.16660245758284967,0.0782423642373266,0.0,18476748000.0,3231238000.0,-80935000.0,,13.65,13.65,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2024-12-31,17363763000.0,5241799000.0,12121964000.0,1613327000.0,,-7576181000.0,-1221846000.0,,-381024000.0,-5.0,-427148000.0,-329441000.0,-54913000.0,-39765000.0,-384354000.0,0.0,6.5017,7.2437,1.2444,-5.0,-0.10079604262147619,-0.07036758103643778,0.161274658036813,0.05073189249306478,0.0,17946950000.0,3083262000.0,1452423000.0,,14.0,14.0,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2025-03-31,17336546000.0,5035574000.0,12300972000.0,1235666000.0,,3892650000.0,522799000.0,,158338000.0,2.0,203664000.0,134228000.0,29606000.0,24668000.0,104622000.0,0.0,,7.0416,1.1583,2.0,0.04250062515384963,0.03015589149072716,0.13430413728436927,0.026876806288775,0.0,17890440000.0,2943085000.0,1341334000.0,,13.000000000000002,13.000000000000002,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
2025-06-30,17587811000.0,5012869000.0,12574942000.0,1234158000.0,,8296406000.0,1131282000.0,,357012000.0,5.0,202165000.0,421733000.0,64138000.0,49714000.0,357595000.0,0.0,,7.7074,1.1946,5.0,0.08996319823980102,0.06432193295686428,0.13635808083644893,0.04310239879774447,0.0,17638031000.0,2602258000.0,1096982000.0,,12.000000000000002,12.000000000000002,1.3361983,144.495,88.07,1.99023,22536.336,10.1573,1.7601,1.3018
