report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-10-01,15720700000.0,4262100000.0,3463000000.0,,6034500000.0,3815100000.0,95000000.0,420800000.0,8486500000.0,709800000.0,145200000.0,234700000.0,4.0,147717000.0,650000000.0,221700000.0,196400000.0,428300000.0,3910100000.0,,18.934,1.6296,4.0,0.11762366393238877,0.045150661230097894,0.08363872032050905,0.05046839097389972,0.647957577264065,1.2307536817788045,11481600000.0,1073800000.0,1414400000.0,197100000.0,6.0,6.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2016-12-31,15634900000.0,4788500000.0,2807500000.0,,6367000000.0,3815300000.0,4300000.0,1131800000.0,-5356200000.0,-394800000.0,-93000000.0,-195000000.0,-2.0,,525000000.0,-83200000.0,-126800000.0,441800000.0,3819600000.0,1.7055,18.0692,1.5291,-2.0,-0.06200722475263075,-0.025251200839148315,0.07370897277920914,-0.08248385049101975,0.5999057640961206,1.7056099732858414,11406900000.0,965300000.0,971800000.0,194500000.0,6.0,6.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2017-04-01,18662100000.0,4368300000.0,4214400000.0,,6811500000.0,3815600000.0,1159300000.0,378000000.0,2805600000.0,393100000.0,51300000.0,79500000.0,2.0,151526000.0,-145600000.0,64700000.0,67800000.0,-210300000.0,4974900000.0,,17.2777,1.7434,2.0,0.05771122366585921,0.02106408174857063,0.14011263187909895,-0.07495722840034218,0.7303677604051971,1.036517653758542,11540400000.0,1169000000.0,919500000.0,198500000.0,7.0,7.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2017-07-01,19312300000.0,4839100000.0,3866900000.0,,7700000000.0,3817400000.0,583200000.0,539500000.0,6035100000.0,670300000.0,107300000.0,160000000.0,4.0,151862000.0,110900000.0,186900000.0,141500000.0,-76000000.0,4400600000.0,,18.4561,1.8165,4.0,0.08705194805194805,0.0347084500551462,0.11106692515451276,-0.012592997630528078,0.5715064935064935,1.2514158628358634,11971000000.0,1378400000.0,583800000.0,210800000.0,8.0,8.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2017-09-30,19773200000.0,5028700000.0,4002200000.0,,8015700000.0,3818000000.0,577000000.0,483300000.0,9333700000.0,944500000.0,164500000.0,239800000.0,6.0,152106000.0,467800000.0,277900000.0,218100000.0,189900000.0,4395000000.0,,19.7009,1.9051,6.0,0.11783125615978642,0.04776667408411385,0.10119245315362611,0.02034562927884976,0.5482989632845541,1.25648393383639,12818200000.0,1613100000.0,345400000.0,230100000.0,10.0,10.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2017-12-30,19079900000.0,4566100000.0,4361800000.0,,8297100000.0,2843000000.0,5300000.0,637500000.0,-5427200000.0,-781900000.0,-100500000.0,-178800000.0,-4.0,,985500000.0,-87100000.0,-130500000.0,898400000.0,2848300000.0,1.038,21.0554,1.9929,-4.0,-0.09423774571838353,-0.04098029863888176,0.14407060731132076,-0.1655365566037736,0.3432886189150426,1.046838461185749,12747200000.0,1226000000.0,802000000.0,222600000.0,8.0,8.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2018-03-31,19683200000.0,5077900000.0,4810200000.0,,8439200000.0,2827600000.0,399300000.0,405600000.0,3209300000.0,170600000.0,63200000.0,81700000.0,1.0,153905000.0,-349400000.0,106300000.0,81300000.0,-455700000.0,3226900000.0,,23.0614,1.7387,1.0,0.020215186273580436,0.008667289871565599,0.05315800953478952,-0.14199358115476896,0.38237036685941794,1.0556525716186438,13150900000.0,1003500000.0,556600000.0,234500000.0,7.0,7.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2018-06-30,20179600000.0,5322600000.0,5638900000.0,,8185400000.0,2831200000.0,1101500000.0,385800000.0,6852900000.0,464200000.0,132200000.0,82700000.0,3.0,153124000.0,-151400000.0,218000000.0,164500000.0,-369400000.0,3932700000.0,,20.0352,1.4945,3.0,0.056710728858699634,0.023003429205732524,0.06773774606371026,-0.05390418654876038,0.4804530016859286,0.9439074996896558,13968700000.0,797400000.0,263200000.0,259400000.0,6.0,6.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2018-09-29,20447700000.0,5555400000.0,6052000000.0,,8082200000.0,2830600000.0,1408100000.0,368700000.0,10347700000.0,712000000.0,204300000.0,139300000.0,4.0,152225000.0,40100000.0,327400000.0,249700000.0,-287300000.0,4238700000.0,,22.6812,1.6315,4.0,0.08809482566627898,0.034820542163666326,0.06880756110053442,-0.027764624022729688,0.5244487886961471,0.9179444811632518,14982700000.0,564900000.0,-214000000.0,299200000.0,4.0,4.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2018-12-29,19408000000.0,4569400000.0,4001600000.0,,7836200000.0,3819800000.0,376100000.0,288700000.0,-6427500000.0,-741600000.0,-121800000.0,112600000.0,-5.0,,1721600000.0,-159600000.0,-164300000.0,1562000000.0,4195900000.0,1.1417,29.8875,1.2936,-5.0,-0.0946377070518874,-0.03821104699093157,0.11537922987164527,-0.24301828082458188,0.5354508562823818,1.141893242702919,13982400000.0,605200000.0,449600000.0,277900000.0,3.0,3.0,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2019-03-30,21460300000.0,5253900000.0,5766200000.0,21460300000.0,7932500000.0,3909400000.0,1780700000.0,281800000.0,3333600000.0,169900000.0,74400000.0,24700000.0,1.13,149908000.0,-431300000.0,89600000.0,94000000.0,-520900000.0,5690100000.0,,34.931,1.4969,1.13,0.021418216199180586,0.00791694431112333,0.0509659227261819,-0.156257499400048,0.7173148439962181,0.9111546599146751,14106700000.0,604500000.0,384400000.0,289100000.0,3.13,3.13,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2019-06-29,21523600000.0,5345200000.0,5653100000.0,,8228000000.0,3909100000.0,1461600000.0,310700000.0,7094900000.0,526200000.0,146800000.0,76300000.0,3.5,150139000.0,69700000.0,186800000.0,187700000.0,-117100000.0,5370700000.0,,33.4406,1.5685,3.5,0.06395235780262518,0.02444758311806575,0.0741659501895728,-0.016504813316607705,0.6527345649003403,0.9455343086094355,14348700000.0,666500000.0,636700000.0,303700000.0,3.63,3.63,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2019-09-28,21322500000.0,5328000000.0,5441900000.0,,8262300000.0,3908800000.0,1454900000.0,311700000.0,10728000000.0,756700000.0,219200000.0,135500000.0,5.03,150299000.0,262400000.0,283500000.0,280800000.0,-21100000.0,5363700000.0,,33.671,1.5236,5.03,0.09158466770753906,0.03548833391956853,0.07053504847129008,-0.0019668158090976884,0.6491775897752442,0.9790698101765928,14729000000.0,711200000.0,902900000.0,318600000.0,4.66,4.66,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2019-12-28,20596600000.0,4456600000.0,4405700000.0,,9136300000.0,3176400000.0,337300000.0,297700000.0,-6714300000.0,-497000000.0,-156100000.0,-75700000.0,-3.3100000000000005,,1604900000.0,-135200000.0,-189700000.0,1469700000.0,3513700000.0,1.0116,26.3484,1.7438,-3.3100000000000005,-0.054398388844499414,-0.024130196245982345,0.0740211191040019,-0.21889102363611992,0.3845867583157296,1.011553215153097,14442200000.0,955800000.0,810600000.0,284300000.0,6.35,6.35,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2020-03-28,22905000000.0,5692900000.0,5370300000.0,22905000000.0,8953400000.0,4662600000.0,1674000000.0,987100000.0,3129400000.0,133200000.0,59700000.0,12900000.0,0.88,151903000.0,-405200000.0,82900000.0,92800000.0,-488100000.0,6336600000.0,,16.822,1.0859,0.88,0.014877029955100856,0.0058153241650294694,0.04256406978973605,-0.1559723908736499,0.7077311412424331,1.0600711319665568,14238000000.0,919100000.0,843400000.0,269600000.0,6.1,6.1,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2020-06-27,22984400000.0,5769500000.0,4578300000.0,,9959500000.0,4658700000.0,703100000.0,859800000.0,6276800000.0,371600000.0,117000000.0,-104400000.0,2.39,153290000.0,-77000000.0,147400000.0,187000000.0,-224400000.0,5361800000.0,,26.1855,1.5399,2.39,0.0373111099954817,0.01616748751326987,0.05920214121845526,-0.03575070099413714,0.538360359455796,1.2601839110586899,13419900000.0,764500000.0,736100000.0,239800000.0,4.99,4.99,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2020-09-26,23040900000.0,5787000000.0,4221800000.0,,10372900000.0,4658500000.0,3200000.0,683000000.0,10127000000.0,766500000.0,169700000.0,-26000000.0,4.86,154759000.0,600200000.0,209500000.0,281100000.0,390700000.0,4661700000.0,,27.1324,1.8928,4.86,0.07389447502627038,0.03326692967722615,0.0756887528389454,0.038580033573615086,0.44941144713628783,1.3707423373916339,12818900000.0,774300000.0,1147900000.0,190300000.0,4.819999999999999,4.819999999999999,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2021-01-02,23566300000.0,6036000000.0,4558300000.0,,11059600000.0,4245400000.0,1500000.0,1381000000.0,-4998600000.0,-37500000.0,-123300000.0,158900000.0,-0.3600000000000012,,1904100000.0,-91700000.0,-184400000.0,1812400000.0,4246900000.0,1.3243,21.9921,1.8668,-0.3600000000000012,-0.003390719375022605,-0.0015912553094885493,0.0075021005881646865,-0.3625815228263914,0.38400122970089334,1.3241778733299696,14534600000.0,1233800000.0,1490600000.0,223100000.0,7.769999999999998,7.769999999999998,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2021-04-03,23876000000.0,6523000000.0,4578400000.0,23876000000.0,11401800000.0,4245700000.0,800000.0,949200000.0,4197100000.0000005,487400000.0,47500000.0,119500000.0,2.98,160220000.0,-157800000.0,88300000.0,93500000.0,-246100000.0,4246500000.0,,20.7171,2.1086,2.98,0.04274763633812205,0.020413804657396548,0.11612780253031854,-0.05863572466703199,0.3724411934957638,1.424733531364669,15602300000.0,1588000000.0,1732600000.0,210900000.0,9.87,9.87,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2021-07-03,23962900000.0,6555700000.0,5402500000.0,,11084000000.0,4246200000.0,2600000.0,440400000.0,8498000000.0,946900000.0,94000000.0,193200000.0,5.8,160861000.0,286600000.0,193400000.0,185400000.0,93200000.0,4248800000.0,,18.3874,2.0466,5.8,0.08542944785276074,0.039515250658309305,0.11142621793363144,0.010967286420334196,0.38332731865752434,1.2134567329939843,17823500000.0,2163300000.0,2050200000.0,187900000.0,13.279999999999998,13.279999999999998,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2021-10-02,24326600000.0,6876400000.0,5580800000.0,,11316300000.0,4246900000.0,152200000.0,292700000.0,12761200000.0,1361100000.0,139800000.0,192800000.0,8.17,164900000.0,291200000.0,322500000.0,279300000.0,-31300000.0,4399100000.0,,15.5039,1.7516,8.17,0.12027782932583972,0.05595109879720142,0.10665924834655048,-0.0024527473905275364,0.38874013591014733,1.2321530963302751,20457700000.0,2757900000.0,1628200000.0,158000000.0,16.589999999999996,16.589999999999996,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2022-01-01,28180000000.0,8526400000.0,8767400000.0,,11590500000.0,4353600000.0,2200000000.0,142300000.0,-9839100000.0,-1106200000.0,-95900000.0,-444100000.0,-6.789999999999999,,243100000.0,-85100000.0,,158000000.0,6553600000.0,0.9725,17.9451,1.9237,-6.789999999999999,-0.09544023122384712,-0.03925479063165366,0.11242898232561921,-0.01605837932331209,0.5654285837539365,0.9725118050961516,15617200000.0,1689200000.0,-26200000.0,185400000.0,10.159999999999998,10.159999999999998,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2022-04-02,29358700000.0,9736200000.0,10955000000.0,,9352800000.0,5355500000.0,5086400000.0,165800000.0,4448000000.0,175300000.0,54700000.0,22900000.0,1.06,,-1241100000.0,139800000.0,92000000.0,-1380900000.0,10441900000.0,,15.5035,1.3337,1.06,0.018743050209562913,0.005970972829178404,0.03941097122302158,-0.3104541366906475,1.1164464117697375,0.8887448653582839,15868100000.0,1377100000.0,-1161000000.0,192600000.0,8.24,8.24,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2022-07-02,29361400000.0,9972800000.0,11760700000.0,,9079800000.0,5351800000.0,5833000000.0,282300000.0,8841000000.0,262900000.0,132900000.0,-39900000.0,1.65,,-1685000000.0,285500000.0,183900000.0,-1970500000.0,11184800000.0,,16.1132,0.9756,1.65,0.028954382255115752,0.008953932714380105,0.02973645515213211,-0.22288202692003167,1.231833300292958,0.8479767360786348,16211100000.0,693100000.0,-3224700000.0,231500000.0,4.090000000000001,4.090000000000001,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2022-10-01,25523900000.0,8804600000.0,7607000000.0,,9546600000.0,5350500000.0,2569200000.0,408700000.0,12960600000.0,1107500000.0,224600000.0,-80800000.0,7.02,,-2110600000.0,399900000.0,272300000.0,-2510500000.0,7919700000.0,,8.1373,0.6895,7.02,0.11600988833720906,0.04339070439862247,0.08545129083530084,-0.19370245204697314,0.8295833071459996,1.157433942421454,16410500000.0,439500000.0,-5703900000.0,316300000.0,2.9400000000000004,2.9400000000000004,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2022-12-31,24963300000.0,7974700000.0,6569200000.0,,9712100000.0,5352900000.0,2100000000.0,395600000.0,-9302200000.0,-483200000.0,-73700000.0,-34600000.0,-2.9700000000000006,,3577200000.0,-294800000.0,-178500000.0,3282400000.0,7452900000.0,1.214,10.7936,0.6767,-2.9700000000000006,-0.04975237075400789,-0.01935641521753935,0.051944701253466924,-0.35286276364730923,0.7673829552825856,1.2139529927540644,16947400000.0,1062500000.0,-2579500000.0,338500000.0,6.76,6.76,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
