report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-07-03,5515581000.0,1043922000.0,398823000.0,5092718000.0,422863000.0,2832790000.0,,700813000.0,212781000.0,1026426000.0,171162000.0,85553000.0,58490000.0,30671000.0,0.39,98195000.0,66659000.0,2832790000.0,,23.191,2.1056,0.39,237821000.0,0.20231848139941305,0.015511149233417114,0.08335038278453585,0.16675532381291977,0.031032451522332825,0.05257378473688688,0.2316981448248583,6.699072749330162,2.617507014389842,1998324000.0,174891000.0,320013000.0,451598000.0,108264000.0,0.8,0.8,6.272813431414665,2.9558579029040124,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2022-10-02,5524989000.0,1094646000.0,418416000.0,5087610000.0,437379000.0,2827493000.0,,731801000.0,212945000.0,1558995000.0,269297000.0,136095000.0,90406000.0,49258000.0,0.63,182639000.0,100911000.0,2827493000.0,,21.4386,1.9857,0.63,370208000.0,0.31116034377507834,0.024632628227857105,0.08729662378647783,0.17273756490559625,0.0487416355037087,0.08248317238776895,0.23746580328994,6.464629074555477,2.6161666857863946,2133524000.0,162725000.0,299247000.0,438500000.0,115680000.0,0.7700000000000001,0.7700000000000001,6.448102622576967,2.586851659751037,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2023-01-01,5499344000.0,1058283000.0,387999000.0,5033624000.0,465720000.0,2822196000.0,,745889000.0,213101000.0,-978559000.0,-162026000.0,-81680000.0,-52942000.0,-27226000.0,-0.37,-41912000.0,-67387000.0,2822196000.0,2.7275,27.1793,2.3005,-0.37,-229413000.0,-0.17538435111225628,-0.014852680610632833,0.08346967326446336,0.16557611753609133,-0.0294627868342115,-0.049279239493953006,0.23443961989006284,6.059855707291935,2.727540534898286,2095505000.0,177370000.0,353314000.0,486728000.0,122319000.0,0.8200000000000002,0.8200000000000002,5.798302131786131,2.8884637709595404,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2023-04-02,5408028000.0,1003403000.0,399531000.0,4988471000.0,419557000.0,2786493000.0,,676469000.0,211701000.0,528807000.0,84478000.0,39821000.0,31705000.0,15460000.0,0.19,52975000.0,33472000.0,2786493000.0,,26.2784,2.2122,0.19,117950000.0,0.09491201433893369,0.007363312468056748,0.07530346610389045,0.159752045642361,0.0156208510754752,0.026349557867157404,0.2230492410274448,6.641512357081398,2.511452177678328,2135669000.0,179789000.0,362911000.0,496566000.0,127659000.0,0.8400000000000001,0.8400000000000001,5.6115259602953085,2.8428156260036506,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2023-07-02,5353753000.0,967446000.0,389921000.0,4962638000.0,391115000.0,2781096000.0,,635433000.0,209969000.0,1090372000.0,193752000.0,99453000.0,62841000.0,34712000.0,0.46,141504000.0,66970000.0,2781096000.0,,23.9312,2.1197,0.46,260722000.0,0.2542807102770285,0.01857631459650828,0.09121015580003888,0.17769348442549882,0.036189940028985276,0.06107790433864582,0.2391128899128004,7.110686115336922,2.4811333577827304,2199615000.0,193689000.0,385501000.0,519467000.0,132010000.0,0.9100000000000001,0.9100000000000001,5.353749131321143,2.920240890841603,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2023-10-01,5290448000.0,926052000.0,405200000.0,4947884000.0,342564000.0,2768226000.0,,598025000.0,207468000.0,1640927000.0,295355000.0,157502000.0,93798000.0,54627000.0,0.74,269525000.0,101258000.0,2768226000.0,,20.9162,1.9094,0.74,396613000.0,0.45977394005207783,0.029771013721333242,0.09598355076124654,0.17999277237805217,0.05582797524897702,0.09494533542926395,0.24170057534552117,8.080901670928643,2.285419545903258,2281547000.0,215096000.0,411559000.0,545872000.0,135402000.0,1.02,1.02,5.071199841721136,3.039534128004018,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2023-12-31,5182826000.0,837653000.0,381930000.0,4873047000.0,309779000.0,2732814000.0,,516037000.0,205397000.0,-1078528000.0,-191601000.0,-92336000.0,-64283000.0,-29821000.0,-0.42000000000000015,-118588000.0,-65911000.0,2732814000.0,2.1932,19.6534,1.8418,-0.42000000000000015,-257512000.0,-0.2980705599798566,-0.017815763060538788,0.085612983622122,0.17765046433657727,-0.03696844154135215,-0.0629729313122064,0.23876246142891053,8.821818134863888,2.193210797790171,2181578000.0,204440000.0,381984000.0,517773000.0,124061000.0,0.9700000000000001,0.9700000000000001,5.278015655509267,3.0790014589597052,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2024-03-31,5189770000.0,867528000.0,425449000.0,4896116000.0,293654000.0,2727371000.0,,498333000.0,205325000.0,534753000.0,81156000.0,41993000.0,30535000.0,15464000.0,0.2,99987000.0,35518000.0,2727371000.0,,18.4742,1.7449,0.2,116674000.0,0.14300162776601033,0.00809149538418851,0.07852784369606154,0.15176352446830593,0.015637687219279467,0.026863730025405284,0.21818297419556318,9.28770253427503,2.0390881163194647,2187524000.0,206612000.0,378662000.0,516497000.0,122891000.0,0.98,0.98,5.280516634172125,3.0812834137569065,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2024-06-30,5088165000.0,790559000.0,364863000.0,4814412000.0,273753000.0,2721927000.0,,465489000.0,204149000.0,1105480000.0,180663000.0,96636000.0,61530000.0,35644000.0,0.47,145463000.0,73010000.0,2721927000.0,,16.6358,1.5269,0.47,253673000.0,0.3530043506372533,0.01899230862206709,0.08741542135542932,0.16342493758367407,0.035506513644899484,0.060307843294343855,0.22946864710352063,9.943003364346692,2.16672833364852,2202632000.0,203795000.0,365573000.0,509448000.0,121580000.0,0.99,0.99,5.34289466245819,3.0068514558315513,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2024-09-29,5073223000.0,783213000.0,373072000.0,4813370000.0,259853000.0,2716486000.0,,482224000.0,203089000.0,1672219000.0,275338000.0,146860000.0,,55071000.0,0.71,286681000.0,110006000.0,2716486000.0,,18.3599,1.6079,0.71,385344000.0,0.5651656898323283,0.028948067136019842,0.0878234250418157,0.1646542707623822,0.054272796602869613,0.09250895143328768,0.2304387164599852,10.453933570133884,2.099361517347858,2233924000.0,193153000.0,345556000.0,498179000.0,,0.96,0.96,5.452831211271451,,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2024-12-29,5034843000.0,736140000.0,397631000.0,4775491000.0,259352000.0,2662130000.0,,450512000.0,203834000.0,-1065960000.0,-165798000.0,-91132000.0,,-28123000.0,-0.42999999999999994,-176824000.0,-75300000.0,2662130000.0,1.8513,17.0538,1.4754,-0.42999999999999994,-241098000.0,-0.35138344797803756,-0.018100266482986658,0.08549288903898833,0.1555386693684566,-0.0329301231438597,-0.05675133374088904,0.22617921873241023,10.264543940281934,1.8513144095908016,2246492000.0,194357000.0,371359000.0,514593000.0,,0.9500000000000002,0.9500000000000002,5.173272858356021,,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2025-03-30,4919482000.0,644198000.0,433505000.0,4789243000.0,130239000.0,2656519000.0,,335259000.0,195846000.0,523472000.0,83126000.0,39232000.0,,15685000.0,0.19,85415000.0,36549000.0,2656519000.0,,14.9545,1.2819,0.19,119675000.0,0.30123081411865876,0.007974823365549463,0.07494574685943088,0.15879741418834245,0.016897307480746956,0.029828926659580774,0.228617767521472,20.397261956863918,1.4860220758699438,2235211000.0,191596000.0,373329000.0,517594000.0,,0.9400000000000002,0.9400000000000002,5.132437779417845,,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2025-06-29,4894148000.0,600446000.0,415220000.0,4781260000.0,112888000.0,2650907000.0,,281226000.0,191345000.0,1084401000.0,187386000.0,94342000.0,,36475000.0,0.48,146008000.0,73539000.0,2650907000.0,,11.3773,0.9819,0.48,260925000.0,0.8357132733328609,0.019276491025608543,0.08699918203690332,0.17280138989174668,0.03828776734990442,0.06780025291311403,0.24061670913250727,23.482628800226774,1.4460912287462069,2214132000.0,189302000.0,380052000.0,524846000.0,,0.9500000000000002,0.9500000000000002,5.050828242951265,,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2025-09-28,4976175000.0,640856000.0,793726000.0,4866982000.0,109193000.0,2298622000.0,,291408000.0,190311000.0,1633917000.0,279435000.0,138594000.0,,55459000.0,0.71,275263000.0,111932000.0,2298622000.0,,9.337,0.7869,0.71,391367000.0,1.2692571868160047,0.027851512456856922,0.0848231580918737,0.17102153903778466,0.05615457655729551,0.11605335127491107,0.23952685479127764,21.051001437821107,0.8074020505816869,2175830000.0,181036000.0,384149000.0,530869000.0,,0.9500000000000002,0.9500000000000002,4.329923201392434,,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
2025-12-28,4956561000.0,618039000.0,351101000.0,4839178000.0,117383000.0,2730502000.0,,300833000.0,190324000.0,-1064899000.0,-206495000.0,-107093000.0,,-45448000.0,-0.5299999999999999,-162143000.0,-69798000.0,2730502000.0,1.7603,9.5646,0.7253,-0.5299999999999999,-276293000.0,-0.9123382431868329,-0.02160631131141128,0.10056634478950587,0.19391040840492854,-0.04166094193131084,-0.07250819467780475,0.2594546525069514,23.261477385992862,1.7602883500759041,2176891000.0,165075000.0,343452000.0,495674000.0,,0.8500000000000002,0.8500000000000002,5.508664969314509,,0.35286516,13.06,6.63,7.83838,1278.0494,7.7422,13.4506,0.5871
