report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-09-30,169636000000.0,131270000000.0,36817000000.0,6474000000.0,,7361000000.0,14268000000.0,5411000000.0,4258000000.0,155000000.0,1490000000.0,27.59,154352590.0,3027000000.0,215000000.0,2812000000.0,6474000000.0,,21.9542,6.7996,27.59,5411000000.0,0.11565309503761849,0.025100804074606804,0.2984300532660499,0.3792402579198206,0.03189771039166215,0.12499133769143701,0.19708438463694983,0.3792402579198206,0.1758426813700193,21294000000.0,6756000000.0,9506000000.0,5316000000.0,9506000000.0,228000000.0,43.92,43.92,0.681043551441195,41.69298245614035,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2021-12-31,152648000000.0,113755000000.0,37693000000.0,7446000000.0,,9323000000.0,-8510000000.0,-2982000000.0,-2133000000.0,-112000000.0,-812000000.0,-13.829999999999998,-308609398.0,1237000000.0,-100000000.0,1137000000.0,7446000000.0,2.108,23.5704,7.1792,-13.829999999999998,-2982000000.0,-0.05658875653304327,-0.013973324249253185,0.25064629847238545,0.35041128084606343,-0.0195351396677323,-0.06606260661512217,-0.1336075205640423,0.35041128084606343,0.19754331042899212,19374000000.0,5901000000.0,7450000000.0,4403000000.0,7450000000.0,205000000.0,38.22,38.22,0.9994630872483221,36.34146341463415,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2022-03-31,143327000000.0,104468000000.0,37489000000.0,7430000000.0,,7262000000.0,4699000000.0,1764000000.0,1436000000.0,54000000.0,263000000.0,9.35,153530395.0,-422000000.0,147000000.0,-569000000.0,7430000000.0,,18.8896,5.893,9.35,1764000000.0,0.038304569340339836,0.010019047353255144,0.30559693551819533,0.3753990210683124,0.012307520564862168,0.03927068723702665,-0.12108959353053841,0.3753990210683124,0.19819146949771932,19675000000.0,6138000000.0,7669000000.0,4455000000.0,7669000000.0,204000000.0,39.800000000000004,39.800000000000004,0.968835571782501,37.59313725490196,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2022-06-30,125966000000.0,87661000000.0,37089000000.0,6635000000.0,,6481000000.0,9225000000.0,3432000000.0,2513000000.0,108000000.0,621000000.0,16.43,152990147.0,1223000000.0,263000000.0,960000000.0,6635000000.0,,15.752,4.7441,16.43,3432000000.0,0.06775593841839898,0.01994982773129257,0.2724119241192412,0.37203252032520323,0.027245447184160804,0.07849236117464092,0.1040650406504065,0.37203252032520323,0.17889401170158267,19682000000.0,6074000000.0,7625000000.0,4340000000.0,7625000000.0,205000000.0,39.540000000000006,39.540000000000006,0.8701639344262295,37.19512195121951,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2022-09-30,115430000000.0,77313000000.0,37162000000.0,6591000000.0,,6797000000.0,13536000000.0,4958000000.0,3919000000.0,158000000.0,951000000.0,25.67,152644054.0,2983000000.0,399000000.0,2584000000.0,6591000000.0,,14.886,4.4414,25.67,4958000000.0,0.10545718744954523,0.033951312483756386,0.289524231678487,0.3662825059101655,0.04295243870744174,0.11331794391241744,0.1908983451536643,0.3662825059101655,0.17735859211022012,18950000000.0,5735000000.0,7172000000.0,4112000000.0,7172000000.0,208000000.0,37.620000000000005,37.620000000000005,0.9189905186837702,34.48076923076923,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2022-12-31,117628000000.0,78843000000.0,37744000000.0,6654000000.0,,7416000000.0,-9587000000.0,-3769000000.0,-2690000000.0,-108000000.0,-539000000.0,-17.480000000000004,-306724125.0,1172000000.0,-276000000.0,896000000.0,6654000000.0,1.9774,20.5548,5.955,-17.480000000000004,-3769000000.0,-0.07126960576515473,-0.02286870473016629,0.28058829665171586,0.3931365390633149,-0.03204169075390213,-0.08489121131582504,-0.09345989360592469,0.3931365390633149,0.1762929207291225,17873000000.0,5178000000.0,6385000000.0,3871000000.0,6385000000.0,212000000.0,33.97,33.97,1.0421299921691465,30.117924528301888,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2023-03-31,121398000000.0,82333000000.0,37712000000.0,6669000000.0,,5644000000.0,4243000000.0,1438000000.0,1157000000.0,59000000.0,385000000.0,7.64,151349829.0,-394000000.0,81000000.0,-475000000.0,6669000000.0,,20.4744,5.759,7.64,1438000000.0,0.03067988969028426,0.009530634771577786,0.27268442139995286,0.33891114777280223,0.011845335178503764,0.03240125278835538,-0.11194909262314401,0.33891114777280223,0.17684026304624523,17417000000.0,4899000000.0,6059000000.0,3965000000.0,6059000000.0,217000000.0,32.26,32.26,1.1006766793200198,27.921658986175114,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2023-06-30,122644000000.0,82748000000.0,38208000000.0,7904000000.0,,6834000000.0,8706000000.0,3053000000.0,2523000000.0,128000000.0,828000000.0,16.7,151043763.0,591000000.0,142000000.0,449000000.0,7904000000.0,,19.9029,5.95,16.7,3053000000.0,0.06603329145728644,0.020571736081667263,0.2898001378359752,0.3506776935446818,0.02489318678451453,0.06620836224843858,0.051573627383413735,0.3506776935446818,0.2068676716917923,16898000000.0,4909000000.0,5680000000.0,3454000000.0,5680000000.0,237000000.0,32.53,32.53,1.3915492957746478,23.966244725738395,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2023-09-30,118585000000.0,77954000000.0,38627000000.0,7884000000.0,,7316000000.0,13228000000.0,4690000000.0,4127000000.0,210000000.0,1041000000.0,27.36,150862023.0,2167000000.0,220000000.0,1947000000.0,7884000000.0,,17.7773,5.4511,27.36,4690000000.0,0.10684236414942916,0.03480204073027786,0.31198971877834897,0.35455095252494706,0.03954969009571194,0.10083636129087743,0.1471877834895676,0.35455095252494706,0.20410593626220003,16590000000.0,5117000000.0,5412000000.0,2817000000.0,5412000000.0,289000000.0,34.22,34.22,1.4567627494456763,18.726643598615915,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2024-06-30,125271000000.0,83032000000.0,40102000000.0,9857000000.0,,10228000000.0,9533000000.0,3493000000.0,3068000000.0,218000000.0,767000000.0,20.47,149891535.0,957000000.0,71000000.0,886000000.0,9857000000.0,,19.2236,6.221,20.47,3493000000.0,0.07650491247319335,0.02449090372073345,0.32182943459561525,0.36641141298646807,0.02788354846692371,0.06991733221241418,0.0929403125983426,0.36641141298646807,0.24579821455289014,35710000000.0,10875000000.0,12674000000.0,2807000000.0,12674000000.0,615000000.0,72.17,72.17,0.777733943506391,20.608130081300814,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2024-09-30,132816000000.0,89192000000.0,41178000000.0,12370000000.0,,14037000000.0,14730000000.0,5499000000.0,4699000000.0,,1341000000.0,31.37,149795958.0,2338000000.0,165000000.0,2173000000.0,12370000000.0,,23.156,7.2646,31.37,5499000000.0,0.11411433289620672,0.0353797735212625,0.31900882552613713,0.37331975560081465,0.041403144199494035,0.1026929110330918,0.14752206381534283,0.37331975560081465,0.30040312788382145,46197000000.0,14417000000.0,16735000000.0,5455000000.0,16735000000.0,,95.9,95.9,0.7391694054377054,,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2024-12-31,138615000000.0,89260000000.0,47495000000.0,12314000000.0,,12762000000.0,20407000000.0,7574000000.0,6369000000.0,,1783000000.0,42.01,151615085.0,4956000000.0,255000000.0,4701000000.0,12314000000.0,2.6632,24.9282,7.7801,42.01,7574000000.0,0.13409832613959363,0.045947408289146195,0.31209878963100895,0.3711471553878571,0.05464055116690113,0.1266364593957431,0.23036213064144656,0.3711471553878571,0.2592693967786083,57898000000.0,18263000000.0,21256000000.0,9707000000.0,21256000000.0,,121.21,121.21,0.5793187805796011,,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2025-03-31,141942000000.0,91752000000.0,48036000000.0,12349000000.0,,7747000000.0,5276000000.0,1698000000.0,1510000000.0,,248000000.0,9.64,156632023.0,-1128000000.0,78000000.0,-1206000000.0,12349000000.0,,23.2676,7.0019,9.64,1698000000.0,0.0314347572653843,0.010638147975933833,0.2862016679302502,0.3218347232752085,0.011962632624593144,0.028119566117413265,-0.22858225928733888,0.3218347232752085,0.2570780248147223,49946000000.0,15646000000.0,18264000000.0,6554000000.0,18264000000.0,,103.49,103.49,0.6761388523872098,,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2025-06-30,146470000000.0,94868000000.0,49141000000.0,12762000000.0,,9478000000.0,10699000000.0,3429000000.0,3103000000.0,,835000000.0,19.83,156442469.0,236000000.0,167000000.0,69000000.0,12762000000.0,,25.3836,7.5352,19.83,3429000000.0,0.06314482814757534,0.02118522564347648,0.29002710533694737,0.3204972427329657,0.023410937393322864,0.05539311503481253,0.006449200859893448,0.3204972427329657,0.25970167477259315,51112000000.0,15681000000.0,18200000000.0,5737000000.0,18200000000.0,,102.85,102.85,0.7012087912087912,,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2025-09-30,162682000000.0,100827000000.0,55519000000.0,12766000000.0,,9979000000.0,17208000000.0,5384000000.0,4426000000.0,,1305000000.0,28.21,159354027.0,1650000000.0,245000000.0,1405000000.0,12766000000.0,,29.6631,7.9015,28.21,5384000000.0,0.07972045606008754,0.027206451850850126,0.25720595072059504,0.31287773128777313,0.033095241022362644,0.07884601303360914,0.08164807066480706,0.31287773128777313,0.2299393000594391,53590000000.0,15408000000.0,18085000000.0,4969000000.0,18085000000.0,,99.69,99.69,0.7058888581697539,,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
2025-12-31,169998000000.0,108456000000.0,55888000000.0,12768000000.0,,11468000000.0,-8967000000.0,-3466000000.0,-3486000000.0,,-711000000.0,-22.369999999999997,-311561998.0,3169000000.0,-115000000.0,3054000000.0,12768000000.0,2.1321,31.445,7.2107,-22.369999999999997,-3466000000.0,-0.062374749498997996,-0.020506123601454134,0.38875878220140514,0.3865283818445411,-0.020388475158531278,-0.05048357026334188,-0.3405821344931415,0.3865283818445411,0.22845691382765532,24216000000.0,5553000000.0,7045000000.0,3322000000.0,7045000000.0,,35.31,35.31,1.8123491838183108,,1.5006335,1219.94,773.7401,0.82433,150340.67,27.0738,3.1244,6.2083
