report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2014-11-23,19501700000.0,4116100000.0,3405300000.0,13846600000.0,5569100000.0,,121900000.0,,,,492300000.0,,126500000.0,1.0,417700000.0,202100000.0,297800000.0,215600000.0,0.0,,37.5219,1.5406,1.0,,0.08839848449480167,0.025243953091268968,,,,,,,,0.0,1.208733444924089,,740400000.0,,,314000000.0,,,1.6599999999999997,1.6599999999999997,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2015-02-22,17868900000.0,3923300000.0,3716900000.0,13330300000.0,4452900000.0,,137300000.0,,,,-461800000.0,,129000000.0,-1.0,740500000.0,318400000.0,442900000.0,422100000.0,0.0,,,1.6832,-1.0,,-0.10370769610815424,-0.025843784452316595,,,,,,,,0.0,1.0555301460894833,,-348700000.0,,,264800000.0,,,-0.3400000000000003,-0.3400000000000003,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2015-05-31,17542200000.0,3667700000.0,3310200000.0,12932200000.0,4526000000.0,,183100000.0,,,,-765400000.0,,-64000000.0,-1.0,88800000.0,-160300000.0,-296500000.0,-71500000.0,0.0,1.0764,,1.8384,-1.0,,-0.1691117984975696,-0.0436319275803491,,,,,,,,0.0,1.1079995166455199,,-252600000.0,,,688100000.0,,,-2.220446049250313e-16,-2.220446049250313e-16,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2015-08-30,15834300000.0,3702000000.0,3846900000.0,12389900000.0,3363300000.0,,114300000.0,,,,-1154100000.0,,84900000.0,-2.0,66800000.0,108000000.0,91600000.0,-41200000.0,0.0,,,2.1689,-2.0,,-0.3431451253233431,-0.07288607642901802,,,,,,,,0.0,0.9623333073383764,,-1889000000.0,,,525000000.0,,,-3.0,-3.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2015-11-29,15994600000.0,3912500000.0,3953600000.0,12479900000.0,3433800000.0,,95900000.0,,,,-999200000.0,,168100000.0,-2.0,318000000.0,176700000.0,188800000.0,141300000.0,0.0,,,2.3561,-2.0,,-0.29098957423262856,-0.06247108399084691,,,,,,,,0.0,0.989604411169567,,-3380500000.0,,,450700000.0,,,-6.0,-6.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2016-02-28,13187200000.0,3527500000.0,2615600000.0,9454700000.0,3653500000.0,,502600000.0,,,,-794600000.0,,259300000.0,-1.0,695100000.0,279700000.0,281700000.0,415400000.0,0.0,,,2.6861,-1.0,,-0.21749007800739018,-0.060255399174957536,,,,,,,,0.0,1.348638935617067,,-3713300000.0,,,444000000.0,,,-6.0,-6.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2016-05-29,13390600000.0,3576700000.0,2532400000.0,9595800000.0,3713600000.0,,,,,,2270900000.0,,-286900000.0,4.0,127500000.0,-134600000.0,-188200000.0,-7100000.0,0.0,1.4127,,2.3019,4.0,,0.6115090478242137,0.16958911475213956,,,,,,,,0.0,1.4123756120676039,,-677000000.0,,,508400000.0,,,-1.0,-1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2016-08-28,12835900000.0,3407100000.0,2364800000.0,9036300000.0,3718300000.0,,794600000.0,,,,186200000.0,,218700000.0,0.0,325900000.0,117400000.0,92700000.0,208500000.0,0.0,,30.7356,2.3966,0.0,,0.050076647930505876,0.014506189671156678,,,,,,,,0.0,1.4407560893098783,,663300000.0,,,758100000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2016-11-27,11425000000.0,3345000000.0,1745400000.0,6898200000.0,4446700000.0,,1442500000.0,,,,308300000.0,,247600000.0,0.0,542200000.0,118300000.0,133500000.0,423900000.0,0.0,,25.9954,1.99,0.0,,0.06933231385072076,0.026984682713347922,,,,,,,,0.0,1.9164661395668614,,1970800000.0,,,1040700000.0,,,3.0,3.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2017-02-26,10499000000.0,2539100000.0,1564900000.0,6194800000.0,4221300000.0,,683600000.0,,,,488000000.0,,315500000.0,1.0,846500000.0,158500000.0,199800000.0,688000000.0,0.0,,28.7299,2.1699,1.0,,0.1156041977589842,0.04648061720163825,,,,,,,,0.0,1.6225317911687647,,3253400000.0,,,1313300000.0,,,5.0,5.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2017-05-28,10096300000.0,2013200000.0,1720500000.0,6018500000.0,3990800000.0,,251400000.0,,,,-343200000.0,,-527100000.0,0.0,-539100000.0,-152100000.0,-158000000.0,-691200000.0,0.0,1.1697,25.6379,2.0941,0.0,,-0.08599779492833518,-0.03399265077305547,,,,,,,,0.0,1.1701249636733508,,639300000.0,,,629200000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2017-08-27,10225600000.0,2125000000.0,2053600000.0,6343000000.0,3793800000.0,,251400000.0,,,,152500000.0,,120000000.0,0.0,136000000.0,42600000.0,64700000.0,93400000.0,0.0,,21.9425,1.7178,0.0,,0.04019716379355791,0.01491355030511657,,,,,,,,0.0,1.0347682119205297,,605600000.0,,,514100000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2017-11-26,10400100000.0,2056300000.0,1850300000.0,6613600000.0,3697700000.0,,84000000.0,,,,376000000.0,,229500000.0,0.0,420700000.0,123400000.0,129000000.0,297300000.0,0.0,,20.3675,1.8413,0.0,,0.1016848311112313,0.036153498524052655,,,,,,,,0.0,1.11133329730314,,673300000.0,,,387500000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2018-02-25,10463200000.0,2058100000.0,1990700000.0,6653700000.0,3720500000.0,,132900000.0,,,,738800000.0,,138100000.0,1.0,842300000.0,175900000.0,193400000.0,666400000.0,0.0,,16.4432,1.8683,1.0,,0.19857546028759576,0.0706093738053368,,,,,,,,0.0,1.0338574370824334,,924100000.0,,,365900000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2018-05-27,10389500000.0,1938900000.0,2336200000.0,6632900000.0,3676200000.0,,128000000.0,,,,-458900000.0,,-313000000.0,0.0,-444800000.0,-90300000.0,-130100000.0,-535100000.0,0.0,0.8301,18.1864,1.852,0.0,,-0.12482998748707905,-0.04416959430193946,,,,,,,,0.0,0.8299375053505693,,808400000.0,,,522000000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2018-08-26,10485000000.0,2046500000.0,2433400000.0,6670000000.0,3736500000.0,,74800000.0,1834400000.0,,,178200000.0,,57400000.0,0.0,94700000.0,86100000.0,63700000.0,8600000.0,0.0,,17.1331,1.7934,0.0,,0.04769169008430349,0.016995708154506437,0.09714348015699957,,,,,0.004688181421718273,,0.0,0.8410043560450399,,834100000.0,,,437200000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2018-11-25,23006800000.0,3275400000.0,2234500000.0,15703500000.0,7224100000.0,,442300000.0,4218100000.0,,,309800000.0,,79800000.0,0.0,261900000.0,133300000.0,140300000.0,128600000.0,0.0,,21.331,1.9357,0.0,,0.042884234714358885,0.013465584088182624,0.07344539010454944,,,,,0.030487660320997607,,0.0,1.4658312821660326,,767900000.0,,,268500000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2019-02-24,22726600000.0,2946100000.0,2241700000.0,15275100000.0,7373000000.0,,282200000.0,6925200000.0,,,551800000.0,,147000000.0,1.27,756300000.0,236100000.0,232600000.0,520200000.0,0.0,,18.2277,1.2739,1.27,,0.07484063474840635,0.024279918685593094,0.07968000924161035,,,,,0.07511696413099983,,0.0,1.3142258107686131,,580900000.0,,,122300000.0,,,1.27,1.27,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2019-05-26,22213800000.0,2733800000.0,2142600000.0,14750100000.0,7384600000.0,,236600000.0,-3439300000.0,,,-361500000.0,,-65400000.0,-0.27,12600000.0,-102400000.0,-103600000.0,-89800000.0,0.0,1.2758,20.3879,1.4498,-0.27,,-0.04895322698588955,-0.016273667720065905,0.10510859767976041,,,,,0.026109964236908673,,0.0,1.275926444506674,9538400000.0,678300000.0,,,567600000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2019-08-25,22354500000.0,2728000000.0,2449900000.0,14837700000.0,7440100000.0,56000000.0,64700000.0,2390700000.0,,,173800000.0,,-11500000.0,0.0,207000000.0,106600000.0,96700000.0,100400000.0,56000000.0,,20.6606,1.3793,0.0,,0.02335990107659843,0.007774720973405802,0.072698372861505,,,,,0.04199606809721002,,0.0075267805540248115,1.1135148373402997,10094700000.0,673900000.0,,,659400000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2019-11-24,22492600000.0,3029600000.0,3425800000.0,14802000000.0,7612100000.0,500000.0,192000000.0,5211500000.0,,,434300000.0,,72600000.0,0.0,427500000.0,183700000.0,193400000.0,243800000.0,500000.0,,17.4945,1.3335,0.0,,0.05705390102599808,0.01930857259720975,0.08333493236112444,,,,,0.04678115705650964,,6.568489641491836e-05,0.8843481814466694,11088100000.0,798400000.0,,,774600000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2020-02-23,22202100000.0,2709400000.0,3127100000.0,14338200000.0,7785000000.0,800000.0,99000000.0,7766500000.0,,,638700000.0,,141500000.0,1.0,906500000.0,265300000.0,292500000.0,641200000.0,800000.0,,18.6059,1.3716,1.0,,0.08204238921001927,0.028767549015633657,0.08223781626215154,,,,,0.08255971158179361,,0.00010276172125883109,0.8664257618880112,11929400000.0,885300000.0,,,895600000.0,,,0.73,0.73,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2020-05-31,22304000000.0,2885900000.0,3287400000.0,14353300000.0,7876100000.0,1100000.0,553300000.0,-4314300000.0,,,-406700000.0,,-1300000.0,0.0,301600000.0,-186100000.0,-193700000.0,115500000.0,1100000.0,0.878,20.1301,1.5298,0.0,,-0.05163723162478892,-0.018234397417503587,0.09426789977516631,,,,,-0.026771434531673736,,0.00013966303119564253,0.8778670073614406,11054400000.0,840100000.0,,,1100900000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2020-08-30,22377300000.0,2935100000.0,3101900000.0,14178300000.0,8121400000.0,600000.0,438200000.0,2678900000.0,,,329000000.0,,86700000.0,0.0,284500000.0,145500000.0,95200000.0,139000000.0,600000.0,,18.8281,1.6521,0.0,,0.04051025685226685,0.014702399306440008,0.1228116017768487,,,,,0.05188696853186009,,7.38788878764745e-05,0.9462265063348271,11342600000.0,995300000.0,,,1139500000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2020-11-29,22276700000.0,2797700000.0,3351400000.0,13807200000.0,8392000000.0,368600000.0,68000000.0,5674100000.0,,,707900000.0,,167400000.0,1.44,541400000.0,282000000.0,193000000.0,259400000.0,368600000.0,,16.0388,1.551,1.44,,0.08435414680648236,0.03177759722041416,0.12475987381258702,,,,,0.04571650129535962,,0.04392278360343184,0.8347854627916692,11805200000.0,1268900000.0,,,1155100000.0,,,2.44,2.44,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2021-02-28,22105100000.0,2627900000.0,3291100000.0,13775300000.0,8251800000.0,728700000.0,80700000.0,8445200000.0,,,989300000.0,,269000000.0,2.02,1070000000.0,396700000.0,289600000.0,673300000.0,728700000.0,,13.7652,1.3969,2.02,,0.11988899391647882,0.0447543779489801,0.11714346611092692,,,,,0.07972576137924502,,0.08830800552606705,0.7984868281121813,12483900000.0,1619500000.0,,,1187200000.0,,,3.46,3.46,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2021-05-30,22195600000.0,2702100000.0,3306200000.0,13564200000.0,8551800000.0,707400000.0,79200000.0,-5613500000.0,,,-727400000.0,,-329300000.0,-0.7999999999999998,-427800000.0,-317800000.0,-190100000.0,-745600000.0,707400000.0,0.8173,14.1087,1.6383,-0.7999999999999998,,-0.08505811641993498,-0.032772261168880316,0.12958047563908434,,,,,0.13282265965974882,,0.0827194274889497,0.8172826810235315,11184700000.0,1298800000.0,,,326100000.0,,,2.66,2.66,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2021-08-29,22539900000.0,2972200000.0,3090300000.0,13904000000.0,8557000000.0,458600000.0,67000000.0,2653300000.0,,,235400000.0,,69700000.0,0.49,139800000.0,154900000.0,96500000.0,-15100000.0,458600000.0,,12.9873,1.4026,0.49,,0.027509641229402828,0.010443702057240715,0.08871970753401424,,,,,-0.005691026269174236,,0.05359354914105411,0.9617836456007507,11159100000.0,1205200000.0,,,172000000.0,,,3.1500000000000004,3.1500000000000004,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2021-11-28,22592000000.0,3039300000.0,3277000000.0,13835100000.0,8679000000.0,585800000.0,68700000.0,5712200000.0,,,510900000.0,,153900000.0,1.06,262100000.0,257500000.0,193500000.0,4600000.0,585800000.0,,13.7185,1.3468,1.06,,0.05886622882820602,0.02261419971671388,0.08944014565316341,,,,,0.0008052939322852841,,0.06749625532895495,0.9274641440341777,11197200000.0,1008200000.0,,,-82800000.0,,,2.7700000000000005,2.7700000000000005,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2022-02-27,22499300000.0,2914600000.0,3524600000.0,13646000000.0,8774600000.0,362800000.0,79700000.0,8625900000.0,,,729300000.0,,263800000.0,1.51,752600000.0,364200000.0,285600000.0,388400000.0,362800000.0,,16.1484,1.476,1.51,,0.08311489982449342,0.03241434177952203,0.08454769937050047,,,,,0.04502718556904207,,0.0413466140906708,0.8269307155421892,11377900000.0,748200000.0,,,-367700000.0,,,2.2600000000000002,2.2600000000000002,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2022-05-29,22435100000.0,3033700000.0,3518800000.0,13572900000.0,8787700000.0,184300000.0,83300000.0,-5455500000.0,,,-587400000.0,,-196900000.0,-1.22,22800000.0,-312200000.0,-200200000.0,-289400000.0,184300000.0,0.8622,17.9103,1.379,-1.22,,-0.06684342888355314,-0.026182187732615412,0.1076711575474292,,,,,0.05304738337457612,,0.02097249564732524,0.862140502444015,11535900000.0,888200000.0,,,88500000.0,,,1.84,1.84,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2022-08-28,22219500000.0,3233800000.0,4160300000.0,13642800000.0,8504300000.0,253400000.0,67400000.0,2904300000.0,,,-77500000.0,,14400000.0,0.0,263700000.0,125400000.0,93000000.0,138300000.0,253400000.0,,29.1902,1.4247,0.0,,-0.009113036934256788,-0.0034879272710907085,-0.02668457115311779,,,,,0.047619047619047616,,0.029796691085686066,0.7772997139629354,11786900000.0,575300000.0,,,241900000.0,,,1.35,1.35,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2022-11-27,22414000000.0,3416400000.0,3722700000.0,13676300000.0,8666300000.0,365500000.0,39700000.0,6217200000.0,,,304400000.0,,136900000.0,0.0,297800000.0,188400000.0,185500000.0,109400000.0,365500000.0,,25.8972,1.4662,0.0,,0.03512456296227917,0.013580797715713393,0.048960947050119025,,,,,0.01759634562182333,,0.04217486124412956,0.9177210089451204,12291900000.0,368800000.0,,,346700000.0,,,0.29000000000000004,0.29000000000000004,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2023-02-26,22454200000.0,3454700000.0,3561000000.0,13515900000.0,8866400000.0,658000000.0,71200000.0,9303700000.0,,,646100000.0,,237000000.0,1.0,703400000.0,267400000.0,277000000.0,436000000.0,658000000.0,,21.7778,1.4354,1.0,,0.07287061265000451,0.028774126889401536,0.06944548942893687,,,,,0.046863075980523874,,0.07421275827844447,0.9701488345970233,12969700000.0,285600000.0,,,394300000.0,,,-0.21999999999999997,-0.21999999999999997,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2023-05-28,22052600000.0,3385000000.0,4440700000.0,13245300000.0,8736800000.0,641400000.0,93900000.0,-6148200000.0,,,-189400000.0,,-169600000.0,0.0,-269500000.0,-219000000.0,-185600000.0,-488500000.0,641400000.0,0.7622,24.3058,1.3534,0.0,,-0.02167841772731435,-0.008588556451393486,0.030805764288734914,,,,,0.07945414918187436,,0.07341360681256295,0.7622672101245299,12277000000.0,683600000.0,,,195200000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2023-08-27,22365400000.0,3573500000.0,3940100000.0,13410300000.0,8884500000.0,513100000.0,93300000.0,2904000000.0,,,319700000.0,,98300000.0,0.0,443500000.0,143600000.0,96600000.0,299900000.0,513100000.0,,13.4042,1.1801,0.0,,0.03598401710844729,0.014294401173240809,0.11008953168044078,,,,,0.10327134986225896,,0.057752265180933085,0.9069566762264917,12276700000.0,1080800000.0,,,356800000.0,,,1.0,1.0,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2023-11-26,22120000000.0,3469100000.0,3833100000.0,13045800000.0,9004000000.0,559000000.0,61500000.0,,,,,,,,854600000.0,214000000.0,195900000.0,640600000.0,559000000.0,,13.6788,1.1071,,,,,,,,,,,,0.062083518436250554,0.9050376979468315,,,,,888000000.0,,,,,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
2024-02-25,21919900000.0,3285800000.0,3470900000.0,12694400000.0,9154900000.0,166300000.0,78500000.0,9145000000.0,,,914500000.0,,297100000.0,1.0,1531300000.0,309600000.0,291700000.0,1221700000.0,166300000.0,,14.064,1.1049,1.0,,0.09989186118908999,0.04172008083978485,0.1,,,,,0.13359212684527064,,0.018165135610438126,0.9466708922757786,,,,,1673700000.0,,,,,,0.033187434,27.68,15.035,18.5272,7519.9604,1.1971,0.6725
