report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-03-30,1762100000.0,1171000000.0,501200000.0,1762100000.0,1055100000.0,,,257700000.0,,1255600000.0,516900000.0,-6300000.0,-35500000.0,15400000.0,9100000.0,-0.15,234400000.0,130700000.0,46700000.0,84000000.0,0.0,,,1.8454,-0.15,-6300000.0,-0.03364609989574448,-0.020146416207933716,-0.02827333545715196,0.4116756928958267,-0.005017521503663587,-0.0035752794960558425,-0.00597099800966733,0.0669002867155145,-0.005017521503663587,0.0,2.336392657621708,1711700000.0,-55000000.0,-19100000.0,693600000.0,77600000.0,-19100000.0,20100000.0,-0.22,-0.22,-0.0,-0.9502487562189055,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2013-06-29,1715200000.0,1030300000.0,347700000.0,,1161300000.0,,,281000000.0,,-849900000.0,-356500000.0,-33700000.0,111600000.0,-14800000.0,-123900000.0,0.22999999999999998,-228700000.0,-88500000.0,-32700000.0,-121200000.0,0.0,2.9598,59.9291,2.0371,0.22999999999999998,-33700000.0,0.09609919917334023,0.06506529850746269,-0.13130956583127426,0.41946111307212613,0.03965172373220379,-0.01964785447761194,-0.029019202617755962,0.14260501235439463,0.03965172373220379,0.0,2.9631866551624966,1676900000.0,57000000.0,-24900000.0,694600000.0,57300000.0,-24900000.0,17900000.0,-2.7755575615628914e-17,-2.7755575615628914e-17,-0.0,-1.3910614525139664,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2013-09-28,2306900000.0,1619500000.0,360800000.0,,1220300000.0,,,449300000.0,,429000000.0,185200000.0,6600000.0,300000.0,5200000.0,500000.0,0.0,239600000.0,29500000.0,12400000.0,17100000.0,0.0,,48.8753,1.9985,0.0,6600000.0,0.00024584118659346063,0.00013004464866270754,0.0006993006993006993,0.4317016317016317,0.015384615384615385,0.0028609822705795655,0.0054085061050561335,0.03986013986013986,0.015384615384615385,0.0,4.488636363636363,1685000000.0,68900000.0,-18400000.0,707200000.0,49100000.0,-18400000.0,17000000.0,0.049999999999999975,0.049999999999999975,-0.0,-1.0823529411764705,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2013-12-28,2346500000.0,1623800000.0,379800000.0,2346500000.0,1242900000.0,,,473400000.0,,876600000.0,390100000.0,26400000.0,9100000.0,13600000.0,3500000.0,0.04,237800000.0,83900000.0,44300000.0,39600000.0,0.0,,41.2211,1.7813,0.04,26400000.0,0.007321586611955909,0.003878116343490305,0.010381017567875885,0.44501483002509695,0.030116358658453114,0.011250799062433411,0.021240646874245716,0.045174537987679675,0.030116358658453114,0.0,4.275408109531332,1711300000.0,85500000.0,-7000000.0,735700000.0,19500000.0,-7000000.0,19400000.0,0.11999999999999997,0.11999999999999997,-0.0,-0.36082474226804123,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2014-03-29,2381900000.0,1446900000.0,387600000.0,,1261300000.0,,,314500000.0,,1294600000.0,574800000.0,14800000.0,7600000.0,21300000.0,-13700000.0,0.0,237700000.0,126400000.0,68100000.0,58300000.0,0.0,,32.6566,1.9051,0.0,14800000.0,0.006025529215888369,0.003190730089424409,0.00587053916267573,0.4439981461455276,0.011432102579947473,0.006213527016247534,0.011733925315151035,0.04503321489263093,0.011432102579947473,0.0,3.73297213622291,1750300000.0,128600000.0,14100000.0,793600000.0,-6200000.0,14100000.0,25300000.0,0.26999999999999996,0.26999999999999996,0.0,0.5573122529644269,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2014-06-28,2351900000.0,1409500000.0,408400000.0,,1187700000.0,,,297200000.0,,-857000000.0,-365800000.0,-49500000.0,-34800000.0,-10400000.0,-3400000.0,-0.04,-480900000.0,-63200000.0,-25000000.0,-88200000.0,0.0,3.4559,,1.679,-0.04,-49500000.0,-0.029300328365748928,-0.014796547472256474,0.04060676779463244,0.42683780630105017,0.057759626604434074,-0.02104681321484757,-0.04167719120990149,0.1029171528588098,0.057759626604434074,0.0,3.4512732615083253,1743200000.0,-17800000.0,-1700000.0,784300000.0,26800000.0,-1700000.0,29700000.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-0.0,-0.05723905723905724,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2014-09-27,2327600000.0,1411800000.0,409600000.0,,1167500000.0,,,311100000.0,,433600000.0,199300000.0,4200000.0,-9700000.0,8300000.0,6100000.0,0.0,230800000.0,,26500000.0,,0.0,,,1.9499,0.0,4200000.0,-0.008308351177730192,-0.004167382711806152,-0.022370848708487084,0.459640221402214,0.009686346863468635,0.0018044337515036948,0.0035974304068522485,,0.009686346863468635,0.0,3.44677734375,1747800000.0,-27800000.0,-4100000.0,798400000.0,,-4100000.0,32800000.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-0.0,-0.125,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2014-12-27,2295600000.0,1417000000.0,402700000.0,,1137800000.0,,,293600000.0,,870700000.0,399800000.0,-4000000.0,-34800000.0,16800000.0,14900000.0,0.0,231500000.0,,50400000.0,,0.0,,,2.4474,0.0,-4000000.0,-0.030585340130075585,-0.015159435441714584,-0.03996784196623406,0.4591707821293212,-0.004594004823705065,-0.0017424638438752395,-0.003515556336790297,,-0.004594004823705065,0.0,3.518748447976161,1741900000.0,-71700000.0,-34500000.0,808100000.0,,-34500000.0,36000000.0,-0.040000000000000015,-0.040000000000000015,-0.0,-0.9583333333333334,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2015-03-28,2191700000.0,1356900000.0,336000000.0,,1119100000.0,,,299200000.0,,1281400000.0,584100000.0,-26300000.0,-48000000.0,25400000.0,-2500000.0,0.0,232100000.0,,68700000.0,,0.0,,,2.7727,0.0,-26300000.0,-0.04289160932892503,-0.021900807592279966,-0.037459029186826906,0.45582956141719994,-0.020524426408615577,-0.011999817493270065,-0.023501027611473504,,-0.020524426408615577,0.0,4.038392857142857,1728700000.0,-127300000.0,-75600000.0,817400000.0,,-75600000.0,40100000.0,-0.040000000000000015,-0.040000000000000015,-0.0,-1.885286783042394,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2015-06-27,2217800000.0,1380100000.0,375500000.0,,1101400000.0,,,347900000.0,,-876600000.0,-404500000.0,-26200000.0,4400000.0,-16500000.0,-13300000.0,0.0,-461700000.0,,-44100000.0,,0.0,3.6702,,3.1503,0.0,-26200000.0,0.003994915562011985,0.001983948056632699,-0.005019393109742185,0.4614419347478896,0.029888204426192107,-0.011813508882676526,-0.023787906301071363,,0.029888204426192107,0.0,3.6753661784287615,1709100000.0,-88100000.0,-52300000.0,778700000.0,,-52300000.0,34000000.0,0.0,0.0,-0.0,-1.5382352941176471,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2015-10-03,1770900000.0,1166900000.0,282900000.0,,746300000.0,,,350000000.0,,229700000.0,140500000.0,-2900000.0,-67000000.0,8800000.0,800000.0,,,-300000.0,14200000.0,-14500000.0,0.0,,,1.5356,,-2900000.0,-0.08977622939836527,-0.03783386978372579,-0.2916848062690466,0.6116673922507618,-0.012625163256421419,-0.0016375854085493252,-0.0038858367948546163,-0.0631258162821071,-0.012625163256421419,0.0,4.124779073877695,1505200000.0,-145400000.0,-59400000.0,719900000.0,,-59400000.0,34500000.0,,,-0.0,-1.7217391304347827,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2016-01-02,1782400000.0,1199500000.0,264300000.0,,781000000.0,,,329000000.0,,461800000.0,282300000.0,6300000.0,-60700000.0,17600000.0,-400000.0,,235500000.0,-1300000.0,19400000.0,-20700000.0,0.0,,,1.6167,,6300000.0,-0.07772087067861716,-0.034055206463195695,-0.1314421827631009,0.6113035946297098,0.01364226938068428,0.003534560143626571,0.008066581306017926,-0.04482459939367692,0.01364226938068428,0.0,4.538403329549754,1096300000.0,-171300000.0,-49100000.0,602400000.0,,-49100000.0,35300000.0,,,-0.0,-1.3909348441926346,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2016-04-02,1824800000.0,1244100000.0,233500000.0,,837400000.0,,,437100000.0,,682200000.0,413600000.0,13500000.0,-28300000.0,26700000.0,10900000.0,,237400000.0,35000000.0,26600000.0,8400000.0,0.0,,,1.7342,,13500000.0,-0.03379508000955338,-0.015508548882069267,-0.041483435942538845,0.6062738199941367,0.01978891820580475,0.007398071021481806,0.016121327919751613,0.012313104661389622,0.01978891820580475,0.0,5.328051391862955,497100000.0,-151600000.0,-9300000.0,431900000.0,,-9300000.0,36600000.0,,,-0.0,-0.2540983606557377,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2016-07-02,1683100000.0,1211700000.0,226400000.0,,689300000.0,,,482900000.0,,-467400000.0,-286700000.0,-101200000.0,56800000.0,-17400000.0,-6800000.0,,,19500000.0,-24700000.0,-5200000.0,0.0,5.3628,,1.6522,,-101200000.0,0.08240243725518642,0.033747252094349714,-0.12152332049636286,0.6133932391955499,0.21651690201112536,-0.060127146337116036,-0.14681561003917018,0.011125374411638854,0.21651690201112536,0.0,5.352031802120141,906300000.0,-99200000.0,-84300000.0,549700000.0,-32000000.0,-84300000.0,35700000.0,,,-0.0,-2.361344537815126,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2016-10-01,1763200000.0,1298700000.0,243000000.0,,754800000.0,,,474300000.0,,210800000.0,125100000.0,10100000.0,78000000.0,9200000.0,5700000.0,0.0,236800000.0,10300000.0,11600000.0,-1300000.0,0.0,,35.4052,1.9111,0.0,10100000.0,0.10333863275039745,0.044237749546279494,0.3700189753320683,0.5934535104364327,0.04791271347248577,0.005728221415607986,0.01338102808691044,-0.006166982922201139,0.04791271347248577,0.0,5.344444444444444,887400000.0,45800000.0,-71300000.0,534300000.0,-18800000.0,-71300000.0,36100000.0,,,-0.0,-1.9750692520775623,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2016-12-31,1718800000.0,1274900000.0,245000000.0,,709400000.0,,,505700000.0,,417300000.0,249800000.0,16800000.0,127200000.0,18600000.0,11500000.0,0.0,235800000.0,28900000.0,20100000.0,8800000.0,0.0,,20.6643,2.2324,0.0,16800000.0,0.17930645616013532,0.07400511985105888,0.30481667864845435,0.5986101126288043,0.040258806613946804,0.009774261112404002,0.02368198477586693,0.02108794632159118,0.040258806613946804,0.0,5.2036734693877555,842900000.0,233700000.0,-60800000.0,501800000.0,10700000.0,-60800000.0,37100000.0,,,-0.0,-1.6388140161725067,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2017-04-01,2140700000.0,1697500000.0,247000000.0,,771200000.0,,,964200000.0,,613300000.0,366800000.0,1600000.0,153200000.0,29300000.0,15800000.0,0.0,235900000.0,46200000.0,30400000.0,15800000.0,0.0,,27.9455,2.8466,0.0,1600000.0,0.19865145228215766,0.0715653758116504,0.24979618457524866,0.5980759823903473,0.0026088374368172184,0.0007474190685289858,0.002074688796680498,0.02576226968857003,0.0026088374368172184,0.0,6.872469635627531,774000000.0,415200000.0,-72700000.0,455000000.0,18100000.0,-72700000.0,39700000.0,,,-0.0,-1.8312342569269522,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2017-07-01,2110500000.0,1667000000.0,228800000.0,,786400000.0,,,1004400000.0,,-430000000.0,-255700000.0,-14900000.0,-191500000.0,-13900000.0,-11700000.0,0.0,-474000000.0,-5400000.0,-23500000.0,-28900000.0,0.0,7.2795,14.3204,2.9456,0.0,-14900000.0,-0.2435147507629705,-0.09073679222932954,0.44534883720930235,0.5946511627906976,0.03465116279069767,-0.007059938403221985,-0.0189471007121058,0.0672093023255814,0.03465116279069767,0.0,7.285839160839161,811400000.0,166900000.0,13600000.0,486000000.0,-5600000.0,13600000.0,43200000.0,0.0,0.0,0.0,0.3148148148148148,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2017-09-30,1957900000.0,1469100000.0,667000000.0,,766300000.0,,,792700000.0,,195200000.0,116200000.0,10000000.0,-4800000.0,12500000.0,2500000.0,0.0,228100000.0,11000000.0,8400000.0,2600000.0,0.0,,27.3015,2.8043,0.0,10000000.0,-0.006263865326895472,-0.002451606312886256,-0.02459016393442623,0.5952868852459017,0.05122950819672131,0.005107513151846366,0.013049719431032232,0.01331967213114754,0.05122950819672131,0.0,2.2025487256371816,795800000.0,84100000.0,13500000.0,477100000.0,-1700000.0,13500000.0,46500000.0,0.0,0.0,0.0,0.2903225806451613,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2017-12-30,1958400000.0,1479700000.0,680000000.0,,753400000.0,,,753100000.0,,397000000.0,232300000.0,13700000.0,-8500000.0,24200000.0,1100000.0,0.0,227700000.0,34900000.0,14900000.0,20000000.0,0.0,,65.7323,2.5781,0.0,13700000.0,-0.01128218741704274,-0.004340277777777778,-0.021410579345088162,0.5851385390428212,0.0345088161209068,0.006995506535947713,0.018184231483939474,0.05037783375314862,0.0345088161209068,0.0,2.176029411764706,775500000.0,-51600000.0,10400000.0,459600000.0,9500000.0,10400000.0,52100000.0,0.0,0.0,0.0,0.19961612284069097,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2018-03-31,2007200000.0,1089500000.0,690700000.0,,758600000.0,,,534300000.0,,616400000.0,356000000.0,14100000.0,-17200000.0,35600000.0,2200000.0,0.0,227300000.0,48500000.0,29800000.0,18700000.0,0.0,,,2.6623,0.0,14100000.0,-0.022673345636699184,-0.008569151056197688,-0.027903958468526932,0.5775470473718365,0.022874756651524983,0.007024711040255082,0.018586870551015027,0.030337443218689163,0.022874756651524983,0.0,1.5773852613290864,778600000.0,-222000000.0,22900000.0,448800000.0,12400000.0,22900000.0,58400000.0,0.0,0.0,0.0,0.3921232876712329,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2018-06-30,2022600000.0,1152600000.0,561200000.0,,720700000.0,,275300000.0,611400000.0,,-328200000.0,-212300000.0,-32700000.0,-15500000.0,-25000000.0,7600000.0,0.0,-456000000.0,-28400000.0,-10600000.0,-39000000.0,275300000.0,2.0886,,2.6692,0.0,-32700000.0,-0.021506868322464272,-0.007663403539998022,0.04722730042656916,0.6468616697135893,0.09963436928702012,-0.016167309403737763,-0.03283132530120482,0.11882998171846434,0.09963436928702012,0.38198973220480087,2.0538132573057735,880400000.0,-46000000.0,5100000.0,492200000.0,2300000.0,5100000.0,47300000.0,0.0,0.0,53.98039215686274,0.10782241014799154,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2018-09-29,1888800000.0,1026200000.0,429600000.0,,709600000.0,,,600700000.0,,268500000.0,150400000.0,-1200000.0,-15300000.0,10100000.0,5700000.0,0.0,227200000.0,27600000.0,12100000.0,15500000.0,0.0,,,2.9117,0.0,-1200000.0,-0.021561443066516348,-0.008100381194409149,-0.05698324022346369,0.5601489757914339,-0.004469273743016759,-0.0006353240152477764,-0.0016910935738444193,0.05772811918063315,-0.004469273743016759,0.0,2.388733705772812,953700000.0,-56500000.0,-6100000.0,526400000.0,15200000.0,-6100000.0,44900000.0,0.0,0.0,-0.0,-0.1358574610244989,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2018-12-29,1798200000.0,889900000.0,297800000.0,,710100000.0,,,465600000.0,,575400000.0,328400000.0,31700000.0,-2300000.0,18200000.0,16600000.0,0.0,230500000.0,69100000.0,24200000.0,44900000.0,0.0,,,2.1778,0.0,31700000.0,-0.0032389804252922123,-0.0012790568346123903,-0.003997219325686479,0.5707334028501911,0.055092109836635386,0.017628739850962073,0.04464159977467962,0.07803267292318387,0.055092109836635386,0.0,2.988247145735393,1132100000.0,-50300000.0,11900000.0,622500000.0,40100000.0,11900000.0,38900000.0,0.0,0.0,0.0,0.3059125964010283,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2019-03-30,1809500000.0,909600000.0,284700000.0,1809500000.0,728300000.0,,,502700000.0,,840600000.0,481900000.0,39600000.0,-7100000.0,26200000.0,22200000.0,-0.03,,110300000.0,34700000.0,75600000.0,0.0,,,2.5973,-0.03,39600000.0,-0.009748729918989427,-0.003923735838629456,-0.008446347846776113,0.5732809897692125,0.047109207708779445,0.02188449848024316,0.05437319785802554,0.08993576017130621,0.047109207708779445,0.0,3.194942044257113,1356300000.0,-40200000.0,37400000.0,748400000.0,97000000.0,37400000.0,29500000.0,-0.030000000000000013,-0.030000000000000013,0.0,1.2677966101694915,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2019-06-29,1815100000.0,916800000.0,284000000.0,,725800000.0,,0.0,521500000.0,,-554200000.0,-309300000.0,-2700000.0,30100000.0,-20200000.0,-13000000.0,0.05,-226500000.0,-68200000.0,-26000000.0,-94200000.0,0.0,3.2289,592.0426,2.8285,0.05,-2700000.0,0.041471479746486635,0.016583108368684922,-0.054312522555034284,0.5581017683146878,0.004871887405268856,-0.0014875213486860229,-0.0037200330669605952,0.16997473836160232,0.004871887405268856,0.0,3.228169014084507,1130300000.0,5400000.0,67400000.0,651400000.0,41800000.0,67400000.0,34300000.0,0.01999999999999999,0.01999999999999999,0.0,1.9650145772594751,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2019-09-28,1807700000.0,914200000.0,282500000.0,,708100000.0,,,525300000.0,,299800000.0,174400000.0,20700000.0,6800000.0,8300000.0,8300000.0,0.03,236400000.0,31300000.0,7100000.0,24200000.0,0.0,,117.2015,2.7747,0.03,20700000.0,0.009603163395000705,0.003761686120484594,0.02268178785857238,0.5817211474316211,0.06904603068712475,0.011451015102063396,0.029233159158310974,0.08072048032021348,0.06904603068712475,0.0,3.2361061946902656,1161600000.0,27500000.0,89300000.0,675400000.0,50500000.0,89300000.0,32500000.0,0.04999999999999999,0.04999999999999999,0.0,2.747692307692308,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2019-12-28,1859700000.0,954800000.0,261900000.0,,764300000.0,,,551800000.0,,613500000.0,363900000.0,65700000.0,34800000.0,16700000.0,18200000.0,0.15,237400000.0,69300000.0,13300000.0,56000000.0,0.0,,81.8595,2.9776,0.15,65700000.0,0.045531859217584715,0.01871269559606388,0.05672371638141809,0.5931540342298288,0.10709046454767726,0.03532827875463784,0.08596101007457804,0.09127954360228199,0.10709046454767726,0.0,3.6456662848415426,1199700000.0,64600000.0,123300000.0,710900000.0,61600000.0,123300000.0,31000000.0,0.19999999999999998,0.19999999999999998,0.0,3.97741935483871,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2020-03-28,1778200000.0,914000000.0,239100000.0,1778200000.0,676900000.0,,,532500000.0,,869700000.0,510700000.0,74800000.0,2000000.0,25100000.0,57000000.0,0.01,236300000.0,108400000.0,23600000.0,84800000.0,0.0,,180.5497,2.258,0.01,74800000.0,0.002954646181119811,0.0011247328759419637,0.0022996435552489363,0.5872139818328159,0.08600666896631022,0.04206500956022945,0.11050376717388093,0.0975048867425549,0.08600666896631022,0.0,3.8226683396068593,1228800000.0,73700000.0,158500000.0,739700000.0,70800000.0,158500000.0,29900000.0,0.24,0.24,0.0,5.301003344481606,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
2020-06-27,1776300000.0,913600000.0,232800000.0,,711400000.0,,2800000.0,539000000.0,,-646700000.0,-383700000.0,-43100000.0,-14900000.0,-16400000.0,-18200000.0,-0.07,-476400000.0,-73400000.0,-12100000.0,-85500000.0,2800000.0,3.9227,58.9008,2.5399,-0.07,-43100000.0,-0.02094461624964858,-0.008388222710127794,0.023040049481985465,0.59331993196227,0.06664604917272306,-0.02426391938298711,-0.06034724166900028,0.1322096799134065,0.06664604917272306,0.003935901040202418,3.924398625429553,1136300000.0,28700000.0,118100000.0,665300000.0,79500000.0,118100000.0,33700000.0,0.11999999999999998,0.11999999999999998,0.023708721422523286,3.5044510385756675,1.232329,60.43,8.1,7.5139,12802.772,2.8813,10.2941
