report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,5636500000.0,3387500000.0,1531600000.0,5636500000.0,1851700000.0,905000000.0,,903900000.0,-2844900000.0,-1201500000.0,,-339200000.0,-30100000.0,-115000000.0,-2.33,-288800000.0,514600000.0,-49400000.0,465200000.0,905000000.0,2.2117,13.2875,1.5645,-2.33,,-0.18318302100772263,-0.060179189213164196,0.11923090442546311,0.4223347042075293,,,,-0.16352068614011037,,0.48874007668628827,2.2117393575346043,6259400000.0,737000000.0,2522700000.0,480300000.0,60100000.0,5.13,5.13,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2012-12-31,5711100000.0,3392600000.0,1487900000.0,5711100000.0,1967800000.0,905000000.0,,954300000.0,1489200000.0,607300000.0,217200000.0,161400000.0,15400000.0,55800000.0,1.14,141200000.0,167300000.0,21600000.0,145700000.0,905000000.0,,16.4202,1.8713,1.14,217200000.0,0.08202053054172172,0.028260755371119398,0.10838033843674456,0.40780284716626375,0.14585012087026591,0.038031202395335396,0.07560568086883876,0.09783776524308353,0.14585012087026591,0.4599044618355524,2.280126352577458,6274700000.0,715100000.0,2511300000.0,846600000.0,60500000.0,5.0,5.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2013-03-31,5719900000.0,3436900000.0,1469900000.0,,2020500000.0,905000000.0,,967100000.0,3012000000.0,1223700000.0,,337300000.0,30700000.0,107000000.0,2.0,141400000.0,,55000000.0,,905000000.0,,16.349,1.8959,2.0,,0.16693887651571393,0.05896956240493715,0.11198539176626826,0.40627490039840636,,,,,,0.44790893343231875,2.33818627117491,6251700000.0,701300000.0,2498000000.0,,61200000.0,4.569999999999999,4.569999999999999,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2013-06-30,5771300000.0,3485100000.0,1552300000.0,,2007800000.0,905100000.0,,1024700000.0,4636200000.0,1876600000.0,,541000000.0,46000000.0,160700000.0,3.0,141100000.0,,86900000.0,,905100000.0,,16.0086,1.8707,3.0,,0.269449148321546,0.09373971202328765,0.11669039299426254,0.4047711487856434,,,,,,0.4507919115449746,2.2451201443020037,6292500000.0,700500000.0,2506100000.0,,62000000.0,3.8099999999999996,3.8099999999999996,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2013-09-30,5844600000.0,3679900000.0,1544700000.0,,2585500000.0,905100000.0,,1200900000.0,-2785500000.0,-1133800000.0,,-283400000.0,-31200000.0,-98900000.0,-1.1399999999999997,-282800000.0,,-17300000.0,,905100000.0,2.3823,19.6077,2.3346,-1.1399999999999997,,-0.109611293753626,-0.04848920370940697,0.10174115957637767,0.40703643870041284,,,,,,0.35006768516727904,2.382274875380333,6351900000.0,756300000.0,2573800000.0,,60900000.0,5.0,5.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2013-12-31,5940800000.0,3719800000.0,1538700000.0,,2687800000.0,905100000.0,,1246000000.0,1591700000.0,663700000.0,,198100000.0,14900000.0,74700000.0,1.0,140400000.0,,35600000.0,,905100000.0,,20.6789,2.5407,1.0,,0.0737034005506362,0.033345677349851874,0.12445812653138154,0.4169755607212414,,,,,,0.3367438053426594,2.4174952882303242,6454400000.0,793000000.0,2630200000.0,,60400000.0,4.86,4.86,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2014-03-31,6158100000.0,3929400000.0,1696700000.0,,2750200000.0,905400000.0,342500000.0,1239800000.0,3192200000.0,1319500000.0,,378400000.0,29900000.0,142800000.0,2.0,140200000.0,,58300000.0,,1247900000.0,,21.6245,2.6398,2.0,,0.13758999345502146,0.061447524398759355,0.11853893866299105,0.4133512937785853,,,,,,0.45374881826776237,2.3159073495609124,6634600000.0,834100000.0,2726000000.0,,59600000.0,4.86,4.86,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2014-06-30,6145100000.0,3907700000.0,1712700000.0,,2721900000.0,905400000.0,279900000.0,1175100000.0,4841700000.0,2001000000.0,,578100000.0,44300000.0,217100000.0,4.0,140000000.0,,96400000.0,,1185300000.0,,21.7496,2.6315,4.0,,0.21238840515816157,0.09407495402841289,0.11940021066980606,0.4132845901233038,,,,,,0.4354678717072633,2.281602148654172,6840100000.0,871200000.0,2850400000.0,,57900000.0,5.86,5.86,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2014-09-30,6229500000.0,3934200000.0,1692100000.0,,2658100000.0,905600000.0,,1191300000.0,-3002100000.0,-1230300000.0,,-327800000.0,-29800000.0,-127200000.0,-2.0,-280900000.0,,-49300000.0,,905600000.0,2.325,18.3229,2.2872,-2.0,,-0.12332116925623565,-0.0526205955534152,0.10919023350321441,0.4098131308084341,,,,,,0.34069448102027766,2.3250398912593817,6623500000.0,826800000.0,2753900000.0,,59300000.0,5.0,5.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2014-12-31,6202000000.0,3932500000.0,1770800000.0,,2569100000.0,905600000.0,,1291900000.0,1574400000.0,687500000.0,,214200000.0,14900000.0,73300000.0,1.0,136900000.0,,40000000.0,,905600000.0,,17.8685,2.2799,1.0,,0.08337550114826203,0.0345372460496614,0.13605182926829268,0.43667428861788615,,,,,,0.35249698337939356,2.2207476846622995,6606200000.0,842900000.0,2777700000.0,,59300000.0,5.0,5.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2015-03-31,6280200000.0,4046000000.0,1279300000.0,,2566500000.0,1505400000.0,,1402900000.0,3125200000.0,1360700000.0,,420200000.0,30600000.0,143800000.0,3.0,136500000.0,,58000000.0,,1505400000.0,,17.9706,2.3807,3.0,,0.16372491720241575,0.0669086971752492,0.1344553948547293,0.4353961346473826,,,,,,0.5865575686732905,3.1626670835613226,6539200000.0,884700000.0,2818900000.0,,60000000.0,6.0,6.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2015-06-30,6406500000.0,4174900000.0,1416000000.0,,2556000000.0,1492200000.0,,1567200000.0,4700400000.0,2038900000.0,,626300000.0,47000000.0,222300000.0,4.0,136100000.0,,83200000.0,,1492200000.0,,19.1027,2.5786,4.0,,0.24503129890453834,0.09776008741122298,0.13324397923580972,0.43377159390690156,,,,,,0.5838028169014085,2.9483757062146894,6397900000.0,932900000.0,2856800000.0,,62700000.0,6.0,6.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2015-09-30,6404700000.0,4048000000.0,1327700000.0,,2256800000.0,1500900000.0,,1427300000.0,-3092100000.0,-1384000000.0,,-433100000.0,-28800000.0,-139500000.0,-2.0,-273800000.0,,-58300000.0,,1500900000.0,2.935,16.4424,2.1572,-2.0,,-0.19190889755405885,-0.06762221493590645,0.14006662138999385,0.44759225122085317,,,,,,0.6650567174760723,3.048881524440762,6307900000.0,827600000.0,2703100000.0,,63700000.0,6.0,6.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2015-12-31,6419700000.0,3957200000.0,1383400000.0,,2236500000.0,1492900000.0,,1449200000.0,1426600000.0,612700000.0,,185500000.0,17400000.0,51400000.0,1.0,132600000.0,,40200000.0,,1492900000.0,,16.8798,2.1891,1.0,,0.08294209702660407,0.028895431250681496,0.13002944062806673,0.42948268610682744,,,,,,0.6675162083612788,2.860488651149342,6160100000.0,798900000.0,2628300000.0,,66200000.0,6.0,6.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2016-03-31,6539600000.0,4063000000.0,1504900000.0,,2215600000.0,1513200000.0,,1396300000.0,2866900000.0,1206800000.0,,353500000.0,35000000.0,100400000.0,2.0,132000000.0,,52600000.0,,1513200000.0,,19.4736,2.4493,2.0,,0.1595504603719083,0.05405529390176769,0.12330391712302487,0.42094248142593044,,,,,,0.6829752662935548,2.699847165924646,5901800000.0,732200000.0,2474400000.0,,70600000.0,5.0,5.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2016-06-30,6855700000.0,4153900000.0,1699300000.0,,2121300000.0,1521800000.0,,1509300000.0,4340900000.0,1823600000.0,,544500000.0,53100000.0,161700000.0,4.0,131600000.0,,79400000.0,,1521800000.0,,19.9218,2.4978,4.0,,0.2566822231650403,0.07942296191490293,0.12543481766453962,0.4200972148632772,,,,,,0.7173902795455617,2.444477137644913,5542300000.0,650400000.0,2259100000.0,,76700000.0,5.0,5.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2016-09-30,7101200000.0,4185000000.0,1975900000.0,,1990100000.0,1516300000.0,,1526400000.0,-2754900000.0,-1167600000.0,,-353800000.0,-34200000.0,-100100000.0,-2.0,-265100000.0,,-55300000.0,,1516300000.0,2.118,21.6949,2.6925,-2.0,,-0.17778001105472085,-0.049822565200247845,0.12842571418200296,0.4238266361755418,,,,,,0.7619215114818351,2.1180221671137205,5879500000.0,729700000.0,2475500000.0,,71300000.0,5.0,5.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2016-12-31,7094300000.0,4487200000.0,2203900000.0,,2049700000.0,1240900000.0,408600000.0,1594600000.0,1490300000.0,642300000.0,,214700000.0,18700000.0,42900000.0,1.0,129700000.0,,39400000.0,,1649500000.0,,23.4763,2.9977,1.0,,0.10474703615163194,0.03026373285595478,0.14406495336509428,0.4309870495873314,,,,,,0.8047519149143777,2.0360270429692817,5943200000.0,758900000.0,2505100000.0,,72600000.0,5.0,5.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2017-03-31,7065000000.0,4317400000.0,2025400000.0,,2197800000.0,1240000000.0,373400000.0,1440800000.0,3044600000.0,1298800000.0,,404200000.0,37600000.0,83700000.0,3.0,130000000.0,,67400000.0,,1613400000.0,,25.706,3.3119,3.0,,0.1839111839111839,0.05721160651096957,0.13275964001839322,0.4265913420482165,,,,,,0.734097734097734,2.1316283203317865,6120900000.0,809600000.0,2597100000.0,,75200000.0,6.0,6.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2017-06-30,7215500000.0,4456500000.0,2196200000.0,,2178000000.0,1243800000.0,348400000.0,1549400000.0,4643800000.0,1976500000.0,,621100000.0,56700000.0,142800000.0,4.0,130000000.0,,97500000.0,,1592200000.0,,25.7833,3.3626,4.0,,0.28516988062442605,0.08607858083292912,0.13374822343770187,0.4256212584521297,,,,,,0.7310376492194675,2.02918677716055,6423800000.0,886200000.0,2750000000.0,,78800000.0,6.0,6.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2017-09-30,7161700000.0,4420700000.0,2145800000.0,,2663600000.0,1243400000.0,350400000.0,1410900000.0,-2867400000.0,-1293400000.0,,-414300000.0,-36800000.0,-57700000.0,-2.0,-259800000.0,,-62600000.0,,1593800000.0,2.0602,28.0907,3.6751,-2.0,,-0.15554137257846523,-0.057849393300473353,0.14448629420380832,0.451070656343726,,,,,,0.598363117585223,2.060164041383167,6311300000.0,825700000.0,2624200000.0,,76200000.0,6.0,6.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2017-12-31,7158700000.0,4533900000.0,2286600000.0,,2156200000.0,1239300000.0,840000000.0,1547000000.0,1586600000.0,697100000.0,,-236400000.0,20000000.0,534200000.0,-1.0,128200000.0,212700000.0,34100000.0,178600000.0,2079300000.0,,67.4263,3.9419,-1.0,,-0.10963732492347648,-0.03302275552823837,-0.14899785705281735,0.43936720030253373,,,,0.11256775494768688,,0.9643354048789538,1.982812909997376,6407600000.0,374600000.0,2679000000.0,,77500000.0,4.0,4.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2018-03-31,6513600000.0,3940900000.0,1877800000.0,,1947200000.0,1229800000.0,308500000.0,1433900000.0,3237800000.0,1397900000.0,,-9000000.0,37300000.0,606400000.0,0.0,127600000.0,594100000.0,56200000.0,537900000.0,1538300000.0,,51.4407,3.2622,0.0,,-0.00462202136400986,-0.0013817243920412675,-0.00277966520476867,0.4317437766384582,,,,0.16613132373834086,,0.790006162695152,2.0986793055703483,6600800000.0,-38600000.0,2778100000.0,,77200000.0,1.0,1.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2018-06-30,5837600000.0,3375800000.0,1753600000.0,,1444200000.0,1227100000.0,800000.0,940100000.0,4936500000.0,2139600000.0,,189600000.0,53800000.0,659500000.0,1.0,128100000.0,937200000.0,78600000.0,858600000.0,1227900000.0,,52.3935,3.1274,1.0,,0.1312837557125052,0.032479101000411126,0.03840777879064114,0.4334244910361592,,,,0.1739288969917958,,0.8502285002077274,1.9250684306569343,6893500000.0,-470100000.0,2941200000.0,,74300000.0,-2.0,-2.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2018-09-30,6262000000.0,2830700000.0,2236900000.0,,1617500000.0,1225200000.0,551000000.0,618800000.0,-3094900000.0,-1362400000.0,,591300000.0,-38100000.0,-1004800000.0,4.0,-257000000.0,,-43400000.0,,1776200000.0,1.2655,43.2422,3.4738,4.0,,0.365564142194745,0.09442670073458959,-0.19105625383695757,0.44020808426766617,,,,,,1.0981143740340031,1.2654566587688318,6666000000.0,535500000.0,2872200000.0,,73000000.0,4.0,4.0,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2018-12-31,5935400000.0,2737900000.0,2265500000.0,,1274300000.0,1235400000.0,631300000.0,632300000.0,1642300000.0,738700000.0,,80300000.0,20700000.0,40500000.0,0.66,121500000.0,212000000.0,42000000.0,170000000.0,1866700000.0,,21.1089,2.6763,0.66,,0.0630149886212038,0.013528995518414935,0.048894842598794376,0.44979601777994277,,,,0.10351336540217987,,1.4648826806874362,1.2085190907084529,6721700000.0,852200000.0,2913800000.0,,73700000.0,5.66,5.66,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2019-03-31,6254200000.0,2976800000.0,1871900000.0,,1336300000.0,1932400000.0,1300000.0,780000000.0,3299500000.0,1446900000.0,,426300000.0,44400000.0,96900000.0,3.53,120700000.0,355800000.0,80900000.0,274900000.0,1933700000.0,,22.057,3.1828,3.53,,0.31901519119958094,0.06816219500495667,0.1292013941506289,0.43852098802848916,,,,0.08331565388695257,,1.4470553019531542,1.5902558897376997,6783400000.0,1287500000.0,2962800000.0,,80800000.0,9.19,9.19,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2019-06-30,6158800000.0,2945800000.0,1952500000.0,,1156500000.0,1941100000.0,600000.0,788800000.0,4964600000.0,2177200000.0,,687700000.0,71200000.0,156900000.0,5.73,120000000.0,707000000.0,108700000.0,598300000.0,1941700000.0,,18.6334,2.8771,5.73,,0.5946389969736273,0.1116613626031045,0.13852072674535712,0.43854489787696893,,,,0.12051323369455746,,1.678945092952875,1.5087323943661972,6811500000.0,1785600000.0,3000400000.0,,98200000.0,13.92,13.92,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2019-09-30,6113000000.0,2985700000.0,1936800000.0,,404200000.0,1956400000.0,0.0,,-3211600000.0,-1462700000.0,,-498500000.0,-38100000.0,-89100000.0,-4.09,-242900000.0,-92800000.0,-98800000.0,-191600000.0,1956400000.0,1.5416,27.7133,2.8803,-4.09,,-1.2333003463631866,-0.0815475216751186,0.15521858263793747,0.455442769958899,,,,0.05965873707809192,,4.840178129638793,1.5415634035522512,6694800000.0,695800000.0,2900100000.0,851600000.0,98200000.0,5.83,5.83,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2019-12-31,7107900000.0,3007500000.0,2067500000.0,,717000000.0,1953000000.0,23500000.0,,1684500000.0,702900000.0,,310700000.0,26400000.0,19200000.0,2.66,116600000.0,231100000.0,37000000.0,194100000.0,1976500000.0,,25.4231,3.4952,2.66,,0.43333333333333335,0.043711926166659636,0.1844464232710003,0.4172751558325913,,,,0.11522707034728406,,2.7566248256624823,1.4546553808948004,6737000000.0,926200000.0,2864300000.0,875700000.0,103900000.0,7.83,7.83,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2020-03-31,6665900000.0,2758200000.0,1762000000.0,,620800000.0,1970200000.0,81500000.0,,3365800000.0,1401700000.0,,442900000.0,51900000.0,56700000.0,3.8,116600000.0,448500000.0,56600000.0,391900000.0,2051700000.0,,24.5354,2.5852,3.8,,0.7134342783505154,0.06644264090370393,0.1315883296690237,0.4164537405668786,,,,0.11643591419573356,,3.3049291237113403,1.5653802497162315,6803300000.0,942800000.0,2819100000.0,992700000.0,111400000.0,8.100000000000001,8.100000000000001,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2020-06-30,7329500000.0,2942500000.0,2242100000.0,,770500000.0,1974400000.0,422800000.0,,4759800000.0,1955900000.0,,760700000.0,77300000.0,77000000.0,6.52,116500000.0,794700000.0,91900000.0,702800000.0,2397200000.0,,32.1293,3.806,6.52,,0.9872809863724854,0.10378606999113173,0.1598176393966133,0.41092062691709735,,,,0.14765326274213203,,3.111226476314082,1.31238570982561,6598500000.0,1015800000.0,2597800000.0,1097200000.0,117500000.0,8.89,8.89,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2020-09-30,7264700000.0,2685800000.0,1810800000.0,,1027800000.0,1974700000.0,24600000.0,704600000.0,-3480300000.0,-1465300000.0,,-490900000.0,-52100000.0,-40000000.0,-4.210000000000001,-233100000.0,-353800000.0,-71600000.0,-425400000.0,1999300000.0,1.4832,25.0064,4.043,-4.210000000000001,,-0.4776221054679899,-0.06757333406747698,0.14105105881676866,0.4210269229664109,,,,0.12223084216877855,,1.9452228059933838,1.483211840070687,6329800000.0,1023400000.0,2595200000.0,863400000.0,103500000.0,8.77,8.77,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2020-12-31,8171000000.0,2932100000.0,2188600000.0,,1557600000.0,1980300000.0,150500000.0,730400000.0,1565300000.0,646500000.0,,593300000.0,22600000.0,110300000.0,5.06,117100000.0,346500000.0,27100000.0,319400000.0,2130800000.0,,22.307,4.6908,5.06,,0.3809065228556754,0.07261045159711174,0.3790327732702996,0.41301986839583466,,,,0.20405034178751677,,1.3680020544427325,1.3397148862286392,6210600000.0,1306000000.0,2538800000.0,988700000.0,99700000.0,11.169999999999998,11.169999999999998,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2021-03-31,8317700000.0,2969500000.0,2139800000.0,,1817200000.0,1978400000.0,25600000.0,641900000.0,3341400000.0,1413900000.0,,1008300000.0,45900000.0,207700000.0,8.59,117100000.0,595400000.0,52100000.0,543300000.0,2004000000.0,,19.3929,4.8865,8.59,,0.5548646268985252,0.12122341512677784,0.3017597414257497,0.4231459867121566,,,,0.1625965164302388,,1.1027955095751707,1.3877465183662026,6186200000.0,1871400000.0,2551000000.0,1140100000.0,93700000.0,15.959999999999997,15.959999999999997,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2021-06-30,8573100000.0,3286200000.0,2456300000.0,,2269600000.0,1977100000.0,24600000.0,913800000.0,5189600000.0,2178300000.0,,1279600000.0,68300000.0,252200000.0,10.91,117100000.0,1056900000.0,76600000.0,980300000.0,2001700000.0,,21.517,4.9094,10.91,,0.5637997885089884,0.14925756144218544,0.24657006320332975,0.4197433328194851,,,,0.1888970248188685,,0.8819615791328869,1.3378658958596263,6616000000.0,2390300000.0,2773400000.0,1417600000.0,84700000.0,20.349999999999998,20.349999999999998,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2021-09-30,10701600000.0,3063400000.0,2992200000.0,,2389600000.0,,509700000.0,662200000.0,-3098900000.0,-1341000000.0,,-1523100000.0,-42200000.0,-388300000.0,-12.979999999999999,-234200000.0,-737800000.0,-35500000.0,-773300000.0,509700000.0,1.0238,25.1205,4.8756,-12.979999999999999,,-0.637387010378306,-0.14232451222247142,0.49149698280034854,0.43273419600503404,,,,0.24954015941140403,,0.21329929695346503,1.0237952008555578,6997400000.0,1358100000.0,2897700000.0,1069700000.0,94600000.0,11.58,11.58,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2021-12-31,10743300000.0,3132300000.0,2914100000.0,,2504900000.0,3469100000.0,605900000.0,540000000.0,1857300000.0,749100000.0,,241500000.0,29600000.0,43600000.0,2.05,117300000.0,-12000000.0,37100000.0,-49100000.0,4075000000.0,,40.2812,5.5608,2.05,,0.09641103437262964,0.0224791265253693,0.1300274592149895,0.4033274107575513,,,,-0.026436224627146933,,1.6268114495588646,1.0748773206135684,7289400000.0,1006300000.0,3000300000.0,701200000.0,101600000.0,8.57,8.57,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
