report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-28,6839433000.0,3612077000.0,1747052000.0,6839433000.0,3722473000.0,528260000.0,,1032457000.0,,-5180102000.0,,-249425000.0,-155942000.0,-7282000.0,-82091000.0,-1.2200000000000002,-110108000.0,,-26482000.0,,528260000.0,2.0675,13.8439,0.4815,-1.2200000000000002,-275907000.0,-0.04189204327338304,-0.022800428047178765,0.03010404042237006,,0.0481505962623902,-0.03646866633535265,-0.05867811504509928,,0.05326285080872925,0.14191103602363267,2.067526896738048,10893778000.0,378954000.0,596073000.0,,,654963000.0,11686000.0,2.9400000000000004,2.9400000000000004,0.8065493775984293,51.007444805750474,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2012-12-28,6936678000.0,3695372000.0,1750800000.0,6936678000.0,3829076000.0,513113000.0,,1241745000.0,,2759641000.0,,160269000.0,99010000.0,3694000.0,51788000.0,0.76,246687000.0,25174000.0,15493000.0,221513000.0,513113000.0,,13.9868,0.4926,0.76,175762000.0,0.02585741312003209,0.014273402917073562,0.03587785512680816,,0.05807603235348366,0.023104575417800855,0.0369097245651905,0.08026877409054294,0.06369016839509196,0.1340043916600245,2.1106762622801005,11021651000.0,388254000.0,614390000.0,,,674912000.0,11718000.0,3.0,3.0,0.7602665236356739,52.43130227001195,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2013-03-29,6871731000.0,3641501000.0,1654244000.0,6871731000.0,3955547000.0,447213000.0,,1166207000.0,,5594725000.0,,325472000.0,203411000.0,6729000.0,106607000.0,1.56,252673000.0,64485000.0,32091000.0,188188000.0,447213000.0,,17.5833,0.6443,1.56,357563000.0,0.051424240440070615,0.02960112961348458,0.03635764045596522,,0.058174798582593425,0.047363902923440976,0.07392453824419228,0.033636684555541155,0.06391073734633963,0.11305971083139703,2.201308271331194,11281757000.0,418022000.0,664772000.0,,,728897000.0,12289000.0,3.21,3.21,0.6135475931441616,54.09488160143218,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2013-06-28,7049749000.0,3800257000.0,1733323000.0,,4091606000.0,432701000.0,,1295517000.0,,8675720000.0,,493831000.0,312282000.0,9515000.0,162941000.0,2.0,437198000.0,91520000.0,49828000.0,345678000.0,432701000.0,,17.181,0.6291,2.0,543659000.0,0.07632259802141261,0.04429689624410742,0.035994937595957455,,0.056921039406527645,0.07004944431354931,0.10915063898183744,0.03984430110699746,0.062664424393595,0.10575333988658732,2.1924690320269216,11849984000.0,458761000.0,730147000.0,,,801077000.0,12656000.0,3.1,3.1,0.540149074308712,57.69176675094817,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2013-09-27,7274144000.0,4039558000.0,1887619000.0,,4213097000.0,415086000.0,,1256405000.0,,-5211710000.0,,-310593000.0,-191610000.0,-7032000.0,-99970000.0,-1.3200000000000003,-488042000.0,,-27523000.0,,415086000.0,2.1398,17.9565,0.6428,-1.3200000000000003,-338116000.0,-0.045479607993834464,-0.02634124372572223,0.03676528433086262,,0.05959521922747044,-0.04269821988676606,-0.0671090577014781,,0.06487621145458976,0.09852277315238647,2.1400282578210965,11818376000.0,423093000.0,668979000.0,,,738868000.0,12906000.0,3.0,3.0,0.5617864083977111,51.83472803347281,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2013-12-27,8441152000.0,3944244000.0,2162119000.0,8441152000.0,4322993000.0,1041480000.0,,1011236000.0,,3068891000.0,,145047000.0,93732000.0,-191000.0,47972000.0,0.71,326480000.0,37948000.0,19649000.0,288532000.0,1041480000.0,,19.4678,0.6707,0.71,164696000.0,0.021682200271894957,0.011104171563312686,0.030542629242941505,,0.04726365322196194,0.017183318106343777,0.02703844347804528,0.0940183277933299,0.05366629182984994,0.24091642063727609,1.824249266575984,12127626000.0,417815000.0,653757000.0,,,727802000.0,9021000.0,2.95,2.95,1.430993594411667,72.47056867309611,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2014-03-28,8236049000.0,3648773000.0,1982803000.0,,4419479000.0,932154000.0,,691256000.0,,6244924000.0,,267482000.0,177192000.0,4925000.0,89565000.0,1.0,195735000.0,66952000.0,45017000.0,128783000.0,932154000.0,,20.9771,0.6677,1.0,312499000.0,0.040093413725916564,0.021514199344855767,0.02837376403619964,,0.042831906361070204,0.03247698016366828,0.04998137951537409,0.02062202838657444,0.050040480876949026,0.21091943190588755,1.8402095417446918,12777825000.0,391596000.0,595767000.0,,,682738000.0,7217000.0,2.3899999999999997,2.3899999999999997,1.3653172959466149,82.55050575031176,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2014-06-27,8332579000.0,3753116000.0,2169938000.0,,4501027000.0,789416000.0,,772613000.0,,9476715000.0,,391419000.0,242034000.0,10490000.0,136304000.0,1.0,485213000.0,92033000.0,70701000.0,393180000.0,789416000.0,,20.0758,0.5613,1.0,462120000.0,0.053773061125827505,0.029046709308126573,0.025539862705589438,,0.04130323640628636,0.046974532134648826,0.07398605371988698,0.04148906029146176,0.04876373300241698,0.17538575085197222,1.7295959608062534,13578820000.0,321348000.0,493355000.0,,,601199000.0,8192000.0,1.39,1.39,1.3130693830162725,60.2239990234375,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2014-09-26,8453659000.0,3892071000.0,2349846000.0,,4469255000.0,764075000.0,,732647000.0,,-6095373000.0,,-275880000.0,-184850000.0,-3787000.0,-83787000.0,-0.71,-285712000.0,,-36775000.0,,764075000.0,1.6562,20.1471,0.5207,-0.71,-312655000.0,-0.041360360955013754,-0.02186627116139887,0.03032628191908846,,0.04526056075649513,-0.03263438944012291,-0.05271595714392175,,0.05129382566087424,0.17096249822397694,1.6563089666301536,12695157000.0,328108000.0,528068000.0,,,626660000.0,11437000.0,2.0,2.0,1.2192815881020012,46.17189822505902,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2014-12-26,8242648000.0,3685784000.0,2238655000.0,,4438203000.0,706610000.0,,670081000.0,,3187005000.0,,158223000.0,100079000.0,5318000.0,48500000.0,0.0,138971000.0,33775000.0,26006000.0,105196000.0,706610000.0,,17.3928,0.4541,0.0,184229000.0,0.022549441744778236,0.01214160789105637,0.03140220991181376,,0.049646298013338544,0.0191956516886321,0.030753887459077717,0.03300779258269127,0.05780631031328787,0.15921083375411174,1.6464278774532028,12813271000.0,334455000.0,541244000.0,,,646193000.0,16946000.0,1.2900000000000003,1.2900000000000003,1.0934968345370502,31.939336716629292,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2015-03-27,7931310000.0,3415950000.0,2004538000.0,,4368638000.0,712712000.0,,464950000.0,,6090337000.0,,291268000.0,182046000.0,9866000.0,89352000.0,1.0,104181000.0,59177000.0,51155000.0,45004000.0,712712000.0,,17.0611,0.453,1.0,342423000.0,0.04167111122505458,0.022952828725645573,0.029890956772999588,,0.04782461134745089,0.03672381989860439,0.057320987532840685,0.007389410471046184,0.056223982351058736,0.1631428376532915,1.7041083780901136,12658684000.0,339309000.0,565030000.0,,,676117000.0,21887000.0,1.2900000000000003,1.2900000000000003,1.054125247553308,25.815781057248596,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2015-06-26,7959061000.0,3473841000.0,2092638000.0,,4352987000.0,646391000.0,,553561000.0,,8997878000.0,,391701000.0,273108000.0,15374000.0,89233000.0,2.0,386753000.0,69297000.0,75718000.0,317456000.0,646391000.0,,14.7604,0.4341,2.0,467419000.0,0.06274036655749259,0.034314098107804426,0.030352489775922722,,0.04353259735239798,0.049214473918468525,0.07834994673337363,0.03528120741357018,0.05194769255595597,0.14849366653288879,1.6600295894464308,12179847000.0,370383000.0,565312000.0,,,681416000.0,26771000.0,2.29,2.29,0.9485996806649682,21.11658137536887,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2015-10-02,7785926000.0,3282976000.0,1981166000.0,,4291745000.0,584434000.0,,460859000.0,,-6160388000.0,,-395665000.0,-252262000.0,-11055000.0,-125830000.0,-1.0,-145333000.0,,-52955000.0,,584434000.0,1.5765,15.2757,0.3822,-1.0,-448620000.0,-0.05877842229675808,-0.03239974281800264,0.04094904411864967,,0.06422728568395367,-0.05081797592219602,-0.0811424272980955,,0.072823335153565,0.13617631056831195,1.657092843305407,12114832000.0,302971000.0,445527000.0,,,545451000.0,19503000.0,2.0,2.0,1.0714692978837697,22.84402399630826,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2016-01-01,7615851000.0,3112296000.0,1784976000.0,,4305508000.0,621899000.0,,443725000.0,,2847934000.0,,59450000.0,46514000.0,3543000.0,7481000.0,0.0,26717000.0,15987000.0,22167000.0,10730000.0,621899000.0,,20.6778,0.4381,0.0,81617000.0,0.010803370937877714,0.006107524950264915,0.016332541414232214,,0.020874781508279334,0.0078060875928376225,0.012065169367986042,0.0037676434917382215,0.02865831862676593,0.14444265345692076,1.7436066367278888,11775761000.0,249406000.0,346754000.0,,,442839000.0,17728000.0,2.0,2.0,1.404345597384151,19.559679602888085,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2016-04-01,7716805000.0,3072828000.0,1918415000.0,,4376018000.0,530000000.0,,559722000.0,,1338656000.0,,288355000.0,111764000.0,5743000.0,34548000.0,0.0,264300000.0,29309000.0,43226000.0,234991000.0,530000000.0,,23.0336,0.4601,0.0,331581000.0,0.02554011432311293,0.01448319608957334,0.08348970908134726,,0.21540634785934548,0.03736714870986114,0.05877577293846048,0.17554248440226616,0.247696943800349,0.12111467548808072,1.6017535309096311,7024080000.0,179124000.0,343841000.0,,,431997000.0,13605000.0,1.0000000000000002,1.0000000000000002,1.2268603717155444,25.2731348768835,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2016-07-01,7420792000.0,2928589000.0,1806440000.0,,4424626000.0,479000000.0,,616391000.0,,2044652000.0,,450354000.0,180819000.0,10315000.0,66418000.0,1.0,,46403000.0,63447000.0,,479000000.0,,28.7693,0.5301,1.0,513801000.0,0.04086650487521431,0.024366536617654828,0.08843509800200719,,0.2202594866999372,0.06068813140160781,0.09184101723907982,,0.2512901951041057,0.10825773749012911,1.6211936183875468,70854000.0,86835000.0,402494000.0,,,478379000.0,8546000.0,2.220446049250313e-16,2.220446049250313e-16,1.0012981339063796,47.09735548794758,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2016-09-30,7360022000.0,2864470000.0,1782686000.0,,4265276000.0,385330000.0,,655716000.0,,4732915000.0,,-459561000.0,-128634000.0,-4341000.0,-36239000.0,0.0,,-24011000.0,-46477000.0,,385330000.0,1.6063,29.835,0.5728,0.0,-506038000.0,-0.03015842351116317,-0.01747739340996535,-0.027178599235354955,,-0.09709893374379215,-0.06244016661906717,-0.09881744443627347,,-0.10691888614099344,0.09034116432324661,1.6068281234047948,10964157000.0,210463000.0,338598000.0,,,420961000.0,15260000.0,1.0000000000000002,1.0000000000000002,0.9153579547749079,22.188597640891217,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2016-12-30,7110033000.0,2923398000.0,1749666000.0,,4070226000.0,387000000.0,,736546000.0,,2551604000.0,,88628000.0,60536000.0,3518000.0,24727000.0,0.0,,21054000.0,16621000.0,,387000000.0,,30.6785,0.6456,0.0,105249000.0,0.014872884208395307,0.008514165827359732,0.023724684551364554,,0.03473422991968973,0.012465202341536249,0.01988411626424148,,0.04124817173824778,0.09508071541973345,1.6708320330851716,10667827000.0,224485000.0,367776000.0,,,444593000.0,15235000.0,1.0000000000000002,1.0000000000000002,0.8704590490628508,24.140203478831637,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2017-03-31,7086003000.0,2821146000.0,1733216000.0,,4114647000.0,334925000.0,,674596000.0,,4854171000.0,,156801000.0,110554000.0,7273000.0,41053000.0,0.0,,45761000.0,34479000.0,,334925000.0,,31.9924,0.6569,0.0,191280000.0,0.026868404507118106,0.015601743324127861,0.022775052629995934,,0.03230232309492187,0.022128271749249896,0.03523956910911881,,0.03940528671116036,0.08139823416200709,1.6276944131602755,14183342000.0,223275000.0,236222000.0,,,304292000.0,16765000.0,1.0000000000000002,1.0000000000000002,1.1006697514229753,14.0901878914405,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2017-06-30,7244759000.0,2940235000.0,1839802000.0,,4225655000.0,282000000.0,,758296000.0,,7368922000.0,,285276000.0,199586000.0,11327000.0,79820000.0,1.0,,73552000.0,52718000.0,,282000000.0,,28.5897,0.6544,1.0,337994000.0,0.0472319675884567,0.02754901853878093,0.02708483004705437,,0.038713396613507374,0.03937687920329717,0.06328700843343157,,0.04586749595123955,0.06673521619725226,1.5981257765781318,19507612000.0,242042000.0,71144000.0,,,128485000.0,17777000.0,1.0000000000000002,1.0000000000000002,2.194808732536872,4.002025088597626,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2017-09-29,7380859000.0,2996180000.0,1926227000.0,,4428352000.0,235000000.0,,774151000.0,,-4751909000.0,,-138436000.0,-76949000.0,-10083000.0,-39758000.0,1.0,,-22307000.0,-27400000.0,,235000000.0,1.5556,23.8786,0.6995,1.0,-165836000.0,-0.017376441619817034,-0.010425480286237685,0.016193281479085563,,0.029132712768699907,-0.018756082455985135,-0.02968594264383216,,0.03489881645460803,0.05306714552050063,1.55546568498936,10022788000.0,293727000.0,392269000.0,,,468687000.0,12035000.0,2.0,2.0,0.5014007215903151,32.59401744910677,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2017-12-29,12691757000.0,4546955000.0,3063056000.0,,5869111000.0,2587933000.0,,1059839000.0,,2750311000.0,487180000.0,47644000.0,2163000.0,7092000.0,39355000.0,0.0,,22450000.0,24832000.0,,2587933000.0,,39.9208,1.0136,0.0,72476000.0,0.0003685396306186746,0.0001704255762224253,0.0007864565134633865,0.17713633112764338,0.017323131820365042,0.003753932572141115,0.0056336469338459155,,0.026351928927310402,0.4409412260221352,1.4844504964976155,10221495000.0,235354000.0,351285000.0,,,435914000.0,15609000.0,2.0,2.0,5.936797166413559,22.505285412262158,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2018-03-30,12601866000.0,4457271000.0,2983233000.0,,5936567000.0,2511800000.0,,835415000.0,,6685338000.0,1260544000.0,193929000.0,50750000.0,26319000.0,109590000.0,0.0,,44845000.0,59139000.0,,2511800000.0,,35.0354,0.8325,0.0,253068000.0,0.008548711738619307,0.004027181371393729,0.007591239216326834,0.18855351816168456,0.02900810699473983,0.015388911451685012,0.022954613595739862,,0.0378541817930522,0.42310648561702413,1.494107567193042,12052662000.0,175550000.0,388413000.0,,,497702000.0,34655000.0,2.0,2.0,5.046795070142374,11.20799307459241,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2018-06-29,12551812000.0,4476045000.0,3096185000.0,,5965191000.0,2336473000.0,,824370000.0,,,2036953000.0,406659000.0,200972000.0,50106000.0,152302000.0,1.0,268950000.0,63408000.0,88715000.0,205542000.0,2336473000.0,,30.5683,0.879,1.0,495374000.0,0.0336907904541531,0.016011393414751593,,,,0.032398429804397964,0.048985239585702334,,,0.3916845244351774,1.4456645839961113,,176936000.0,509796000.0,,,655082000.0,73434000.0,2.0,2.0,3.5666878345001085,6.942233842634202,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2018-09-28,12645795000.0,4556584000.0,3145693000.0,,5854345000.0,2146877000.0,,793358000.0,,5548997000.0,-956307000.0,-261000.0,-90454000.0,-6757000.0,80316000.0,0.0,212202000.0,-35819000.0,-54830000.0,176383000.0,2146877000.0,1.4485,66.7632,1.0261,0.0,-55091000.0,-0.015450746411426044,-0.007152891534300532,-0.01630096393996969,-0.17233871274394275,-4.7035527321424034e-05,-2.0639271789555343e-05,-3.2620017292358595e-05,0.031786465193619676,-0.00992810051978763,0.3667151491755269,1.4485151602524469,,163431000.0,647971000.0,2828370000.0,,765827000.0,76760000.0,1.0000000000000002,1.0000000000000002,2.8033446196073,8.441519020323085,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2018-12-28,12945259000.0,4898862000.0,3094724000.0,,5753102000.0,2668993000.0,,886707000.0,,,568520000.0,113130000.0,124296000.0,25325000.0,,0.0,-224701000.0,20721000.0,20321000.0,-245422000.0,2668993000.0,,28.7668,0.6899,0.0,133451000.0,0.021605040202659364,0.009601661890271953,,,,0.00873910672625399,0.013432524805288946,,,0.463922419592074,1.5829721810410233,,285564000.0,713457000.0,2909710000.0,,826802000.0,94993000.0,1.0000000000000002,1.0000000000000002,3.228092094600642,7.510627098838862,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2019-03-29,12945845000.0,4846470000.0,3188200000.0,12945845000.0,5465854000.0,2841536000.0,,674548000.0,,6175384000.0,1185361000.0,215810000.0,,54749000.0,,1.28,-55232000.0,61480000.0,43812000.0,-116712000.0,2841536000.0,,35.7665,0.8669,1.28,259622000.0,,,,0.19194935893865062,0.03494681464342946,0.016670213493209598,0.025978074942912273,-0.0188995534528703,0.04204143418449768,0.5198704539125999,1.5201273445831505,,,735338000.0,2834527000.0,19791000.0,833356000.0,123423000.0,2.2800000000000002,2.2800000000000002,3.4097504547876296,5.957868468599856,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2019-06-28,11641262000.0,4475945000.0,3289448000.0,,6060063000.0,1025198000.0,,998242000.0,,,1811494000.0,305763000.0,705654000.0,73727000.0,,5.02,-220313000.0,106670000.0,69663000.0,-326983000.0,1025198000.0,,17.2814,0.9345,5.02,375426000.0,0.11644334390583068,0.06061662386775592,,,,0.026265451288700486,0.04315479697925031,,,0.16917282873131848,1.360697904329237,,,634442000.0,2609068000.0,-512734000.0,713408000.0,147044000.0,6.3,6.3,1.4370430384856911,4.314640515763989,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2019-09-27,11462711000.0,4111768000.0,3073706000.0,,5714691000.0,1201245000.0,,631068000.0,,,-1088347000.0,-229852000.0,18029000.0,-69954000.0,36954000.0,-0.21999999999999975,133810000.0,-52894000.0,-43625000.0,80916000.0,1201245000.0,1.3377,14.5046,0.9647,-0.21999999999999975,-273477000.0,0.0031548512421756486,0.0015728390953937512,,,,-0.020052149966966804,-0.03323512536842446,,,0.2102029663546113,1.3377232565508868,,,404851000.0,2477028000.0,-608201000.0,495022000.0,83847000.0,6.08,6.08,2.426649724658702,4.828449437666225,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2019-12-27,12200559000.0,4378586000.0,2831636000.0,,6004425000.0,1414903000.0,,619212000.0,132879395.0,,644571000.0,151345000.0,257010000.0,14817000.0,,1.91,-137186000.0,22260000.0,22152000.0,-159446000.0,1414903000.0,,12.152,0.9151,1.91,173497000.0,0.04280343246855444,0.021065428231608077,,,,0.012404759486839907,0.02039874770329604,,,0.23564337967415697,1.5463096245421375,,,443066000.0,2553079000.0,-522225000.0,535068000.0,73339000.0,7.99,7.99,2.644342401339643,6.041342259916279,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
2020-03-27,13134613000.0,5166854000.0,2624884000.0,,5561783000.0,3099456000.0,,1655879000.0,,,1292707000.0,319125000.0,164926000.0,29971000.0,,1.23,14968000.0,61337000.0,44718000.0,-46369000.0,3099456000.0,,11.7113,0.7291,1.23,363843000.0,0.029653440272660765,0.01255659378772713,,,,0.024296490501851863,0.03684519039366077,,,0.557277405465118,1.9684123184110232,,1145619000.0,546381000.0,2660425000.0,-451882000.0,639289000.0,48561000.0,7.9399999999999995,7.9399999999999995,4.848286142886863,11.25143633780194,0.7807064,168.44,105.1462,1.0354,15035.564,34.7262,4.8361,1.2135
