report_date,total_assets,total_liabilities,total_equity,long_term_debt,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-12-31,498264000000.0,421406000000.0,76300000000.0,30912000000.0,-25272000000.0,,-4588000000.0,-627000000.0,-1793000000.0,-2.0,-2371253283.0,1027000000.0,30912000000.0,,,1.2655,-2.0,,-0.060131061598951506,-0.009207970072090298,0.18154479265590376,,,,,0.4051376146788991,52367000000.0,-849000000.0,,,1260000000.0,0.0,0.0,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2017-03-31,500162000000.0,425495000000.0,74069000000.0,30747000000.0,12632000000.0,,1185000000.0,298000000.0,516000000.0,1.0,1005315030.0,-10359000000.0,30747000000.0,,117.8303,1.1417,1.0,,0.015998595903819413,0.0023692323687125373,0.0938093730208993,,,,,0.4151129352360637,53220000000.0,519000000.0,,,1252000000.0,1.0,1.0,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2017-06-30,499762000000.0,425438000000.0,73732000000.0,31812000000.0,25134000000.0,,2315000000.0,590000000.0,1073000000.0,2.0,976627652.0,-9285000000.0,31812000000.0,,,1.1236,2.0,,0.03139749362556285,0.004632204929546464,0.09210631017744887,,,,,0.4314544566809526,51851000000.0,1104000000.0,,,1216000000.0,2.0,2.0,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2017-09-30,503073000000.0,430061000000.0,72468000000.0,31039000000.0,36885000000.0,,576000000.0,880000000.0,-18000000.0,0.0,961295946.0,-9195000000.0,31039000000.0,,,1.113,0.0,,0.007948335817188276,0.0011449630570513623,0.015616104107360716,,,,,0.4283131865099078,49379000000.0,-512000000.0,,,1141000000.0,1.0,1.0,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2017-12-31,498301000000.0,432593000000.0,65171000000.0,31640000000.0,-25131000000.0,,-10160000000.0,-600000000.0,5955000000.0,-9.0,-2012677342.0,20254000000.0,31640000000.0,,,1.0752,-9.0,,-0.15589756179895967,-0.02038928278289628,0.4042815646014882,,,,,0.4854920133188074,49520000000.0,-6084000000.0,,,1168000000.0,-6.0,-6.0,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2018-03-31,499143000000.0,435786000000.0,62792000000.0,33619000000.0,11712000000.0,,938000000.0,277000000.0,277000000.0,1.0,925266577.0,-938000000.0,33619000000.0,,,0.9813,1.0,,0.014938208689004969,0.0018792209847678923,0.08008879781420765,,,,,0.5354025990572048,48600000000.0,-6331000000.0,,,1147000000.0,-6.0,-6.0,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2018-06-30,496829000000.0,435032000000.0,61186000000.0,33784000000.0,23343000000.0,,1875000000.0,576000000.0,598000000.0,2.0,920902720.0,-340000000.0,33784000000.0,,,0.9988,2.0,,0.030644265027947568,0.003773934291275268,0.08032386582701452,,,,,0.552152453175563,46809000000.0,-6771000000.0,,,1133000000.0,-6.0,-6.0,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2018-09-30,504860000000.0,445683000000.0,58586000000.0,34594000000.0,34829000000.0,,616000000.0,902000000.0,291000000.0,0.0,916818269.0,-38000000.0,34594000000.0,,,0.9896,0.0,,0.010514457378895982,0.0012201402368973576,0.017686410749662637,,,,,0.5904823678011811,44753000000.0,-6731000000.0,,,1155000000.0,-6.0,-6.0,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2018-12-31,491984000000.0,434675000000.0,56361000000.0,34540000000.0,-22495000000.0,,-3435000000.0,-446000000.0,-1012000000.0,-3.0,-1852846324.0,1377000000.0,34540000000.0,,,0.7318,-3.0,,-0.060946399105764625,-0.006981934371849491,0.15270060013336298,,,,,0.6128351164812548,47389000000.0,-6000000.0,,,1309000000.0,0.0,0.0,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2019-03-31,512922000000.0,450829000000.0,60787000000.0,35776000000.0,12456000000.0,1154000000.0,654000000.0,349000000.0,217000000.0,0.75,877512244.0,-976000000.0,35776000000.0,,,0.7908,0.75,1154000000.0,0.010758879365653841,0.0012750476680664896,0.05250481695568401,0.0926461143224149,0.002249854753744234,0.011950747180597123,0.0926461143224149,0.5885468932502015,48133000000.0,-290000000.0,,,1381000000.0,-0.25,-0.25,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2019-06-30,522269000000.0,456164000000.0,64539000000.0,36291000000.0,25017000000.0,,1763000000.0,709000000.0,663000000.0,1.99,882921247.0,-1272000000.0,36291000000.0,,,0.9498,1.99,,0.02731681618866112,0.003375655074300791,0.07047207898628932,,,,,0.5623111606935342,49807000000.0,-402000000.0,,,1514000000.0,-0.26,-0.26,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2019-09-30,525122000000.0,457677000000.0,65603000000.0,35262000000.0,37931000000.0,,2419000000.0,1057000000.0,950000000.0,2.71,887221116.0,-789000000.0,35262000000.0,,26.9638,0.9553,2.71,,0.036873313720409126,0.004606548573474354,0.06377369433972213,,,,,0.5375059067420698,52909000000.0,1401000000.0,,,1669000000.0,2.45,2.45,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2019-12-31,525064000000.0,457637000000.0,65675000000.0,35350000000.0,-25658000000.0,,-1488000000.0,-698000000.0,-664000000.0,-1.71,-1758142661.0,2109000000.0,35350000000.0,,13.3377,0.8945,-1.71,,-0.022657023220403503,-0.0028339402434750813,0.05799360823135084,,,,,0.5382565664255805,49746000000.0,3348000000.0,,,1417000000.0,3.74,3.74,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2020-03-31,510477000000.0,448634000000.0,60173000000.0,25268000000.0,14443000000.0,,1749000000.0,355000000.0,904000000.0,1.98,878866213.0,-14000000.0,25268000000.0,,4.7009,0.403,1.98,,0.02906619247835408,0.0034262072532161097,0.1210967250571211,,,,,0.4199225566283881,51733000000.0,4443000000.0,,,1423000000.0,4.970000000000001,4.970000000000001,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2020-06-30,569388000000.0,506570000000.0,62234000000.0,29248000000.0,23839000000.0,,-6179000000.0,720000000.0,-992000000.0,-7.11,870590968.0,1325000000.0,29248000000.0,,,0.5522,-7.11,,-0.09928656361474435,-0.010852002500930824,-0.25919711397290157,,,,,0.4699681845936305,50555000000.0,-3499000000.0,,,1434000000.0,-4.130000000000001,-4.130000000000001,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2020-09-30,577230000000.0,512623000000.0,64108000000.0,28731000000.0,34060000000.0,,-5891000000.0,1099000000.0,-918000000.0,-6.8,869627926.0,2232000000.0,28731000000.0,,,0.5165,-6.8,,-0.09189180757471767,-0.010205637267640282,-0.17295948326482677,,,,,0.44816559555749674,46684000000.0,-11809000000.0,,,1476000000.0,-13.64,-13.64,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2020-12-31,586481000000.0,519282000000.0,66362000000.0,37534000000.0,-28606000000.0,,4377000000.0,-717000000.0,-454000000.0,5.05,-1749775649.0,-2505000000.0,37534000000.0,,,0.7458,5.05,,0.06595642084325366,0.007463157374237188,-0.1530098580717332,,,,,0.5655947680901721,43736000000.0,-5944000000.0,,,1457000000.0,-6.88,-6.88,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2021-03-31,584390000000.0,520830000000.0,62679000000.0,26432000000.0,14454000000.0,4728000000.0,3876000000.0,342000000.0,798000000.0,4.41,876269924.0,640000000.0,26432000000.0,,,0.9109,4.41,4728000000.0,0.061838893409275834,0.0066325570252742175,0.2681610626816106,0.32710668327106684,0.008090487516897962,0.05305742276486629,0.32710668327106684,0.4217042390593341,43747000000.0,-3817000000.0,,,1444000000.0,-4.450000000000001,-4.450000000000001,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2021-06-30,598250000000.0,531342000000.0,66083000000.0,26161000000.0,25135000000.0,,3975000000.0,680000000.0,795000000.0,4.53,874566280.0,2810000000.0,26161000000.0,,9.7025,0.9071,4.53,,0.06015162749875157,0.0066443794400334304,0.15814601153769645,,,,,0.39588093760876475,45043000000.0,6337000000.0,,,1404000000.0,7.19,7.19,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2021-09-30,594800000000.0,529141000000.0,64863000000.0,,37970000000.0,,5642000000.0,1008000000.0,1234000000.0,6.45,871002018.0,5764000000.0,0.0,,8.399,0.9852,6.45,,0.08698333410418883,0.009485541358439811,0.148590992889123,,,,,0.0,48953000000.0,17870000000.0,,,1313000000.0,20.44,20.44,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2021-12-31,596112000000.0,527200000000.0,65956000000.0,30163000000.0,-25502000000.0,,-4105000000.0,-725000000.0,-651000000.0,-4.57,-1756953343.0,-2935000000.0,30163000000.0,,4.5539,0.9052,-4.57,,-0.06223846200497301,-0.006886289824730923,0.16096776723394243,,,,,0.4573200315361756,52057000000.0,9388000000.0,,,1305000000.0,10.82,10.82,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2022-03-31,573513000000.0,515410000000.0,55944000000.0,,15808000000.0,,4260000000.0,263000000.0,1179000000.0,5.15,826012610.0,57000000.0,0.0,,4.7457,0.9613,5.15,,0.07614757614757615,0.007427904860046765,0.2694838056680162,,,,,0.0,53411000000.0,9772000000.0,,,1226000000.0,11.56,11.56,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2022-06-30,538938000000.0,492114000000.0,45344000000.0,28438000000.0,30249000000.0,,7296000000.0,529000000.0,2107000000.0,8.95,813298338.0,631000000.0,28438000000.0,,2.9609,0.7089,8.95,,0.16090331686661963,0.01353773532391481,0.24119805613408707,,,,,0.6271612561750176,58525000000.0,13093000000.0,,,1075000000.0,15.98,15.98,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2022-09-30,522932000000.0,481931000000.0,39023000000.0,,44851000000.0,,10005000000.0,811000000.0,2913000000.0,12.49,799092556.0,4018000000.0,0.0,,2.4637,0.6247,12.49,,0.2563872587960946,0.019132506712153777,0.22307194934338143,,,,,0.0,65406000000.0,17456000000.0,,,878000000.0,22.020000000000003,22.020000000000003,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2022-12-31,526634000000.0,484399000000.0,40002000000.0,,-34471000000.0,,-11285000000.0,-478000000.0,-3193000000.0,-13.58,-1650461754.0,-499000000.0,0.0,,4.5943,1.4597,-13.58,,-0.28211089445527726,-0.02142854430211494,0.32737663543268253,,,,,0.0,56437000000.0,10276000000.0,,,1125000000.0,13.010000000000002,13.010000000000002,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2023-03-31,536627000000.0,490321000000.0,43317000000.0,,10984000000.0,,30000000.0,307000000.0,-144000000.0,0.03,744099186.0,497000000.0,0.0,,6.0227,1.5297,0.03,,0.0006925687374471916,5.5904753208466963e-05,0.0027312454479242534,,,,,0.0,51613000000.0,6046000000.0,,,1169000000.0,7.890000000000001,7.890000000000001,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2023-06-30,537138000000.0,490647000000.0,42454000000.0,,24202000000.0,,1523000000.0,585000000.0,32000000.0,2.05,737290694.0,1111000000.0,0.0,,8.56,2.3289,2.05,,0.03587412257973336,0.002835397979662582,0.06292868357986943,,,,,0.0,45566000000.0,273000000.0,,,1225000000.0,0.9900000000000007,0.9900000000000007,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2023-09-30,521521000000.0,478308000000.0,39984000000.0,,36976000000.0,,3550000000.0,865000000.0,853000000.0,4.83,731033045.0,4621000000.0,0.0,,10.3148,3.8479,4.83,,0.08878551420568227,0.0068070125651699545,0.09600822154911294,,,,,0.0,37691000000.0,-6182000000.0,,,1279000000.0,-6.67,-6.67,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2023-12-31,539306000000.0,488005000000.0,45351000000.0,,-25360000000.0,,-1460000000.0,-621000000.0,-761000000.0,-1.9299999999999997,-1487189857.0,14000000.0,0.0,,13.0561,1.7025,-1.9299999999999997,,-0.03219333642036559,-0.0027071829351054872,0.057570977917981075,,,,,0.0,46802000000.0,3643000000.0,,,1136000000.0,4.98,4.98,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2024-03-31,544121000000.0,495011000000.0,43385000000.0,,12578000000.0,,1216000000.0,260000000.0,451000000.0,1.74,687961518.0,519000000.0,0.0,,10.7882,1.8611,1.74,,0.028028120318082286,0.0022347970396290532,0.09667673716012085,,,,,0.0,48396000000.0,4829000000.0,,,1089000000.0,6.69,6.69,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2024-06-30,167890000000.0,123415000000.0,44445000000.0,9940000000.0,13323000000.0,,-2761000000.0,241000000.0,403000000.0,-4.11,677458343.0,1449000000.0,9940000000.0,,,1.7851,-4.11,,-0.06212172347845652,-0.016445291559949966,-0.2072356075958868,,,,,0.22364720440994487,37517000000.0,545000000.0,,,745000000.0,0.5300000000000002,0.5300000000000002,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2024-09-30,169449000000.0,124376000000.0,45039000000.0,10054000000.0,20074000000.0,,-2302000000.0,353000000.0,571000000.0,-3.48,667355069.0,3148000000.0,10054000000.0,,,1.7352,-3.48,,-0.051111259130975376,-0.013585208528819882,-0.11467569991033177,,,,,0.22322875729922956,20615000000.0,-5307000000.0,,,233000000.0,-7.779999999999999,-7.779999999999999,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2024-12-31,161322000000.0,118772000000.0,42521000000.0,8922000000.0,-18724000000.0,,2443000000.0,-392000000.0,-255000000.0,3.6799999999999997,-1375491770.0,-1843000000.0,8922000000.0,,,1.6664,3.6799999999999997,,0.05745396392370829,0.015143625791894473,-0.130474257637257,,,,,0.20982573316714095,27251000000.0,-1404000000.0,,,462000000.0,-2.1700000000000004,-2.1700000000000004,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2025-03-31,161864000000.0,120405000000.0,41431000000.0,8753000000.0,6783000000.0,,698000000.0,92000000.0,262000000.0,1.16,599240046.0,-56000000.0,8753000000.0,,,1.8503,1.16,,0.016847288262412205,0.00431226214599911,0.10290431962258588,,,,,0.21126692573193986,21456000000.0,-1922000000.0,,,294000000.0,-2.75,-2.75,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
2025-06-30,165971000000.0,124442000000.0,41501000000.0,9258000000.0,13874000000.0,,1842000000.0,192000000.0,662000000.0,3.13,588534928.0,1335000000.0,9258000000.0,,14.9776,1.7234,3.13,,0.04438447266330932,0.01109832440607094,0.132766325500937,,,,,0.22307896195272403,22007000000.0,2681000000.0,,,245000000.0,4.49,4.49,,,0.6170431,88.07,71.245,4.46677,40046.133,12.9348,1.1221,1.4957
