report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,692506000.0,205992000.0,228416000.0,337550000.0,354956000.0,,65082000.0,,,22914000.0,12112000.0,0.15000000000000002,-292897000.0,104830000.0,15326000.0,28888000.0,89504000.0,0.0,0.9019,28.9189,2.5324,0.15000000000000002,,0.06455447999188632,0.03308852197670489,,,,,,,0.0,0.9018282432053797,,111332000.0,,,,0.7600000000000001,0.7600000000000001,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2013-03-31,707438000.0,225206000.0,233858000.0,342472000.0,364966000.0,,82479000.0,,,23179000.0,11946000.0,0.16,146238000.0,38786000.0,4739000.0,9894000.0,34047000.0,0.0,,32.0952,2.7907,0.16,,0.06351002559142495,0.03276470870945581,,,,,,,0.0,0.9630031899699818,,111431000.0,,,,0.76,0.76,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2013-06-30,737069000.0,257792000.0,247066000.0,352262000.0,384807000.0,,91597000.0,,,59173000.0,33230000.0,,146224000.0,,,,,0.0,,34.311,3.0235,,,0.15377319019664404,0.08028149332016406,,,,,,,0.0,1.0434135008459278,,137477000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2013-09-30,760864000.0,276681000.0,248559000.0,353572000.0,407292000.0,,116734000.0,,,95373000.0,55047000.0,,146151.0,,13294000.0,29738000.0,,0.0,,32.7348,2.9357,,,0.23416369582510826,0.12534828826176558,,,,,,,0.0,1.1131401397656089,,200639000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2013-12-31,739217000.0,274442000.0,235792000.0,300962000.0,438255000.0,,118216000.0,,,-54395000.0,-31947000.0,0.6799999999999999,-292462070.0,123879000.0,599000.0,-61000.0,123280000.0,0.0,1.1637,35.8077,3.3039,0.6799999999999999,,-0.12411723768125862,-0.07358461723688714,,,,,,,0.0,1.1639156544751306,,123330000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2014-03-31,765661000.0,241004000.0,250502000.0,315895000.0,449766000.0,,83129000.0,,,25766000.0,15592000.0,,,,5156000.0,10214000.0,,0.0,,35.0518,3.2688,,,0.057287567312780424,0.03365196869110481,,,,,,,0.0,0.9620841350568059,,125917000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2014-06-30,804589000.0,273465000.0,259431000.0,329047000.0,475542000.0,,101519000.0,,,66626000.0,40403000.0,,,,11471000.0,20822000.0,,0.0,,33.4661,3.1983,,,0.14010539552762952,0.08280749550391567,,,,,,,0.0,1.0540953085791598,,133370000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2014-09-30,826634000.0,287345000.0,267857000.0,335621000.0,491013000.0,,114216000.0,,,107747000.0,65202000.0,,,,22694000.0,32259000.0,,0.0,,31.4252,3.0649,,,0.21943818188113146,0.130344263603965,,,,,,,0.0,1.072755238802794,,145744000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2014-12-31,808162000.0,283958000.0,252679000.0,345486000.0,462676000.0,,108372000.0,,,-62475000.0,-39377000.0,0.0,145796.0,,-10582000.0,-19786000.0,,0.0,1.1239,34.9812,3.4121,0.0,,-0.135029696807269,-0.07730504527557594,,,,,,,0.0,1.1237894720178567,,137664000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2015-03-31,801262000.0,255231000.0,244457000.0,334282000.0,466980000.0,,93389000.0,,,30281000.0,16331000.0,,,,8311000.0,10781000.0,,0.0,,38.0297,3.7838,,,0.06484431881451026,0.03779163369784166,,,,,,,0.0,1.0440731907861096,,142179000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2015-06-30,848761000.0,299057000.0,263935000.0,351518000.0,497243000.0,,109684000.0,,,75354000.0,43592000.0,,,,17730000.0,22026000.0,,0.0,,42.6081,4.296,,,0.1515436114736658,0.08878117632643347,,,,,,,0.0,1.1330706423930135,,150907000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2015-09-30,862339000.0,319103000.0,264874000.0,342909000.0,519430000.0,,134310000.0,,,120400000.0,70979000.0,,,,28613000.0,33182000.0,,0.0,,39.0796,4.0044,,,0.23179254182469244,0.13962026534808236,,,,,,,0.0,1.2047350815859617,,163560000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2015-12-31,852431000.0,313879000.0,252986000.0,328402000.0,524029000.0,,134574000.0,,,-73886000.0,-39873000.0,0.0,218583000.0,,-15159000.0,,,0.0,1.0648,37.2222,3.8117,0.0,,-0.14099601357940114,-0.08667681020516617,,,,,,,0.0,1.2406971136742744,,152149000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2016-03-31,873015000.0,270121000.0,262868000.0,331456000.0,541559000.0,,131238000.0,,,31928000.0,19250000.0,,,,8956000.0,11640000.0,,0.0,,38.592,3.9358,,,0.058955718582832155,0.036572109299382025,,,,,,,0.0,1.027591795121506,,153796000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2016-06-30,905601000.0,286587000.0,271299000.0,347281000.0,558320000.0,,126465000.0,,,79711000.0,48429000.0,,,,19989000.0,23990000.0,,0.0,,40.929,4.1948,,,0.14276937956727326,0.08801999997791522,,,,,,,0.0,1.0563511107670873,,158153000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2016-09-30,921515000.0,299906000.0,271646000.0,347286000.0,574229000.0,,139263000.0,,,129362000.0,78744000.0,,,,27128000.0,37073000.0,,0.0,,39.6762,4.123,,,0.22527946167818066,0.14037970081876042,,,,,,,0.0,1.1040324540026358,,167115000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2016-12-31,916538000.0,290171000.0,276991000.0,347993000.0,568545000.0,,142785000.0,,,-73632000.0,-53156000.0,0.0,218244000.0,,-22992000.0,,,0.0,1.0477,43.5791,4.6365,0.0,,-0.12950953750362768,-0.08033709458854953,,,,,,,0.0,1.0475827734475127,,167369000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2017-03-31,924865000.0,305755000.0,267515000.0,341314000.0,583551000.0,,162478000.0,,,40270000.0,16988000.0,,,,5454000.0,13771000.0,,0.0,,46.0486,5.0726,,,0.06900853567211777,0.04354148983905759,,,,,,,0.0,1.142945255406239,,175711000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2017-06-30,980526000.0,361626000.0,287097000.0,363064000.0,617462000.0,,194837000.0,,,93959000.0,49438000.0,,,,11222000.0,27317000.0,,0.0,,48.8451,5.4839,,,0.15216968817514276,0.09582509795762682,,,,,,,0.0,1.2595951890824355,,189959000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2017-09-30,1046527000.0,282926000.0,308786000.0,396088000.0,650439000.0,,113396000.0,,,145389000.0,80569000.0,,,,17217000.0,41630000.0,,0.0,,54.3432,6.0594,,,0.22352441966118267,0.13892522600945795,,,,,,,0.0,0.916252679849475,,205986000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2017-12-31,1033663000.0,262795000.0,294569000.0,379739000.0,653924000.0,,107050000.0,,,-100494000.0,-31617000.0,0.0,217988000.0,,-9213000.0,,,0.0,0.8921,56.7755,6.0747,0.0,,-0.15367840911176223,-0.09722124135235566,,,,,,,0.0,0.8921339312690745,,179124000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2018-03-31,1050696000.0,240704000.0,299073000.0,387933000.0,662763000.0,,84319000.0,,,48525000.0,10669000.0,,,72748000.0,6134000.0,16916000.0,66614000.0,0.0,,58.2595,6.391,,,0.0732162175619339,0.04618367253706115,,,,,,,0.0,0.8048336024983866,,187379000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2018-06-30,1105182000.0,288472000.0,319231000.0,409371000.0,695811000.0,,87885000.0,889203000.0,,114067000.0,35304000.0,,,130509000.0,14246000.0,33282000.0,116263000.0,0.0,,58.2125,6.6067,,,0.16393388434503048,0.10321105483078805,0.12828004403943757,,,,0.13074967133489204,,0.0,0.9036465756771742,,207487000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2018-09-30,1129573000.0,303080000.0,309381000.0,394815000.0,734758000.0,,118652000.0,1376942000.0,,180695000.0,58566000.0,,,213274000.0,19645000.0,50149000.0,193629000.0,0.0,,60.0873,7.1873,,,0.2459245084776212,0.1599675275524468,0.13122920210146832,,,,0.14062248083071038,,0.0,0.9796335262992879,,242793000.0,,,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2018-12-31,1094124000.0,286021000.0,299029000.0,382216000.0,711908000.0,,115485000.0,-444580000.0,,-111624000.0,-25469000.0,0.0,327291000.0,-130259000.0,-12846000.0,,-143105000.0,0.0,0.9565,51.0199,6.4871,0.0,,-0.15679554099687038,-0.10202134310187877,0.25107742138647715,,,,0.32188807413738807,,0.0,0.9564992024184945,,231663000.0,,233401000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2019-03-31,1272072000.0,289939000.0,352712000.0,552948000.0,719124000.0,,116607000.0,429069000.0,,44226000.0,11827000.0,0.14,,58615000.0,6481000.0,,52134000.0,0.0,,60.4628,7.4614,0.14,,0.06149982478682397,0.0347668999867932,0.10307433070205492,,,,0.1215049327730505,,0.0,0.8220276032570483,2250634000.0,227364000.0,,218921000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2019-06-30,1729777000.0,319845000.0,414341000.0,977513000.0,752264000.0,,98466000.0,953026000.0,,108521000.0,34491000.0,,,136943000.0,13436000.0,36815000.0,123507000.0,0.0,,52.4976,6.2956,,,0.144259196239618,0.06273698864073231,0.11386992589918848,,,,0.1295945755939502,,0.0,0.771936641558523,2314457000.0,221818000.0,,226165000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2019-09-30,1764793000.0,324188000.0,410880000.0,957896000.0,806897000.0,,104362000.0,1509492000.0,,152582000.0,36569000.0,,,230318000.0,18701000.0,58505000.0,211617000.0,0.0,,54.8011,5.7095,,,0.18909724537332523,0.08645886514735722,0.10108168840908067,,,,0.1401908721609654,,0.0,0.7890089563862929,2447007000.0,193705000.0,,244153000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2019-12-31,1744376000.0,309787000.0,410035000.0,928626000.0,815750000.0,,94276000.0,-876110000.0,,-101982000.0,-25074000.0,-0.14,327477000.0,-116688000.0,-11472000.0,,-128160000.0,0.0,0.7556,53.3825,5.387,-0.14,,-0.125016242721422,-0.05846331295546373,0.11640319138007785,,,,0.146283000993026,,0.0,0.7555135537210238,2015477000.0,203347000.0,,259098000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2020-03-31,1771479000.0,304830000.0,417868000.0,971108000.0,800371000.0,,92582000.0,487901000.0,,43268000.0,12132000.0,0.13,,91963000.0,6674000.0,,85289000.0,0.0,,58.4983,5.7105,0.13,,0.054059929707598105,0.024424788552390404,0.0886819252266341,,,,0.17480800408279548,,0.0,0.7294887380703954,2074309000.0,202389000.0,,292253000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2020-06-30,1836382000.0,363101000.0,478173000.0,973552000.0,862830000.0,,134829000.0,1041230000.0,,118626000.0,40294000.0,,,234772000.0,12441000.0,,222331000.0,0.0,,65.0473,6.6046,,,0.13748478842877507,0.06459767085497461,0.11392871891897083,,,,0.21352727063184887,,0.0,0.7593506952504637,2162513000.0,212494000.0,,391077000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2020-09-30,1806066000.0,331836000.0,469139000.0,873350000.0,932716000.0,,95440000.0,1624928000.0,,198205000.0,69617000.0,,,340607000.0,17690000.0,,322917000.0,0.0,,71.3015,8.3351,,,0.21250305559248475,0.10974405143555108,0.12197771224325016,,,,0.19872695897910553,,0.0,0.70732981056787,2277949000.0,258117000.0,,502377000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2020-12-31,1845900000.0,314777000.0,472511000.0,904540000.0,941360000.0,,98477000.0,-992839000.0,,-99275000.0,-28147000.0,0.4,491604000.0,-231557000.0,-13576000.0,,-245133000.0,0.0,0.6662,73.6209,8.8875,0.4,,-0.10545912297102066,-0.053781353269407875,0.09999103580741692,,,,0.24690105847977367,,0.0,0.666179200060951,2161220000.0,260824000.0,,385404000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2021-03-31,1876880000.0,334043000.0,507788000.0,887945000.0,988935000.0,,117322000.0,535554000.0,,92643000.0,27209000.0,0.19,,119486000.0,7826000.0,,111660000.0,0.0,,54.607,7.6686,0.19,,0.09367956437986319,0.04936010826477985,0.1729853572188799,,,,0.20849438151895047,,0.0,0.6578394920714944,2208873000.0,310199000.0,,411775000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2021-06-30,1921693000.0,376325000.0,518744000.0,871009000.0,1050684000.0,,128528000.0,1173758000.0,,191497000.0,62294000.0,,,219205000.0,13229000.0,,205976000.0,0.0,,50.4433,7.3374,,,0.18225936627949033,0.09965015223555479,0.16314862177723177,,,,0.1754842139521094,,0.0,0.7254541739277949,2341401000.0,383070000.0,,395420000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2021-09-30,1904813000.0,373454000.0,477496000.0,803184000.0,1101629000.0,,117655000.0,1823957000.0,,285350000.0,95513000.0,0.58,491631000.0,298911000.0,20031000.0,70519000.0,278880000.0,0.0,,49.9708,7.3657,0.58,,0.25902549769477745,0.14980473148807782,0.15644557410070523,,,,0.152898341353442,,0.0,0.7821091695008964,2540430000.0,470215000.0,,351383000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2021-12-31,1980870000.0,352380000.0,491162000.0,898822000.0,1082048000.0,,105301000.0,-1108969000.0,439989000.0,-218803000.0,-60865000.0,-0.06000000000000005,423000.0,-235797000.0,-13892000.0,23686000.0,-249689000.0,0.0,0.7174,47.2145,6.9433,-0.06000000000000005,463675000.0,-0.20221191666173774,-0.11045803106715736,0.19730308060910628,-0.3967550039721579,0.22211906889397084,0.4066261385816526,0.22515417473346866,-0.4181135811731437,0.0,0.717441495881196,2424300000.0,350687000.0,,346827000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2022-03-31,2131143000.0,496512000.0,480897000.0,1023614000.0,1107529000.0,,258338000.0,590680000.0,91670000.0,72445000.0,19900000.0,0.15,492325000.0,87532000.0,7995000.0,24847000.0,79537000.0,0.0,,51.3152,6.9616,0.15,116517000.0,0.06541137974716689,0.033993495509217354,0.12264677998239318,0.15519401367914945,0.04301447626930713,0.08276984169263288,0.1346532809643123,0.19725909121690255,0.0,1.0324705706211517,2479426000.0,330489000.0,,314704000.0,,,,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2022-06-30,2167482000.0,506998000.0,517744000.0,1021915000.0,1145567000.0,,220964000.0,1304729000.0,224627000.0,172744000.0,53600000.0,0.35,492382000.0,214817000.0,15881000.0,49172000.0,198936000.0,0.0,,50.9062,6.7299,0.35,273799000.0,0.15079344988115057,0.07969800902614185,0.13239837544808156,0.17216372135516264,0.103635001351799,0.1960836860698676,0.1524730422946068,0.2098512411389645,0.0,0.9792445687443988,2610397000.0,311736000.0,,307664000.0,,1.0199999999999998,1.0199999999999998,,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2022-09-30,2112483000.0,398956000.0,509769000.0,915932000.0,1196551000.0,,121876000.0,2034433000.0,368310000.0,280366000.0,90800000.0,0.0,492398000.0,342537000.0,22921000.0,73454000.0,319616000.0,0.0,,48.5721,6.4814,0.0,441764000.0,0.23431178445381767,0.13271870116824608,0.13781038746422222,0.18103815657728714,0.17434933204196199,0.30780969636898053,0.15710323220278083,0.21714354810406633,0.0,0.7826211480101771,2820873000.0,306752000.0,1124596000.0,348400000.0,1295755000.0,0.43999999999999995,0.43999999999999995,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2022-12-31,2122028000.0,348619000.0,493784000.0,854831000.0,1267197000.0,,95346000.0,-1234019000.0,-191219000.0,-156956000.0,-33982000.0,-0.5,-984692000.0,-178956000.0,-16169000.0,-56147000.0,-195125000.0,0.0,0.706,48.8197,6.6751,-0.5,-247366000.0,-0.12386077302897655,-0.07396509376879098,0.127190910350651,0.1549562851139245,-0.09011144056534598,-0.150899189313106,0.158121552423423,0.20045558455745008,0.0,0.7060151807267955,2695823000.0,368599000.0,493388000.0,402964000.0,584714000.0,0.0,0.0,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2023-03-31,2138886000.0,367866000.0,467356000.0,851134000.0,1287752000.0,,112503000.0,658015000.0,112240000.0,88234000.0,28300000.0,0.0,492701000.0,100773000.0,7636000.0,22502000.0,93137000.0,0.0,,48.1094,6.6926,0.0,134742000.0,0.06851785126328672,0.04125231545767283,0.13409116813446503,0.17057361914242078,0.052475915032404716,0.08715963943367978,0.14154236605548506,0.2047704079694232,0.0,0.7871215946730116,2763158000.0,384388000.0,513958000.0,416564000.0,602939000.0,-0.15,-0.15,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2023-06-30,2599330000.0,463983000.0,575701000.0,1257105000.0,1342225000.0,,154747000.0,1478765000.0,267029000.0,198377000.0,69100000.0,0.0,492764000.0,248186000.0,14411000.0,48941000.0,233775000.0,0.0,,53.5372,7.3544,0.0,315970000.0,0.1477971279032949,0.07631851284754149,0.13415045663104008,0.18057568308690022,0.10272993425228809,0.19894503529587065,0.15808799910736324,0.2136715434839207,0.0,0.8059444051686553,2937194000.0,410021000.0,556360000.0,451403000.0,645110000.0,-0.5,-0.5,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2023-09-30,2639957000.0,476790000.0,581696000.0,1537114000.0,1102843000.0,,142247000.0,2319192000.0,444153000.0,326154000.0,113400000.0,0.0,492158000.0,375541000.0,21279000.0,73609000.0,354262000.0,0.0,,43.5513,6.0549,0.0,517762000.0,0.29573928473953226,0.12354519410732827,0.14063259962952615,0.19151195761282377,0.1682425130409321,0.40273456874641267,0.1527523378831938,0.22325102880658437,0.0,0.8196549400374079,3221953000.0,455809000.0,632203000.0,486049000.0,721108000.0,-0.5,-0.5,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2023-12-31,2595460000.0,406639000.0,576689000.0,1439893000.0,1155567000.0,,103825000.0,,-240196000.0,-177808000.0,-59500000.0,0.0,-987493000.0,-196134000.0,-10861000.0,-45300000.0,-206995000.0,0.0,0.7051,48.5978,6.878,0.0,-285496000.0,-0.15387078377973756,-0.06850731662210167,,,-0.09254467416180562,-0.20785986446480387,,,0.0,0.7051270268723697,,434957000.0,583226000.0,474179000.0,682978000.0,0.0,0.0,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2024-03-31,2658619000.0,424353000.0,591936000.0,1491123000.0,1167496000.0,,112971000.0,748349000.0,132424000.0,94394000.0,30200000.0,0.0,484318000.0,127433000.0,7171000.0,27310000.0,120262000.0,0.0,,50.2201,7.0024,0.0,159734000.0,0.08085166887081412,0.035504899348120206,0.12613633478497333,0.17695486998713167,0.04980931829645391,0.11342565627633842,0.16070309441183192,0.21344853804842392,0.0,0.716890001621797,,441117000.0,603410000.0,501304000.0,707970000.0,0.0,0.0,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2024-06-30,2766502000.0,474292000.0,609950000.0,1530444000.0,1236058000.0,,106697000.0,1640269000.0,314801000.0,223791000.0,75900000.0,0.0,484356000.0,272548000.0,15867000.0,55021000.0,256681000.0,0.0,,50.8243,7.2333,0.0,369822000.0,0.18105218363539574,0.08089312785604348,0.13643554807168823,0.19192034964996596,0.11379026655321413,0.2546814146261745,0.15648713717079332,0.22546423787805536,0.0,0.7775916058693335,,466531000.0,651182000.0,524210000.0,761822000.0,0.0,0.0,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2024-09-30,2816198000.0,486502000.0,622068000.0,1498421000.0,1317777000.0,,95282000.0,2556539000.0,506597000.0,360704000.0,124200000.0,0.0,484270000.0,419495000.0,23389000.0,82685000.0,396106000.0,0.0,,52.1751,7.3994,0.0,589282000.0,0.27372157808187575,0.12808190333208105,0.14109074807777233,0.19815735257705827,0.1798868545464488,0.3844330262252263,0.15493837567117105,0.23049990631865971,0.0,0.7820720564311298,,501081000.0,713626000.0,566054000.0,833342000.0,0.0,0.0,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2024-12-31,2819695000.0,442623000.0,645162000.0,1489102000.0,1330593000.0,,89630000.0,,-296598000.0,-212510000.0,-66449000.0,0.0,-968649000.0,-211823000.0,-18855000.0,-51796000.0,-230678000.0,0.0,0.6861,48.1315,6.6242,0.0,-348394000.0,-0.15971074550970882,-0.07536630734884446,,,-0.10518797245801408,-0.2229066288489418,,,0.0,0.6860648953286151,,466379000.0,657224000.0,542371000.0,770444000.0,0.0,0.0,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
2025-03-31,2948558000.0,555971000.0,636819000.0,1592806000.0,1355752000.0,,201177000.0,822504000.0,142648000.0,105248000.0,32300000.0,0.0,484434000.0,146892000.0,6781000.0,29209000.0,140111000.0,0.0,,54.9179,7.5685,0.0,171857000.0,0.07763071712230556,0.035694736206647454,0.1279604719247566,0.17343137540972445,0.048378902500815654,0.10521688332379374,0.17034689193000885,0.20894366471166098,0.0,0.8730439889513347,,477233000.0,667448000.0,562220000.0,782567000.0,0.0,0.0,0.0,0.81757855,66.14,49.728,2.77041,26022.28,49.4058,21.1649,6.9189
