report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,7016000000.0,3255000000.0,1967000000.0,6342000000.0,467000000.0,3422000000.0,1166000000.0,5855000000.0,1510000000.0,250000000.0,-27000000.0,194000000.0,48000000.0,-0.08,90000000.0,,3422000000.0,,,0.7401,-0.08,250000000.0,-0.057815845824411134,-0.0038483466362599773,-0.004611443210930828,0.2578992314261315,0.04269854824935952,0.03563283922462942,0.06428387760349705,0.04269854824935952,7.32762312633833,1.6548042704626333,7710000000.0,-525000000.0,-141000000.0,1955000000.0,-141000000.0,264000000.0,-1.52,-1.52,-24.26950354609929,-0.5340909090909091,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2012-12-31,6875000000.0,3217000000.0,1862000000.0,6341000000.0,322000000.0,3422000000.0,1351000000.0,-3864000000.0,-1054000000.0,-230000000.0,-78000000.0,-136000000.0,-3000000.0,-0.22000000000000003,362000000.0,,3422000000.0,1.7277,,0.7938,-0.22000000000000003,-230000000.0,-0.2422360248447205,-0.011345454545454546,0.020186335403726708,0.2727743271221532,0.05952380952380952,-0.03345454545454545,-0.06143162393162393,0.05952380952380952,10.627329192546584,1.7277121374865736,7745000000.0,-114000000.0,271000000.0,1951000000.0,271000000.0,254000000.0,-0.33,-0.33,12.62730627306273,1.0669291338582678,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2013-03-31,6779000000.0,3174000000.0,1826000000.0,6284000000.0,282000000.0,3421000000.0,1032000000.0,1876000000.0,508000000.0,132000000.0,47000000.0,60000000.0,14000000.0,0.13,-210000000.0,,3421000000.0,,,0.9382,0.13,132000000.0,0.16666666666666666,0.006933175984658504,0.025053304904051173,0.27078891257995735,0.07036247334754797,0.019471898510104734,0.035646772886848505,0.07036247334754797,12.131205673758865,1.7382256297918948,7746000000.0,-100000000.0,301000000.0,1974000000.0,301000000.0,250000000.0,-0.29000000000000004,-0.29000000000000004,11.365448504983389,1.204,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2013-06-30,7062000000.0,3479000000.0,2042000000.0,6513000000.0,356000000.0,3421000000.0,1223000000.0,4025000000.0,1117000000.0,320000000.0,124000000.0,120000000.0,53000000.0,0.0,59000000.0,,3421000000.0,,122.1815,0.9279,0.0,320000000.0,0.34831460674157305,0.017558765222316624,0.03080745341614907,0.27751552795031054,0.07950310559006211,0.045312942509204195,0.08472332539052158,0.07950310559006211,9.609550561797754,1.7037218413320274,7892000000.0,66000000.0,472000000.0,2081000000.0,472000000.0,238000000.0,-0.17,-0.17,7.247881355932203,1.9831932773109244,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2013-09-30,7059000000.0,3493000000.0,1887000000.0,6373000000.0,474000000.0,3421000000.0,1011000000.0,6175000000.0,1724000000.0,532000000.0,227000000.0,178000000.0,91000000.0,0.0,350000000.0,,3421000000.0,,49.645,0.9487,0.0,532000000.0,0.47890295358649787,0.03215752939509846,0.03676113360323886,0.2791902834008097,0.08615384615384615,0.075364782547103,0.13658536585365855,0.08615384615384615,7.217299578059071,1.8510863804981452,8212000000.0,320000000.0,754000000.0,2295000000.0,754000000.0,222000000.0,-0.09000000000000001,-0.09000000000000001,4.537135278514588,3.3963963963963963,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2013-12-31,6933000000.0,3468000000.0,1782000000.0,6170000000.0,535000000.0,3421000000.0,1223000000.0,-3903000000.0,-1094000000.0,-311000000.0,-126000000.0,-123000000.0,-47000000.0,0.63,446000000.0,186000000.0,3421000000.0,2.0569,28.2243,0.9946,0.63,-125000000.0,-0.23551401869158878,-0.018173950670705322,0.03228285933897002,0.280297207276454,0.07968229566999743,-0.04485792586182028,-0.07861476238624873,0.03202664616961312,6.394392523364486,1.9461279461279462,8173000000.0,272000000.0,673000000.0,2255000000.0,859000000.0,235000000.0,0.76,0.76,3.982537834691502,2.8638297872340424,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2014-03-31,6880000000.0,3418000000.0,1720000000.0,6079000000.0,562000000.0,3421000000.0,906000000.0,1965000000.0,547000000.0,152000000.0,74000000.0,56000000.0,5000000.0,0.0,,,3421000000.0,,25.7093,1.0022,0.0,152000000.0,0.13167259786476868,0.010755813953488373,0.037659033078880404,0.2783715012722646,0.07735368956743002,0.022093023255813953,0.03816218930454431,0.07735368956743002,6.087188612099644,1.9872093023255815,8262000000.0,299000000.0,693000000.0,2294000000.0,879000000.0,231000000.0,0.63,0.63,3.8919226393629125,3.0,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2014-06-30,7227000000.0,3783000000.0,2462000000.0,6325000000.0,686000000.0,2921000000.0,1195000000.0,4225000000.0,1208000000.0,392000000.0,213000000.0,112000000.0,42000000.0,0.0,61000000.0,,2921000000.0,,21.3927,1.0341,0.0,392000000.0,0.3104956268221574,0.0294728102947281,0.050414201183431956,0.2859171597633136,0.0927810650887574,0.054241040542410406,0.1086775713889659,0.0927810650887574,4.25801749271137,1.5365556458164094,8462000000.0,388000000.0,765000000.0,2385000000.0,951000000.0,223000000.0,0.63,0.63,3.071503680336488,3.430493273542601,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2014-09-30,7373000000.0,4001000000.0,2415000000.0,6015000000.0,1147000000.0,2919000000.0,1282000000.0,6457000000.0,1819000000.0,594000000.0,756000000.0,169000000.0,361000000.0,2.0,306000000.0,,2919000000.0,,10.6049,1.1619,2.0,594000000.0,0.6591107236268526,0.10253628102536282,0.11708223633266222,0.28170977234009603,0.0919931856899489,0.08056422080564221,0.14608952287260207,0.0919931856899489,2.5448997384481253,1.656728778467909,8744000000.0,917000000.0,827000000.0,2480000000.0,1013000000.0,214000000.0,2.63,2.63,2.8815399802566635,3.864485981308411,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2014-12-31,7167000000.0,3863000000.0,2211000000.0,6039000000.0,924000000.0,2919000000.0,1383000000.0,-4126000000.0,-1187000000.0,-350000000.0,-187000000.0,-112000000.0,-741000000.0,0.0,235000000.0,167000000.0,2919000000.0,1.6373,10.488,1.2814,0.0,-183000000.0,-0.20238095238095238,-0.026091809683270545,0.045322346097915654,0.2876878332525448,0.08482792050412022,-0.04883493790986466,-0.09107468123861566,0.04435288414929714,3.159090909090909,1.747173224785165,8521000000.0,856000000.0,788000000.0,2387000000.0,955000000.0,225000000.0,2.0,2.0,3.056544502617801,3.502222222222222,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2015-03-31,7468000000.0,4179000000.0,2207000000.0,6509000000.0,769000000.0,3418000000.0,1578000000.0,2018000000.0,568000000.0,171000000.0,64000000.0,56000000.0,43000000.0,0.0,-152000000.0,,3418000000.0,,10.9702,1.3192,0.0,171000000.0,0.08322496749024708,0.00856989823245849,0.031714568880079286,0.2814667988107037,0.08473736372646185,0.02289769683985003,0.04084069739670408,0.08473736372646185,4.444733420026008,1.8935206162211147,8574000000.0,846000000.0,807000000.0,2408000000.0,974000000.0,225000000.0,2.0,2.0,3.509240246406571,3.5866666666666664,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2015-06-30,5869000000.0,3590000000.0,1590000000.0,5738000000.0,-47000000.0,3419000000.0,1297000000.0,3588000000.0,1132000000.0,444000000.0,169000000.0,117000000.0,142000000.0,0.0,139000000.0,,3419000000.0,,11.297,1.2942,0.0,444000000.0,-3.595744680851064,0.02879536547963878,0.04710144927536232,0.31549609810479373,0.12374581939799331,0.07565172942579655,0.13167259786476868,0.12374581939799331,-72.74468085106383,2.257861635220126,7937000000.0,802000000.0,859000000.0,2332000000.0,1026000000.0,230000000.0,2.0,2.0,3.3323586744639377,3.734782608695652,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2015-09-30,5727000000.0,3540000000.0,1560000000.0,5699000000.0,-159000000.0,3418000000.0,1279000000.0,5427000000.0,1721000000.0,702000000.0,280000000.0,171000000.0,219000000.0,0.0,422000000.0,,3418000000.0,,22.2957,1.1945,0.0,702000000.0,-1.7610062893081762,0.04889121704208137,0.051593882439653585,0.31711811313801364,0.12935323383084577,0.12257726558407543,0.21540349800552316,0.12935323383084577,-21.49685534591195,2.269230769230769,6907000000.0,326000000.0,967000000.0,2234000000.0,1134000000.0,232000000.0,0.0,0.0,3.0141093474426808,4.168103448275862,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2015-12-31,5680000000.0,3328000000.0,2506000000.0,5622000000.0,-135000000.0,2418000000.0,1468000000.0,-3891000000.0,-1168000000.0,-403000000.0,-158000000.0,-119000000.0,-111000000.0,1.0,290000000.0,133000000.0,2418000000.0,1.3849,26.823,1.3333,1.0,-270000000.0,1.1703703703703703,-0.027816901408450705,0.040606527884862506,0.30017990233873043,0.10357234644050373,-0.07095070422535212,-0.1765221200175208,0.06939090208172706,-17.91111111111111,1.3280127693535515,7142000000.0,355000000.0,914000000.0,2253000000.0,1047000000.0,225000000.0,1.0,1.0,2.30945558739255,4.062222222222222,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2016-03-31,6554000000.0,4248000000.0,2789000000.0,6470000000.0,-126000000.0,2993000000.0,2175000000.0,1720000000.0,569000000.0,234000000.0,109000000.0,56000000.0,58000000.0,0.0,-100000000.0,,2993000000.0,,26.1623,1.4529,0.0,234000000.0,-0.8650793650793651,0.016631064998474214,0.06337209302325582,0.3308139534883721,0.13604651162790699,0.03570338724443088,0.08161841646320195,0.13604651162790699,-23.753968253968253,1.523126568662603,6844000000.0,400000000.0,977000000.0,2254000000.0,1110000000.0,225000000.0,1.0,1.0,2.6963963963963966,4.342222222222222,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2016-06-30,5324000000.0,3057000000.0,1632000000.0,5254000000.0,-117000000.0,2993000000.0,956000000.0,3721000000.0,1269000000.0,569000000.0,259000000.0,143000000.0,148000000.0,0.0,114000000.0,,2993000000.0,,22.9591,1.4044,0.0,569000000.0,-2.213675213675214,0.04864763335837716,0.06960494490728299,0.3410373555495834,0.15291588282719698,0.10687453042824943,0.1978442280945758,0.15291588282719698,-25.581196581196583,1.8731617647058822,6977000000.0,490000000.0,1102000000.0,2391000000.0,1235000000.0,251000000.0,1.0,1.0,2.4234817813765184,4.390438247011952,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2016-09-30,5373000000.0,3122000000.0,1511000000.0,5270000000.0,-98000000.0,2993000000.0,1041000000.0,5598000000.0,1883000000.0,838000000.0,393000000.0,186000000.0,229000000.0,1.0,382000000.0,,2993000000.0,,24.0688,1.5403,1.0,838000000.0,-4.010204081632653,0.07314349525404802,0.07020364415862808,0.3363701321900679,0.14969632011432654,0.15596501023636702,0.28946459412780656,0.14969632011432654,-30.540816326530614,2.0661813368630044,7148000000.0,603000000.0,1238000000.0,2553000000.0,1371000000.0,266000000.0,2.0,2.0,2.1830780452224654,4.654135338345864,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2016-12-31,5137000000.0,2934000000.0,1460000000.0,5240000000.0,-298000000.0,2995000000.0,990000000.0,-3682000000.0,-1265000000.0,-588000000.0,-270000000.0,-156000000.0,-139000000.0,0.0,330000000.0,134000000.0,2995000000.0,2.0096,21.4631,1.4375,0.0,-454000000.0,0.9060402684563759,-0.05255985984037376,0.07332971211298207,0.34356328082563825,0.1596958174904943,-0.11446369476348063,-0.21802002224694106,0.12330255296034763,-10.050335570469798,2.0095890410958903,7357000000.0,491000000.0,1053000000.0,2456000000.0,1187000000.0,229000000.0,1.0,1.0,2.523167649536647,4.598253275109171,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2017-03-31,5139000000.0,2958000000.0,1424000000.0,5198000000.0,-268000000.0,2996000000.0,689000000.0,1777000000.0,608000000.0,253000000.0,140000000.0,43000000.0,63000000.0,0.0,-149000000.0,,2996000000.0,,20.7952,1.4631,0.0,253000000.0,-0.5223880597014925,0.027242654212881884,0.07878446820483961,0.3421496904895892,0.14237478897017444,0.04923136797042226,0.09274193548387097,0.14237478897017444,-11.17910447761194,2.077247191011236,7414000000.0,522000000.0,1072000000.0,2495000000.0,1206000000.0,216000000.0,1.0,1.0,2.48424543946932,4.962962962962963,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2017-06-30,5489000000.0,3306000000.0,1692000000.0,5419000000.0,-131000000.0,2967000000.0,992000000.0,3834000000.0,1345000000.0,610000000.0,298000000.0,196000000.0,147000000.0,0.0,155000000.0,,2967000000.0,,22.7542,1.6266,0.0,610000000.0,-2.2748091603053435,0.054290398979777735,0.07772561293688054,0.3508085550339071,0.15910276473656756,0.11113135361632355,0.2150916784203103,0.15910276473656756,-22.64885496183206,1.9539007092198581,7527000000.0,561000000.0,1113000000.0,2571000000.0,1247000000.0,269000000.0,1.0,1.0,2.3793103448275863,4.137546468401487,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2017-09-30,5483000000.0,3308000000.0,1708000000.0,5423000000.0,-159000000.0,2969000000.0,1141000000.0,5770000000.0,1995000000.0,905000000.0,446000000.0,239000000.0,243000000.0,1.0,467000000.0,,2969000000.0,,22.5201,1.649,1.0,905000000.0,-2.8050314465408803,0.08134233084078059,0.07729636048526863,0.34575389948006935,0.15684575389948008,0.165055626481853,0.3220640569395018,0.15684575389948008,-18.67295597484277,1.936768149882904,7699000000.0,614000000.0,1180000000.0,2683000000.0,1314000000.0,322000000.0,1.0,1.0,2.2595129375951295,3.6645962732919255,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2017-12-31,5488000000.0,3215000000.0,1628000000.0,5312000000.0,-60000000.0,2969000000.0,1194000000.0,-3737000000.0,-1337000000.0,-599000000.0,-351000000.0,-200000000.0,-148000000.0,0.0,278000000.0,127000000.0,2969000000.0,1.9574,25.9043,2.2915,0.0,-472000000.0,5.85,-0.06395772594752186,0.09392560877709392,0.3577736151993578,0.16028900187316028,-0.10914723032069971,-0.2059126847713991,0.1263045223441263,-49.483333333333334,1.9748157248157248,7644000000.0,533000000.0,1169000000.0,2611000000.0,1296000000.0,278000000.0,1.0,1.0,2.290895061728395,4.205035971223022,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2018-03-31,5630000000.0,2993000000.0,1770000000.0,5447000000.0,-72000000.0,2971000000.0,370000000.0,1920000000.0,619000000.0,244000000.0,149000000.0,41000000.0,39000000.0,0.0,-55000000.0,,2971000000.0,,22.3004,1.967,0.0,244000000.0,-2.0694444444444446,0.02646536412078153,0.07760416666666667,0.3223958333333333,0.12708333333333333,0.0433392539964476,0.08416695412211107,0.12708333333333333,-41.263888888888886,1.690960451977401,7787000000.0,542000000.0,1160000000.0,2622000000.0,1287000000.0,276000000.0,1.0,1.0,2.3084693084693084,4.202898550724638,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2018-06-30,5565000000.0,2962000000.0,1770000000.0,5439000000.0,-34000000.0,2970000000.0,384000000.0,4217000000.0,1369000000.0,602000000.0,360000000.0,79000000.0,127000000.0,1.0,293000000.0,,2970000000.0,,19.4007,1.9081,1.0,602000000.0,-10.588235294117647,0.0646900269541779,0.08536874555371117,0.3246383685084183,0.14275551339815035,0.10817610062893082,0.2050408719346049,0.14275551339815035,-87.3529411764706,1.6734463276836158,8170000000.0,604000000.0,1152000000.0,2646000000.0,1279000000.0,159000000.0,2.0,2.0,2.322126661454261,7.245283018867925,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2018-09-30,5610000000.0,2990000000.0,1753000000.0,5403000000.0,36000000.0,2971000000.0,569000000.0,6318000000.0,2036000000.0,902000000.0,540000000.0,117000000.0,198000000.0,1.0,654000000.0,,2971000000.0,,17.9103,1.8577,1.0,902000000.0,15.0,0.0962566844919786,0.08547008547008547,0.3222538778094334,0.1427666983222539,0.1607843137254902,0.29996674426338543,0.1427666983222539,82.52777777777777,1.7056474614945807,8718000000.0,698000000.0,1149000000.0,2687000000.0,1276000000.0,37000000.0,2.0,2.0,2.3283699059561127,31.054054054054053,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2018-12-31,5393000000.0,2766000000.0,1684000000.0,5324000000.0,-111000000.0,2971000000.0,559000000.0,-4096000000.0,-1335000000.0,-537000000.0,-315000000.0,-81000000.0,-106000000.0,0.0,140000000.0,156000000.0,2971000000.0,1.6425,12.1866,1.3425,0.0,-381000000.0,2.8378378378378377,-0.05840904876692008,0.076904296875,0.325927734375,0.131103515625,-0.09957352123122566,-0.18776223776223777,0.093017578125,-26.765765765765767,1.6425178147268409,8359000000.0,734000000.0,1211000000.0,2689000000.0,1367000000.0,156000000.0,2.0,2.0,2.1733723482077543,7.762820512820513,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2019-03-31,5602000000.0,2758000000.0,1929000000.0,5560000000.0,-146000000.0,2771000000.0,316000000.0,1908000000.0,599000000.0,211000000.0,116000000.0,39000000.0,41000000.0,0.39,-131000000.0,,2771000000.0,,16.4849,1.8472,0.39,211000000.0,-0.7945205479452054,0.02070689039628704,0.06079664570230608,0.3139412997903564,0.11058700209643606,0.03766511960014281,0.08038095238095239,0.11058700209643606,-18.97945205479452,1.4297563504406428,8347000000.0,701000000.0,1178000000.0,2669000000.0,1334000000.0,154000000.0,2.39,2.39,2.0772113943028487,7.64935064935065,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2019-06-30,5653000000.0,2843000000.0,1953000000.0,5582000000.0,-91000000.0,2771000000.0,325000000.0,4183000000.0,1381000000.0,603000000.0,356000000.0,80000000.0,136000000.0,1.0,213000000.0,,2771000000.0,,15.7117,1.8573,1.0,603000000.0,-3.912087912087912,0.06297541128604281,0.0851063829787234,0.3301458283528568,0.14415491274205117,0.10666902529630284,0.225,0.14415491274205117,-30.45054945054945,1.4557091653865848,8313000000.0,697000000.0,1179000000.0,2681000000.0,1335000000.0,155000000.0,2.39,2.39,2.0756554307116106,7.606451612903226,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2019-09-30,5520000000.0,2792000000.0,1909000000.0,5497000000.0,-143000000.0,2771000000.0,475000000.0,5787000000.0,1974000000.0,918000000.0,482000000.0,119000000.0,202000000.0,1.0,605000000.0,,2771000000.0,,17.6644,1.9942,1.0,918000000.0,-3.370629370629371,0.08731884057971015,0.08329013305685157,0.34110938310005184,0.15863141524105753,0.16630434782608697,0.3493150684931507,0.15863141524105753,-19.377622377622377,1.462545835515977,7782000000.0,639000000.0,1195000000.0,2619000000.0,1351000000.0,157000000.0,2.39,2.39,2.0510732790525537,7.611464968152866,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
2019-12-31,5027000000.0,2711000000.0,1548000000.0,5083000000.0,-235000000.0,2771000000.0,697000000.0,-5171000000.0,-1583000000.0,-644000000.0,-19000000.0,-79000000.0,-149000000.0,0.8300000000000001,146000000.0,159000000.0,2771000000.0,1.7513,14.7146,2.2927,0.8300000000000001,-485000000.0,0.08085106382978724,-0.0037795902128506067,0.0036743376522916263,0.30613034229356023,0.12454070779346355,-0.12810821563556793,-0.2539432176656151,0.09379230322954941,-11.791489361702128,1.7512919896640826,6707000000.0,935000000.0,1088000000.0,2371000000.0,1247000000.0,159000000.0,3.22,3.22,2.2221331194867684,6.8427672955974845,1.3002229,79.19,56.55,2.72977,12037.246,14.8792,73.7123,1.5918
