report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-06-30,68482000000.0,50191000000.0,49670000000.0,54942000000.0,13243000000.0,2248000000.0,,2057000000.0,2071000000.0,,718000000.0,487000000.0,51000000.0,194000000.0,4.0,116000000.0,836000000.0,58000000.0,161000000.0,778000000.0,2248000000.0,,48.1263,7.0834,4.0,879000000.0,0.03677414483123159,0.007111357729038288,0.23515210043457266,,0.34669241912119747,0.010484506877719693,0.04634949325414757,0.37566393046837276,0.4244326412361178,0.16975005663369327,1.0104892289108114,,,,,,,,,,,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2014-09-30,67286000000.0,49378000000.0,49337000000.0,54499000000.0,12614000000.0,2247000000.0,,638000000.0,3077000000.0,,1048000000.0,693000000.0,73000000.0,284000000.0,6.0,115000000.0,922000000.0,105000000.0,244000000.0,817000000.0,2247000000.0,,42.7986,5.9179,6.0,1292000000.0,0.05493895671476138,0.010299319323484825,0.2252193695157621,,0.3405914852128697,0.01557530541271587,0.07052015342170782,0.265518362040949,0.4198895027624309,0.1781354051054384,1.0008310193161318,8141000000.0,1696000000.0,2965000000.0,2682000000.0,3619000000.0,207000000.0,15.21,15.21,0.620889748549323,14.323671497584542,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2014-12-31,68279000000.0,50245000000.0,50539000000.0,55722000000.0,12360000000.0,2247000000.0,2042000000.0,652000000.0,-2125000000.0,,-727000000.0,-461000000.0,-55000000.0,-183000000.0,-4.0,-232000000.0,-814000000.0,-22000000.0,-160000000.0,-836000000.0,4289000000.0,0.996,25.1943,5.8443,-4.0,-887000000.0,-0.037297734627831716,-0.006751709896161338,0.21694117647058825,,0.3421176470588235,-0.010647490443621026,-0.04366628626343925,0.39341176470588235,0.41741176470588237,0.3470064724919094,0.9941827103820812,4221000000.0,981000000.0,1448000000.0,1247000000.0,1781000000.0,96000000.0,7.999999999999999,7.999999999999999,2.4081976417742843,15.083333333333334,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2015-03-31,66428000000.0,48486000000.0,48798000000.0,53934000000.0,12297000000.0,2247000000.0,,752000000.0,1156000000.0,,462000000.0,315000000.0,23000000.0,118000000.0,2.0,112000000.0,465000000.0,39000000.0,89000000.0,426000000.0,2247000000.0,,25.2447,6.0454,2.0,551000000.0,0.025616003903391072,0.004741976275064732,0.27249134948096887,,0.39965397923875434,0.006954898536761607,0.03176567656765677,0.3685121107266436,0.47664359861591693,0.18272749451085632,0.9936062953399729,4179000000.0,1034000000.0,1501000000.0,1185000000.0,1835000000.0,92000000.0,8.0,8.0,1.2245231607629428,16.315217391304348,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2015-06-30,63104000000.0,45133000000.0,45580000000.0,50621000000.0,12410000000.0,2247000000.0,,678000000.0,2229000000.0,,892000000.0,598000000.0,46000000.0,227000000.0,5.0,112000000.0,770000000.0,92000000.0,182000000.0,678000000.0,2247000000.0,,22.7929,5.6839,5.0,1074000000.0,0.04818694601128123,0.009476419878296146,0.2682817406908928,,0.40017945266935845,0.014135395537525354,0.06085829296581838,0.3041722745625841,0.48183041722745623,0.18106365834004834,0.9901930671347082,4337000000.0,1145000000.0,1675000000.0,1085000000.0,2030000000.0,87000000.0,9.0,9.0,1.106896551724138,19.25287356321839,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2015-09-30,65856000000.0,48052000000.0,48458000000.0,53446000000.0,12340000000.0,2247000000.0,,687000000.0,3380000000.0,,1332000000.0,904000000.0,67000000.0,340000000.0,8.0,112000000.0,890000000.0,125000000.0,276000000.0,765000000.0,2247000000.0,,21.7816,5.7391,8.0,1608000000.0,0.073257698541329,0.013726919339164237,0.26745562130177514,,0.3940828402366864,0.02022594752186589,0.09131418386234318,0.22633136094674555,0.4757396449704142,0.1820907617504052,0.991621610466796,4640000000.0,1356000000.0,1959000000.0,1033000000.0,2346000000.0,81000000.0,11.0,11.0,0.9578005115089514,24.185185185185187,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2015-12-31,77987000000.0,53313000000.0,54743000000.0,63112000000.0,14808000000.0,7308000000.0,,627000000.0,-2083000000.0,,-936000000.0,-543000000.0,-39000000.0,-327000000.0,-4.0,-224000000.0,-814000000.0,-66000000.0,-173000000.0,-880000000.0,7308000000.0,0.9739,22.0787,6.0078,-4.0,-1109000000.0,-0.03666936790923825,-0.006962698911357021,0.26068170907345173,,0.44935189630340855,-0.012002000333388899,-0.042322300596852956,0.42246759481517043,0.5324051848295728,0.49351701782820095,0.9738779387318927,4682000000.0,1274000000.0,1750000000.0,989000000.0,2124000000.0,97000000.0,11.0,11.0,3.440677966101695,18.04123711340206,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2016-03-31,79160000000.0,54554000000.0,55636000000.0,64046000000.0,15048000000.0,4718000000.0,,468000000.0,1554000000.0,,584000000.0,369000000.0,46000000.0,163000000.0,120000000.0,0.0,597000000.0,31000000.0,143000000.0,566000000.0,4718000000.0,,21.0766,5.5098,120000000.0,727000000.0,0.02452153110047847,0.0046614451743304695,0.23745173745173745,,0.3758043758043758,0.007377463365336029,0.029545684508752404,0.3642213642213642,0.46782496782496785,0.3135300372142477,0.9805521604716371,5080000000.0,1328000000.0,1872000000.0,1129000000.0,2300000000.0,120000000.0,120000009.0,120000009.0,2.051304347826087,15.6,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2016-06-30,75224000000.0,50630000000.0,51438000000.0,59861000000.0,15292000000.0,4719000000.0,,390000000.0,3058000000.0,,1135000000.0,726000000.0,90000000.0,316000000.0,120000000.0,0.0,1103000000.0,96000000.0,289000000.0,1007000000.0,4719000000.0,,21.7339,5.5291,120000000.0,1424000000.0,0.04747580434213968,0.00965117515686483,0.23741007194244604,,0.3711576193590582,0.015088269701159205,0.05671880465743841,0.329300196206671,0.4656638325703074,0.30859272822390793,0.9842917687312882,5909000000.0,1456000000.0,2115000000.0,1458000000.0,2650000000.0,164000000.0,240000004.0,240000004.0,1.780754716981132,12.896341463414634,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2016-09-30,76296000000.0,51844000000.0,52354000000.0,60718000000.0,15512000000.0,4720000000.0,,458000000.0,4474000000.0,,1609000000.0,1070000000.0,134000000.0,409000000.0,8.0,120000000.0,1508000000.0,166000000.0,470000000.0,1342000000.0,4720000000.0,,22.2885,5.5567,8.0,2079000000.0,0.06897885507993812,0.014024326308063332,0.23915958873491283,,0.359633437639696,0.021088916850162526,0.07952748121787268,0.29995529727313364,0.4646848457755923,0.3042805569881382,0.9902586239828858,7003000000.0,1622000000.0,2392000000.0,2035000000.0,3121000000.0,231000000.0,240000004.0,240000004.0,1.512335789810958,10.354978354978355,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2016-12-31,82003000000.0,57133000000.0,58617000000.0,66213000000.0,15717000000.0,6364000000.0,,407000000.0,-3128000000.0,,-1161000000.0,-743000000.0,-92000000.0,-308000000.0,-240000006.0,479000000.0,-1059000000.0,-43000000.0,-292000000.0,-1102000000.0,6364000000.0,0.9747,23.4188,5.6086,-240000006.0,-1453000000.0,-0.0472736527327098,-0.009060644122775996,0.2375319693094629,,0.3711636828644501,-0.014158018609075278,-0.05257914043748019,0.3523017902813299,0.46451406649616367,0.4049118788572883,0.9746831124076633,5958000000.0,1422000000.0,2167000000.0,1813000000.0,2777000000.0,178000000.0,2.0,2.0,2.291681670867843,12.174157303370787,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2017-03-31,79463000000.0,55073000000.0,56006000000.0,63639000000.0,15755000000.0,3872000000.0,,360000000.0,1469000000.0,,582000000.0,502000000.0,45000000.0,213000000.0,0.0,599000000.0,611000000.0,32000000.0,134000000.0,579000000.0,3872000000.0,,22.732,6.0364,0.0,716000000.0,0.03186290066645509,0.00631740558498924,0.3417290673927842,,0.3961878829135466,0.00732416344713892,0.02965302899067611,0.39414567733151806,0.4874063989108237,0.24576324976198033,0.9833410705995786,5873000000.0,1555000000.0,2165000000.0,1826000000.0,2766000000.0,177000000.0,-119999998.0,-119999998.0,1.3998553868402024,12.231638418079097,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2017-06-30,80324000000.0,56448000000.0,56819000000.0,64391000000.0,15898000000.0,3874000000.0,,398000000.0,2963000000.0,,1191000000.0,920000000.0,90000000.0,352000000.0,1.0,597000000.0,1098000000.0,81000000.0,276000000.0,1017000000.0,3874000000.0,,24.0178,6.6398,1.0,1467000000.0,0.057868914328846395,0.011453612867885066,0.310496118798515,,0.40195747553155586,0.014827448832229471,0.060236698361319035,0.3432332095848802,0.49510631117111037,0.2436784501195119,0.9934704940248861,5778000000.0,1749000000.0,2221000000.0,1836000000.0,2809000000.0,177000000.0,-239999997.0,-239999997.0,1.3791384834460663,12.548022598870057,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2017-09-30,79118000000.0,55239000000.0,54600000000.0,63099000000.0,15992000000.0,4865000000.0,,419000000.0,4395000000.0,,1787000000.0,1289000000.0,137000000.0,537000000.0,2.0,595000000.0,1410000000.0,136000000.0,404000000.0,1274000000.0,4865000000.0,,24.6825,6.9165,2.0,2191000000.0,0.08060280140070035,0.016292120629945145,0.293287827076223,,0.40659840728100116,0.022586516342678026,0.08567866903197967,0.2898748577929465,0.49852104664391356,0.30421460730365185,1.0117032967032966,5699000000.0,1968000000.0,2399000000.0,1768000000.0,2921000000.0,180000000.0,-240000003.0,-240000003.0,1.6655255049640534,13.327777777777778,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2017-12-31,78264000000.0,53562000000.0,54171000000.0,61312000000.0,16924000000.0,4267000000.0,,,-2993000000.0,,-1181000000.0,-197000000.0,-85000000.0,-1127000000.0,1.0,-1197000000.0,-1034000000.0,-29000000.0,-279000000.0,-1063000000.0,4267000000.0,0.9887,16.1774,6.9937,1.0,-1460000000.0,-0.011640274166863626,-0.0025171215373607277,0.06582024724356833,,0.39458737053123955,-0.015089951957477256,-0.05573120664433014,0.35516204477113267,0.4878048780487805,0.2521271567005436,0.988757822451127,5834000000.0,2514000000.0,2379000000.0,1807000000.0,2914000000.0,187000000.0,4.0,4.0,1.4643102264927934,12.72192513368984,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2018-03-31,82062000000.0,56634000000.0,57946000000.0,65056000000.0,16978000000.0,4269000000.0,,523000000.0,1580000000.0,,650000000.0,464000000.0,52000000.0,143000000.0,0.0,586000000.0,573000000.0,14000000.0,138000000.0,559000000.0,4269000000.0,,16.6027,6.9378,0.0,788000000.0,0.027329485216162092,0.005654261412103044,0.2936708860759494,,0.41139240506329117,0.007920840340230557,0.030592554242951948,0.3537974683544304,0.49873417721518987,0.25144304393921546,0.9773582300762779,5945000000.0,2476000000.0,2447000000.0,1787000000.0,2986000000.0,194000000.0,4.0,4.0,1.4296718017414602,12.61340206185567,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2018-06-30,82847000000.0,57560000000.0,58894000000.0,66007000000.0,16805000000.0,6916000000.0,,532000000.0,3136000000.0,,1305000000.0,919000000.0,107000000.0,292000000.0,1.0,583000000.0,1236000000.0,33000000.0,281000000.0,1203000000.0,6916000000.0,,16.9202,7.1012,1.0,1586000000.0,0.054686105325795896,0.01109273721438314,0.2930484693877551,,0.4161352040816326,0.01575192825328618,0.055014544074870365,0.383609693877551,0.5057397959183674,0.41154418327878606,0.977349135735389,6118000000.0,2475000000.0,2561000000.0,1973000000.0,3105000000.0,211000000.0,4.0,4.0,2.2273752012882446,12.137440758293838,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2018-09-30,87242000000.0,61295000000.0,61065000000.0,70388000000.0,16832000000.0,6488000000.0,,515000000.0,4599000000.0,,1907000000.0,1377000000.0,173000000.0,381000000.0,2.0,581000000.0,1735000000.0,49000000.0,429000000.0,1686000000.0,6488000000.0,,16.533,7.1442,2.0,2336000000.0,0.08180846007604563,0.015783682171431192,0.299412915851272,,0.4146553598608393,0.021858737763921048,0.08177530017152658,0.36660143509458576,0.5079365079365079,0.38545627376425856,1.0037664783427496,6322000000.0,2563000000.0,2681000000.0,2385000000.0,3250000000.0,247000000.0,4.0,4.0,1.9963076923076923,10.854251012145749,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2018-12-31,92791000000.0,66692000000.0,66108000000.0,75489000000.0,17201000000.0,6490000000.0,,,-3039000000.0,,-1279000000.0,-772000000.0,-88000000.0,-316000000.0,0.0,-1171000000.0,-1011000000.0,38000000.0,-262000000.0,-1049000000.0,6490000000.0,1.0088,21.5829,6.8366,0.0,-1541000000.0,-0.04488111156328121,-0.008319772391719025,0.2540309312273774,,0.4208621256992432,-0.013783664364000818,-0.053986746021696,0.345179335307667,0.5070746956235603,0.37730364513691067,1.0088340291643976,6276000000.0,1988000000.0,2583000000.0,2399000000.0,3169000000.0,244000000.0,3.0,3.0,2.0479646576207005,10.586065573770492,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2019-03-31,93857000000.0,67485000000.0,67035000000.0,76656000000.0,17106000000.0,6492000000.0,,653000000.0,1583000000.0,,665000000.0,484000000.0,71000000.0,134000000.0,0.85,570000000.0,654000000.0,26000000.0,158000000.0,628000000.0,6492000000.0,,21.6936,6.9375,0.85,823000000.0,0.028294165789781365,0.005156781060549559,0.3057485786481364,,0.4200884396715098,0.00708524670509392,0.02818035426731079,0.3967150979153506,0.5198989260897031,0.3795159593125219,1.0067129111658089,6279000000.0,2008000000.0,2598000000.0,2468000000.0,3204000000.0,263000000.0,3.85,3.85,2.0262172284644193,9.87832699619772,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2019-06-30,90930000000.0,64372000000.0,64131000000.0,73712000000.0,17115000000.0,6494000000.0,,837000000.0,3217000000.0,,1345000000.0,956000000.0,142000000.0,284000000.0,1.68,568000000.0,1382000000.0,57000000.0,315000000.0,1325000000.0,6494000000.0,,23.9914,7.6424,1.68,1660000000.0,0.05585743499853929,0.01051358187616848,0.29717127758781475,,0.41809138949331676,0.014791597932475531,0.056969799652674825,0.41187441715884365,0.5160087037612683,0.3794332456909144,1.0037579329809296,6360000000.0,2045000000.0,2638000000.0,2590000000.0,3278000000.0,298000000.0,4.529999999999999,4.529999999999999,1.9810860280658937,8.85234899328859,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2019-09-30,95339000000.0,68871000000.0,68534000000.0,78082000000.0,17161000000.0,6496000000.0,,655000000.0,4880000000.0,,2051000000.0,1485000000.0,214000000.0,387000000.0,2.62,566000000.0,1882000000.0,87000000.0,473000000.0,1795000000.0,6496000000.0,,24.6706,7.8862,2.62,2524000000.0,0.08653341879843832,0.015575997230933825,0.3043032786885246,,0.42028688524590163,0.021512707286629816,0.08669738343830578,0.367827868852459,0.5172131147540984,0.37853271953848844,1.0049172673417575,6641000000.0,2153000000.0,2782000000.0,2699000000.0,3466000000.0,339000000.0,5.15,5.15,1.8742065781881132,8.206489675516224,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2019-12-31,94493000000.0,67979000000.0,68816000000.0,77129000000.0,17255000000.0,5250000000.0,,,-3133000000.0,,-1388000000.0,-992000000.0,-142000000.0,-284000000.0,-1.7300000000000004,-1139000000.0,-1259000000.0,-17000000.0,-284000000.0,-1276000000.0,5250000000.0,0.9878,26.6614,7.8718,-1.7300000000000004,-1672000000.0,-0.0574905824398725,-0.010498132136772037,0.31662942866262367,,0.44302585381423554,-0.01468891875588668,-0.061675183292601646,0.4072773699329716,0.5336737950845835,0.30425963488843816,0.9878371308997907,6547000000.0,1933000000.0,2673000000.0,2472000000.0,3335000000.0,285000000.0,3.4199999999999995,3.4199999999999995,1.5742128935532234,9.378947368421052,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2020-03-31,138901000000.0,112253000000.0,113526000000.0,121839000000.0,16939000000.0,5252000000.0,,583000000.0,2115000000.0,,882000000.0,650000000.0,72000000.0,178000000.0,1.17,555000000.0,520000000.0,15000000.0,157000000.0,505000000.0,5252000000.0,,21.1257,6.264,1.17,1039000000.0,0.03837298541826554,0.004679591939582868,0.3073286052009456,,0.41702127659574467,0.006349846293403215,0.03974584290928755,0.23877068557919623,0.4912529550827423,0.31005372217958554,0.9887867096524144,7079000000.0,2099000000.0,2890000000.0,2349000000.0,3551000000.0,286000000.0,3.7399999999999993,3.7399999999999993,1.4790199943677838,10.104895104895105,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2020-06-30,124060000000.0,97435000000.0,96193000000.0,106971000000.0,16953000000.0,7703000000.0,,880000000.0,4081000000.0,,1626000000.0,1173000000.0,156000000.0,323000000.0,2.13,552000000.0,1378000000.0,48000000.0,314000000.0,1330000000.0,7703000000.0,,23.3142,6.7637,2.13,1940000000.0,0.06919129357635817,0.009455102369821054,0.287429551580495,,0.39843175692232297,0.013106561341286474,0.0659474367293965,0.3259005145797599,0.47537368292085275,0.45437385713443046,1.0129115424199266,7943000000.0,2316000000.0,3171000000.0,2354000000.0,3831000000.0,300000000.0,4.1899999999999995,4.1899999999999995,2.0107021665361526,10.57,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2020-09-30,128080000000.0,89137000000.0,89686000000.0,108934000000.0,19021000000.0,14869000000.0,,610000000.0,6011000000.0,4365000000.0,2253000000.0,1563000000.0,245000000.0,512000000.0,2.83,552000000.0,1815000000.0,114000000.0,494000000.0,1701000000.0,14869000000.0,,27.9229,7.3135,2.83,2747000000.0,0.08217233583933548,0.012203310430980637,0.26002329063383794,0.726168690733655,0.3748128431209449,0.01759056839475328,0.06647978754794925,0.28298120113125935,0.4569955082349027,0.7817149466379265,0.9938786432665075,9074000000.0,2394000000.0,3373000000.0,2260000000.0,4054000000.0,331000000.0,4.3999999999999995,4.3999999999999995,3.6677355698075975,10.190332326283988,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2020-12-31,126200000000.0,87219000000.0,87999000000.0,106573000000.0,19498000000.0,14126000000.0,,,-3963000000.0,,-1728000000.0,-1297000000.0,-116000000.0,-355000000.0,-2.36,-1104000000.0,-832000000.0,30000000.0,-214000000.0,-862000000.0,14126000000.0,0.9911,30.9767,7.8494,-2.36,-1942000000.0,-0.06651964304031183,-0.010277337559429478,0.3272773151652788,,0.4360333080999243,-0.013692551505546751,-0.05139186295503212,0.21751198586929094,0.4900328034317436,0.7244845625192328,0.9911362629120786,8244000000.0,2089000000.0,3033000000.0,2674000000.0,3784000000.0,357000000.0,3.77,3.77,3.733086680761099,8.495798319327731,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2021-03-31,128045000000.0,89175000000.0,89402000000.0,107960000000.0,19963000000.0,14131000000.0,,562000000.0,2429000000.0,,892000000.0,646000000.0,107000000.0,183000000.0,1.14,565000000.0,734000000.0,40000000.0,255000000.0,694000000.0,14131000000.0,,30.1409,7.3433,1.14,1147000000.0,0.032359865751640536,0.005045101331563122,0.26595306710580485,,0.36722931247426926,0.006966300909836386,0.026162961224848947,0.2857142857142857,0.4722107863318238,0.7078595401492762,0.9974609069148341,8558000000.0,2085000000.0,3043000000.0,2863000000.0,3892000000.0,392000000.0,3.74,3.74,3.630781089414183,7.762755102040816,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
2021-06-30,134190000000.0,96066000000.0,94250000000.0,112985000000.0,21080000000.0,14135000000.0,,602000000.0,4563000000.0,,1691000000.0,1898000000.0,213000000.0,862000000.0,3.36,565000000.0,1607000000.0,95000000.0,506000000.0,1512000000.0,14135000000.0,,23.7386,7.6553,3.36,2197000000.0,0.09003795066413663,0.014144124003278934,0.41595441595441596,,0.3705895244356783,0.012601535136746405,0.04801930995314497,0.33136094674556216,0.48148148148148145,0.6705407969639469,1.0192679045092838,9040000000.0,2810000000.0,3108000000.0,3045000000.0,4149000000.0,449000000.0,4.97,4.97,3.4068450228970835,6.922048997772828,1.048419,189.35,143.17,3.4547,92555.69,27.9203,3.1937,7.3224
