report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-09-30,1707173000.0,1251740000.0,603134000.0,911787000.0,795386000.0,,540712000.0,712739000.0,507938000.0,2010000.0,10521000.0,,-6552000.0,0.0,175963000.0,213989000.0,,22206000.0,,0.0,,419.4364,7.7618,0.0,24216000.0,0.013227539836004155,0.006162820053972269,0.01476136425816463,0.7126563861385444,0.0028201066589593105,0.0011773850687657314,0.0025270749045117717,,0.03397597156883515,0.0,2.0753928646038857,1080269000.0,-1621000.0,-10098000.0,772385000.0,22016000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2015-12-31,1790510000.0,1270543000.0,678670000.0,1035133000.0,755377000.0,,543277000.0,-369028000.0,-254302000.0,8119000.0,-6446000.0,,12710000.0,0.0,-348525000.0,-144985000.0,,-10352000.0,,0.0,1.8721,667.9341,5.2858,0.0,-2233000.0,-0.008533487252060892,-0.003600091594015113,0.017467509240491237,0.6891130212341611,-0.022001040571447153,0.0045344622481862705,0.010748275364486873,,0.006051031358054132,0.0,1.87210720968954,1009268000.0,7987000.0,14877000.0,722491000.0,46466000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2016-03-31,1811521000.0,1285701000.0,687342000.0,1069118000.0,742403000.0,,568008000.0,284576000.0,206827000.0,-5672000.0,-3429000.0,,-1809000.0,0.0,171745000.0,100591000.0,,10550000.0,,0.0,,615.1223,4.8626,0.0,4878000.0,-0.004618785215038193,-0.001892884487676378,-0.012049505228831666,0.726790031485438,-0.01993140672438997,-0.0031310705202975842,-0.007640055333828123,,0.017141290902957382,0.0,1.8705404296551063,1080958000.0,2998000.0,8307000.0,780034000.0,44093000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2016-06-30,1960178000.0,1353884000.0,731964000.0,1155552000.0,804626000.0,,596380000.0,595967000.0,433820000.0,-7737000.0,730000.0,,-7678000.0,0.0,175360000.0,168532000.0,,21841000.0,,0.0,,852.0173,4.7052,0.0,14104000.0,0.00090725380487332,0.00037241515821522333,0.001224900036411412,0.7279262106794504,-0.012982262440705609,-0.003947090519330387,-0.00961564751822586,,0.023665739881570624,0.0,1.849659272860414,1224254000.0,1376000.0,-3280000.0,894283000.0,40965000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2016-09-30,2010160000.0,1394873000.0,750360000.0,1187072000.0,823088000.0,,647513000.0,912613000.0,665667000.0,-2249000.0,7021000.0,,-7380000.0,0.0,176046000.0,244671000.0,,34896000.0,,0.0,,1421.2971,5.2743,0.0,32647000.0,0.008530072118655599,0.003492756795478967,0.007693293871553441,0.7294077555327395,-0.0024643523596529966,-0.0011188164126238707,-0.002732393134148475,,0.03577310426215712,0.0,1.8589383762460685,1424128000.0,-2124000.0,-7539000.0,1052012000.0,49396000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2016-12-31,2139941000.0,1538716000.0,829440000.0,1302260000.0,837681000.0,,709003000.0,-517713000.0,-368708000.0,58602000.0,27865000.0,,27828000.0,0.0,-346813000.0,-168086000.0,,-18767000.0,,0.0,1.8551,161.9272,4.0864,0.0,39835000.0,0.03326445269738719,0.013021387038240774,-0.053823257287338735,0.7121860953848947,-0.11319398972017315,0.02738486715287945,0.06995741815798616,,-0.07694417563399027,0.0,1.855126350308642,1275443000.0,32187000.0,42944000.0,937606000.0,91464000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2017-03-31,2267383000.0,1616082000.0,856585000.0,1369134000.0,898249000.0,,823249000.0,340576000.0,250012000.0,5410000.0,10717000.0,,-2613000.0,0.0,178278000.0,129749000.0,,13493000.0,,0.0,,164.8487,5.0498,0.0,18903000.0,0.011930990182009665,0.004726594492417029,0.031467278962698485,0.7340857840834352,0.015884853894578596,0.002386010656338166,0.0060228288592584014,,0.05550303016066899,0.0,1.8866568991985617,1331443000.0,46333000.0,54026000.0,980791000.0,105489000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2017-06-30,2360691000.0,1604634000.0,885519000.0,1438552000.0,922139000.0,,853137000.0,704045000.0,517829000.0,33910000.0,33750000.0,,7260000.0,0.0,178993000.0,274520000.0,,27492000.0,,0.0,,100.9169,4.7563,0.0,61402000.0,0.03659968833332068,0.014296661443619687,0.047937276736572235,0.7355055429695545,0.04816453493739747,0.014364438208982032,0.036773197966900865,,0.08721317529419284,0.0,1.8120830834798576,1439521000.0,79353000.0,95673000.0,1064800000.0,152787000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2017-09-30,2395279000.0,1650651000.0,910639000.0,1493054000.0,902225000.0,,905794000.0,1078262000.0,798397000.0,67606000.0,60360000.0,,18556000.0,0.0,178987000.0,436863000.0,,41208000.0,,0.0,,74.7329,4.4353,0.0,108814000.0,0.0669012718556901,0.025199569653472517,0.05597897357043093,0.7404480543689752,0.06269904717035377,0.028224686978009658,0.07493252791709386,,0.1009161038782782,0.0,1.812629373439969,1605170000.0,132692000.0,165528000.0,1197530000.0,228954000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2017-12-31,2257916000.0,1716820000.0,1027223000.0,1668539000.0,589377000.0,,811004000.0,-627953000.0,-456592000.0,2878000.0,-73428000.0,,69392000.0,0.0,-358179000.0,-246727000.0,,-26717000.0,,0.0,1.6713,245.6279,5.1591,0.0,-23839000.0,-0.12458579143739915,-0.032520253189224045,0.11693231818304874,0.7271117424393226,-0.004583145553886995,0.00127462669116123,0.004883122347835087,,0.0379630322651536,0.0,1.6713216117629766,1494930000.0,31399000.0,109804000.0,1109646000.0,165280000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2018-03-31,2400700000.0,1735800000.0,1029700000.0,1707200000.0,693500000.0,,835600000.0,399000000.0,301800000.0,32400000.0,41600000.0,,-4900000.0,0.0,171800000.0,139700000.0,,13200000.0,,0.0,,141.4455,5.6713,0.0,45600000.0,0.05998558038932949,0.017328279251884866,0.10426065162907268,0.7563909774436091,0.081203007518797,0.013496063648102637,0.046719538572458544,,0.11428571428571428,0.0,1.685733708847237,1553354000.0,62282000.0,136794000.0,1161434000.0,191977000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2018-06-30,2575700000.0,1884800000.0,1085200000.0,1795500000.0,780200000.0,,972100000.0,840300000.0,630000000.0,83100000.0,90900000.0,,-2700000.0,0.0,172600000.0,282000000.0,,26800000.0,,0.0,,121.3611,6.5881,0.0,109900000.0,0.11650858754165598,0.0352913771013705,0.10817565155301678,0.7497322384862549,0.09889325240985362,0.03226307411577435,0.10651115098692643,,0.13078662382482448,0.0,1.7368227054920753,1689609000.0,119432000.0,185984000.0,1273605000.0,240475000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2018-09-30,2763500000.0,2078100000.0,1111900000.0,1871900000.0,891600000.0,,1169300000.0,1294200000.0,972300000.0,145900000.0,149600000.0,,9200000.0,0.0,173700000.0,458700000.0,,41000000.0,,0.0,,129.391,9.1238,0.0,186900000.0,0.16778824585015703,0.05413425004523249,0.11559264410446608,0.7512749188687993,0.11273373512594653,0.0527953681925095,0.1636384028712427,,0.14441353732035234,0.0,1.8689630362442666,1905547000.0,208672000.0,264278000.0,1447508000.0,318561000.0,,0.0,0.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2018-12-31,3078000000.0,2220900000.0,1256400000.0,2067800000.0,1010200000.0,,1112400000.0,-732300000.0,-553300000.0,-30400000.0,50100000.0,,-82900000.0,1.0,-343900000.0,-241500000.0,,-25300000.0,,0.0,1.7677,36.1204,6.6618,1.0,-55700000.0,0.04959413977430212,0.016276803118908383,-0.06841458418680868,0.7555646592926396,0.041513041103372936,-0.009876543209876543,-0.03009305088101366,,0.07606172333743001,0.0,1.7676695319961795,1801200000.0,332200000.0,231000000.0,1350800000.0,286700000.0,,1.0,1.0,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2019-03-31,3205700000.0,2313300000.0,1254300000.0,2147600000.0,1058100000.0,,1216900000.0,472600000.0,359600000.0,50600000.0,58800000.0,,1500000.0,0.34,174800000.0,201300000.0,10200000.0,15700000.0,191100000.0,0.0,,41.6182,7.7562,0.34,66300000.0,0.055571307059824215,0.018342327728733194,0.12441811256876852,0.7608971646212441,0.1070672873465933,0.015784384065882645,0.047821566959644644,0.4043588658484977,0.14028776978417265,0.0,1.844295623056685,1874800000.0,349400000.0,249200000.0,1408600000.0,307400000.0,,1.34,1.34,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2019-06-30,3369400000.0,2360700000.0,1293700000.0,2247100000.0,1122300000.0,,1022100000.0,994300000.0,753000000.0,125800000.0,131500000.0,,14600000.0,0.75,175000000.0,396400000.0,27500000.0,30900000.0,368900000.0,0.0,,35.3568,6.7415,0.75,156700000.0,0.11717009712198165,0.039027720068854986,0.13225384692748668,0.7573167052197526,0.12652117067283516,0.03733602421796166,0.11209124120110488,0.37101478427034096,0.1575983103691039,0.0,1.8247661745381465,2028800000.0,390000000.0,291900000.0,1531600000.0,354200000.0,,2.09,2.09,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2019-09-30,3545600000.0,2466200000.0,1341900000.0,2345200000.0,1200400000.0,,1175500000.0,1541800000.0,1176400000.0,225800000.0,211300000.0,,40200000.0,1.21,174900000.0,617600000.0,45000000.0,45900000.0,572600000.0,0.0,,33.3214,6.4063,1.21,271700000.0,0.17602465844718426,0.05959499097472924,0.13704760669347515,0.7630042807108575,0.1464521987287586,0.06368456678700361,0.18810396534488505,0.3713840965105721,0.17622259696458684,0.0,1.8378418660108802,2276400000.0,451700000.0,371800000.0,1735700000.0,439000000.0,,3.3,3.3,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2019-12-31,3885500000.0,2769000000.0,1473600000.0,2563600000.0,1321900000.0,,1222500000.0,-852500000.0,-638700000.0,-58000000.0,-75100000.0,,-3600000.0,-0.4299999999999997,-349700000.0,-407300000.0,,-30900000.0,,0.0,1.902,55.0485,8.4418,-0.4299999999999997,-88900000.0,-0.05681216430894924,-0.019328271779693734,0.08809384164222873,0.7492082111436951,0.06803519061583578,-0.014927293784583708,-0.04387623874725773,,0.10428152492668621,0.0,1.879071661237785,2156200000.0,326500000.0,344200000.0,1650300000.0,405800000.0,,1.8700000000000003,1.8700000000000003,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2020-03-31,3206200000.0,2035300000.0,1543000000.0,2669900000.0,536300000.0,,626100000.0,576900000.0,448200000.0,115900000.0,104000000.0,,13100000.0,0.6,174200000.0,319400000.0,27600000.0,17600000.0,291800000.0,0.0,,46.3075,7.6978,0.6,133500000.0,0.19392131269811672,0.032437153016031436,0.18027387762177155,0.7769110764430577,0.20090136938810885,0.03614871187075042,0.2161103859779974,0.5058068989426243,0.2314092563702548,0.0,1.3190537913156188,2260500000.0,371700000.0,409500000.0,1738900000.0,473000000.0,,2.1300000000000003,2.1300000000000003,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2020-06-30,3330600000.0,2208700000.0,1611900000.0,2786700000.0,543900000.0,,916400000.0,1192400000.0,928600000.0,232600000.0,216100000.0,,22600000.0,1.27,169800000.0,566400000.0,58500000.0,35400000.0,507900000.0,0.0,,53.3017,9.398,1.27,268000000.0,0.3973156830299687,0.06488320422746652,0.18123113049312312,0.7787655149278766,0.1950687688695069,0.06983726655857804,0.4276521419378562,0.42594766856759475,0.22475679302247567,0.0,1.3702462931943669,2458600000.0,456300000.0,516300000.0,1914500000.0,584300000.0,,2.6500000000000004,2.6500000000000004,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2020-09-30,3586200000.0,2384600000.0,1645600000.0,2873000000.0,713200000.0,,882300000.0,1846400000.0,1443400000.0,362400000.0,341800000.0,,28200000.0,2.03,168400000.0,787200000.0,93600000.0,52100000.0,693600000.0,0.0,,41.4555,7.7354,2.03,414500000.0,0.47924845765563656,0.09530979867268975,0.18511698440207972,0.7817374350086655,0.1962738301559792,0.1010540404885394,0.5081323611890073,0.37564991334488734,0.22449090121317158,0.0,1.449076324744774,2763200000.0,586800000.0,652900000.0,2181500000.0,727100000.0,,3.47,3.47,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2020-12-31,4044500000.0,2740400000.0,1829500000.0,3188500000.0,856000000.0,,1061800000.0,-1021300000.0,-795800000.0,-179100000.0,-173400000.0,,-10700000.0,-0.9899999999999998,-344700000.0,-589300000.0,,-36300000.0,,0.0,1.4979,49.5911,9.304,-0.9899999999999998,-215400000.0,-0.2025700934579439,-0.04287303745827667,0.1697836091256242,0.779202976598453,0.17536473122490942,-0.04428235875880826,-0.20922897196261683,,0.2109076666993048,0.0,1.4978955998906804,2594400000.0,488500000.0,531800000.0,2024400000.0,600600000.0,,2.91,2.91,0.0,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2021-03-31,5282200000.0,3781200000.0,1879700000.0,4301400000.0,980800000.0,987000000.0,1860200000.0,710300000.0,553700000.0,121600000.0,107200000.0,,12200000.0,0.64,166400000.0,315900000.0,52100000.0,17300000.0,263800000.0,987000000.0,,61.5331,11.0515,0.64,138900000.0,0.10929853181076672,0.02029457423043429,0.1509221455722934,0.7795297761509221,0.17119526960439252,0.0230207110673583,0.06179489785547312,0.37139236942137127,0.1955511755596227,1.0063213703099512,2.011597595360962,2727800000.0,491700000.0,537500000.0,2129900000.0,606000000.0,,2.95,2.95,1.6287128712871286,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2021-06-30,5558900000.0,3908200000.0,1998500000.0,4508700000.0,1050200000.0,987500000.0,1879300000.0,1511400000.0,1167900000.0,269100000.0,244700000.0,5800000.0,19700000.0,1.47,166700000.0,734100000.0,75600000.0,36200000.0,658500000.0,987500000.0,,75.5645,13.3656,1.47,305300000.0,0.23300323747857551,0.044019500260842975,0.1619028715098584,0.7727272727272727,0.1780468439857086,0.04840885786756373,0.1320606566226628,0.43568876538308854,0.20199814741299457,0.940297086269282,1.9555666750062546,3046800000.0,520300000.0,574000000.0,2369200000.0,643300000.0,,3.15,3.15,1.5350536297217472,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2021-09-30,5970600000.0,3963500000.0,2198000000.0,4835000000.0,1118100000.0,988000000.0,1852100000.0,2378600000.0,1823900000.0,435500000.0,407800000.0,10400000.0,10400000.0,2.44,167100000.0,1132900000.0,144600000.0,59100000.0,988300000.0,988000000.0,,86.0162,15.2549,2.44,494600000.0,0.3647258742509615,0.06830134324858474,0.17144538804338685,0.7667955940469183,0.18309089380307744,0.07294074297390547,0.20678030482883053,0.4154965105524258,0.20793744219288657,0.883641892496199,1.8032302092811647,3579000000.0,586300000.0,647100000.0,2749700000.0,723400000.0,,3.56,3.56,1.3657727398396462,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2021-12-31,5919100000.0,3600600000.0,2318100000.0,5120700000.0,781700000.0,988400000.0,1319100000.0,-1258100000.0,-986300000.0,-175800000.0,-152900000.0,-1300000.0,-28200000.0,-0.9199999999999999,-333100000.0,-683200000.0,,-28200000.0,,988400000.0,1.5533,96.8388,17.5818,-0.9199999999999999,-204000000.0,-0.1955993347831649,-0.025831629808585766,0.12153246959701136,0.7839599395914474,0.13973452030840156,-0.029700461218766367,-0.0993164228009717,,0.16214927271282092,1.2644236919534348,1.5532548207583796,3342200000.0,606800000.0,650400000.0,2559200000.0,734800000.0,,3.63,3.63,1.3451279259662494,,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
2022-03-31,5651100000.0,3208300000.0,2510500000.0,5417900000.0,217700000.0,988900000.0,923500000.0,954800000.0,701000000.0,151000000.0,138400000.0,4500000.0,-8100000.0,0.84,164200000.0,396100000.0,122600000.0,25500000.0,273500000.0,988900000.0,,86.1396,15.3225,0.84,176500000.0,0.6357372531005971,0.024490807099502753,0.1449518223711772,0.7341851696690407,0.15814830330959362,0.026720461503070198,0.12514503563732804,0.2864474235441977,0.18485546711353162,4.54248966467616,1.2779525990838478,3586700000.0,638000000.0,679800000.0,2706500000.0,772400000.0,19400000.0,3.8299999999999996,3.8299999999999996,1.2802951838425687,35.04123711340206,0.97636974,109.33,70.12,6.92013,61065.926,32.9481,47.7197,8.9808
