report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-12-31,3932235000.0,1353512000.0,1908898000.0,3932235000.0,1243893000.0,338105000.0,,-352670000.0,,-191530000.0,-134303000.0,,-51970000.0,0.3599999999999999,-167963000.0,98652000.0,-9433000.0,89219000.0,0.0,0.7093,33.9656,10.7933,0.3599999999999999,-191530000.0,-0.10796989773236122,-0.03415436768148394,0.3808177616468653,0.5430856041058213,-0.0487076687939556,-0.1539762664473552,-0.25298154081719454,0.5430856041058213,0.0,0.7090541244215249,895171000.0,284501000.0,420632000.0,336034000.0,420632000.0,,3.36,3.36,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2014-03-31,4036717000.0,1471409000.0,1910093000.0,,1366180000.0,283374000.0,,253908000.0,,114136000.0,75109000.0,,33022000.0,0.0,85695000.0,,5584000.0,,0.0,,32.192,9.9355,0.0,114136000.0,0.054977382189755376,0.018606456682497188,0.29581186886588845,0.44951714794334957,0.028274461647918345,0.08354389611910583,,0.44951714794334957,0.0,0.7703336957938697,955428000.0,294948000.0,440515000.0,,440515000.0,,3.36,3.36,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2014-06-30,4253365000.0,1523054000.0,2027988000.0,,1475520000.0,297642000.0,,527410000.0,,248620000.0,163658000.0,,72428000.0,1.0,85757000.0,,11552000.0,,0.0,,35.2759,10.8581,1.0,248620000.0,0.11091547386684017,0.03847729973797217,0.3103050757475209,0.47139796363360575,0.058452542868999015,0.16849653003686835,,0.47139796363360575,0.0,0.751017264401959,1068318000.0,320845000.0,485808000.0,,485808000.0,,3.36,3.36,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2014-09-30,4224440000.0,1504675000.0,1928690000.0,,1558807000.0,304109000.0,,822693000.0,,392827000.0,259167000.0,,113473000.0,3.0,85688000.0,,18279000.0,,0.0,,36.1589,10.9731,3.0,392827000.0,0.16625983845338133,0.06134943329766786,0.31502273630625277,0.4774891727533843,0.09298912992017877,0.2520048986179816,,0.4774891727533843,0.0,0.7801538868351057,1251341000.0,363631000.0,564053000.0,,564053000.0,,4.359999999999999,4.359999999999999,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2014-12-31,8674506000.0,2137350000.0,2896618000.0,,2753137000.0,477069000.0,,-404621000.0,,-190134000.0,-129227000.0,,-74687000.0,0.0,-170158000.0,,-8345000.0,,0.0,0.7377,36.9807,11.3649,0.0,-190134000.0,-0.0469380928010484,-0.014897332482103304,0.31937788696088437,0.46990640624189056,-0.021918712143377386,-0.06906085676085134,,0.46990640624189056,0.0,0.7378777595112646,1199390000.0,368707000.0,565449000.0,,565449000.0,,4.0,4.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2015-03-31,8504724000.0,2109265000.0,2756279000.0,,2780174000.0,379393000.0,,416166000.0,,163774000.0,94153000.0,,45495000.0,1.0,93934000.0,,8105000.0,,0.0,,35.6871,10.1608,1.0,163774000.0,0.03386586594939741,0.011070670841287737,0.22623904884108745,0.39353046620819576,0.01925682714688919,0.05890782375491606,,0.39353046620819576,0.0,0.7652581614560791,1361648000.0,387751000.0,615087000.0,,615087000.0,,5.0,5.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2015-06-30,8574671000.0,2201006000.0,2721600000.0,,2907004000.0,384175000.0,,820771000.0,,332925000.0,192831000.0,,92108000.0,2.0,93992000.0,,16234000.0,,0.0,,36.0065,9.5974,2.0,332925000.0,0.06633324205952244,0.022488442996821685,0.23493885627050665,0.40562471139940376,0.038826562558493496,0.11452512621241663,,0.40562471139940376,0.0,0.8087176660787772,1655009000.0,416924000.0,699392000.0,,699392000.0,,6.0,6.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2015-09-30,8285133000.0,2033543000.0,2441259000.0,,2962571000.0,422390000.0,,1272264000.0,,521385000.0,309601000.0,,140695000.0,3.0,94069000.0,,29526000.0,,0.0,,30.2557,7.6914,3.0,521385000.0,0.10450416209434306,0.03736825950772305,0.24334650669986732,0.4098088132651714,0.06293019074045039,0.1759907188722228,,0.4098088132651714,0.0,0.8329894533926961,2104580000.0,467358000.0,827950000.0,,827950000.0,,6.0,6.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2015-12-31,7891868000.0,1945172000.0,2248021000.0,,2830047000.0,447152000.0,,-806336000.0,,-350550000.0,-234154000.0,,-104725000.0,-3.0,-187856000.0,,-11990000.0,,0.0,0.8656,36.4229,7.7534,-3.0,-350550000.0,-0.08273855522540792,-0.029670288453886962,0.2903925906818001,0.43474432494642434,-0.04441914132370182,-0.12386720079207166,,0.43474432494642434,0.0,0.865281952437277,1702865000.0,362431000.0,667534000.0,,667534000.0,,3.0,3.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2016-03-31,8011830000.0,2054581000.0,2238014000.0,,2987769000.0,399318000.0,,414262000.0,,175955000.0,109972000.0,,46940000.0,1.0,94329000.0,,11739000.0,,0.0,,36.3121,8.0992,1.0,175955000.0,0.03680739709127446,0.013726202378233188,0.26546485074662896,0.42474327840835024,0.021961898842087265,0.0588917684064598,,0.42474327840835024,0.0,0.9180375994073317,1700961000.0,378250000.0,679715000.0,,679715000.0,,3.0,3.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2016-06-30,8268708000.0,2350945000.0,2432290000.0,,3082705000.0,493085000.0,,832167000.0,,347123000.0,224157000.0,,95103000.0,2.0,94437000.0,,24757000.0,,0.0,,33.3693,7.7277,2.0,347123000.0,0.07271438558019662,0.027109071937236145,0.26936540381918533,0.4171314171314171,0.041980319053472444,0.11260337917510757,,0.4171314171314171,0.0,0.9665562083468665,1712357000.0,409576000.0,693913000.0,,693913000.0,,3.0,3.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2016-09-30,9916054000.0,2685156000.0,3454973000.0,,3178521000.0,405435000.0,,1316593000.0,,538178000.0,356961000.0,,132503000.0,3.0,95204000.0,,41877000.0,,0.0,,39.327,9.224,3.0,538178000.0,0.11230411880242415,0.035998291255775736,0.27112478951353985,0.4087656549898108,0.054273403513131334,0.16931711321082982,,0.4087656549898108,0.0,0.7771858130295085,1756686000.0,456936000.0,710706000.0,,710706000.0,,3.0,3.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2016-12-31,9626732000.0,2527693000.0,3296318000.0,,3084038000.0,475018000.0,,-731476000.0,,-307103000.0,-238705000.0,,-84012000.0,-2.0,-188757000.0,705912000.0,-19362000.0,686550000.0,0.0,0.767,29.6691,7.3282,-2.0,-307103000.0,-0.07740014876600093,-0.024796057478280273,0.32633333151053484,0.41984015880220266,-0.03190106466036449,-0.0995782153138191,-0.9385817169667904,0.41984015880220266,0.0,0.7668231645126471,1831546000.0,452385000.0,754153000.0,,754153000.0,,4.0,4.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2017-03-31,10009954000.0,2882091000.0,3500665000.0,,3341812000.0,546560000.0,,520433000.0,,195068000.0,123693000.0,,43675000.0,1.0,94560000.0,54215000.0,14796000.0,39419000.0,0.0,,29.9254,7.1813,1.0,195068000.0,0.03701375182086844,0.012356999842356917,0.2376732451631622,0.37481866061529534,0.019487402239810492,0.0583719251711347,0.07574269886805794,0.37481866061529534,0.0,0.823298144781063,1937717000.0,466106000.0,773266000.0,,773266000.0,,4.0,4.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2017-06-30,10101711000.0,3045358000.0,3619026000.0,,3405500000.0,564578000.0,,1061670000.0,,411111000.0,254680000.0,,103077000.0,2.0,94392000.0,179004000.0,32600000.0,146404000.0,0.0,,27.735,6.4554,2.0,411111000.0,0.07478490676846278,0.02521157059432803,0.23988621699774884,0.38723049535166293,0.04069716506441334,0.12071971810306857,0.1378997240197048,0.38723049535166293,0.0,0.8414855267688046,2167220000.0,496629000.0,837254000.0,,837254000.0,,4.0,4.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2017-09-30,11330294000.0,3521501000.0,4172898000.0,,3430418000.0,834756000.0,,1639547000.0,,643748000.0,457503000.0,,227756000.0,4.0,93923000.0,419490000.0,49459000.0,370031000.0,0.0,,25.7175,6.5998,4.0,643748000.0,0.13336654600109957,0.04037874039279122,0.2790423208361822,0.39263772249285933,0.05681653097439484,0.1876587634509847,0.22569099879417912,0.39263772249285933,0.0,0.8438981734037113,2490174000.0,597171000.0,942824000.0,1242404000.0,942824000.0,,5.0,5.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2017-12-31,11318359000.0,3549701000.0,4095502000.0,,3676522000.0,913595000.0,,-972112000.0,,-366167000.0,-95676000.0,,-221118000.0,0.0,-189281000.0,23014000.0,-26762000.0,-3748000.0,0.0,0.8667,23.5211,7.7396,0.0,-366167000.0,-0.026023508087262906,-0.008453168873685664,0.0984207581019471,0.3766716180851589,-0.032351597965747506,-0.099596031249099,0.0038555228204157545,0.3766716180851589,0.0,0.8667315996915641,2249538000.0,740200000.0,883760000.0,552106000.0,883760000.0,,7.0,7.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2018-03-31,11692465000.0,3907065000.0,4307676000.0,,3888052000.0,979573000.0,,585500000.0,,260087000.0,174937000.0,,54382000.0,1.0,93250000.0,200702000.0,15214000.0,185488000.0,0.0,,22.4874,7.6888,1.0,260087000.0,0.044993482597454976,0.014961515813816847,0.2987822374039283,0.4442134927412468,0.022243983625351883,0.0668939098551151,0.316802732707088,0.4442134927412468,0.0,0.9070006657882348,2314605000.0,791444000.0,948779000.0,698175000.0,948779000.0,,7.0,7.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2018-06-30,11485133000.0,4049207000.0,4601514000.0,,3439085000.0,919662000.0,,1170484000.0,,524870000.0,351789000.0,,108705000.0,3.0,92970000.0,275089000.0,34614000.0,240475000.0,0.0,,22.4356,7.9653,3.0,524870000.0,0.10229145252298213,0.03062994568717663,0.3005500288769432,0.44842133681451435,0.04569994966536304,0.1526190832736033,0.20544919879297796,0.44842133681451435,0.0,0.8799727654854468,2423419000.0,888553000.0,1062538000.0,792246000.0,1062538000.0,,8.0,8.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2018-09-30,11450890000.0,4132991000.0,4484468000.0,,3562248000.0,924442000.0,,1790070000.0,,805961000.0,509483000.0,,188579000.0,5.0,92671000.0,555380000.0,56312000.0,499068000.0,0.0,,25.2942,8.3489,5.0,805961000.0,0.14302288891733533,0.04449287347970332,0.28461624405749497,0.450239934751155,0.07038413608025228,0.22625067092465206,0.27879803583100105,0.450239934751155,0.0,0.9216234790838066,2573942000.0,940533000.0,1224751000.0,921283000.0,1224751000.0,,9.0,9.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2018-12-31,11202477000.0,3875986000.0,4495213000.0,,3340180000.0,1031145000.0,,-1112562000.0,,-500220000.0,-224726000.0,,-68024000.0,-1.0,-186740000.0,-127789000.0,-24753000.0,-152542000.0,0.0,0.8623,19.6466,6.5516,-1.0,-500220000.0,-0.06727960768581334,-0.02006038485952705,0.2019896419255736,0.449610898089275,-0.04465262459365014,-0.1497583962540941,0.1371087633767826,0.449610898089275,0.0,0.8622474619111485,2433492000.0,811483000.0,1090698000.0,772489000.0,1090698000.0,,8.0,8.0,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2019-03-31,11514915000.0,4172059000.0,4562098000.0,11514915000.0,3530967000.0,1057465000.0,,621825000.0,,284176000.0,172107000.0,,57134000.0,1.93,89244000.0,297494000.0,14506000.0,282988000.0,0.0,,26.4423,8.6582,1.93,284176000.0,0.04874217176201307,0.014946441202562069,0.2767772283198649,0.4570031761347646,0.024678948997886654,0.0804810693501242,0.4550926707674989,0.4570031761347646,0.0,0.9145044670237246,2469817000.0,808653000.0,1114787000.0,869989000.0,1114787000.0,,8.93,8.93,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2019-06-30,11975592000.0,4386358000.0,4749210000.0,,3843372000.0,1170339000.0,,1268919000.0,,581493000.0,433758000.0,,52743000.0,4.84,89694000.0,550021000.0,31975000.0,518046000.0,0.0,,27.4248,9.6781,4.84,581493000.0,0.11285870844664529,0.036220171829501206,0.34183269381260745,0.45825856496750383,0.04855651394937303,0.1512976105357483,0.4082577374915184,0.45825856496750383,0.0,0.923597398304139,2568252000.0,890622000.0,1171410000.0,1147560000.0,1171410000.0,,10.77,10.77,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2019-09-30,11914194000.0,4440007000.0,3978937000.0,,3900310000.0,1058762000.0,,1949967000.0,,910634000.0,659563000.0,,119695000.0,7.33,89976000.0,791135000.0,48681000.0,742454000.0,0.0,,25.8779,9.5956,7.33,910634000.0,0.16910527624727265,0.055359430944300556,0.33824316001245147,0.46699969794360624,0.07643269867856776,0.23347733898074768,0.380752084522456,0.46699969794360624,0.0,1.1158776829087769,2728149000.0,1040702000.0,1276083000.0,1390946000.0,1276083000.0,,13.1,13.1,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2019-12-31,12248541000.0,4618571000.0,4463068000.0,,3711616000.0,1271494000.0,,-1191863000.0,,-544873000.0,-370355000.0,,-46826000.0,-4.16,-178844000.0,-476579000.0,-19992000.0,-496571000.0,0.0,1.035,27.4322,9.2701,-4.16,-544873000.0,-0.09978268226023382,-0.030236662472697767,0.3107362171658991,0.45716076428247204,-0.04448472679317479,-0.1468020937510777,0.4166342943777934,0.45716076428247204,0.0,1.034842175830617,2648848000.0,895073000.0,1231430000.0,1046917000.0,1231430000.0,,9.94,9.94,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2020-03-31,11310150000.0,4129012000.0,4460076000.0,,2796229000.0,1070681000.0,83770697.0,661093000.0,,200983000.0,147060000.0,,25239000.0,1.67,88205000.0,420033000.0,18257000.0,401776000.0,0.0,,17.9595,5.8133,1.67,200983000.0,0.0525922590746323,0.013002480073208578,0.22244979148168262,0.30401622767144715,0.017770144516208893,0.07187644502649819,0.6077450525115226,0.30401622767144715,0.0,0.9257716684648423,2688116000.0,870026000.0,1148237000.0,1165705000.0,1148237000.0,,9.68,9.68,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2020-06-30,10626717000.0,3464069000.0,3626968000.0,,2966434000.0,765789000.0,,1186239000.0,,413794000.0,305548000.0,,78379000.0,3.5,87380000.0,802168000.0,36870000.0,765298000.0,0.0,,27.4857,8.2143,3.5,413794000.0,0.10300178598276584,0.028752812369050574,0.25757709871282264,0.34882852443731827,0.03893902510060256,0.13949206353487048,0.6451465514116463,0.34882852443731827,0.0,0.9550867280880339,2605436000.0,741816000.0,980538000.0,1412957000.0,980538000.0,,8.34,8.34,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2020-09-30,11093999000.0,3971016000.0,4195807000.0,,2937750000.0,788854000.0,,1771522000.0,,678326000.0,494365000.0,,124972000.0,5.68,87006000.0,1214696000.0,55019000.0,1159677000.0,0.0,,27.2048,8.0379,5.68,678326000.0,0.16828014637052166,0.04456147868771216,0.2790622978433234,0.3829057725503832,0.0611435065029301,0.23089983831163305,0.6546218449446295,0.3829057725503832,0.0,0.9464248474727269,2426991000.0,576618000.0,748230000.0,1830180000.0,748230000.0,,6.6899999999999995,6.6899999999999995,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2020-12-31,11194579000.0,3956318000.0,3968311000.0,,3355411000.0,934900000.0,,-1229999000.0,,-320838000.0,-242757000.0,,-50281000.0,-2.7300000000000004,-175872000.0,-964308000.0,-31721000.0,-996029000.0,0.0,0.997,32.4103,9.5557,-2.7300000000000004,-320838000.0,-0.07234791803448222,-0.02168522818053274,0.19736357509233748,0.2608441145074102,-0.02866012201084114,-0.09561809268670812,0.8097803331547424,0.2608441145074102,0.0,0.9969778074349516,2388855000.0,704216000.0,972265000.0,1330722000.0,972265000.0,,8.12,8.12,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2021-03-31,11427474000.0,4285373000.0,4313978000.0,,3296499000.0,958322000.0,,608623000.0,,265965000.0,184239000.0,,51441000.0,2.15,85764000.0,77850000.0,19526000.0,58324000.0,0.0,,30.224,9.5913,2.15,265965000.0,0.05588929345951569,0.01612246065928481,0.3027144882792796,0.4369946584338745,0.023274172402404942,0.08068104980465639,0.09582943792791268,0.4369946584338745,0.0,0.9933692290503104,2336385000.0,741395000.0,1037247000.0,987270000.0,1037247000.0,,8.6,8.6,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2021-06-30,13026883000.0,5254143000.0,4980418000.0,,3488847000.0,1301207000.0,,1276004000.0,,563577000.0,380486000.0,,117713000.0,4.45,85528000.0,356442000.0,45765000.0,310677000.0,0.0,,27.3938,8.6107,4.45,563577000.0,0.10905780620359677,0.02920775445668776,0.29818558562512343,0.4416733803342309,0.04326261316694101,0.16153674838707457,0.2434765094780267,0.4416733803342309,0.0,1.0549602463086432,2426150000.0,816333000.0,1187030000.0,532649000.0,1187030000.0,,9.549999999999999,9.549999999999999,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2021-09-30,13454383000.0,5524291000.0,5666270000.0,,3174985000.0,1271000000.0,,2031481000.0,,902264000.0,614493000.0,,191828000.0,7.24,84917000.0,599541000.0,74455000.0,525086000.0,0.0,,26.1822,8.1478,7.24,902264000.0,0.19354201673393734,0.045672328489533856,0.30248523121801285,0.4441409986113579,0.06706097187808613,0.2841789803731356,0.2584744824096312,0.4441409986113579,0.0,0.9749431283719272,2686109000.0,936461000.0,1410968000.0,-101942000.0,1410968000.0,,11.11,11.11,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2021-12-31,13404653000.0,5488048000.0,5290351000.0,,2866580000.0,1520027000.0,,-1082408000.0,,-489250000.0,-339721000.0,,-91671000.0,-3.8499999999999996,-172148000.0,163230000.0,-28216000.0,135014000.0,0.0,1.0374,21.653,6.4138,-3.8499999999999996,-489250000.0,-0.11851090846932581,-0.025343513181579562,0.3138566972897466,0.45200146340381814,-0.03649852032723264,-0.17067376455567262,-0.12473485044456434,0.45200146340381814,0.0,1.0373693541317013,2833700000.0,839497000.0,1242556000.0,1029101000.0,1242556000.0,,9.99,9.99,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2022-03-31,14221413000.0,6176246000.0,6091928000.0,,2904416000.0,1298226000.0,,789241000.0,,317721000.0,217952000.0,,76718000.0,2.75,79286000.0,-112253000.0,31387000.0,-143640000.0,0.0,,22.0457,6.3861,2.75,317721000.0,0.0750415918380838,0.01532562200394574,0.2761539251001912,0.40256524939783916,0.022341028982141225,0.10939238731641748,-0.18199764077132333,0.40256524939783916,0.0,1.0138409383695934,3014318000.0,873210000.0,1294312000.0,827137000.0,1294312000.0,,10.59,10.59,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
2022-06-30,14710215000.0,6823469000.0,6431895000.0,,2687669000.0,1423060000.0,,1650519000.0,,688201000.0,480123000.0,,158200000.0,6.1,78762000.0,41853000.0,66629000.0,-24776000.0,0.0,,17.302,5.065,6.1,688201000.0,0.17863918510798762,0.03263874797207247,0.2908921375640026,0.4169603621648706,0.0467838845319392,0.25605868877454774,-0.01501103592264009,0.4169603621648706,0.0,1.0608800361324306,3388833000.0,972847000.0,1418936000.0,491684000.0,1418936000.0,,12.24,12.24,0.0,,0.9986797,278.3,175.09,0.36905,21790.324,22.193,6.2168,5.7988
