report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-09-30,8871000000.0,2788000000.0,2038000000.0,8871000000.0,1286000000.0,3537000000.0,356000000.0,336000000.0,,1096000000.0,476000000.0,344000000.0,187000000.0,113000000.0,2.07,165964000.0,227000000.0,178000000.0,,49000000.0,3893000000.0,,0.4457,,2.07,476000000.0,0.26749611197511663,0.03877804080712434,,,,0.05365798669823019,0.0919096350646843,,,3.027216174183515,1.368007850834151,-269000000.0,226000000.0,1511000000.0,-170000000.0,226000000.0,193000000.0,-1.6800000000000006,-1.6800000000000006,17.22566371681416,1.1709844559585492,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2012-12-31,8598000000.0,2648000000.0,2162000000.0,8598000000.0,881000000.0,3454000000.0,296000000.0,431000000.0,,-854000000.0,-667000000.0,-535000000.0,-129000000.0,-134000000.0,-3.2,,439000000.0,-85000000.0,,354000000.0,3750000000.0,1.2248,0.4999,19.0193,-3.2,-667000000.0,-0.6072644721906924,-0.062223772970458245,,,,-0.07757618050709467,-0.14402936730727706,,,4.256526674233825,1.2247918593894542,184000000.0,328000000.0,1374000000.0,115000000.0,328000000.0,248000000.0,1.1099999999999994,1.1099999999999994,11.432926829268293,1.3225806451612903,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2013-03-31,8517000000.0,2683000000.0,1929000000.0,8517000000.0,980000000.0,3550000000.0,347000000.0,359000000.0,,319000000.0,117000000.0,69000000.0,71000000.0,33000000.0,0.42,165501000.0,-136000000.0,94000000.0,,-230000000.0,3897000000.0,,0.6261,32.737,0.42,117000000.0,0.07040816326530612,0.008101444170482565,,,,0.013737231419513914,0.023990157883945047,,,3.976530612244898,1.3908761016070503,132000000.0,275000000.0,1315000000.0,53000000.0,275000000.0,255000000.0,0.8099999999999994,0.8099999999999994,14.170909090909092,1.0784313725490196,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2013-06-30,8410000000.0,2693000000.0,2119000000.0,,1034000000.0,,437000000.0,249000000.0,,688000000.0,,201000000.0,128000000.0,70000000.0,1.0,165617000.0,17000000.0,164000000.0,,-147000000.0,437000000.0,,0.6591,34.8039,1.0,,0.19439071566731142,0.023900118906064208,,,,,,,,0.42263056092843326,1.2708824917413875,79000000.0,,1249000000.0,26000000.0,,257000000.0,0.28999999999999937,0.28999999999999937,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2013-09-30,8472000000.0,2672000000.0,2087000000.0,,1210000000.0,,366000000.0,219000000.0,,1040000000.0,,331000000.0,184000000.0,110000000.0,1.0,165739000.0,242000000.0,239000000.0,,3000000.0,366000000.0,,0.7123,28.9657,1.0,,0.2735537190082645,0.03906987724268177,,,,,,,,0.30247933884297523,1.280306660277911,66000000.0,,1193000000.0,-20000000.0,,254000000.0,-0.7800000000000005,-0.7800000000000005,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2013-12-31,8419000000.0,2550000000.0,2254000000.0,8419000000.0,1456000000.0,3245000000.0,306000000.0,383000000.0,,-716000000.0,218000000.0,-417000000.0,-144000000.0,-93000000.0,-1.3099999999999998,,559000000.0,-136000000.0,,423000000.0,3551000000.0,1.1313,0.8474,32.0842,-1.3099999999999998,218000000.0,-0.2864010989010989,-0.049530823138139925,,,,0.025893811616581542,0.04353904533652886,,,2.4388736263736264,1.1313220940550133,184000000.0,,1331000000.0,49000000.0,,239000000.0,1.11,1.11,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2014-03-31,,,,,,,,,,321000000.0,,101000000.0,,27000000.0,0.0,166165000.0,,,,,0.0,,0.8018,25.854,0.0,,,,,,,,,,,,,216000000.0,,1333000000.0,,,,0.6900000000000002,0.6900000000000002,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2014-06-30,,,,,,,,,,679000000.0,,215000000.0,,66000000.0,1.0,166212000.0,,,,,0.0,,0.818,28.8393,1.0,,,,,,,,,,,,,230000000.0,,1324000000.0,,,,0.6900000000000002,0.6900000000000002,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2014-09-30,,,,,,,,,,1016000000.0,,275000000.0,,89000000.0,1.0,166187000.0,,,,,0.0,,0.6188,33.5617,1.0,,,,,,,,,,,,,174000000.0,,1300000000.0,,,,0.6900000000000002,0.6900000000000002,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2014-12-31,7858000000.0,2371000000.0,2328000000.0,,1158000000.0,,127000000.0,512000000.0,,-763000000.0,,-516000000.0,230000000.0,-90000000.0,-2.0,,675000000.0,369000000.0,,306000000.0,127000000.0,1.0185,0.6561,27.1397,-2.0,,-0.44559585492227977,-0.06566556375668109,,,,,,,,0.10967184801381692,1.0184707903780068,75000000.0,,1253000000.0,,,,0.0,0.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2015-03-31,7326000000.0,2199000000.0,2116000000.0,,1028000000.0,,637000000.0,257000000.0,,268000000.0,,71000000.0,47000000.0,25000000.0,0.0,163287000.0,-278000000.0,106000000.0,,-384000000.0,637000000.0,,0.5727,28.0624,0.0,,0.06906614785992218,0.00969150969150969,,,,,,,,0.6196498054474708,1.039224952741021,45000000.0,,1200000000.0,,,,0.0,0.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2015-06-30,7618000000.0,2385000000.0,2139000000.0,,1095000000.0,,555000000.0,378000000.0,,542000000.0,,111000000.0,121000000.0,40000000.0,0.0,162594000.0,-112000000.0,208000000.0,,-320000000.0,555000000.0,,0.5843,61.4668,0.0,,0.10136986301369863,0.014570753478603309,,,,,,,,0.5068493150684932,1.115007012622721,-59000000.0,,1063000000.0,,,,-1.0,-1.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2015-09-30,9554000000.0,2488000000.0,1924000000.0,,878000000.0,,250000000.0,270000000.0,,818000000.0,,128000000.0,188000000.0,73000000.0,0.0,162264000.0,103000000.0,299000000.0,,-196000000.0,250000000.0,,0.5434,196.0329,0.0,,0.14578587699316628,0.013397529830437514,,,,,,,,0.2847380410022779,1.293139293139293,-206000000.0,,865000000.0,-594000000.0,,586000000.0,-2.0,-2.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2015-12-31,9421000000.0,2334000000.0,2122000000.0,,466000000.0,,160000000.0,399000000.0,,-518000000.0,,-384000000.0,-105000000.0,-32000000.0,0.0,-326976000.0,895000000.0,-211000000.0,,684000000.0,160000000.0,1.0999,0.4551,20.754,0.0,,-0.8240343347639485,-0.04076000424583377,,,,,,,,0.34334763948497854,1.0999057492931197,-74000000.0,,1110000000.0,-216000000.0,,251000000.0,0.0,0.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2016-03-31,9688000000.0,2476000000.0,1886000000.0,,416000000.0,,239000000.0,239000000.0,,319000000.0,,67000000.0,66000000.0,27000000.0,0.0,161793000.0,-302000000.0,117000000.0,,-419000000.0,239000000.0,,0.4087,19.7269,0.0,,0.16105769230769232,0.006915772089182494,,,,,,,,0.5745192307692307,1.312831389183457,-78000000.0,,1161000000.0,-251000000.0,,270000000.0,0.0,0.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2016-06-30,9667000000.0,2574000000.0,1995000000.0,,458000000.0,,305000000.0,334000000.0,,661000000.0,,172000000.0,133000000.0,57000000.0,1.0,162307000.0,-110000000.0,207000000.0,,-317000000.0,305000000.0,,0.4463,14.8934,1.0,,0.37554585152838427,0.017792489914140893,,,,,,,,0.665938864628821,1.2902255639097744,-17000000.0,,1280000000.0,-248000000.0,,282000000.0,1.0,1.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2016-09-30,9497000000.0,2442000000.0,2033000000.0,,515000000.0,,262000000.0,294000000.0,,997000000.0,,280000000.0,199000000.0,93000000.0,1.0,162607000.0,220000000.0,310000000.0,,-90000000.0,262000000.0,,0.4461,10.393,1.0,,0.5436893203883495,0.02948299462988312,,,,,,,,0.5087378640776699,1.2011805213969504,135000000.0,,1459000000.0,-142000000.0,,293000000.0,2.0,2.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2016-12-31,9135000000.0,2254000000.0,2060000000.0,,254000000.0,,162000000.0,492000000.0,,-765000000.0,,-310000000.0,-126000000.0,-58000000.0,-1.0,,943000000.0,-180000000.0,,763000000.0,162000000.0,1.0942,0.4344,13.9303,-1.0,,-1.220472440944882,-0.03393541324575807,,,,,,,,0.6377952755905512,1.0941747572815534,209000000.0,,1212000000.0,-63000000.0,,272000000.0,1.0,1.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2017-03-31,9459000000.0,2419000000.0,1859000000.0,,616000000.0,,196000000.0,312000000.0,,315000000.0,,49000000.0,78000000.0,20000000.0,0.0,163840000.0,-337000000.0,98000000.0,,-435000000.0,196000000.0,,0.4928,17.3602,0.0,,0.07954545454545454,0.005180251612221165,,,,,,,,0.3181818181818182,1.3012372243141475,191000000.0,,1208000000.0,-79000000.0,,284000000.0,1.0,1.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2017-06-30,9780000000.0,2554000000.0,2015000000.0,,779000000.0,,271000000.0,335000000.0,,661000000.0,,188000000.0,141000000.0,28000000.0,1.0,164162000.0,-156000000.0,186000000.0,,-342000000.0,271000000.0,,0.5798,17.2389,1.0,,0.24133504492939667,0.019222903885480574,,,,,,,,0.3478818998716303,1.2674937965260547,207000000.0,,1208000000.0,-104000000.0,,292000000.0,1.0,1.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2017-09-30,9999000000.0,2667000000.0,2177000000.0,,939000000.0,,243000000.0,339000000.0,,1014000000.0,,314000000.0,204000000.0,65000000.0,1.0,164440000.0,37000000.0,292000000.0,,-255000000.0,243000000.0,,0.6034,16.8134,1.0,,0.3343982960596379,0.0314031403140314,,,,,,,,0.25878594249201275,1.22508038585209,241000000.0,,1225000000.0,-269000000.0,,297000000.0,1.0,1.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2017-12-31,9756000000.0,2420000000.0,2280000000.0,,808000000.0,,151000000.0,492000000.0,,-857000000.0,,-371000000.0,-155000000.0,-43000000.0,-1.0,,1177000000.0,-135000000.0,,1042000000.0,151000000.0,1.0614,0.542,20.5675,-1.0,,-0.4591584158415842,-0.038027880278802786,,,,,,,,0.18688118811881188,1.0614035087719298,180000000.0,,1133000000.0,10000000.0,,268000000.0,1.0,1.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2018-03-31,10281000000.0,2768000000.0,2078000000.0,,1119000000.0,,194000000.0,418000000.0,1736000000.0,319000000.0,,98000000.0,62000000.0,32000000.0,0.0,165186000.0,-370000000.0,142000000.0,,-512000000.0,194000000.0,,0.4895,14.8771,0.0,,0.08757819481680071,0.009532146678338684,0.056451612903225805,0.1837557603686636,,,,-0.29493087557603687,,0.17336907953529937,1.3320500481231954,229000000.0,,1137000000.0,-67000000.0,,252000000.0,1.0,1.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2018-06-30,9818000000.0,2624000000.0,2170000000.0,,899000000.0,,291000000.0,365000000.0,3508000000.0,665000000.0,,147000000.0,136000000.0,54000000.0,0.0,163964000.0,-151000000.0,273000000.0,,-424000000.0,291000000.0,,0.3773,18.8935,0.0,,0.1635150166852058,0.01497249949073131,0.0419042189281642,0.1895667046750285,,,,-0.12086659064994298,,0.3236929922135706,1.209216589861751,188000000.0,,1141000000.0,-149000000.0,,247000000.0,0.0,0.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2018-09-30,9940000000.0,2664000000.0,2019000000.0,,1067000000.0,,152000000.0,440000000.0,,989000000.0,,267000000.0,199000000.0,95000000.0,1.0,162977000.0,98000000.0,383000000.0,,-285000000.0,152000000.0,,0.4288,22.2534,1.0,,0.25023430178069356,0.026861167002012073,,,,,,,,0.14245548266166824,1.3194650817236255,141000000.0,,1116000000.0,-179000000.0,,242000000.0,0.0,0.0,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2018-12-31,9699000000.0,2357000000.0,2207000000.0,,786000000.0,,127000000.0,512000000.0,,-690000000.0,,-255000000.0,-136000000.0,-73000000.0,0.5900000000000001,,1214000000.0,-262000000.0,,952000000.0,127000000.0,1.068,0.3978,10.6045,0.5900000000000001,,-0.3244274809160305,-0.02629137024435509,,,,,,,,0.16157760814249364,1.067965564114182,257000000.0,,1283000000.0,-269000000.0,,261000000.0,1.59,1.59,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2019-03-31,10152000000.0,2579000000.0,1860000000.0,10152000000.0,1010000000.0,5820000000.0,91000000.0,326000000.0,1638000000.0,298000000.0,111000000.0,79000000.0,65000000.0,27000000.0,0.51,156635000.0,-595000000.0,121000000.0,,-716000000.0,5911000000.0,,0.4431,12.5678,0.51,111000000.0,0.07821782178217822,0.007781717888100867,0.04822954822954823,0.18192918192918192,0.06776556776556776,0.010933806146572104,0.016038144776766364,-0.4371184371184371,0.06776556776556776,5.852475247524753,1.3865591397849462,238000000.0,,1262000000.0,-473000000.0,,264000000.0,2.1,2.1,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2019-06-30,10723000000.0,2943000000.0,1929000000.0,,1090000000.0,,96000000.0,371000000.0,,633000000.0,,144000000.0,132000000.0,54000000.0,0.92,156555000.0,-663000000.0,233000000.0,,-896000000.0,96000000.0,,0.4069,10.833,0.92,,0.13211009174311927,0.0134290776834841,,,,,,,,0.08807339449541285,1.525660964230171,235000000.0,,1230000000.0,-945000000.0,,260000000.0,3.02,3.02,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2019-09-30,9548000000.0,2534000000.0,2195000000.0,,436000000.0,,376000000.0,273000000.0,,932000000.0,,-430000000.0,215000000.0,86000000.0,-2.78,155083000.0,-247000000.0,333000000.0,,-580000000.0,376000000.0,,0.2386,,-2.78,,-0.9862385321100917,-0.04503560955173858,,,,,,,,0.8623853211009175,1.1544419134396355,-462000000.0,,1173000000.0,-1240000000.0,,276000000.0,-0.7599999999999998,-0.7599999999999998,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2019-12-31,9610000000.0,2488000000.0,1995000000.0,,467000000.0,5435000000.0,75000000.0,551000000.0,,-655000000.0,,-193000000.0,-101000000.0,-49000000.0,-1.2300000000000004,,1910000000.0,-261000000.0,,1649000000.0,5510000000.0,1.2471,0.2774,,-1.2300000000000004,,-0.4132762312633833,-0.020083246618106138,,,,,,,,11.798715203426124,1.2471177944862155,-400000000.0,,1208000000.0,-543000000.0,,311000000.0,-2.58,-2.58,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2020-03-31,9504000000.0,2962000000.0,1824000000.0,9504000000.0,76000000.0,6115000000.0,283000000.0,891000000.0,1561000000.0,268000000.0,81000000.0,50000000.0,53000000.0,26000000.0,0.32,157684000.0,-315000000.0,120000000.0,,-435000000.0,6398000000.0,,0.1683,,0.32,81000000.0,0.6578947368421053,0.005260942760942761,0.032030749519538756,0.17168481742472774,0.051889814221652786,0.008522727272727272,0.012511584800741427,-0.2786675208199872,0.051889814221652786,84.1842105263158,1.6239035087719298,-429000000.0,,1178000000.0,-262000000.0,,299000000.0,-2.77,-2.77,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2020-06-30,9579000000.0,3012000000.0,1886000000.0,,42000000.0,,404000000.0,1067000000.0,,431000000.0,,-51000000.0,151000000.0,8000000.0,-0.32,156435000.0,-134000000.0,189000000.0,,-323000000.0,404000000.0,,0.2245,,-0.32,,-1.2142857142857142,-0.005324146570623238,,,,,,,,9.619047619047619,1.5970307529162249,-624000000.0,,976000000.0,311000000.0,,318000000.0,-4.010000000000001,-4.010000000000001,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2020-09-30,8624000000.0,2384000000.0,1697000000.0,,265000000.0,,212000000.0,606000000.0,,708000000.0,,278000000.0,212000000.0,50000000.0,1.76,158438000.0,128000000.0,246000000.0,363000000.0,-118000000.0,212000000.0,,0.2675,5.4214,1.76,,1.049056603773585,0.03223562152133581,,,,,,,,0.8,1.4048320565704184,84000000.0,,752000000.0,773000000.0,,315000000.0,0.5299999999999994,0.5299999999999994,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2020-12-31,8882000000.0,2297000000.0,1898000000.0,8882000000.0,297000000.0,4945000000.0,55000000.0,563000000.0,4530000000.0,-435000000.0,272000000.0,-28000000.0,-151000000.0,5000000.0,-0.18999999999999995,,778000000.0,-244000000.0,,534000000.0,5000000000.0,1.2102,0.3071,7.5414,-0.18999999999999995,272000000.0,-0.09427609427609428,-0.003152443143436163,-0.006181015452538631,-0.09602649006622517,0.060044150110375276,0.03062373339337987,0.05134982065319992,0.11788079470198676,0.060044150110375276,16.835016835016834,1.2102212855637513,249000000.0,,972000000.0,-342000000.0,,265000000.0,1.5699999999999998,1.5699999999999998,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2021-03-31,8825000000.0,2486000000.0,1702000000.0,8825000000.0,262000000.0,5168000000.0,180000000.0,742000000.0,1500000000.0,244000000.0,-65000000.0,-97000000.0,51000000.0,26000000.0,,157571000.0,-56000000.0,93000000.0,115000000.0,-149000000.0,5348000000.0,,0.386,23.0457,,50000000.0,-0.3702290076335878,-0.010991501416430596,-0.06466666666666666,0.16266666666666665,-0.043333333333333335,-0.0073654390934844195,-0.011586452762923352,-0.09933333333333333,0.03333333333333333,20.412213740458014,1.4606345475910694,102000000.0,,948000000.0,-56000000.0,,263000000.0,,,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2021-06-30,8874000000.0,2399000000.0,1687000000.0,,502000000.0,,85000000.0,531000000.0,,552000000.0,,21000000.0,103000000.0,100000000.0,,160459000.0,143000000.0,175000000.0,232000000.0,-32000000.0,85000000.0,,0.4095,8.0264,,,0.04183266932270916,0.0023664638269100743,,,,,,,,0.1693227091633466,1.4220509780675756,174000000.0,,1069000000.0,235000000.0,,215000000.0,,,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2021-09-30,8766000000.0,2442000000.0,1738000000.0,,570000000.0,,79000000.0,628000000.0,,854000000.0,,106000000.0,153000000.0,144000000.0,0.66,160473000.0,456000000.0,268000000.0,349000000.0,188000000.0,79000000.0,,0.3572,29.0639,0.66,,0.18596491228070175,0.012092174309833448,,,,,,,,0.13859649122807016,1.4050632911392404,2000000.0,,1215000000.0,541000000.0,,156000000.0,,,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2021-12-31,8832000000.0,2519000000.0,1846000000.0,,720000000.0,4753000000.0,34000000.0,725000000.0,,-559000000.0,,119000000.0,-91000000.0,-103000000.0,0.27,,144000000.0,-138000000.0,,6000000.0,4787000000.0,1.3646,0.2968,12.6619,0.27,,0.16527777777777777,0.013473731884057972,,,,,,,,6.648611111111111,1.364572047670639,149000000.0,,1091000000.0,13000000.0,,216000000.0,,,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2022-03-31,8877000000.0,2490000000.0,1750000000.0,8877000000.0,1102000000.0,4621000000.0,67000000.0,519000000.0,1692000000.0,304000000.0,170000000.0,88000000.0,66000000.0,48000000.0,0.55,158798000.0,-73000000.0,96000000.0,116000000.0,-169000000.0,4688000000.0,,0.3144,6.1644,0.55,286000000.0,0.07985480943738657,0.009913258983890954,0.05200945626477541,0.17966903073286053,0.10047281323877069,0.01915061394615298,0.02936096718480138,-0.09988179669030733,0.1690307328605201,4.254083484573503,1.4228571428571428,334000000.0,,1151000000.0,-7000000.0,,231000000.0,,,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2022-06-30,8873000000.0,2617000000.0,1785000000.0,,1259000000.0,,65000000.0,661000000.0,,628000000.0,498000000.0,340000000.0,112000000.0,120000000.0,2.14,158874000.0,120000000.0,199000000.0,232000000.0,-79000000.0,65000000.0,,0.327,4.6582,2.14,730000000.0,0.27005559968228754,0.03831849430857658,,,,0.056125324016679815,0.37613293051359514,,,0.051628276409849086,1.4661064425770307,653000000.0,,1227000000.0,-54000000.0,,240000000.0,3.62,3.62,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2022-09-30,8644000000.0,2430000000.0,2096000000.0,,1451000000.0,,331000000.0,523000000.0,,954000000.0,776000000.0,571000000.0,175000000.0,164000000.0,3.59,158892000.0,-224000000.0,346000000.0,347000000.0,-570000000.0,331000000.0,,0.2976,3.272,3.59,1123000000.0,0.39352170916609236,0.06605738084220268,,,,0.08977325312355391,0.43546576879910215,,,0.228118538938663,1.159351145038168,1118000000.0,,1327000000.0,-812000000.0,,262000000.0,6.55,6.55,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
