report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,6132964000.0,639751000.0,539289000.0,3713513000.0,2335273000.0,252213000.0,-864144000.0,-202820000.0,-60635000.0,-101907000.0,-28076000.0,-1.2599999999999998,-102602000.0,-237669000.0,,,0.0,1.1658,71.6179,5.3126,-1.2599999999999998,-202820000.0,-0.02596484436723244,-0.009886736657837875,0.070167703530893,0.23470625266159345,-0.0330704696782828,-0.08685065943039635,,0.23470625266159345,0.0,1.1862860173302254,1895744000.0,144666000.0,400753000.0,,400753000.0,200328000.0,2.92,2.92,0.0,2.0004842059023202,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2013-03-31,7612933000.0,2005857000.0,1265710000.0,5173781000.0,2342261000.0,685019000.0,519455000.0,108564000.0,35882000.0,60331000.0,12198000.0,0.0,53480000.0,84181000.0,75667000.0,8514000.0,0.0,,76.6782,5.41,0.0,108564000.0,0.015319385841287543,0.004713295125544911,0.06907624337045558,0.20899596692687528,0.014260469650790307,0.04635008651896608,0.01639025517128529,0.20899596692687528,0.0,1.584768232849547,1962999000.0,146025000.0,408219000.0,,408219000.0,207841000.0,2.21,2.21,0.0,1.964092743972556,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2013-06-30,7077849000.0,1097609000.0,607535000.0,4669360000.0,2311875000.0,517496000.0,1045124000.0,220741000.0,7224000.0,121332000.0,1586000.0,0.0,49976000.0,231340000.0,198530000.0,32810000.0,0.0,,116.7963,4.5493,0.0,220741000.0,0.003124736415247364,0.0010206490700776464,0.006912098468698451,0.21121034441846134,0.031187582555095482,0.09548137334414707,0.03139340403626747,0.21121034441846134,0.0,1.8066596986181866,2089659000.0,82279000.0,425196000.0,,425196000.0,229568000.0,0.7700000000000002,0.7700000000000002,0.0,1.8521570950655144,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2013-09-30,7389044000.0,1004774000.0,582225000.0,4834989000.0,2452996000.0,399742000.0,1588089000.0,335943000.0,49498000.0,183289000.0,14189000.0,0.0,50050000.0,437902000.0,369565000.0,68337000.0,0.0,,96.4293,4.3652,0.0,335943000.0,0.020178589773485158,0.00669883681840303,0.031168278352157845,0.21153915177297997,0.045465015501328726,0.13695211895983525,0.04303096362987213,0.21153915177297997,0.0,1.7257486366954355,2288524000.0,31969000.0,462428000.0,,462428000.0,263045000.0,-1.2599999999999996,-1.2599999999999996,0.0,1.7579805736661027,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2013-12-31,7492359000.0,888660000.0,546504000.0,4909393000.0,2459064000.0,261894000.0,-999902000.0,-204316000.0,2081000.0,-116160000.0,-11817000.0,1.0,-103390000.0,-148815000.0,,,0.0,1.6252,93.2722,4.103,1.0,-204316000.0,0.0008462569497987852,0.0002777496379978589,-0.002081203957987883,0.20433602493044317,-0.027269915923676374,-0.08308689810431936,,0.20433602493044317,0.0,1.6260814193491722,2152766000.0,94685000.0,460932000.0,,460932000.0,248792000.0,1.0000000000000002,1.0000000000000002,0.0,1.852680150487154,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2014-03-31,7730598000.0,1086018000.0,595156000.0,5086633000.0,2517006000.0,495174000.0,580053000.0,121612000.0,41387000.0,68820000.0,13567000.0,0.0,53386000.0,,105907000.0,,0.0,,89.1506,4.1543,0.0,121612000.0,0.016442948487210597,0.005353660868150174,0.07135037660351727,0.20965670378396456,0.01573125390817114,0.048316134327848245,,0.20965670378396456,0.0,1.8247619111627875,2213364000.0,100190000.0,473980000.0,,473980000.0,257281000.0,1.0000000000000002,1.0000000000000002,0.0,1.8422658494020157,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2014-06-30,7639611000.0,954534000.0,563315000.0,4729396000.0,2683059000.0,408334000.0,1185214000.0,246309000.0,52715000.0,135694000.0,11553000.0,1.0,50884000.0,,265723000.0,,0.0,,79.5976,4.8735,1.0,246309000.0,0.019647350281898384,0.0069002204431613074,0.044477199898077475,0.20781816617083498,0.0322410394979535,0.0918015593395449,,0.20781816617083498,0.0,1.6944941995153688,2353454000.0,145681000.0,499548000.0,,499548000.0,271643000.0,2.0,2.0,0.0,1.8389872001119116,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2014-09-30,7462000000.0,857711000.0,668200000.0,4864320000.0,2597680000.0,354181000.0,1805655000.0,381440000.0,95556000.0,199450000.0,42134000.0,1.0,54502000.0,,421726000.0,,0.0,,80.5252,4.7797,1.0,381440000.0,0.03678513134797204,0.012805682122755294,0.052920408383661334,0.21124744206396018,0.0511176628249799,0.14683871762495765,,0.21124744206396018,0.0,1.2836141873690512,2571020000.0,191739000.0,545045000.0,,545045000.0,287804000.0,3.0,3.0,0.0,1.8938062014426484,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2014-12-31,7817433000.0,1490943000.0,643757000.0,5547302000.0,2270131000.0,610917000.0,-1127146000.0,-240095000.0,-449205000.0,-133411000.0,278205000.0,-6.0,-106413000.0,689420000.0,,,0.0,2.3152,,5.096,-6.0,-240095000.0,-0.19787624590827577,-0.057461957141174094,0.39853310928664076,0.21301144660940108,-0.030712767221669823,-0.10576261898542419,,0.21301144660940108,0.0,2.3160027774455267,2443776000.0,-259547000.0,509266000.0,,509266000.0,270553000.0,-4.0,-4.0,0.0,1.8823151101632583,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2015-03-31,7727694000.0,1439544000.0,666355000.0,5565965000.0,2161729000.0,536709000.0,643174000.0,151449000.0,76452000.0,68791000.0,6212000.0,1.0,57227000.0,232811000.0,,,0.0,,,5.2871,1.0,151449000.0,0.03536613516310324,0.009893248878643486,0.11886674523534844,0.23547127215963332,0.019598213904432553,0.07005919798457623,,0.23547127215963332,0.0,2.1603259523827387,2506897000.0,-224482000.0,539103000.0,,539103000.0,270524000.0,-3.0,-3.0,0.0,1.9928102497375464,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2015-06-30,7826018000.0,1330118000.0,817732000.0,5623428000.0,2202590000.0,336133000.0,1308756000.0,290582000.0,135911000.0,143287000.0,13697000.0,2.0,57410000.0,,,,0.0,,,5.6353,2.0,290582000.0,0.061705083560717154,0.01736655857423277,0.10384747042229414,0.222029163572125,0.0371302493809751,0.13192741272774325,,0.222029163572125,0.0,1.6265940430361048,2630439000.0,-141286000.0,583376000.0,,583376000.0,278117000.0,-2.0,-2.0,0.0,2.0975920206244134,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2015-09-30,7705666000.0,1242023000.0,1464114000.0,6217013000.0,1488653000.0,335469000.0,1995405000.0,431465000.0,177043000.0,219556000.0,25277000.0,3.0,57521000.0,,,,0.0,,,5.9132,3.0,431465000.0,0.11892831976289975,0.02297569087474074,0.08872534648354595,0.21622928678639172,0.055993213305637696,0.2898358448879625,,0.21622928678639172,0.0,0.8483103091699143,2820189000.0,-59799000.0,633401000.0,,633401000.0,298223000.0,0.0,0.0,0.0,2.1239173370263194,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2015-12-31,10356695000.0,3259280000.0,1656354000.0,7611309000.0,2745386000.0,2228838000.0,-1221468000.0,-306154000.0,-201632000.0,-132579000.0,-21962000.0,-3.0,-113675000.0,661982000.0,,,0.0,1.968,96.4361,6.6439,-3.0,-306154000.0,-0.07344395287220085,-0.01946875909737614,0.16507350172088012,0.2506443066867081,-0.02956097480904864,-0.11151583056080275,,0.2506443066867081,0.0,1.967743610363485,2725867000.0,187774000.0,567342000.0,,567342000.0,299055000.0,3.0,3.0,0.0,1.897115915132668,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2016-03-31,13495835000.0,2168341000.0,1580195000.0,8676730000.0,4819105000.0,633758000.0,844156000.0,112688000.0,,100863000.0,-10633000.0,0.0,68132000.0,104270000.0,,,0.0,,284.6309,7.7992,0.0,112688000.0,,,,0.13349191381687744,0.00834983533808764,0.023383595086639532,,0.13349191381687744,0.0,1.3721983679229461,2926849000.0,,528581000.0,,528581000.0,331127000.0,2.0,2.0,0.0,1.5963089690662495,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2016-06-30,13269045000.0,2095429000.0,1559779000.0,8563580000.0,4705465000.0,483160000.0,1744666000.0,264343000.0,13600000.0,201195000.0,3179000.0,0.0,69575000.0,383098000.0,,,0.0,,411.6162,8.514,0.0,264343000.0,0.002890256329608232,0.0010249418854182798,0.00779518830538338,0.1515149604566146,0.019921780354200322,0.05617786977482565,,0.1515149604566146,0.0,1.3434140349370007,3362759000.0,,502342000.0,,502342000.0,389035000.0,0.0,0.0,0.0,1.2912514298199391,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2016-09-30,13097557000.0,1660484000.0,1495566000.0,8473847000.0,4623710000.0,987915000.0,2669342000.0,434284000.0,65050000.0,293395000.0,25957000.0,0.0,70389000.0,717270000.0,727044000.0,-9774000.0,0.0,,337.7916,7.531,0.0,434284000.0,0.014068788916259886,0.004966575064342151,0.024369301498271857,0.16269327796887773,0.03315763390073431,0.09392544082565732,-0.003661576523352946,0.16269327796887773,0.0,1.1102712952821874,4036696000.0,,505161000.0,,505161000.0,462874000.0,-3.0,-3.0,0.0,1.0913574752524444,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2016-12-31,12608371000.0,1467526000.0,1028695000.0,8242542000.0,4365829000.0,748476000.0,-1646175000.0,-192576000.0,48150000.0,-203297000.0,26948000.0,1.0,-137280000.0,-188058000.0,,,0.0,1.4266,201.7746,7.0889,1.0,-192576000.0,0.011028833241063725,0.003818891433318388,-0.0292496241286619,0.11698391726274546,-0.015273662235985917,-0.044109835726502344,,0.11698391726274546,0.0,1.4265899999513947,3611989000.0,,618739000.0,,618739000.0,392156000.0,1.0,1.0,0.0,1.5777879211334265,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2017-03-31,17184684000.0,5574017000.0,1020068000.0,10666845000.0,6517839000.0,4923259000.0,949525000.0,167213000.0,42062000.0,111684000.0,13393000.0,0.0,73367000.0,247371000.0,,,0.0,,153.4388,8.2595,0.0,167213000.0,0.006453365908547296,0.0024476446584644792,0.044297938442905666,0.17610173507806534,0.009730350584276092,0.025654668671625674,,0.17610173507806534,0.0,5.464358258469043,3717358000.0,168862000.0,673264000.0,,673264000.0,402977000.0,1.0,1.0,0.0,1.6707256245393658,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2017-06-30,17473937000.0,1849624000.0,1091435000.0,10950274000.0,6523663000.0,1063777000.0,2015946000.0,352108000.0,87867000.0,230726000.0,22718000.0,1.0,76008000.0,553844000.0,,,0.0,,166.257,8.6143,1.0,352108000.0,0.013468966744603454,0.005028460386460132,0.04358598891041724,0.17466142446275842,0.020150467522001482,0.05397397137160519,,0.17466142446275842,0.0,1.694671693687668,3988638000.0,243129000.0,761029000.0,,761029000.0,432508000.0,2.0,2.0,0.0,1.7595720772794954,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2017-09-30,18308496000.0,2443808000.0,1156624000.0,11766279000.0,6542217000.0,1599988000.0,3168207000.0,576971000.0,167767000.0,352554000.0,24912000.0,2.0,76948000.0,944354000.0,,,0.0,,150.8929,8.4278,2.0,576971000.0,0.025643753486012465,0.009163341434490305,0.05295329503406816,0.18211278492851005,0.031513839258014424,0.08819196917497539,,0.18211278492851005,0.0,2.112880244573863,4487503000.0,345846000.0,903716000.0,,903716000.0,491667000.0,4.0,4.0,0.0,1.8380651945320714,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2017-12-31,18691457000.0,2249128000.0,1242734000.0,11841667000.0,6849790000.0,1412517000.0,-1765250000.0,-287278000.0,-64714000.0,-216266000.0,-7173000.0,0.0,-148788000.0,-306336000.0,,,0.0,1.8093,150.0609,8.0039,0.0,-287278000.0,-0.009447588904185384,-0.003462223410406155,0.03665996317802011,0.16274068828777793,-0.015369481362528347,-0.041939679902595554,,0.16274068828777793,0.0,1.8098225364398173,4368428000.0,232982000.0,809014000.0,,809014000.0,478698000.0,3.0,3.0,0.0,1.690030039816335,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2018-03-31,19941928000.0,2943484000.0,1246475000.0,12801377000.0,7140551000.0,2023808000.0,1215877000.0,225875000.0,62894000.0,126277000.0,16759000.0,0.0,79649000.0,300907000.0,,,0.0,,127.5359,6.9838,0.0,225875000.0,0.0088080037520914,0.003153857540755337,0.05172727175528446,0.1857712581124571,0.011326638026172795,0.031632712937699065,,0.1857712581124571,0.0,2.36144647907098,4634780000.0,253814000.0,867676000.0,,867676000.0,493291000.0,3.0,3.0,0.0,1.7589536399407246,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2018-06-30,20070288000.0,1850825000.0,1433620000.0,13145761000.0,6924527000.0,966308000.0,2477820000.0,440913000.0,130512000.0,260950000.0,23115000.0,1.0,79746000.0,839635000.0,,,0.0,,123.4565,7.044,1.0,440913000.0,0.018847785559937883,0.00650274674683293,0.05267210693270698,0.17794391844443908,0.021968444100054767,0.06367409644008898,,0.17794391844443908,0.0,1.2910150528033928,5096654000.0,296459000.0,956481000.0,,956481000.0,523515000.0,3.0,3.0,0.0,1.8270364745995817,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2018-09-30,20288071000.0,1806987000.0,1461319000.0,13127898000.0,7160173000.0,870486000.0,3761571000.0,706666000.0,255337000.0,391516000.0,41625000.0,3.0,79956000.0,1256797000.0,,,0.0,,107.0072,6.912,3.0,706666000.0,0.03566073054380111,0.012585573069021692,0.06788041485857904,0.18786459168257091,0.03483160128925022,0.09869398406993797,,0.18786459168257091,0.0,1.23654520334027,5690018000.0,384029000.0,1086176000.0,,1086176000.0,562477000.0,4.0,4.0,0.0,1.9310585143925885,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2018-12-31,20244638000.0,1515682000.0,1515071000.0,13025359000.0,7219279000.0,606166000.0,-2383614000.0,-396071000.0,-83384000.0,-257249000.0,-13820000.0,0.0,-159154000.0,-581913000.0,,,0.0,1.0007,77.5869,5.5884,0.0,-396071000.0,-0.011550183889554621,-0.00411881901765791,0.0349821741271867,0.16616406851109283,-0.01956424214648837,-0.05486295792142124,,0.16616406851109283,0.0,1.0004032814303752,5071654000.0,365359000.0,977383000.0,,977383000.0,521494000.0,4.0,4.0,0.0,1.8741979773496915,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2019-03-31,22491091000.0,2625771000.0,1685351000.0,14066303000.0,8425112000.0,1633844000.0,1363218000.0,279508000.0,118078000.0,122846000.0,42569000.0,1.44,82090000.0,421141000.0,,,0.0,,90.4119,7.2846,1.44,279508000.0,0.01401500656608482,0.00524998987376824,0.08661710746190264,0.20503543820577486,0.012427498514856394,0.03317558271035447,,0.20503543820577486,0.0,1.5579965241661826,5218995000.0,420543000.0,1031016000.0,,1031016000.0,518063000.0,5.4399999999999995,5.4399999999999995,0.0,1.9901363347700955,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2019-06-30,22886505000.0,2988501000.0,1884405000.0,14137276000.0,8749242000.0,1613529000.0,2748195000.0,571289000.0,261605000.0,243393000.0,89893000.0,3.13,83471000.0,964064000.0,,,0.0,,85.5163,7.9464,3.13,571289000.0,0.029900304506378952,0.011430535155979473,0.09519157119491158,0.20787789803853074,0.02496182794183734,0.06529582791286377,,0.20787789803853074,0.0,1.5859122640833578,5489370000.0,551636000.0,1161392000.0,,1161392000.0,500506000.0,7.57,7.57,0.0,2.3204357190523193,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2019-09-30,22842333000.0,2853257000.0,1836483000.0,14081302000.0,8761111000.0,1402400000.0,4145005000.0,856657000.0,382455000.0,362067000.0,147720000.0,4.54,84223000.0,1463058000.0,,,0.0,,99.3375,8.9684,4.54,856657000.0,0.043653710128772484,0.016743254727964958,0.09226888749229495,0.20667212705412902,0.03750304314362285,0.09777949394774248,,0.20667212705412902,0.0,1.5536528244475991,5872804000.0,678754000.0,1311383000.0,,1311383000.0,471057000.0,9.11,9.11,0.0,2.783915746926593,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2019-12-31,23965615000.0,2872616000.0,2157863000.0,15125233000.0,8840606000.0,1869577000.0,-2694278000.0,-537823000.0,-254688000.0,-248622000.0,-94830000.0,-3.119999999999999,-165105000.0,-855535000.0,,,0.0,1.3313,98.0833,8.9494,-3.119999999999999,-537823000.0,-0.0288088848207917,-0.010627225714841869,0.09452922081537243,0.19961674333532026,-0.022441443710082134,-0.06083553548252235,,0.19961674333532026,0.0,1.3312318715321594,5562140000.0,507450000.0,1169631000.0,,1169631000.0,479684000.0,5.99,5.99,0.0,2.438336488188057,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2020-03-31,23590698000.0,2320109000.0,1838473000.0,14921404000.0,8669364000.0,1171339000.0,1444542000.0,253484000.0,118792000.0,107338000.0,30191000.0,1.38,86144000.0,516830000.0,,,0.0,,105.0092,9.4563,1.38,253484000.0,0.013702504589725382,0.0050355440945409925,0.08223506135508694,0.17547707162547022,0.010745082659275278,0.02923905375296273,,0.17547707162547022,0.0,1.2619761073456068,5643464000.0,508164000.0,1143607000.0,,1143607000.0,464176000.0,5.930000000000001,5.930000000000001,0.0,2.463735738168281,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2020-06-30,27792630000.0,5981417000.0,3855771000.0,17404372000.0,10388280000.0,4785050000.0,2914663000.0,535972000.0,252096000.0,215818000.0,74944000.0,2.9,87065000.0,1091516000.0,,,0.0,,124.8269,10.8517,2.9,535972000.0,0.024267347433838904,0.009070606128315312,0.08649233204662082,0.1838881544796088,0.01928468086683412,0.05159391160038043,,0.1838881544796088,0.0,1.5512894827000878,5809932000.0,498655000.0,1108290000.0,,1108290000.0,436601000.0,5.7,5.7,0.0,2.538450438730099,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2020-09-30,26436714000.0,4044028000.0,3796183000.0,15880748000.0,10555814000.0,2645045000.0,4434430000.0,824322000.0,318783000.0,315554000.0,104847000.0,3.63,87925000.0,1623678000.0,,,0.0,,151.6785,11.5039,3.63,824322000.0,0.030199755319675014,0.01205834431616577,0.07188815698973712,0.1858913095933412,0.0311809553940781,0.07809175114301939,,0.1858913095933412,0.0,1.0652879484471638,6099357000.0,434983000.0,1075955000.0,,1075955000.0,390088000.0,4.79,4.79,0.0,2.7582366030229077,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2020-12-31,27006841000.0,2609155000.0,2024750000.0,16372723000.0,10633988000.0,1604869000.0,-2795090000.0,-560850000.0,-319894000.0,-232244000.0,-63831000.0,-3.7299999999999995,-172724000.0,-922198000.0,,,0.0,1.2884,172.0787,10.6084,-3.7299999999999995,-560850000.0,-0.03008222315090068,-0.011844924772949194,0.11444855085167203,0.2006554350664916,-0.020766960489751466,-0.052741266964002595,,0.2006554350664916,0.0,1.288630695147549,5998545000.0,369777000.0,1052928000.0,,1052928000.0,406466000.0,4.18,4.18,0.0,2.5904454493118734,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2021-03-31,27316990000.0,2849717000.0,1833580000.0,16740315000.0,10576834000.0,1752990000.0,1596064000.0,297662000.0,156362000.0,89681000.0,32628000.0,1.74,89842000.0,391158000.0,,,0.0,,148.9423,9.8664,1.74,297662000.0,0.014783440867087447,0.005723983498914046,0.09796724943360667,0.18649753393347634,0.010896588533363302,0.02814282610467367,,0.18649753393347634,0.0,1.5541819827877703,6150067000.0,407347000.0,1097106000.0,,1097106000.0,388809000.0,4.54,4.54,0.0,2.821709374011404,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
