report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,total_debt,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,846285000000.0,781735000000.0,64049000000.0,,100000000.0,16950000000.0,50817000000.0,1919000000.0,1197000000.0,710000000.0,1.03,15288000000.0,100000000.0,0.5319,16.5983,1.03,1919000000.0,0.01868881637496292,0.0014144171289813714,0.023555109510596847,0.03776295334238542,0.0022675576194780716,0.02991472976975479,0.03776295334238542,0.0015613046261456073,68819000000.0,1111000000.0,5959000000.0,5959000000.0,1.2,1.2,0.01678133915086424,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2012-12-31,836781000000.0,771823000000.0,64453000000.0,,100000000.0,15738000000.0,-32897000000.0,-2997000000.0,-1880000000.0,-1070000000.0,-1.7000000000000002,-15988000000.0,100000000.0,0.5252,27.1606,-1.7000000000000002,-2997000000.0,-0.029168541417777295,-0.0022467049323538655,0.05714806821290695,0.09110253214578837,-0.0035815822778002848,-0.046426966988366146,0.09110253214578837,0.0015515181605200688,68150000000.0,1324000000.0,1442000000.0,1442000000.0,1.12,1.12,0.06934812760055478,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2013-03-31,841685000000.0,776717000000.0,64450000000.0,,100000000.0,9983000000.0,17683000000.0,,986000000.0,252000000.0,0.0,2733000000.0,100000000.0,0.5884,16.8229,0.0,,0.015298681148176882,0.0011714596315723815,0.05575976926992026,,,,,0.0015515903801396431,69917000000.0,2454000000.0,,,1.2799999999999998,1.2799999999999998,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2013-06-30,815662000000.0,755124000000.0,60003000000.0,,100000000.0,9184000000.0,33404000000.0,,1488000000.0,305000000.0,1.0,7314000000.0,100000000.0,0.7568,77.21,1.0,,0.0247987600619969,0.0018242850592524846,0.04454556340558017,,,,,0.0016665833374997917,69007000000.0,1791000000.0,,,0.32999999999999985,0.32999999999999985,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2013-09-30,822643000000.0,761265000000.0,60927000000.0,,100000000.0,11376000000.0,49741000000.0,,2460000000.0,308000000.0,2.0,9984000000.0,100000000.0,0.7824,20.3408,2.0,,0.04037618789699148,0.0029903615541614042,0.049456183028085486,,,,,0.0016413084510972147,67931000000.0,3054000000.0,,,1.2999999999999998,1.2999999999999998,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2013-12-31,885296000000.0,822313000000.0,61553000000.0,,175000000.0,7585000000.0,-32629000000.0,,-1566000000.0,-204000000.0,-1.0,-3900000000.0,175000000.0,0.8849,17.9626,-1.0,,-0.02544148944811788,-0.0017688998933689975,0.047994115663979896,,,,,0.0028430783227462514,68199000000.0,3368000000.0,,,2.0,2.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2014-03-31,890903000000.0,824464000000.0,65758000000.0,,100000000.0,8573000000.0,17085000000.0,,1328000000.0,484000000.0,1.0,2484000000.0,100000000.0,0.8785,16.0357,1.0,,0.02019526141306001,0.0014906224358880822,0.07772900204858063,,,,,0.0015207275160436754,67601000000.0,3710000000.0,,,3.0,3.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2014-06-30,911120000000.0,840838000000.0,69591000000.0,,100000000.0,7393000000.0,35351000000.0,,2694000000.0,1058000000.0,2.0,6921000000.0,100000000.0,0.8912,13.6847,2.0,,0.03871190240117257,0.0029568004214593027,0.07620717942915335,,,,,0.001436967423948499,69548000000.0,4916000000.0,,,4.0,4.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2014-09-30,908627000000.0,837226000000.0,70805000000.0,,100000000.0,8783000000.0,54197000000.0,,4788000000.0,1916000000.0,4.0,10950000000.0,100000000.0,0.8306,10.6075,4.0,,0.067622343054869,0.005269489020247032,0.08834437330479547,,,,,0.0014123296377374478,74004000000.0,7244000000.0,,,6.0,6.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2014-12-31,902337000000.0,829678000000.0,72053000000.0,,100000000.0,10808000000.0,-33317000000.0,,-2501000000.0,-993000000.0,-2.0,-3979000000.0,100000000.0,0.8344,9.7043,-2.0,,-0.03471056028201463,-0.0027716917293649714,0.07506678272353454,,,,,0.0013878672643748353,73316000000.0,6309000000.0,,,5.0,5.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2015-03-31,919790000000.0,845381000000.0,73770000000.0,,100000000.0,8127000000.0,18710000000.0,,2158000000.0,896000000.0,1.0,2686000000.0,100000000.0,0.7543,7.9251,1.0,,0.029253083909448287,0.0023461877167614345,0.11533939070016035,,,,,0.0013555645926528399,74941000000.0,7139000000.0,,,5.0,5.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2015-06-30,898409000000.0,828420000000.0,69377000000.0,,100000000.0,8074000000.0,34876000000.0,,3273000000.0,890000000.0,2.0,6888000000.0,100000000.0,0.857,9.0701,2.0,,0.04717701832019257,0.0036431068700335818,0.09384677141874068,,,,,0.0014413998875708088,74466000000.0,7718000000.0,,,5.0,5.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2015-09-30,882460000000.0,811393000000.0,70503000000.0,,100000000.0,10216000000.0,52907000000.0,,4476000000.0,1855000000.0,3.0,9527000000.0,100000000.0,0.7306,8.7812,3.0,,0.0634866601421216,0.005072184574938241,0.08460128149394221,,,,,0.001418379359743557,73176000000.0,7406000000.0,,,4.0,4.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2015-12-31,877933000000.0,809437000000.0,67949000000.0,,100000000.0,12752000000.0,-36542000000.0,,-4597000000.0,-1493000000.0,-2.0,-4972000000.0,100000000.0,0.7651,10.0926,-2.0,,-0.06765368143754875,-0.005236162668449643,0.12580044879864266,,,,,0.0014716920042973406,69951000000.0,5310000000.0,,,4.0,4.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2016-03-31,917428000000.0,841463000000.0,75775000000.0,,100000000.0,13290000000.0,18433000000.0,,2201000000.0,719000000.0,1.0,1964000000.0,100000000.0,0.6901,9.002,1.0,,0.02904651930056087,0.002399098348862254,0.11940541420278848,,,,,0.0013196964698119432,69674000000.0,5353000000.0,,,4.0,4.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2016-06-30,942567000000.0,863194000000.0,79179000000.0,,103000000.0,17067000000.0,33677000000.0,,2311000000.0,505000000.0,2.0,6255000000.0,103000000.0,0.6498,10.0644,2.0,,0.029187031915027976,0.002451815096433463,0.0686225020043353,,,,,0.0013008499728463356,68475000000.0,4391000000.0,,,4.0,4.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2016-09-30,952904000000.0,874438000000.0,78286000000.0,,201000000.0,15883000000.0,51400000000.0,,2888000000.0,480000000.0,2.0,9183000000.0,201000000.0,0.7497,13.1174,2.0,,0.03689037631249521,0.003030735520052387,0.056186770428015564,,,,,0.002567508877704826,66968000000.0,2803000000.0,,,3.0,3.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2016-12-31,898764000000.0,831284000000.0,67309000000.0,,242000000.0,17877000000.0,-40034000000.0,,-6600000000.0,-2703000000.0,-5.0,-2575000000.0,242000000.0,0.9798,70.1895,-5.0,,-0.09805523778395163,-0.007343418294457722,0.16485986911125544,,,,,0.003595358718744893,63476000000.0,800000000.0,,,0.0,0.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2017-03-31,914687000000.0,846579000000.0,67929000000.0,,260000000.0,17411000000.0,16269000000.0,,826000000.0,-12000000.0,0.0,2098000000.0,260000000.0,1.0014,,0.0,,0.012159755038348864,0.0009030411495954354,0.050771405740979776,,,,,0.0038275257989960104,61312000000.0,-575000000.0,,,-1.0,-1.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2017-06-30,925199000000.0,855530000000.0,69455000000.0,,235000000.0,17319000000.0,33514000000.0,,1710000000.0,103000000.0,1.0,5499000000.0,235000000.0,1.002,183.0087,1.0,,0.024620257720826433,0.00184825102491464,0.051023452885361344,,,,,0.003383485710172054,61149000000.0,-1176000000.0,,,-2.0,-2.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2017-09-30,720515000000.0,663571000000.0,56714000000.0,,214000000.0,13023000000.0,46315000000.0,,1629000000.0,-148000000.0,1.0,10233000000.0,214000000.0,0.9326,,1.0,,0.028723066614945163,0.0022608828407458554,0.035172190435064234,,,,,0.0037733187572733364,56064000000.0,-2435000000.0,,,-3.0,-3.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2017-12-31,719892000000.0,661022000000.0,58676000000.0,,477000000.0,12701000000.0,-33790000000.0,,-155000000.0,-1413000000.0,1.0,-5547000000.0,477000000.0,0.8454,12.9613,1.0,,-0.0026416251959915467,-0.00021531007428892112,0.0045871559633027525,,,,,0.008129388506373986,62308000000.0,4010000000.0,,,3.0,3.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2018-03-31,712584000000.0,656076000000.0,56310000000.0,,526000000.0,13927000000.0,14805000000.0,,1253000000.0,399000000.0,1.0,1296000000.0,526000000.0,0.7491,10.4782,1.0,,0.022251820280589592,0.0017583891863976737,0.08463356973995272,,,,,0.00934114722074232,60844000000.0,4437000000.0,,,4.0,4.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2018-06-30,706333000000.0,652501000000.0,53633000000.0,,479000000.0,16312000000.0,35990000000.0,,2144000000.0,606000000.0,2.0,6904000000.0,479000000.0,0.65,9.9911,2.0,,0.03997538828706207,0.003035395486264977,0.05957210336204501,,,,,0.008931068558536722,63320000000.0,4871000000.0,,,5.0,5.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2018-09-30,698451000000.0,646642000000.0,51625000000.0,,290000000.0,12490000000.0,52279000000.0,,3056000000.0,770000000.0,2.0,10437000000.0,290000000.0,0.6815,8.5578,2.0,,0.05919612590799032,0.004375396412919446,0.05845559402436925,,,,,0.005617433414043584,69284000000.0,6298000000.0,,,6.0,6.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2018-12-31,687538000000.0,634580000000.0,52741000000.0,,268000000.0,15821000000.0,-35133000000.0,,-1330000000.0,-596000000.0,-1.0,-6899000000.0,268000000.0,0.596,7.9093,-1.0,,-0.025217572666426498,-0.0019344385328520025,0.03785614664275752,,,,,0.0050814356951897005,67941000000.0,5123000000.0,,,4.0,4.0,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2019-03-31,713188000000.0,654450000000.0,58509000000.0,,289000000.0,14506000000.0,16302000000.0,1744000000.0,1381000000.0,359000000.0,1.4,2072000000.0,289000000.0,0.608,8.045,1.4,1744000000.0,0.023603206344323096,0.0019363758223638087,0.08471353208195313,0.10698073855968593,0.0024453580262146866,0.02966087281880336,0.10698073855968593,0.004939411030781589,69438000000.0,5251000000.0,,,4.4,4.4,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2019-06-30,732167000000.0,668121000000.0,63811000000.0,,158000000.0,18435000000.0,33799000000.0,,3122000000.0,910000000.0,3.17,4459000000.0,158000000.0,0.7294,7.865,3.17,,0.048925733807650716,0.004264054512153648,0.09236959673363117,,,,,0.002476062120950933,67247000000.0,6229000000.0,,,5.57,5.57,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2019-09-30,742812000000.0,674193000000.0,68368000000.0,,142000000.0,19452000000.0,52477000000.0,,5306000000.0,1511000000.0,5.45,8605000000.0,142000000.0,0.6477,5.9898,5.45,,0.07760940791013339,0.007143126389988315,0.10111096289803152,,,,,0.0020769950854200797,67445000000.0,8479000000.0,,,9.02,9.02,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2019-12-31,740463000000.0,674081000000.0,66144000000.0,,235000000.0,16598000000.0,-32958000000.0,,-3910000000.0,-1894000000.0,-3.96,-1350000000.0,235000000.0,0.672,7.946,-3.96,,-0.059113449443638125,-0.005280479915944484,0.11863583955337095,,,,,0.0035528543783260765,69620000000.0,5899000000.0,,,6.06,6.06,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2020-03-31,737741000000.0,667278000000.0,70221000000.0,,298000000.0,24094000000.0,18310000000.0,,4398000000.0,1242000000.0,4.75,1847000000.0,298000000.0,0.3902,3.1401,4.75,,0.06263083692912377,0.00596144175259339,0.24019661387220098,,,,,0.0042437447487218925,71628000000.0,8916000000.0,,,9.41,9.41,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2020-06-30,767583000000.0,691643000000.0,75693000000.0,,303000000.0,24289000000.0,32409000000.0,,4543000000.0,1289000000.0,4.84,2693000000.0,303000000.0,0.4849,4.528,4.84,,0.06001875999101634,0.005918578186332944,0.14017711129624488,,,,,0.004003012167571638,70238000000.0,10337000000.0,,,11.08,11.08,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2020-09-30,780492000000.0,706923000000.0,73316000000.0,,351000000.0,24405000000.0,48424000000.0,,5249000000.0,1503000000.0,5.53,6486000000.0,351000000.0,0.5135,5.775,5.53,,0.07159419499154346,0.0067252451018075775,0.10839666281182884,,,,,0.004787495226144361,66185000000.0,10280000000.0,,,11.16,11.16,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2020-12-31,795146000000.0,720329000000.0,74558000000.0,,393000000.0,19795000000.0,-31301000000.0,,-8783000000.0,-2525000000.0,-9.440000000000001,613000000.0,393000000.0,0.6228,7.8144,-9.440000000000001,,-0.11780090667668124,-0.011045770210753748,0.2805980639596179,,,,,0.005271064137986534,67842000000.0,5407000000.0,,,5.68,5.68,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2021-03-31,769814000000.0,703677000000.0,65864000000.0,,302000000.0,19635000000.0,15562000000.0,,358000000.0,-72000000.0,0.33,1496000000.0,302000000.0,0.8259,39.3289,0.33,,0.005435442730474918,0.0004650474010605159,0.02300475517285696,,,,,0.004585205878780517,65094000000.0,1367000000.0,,,1.259999999999999,1.259999999999999,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2021-06-30,773253000000.0,703830000000.0,69138000000.0,,393000000.0,25037000000.0,34086000000.0,,3765000000.0,1003000000.0,4.13,3750000000.0,393000000.0,0.7537,11.3186,4.13,,0.054456304781740864,0.0048690402753044605,0.11045590565041366,,,,,0.0056842836066996446,66771000000.0,589000000.0,,,0.5499999999999989,0.5499999999999989,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2021-09-30,761664000000.0,692331000000.0,69050000000.0,,346000000.0,18956000000.0,50991000000.0,,5349000000.0,1456000000.0,5.9,7256000000.0,346000000.0,0.7513,9.6053,5.9,,0.07746560463432295,0.007022781699016889,0.10490086485850444,,,,,0.00501086169442433,69338000000.0,689000000.0,,,0.919999999999999,0.919999999999999,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2021-12-31,759708000000.0,691959000000.0,67482000000.0,,341000000.0,20047000000.0,-29559000000.0,,-2918000000.0,-836000000.0,-3.05,94000000.0,341000000.0,0.7677,7.668,-3.05,,-0.043241160605791175,-0.003840949417407741,0.09871781860008796,,,,,0.005053199371684301,71080000000.0,6554000000.0,,,7.31,7.31,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2022-03-31,724284000000.0,670047000000.0,53965000000.0,,323000000.0,23488000000.0,15756000000.0,,669000000.0,41000000.0,0.73,1954000000.0,323000000.0,0.8487,7.1315,0.73,,0.012396923932178264,0.0009236708252563911,0.04246001523229246,,,,,0.0059853608820531826,71274000000.0,6865000000.0,,,7.709999999999999,7.709999999999999,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2022-06-30,662893000000.0,625526000000.0,37101000000.0,,196000000.0,20548000000.0,31312000000.0,,801000000.0,-99000000.0,0.86,6392000000.0,196000000.0,0.7667,8.8891,0.86,,0.021589714562949787,0.0012083398074802419,0.02558124680633623,,,,,0.005282876472332282,68500000000.0,3901000000.0,,,4.4399999999999995,4.4399999999999995,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2022-09-30,650104000000.0,624774000000.0,25076000000.0,,183000000.0,22200000000.0,53582000000.0,,1196000000.0,-80000000.0,1.28,10670000000.0,183000000.0,0.6764,9.1811,1.28,,0.04769500717817834,0.0018397056470964646,0.022320928670075773,,,,,0.007297814643483809,71091000000.0,-252000000.0,,,-0.1800000000000006,-0.1800000000000006,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2022-12-31,666611000000.0,639324000000.0,27040000000.0,,175000000.0,20195000000.0,-30752000000.0,,-127000000.0,439000000.0,0.040000000000000036,-5812000000.0,175000000.0,0.8245,10.746,0.040000000000000036,,-0.004696745562130178,-0.00019051590807832455,0.004129812695109261,,,,,0.0064718934911242604,69898000000.0,2539000000.0,,,2.9099999999999993,2.9099999999999993,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2023-03-31,674266000000.0,641843000000.0,32194000000.0,,168000000.0,18456000000.0,15388000000.0,,80000000.0,172000000.0,0.02,2026000000.0,168000000.0,0.6478,11.9484,0.02,,0.002484935081071007,0.0001186475367288281,0.005198856251624643,,,,,0.005218363670249115,69530000000.0,1950000000.0,,,2.1999999999999993,2.1999999999999993,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2023-06-30,677279000000.0,646787000000.0,30261000000.0,,200000000.0,15417000000.0,32011000000.0,,482000000.0,194000000.0,0.5,5064000000.0,200000000.0,0.6125,13.2851,0.5,,0.015928092263970125,0.0007116712610312736,0.01505732404485958,,,,,0.006609166914510426,70229000000.0,1631000000.0,,,1.8399999999999994,1.8399999999999994,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2023-09-30,652120000000.0,626225000000.0,25658000000.0,,161000000.0,14912000000.0,47877000000.0,,971000000.0,233000000.0,1.05,8539000000.0,161000000.0,0.7238,18.0157,1.05,,0.03784394730688284,0.0014889897564865362,0.02028113708043528,,,,,0.006274846051913633,64524000000.0,1406000000.0,,,1.6099999999999992,1.6099999999999992,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2023-12-31,687584000000.0,657331000000.0,30015000000.0,,119000000.0,20639000000.0,-28371000000.0,,45000000.0,-39000000.0,0.24,-1908000000.0,119000000.0,0.732,31.0195,0.24,,0.0014992503748125937,6.54465490761856e-05,-0.001586126678650735,,,,,0.003964684324504414,66905000000.0,1578000000.0,,,1.8099999999999992,1.8099999999999992,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2024-03-31,677576000000.0,648780000000.0,28535000000.0,,127000000.0,19840000000.0,16057000000.0,,867000000.0,170000000.0,1.1,2328000000.0,127000000.0,0.7808,22.3002,1.1,,0.030383739267566146,0.0012795612595487443,0.05399514230553653,,,,,0.004450674610127913,67574000000.0,2365000000.0,,,2.8899999999999992,2.8899999999999992,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2024-06-30,675745000000.0,648205000000.0,27252000000.0,,390000000.0,20786000000.0,33880000000.0,,1813000000.0,419000000.0,2.37,5818000000.0,390000000.0,0.7151,16.9067,2.37,,0.06652722735945986,0.0026829647278189257,0.05351239669421488,,,,,0.014310876265962131,69443000000.0,3696000000.0,,,4.76,4.76,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2024-09-30,704976000000.0,673812000000.0,30885000000.0,,404000000.0,21765000000.0,52320000000.0,,3155000000.0,1072000000.0,4.17,9987000000.0,404000000.0,0.8015,15.209,4.17,,0.10215314877772382,0.004475329656612423,0.060301987767584095,,,,,0.013080783551886029,73886000000.0,5880000000.0,,,7.88,7.88,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2024-12-31,677457000000.0,649754000000.0,27445000000.0,,465000000.0,20068000000.0,-31271000000.0,,-1409000000.0,-483000000.0,-1.7000000000000002,-3535000000.0,465000000.0,0.798,12.8096,-1.7000000000000002,,-0.05133904171980324,-0.0020798368014501288,0.04505772121134598,,,,,0.016942976862816542,70986000000.0,4426000000.0,,,5.9399999999999995,5.9399999999999995,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2025-03-31,688316000000.0,660561000000.0,27493000000.0,,381000000.0,21326000000.0,18569000000.0,,945000000.0,404000000.0,1.28,4262000000.0,381000000.0,0.7359,12.0218,1.28,,0.034372385698177715,0.0013729159281492802,0.05089127039689806,,,,,0.013858072964027206,73498000000.0,4504000000.0,,,6.12,6.12,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2025-06-30,702470000000.0,674543000000.0,27685000000.0,,379000000.0,22178000000.0,35909000000.0,,1674000000.0,649000000.0,2.32,6449000000.0,379000000.0,0.7338,12.5085,2.32,,0.06046595629402203,0.002383019915441229,0.04661783953883428,,,,,0.013689723677081453,75527000000.0,4365000000.0,,,6.0699999999999985,6.0699999999999985,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
2025-09-30,719726000000.0,690535000000.0,28944000000.0,,378000000.0,20233000000.0,53270000000.0,,2570000000.0,957000000.0,3.54,10016000000.0,378000000.0,0.7563,14.1687,3.54,,0.08879215035931454,0.0035708033334908005,0.04824479068894312,,,,,0.013059701492537313,76477000000.0,3780000000.0,,,5.4399999999999995,5.4399999999999995,,0.73861635,83.85,65.21,3.73417,46113.258,13.647,1.8316,0.5993
