report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,roe,roa,net_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-09-30,32561000000.0,8993000000.0,4997000000.0,32561000000.0,7006000000.0,10048000000.0,413000000.0,1275000000.0,20758000000.0,559000000.0,257000000.0,1.27,439700000.0,2254000000.0,,10461000000.0,,0.583,18.8262,1.27,0.07978875249785898,0.01716777740241393,0.02692937662587918,1.4931487296602912,1.799679807884731,28090000000.0,418000000.0,0.9399999999999993,0.9399999999999993,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2012-12-31,32153000000.0,8905000000.0,4998000000.0,32153000000.0,6304000000.0,9696000000.0,444000000.0,1302000000.0,-13312000000.0,-275000000.0,-123000000.0,-0.6299999999999997,,-1243000000.0,,10140000000.0,1.7817,0.6286,22.0346,-0.6299999999999997,-0.04362309644670051,-0.008552856654122478,0.020658052884615384,1.608502538071066,1.7817126850740297,27833000000.0,794000000.0,1.8,1.8,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2013-03-31,32698000000.0,8981000000.0,5257000000.0,32698000000.0,6778000000.0,9495000000.0,727000000.0,934000000.0,7090000000.0,318000000.0,-69000000.0,0.71,446100000.0,531000000.0,,10222000000.0,,0.7268,22.236,0.71,0.04691649454116258,0.009725365465777723,0.044851904090267986,1.508114488049572,1.7083888149134487,28268000000.0,924000000.0,2.08,2.08,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2013-06-30,32545000000.0,9268000000.0,5677000000.0,,6707000000.0,9057000000.0,1068000000.0,1205000000.0,7335000000.0,259000000.0,94000000.0,0.0,448500000.0,,,10125000000.0,,0.7772,19.0873,0.0,0.038616370955717905,0.007958211706867415,0.03531015678254942,1.50961681824959,1.6325524044389643,21871000000.0,861000000.0,1.3500000000000003,1.3500000000000003,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2013-09-30,32589000000.0,9475000000.0,5395000000.0,,7230000000.0,8900000000.0,783000000.0,1946000000.0,21831000000.0,959000000.0,66000000.0,2.0,448700000.0,1991000000.0,,9683000000.0,,0.8085,16.7328,2.0,0.1326417704011065,0.029427107306146245,0.043928358755897574,1.339280774550484,1.7562557924003708,22944000000.0,1261000000.0,2.08,2.08,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2013-12-31,31528000000.0,9025000000.0,5127000000.0,31528000000.0,8105000000.0,8827000000.0,661000000.0,1802000000.0,-7176000000.0,-141000000.0,-614000000.0,0.3999999999999999,,506000000.0,,9488000000.0,1.7603,0.9262,15.592,0.3999999999999999,-0.01739666872301049,-0.004472215173813753,0.019648829431438128,1.1706354102405923,1.7602886678369416,29080000000.0,1395000000.0,3.1100000000000003,3.1100000000000003,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2014-03-31,30695000000.0,8733000000.0,5028000000.0,,7573000000.0,8867000000.0,561000000.0,1341000000.0,7014000000.0,-95000000.0,-83000000.0,0.0,435600000.0,471000000.0,,9428000000.0,,0.9107,20.5121,0.0,-0.012544566222104847,-0.003094966606939241,-0.013544339891645281,1.244949161494784,1.7368735083532219,29004000000.0,982000000.0,2.4000000000000004,2.4000000000000004,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2014-06-30,30802000000.0,8751000000.0,5393000000.0,,7522000000.0,8997000000.0,952000000.0,1293000000.0,14227000000.0,66000000.0,-55000000.0,0.0,435900000.0,1000000000.0,,9949000000.0,,0.9325,24.7319,0.0,0.008774262164318,0.0021427180053243296,0.004639066563576298,1.3226535495878755,1.622659002410532,35896000000.0,789000000.0,2.4000000000000004,2.4000000000000004,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2014-09-30,29403000000.0,8139000000.0,4870000000.0,,6816000000.0,8988000000.0,724000000.0,1718000000.0,17674000000.0,421000000.0,89000000.0,0.0,433700000.0,1933000000.0,,9712000000.0,,0.8667,23.7876,0.0,0.06176643192488263,0.014318266843519369,0.023820301007129115,1.4248826291079812,1.671252566735113,31739000000.0,251000000.0,0.40000000000000013,0.40000000000000013,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2014-12-31,28684000000.0,7959000000.0,4909000000.0,,5115000000.0,8631000000.0,742000000.0,1881000000.0,-15298000000.0,163000000.0,172000000.0,1.0,,-327000000.0,,9373000000.0,1.6213,0.9611,40.8959,1.0,0.03186705767350929,0.005682610514572584,-0.010654987580075827,1.832453567937439,1.6213078019963332,23617000000.0,555000000.0,1.0000000000000002,1.0000000000000002,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2015-03-31,27967000000.0,7660000000.0,4776000000.0,,4858000000.0,8461000000.0,664000000.0,1576000000.0,5517000000.0,313000000.0,130000000.0,0.0,423700000.0,638000000.0,,9125000000.0,,1.0023,24.3664,0.0,0.06442980650473445,0.011191761719169021,0.05673373210077941,1.8783449979415396,1.603852596314908,22120000000.0,963000000.0,1.0000000000000002,1.0000000000000002,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2015-06-30,28178000000.0,7727000000.0,5104000000.0,,4892000000.0,9017000000.0,909000000.0,1590000000.0,11231000000.0,540000000.0,240000000.0,1.0,423400000.0,753000000.0,,9926000000.0,,0.8625,19.4667,1.0,0.11038430089942763,0.019163886720136275,0.0480812038108806,2.0290269828291088,1.51391065830721,19124000000.0,1437000000.0,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2015-09-30,31981000000.0,12754000000.0,9547000000.0,,4349000000.0,8887000000.0,753000000.0,1104000000.0,16922000000.0,760000000.0,346000000.0,1.0,421900000.0,1590000000.0,,9640000000.0,,0.6904,17.6582,1.0,0.17475281673948034,0.02376410994027704,0.04491194894220541,2.2166015175902505,1.3359170420027233,18372000000.0,1776000000.0,3.0,3.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2015-12-31,30587000000.0,6477000000.0,3924000000.0,,3884000000.0,8900000000.0,426000000.0,1050000000.0,-11305000000.0,-675000000.0,-250000000.0,0.0,,-401000000.0,,9326000000.0,1.6506,0.7559,16.6623,0.0,-0.17378990731204944,-0.022068198908032823,0.059708093763821316,2.401132852729145,1.650611620795107,22365000000.0,938000000.0,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2016-03-31,31043000000.0,6792000000.0,4098000000.0,,4234000000.0,8824000000.0,551000000.0,1155000000.0,5110000000.0,334000000.0,41000000.0,0.0,414000000.0,620000000.0,284000000.0,9375000000.0,,0.8325,17.5954,0.0,0.07888521492678319,0.010759269400508972,0.06536203522504892,2.214218233349079,1.657393850658858,21958000000.0,959000000.0,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2016-06-30,31392000000.0,6871000000.0,4082000000.0,,4024000000.0,8820000000.0,626000000.0,1254000000.0,10432000000.0,374000000.0,32000000.0,0.0,415100000.0,1225000000.0,585000000.0,9446000000.0,,0.8767,22.572,0.0,0.09294234592445327,0.011913863404689093,0.03585122699386503,2.3474155069582503,1.6832435080842725,21159000000.0,793000000.0,1.0000000000000002,1.0000000000000002,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2016-09-30,32601000000.0,8103000000.0,3541000000.0,,4209000000.0,10823000000.0,78000000.0,2562000000.0,15698000000.0,686000000.0,139000000.0,1.0,415500000.0,1566000000.0,899000000.0,10901000000.0,,1.0143,22.8351,1.0,0.162984081729627,0.021042299315971902,0.043699834373805584,2.589926348301259,2.2883366280711663,19935000000.0,719000000.0,1.0000000000000002,1.0000000000000002,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2016-12-31,33345000000.0,6969000000.0,4072000000.0,,4341000000.0,11075000000.0,239000000.0,1033000000.0,-10161000000.0,-490000000.0,35000000.0,1.0,,-933000000.0,,11314000000.0,1.6392,1.1262,24.2862,1.0,-0.11287721723105275,-0.014694856800119957,0.0482236000393662,2.6063119096982263,1.7114440078585462,21079000000.0,904000000.0,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2017-03-31,33301000000.0,6721000000.0,4267000000.0,,4575000000.0,10823000000.0,454000000.0,998000000.0,5511000000.0,209000000.0,83000000.0,0.0,416000000.0,633000000.0,345000000.0,11277000000.0,,1.0743,26.9151,0.0,0.04568306010928962,0.006276087805171016,0.03792415169660679,2.464918032786885,1.5751113194281696,21480000000.0,779000000.0,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2017-06-30,33877000000.0,7237000000.0,5002000000.0,,4545000000.0,10392000000.0,824000000.0,1041000000.0,11283000000.0,289000000.0,-6000000.0,0.0,416700000.0,1278000000.0,702000000.0,11216000000.0,,1.1939,28.5398,0.0,0.06358635863586358,0.008530861646544853,0.025613755206948505,2.4677667766776676,1.4468212714914035,22331000000.0,694000000.0,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2017-09-30,33813000000.0,7211000000.0,4869000000.0,,4914000000.0,11373000000.0,958000000.0,998000000.0,17196000000.0,684000000.0,147000000.0,1.0,417400000.0,569000000.0,1075000000.0,12331000000.0,,1.1949,26.2673,1.0,0.1391941391941392,0.02022890604205483,0.03977669225401256,2.5093610093610095,1.481002259190799,23829000000.0,692000000.0,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2017-12-31,33903000000.0,8277000000.0,5102000000.0,,6522000000.0,10846000000.0,311000000.0,1018000000.0,-12247000000.0,962000000.0,-1309000000.0,4.0,,-723000000.0,,11157000000.0,1.6223,1.1351,11.5111,4.0,0.14750076663600123,0.02837507005279769,-0.07854984894259819,1.7106715731370745,1.6223049784398276,21743000000.0,2144000000.0,5.0,5.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2018-03-31,34030000000.0,7260000000.0,4465000000.0,,7245000000.0,10759000000.0,587000000.0,1141000000.0,5621000000.0,729000000.0,89000000.0,1.0,418200000.0,663000000.0,,11346000000.0,,0.9523,7.9477,1.0,0.10062111801242236,0.021422274463708493,0.12969222558263654,1.5660455486542444,1.625979843225084,21853000000.0,2664000000.0,6.0,6.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2018-06-30,33796000000.0,7272000000.0,4618000000.0,,6844000000.0,10805000000.0,684000000.0,1073000000.0,11454000000.0,1134000000.0,219000000.0,2.0,418800000.0,1464000000.0,,11489000000.0,,0.9435,7.1597,2.0,0.16569257744009352,0.03355426677713339,0.09900471451021477,1.678696668614845,1.5747076656561283,22024000000.0,3509000000.0,8.0,8.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2018-09-30,33803000000.0,7318000000.0,4603000000.0,,7040000000.0,10700000000.0,555000000.0,1026000000.0,17355000000.0,1696000000.0,302000000.0,4.0,416300000.0,2405000000.0,,11255000000.0,,0.8858,6.4739,4.0,0.2409090909090909,0.0501730615625832,0.09772399884759435,1.5987215909090908,1.5898327177927438,22183000000.0,4521000000.0,11.0,11.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2018-12-31,33576000000.0,6996000000.0,4694000000.0,,7362000000.0,10015000000.0,639000000.0,589000000.0,,-1547000000.0,-165000000.0,-3.0,,-1306000000.0,,10654000000.0,1.4904,0.7014,8.1247,-3.0,-0.21013311600108667,-0.04607457707886586,,1.4471610975278457,1.4904132935662548,,2012000000.0,4.0,4.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2019-03-31,34178000000.0,7062000000.0,4953000000.0,34178000000.0,7446000000.0,9965000000.0,809000000.0,641000000.0,5643000000.0,424000000.0,106000000.0,1.05,403200000.0,733000000.0,,10774000000.0,,0.8201,11.2074,1.05,0.05694332527531561,0.012405641055649834,0.07513733829523303,1.4469513832930432,1.4258025439127802,,1707000000.0,4.05,4.05,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2019-06-30,34347000000.0,7388000000.0,5049000000.0,,7482000000.0,10050000000.0,676000000.0,787000000.0,11310000000.0,716000000.0,234000000.0,1.0,401400000.0,1800000000.0,,10726000000.0,,0.7505,10.9055,1.0,0.09569633787757284,0.020846070981453985,0.06330680813439434,1.433573910719059,1.4632600514953455,,1289000000.0,3.05,3.05,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2019-09-30,33848000000.0,7051000000.0,4729000000.0,,7441000000.0,9957000000.0,402000000.0,697000000.0,16878000000.0,1060000000.0,371000000.0,2.0,399600000.0,2682000000.0,,10359000000.0,,0.7196,11.9392,2.0,0.14245397124042466,0.03131647364689199,0.06280364972153099,1.392151592527886,1.4910128991330092,,653000000.0,1.0499999999999998,1.0499999999999998,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2019-12-31,33471000000.0,6639000000.0,8646000000.0,,7713000000.0,9597000000.0,168000000.0,511000000.0,,-975000000.0,-77000000.0,-0.98,,-1605000000.0,,9765000000.0,0.7679,0.807,14.7404,-0.98,-0.1264099572150914,-0.029129694362283767,,1.2660443407234538,0.7678695350451076,,1225000000.0,3.07,3.07,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2020-03-31,33215000000.0,7215000000.0,9342000000.0,,6857000000.0,,664000000.0,1239000000.0,5352000000.0,-141000000.0,94000000.0,0.0,392600000.0,649000000.0,323000000.0,664000000.0,,0.5546,18.5568,0.0,-0.02056292839434155,-0.004245069998494656,-0.026345291479820628,0.09683535073647367,0.7723185613359024,,660000000.0,2.0199999999999996,2.0199999999999996,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2020-06-30,32519000000.0,6599000000.0,8330000000.0,,7057000000.0,9432000000.0,33000000.0,847000000.0,10218000000.0,125000000.0,161000000.0,0.32,394000000.0,1539000000.0,635000000.0,9465000000.0,,0.6502,21.8281,0.32,0.017712909168201785,0.0038439066391955474,0.012233313760031317,1.3412214822162392,0.7921968787515006,,69000000.0,1.3399999999999999,1.3399999999999999,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2020-09-30,31840000000.0,11288000000.0,8476000000.0,,7093000000.0,,179000000.0,678000000.0,15341000000.0,329000000.0,211000000.0,0.83,394500000.0,2274000000.0,955000000.0,179000000.0,,0.7647,32.2591,0.83,0.04638375863527421,0.010332914572864322,0.02144579883971058,0.02523614831524038,1.3317602642756017,,-662000000.0,0.1699999999999997,0.1699999999999997,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2020-12-31,31718000000.0,11236000000.0,8284000000.0,,7854000000.0,,29000000.0,595000000.0,,169000000.0,-221000000.0,0.07000000000000006,,-1399000000.0,,29000000.0,1.3563,1.1127,40.5492,0.07000000000000006,0.021517697988286223,0.0053282048048426765,,0.0036923860453272218,1.356349589570256,,482000000.0,1.2199999999999998,1.2199999999999998,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2021-03-31,31477000000.0,12167000000.0,8390000000.0,31477000000.0,7758000000.0,7954000000.0,31000000.0,787000000.0,5363000000.0,349000000.0,99000000.0,0.88,394800000.0,512000000.0,309000000.0,7985000000.0,,1.2639,21.8525,0.88,0.04498582108790925,0.011087460685579947,0.06507551743427187,1.0292601185872647,1.4501787842669844,,972000000.0,2.0999999999999996,2.0999999999999996,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2021-06-30,31448000000.0,12226000000.0,8635000000.0,,8352000000.0,,116000000.0,706000000.0,10979000000.0,781000000.0,201000000.0,1.96,397700000.0,1278000000.0,615000000.0,116000000.0,,1.4373,21.105,1.96,0.09351053639846743,0.024834647672348,0.07113580471809819,0.013888888888888888,1.415865662999421,,1628000000.0,3.7399999999999993,3.7399999999999993,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2021-09-30,29471000000.0,9896000000.0,4698000000.0,,9622000000.0,,233000000.0,2122000000.0,16693000000.0,1645000000.0,347000000.0,4.16,395300000.0,1923000000.0,933000000.0,233000000.0,,1.3245,12.1555,4.16,0.1709623778840158,0.055817583387058466,0.09854430000599053,0.024215339846185825,2.1064282673478076,,2944000000.0,7.069999999999999,7.069999999999999,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2021-12-31,25243000000.0,7096000000.0,4144000000.0,,9082000000.0,,196000000.0,1295000000.0,,-1023000000.0,-459000000.0,-2.5300000000000002,,-1683000000.0,,196000000.0,1.7124,0.9132,10.0922,-2.5300000000000002,-0.11264038757982824,-0.0405260864398051,,0.021581149526536007,1.7123552123552124,,1752000000.0,4.47,4.47,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2022-03-31,25158000000.0,7184000000.0,4142000000.0,,8887000000.0,,197000000.0,1031000000.0,5237000000.0,360000000.0,95000000.0,0.95,379200000.0,588000000.0,,197000000.0,,0.8648,9.8134,0.95,0.040508608079216836,0.01430956355831147,0.0687416459805232,0.0221672105322381,1.7344278126508932,,1763000000.0,4.539999999999999,4.539999999999999,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2022-06-30,25282000000.0,7046000000.0,4352000000.0,,9043000000.0,,293000000.0,826000000.0,10626000000.0,871000000.0,191000000.0,2.32,375700000.0,978000000.0,,293000000.0,,0.7516,8.4166,2.32,0.0963175937188986,0.0344513883395301,0.08196875588179936,0.03240075196284419,1.6190257352941178,,1853000000.0,4.8999999999999995,4.8999999999999995,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2022-09-30,24865000000.0,6622000000.0,4805000000.0,,9488000000.0,,616000000.0,511000000.0,16028000000.0,1822000000.0,-384000000.0,4.0,370700000.0,1413000000.0,,616000000.0,,0.5435,5.9492,4.0,0.19203204047217537,0.07327568871908305,0.11367606688295483,0.06492411467116357,1.3781477627471383,,2030000000.0,4.739999999999999,4.739999999999999,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2022-12-31,23940000000.0,6770000000.0,5000000000.0,,8497000000.0,,763000000.0,804000000.0,,-1549000000.0,-138000000.0,-3.17,,-805000000.0,,763000000.0,1.354,0.5821,8.1894,-3.17,-0.18229963516535247,-0.06470342522974101,,0.08979639872896317,1.354,,1504000000.0,4.1,4.1,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2023-06-30,23683000000.0,6476000000.0,4067000000.0,,8404000000.0,,248000000.0,746000000.0,9702000000.0,,81000000.0,1.0,349500000.0,873000000.0,,248000000.0,,0.5455,10.6153,1.0,,,,0.029509757258448358,1.5923284976641259,,,4.1499999999999995,4.1499999999999995,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2023-09-30,23951000000.0,6780000000.0,3882000000.0,,8882000000.0,,120000000.0,1149000000.0,14315000000.0,,120000000.0,1.0,349000000.0,1341000000.0,,120000000.0,,0.631,48.3173,1.0,,,,0.013510470614726412,1.7465224111282844,,,2.83,2.83,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2023-12-31,23261000000.0,6608000000.0,3959000000.0,,8355000000.0,,138000000.0,1113000000.0,18916000000.0,288000000.0,59000000.0,0.0,,1833000000.0,,138000000.0,1.6691,0.6613,43.4324,0.0,0.03447037701974865,0.012381238983706633,0.015225206174666949,0.01651705565529623,1.6691083606971457,,,-1.17,-1.17,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2024-03-31,23028000000.0,6459000000.0,3854000000.0,,8257000000.0,,138000000.0,1070000000.0,4619000000.0,,27000000.0,0.0,348500000.0,395000000.0,,138000000.0,,0.7322,78.8138,0.0,,,,0.016713091922005572,1.675921120913337,47552000000.0,,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2024-06-30,23063000000.0,6557000000.0,4114000000.0,,8595000000.0,,259000000.0,1049000000.0,9353000000.0,,-266000000.0,1.0,352700000.0,760000000.0,,259000000.0,,0.8108,34.6055,1.0,,,,0.030133798720186154,1.5938259601361207,47203000000.0,,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2024-09-30,23161000000.0,6643000000.0,4353000000.0,,8629000000.0,,259000000.0,1159000000.0,14039000000.0,,-337000000.0,1.0,353600000.0,1281000000.0,,259000000.0,,0.9104,40.4035,1.0,,,,0.030015065476880286,1.5260739719733518,46927000000.0,,2.0,2.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2024-12-31,22800000000.0,6424000000.0,4258000000.0,,8173000000.0,,193000000.0,1170000000.0,-9392000000.0,,161000000.0,-1.0,,-758000000.0,,193000000.0,1.5087,1.0042,33.5682,-1.0,,,,0.023614339899669642,1.5086895255988728,18619000000.0,,1.0,1.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2025-03-31,41168000000.0,9288000000.0,6988000000.0,,18092000000.0,,444000000.0,1156000000.0,5901000000.0,,-31000000.0,0.0,437600000.0,-288000000.0,,444000000.0,,1.4151,71.1166,0.0,,,,0.024541233694450586,1.3291356611333716,19901000000.0,,1.0,1.0,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2025-06-30,42376000000.0,9499000000.0,7121000000.0,,18617000000.0,,225000000.0,1135000000.0,12668000000.0,-30000000.0,9000000.0,-0.06,483000000.0,188000000.0,,225000000.0,,1.1271,,-0.06,-0.0016114304130633293,-0.0007079478950349254,-0.002368171771392485,0.012085728097974969,1.33394186209802,23216000000.0,,-0.06,-0.06,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2025-09-30,40568000000.0,10464000000.0,7969000000.0,,17317000000.0,,972000000.0,995000000.0,17628000000.0,-1132000000.0,-242000000.0,-2.0,498200000.0,793000000.0,,972000000.0,,1.1271,,-2.0,-0.06536929029277588,-0.027903766515480183,-0.06421601996823235,0.056129814633019574,1.313088216840256,26805000000.0,,-3.06,-3.06,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
2025-12-31,37964000000.0,10106000000.0,7899000000.0,,14827000000.0,,992000000.0,1145000000.0,-12563000000.0,-2354000000.0,-269000000.0,-4.890000000000001,,1005000000.0,,992000000.0,1.2794,1.1138,,-4.890000000000001,-0.1587644162676199,-0.06200611105257613,0.18737562684072276,0.06690497066163081,1.2794024560070896,23634000000.0,,-6.950000000000001,-6.950000000000001,1.1483095,56.64,33.65,6.2484,18001.96,1.4028,0.964
