report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-09-30,1684321000.0,1097958000.0,507453000.0,1373143000.0,105532000.0,776580000.0,94943000.0,2836309000.0,363868000.0,,-94176000.0,55953000.0,0.0,,,-434675000.0,151380000.0,-586055000.0,776580000.0,,,2.916,,,-0.8923928287154607,-0.0559133324348506,-0.03320371652030861,0.12828926608490118,,,,-0.2066259353265106,,7.35871583974529,2.1636644181825706,4721706000.0,-182537000.0,,617356000.0,-1131261000.0,,106980000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2019-12-31,2057748000.0,1359422000.0,864870000.0,1865809000.0,98112000.0,883060000.0,76016000.0,-1393102000.0,-172311000.0,,63225000.0,-25958000.0,0.0,,,186884000.0,-52178000.0,134706000.0,883060000.0,1.5718,,3.5409,,,0.6444165851272016,0.0307253366301413,-0.045384329359946365,0.12368871769619166,,,,-0.09669500151460554,,9.000530006523157,1.5718223548047683,3939896000.0,-114659000.0,,506414000.0,-1092028000.0,,80606000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2020-03-31,2239218000.0,1393584000.0,1128424000.0,2225992000.0,43105000.0,936121000.0,72435000.0,1098216000.0,138422000.0,,-59887000.0,28862000.0,0.0,,,-168458000.0,89433000.0,-257891000.0,936121000.0,,,2.1241,,,-1.3893283841781696,-0.02674460458963799,-0.05453116691069881,0.1260425999985431,,,,-0.23482721067622397,,21.717225379886322,1.234982595194714,4282878000.0,-145997000.0,,556304000.0,-1092211000.0,,93820000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2020-06-30,2476806000.0,1571486000.0,373263000.0,1503725000.0,425955000.0,965668000.0,246299000.0,2216550000.0,288628000.0,,-100717000.0,48777000.0,-238000.0,,,-175422000.0,171057000.0,-346479000.0,965668000.0,,,4.6381,,,-0.23644985972696647,-0.04066406492878328,-0.04543863210845683,0.13021497372042137,,,,-0.1563145428706774,,2.2670657698583185,4.210130658543708,4757973000.0,-191555000.0,,618607000.0,-1055719000.0,,107634000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2020-09-30,2732798000.0,1747104000.0,548786000.0,1771222000.0,430510000.0,1080929000.0,173704000.0,3760159000.0,549901000.0,,-107802000.0,69053000.0,-162000.0,,,-446704000.0,270486000.0,-717190000.0,1080929000.0,,,7.8256,,,-0.25040533320944924,-0.03944748203123685,-0.02866953232562772,0.14624408169973663,,,,-0.19073395566517268,,2.510810434136257,3.1835797560433394,5681823000.0,-205181000.0,,804640000.0,-1186854000.0,,120734000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2020-12-31,3034531000.0,1923147000.0,467137000.0,2233028000.0,387600000.0,1617002000.0,300810000.0,-1488360000.0,-183186000.0,,97266000.0,-15164000.0,145000.0,,,182172000.0,-171175000.0,10997000.0,1617002000.0,4.1169,,7.3655,,,0.25094427244582046,0.03205305861103413,-0.06535112472788841,0.12307909376763686,,,,-0.007388669407938939,,4.171831785345717,4.116880058740798,5586565000.0,-171140000.0,,793765000.0,-1310563000.0,,131528000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2021-03-31,3819000000.0,2628000000.0,696000000.0,3098000000.0,365000000.0,2254000000.0,370000000.0,2245000000.0,338000000.0,,-36000000.0,30000000.0,0.0,-0.46,78103000.0,-532000000.0,82000000.0,-614000000.0,2254000000.0,,,6.7163,-0.46,,-0.09863013698630137,-0.009426551453260016,-0.016035634743875277,0.15055679287305124,,,,-0.2734966592427617,,6.175342465753425,3.7758620689655173,6733349000.0,-147253000.0,,993343000.0,-1666672000.0,,132666000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2021-06-30,4581000000.0,3245000000.0,1333000000.0,3811000000.0,403000000.0,2327000000.0,201000000.0,5581000000.0,890000000.0,,-14000000.0,73000000.0,0.0,-0.18,79751000.0,-1139000000.0,194000000.0,-1333000000.0,2327000000.0,,,5.8126,-0.18,,-0.034739454094292806,-0.0030561012879283997,-0.00250851101953055,0.15946962909872783,,,,-0.23884608493101595,,5.774193548387097,2.434358589647412,10097799000.0,-60536000.0,,1594715000.0,-2653193000.0,,156889000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2021-09-30,5360000000.0,3690000000.0,1261000000.0,4652000000.0,385000000.0,3134000000.0,297000000.0,9061000000.0,1413000000.0,,-46000000.0,121000000.0,0.0,-0.56,81427000.0,-1422000000.0,390000000.0,-1812000000.0,3134000000.0,,,4.7799,-0.56,,-0.11948051948051948,-0.008582089552238806,-0.005076702350733915,0.1559430526431961,,,,-0.19997792738108378,,8.14025974025974,2.9262490087232353,15398640000.0,1266000.0,,2457814000.0,-3748003000.0,,208836000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2021-12-31,7015000000.0,4892000000.0,2890000000.0,6490000000.0,306000000.0,3208000000.0,403000000.0,-4073000000.0,-712000000.0,,-39000000.0,-48000000.0,1000000.0,-0.4299999999999997,-156476000.0,499000000.0,-109000000.0,390000000.0,3208000000.0,1.6927,,3.1263,-0.4299999999999997,,-0.12745098039215685,-0.00555951532430506,0.009575251657255094,0.17480972256322122,,,,-0.09575251657255095,,10.483660130718954,1.6927335640138408,12814000000.0,-135000000.0,,1929000000.0,-3369000000.0,,176000000.0,-1.63,-1.63,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2022-03-31,7585000000.0,5070000000.0,3741000000.0,7533000000.0,80000000.0,3286000000.0,247000000.0,3497000000.0,298000000.0,,-260000000.0,64000000.0,0.0,,,-593000000.0,220000000.0,-813000000.0,3286000000.0,,,1.4668,,,-3.25,-0.034278180619644036,-0.07434944237918216,0.0852158993422934,,,,-0.23248498713182728,,41.075,1.355252606255012,14066000000.0,-359000000.0,,1889000000.0,-3568000000.0,,210000000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2022-06-30,10502000000.0,5491000000.0,2368000000.0,9638000000.0,539000000.0,6605000000.0,1047000000.0,7381000000.0,694000000.0,,-498000000.0,180000000.0,1000000.0,-5.2,95773000.0,-487000000.0,361000000.0,-848000000.0,6605000000.0,,,0.2915,-5.2,,-0.9239332096474954,-0.04741953913540278,-0.06747053244817776,0.0940251998374204,,,,-0.11488958135753963,,12.254174397031539,2.3188344594594597,15866000000.0,-843000000.0,,1693000000.0,-3083000000.0,,317000000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2022-09-30,9621000000.0,4469000000.0,1878000000.0,9247000000.0,274000000.0,6616000000.0,316000000.0,10767000000.0,1053000000.0,,-781000000.0,333000000.0,1000000.0,-7.88,99134000.0,-585000000.0,451000000.0,-1036000000.0,6616000000.0,,,0.264,-7.88,,-2.8503649635036497,-0.08117659286976406,-0.07253645397975295,0.09779882975759265,,,,-0.09621993127147767,,24.145985401459853,2.3796592119275823,17572000000.0,-1578000000.0,,1333000000.0,-2307000000.0,,529000000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2022-12-31,8698000000.0,4594000000.0,2592000000.0,9751000000.0,-518000000.0,6574000000.0,434000000.0,-8041000000.0,-799000000.0,,-48000000.0,-91000000.0,-1000000.0,-2.66,-94079000.0,341000000.0,-520000000.0,-179000000.0,6574000000.0,1.7724,,0.0658,-2.66,,0.09266409266409266,-0.005518510002299379,0.005969406790200224,0.09936575052854123,,,,0.022260912821788336,,-12.691119691119692,1.7723765432098766,13604000000.0,-1587000000.0,,1246000000.0,-2876000000.0,,486000000.0,,,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2023-03-31,8646000000.0,4616000000.0,2850000000.0,9968000000.0,-660000000.0,6553000000.0,488000000.0,2606000000.0,341000000.0,,-160000000.0,159000000.0,-2000000.0,-1.51,106011000.0,-66000000.0,32000000.0,-98000000.0,6553000000.0,,,0.1455,-1.51,,0.24242424242424243,-0.018505667360629193,-0.06139677666922486,0.1308518802762855,,,,-0.03760552570990023,,-9.92878787878788,1.6196491228070176,12713000000.0,-1487000000.0,,1289000000.0,-2161000000.0,,581000000.0,-17.25,-17.25,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2023-06-30,7849000000.0,3912000000.0,2179000000.0,9255000000.0,-697000000.0,6542000000.0,541000000.0,5574000000.0,840000000.0,,-218000000.0,314000000.0,-2000000.0,-2.05,106117000.0,443000000.0,50000000.0,393000000.0,6542000000.0,,,0.4161,-2.05,,0.3127690100430416,-0.027774238756529495,-0.03911015428776462,0.15069967707212056,,,,0.07050592034445641,,-9.38593974175036,1.7953189536484626,10906000000.0,-1207000000.0,,1435000000.0,-920000000.0,,715000000.0,-14.1,-14.1,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2023-09-30,7025000000.0,3186000000.0,1395000000.0,7227000000.0,339000000.0,5305000000.0,544000000.0,8347000000.0,1322000000.0,,564000000.0,467000000.0,27000000.0,5.0,197124000.0,1042000000.0,69000000.0,973000000.0,5305000000.0,,,0.7005,5.0,,1.663716814159292,0.0802846975088968,0.0675691865340841,0.15838025637953757,,,,0.11656882712351743,,15.64896755162242,2.2838709677419353,8486000000.0,138000000.0,,1704000000.0,1089000000.0,,849000000.0,-1.2199999999999998,-1.2199999999999998,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2023-12-31,7071000000.0,3321000000.0,1536000000.0,7455000000.0,243000000.0,5416000000.0,530000000.0,-5756000000.0,-779000000.0,,264000000.0,-308000000.0,2000000.0,-1.4400000000000004,-208674000.0,-616000000.0,-64000000.0,-680000000.0,5416000000.0,2.1621,23.4876,0.9813,-1.4400000000000004,,1.0864197530864197,0.037335596096733134,-0.04586518415566365,0.13533703961084087,,,,0.11813759555246699,,22.2880658436214,2.162109375,10771000000.0,450000000.0,,1724000000.0,588000000.0,,632000000.0,0.0,0.0,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2024-03-31,6983000000.0,3232000000.0,1274000000.0,7294000000.0,289000000.0,5544000000.0,252000000.0,3061000000.0,591000000.0,134000000.0,28000000.0,173000000.0,-1000000.0,0.0,212239000.0,101000000.0,18000000.0,83000000.0,5544000000.0,,27.503,1.5631,0.0,134000000.0,0.09688581314878893,0.004009737934984964,0.00914733747141457,0.19307415877164325,0.0437765436131983,0.019189460117428038,0.02297274129950283,0.02711532179026462,0.0437765436131983,19.18339100346021,2.536891679748823,11226000000.0,638000000.0,,1974000000.0,769000000.0,,646000000.0,1.51,1.51,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2024-06-30,7170000000.0,3477000000.0,1118000000.0,7055000000.0,526000000.0,5428000000.0,542000000.0,6471000000.0,1306000000.0,393000000.0,46000000.0,,0.0,0.36,126756000.0,455000000.0,40000000.0,415000000.0,5428000000.0,,35.9941,2.2026,0.36,393000000.0,0.08745247148288973,0.006415620641562064,0.007108638541183743,0.20182352032143408,0.06073249884098285,0.05481171548117155,0.06600604635539134,0.0641322824911142,0.06073249884098285,10.319391634980988,3.1100178890876564,12123000000.0,902000000.0,,2440000000.0,791000000.0,,,3.9199999999999995,3.9199999999999995,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2024-09-30,7368000000.0,3765000000.0,1159000000.0,7082000000.0,611000000.0,5431000000.0,871000000.0,10126000000.0,2113000000.0,730000000.0,131000000.0,,-1000000.0,1.01,129253000.0,858000000.0,67000000.0,791000000.0,5431000000.0,,2123.9269,2.877,1.01,730000000.0,0.2144026186579378,0.017779587404994572,0.012936993877147937,0.20867074856804266,0.072091645269603,0.0990770901194354,0.12082092022509103,0.07811574165514518,0.072091645269603,8.888707037643208,3.248490077653149,13902000000.0,469000000.0,,3231000000.0,609000000.0,,,-0.07000000000000028,-0.07000000000000028,,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2024-12-31,8484000000.0,4869000000.0,1338000000.0,7109000000.0,1260000000.0,5256000000.0,1716000000.0,-5985000000.0,-1134000000.0,-267000000.0,5000000.0,,-2000000.0,-0.3700000000000001,-336042000.0,-496000000.0,-34000000.0,-530000000.0,5256000000.0,3.639,201.0647,3.0881,-0.3700000000000001,-267000000.0,0.003968253968253968,0.0005893446487505894,-0.000835421888053467,0.18947368421052632,0.04461152882205514,-0.03147100424328147,-0.040976058931860036,0.0885547201336675,0.04461152882205514,4.171428571428572,3.6390134529147984,13673000000.0,210000000.0,990000000.0,2876000000.0,759000000.0,990000000.0,,1.0,1.0,5.3090909090909095,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2025-03-31,8878000000.0,5137000000.0,1347000000.0,7105000000.0,1504000000.0,5269000000.0,1858000000.0,4232000000.0,929000000.0,394000000.0,216000000.0,,2000000.0,1.51,142587000.0,232000000.0,27000000.0,205000000.0,5269000000.0,,112.1667,3.0074,1.51,394000000.0,0.14361702127659576,0.024329804009912144,0.05103969754253308,0.21951795841209829,0.09310018903591682,0.044379364721784186,0.05817215414144397,0.048440453686200376,0.09310018903591682,3.5033244680851063,3.81365998515219,14844000000.0,398000000.0,1250000000.0,3214000000.0,881000000.0,1250000000.0,,2.51,2.51,4.2152,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2025-06-30,9366000000.0,5673000000.0,1417000000.0,7249000000.0,1730000000.0,5323000000.0,1857000000.0,9072000000.0,1993000000.0,905000000.0,399000000.0,,2000000.0,2.79,142923000.0,261000000.0,58000000.0,203000000.0,5323000000.0,,128.6571,4.4509,2.79,905000000.0,0.230635838150289,0.042600896860986545,0.04398148148148148,0.21968694885361553,0.09975749559082893,0.09662609438394192,0.12831419254218063,0.022376543209876542,0.09975749559082893,3.076878612716763,4.003528581510233,17445000000.0,751000000.0,1762000000.0,3901000000.0,669000000.0,1762000000.0,,4.9399999999999995,4.9399999999999995,3.02099886492622,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2025-09-30,9853000000.0,6265000000.0,1548000000.0,6902000000.0,2279000000.0,4810000000.0,2142000000.0,14719000000.0,3141000000.0,1457000000.0,550000000.0,,-2000000.0,3.82,144100000.0,606000000.0,96000000.0,510000000.0,4810000000.0,,130.3229,4.4877,3.82,1457000000.0,0.2413339183852567,0.05582056226529991,0.03736666893131327,0.21339764929682722,0.0989877029689517,0.14787374403734904,0.20552969389194528,0.03464909300903594,0.0989877029689517,2.1105748135146993,4.047157622739018,22038000000.0,1170000000.0,2489000000.0,4929000000.0,388000000.0,2489000000.0,,7.75,7.75,1.9325030132583367,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
2025-12-31,13201000000.0,6549000000.0,1519000000.0,8998000000.0,3441000000.0,4830000000.0,2327000000.0,-7701000000.0,-1871000000.0,-875000000.0,242000000.0,,-2787000000.0,-0.11999999999999922,-205333000.0,-63000000.0,-34000000.0,-97000000.0,4830000000.0,4.3114,65.2503,4.5176,-0.11999999999999922,-875000000.0,0.07032839290903807,0.018331944549655328,-0.0314244903259317,0.2429554603298273,0.11362160758343072,-0.06628285735929096,-0.1057913190666183,0.012595766783534607,0.11362160758343072,1.4036617262423714,4.311389071757735,20322000000.0,1407000000.0,1881000000.0,4192000000.0,821000000.0,1881000000.0,,8.000000000000002,8.000000000000002,2.5677830940988837,3.6527107,486.89,148.25,3.11276,44887.246,31.9028,26.6804,2.2088
